SearchBayesianSkopt: New best config found. Config 0: {'topK': 599, 'shrink': 803, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1959231163951964, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0293178, PRECISION: 0.0054958, PRECISION_RECALL_MIN_DEN: 0.0183194, RECALL: 0.0183194, MAP: 0.0061681, MRR: 0.0179698, NDCG: 0.0125212, F1: 0.0084551, HIT_RATE: 0.0549583, ARHR: 0.0182370, RMSE: 0.9927595, NOVELTY: 0.0052517, AVERAGE_POPULARITY: 0.5796180, DIVERSITY_MEAN_INTER_LIST: 0.8194680, DIVERSITY_HERFINDAHL: 0.9819429, COVERAGE_ITEM: 0.0346039, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0939585, SHANNON_ENTROPY: 6.2878588, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 996, 'shrink': 869, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07915115216233272, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0380195, PRECISION: 0.0071590, PRECISION_RECALL_MIN_DEN: 0.0238635, RECALL: 0.0238635, MAP: 0.0081203, MRR: 0.0236318, NDCG: 0.0163920, F1: 0.0110139, HIT_RATE: 0.0715904, ARHR: 0.0239964, RMSE: 0.9896477, NOVELTY: 0.0050191, AVERAGE_POPULARITY: 0.7616054, DIVERSITY_MEAN_INTER_LIST: 0.7358026, DIVERSITY_HERFINDAHL: 0.9735767, COVERAGE_ITEM: 0.0215734, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1061405, SHANNON_ENTROPY: 5.7783807, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0385753, PRECISION: 0.0073567, PRECISION_RECALL_MIN_DEN: 0.0245223, RECALL: 0.0245223, MAP: 0.0081319, MRR: 0.0236597, NDCG: 0.0166179, F1: 0.0113180, HIT_RATE: 0.0735670, ARHR: 0.0240277, RMSE: 0.9676366, NOVELTY: 0.0050144, AVERAGE_POPULARITY: 0.7680068, DIVERSITY_MEAN_INTER_LIST: 0.7252760, DIVERSITY_HERFINDAHL: 0.9725241, COVERAGE_ITEM: 0.0223304, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0961181, SHANNON_ENTROPY: 5.6891923, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 980, 'shrink': 16, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.13612050498427933, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0383258, PRECISION: 0.0072940, PRECISION_RECALL_MIN_DEN: 0.0243134, RECALL: 0.0243134, MAP: 0.0080751, MRR: 0.0234566, NDCG: 0.0164838, F1: 0.0112216, HIT_RATE: 0.0729403, ARHR: 0.0238410, RMSE: 1.5283784, NOVELTY: 0.0050169, AVERAGE_POPULARITY: 0.7662624, DIVERSITY_MEAN_INTER_LIST: 0.7288806, DIVERSITY_HERFINDAHL: 0.9728845, COVERAGE_ITEM: 0.0222222, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0979750, SHANNON_ENTROPY: 5.7078427, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0355830, PRECISION: 0.0067637, PRECISION_RECALL_MIN_DEN: 0.0225458, RECALL: 0.0225458, MAP: 0.0075906, MRR: 0.0219359, NDCG: 0.0153745, F1: 0.0104057, HIT_RATE: 0.0676373, ARHR: 0.0223538, RMSE: 0.9673510, NOVELTY: 0.0051174, AVERAGE_POPULARITY: 0.6804819, DIVERSITY_MEAN_INTER_LIST: 0.7606288, DIVERSITY_HERFINDAHL: 0.9760592, COVERAGE_ITEM: 0.0138956, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1645509, SHANNON_ENTROPY: 5.8079942, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0379633, PRECISION: 0.0070915, PRECISION_RECALL_MIN_DEN: 0.0236385, RECALL: 0.0236385, MAP: 0.0080670, MRR: 0.0234899, NDCG: 0.0162701, F1: 0.0109101, HIT_RATE: 0.0709155, ARHR: 0.0238454, RMSE: 0.9909647, NOVELTY: 0.0050189, AVERAGE_POPULARITY: 0.7618408, DIVERSITY_MEAN_INTER_LIST: 0.7356356, DIVERSITY_HERFINDAHL: 0.9735600, COVERAGE_ITEM: 0.0214112, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1068256, SHANNON_ENTROPY: 5.7766261, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 976, 'shrink': 141, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9897355143172082, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0333921, PRECISION: 0.0062768, PRECISION_RECALL_MIN_DEN: 0.0209227, RECALL: 0.0209227, MAP: 0.0070931, MRR: 0.0206674, NDCG: 0.0143486, F1: 0.0096566, HIT_RATE: 0.0627682, ARHR: 0.0209733, RMSE: 0.9411605, NOVELTY: 0.0051377, AVERAGE_POPULARITY: 0.6684331, DIVERSITY_MEAN_INTER_LIST: 0.7765624, DIVERSITY_HERFINDAHL: 0.9776525, COVERAGE_ITEM: 0.0185996, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1400026, SHANNON_ENTROPY: 5.9939471, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 991, 'shrink': 94, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0010992044415107929, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0383895, PRECISION: 0.0072844, PRECISION_RECALL_MIN_DEN: 0.0242813, RECALL: 0.0242813, MAP: 0.0080893, MRR: 0.0235074, NDCG: 0.0164931, F1: 0.0112067, HIT_RATE: 0.0728439, ARHR: 0.0238877, RMSE: 0.8076403, NOVELTY: 0.0050164, AVERAGE_POPULARITY: 0.7664983, DIVERSITY_MEAN_INTER_LIST: 0.7271137, DIVERSITY_HERFINDAHL: 0.9727079, COVERAGE_ITEM: 0.0225466, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0963065, SHANNON_ENTROPY: 5.7055448, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0386322, PRECISION: 0.0073374, PRECISION_RECALL_MIN_DEN: 0.0244581, RECALL: 0.0244581, MAP: 0.0081791, MRR: 0.0237704, NDCG: 0.0166427, F1: 0.0112883, HIT_RATE: 0.0733742, ARHR: 0.0241539, RMSE: 0.9673595, NOVELTY: 0.0050125, AVERAGE_POPULARITY: 0.7695689, DIVERSITY_MEAN_INTER_LIST: 0.7243602, DIVERSITY_HERFINDAHL: 0.9724325, COVERAGE_ITEM: 0.0215734, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0986670, SHANNON_ENTROPY: 5.6777163, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 59, 'shrink': 985, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.10458080586261856, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0081175, PRECISION: 0.0015379, PRECISION_RECALL_MIN_DEN: 0.0051262, RECALL: 0.0051262, MAP: 0.0016546, MRR: 0.0048881, NDCG: 0.0034385, F1: 0.0023660, HIT_RATE: 0.0153787, ARHR: 0.0049259, RMSE: 0.9974419, NOVELTY: 0.0058322, AVERAGE_POPULARITY: 0.1599298, DIVERSITY_MEAN_INTER_LIST: 0.6380274, DIVERSITY_HERFINDAHL: 0.9637997, COVERAGE_ITEM: 0.1299270, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0556403, SHANNON_ENTROPY: 6.2044444, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 996, 'shrink': 36, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.11924921889778498, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0380661, PRECISION: 0.0071735, PRECISION_RECALL_MIN_DEN: 0.0239117, RECALL: 0.0239117, MAP: 0.0081345, MRR: 0.0236629, NDCG: 0.0164209, F1: 0.0110362, HIT_RATE: 0.0717350, ARHR: 0.0240332, RMSE: 0.8394096, NOVELTY: 0.0050188, AVERAGE_POPULARITY: 0.7618481, DIVERSITY_MEAN_INTER_LIST: 0.7354152, DIVERSITY_HERFINDAHL: 0.9735380, COVERAGE_ITEM: 0.0215193, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1062208, SHANNON_ENTROPY: 5.7759297, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0396663, PRECISION: 0.0074579, PRECISION_RECALL_MIN_DEN: 0.0248598, RECALL: 0.0248598, MAP: 0.0083457, MRR: 0.0243628, NDCG: 0.0169732, F1: 0.0114738, HIT_RATE: 0.0745794, ARHR: 0.0246975, RMSE: 6.2997242, NOVELTY: 0.0050226, AVERAGE_POPULARITY: 0.7611934, DIVERSITY_MEAN_INTER_LIST: 0.7357751, DIVERSITY_HERFINDAHL: 0.9735740, COVERAGE_ITEM: 0.0249797, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0932543, SHANNON_ENTROPY: 5.7953499, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 989, 'shrink': 939, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.962813328482819, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0389281, PRECISION: 0.0072940, PRECISION_RECALL_MIN_DEN: 0.0243134, RECALL: 0.0243134, MAP: 0.0082406, MRR: 0.0239187, NDCG: 0.0166659, F1: 0.0112216, HIT_RATE: 0.0729403, ARHR: 0.0243202, RMSE: 0.9659077, NOVELTY: 0.0050105, AVERAGE_POPULARITY: 0.7692352, DIVERSITY_MEAN_INTER_LIST: 0.7218943, DIVERSITY_HERFINDAHL: 0.9721860, COVERAGE_ITEM: 0.0180049, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1138350, SHANNON_ENTROPY: 5.6410661, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 998, 'shrink': 985, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8786248398928804, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0356091, PRECISION: 0.0067734, PRECISION_RECALL_MIN_DEN: 0.0225779, RECALL: 0.0225779, MAP: 0.0075906, MRR: 0.0219360, NDCG: 0.0153843, F1: 0.0104206, HIT_RATE: 0.0677337, ARHR: 0.0223539, RMSE: 0.9669131, NOVELTY: 0.0051177, AVERAGE_POPULARITY: 0.6802527, DIVERSITY_MEAN_INTER_LIST: 0.7609102, DIVERSITY_HERFINDAHL: 0.9760874, COVERAGE_ITEM: 0.0138956, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1647696, SHANNON_ENTROPY: 5.8100716, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 988, 'shrink': 61, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9719122130518854, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0333516, PRECISION: 0.0063057, PRECISION_RECALL_MIN_DEN: 0.0210191, RECALL: 0.0210191, MAP: 0.0071007, MRR: 0.0206730, NDCG: 0.0143840, F1: 0.0097011, HIT_RATE: 0.0630574, ARHR: 0.0209875, RMSE: 0.8832953, NOVELTY: 0.0051357, AVERAGE_POPULARITY: 0.6697214, DIVERSITY_MEAN_INTER_LIST: 0.7758633, DIVERSITY_HERFINDAHL: 0.9775826, COVERAGE_ITEM: 0.0193566, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1343983, SHANNON_ENTROPY: 5.9917302, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0385753, PRECISION: 0.0073567, PRECISION_RECALL_MIN_DEN: 0.0245223, RECALL: 0.0245223, MAP: 0.0081319, MRR: 0.0236597, NDCG: 0.0166179, F1: 0.0113180, HIT_RATE: 0.0735670, ARHR: 0.0240277, RMSE: 0.9676366, NOVELTY: 0.0050144, AVERAGE_POPULARITY: 0.7680068, DIVERSITY_MEAN_INTER_LIST: 0.7252760, DIVERSITY_HERFINDAHL: 0.9725241, COVERAGE_ITEM: 0.0223304, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0961181, SHANNON_ENTROPY: 5.6891923, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 971, 'shrink': 982, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9935254101512725, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0334176, PRECISION: 0.0063057, PRECISION_RECALL_MIN_DEN: 0.0210191, RECALL: 0.0210191, MAP: 0.0071404, MRR: 0.0208448, NDCG: 0.0144322, F1: 0.0097011, HIT_RATE: 0.0630574, ARHR: 0.0211330, RMSE: 0.9910224, NOVELTY: 0.0051383, AVERAGE_POPULARITY: 0.6678049, DIVERSITY_MEAN_INTER_LIST: 0.7774002, DIVERSITY_HERFINDAHL: 0.9777363, COVERAGE_ITEM: 0.0192484, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1360597, SHANNON_ENTROPY: 6.0017167, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0396663, PRECISION: 0.0074579, PRECISION_RECALL_MIN_DEN: 0.0248598, RECALL: 0.0248598, MAP: 0.0083457, MRR: 0.0243628, NDCG: 0.0169732, F1: 0.0114738, HIT_RATE: 0.0745794, ARHR: 0.0246975, RMSE: 6.2997242, NOVELTY: 0.0050226, AVERAGE_POPULARITY: 0.7611934, DIVERSITY_MEAN_INTER_LIST: 0.7357751, DIVERSITY_HERFINDAHL: 0.9735740, COVERAGE_ITEM: 0.0249797, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0932543, SHANNON_ENTROPY: 5.7953499, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0394608, PRECISION: 0.0075061, PRECISION_RECALL_MIN_DEN: 0.0250205, RECALL: 0.0250205, MAP: 0.0083682, MRR: 0.0243895, NDCG: 0.0170359, F1: 0.0115479, HIT_RATE: 0.0750615, ARHR: 0.0247471, RMSE: 6.2430352, NOVELTY: 0.0050278, AVERAGE_POPULARITY: 0.7583367, DIVERSITY_MEAN_INTER_LIST: 0.7382940, DIVERSITY_HERFINDAHL: 0.9738258, COVERAGE_ITEM: 0.0328737, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0745018, SHANNON_ENTROPY: 5.8385792, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 6, 'shrink': 21, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9877602398046117, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0017529, PRECISION: 0.0003230, PRECISION_RECALL_MIN_DEN: 0.0010767, RECALL: 0.0010767, MAP: 0.0004258, MRR: 0.0012420, NDCG: 0.0008018, F1: 0.0004969, HIT_RATE: 0.0032300, ARHR: 0.0012597, RMSE: 0.9974133, NOVELTY: 0.0059582, AVERAGE_POPULARITY: 0.0330332, DIVERSITY_MEAN_INTER_LIST: 0.3725914, DIVERSITY_HERFINDAHL: 0.9372573, COVERAGE_ITEM: 0.1472290, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0304246, SHANNON_ENTROPY: 4.7578072, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0385753, PRECISION: 0.0073567, PRECISION_RECALL_MIN_DEN: 0.0245223, RECALL: 0.0245223, MAP: 0.0081319, MRR: 0.0236597, NDCG: 0.0166179, F1: 0.0113180, HIT_RATE: 0.0735670, ARHR: 0.0240277, RMSE: 0.9676366, NOVELTY: 0.0050144, AVERAGE_POPULARITY: 0.7680068, DIVERSITY_MEAN_INTER_LIST: 0.7252760, DIVERSITY_HERFINDAHL: 0.9725241, COVERAGE_ITEM: 0.0223304, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0961181, SHANNON_ENTROPY: 5.6891923, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 979, 'shrink': 45, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.005357314314410334, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0380912, PRECISION: 0.0071590, PRECISION_RECALL_MIN_DEN: 0.0238635, RECALL: 0.0238635, MAP: 0.0081138, MRR: 0.0235986, NDCG: 0.0163844, F1: 0.0110139, HIT_RATE: 0.0715904, ARHR: 0.0239701, RMSE: 0.8551983, NOVELTY: 0.0050225, AVERAGE_POPULARITY: 0.7587282, DIVERSITY_MEAN_INTER_LIST: 0.7380945, DIVERSITY_HERFINDAHL: 0.9738059, COVERAGE_ITEM: 0.0197351, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1173766, SHANNON_ENTROPY: 5.7971871, 
