SearchBayesianSkopt: New best config found. Config 0: {'topK': 861, 'shrink': 330, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7480217848671699, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0252948, PRECISION: 0.0046752, PRECISION_RECALL_MIN_DEN: 0.0155838, RECALL: 0.0155838, MAP: 0.0050471, MRR: 0.0148839, NDCG: 0.0104861, F1: 0.0071925, HIT_RATE: 0.0467515, ARHR: 0.0150126, RMSE: 0.9953194, NOVELTY: 0.0057362, AVERAGE_POPULARITY: 0.4613984, DIVERSITY_MEAN_INTER_LIST: 0.9131434, DIVERSITY_HERFINDAHL: 0.9912943, COVERAGE_ITEM: 0.0978643, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2015927, SHANNON_ENTROPY: 8.3525454, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 2015, 'shrink': 748, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6713190277091846, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0324404, PRECISION: 0.0060579, PRECISION_RECALL_MIN_DEN: 0.0201932, RECALL: 0.0201932, MAP: 0.0069747, MRR: 0.0198767, NDCG: 0.0139246, F1: 0.0093199, HIT_RATE: 0.0605795, ARHR: 0.0204004, RMSE: 0.9700035, NOVELTY: 0.0055927, AVERAGE_POPULARITY: 0.5619503, DIVERSITY_MEAN_INTER_LIST: 0.8238771, DIVERSITY_HERFINDAHL: 0.9823696, COVERAGE_ITEM: 0.0435253, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1875151, SHANNON_ENTROPY: 7.1402318, 
SearchBayesianSkopt: New best config found. Config 12: {'topK': 3000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0475883, PRECISION: 0.0092406, PRECISION_RECALL_MIN_DEN: 0.0308019, RECALL: 0.0308019, MAP: 0.0102951, MRR: 0.0294408, NDCG: 0.0208620, F1: 0.0142162, HIT_RATE: 0.0924056, ARHR: 0.0301630, RMSE: 0.9787409, NOVELTY: 0.0050155, AVERAGE_POPULARITY: 0.7605326, DIVERSITY_MEAN_INTER_LIST: 0.6925508, DIVERSITY_HERFINDAHL: 0.9692399, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4387012, SHANNON_ENTROPY: 5.4161393, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 2994, 'shrink': 60, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1962891582678916, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0300550, PRECISION: 0.0057726, PRECISION_RECALL_MIN_DEN: 0.0192420, RECALL: 0.0192420, MAP: 0.0065088, MRR: 0.0190971, NDCG: 0.0131903, F1: 0.0088809, HIT_RATE: 0.0577261, ARHR: 0.0193117, RMSE: 0.8931587, NOVELTY: 0.0054657, AVERAGE_POPULARITY: 0.5043290, DIVERSITY_MEAN_INTER_LIST: 0.8938032, DIVERSITY_HERFINDAHL: 0.9893607, COVERAGE_ITEM: 0.0103271, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4865608, SHANNON_ENTROPY: 6.9270077, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0441558, PRECISION: 0.0083845, PRECISION_RECALL_MIN_DEN: 0.0279485, RECALL: 0.0279485, MAP: 0.0094695, MRR: 0.0272807, NDCG: 0.0191057, F1: 0.0128993, HIT_RATE: 0.0838455, ARHR: 0.0278447, RMSE: 19.3588675, NOVELTY: 0.0049046, AVERAGE_POPULARITY: 0.8614646, DIVERSITY_MEAN_INTER_LIST: 0.4200726, DIVERSITY_HERFINDAHL: 0.9419980, COVERAGE_ITEM: 0.0028116, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3215316, SHANNON_ENTROPY: 4.4190101, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 2978, 'shrink': 1968, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9225108457309952, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0362587, PRECISION: 0.0069140, PRECISION_RECALL_MIN_DEN: 0.0230465, RECALL: 0.0230465, MAP: 0.0075597, MRR: 0.0219302, NDCG: 0.0155263, F1: 0.0106369, HIT_RATE: 0.0691396, ARHR: 0.0223047, RMSE: 0.9971674, NOVELTY: 0.0052656, AVERAGE_POPULARITY: 0.5980446, DIVERSITY_MEAN_INTER_LIST: 0.8536218, DIVERSITY_HERFINDAHL: 0.9853434, COVERAGE_ITEM: 0.0075155, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4890114, SHANNON_ENTROPY: 6.4715540, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0379064, PRECISION: 0.0071993, PRECISION_RECALL_MIN_DEN: 0.0239977, RECALL: 0.0239977, MAP: 0.0083162, MRR: 0.0239495, NDCG: 0.0166002, F1: 0.0110758, HIT_RATE: 0.0719930, ARHR: 0.0244491, RMSE: 0.9788566, NOVELTY: 0.0052941, AVERAGE_POPULARITY: 0.6459229, DIVERSITY_MEAN_INTER_LIST: 0.7699659, DIVERSITY_HERFINDAHL: 0.9769797, COVERAGE_ITEM: 0.0325493, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1459148, SHANNON_ENTROPY: 6.5012365, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 2988, 'shrink': 53, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04913081782815666, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0460351, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0100283, MRR: 0.0285687, NDCG: 0.0204228, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0293268, RMSE: 5.6428981, NOVELTY: 0.0049832, AVERAGE_POPULARITY: 0.7891292, DIVERSITY_MEAN_INTER_LIST: 0.6571441, DIVERSITY_HERFINDAHL: 0.9657000, COVERAGE_ITEM: 0.0035145, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4505580, SHANNON_ENTROPY: 5.2639601, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0424837, PRECISION: 0.0083187, PRECISION_RECALL_MIN_DEN: 0.0277290, RECALL: 0.0277290, MAP: 0.0089226, MRR: 0.0250884, NDCG: 0.0183694, F1: 0.0127980, HIT_RATE: 0.0831870, ARHR: 0.0259281, RMSE: 0.9928768, NOVELTY: 0.0051079, AVERAGE_POPULARITY: 0.7024079, DIVERSITY_MEAN_INTER_LIST: 0.7697362, DIVERSITY_HERFINDAHL: 0.9769567, COVERAGE_ITEM: 0.0102730, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2601278, SHANNON_ENTROPY: 6.0237648, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 2977, 'shrink': 1903, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8592046846107786, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0302928, PRECISION: 0.0058165, PRECISION_RECALL_MIN_DEN: 0.0193884, RECALL: 0.0193884, MAP: 0.0066719, MRR: 0.0190829, NDCG: 0.0133365, F1: 0.0089485, HIT_RATE: 0.0581651, ARHR: 0.0195492, RMSE: 0.9857978, NOVELTY: 0.0055687, AVERAGE_POPULARITY: 0.4728046, DIVERSITY_MEAN_INTER_LIST: 0.8964528, DIVERSITY_HERFINDAHL: 0.9896256, COVERAGE_ITEM: 0.0111922, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4840584, SHANNON_ENTROPY: 7.0250896, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 2935, 'shrink': 171, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9957424274632258, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0174907, PRECISION: 0.0030290, PRECISION_RECALL_MIN_DEN: 0.0100966, RECALL: 0.0100966, MAP: 0.0036942, MRR: 0.0108247, NDCG: 0.0072437, F1: 0.0046600, HIT_RATE: 0.0302897, ARHR: 0.0109536, RMSE: 0.9907343, NOVELTY: 0.0058154, AVERAGE_POPULARITY: 0.2997496, DIVERSITY_MEAN_INTER_LIST: 0.8704811, DIVERSITY_HERFINDAHL: 0.9870290, COVERAGE_ITEM: 0.0158421, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3887919, SHANNON_ENTROPY: 7.1154836, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 2965, 'shrink': 1940, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03365978653989422, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0457029, PRECISION: 0.0086699, PRECISION_RECALL_MIN_DEN: 0.0288996, RECALL: 0.0288996, MAP: 0.0098688, MRR: 0.0282226, NDCG: 0.0198120, F1: 0.0133383, HIT_RATE: 0.0866989, ARHR: 0.0289144, RMSE: 0.9046373, NOVELTY: 0.0051062, AVERAGE_POPULARITY: 0.6986410, DIVERSITY_MEAN_INTER_LIST: 0.7669260, DIVERSITY_HERFINDAHL: 0.9766758, COVERAGE_ITEM: 0.0060557, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3992848, SHANNON_ENTROPY: 5.8847151, 
SearchBayesianSkopt: New best config found. Config 22: {'topK': 2973, 'shrink': 117, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.007315425738737337, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0485943, PRECISION: 0.0094381, PRECISION_RECALL_MIN_DEN: 0.0314603, RECALL: 0.0314603, MAP: 0.0107077, MRR: 0.0306860, NDCG: 0.0215147, F1: 0.0145202, HIT_RATE: 0.0943810, ARHR: 0.0314045, RMSE: 2.8318709, NOVELTY: 0.0049896, AVERAGE_POPULARITY: 0.7823212, DIVERSITY_MEAN_INTER_LIST: 0.6562877, DIVERSITY_HERFINDAHL: 0.9656144, COVERAGE_ITEM: 0.0035145, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4450575, SHANNON_ENTROPY: 5.2385813, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0471875, PRECISION: 0.0092845, PRECISION_RECALL_MIN_DEN: 0.0309482, RECALL: 0.0309482, MAP: 0.0102866, MRR: 0.0293449, NDCG: 0.0208719, F1: 0.0142838, HIT_RATE: 0.0928446, ARHR: 0.0301023, RMSE: 7.4221871, NOVELTY: 0.0049298, AVERAGE_POPULARITY: 0.8369473, DIVERSITY_MEAN_INTER_LIST: 0.5024149, DIVERSITY_HERFINDAHL: 0.9502305, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4041940, SHANNON_ENTROPY: 4.6868094, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0475883, PRECISION: 0.0092406, PRECISION_RECALL_MIN_DEN: 0.0308019, RECALL: 0.0308019, MAP: 0.0102951, MRR: 0.0294408, NDCG: 0.0208620, F1: 0.0142162, HIT_RATE: 0.0924056, ARHR: 0.0301630, RMSE: 0.9787409, NOVELTY: 0.0050155, AVERAGE_POPULARITY: 0.7605326, DIVERSITY_MEAN_INTER_LIST: 0.6925508, DIVERSITY_HERFINDAHL: 0.9692399, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4387012, SHANNON_ENTROPY: 5.4161393, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 2929, 'shrink': 1969, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9591002554945152, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0235084, PRECISION: 0.0046313, PRECISION_RECALL_MIN_DEN: 0.0154375, RECALL: 0.0154375, MAP: 0.0047645, MRR: 0.0139625, NDCG: 0.0100965, F1: 0.0071250, HIT_RATE: 0.0463126, ARHR: 0.0141280, RMSE: 0.9951858, NOVELTY: 0.0059743, AVERAGE_POPULARITY: 0.4114911, DIVERSITY_MEAN_INTER_LIST: 0.9292731, DIVERSITY_HERFINDAHL: 0.9929069, COVERAGE_ITEM: 0.0534198, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2492623, SHANNON_ENTROPY: 8.1777270, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0471875, PRECISION: 0.0092845, PRECISION_RECALL_MIN_DEN: 0.0309482, RECALL: 0.0309482, MAP: 0.0102866, MRR: 0.0293449, NDCG: 0.0208719, F1: 0.0142838, HIT_RATE: 0.0928446, ARHR: 0.0301023, RMSE: 7.4221871, NOVELTY: 0.0049298, AVERAGE_POPULARITY: 0.8369473, DIVERSITY_MEAN_INTER_LIST: 0.5024149, DIVERSITY_HERFINDAHL: 0.9502305, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4041940, SHANNON_ENTROPY: 4.6868094, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 2990, 'shrink': 1971, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.11229652239870516, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0391349, PRECISION: 0.0072871, PRECISION_RECALL_MIN_DEN: 0.0242903, RECALL: 0.0242903, MAP: 0.0081173, MRR: 0.0231733, NDCG: 0.0164980, F1: 0.0112109, HIT_RATE: 0.0728709, ARHR: 0.0237626, RMSE: 0.9627973, NOVELTY: 0.0053281, AVERAGE_POPULARITY: 0.5989745, DIVERSITY_MEAN_INTER_LIST: 0.8481673, DIVERSITY_HERFINDAHL: 0.9847981, COVERAGE_ITEM: 0.0111922, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3708523, SHANNON_ENTROPY: 6.6447699, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 203, 'shrink': 1713, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0017440624397890851, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0029997, PRECISION: 0.0004829, PRECISION_RECALL_MIN_DEN: 0.0016096, RECALL: 0.0016096, MAP: 0.0006010, MRR: 0.0018029, NDCG: 0.0011789, F1: 0.0007429, HIT_RATE: 0.0048288, ARHR: 0.0018029, RMSE: 0.9972026, NOVELTY: 0.0078583, AVERAGE_POPULARITY: 0.0490215, DIVERSITY_MEAN_INTER_LIST: 0.9620128, DIVERSITY_HERFINDAHL: 0.9961802, COVERAGE_ITEM: 0.0547175, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4162092, SHANNON_ENTROPY: 9.0005336, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 2942, 'shrink': 55, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.12597595944831122, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0406088, PRECISION: 0.0076602, PRECISION_RECALL_MIN_DEN: 0.0255341, RECALL: 0.0255341, MAP: 0.0085381, MRR: 0.0247329, NDCG: 0.0173681, F1: 0.0117850, HIT_RATE: 0.0766023, ARHR: 0.0251736, RMSE: 1.0727511, NOVELTY: 0.0051246, AVERAGE_POPULARITY: 0.7061608, DIVERSITY_MEAN_INTER_LIST: 0.7389780, DIVERSITY_HERFINDAHL: 0.9738816, COVERAGE_ITEM: 0.0238443, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1298060, SHANNON_ENTROPY: 6.0645032, 
