CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 305, 'n_oversamples': 19, 'n_iter': 1, 'feature_weighting': 'none'} - results: ROC_AUC: 0.026448±0.0010, PRECISION: 0.004061±0.0001, PRECISION_RECALL_MIN_DEN: 0.040605±0.0014, RECALL: 0.040605±0.0014, MAP: 0.018032±0.0011, MRR: 0.018032±0.0011, NDCG: 0.023291±0.0011, F1: 0.007383±0.0003, HIT_RATE: 0.040605±0.0014, ARHR: 0.018032±0.0011, RMSE: 0.877959±0.0023, NOVELTY: 0.005508±0.0000, AVERAGE_POPULARITY: 0.500878±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.955626±0.0003, DIVERSITY_HERFINDAHL: 0.995541±0.0000, COVERAGE_ITEM: 0.042844±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.290225±0.0011, SHANNON_ENTROPY: 8.279558±0.0105, 
CrossSearchBayesianSkopt: Config 11 is suboptimal. Config: {'num_factors': 448, 'n_oversamples': 20, 'n_iter': 20, 'feature_weighting': 'none'} - results: ROC_AUC: 0.039391±0.0021, PRECISION: 0.005840±0.0002, PRECISION_RECALL_MIN_DEN: 0.058401±0.0015, RECALL: 0.058401±0.0015, MAP: 0.026822±0.0022, MRR: 0.026822±0.0022, NDCG: 0.034222±0.0019, F1: 0.010618±0.0003, HIT_RATE: 0.058401±0.0015, ARHR: 0.026822±0.0022, RMSE: 0.873210±0.0034, NOVELTY: 0.005906±0.0000, AVERAGE_POPULARITY: 0.306087±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.979892±0.0001, DIVERSITY_HERFINDAHL: 0.997967±0.0000, COVERAGE_ITEM: 0.069143±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.361194±0.0020, SHANNON_ENTROPY: 9.273121±0.0039, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'num_factors': 14, 'n_oversamples': 22, 'n_iter': 11, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.029635±0.0008, PRECISION: 0.004530±0.0001, PRECISION_RECALL_MIN_DEN: 0.045303±0.0013, RECALL: 0.045303±0.0013, MAP: 0.020024±0.0006, MRR: 0.020024±0.0006, NDCG: 0.025924±0.0006, F1: 0.008237±0.0002, HIT_RATE: 0.045303±0.0013, ARHR: 0.020024±0.0006, RMSE: 0.854503±0.0015, NOVELTY: 0.005381±0.0000, AVERAGE_POPULARITY: 0.578302±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.904477±0.0006, DIVERSITY_HERFINDAHL: 0.990427±0.0001, COVERAGE_ITEM: 0.012501±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.419556±0.0075, SHANNON_ENTROPY: 6.990012±0.0063, 
CrossSearchBayesianSkopt: Config 13 is suboptimal. Config: {'num_factors': 419, 'n_oversamples': 14, 'n_iter': 5, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.040169±0.0018, PRECISION: 0.006016±0.0003, PRECISION_RECALL_MIN_DEN: 0.060163±0.0025, RECALL: 0.060163±0.0025, MAP: 0.026821±0.0016, MRR: 0.026821±0.0016, NDCG: 0.034644±0.0018, F1: 0.010939±0.0005, HIT_RATE: 0.060163±0.0025, ARHR: 0.026821±0.0016, RMSE: 0.856600±0.0075, NOVELTY: 0.005803±0.0000, AVERAGE_POPULARITY: 0.378912±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.976981±0.0002, DIVERSITY_HERFINDAHL: 0.997676±0.0000, COVERAGE_ITEM: 0.086099±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.281387±0.0030, SHANNON_ENTROPY: 9.239176±0.0120, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'num_factors': 341, 'n_oversamples': 16, 'n_iter': 12, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.039642±0.0015, PRECISION: 0.005998±0.0002, PRECISION_RECALL_MIN_DEN: 0.059982±0.0021, RECALL: 0.059982±0.0021, MAP: 0.026879±0.0017, MRR: 0.026879±0.0017, NDCG: 0.034614±0.0017, F1: 0.010906±0.0004, HIT_RATE: 0.059982±0.0021, ARHR: 0.026879±0.0017, RMSE: 0.834414±0.0060, NOVELTY: 0.005753±0.0000, AVERAGE_POPULARITY: 0.405042±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.970995±0.0001, DIVERSITY_HERFINDAHL: 0.997078±0.0000, COVERAGE_ITEM: 0.083049±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.238765±0.0013, SHANNON_ENTROPY: 8.939482±0.0048, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'num_factors': 301, 'n_oversamples': 9, 'n_iter': 13, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.038046±0.0014, PRECISION: 0.005777±0.0002, PRECISION_RECALL_MIN_DEN: 0.057769±0.0018, RECALL: 0.057769±0.0018, MAP: 0.025886±0.0012, MRR: 0.025886±0.0012, NDCG: 0.033327±0.0012, F1: 0.010503±0.0003, HIT_RATE: 0.057769±0.0018, ARHR: 0.025886±0.0012, RMSE: 0.817200±0.0064, NOVELTY: 0.005733±0.0000, AVERAGE_POPULARITY: 0.417717±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.967010±0.0000, DIVERSITY_HERFINDAHL: 0.996679±0.0000, COVERAGE_ITEM: 0.083460±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.214805±0.0018, SHANNON_ENTROPY: 8.780632±0.0058, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'num_factors': 215, 'n_oversamples': 12, 'n_iter': 17, 'feature_weighting': 'none'} - results: ROC_AUC: 0.035030±0.0011, PRECISION: 0.005456±0.0002, PRECISION_RECALL_MIN_DEN: 0.054562±0.0022, RECALL: 0.054562±0.0022, MAP: 0.023367±0.0008, MRR: 0.023367±0.0008, NDCG: 0.030634±0.0011, F1: 0.009920±0.0004, HIT_RATE: 0.054562±0.0022, ARHR: 0.023367±0.0008, RMSE: 0.869051±0.0011, NOVELTY: 0.005506±0.0000, AVERAGE_POPULARITY: 0.509483±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.945904±0.0004, DIVERSITY_HERFINDAHL: 0.994569±0.0000, COVERAGE_ITEM: 0.037935±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.258682±0.0019, SHANNON_ENTROPY: 7.935455±0.0105, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'num_factors': 482, 'n_oversamples': 15, 'n_iter': 12, 'feature_weighting': 'none'} - results: ROC_AUC: 0.039255±0.0018, PRECISION: 0.005754±0.0003, PRECISION_RECALL_MIN_DEN: 0.057543±0.0032, RECALL: 0.057543±0.0032, MAP: 0.026743±0.0013, MRR: 0.026743±0.0013, NDCG: 0.033978±0.0017, F1: 0.010462±0.0006, HIT_RATE: 0.057543±0.0032, ARHR: 0.026743±0.0013, RMSE: 0.874277±0.0016, NOVELTY: 0.005948±0.0000, AVERAGE_POPULARITY: 0.290128±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.981630±0.0000, DIVERSITY_HERFINDAHL: 0.998141±0.0000, COVERAGE_ITEM: 0.073609±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.370320±0.0036, SHANNON_ENTROPY: 9.397683±0.0037, 
CrossSearchBayesianSkopt: Config 18 is suboptimal. Config: {'num_factors': 311, 'n_oversamples': 30, 'n_iter': 14, 'feature_weighting': 'none'} - results: ROC_AUC: 0.038472±0.0019, PRECISION: 0.005754±0.0003, PRECISION_RECALL_MIN_DEN: 0.057543±0.0032, RECALL: 0.057543±0.0032, MAP: 0.026086±0.0017, MRR: 0.026086±0.0017, NDCG: 0.033450±0.0020, F1: 0.010462±0.0006, HIT_RATE: 0.057543±0.0032, ARHR: 0.026086±0.0017, RMSE: 0.869995±0.0004, NOVELTY: 0.005686±0.0000, AVERAGE_POPULARITY: 0.406189±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.967868±0.0001, DIVERSITY_HERFINDAHL: 0.996765±0.0000, COVERAGE_ITEM: 0.050370±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.314278±0.0033, SHANNON_ENTROPY: 8.618890±0.0040, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'num_factors': 52, 'n_oversamples': 10, 'n_iter': 15, 'feature_weighting': 'none'} - results: ROC_AUC: 0.013836±0.0013, PRECISION: 0.002593±0.0001, PRECISION_RECALL_MIN_DEN: 0.025926±0.0013, RECALL: 0.025926±0.0013, MAP: 0.008713±0.0010, MRR: 0.008713±0.0010, NDCG: 0.012650±0.0009, F1: 0.004714±0.0002, HIT_RATE: 0.025926±0.0013, ARHR: 0.008713±0.0010, RMSE: 0.909612±0.0011, NOVELTY: 0.005135±0.0000, AVERAGE_POPULARITY: 0.759972±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.678198±0.0024, DIVERSITY_HERFINDAHL: 0.967805±0.0002, COVERAGE_ITEM: 0.024093±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.076074±0.0004, SHANNON_ENTROPY: 5.353242±0.0112, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'num_factors': 20, 'n_oversamples': 11, 'n_iter': 18, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.010539±0.0009, PRECISION: 0.001978±0.0001, PRECISION_RECALL_MIN_DEN: 0.019783±0.0005, RECALL: 0.019783±0.0005, MAP: 0.006717±0.0007, MRR: 0.006717±0.0007, NDCG: 0.009698±0.0007, F1: 0.003597±0.0001, HIT_RATE: 0.019783±0.0005, ARHR: 0.006717±0.0007, RMSE: 0.836746±0.0015, NOVELTY: 0.005060±0.0000, AVERAGE_POPULARITY: 0.832523±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.207582±0.0021, DIVERSITY_HERFINDAHL: 0.920754±0.0002, COVERAGE_ITEM: 0.021238±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.042136±0.0003, SHANNON_ENTROPY: 3.935702±0.0076, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'num_factors': 446, 'n_oversamples': 20, 'n_iter': 9, 'feature_weighting': 'none'} - results: ROC_AUC: 0.039707±0.0020, PRECISION: 0.005831±0.0003, PRECISION_RECALL_MIN_DEN: 0.058311±0.0029, RECALL: 0.058311±0.0029, MAP: 0.026938±0.0019, MRR: 0.026938±0.0019, NDCG: 0.034309±0.0021, F1: 0.010602±0.0005, HIT_RATE: 0.058311±0.0029, ARHR: 0.026938±0.0019, RMSE: 0.872066±0.0012, NOVELTY: 0.005893±0.0000, AVERAGE_POPULARITY: 0.311524±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.979737±0.0000, DIVERSITY_HERFINDAHL: 0.997952±0.0000, COVERAGE_ITEM: 0.067856±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.364697±0.0043, SHANNON_ENTROPY: 9.259305±0.0034, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'num_factors': 204, 'n_oversamples': 3, 'n_iter': 2, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.029735±0.0009, PRECISION: 0.004485±0.0001, PRECISION_RECALL_MIN_DEN: 0.044851±0.0013, RECALL: 0.044851±0.0013, MAP: 0.020131±0.0009, MRR: 0.020131±0.0009, NDCG: 0.025914±0.0009, F1: 0.008155±0.0002, HIT_RATE: 0.044851±0.0013, ARHR: 0.020131±0.0009, RMSE: 0.786190±0.0052, NOVELTY: 0.005580±0.0000, AVERAGE_POPULARITY: 0.484153±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.951858±0.0007, DIVERSITY_HERFINDAHL: 0.995164±0.0001, COVERAGE_ITEM: 0.065120±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198958±0.0029, SHANNON_ENTROPY: 8.302296±0.0124, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'num_factors': 26, 'n_oversamples': 11, 'n_iter': 15, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.010619±0.0009, PRECISION: 0.002019±0.0001, PRECISION_RECALL_MIN_DEN: 0.020190±0.0007, RECALL: 0.020190±0.0007, MAP: 0.006724±0.0007, MRR: 0.006724±0.0007, NDCG: 0.009795±0.0007, F1: 0.003671±0.0001, HIT_RATE: 0.020190±0.0007, ARHR: 0.006724±0.0007, RMSE: 0.836361±0.0016, NOVELTY: 0.005077±0.0000, AVERAGE_POPULARITY: 0.827675±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.229407±0.0029, DIVERSITY_HERFINDAHL: 0.922935±0.0003, COVERAGE_ITEM: 0.030354±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.036904±0.0002, SHANNON_ENTROPY: 4.047439±0.0084, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'num_factors': 375, 'n_oversamples': 25, 'n_iter': 8, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037313±0.0023, PRECISION: 0.005528±0.0003, PRECISION_RECALL_MIN_DEN: 0.055285±0.0026, RECALL: 0.055285±0.0026, MAP: 0.025657±0.0020, MRR: 0.025657±0.0020, NDCG: 0.032600±0.0021, F1: 0.010052±0.0005, HIT_RATE: 0.055285±0.0026, ARHR: 0.025657±0.0020, RMSE: 0.889703±0.0033, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.224334±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.986149±0.0001, DIVERSITY_HERFINDAHL: 0.998593±0.0000, COVERAGE_ITEM: 0.073047±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.476349±0.0028, SHANNON_ENTROPY: 9.713908±0.0054, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'num_factors': 393, 'n_oversamples': 14, 'n_iter': 8, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037183±0.0018, PRECISION: 0.005447±0.0003, PRECISION_RECALL_MIN_DEN: 0.054472±0.0025, RECALL: 0.054472±0.0025, MAP: 0.025437±0.0014, MRR: 0.025437±0.0014, NDCG: 0.032254±0.0016, F1: 0.009904±0.0005, HIT_RATE: 0.054472±0.0025, ARHR: 0.025437±0.0014, RMSE: 0.889798±0.0044, NOVELTY: 0.006155±0.0000, AVERAGE_POPULARITY: 0.219191±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.986581±0.0000, DIVERSITY_HERFINDAHL: 0.998636±0.0000, COVERAGE_ITEM: 0.075447±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.476046±0.0029, SHANNON_ENTROPY: 9.760585±0.0033, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'num_factors': 400, 'n_oversamples': 25, 'n_iter': 15, 'feature_weighting': 'none'} - results: ROC_AUC: 0.039446±0.0015, PRECISION: 0.005840±0.0002, PRECISION_RECALL_MIN_DEN: 0.058401±0.0023, RECALL: 0.058401±0.0023, MAP: 0.026906±0.0015, MRR: 0.026906±0.0015, NDCG: 0.034290±0.0016, F1: 0.010618±0.0004, HIT_RATE: 0.058401±0.0023, ARHR: 0.026906±0.0015, RMSE: 0.870484±0.0022, NOVELTY: 0.005833±0.0000, AVERAGE_POPULARITY: 0.336432±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.976840±0.0001, DIVERSITY_HERFINDAHL: 0.997662±0.0000, COVERAGE_ITEM: 0.062785±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.346763±0.0015, SHANNON_ENTROPY: 9.076913±0.0068, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'num_factors': 232, 'n_oversamples': 1, 'n_iter': 16, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.033810±0.0017, PRECISION: 0.005235±0.0002, PRECISION_RECALL_MIN_DEN: 0.052349±0.0020, RECALL: 0.052349±0.0020, MAP: 0.022793±0.0009, MRR: 0.022793±0.0009, NDCG: 0.029682±0.0012, F1: 0.009518±0.0004, HIT_RATE: 0.052349±0.0020, ARHR: 0.022793±0.0009, RMSE: 0.789831±0.0028, NOVELTY: 0.005700±0.0000, AVERAGE_POPULARITY: 0.444958±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.955901±0.0002, DIVERSITY_HERFINDAHL: 0.995568±0.0000, COVERAGE_ITEM: 0.088792±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.167063±0.0013, SHANNON_ENTROPY: 8.445405±0.0048, 
