SearchBayesianSkoptObject: New best config found. Config 0: {'ITEMCBFALLFOL': 0.5618556292610074, 'ITEMCBFCFFOL': 0.8195914307976053, 'ITEMCFFOL': 0.6232017975901666} - results: ROC_AUC: 0.1165845, PRECISION: 0.0188237, PRECISION_RECALL_MIN_DEN: 0.0627458, RECALL: 0.0627458, MAP: 0.0298889, MRR: 0.0815892, NDCG: 0.0514751, F1: 0.0289596, HIT_RATE: 0.1882375, ARHR: 0.0855728, RMSE: 0.9386998, NOVELTY: 0.0060682, AVERAGE_POPULARITY: 0.3603957, DIVERSITY_MEAN_INTER_LIST: 0.9720864, DIVERSITY_HERFINDAHL: 0.9972026, COVERAGE_ITEM: 0.6017843, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1710593, SHANNON_ENTROPY: 10.3233135, 
SearchBayesianSkoptObject: Config 11 is suboptimal. Config: {'ITEMCBFALLFOL': 0.36832306842268087, 'ITEMCBFCFFOL': 0.6590168179216597, 'ITEMCFFOL': 0.961584430068055} - results: ROC_AUC: 0.1161181, PRECISION: 0.0187805, PRECISION_RECALL_MIN_DEN: 0.0626017, RECALL: 0.0626017, MAP: 0.0297415, MRR: 0.0811655, NDCG: 0.0512687, F1: 0.0288931, HIT_RATE: 0.1878050, ARHR: 0.0851389, RMSE: 0.9291410, NOVELTY: 0.0061316, AVERAGE_POPULARITY: 0.3466324, DIVERSITY_MEAN_INTER_LIST: 0.9746632, DIVERSITY_HERFINDAHL: 0.9974603, COVERAGE_ITEM: 0.6209246, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1816370, SHANNON_ENTROPY: 10.4822231, 
SearchBayesianSkoptObject: Config 12 is suboptimal. Config: {'ITEMCBFALLFOL': 0.03491301078692977, 'ITEMCBFCFFOL': 0.908130795831293, 'ITEMCFFOL': 0.3909358239275448} - results: ROC_AUC: 0.1172537, PRECISION: 0.0189164, PRECISION_RECALL_MIN_DEN: 0.0630547, RECALL: 0.0630547, MAP: 0.0302110, MRR: 0.0825973, NDCG: 0.0519302, F1: 0.0291022, HIT_RATE: 0.1891641, ARHR: 0.0865632, RMSE: 0.9492276, NOVELTY: 0.0059873, AVERAGE_POPULARITY: 0.3786643, DIVERSITY_MEAN_INTER_LIST: 0.9683593, DIVERSITY_HERFINDAHL: 0.9968300, COVERAGE_ITEM: 0.5795620, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1572397, SHANNON_ENTROPY: 10.1138320, 
SearchBayesianSkoptObject: Config 13 is suboptimal. Config: {'ITEMCBFALLFOL': 0.9782433478976622, 'ITEMCBFCFFOL': 0.055570952544567245, 'ITEMCFFOL': 0.7098638858298492} - results: ROC_AUC: 0.1151206, PRECISION: 0.0186261, PRECISION_RECALL_MIN_DEN: 0.0620869, RECALL: 0.0620869, MAP: 0.0294490, MRR: 0.0802909, NDCG: 0.0507867, F1: 0.0286555, HIT_RATE: 0.1862606, ARHR: 0.0842629, RMSE: 0.9510101, NOVELTY: 0.0062012, AVERAGE_POPULARITY: 0.3311256, DIVERSITY_MEAN_INTER_LIST: 0.9774051, DIVERSITY_HERFINDAHL: 0.9977345, COVERAGE_ITEM: 0.6376859, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1936990, SHANNON_ENTROPY: 10.6555705, 
SearchBayesianSkoptObject: Config 14 is suboptimal. Config: {'ITEMCBFALLFOL': 0.12070582781379549, 'ITEMCBFCFFOL': 0.1702526859066346, 'ITEMCFFOL': 0.856003385169199} - results: ROC_AUC: 0.1153896, PRECISION: 0.0185828, PRECISION_RECALL_MIN_DEN: 0.0619427, RECALL: 0.0619427, MAP: 0.0294920, MRR: 0.0804038, NDCG: 0.0507913, F1: 0.0285889, HIT_RATE: 0.1858281, ARHR: 0.0843839, RMSE: 0.9422118, NOVELTY: 0.0061868, AVERAGE_POPULARITY: 0.3345001, DIVERSITY_MEAN_INTER_LIST: 0.9768119, DIVERSITY_HERFINDAHL: 0.9976752, COVERAGE_ITEM: 0.6347121, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1910940, SHANNON_ENTROPY: 10.6186596, 
SearchBayesianSkoptObject: Config 15 is suboptimal. Config: {'ITEMCBFALLFOL': 0.7683815304981152, 'ITEMCBFCFFOL': 0.41213826051683844, 'ITEMCFFOL': 0.5844776038062859} - results: ROC_AUC: 0.1161469, PRECISION: 0.0188052, PRECISION_RECALL_MIN_DEN: 0.0626840, RECALL: 0.0626840, MAP: 0.0297723, MRR: 0.0812535, NDCG: 0.0513253, F1: 0.0289311, HIT_RATE: 0.1880521, ARHR: 0.0852291, RMSE: 0.9494938, NOVELTY: 0.0061288, AVERAGE_POPULARITY: 0.3470788, DIVERSITY_MEAN_INTER_LIST: 0.9745963, DIVERSITY_HERFINDAHL: 0.9974536, COVERAGE_ITEM: 0.6203839, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1811006, SHANNON_ENTROPY: 10.4766068, 
SearchBayesianSkoptObject: Config 16 is suboptimal. Config: {'ITEMCBFALLFOL': 0.07392382157293433, 'ITEMCBFCFFOL': 0.286156877810602, 'ITEMCFFOL': 0.8635328557847779} - results: ROC_AUC: 0.1156908, PRECISION: 0.0186199, PRECISION_RECALL_MIN_DEN: 0.0620663, RECALL: 0.0620663, MAP: 0.0295577, MRR: 0.0806465, NDCG: 0.0509097, F1: 0.0286460, HIT_RATE: 0.1861988, ARHR: 0.0846038, RMSE: 0.9395741, NOVELTY: 0.0061721, AVERAGE_POPULARITY: 0.3378127, DIVERSITY_MEAN_INTER_LIST: 0.9762335, DIVERSITY_HERFINDAHL: 0.9976173, COVERAGE_ITEM: 0.6318464, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1884812, SHANNON_ENTROPY: 10.5820942, 
SearchBayesianSkoptObject: Config 17 is suboptimal. Config: {'ITEMCBFALLFOL': 0.4921044538609922, 'ITEMCBFCFFOL': 0.43956752742929284, 'ITEMCFFOL': 0.8165959780723209} - results: ROC_AUC: 0.1159886, PRECISION: 0.0187249, PRECISION_RECALL_MIN_DEN: 0.0624163, RECALL: 0.0624163, MAP: 0.0296613, MRR: 0.0809577, NDCG: 0.0511306, F1: 0.0288075, HIT_RATE: 0.1872490, ARHR: 0.0849150, RMSE: 0.9382517, NOVELTY: 0.0061479, AVERAGE_POPULARITY: 0.3429741, DIVERSITY_MEAN_INTER_LIST: 0.9753197, DIVERSITY_HERFINDAHL: 0.9975259, COVERAGE_ITEM: 0.6262774, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1841729, SHANNON_ENTROPY: 10.5235179, 
SearchBayesianSkoptObject: Config 18 is suboptimal. Config: {'ITEMCBFALLFOL': 0.13091170888747697, 'ITEMCBFCFFOL': 0.784894689564015, 'ITEMCFFOL': 0.7122766292492124} - results: ROC_AUC: 0.1165205, PRECISION: 0.0187929, PRECISION_RECALL_MIN_DEN: 0.0626429, RECALL: 0.0626429, MAP: 0.0298560, MRR: 0.0815157, NDCG: 0.0514104, F1: 0.0289121, HIT_RATE: 0.1879286, ARHR: 0.0854858, RMSE: 0.9354745, NOVELTY: 0.0060889, AVERAGE_POPULARITY: 0.3559382, DIVERSITY_MEAN_INTER_LIST: 0.9729484, DIVERSITY_HERFINDAHL: 0.9972888, COVERAGE_ITEM: 0.6087591, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1744587, SHANNON_ENTROPY: 10.3756126, 
SearchBayesianSkoptObject: Config 19 is suboptimal. Config: {'ITEMCBFALLFOL': 0.6615008162433602, 'ITEMCBFCFFOL': 0.3584703548944265, 'ITEMCFFOL': 0.6481171789374855} - results: ROC_AUC: 0.1159861, PRECISION: 0.0187249, PRECISION_RECALL_MIN_DEN: 0.0624163, RECALL: 0.0624163, MAP: 0.0296661, MRR: 0.0809585, NDCG: 0.0511338, F1: 0.0288075, HIT_RATE: 0.1872490, ARHR: 0.0849226, RMSE: 0.9474214, NOVELTY: 0.0061462, AVERAGE_POPULARITY: 0.3432944, DIVERSITY_MEAN_INTER_LIST: 0.9752708, DIVERSITY_HERFINDAHL: 0.9975211, COVERAGE_ITEM: 0.6253582, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1839561, SHANNON_ENTROPY: 10.5196917, 
SearchBayesianSkoptObject: Config 20 is suboptimal. Config: {'ITEMCBFALLFOL': 1.0, 'ITEMCBFCFFOL': 0.0, 'ITEMCFFOL': 0.0} - results: ROC_AUC: 0.1001410, PRECISION: 0.0162785, PRECISION_RECALL_MIN_DEN: 0.0542617, RECALL: 0.0542617, MAP: 0.0250299, MRR: 0.0690166, NDCG: 0.0437830, F1: 0.0250438, HIT_RATE: 0.1627850, ARHR: 0.0720022, RMSE: 0.9999080, NOVELTY: 0.0067169, AVERAGE_POPULARITY: 0.1774410, DIVERSITY_MEAN_INTER_LIST: 0.9905231, DIVERSITY_HERFINDAHL: 0.9990462, COVERAGE_ITEM: 0.7379832, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3332735, SHANNON_ENTROPY: 12.0172224, 
SearchBayesianSkoptObject: Config 21 is suboptimal. Config: {'ITEMCBFALLFOL': 0.9896341062634358, 'ITEMCBFCFFOL': 0.9715738088289265, 'ITEMCFFOL': 0.9831522576926432} - results: ROC_AUC: 0.1164403, PRECISION: 0.0188237, PRECISION_RECALL_MIN_DEN: 0.0627458, RECALL: 0.0627458, MAP: 0.0297852, MRR: 0.0813762, NDCG: 0.0513770, F1: 0.0289596, HIT_RATE: 0.1882375, ARHR: 0.0853098, RMSE: 0.9229476, NOVELTY: 0.0061004, AVERAGE_POPULARITY: 0.3533259, DIVERSITY_MEAN_INTER_LIST: 0.9734463, DIVERSITY_HERFINDAHL: 0.9973386, COVERAGE_ITEM: 0.6122736, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1763366, SHANNON_ENTROPY: 10.4054668, 
SearchBayesianSkoptObject: Config 22 is suboptimal. Config: {'ITEMCBFALLFOL': 0.017291240603640626, 'ITEMCBFCFFOL': 0.05736650653608645, 'ITEMCFFOL': 0.004575579691240784} - results: ROC_AUC: 0.1156097, PRECISION: 0.0185766, PRECISION_RECALL_MIN_DEN: 0.0619221, RECALL: 0.0619221, MAP: 0.0301960, MRR: 0.0830721, NDCG: 0.0516156, F1: 0.0285794, HIT_RATE: 0.1857664, ARHR: 0.0867817, RMSE: 0.9981168, NOVELTY: 0.0056781, AVERAGE_POPULARITY: 0.4550732, DIVERSITY_MEAN_INTER_LIST: 0.9472336, DIVERSITY_HERFINDAHL: 0.9947175, COVERAGE_ITEM: 0.4433090, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1128719, SHANNON_ENTROPY: 9.2224332, 
SearchBayesianSkoptObject: Config 23 is suboptimal. Config: {'ITEMCBFALLFOL': 0.9958747668659484, 'ITEMCBFCFFOL': 0.9375691707264155, 'ITEMCFFOL': 0.018312264050957875} - results: ROC_AUC: 0.1114212, PRECISION: 0.0176438, PRECISION_RECALL_MIN_DEN: 0.0588126, RECALL: 0.0588126, MAP: 0.0293804, MRR: 0.0810740, NDCG: 0.0497962, F1: 0.0271443, HIT_RATE: 0.1764379, ARHR: 0.0845530, RMSE: 0.9741726, NOVELTY: 0.0055149, AVERAGE_POPULARITY: 0.5071844, DIVERSITY_MEAN_INTER_LIST: 0.9197056, DIVERSITY_HERFINDAHL: 0.9919649, COVERAGE_ITEM: 0.3494999, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0961662, SHANNON_ENTROPY: 8.6299827, 
SearchBayesianSkoptObject: Config 24 is suboptimal. Config: {'ITEMCBFALLFOL': 0.9604181147852953, 'ITEMCBFCFFOL': 0.02269220877489964, 'ITEMCFFOL': 0.9867186049847151} - results: ROC_AUC: 0.1150940, PRECISION: 0.0185890, PRECISION_RECALL_MIN_DEN: 0.0619633, RECALL: 0.0619633, MAP: 0.0294091, MRR: 0.0801516, NDCG: 0.0507041, F1: 0.0285984, HIT_RATE: 0.1858899, ARHR: 0.0841333, RMSE: 0.9404276, NOVELTY: 0.0062081, AVERAGE_POPULARITY: 0.3296444, DIVERSITY_MEAN_INTER_LIST: 0.9776462, DIVERSITY_HERFINDAHL: 0.9977586, COVERAGE_ITEM: 0.6390916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1948671, SHANNON_ENTROPY: 10.6715097, 
SearchBayesianSkoptObject: Config 25 is suboptimal. Config: {'ITEMCBFALLFOL': 0.026304358183122163, 'ITEMCBFCFFOL': 0.013355347387552733, 'ITEMCFFOL': 0.9836378083634223} - results: ROC_AUC: 0.1150224, PRECISION: 0.0185890, PRECISION_RECALL_MIN_DEN: 0.0619633, RECALL: 0.0619633, MAP: 0.0294178, MRR: 0.0801778, NDCG: 0.0507118, F1: 0.0285984, HIT_RATE: 0.1858899, ARHR: 0.0841595, RMSE: 0.9407552, NOVELTY: 0.0062096, AVERAGE_POPULARITY: 0.3294469, DIVERSITY_MEAN_INTER_LIST: 0.9776681, DIVERSITY_HERFINDAHL: 0.9977608, COVERAGE_ITEM: 0.6399027, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1951408, SHANNON_ENTROPY: 10.6743743, 
SearchBayesianSkoptObject: Config 26 is suboptimal. Config: {'ITEMCBFALLFOL': 0.028587772047425804, 'ITEMCBFCFFOL': 0.009024737936112805, 'ITEMCFFOL': 0.004746145718289686} - results: ROC_AUC: 0.1171054, PRECISION: 0.0189720, PRECISION_RECALL_MIN_DEN: 0.0632400, RECALL: 0.0632400, MAP: 0.0301317, MRR: 0.0823187, NDCG: 0.0518921, F1: 0.0291877, HIT_RATE: 0.1897201, ARHR: 0.0863018, RMSE: 0.9993746, NOVELTY: 0.0060186, AVERAGE_POPULARITY: 0.3708892, DIVERSITY_MEAN_INTER_LIST: 0.9700625, DIVERSITY_HERFINDAHL: 0.9970003, COVERAGE_ITEM: 0.5886456, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1625192, SHANNON_ENTROPY: 10.2021869, 
SearchBayesianSkoptObject: Config 27 is suboptimal. Config: {'ITEMCBFALLFOL': 0.01373097672421875, 'ITEMCBFCFFOL': 0.9982142663830152, 'ITEMCFFOL': 0.041170842754681754} - results: ROC_AUC: 0.1138406, PRECISION: 0.0180206, PRECISION_RECALL_MIN_DEN: 0.0600688, RECALL: 0.0600688, MAP: 0.0298668, MRR: 0.0823706, NDCG: 0.0507149, F1: 0.0277241, HIT_RATE: 0.1802063, ARHR: 0.0859285, RMSE: 0.9709813, NOVELTY: 0.0055886, AVERAGE_POPULARITY: 0.4821355, DIVERSITY_MEAN_INTER_LIST: 0.9349938, DIVERSITY_HERFINDAHL: 0.9934936, COVERAGE_ITEM: 0.3933496, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1030257, SHANNON_ENTROPY: 8.9174456, 
SearchBayesianSkoptObject: Config 28 is suboptimal. Config: {'ITEMCBFALLFOL': 0.994391716838015, 'ITEMCBFCFFOL': 0.9902398448992448, 'ITEMCFFOL': 0.03225005603188969} - results: ROC_AUC: 0.1134924, PRECISION: 0.0179403, PRECISION_RECALL_MIN_DEN: 0.0598011, RECALL: 0.0598011, MAP: 0.0298119, MRR: 0.0822309, NDCG: 0.0505725, F1: 0.0276005, HIT_RATE: 0.1794032, ARHR: 0.0857757, RMSE: 0.9717741, NOVELTY: 0.0055663, AVERAGE_POPULARITY: 0.4893545, DIVERSITY_MEAN_INTER_LIST: 0.9308540, DIVERSITY_HERFINDAHL: 0.9930797, COVERAGE_ITEM: 0.3798865, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1011083, SHANNON_ENTROPY: 8.8371526, 
SearchBayesianSkoptObject: Config 29 is suboptimal. Config: {'ITEMCBFALLFOL': 0.019187882205220944, 'ITEMCBFCFFOL': 0.9987910947167957, 'ITEMCFFOL': 0.9559053656968238} - results: ROC_AUC: 0.1165227, PRECISION: 0.0187929, PRECISION_RECALL_MIN_DEN: 0.0626429, RECALL: 0.0626429, MAP: 0.0298337, MRR: 0.0814688, NDCG: 0.0513908, F1: 0.0289121, HIT_RATE: 0.1879286, ARHR: 0.0854288, RMSE: 0.9231887, NOVELTY: 0.0060946, AVERAGE_POPULARITY: 0.3546508, DIVERSITY_MEAN_INTER_LIST: 0.9731863, DIVERSITY_HERFINDAHL: 0.9973126, COVERAGE_ITEM: 0.6101649, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1754551, SHANNON_ENTROPY: 10.3902430, 
SearchBayesianSkoptObject: Config 30 is suboptimal. Config: {'ITEMCBFALLFOL': 0.9846846290434403, 'ITEMCBFCFFOL': 0.03542819722940483, 'ITEMCFFOL': 0.9779033770981366} - results: ROC_AUC: 0.1150970, PRECISION: 0.0185952, PRECISION_RECALL_MIN_DEN: 0.0619839, RECALL: 0.0619839, MAP: 0.0294170, MRR: 0.0801796, NDCG: 0.0507196, F1: 0.0286080, HIT_RATE: 0.1859517, ARHR: 0.0841593, RMSE: 0.9404679, NOVELTY: 0.0062063, AVERAGE_POPULARITY: 0.3300271, DIVERSITY_MEAN_INTER_LIST: 0.9775853, DIVERSITY_HERFINDAHL: 0.9977525, COVERAGE_ITEM: 0.6386591, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1945562, SHANNON_ENTROPY: 10.6672621, 
SearchBayesianSkoptObject: New best config found. Config 31: {'ITEMCBFALLFOL': 0.9783489286678027, 'ITEMCBFCFFOL': 0.01793050699366994, 'ITEMCFFOL': 0.006937182971880064} - results: ROC_AUC: 0.1191397, PRECISION: 0.0194106, PRECISION_RECALL_MIN_DEN: 0.0647021, RECALL: 0.0647021, MAP: 0.0307683, MRR: 0.0840603, NDCG: 0.0530207, F1: 0.0298625, HIT_RATE: 0.1941064, ARHR: 0.0881258, RMSE: 0.9988755, NOVELTY: 0.0059941, AVERAGE_POPULARITY: 0.3590500, DIVERSITY_MEAN_INTER_LIST: 0.9740931, DIVERSITY_HERFINDAHL: 0.9974033, COVERAGE_ITEM: 0.5628548, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1603598, SHANNON_ENTROPY: 10.2891294, 
