SearchBayesianSkopt: New best config found. Config 0: {'topK': 188, 'shrink': 1540, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5002989218874392, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0801670, PRECISION: 0.0122103, PRECISION_RECALL_MIN_DEN: 0.0407010, RECALL: 0.0407010, MAP: 0.0218825, MRR: 0.0607673, NDCG: 0.0361288, F1: 0.0187851, HIT_RATE: 0.1221031, ARHR: 0.0631474, RMSE: 0.9907132, NOVELTY: 0.0054728, AVERAGE_POPULARITY: 0.4394055, DIVERSITY_MEAN_INTER_LIST: 0.8840717, DIVERSITY_HERFINDAHL: 0.9883919, COVERAGE_ITEM: 0.1960530, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1056896, SHANNON_ENTROPY: 7.8279459, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 12, 'shrink': 1062, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.08144724897145307, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0807586, PRECISION: 0.0125216, PRECISION_RECALL_MIN_DEN: 0.0417387, RECALL: 0.0417387, MAP: 0.0218205, MRR: 0.0606963, NDCG: 0.0364114, F1: 0.0192640, HIT_RATE: 0.1252162, ARHR: 0.0630353, RMSE: 0.9961699, NOVELTY: 0.0057960, AVERAGE_POPULARITY: 0.3157314, DIVERSITY_MEAN_INTER_LIST: 0.9214694, DIVERSITY_HERFINDAHL: 0.9921310, COVERAGE_ITEM: 0.2664504, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1586837, SHANNON_ENTROPY: 8.9675978, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3877787807814457e-17, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0816788, PRECISION: 0.0124697, PRECISION_RECALL_MIN_DEN: 0.0415658, RECALL: 0.0415658, MAP: 0.0215326, MRR: 0.0604557, NDCG: 0.0361668, F1: 0.0191842, HIT_RATE: 0.1246973, ARHR: 0.0624928, RMSE: 0.9983375, NOVELTY: 0.0059354, AVERAGE_POPULARITY: 0.2698162, DIVERSITY_MEAN_INTER_LIST: 0.9191015, DIVERSITY_HERFINDAHL: 0.9918943, COVERAGE_ITEM: 0.2758043, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1761863, SHANNON_ENTROPY: 9.1823862, 
SearchBayesianSkopt: New best config found. Config 13: {'topK': 12, 'shrink': 1906, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.050315124566651784, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1026949, PRECISION: 0.0164476, PRECISION_RECALL_MIN_DEN: 0.0548253, RECALL: 0.0548253, MAP: 0.0272568, MRR: 0.0740698, NDCG: 0.0460660, F1: 0.0253040, HIT_RATE: 0.1644760, ARHR: 0.0778046, RMSE: 0.9877005, NOVELTY: 0.0060039, AVERAGE_POPULARITY: 0.2262149, DIVERSITY_MEAN_INTER_LIST: 0.9269541, DIVERSITY_HERFINDAHL: 0.9926794, COVERAGE_ITEM: 0.2911598, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1935192, SHANNON_ENTROPY: 9.5085780, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1021690, PRECISION: 0.0161017, PRECISION_RECALL_MIN_DEN: 0.0536723, RECALL: 0.0536723, MAP: 0.0268423, MRR: 0.0731122, NDCG: 0.0453407, F1: 0.0247718, HIT_RATE: 0.1610169, ARHR: 0.0767324, RMSE: 0.9896688, NOVELTY: 0.0061849, AVERAGE_POPULARITY: 0.1789616, DIVERSITY_MEAN_INTER_LIST: 0.8979990, DIVERSITY_HERFINDAHL: 0.9897844, COVERAGE_ITEM: 0.3153285, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2025579, SHANNON_ENTROPY: 9.4172838, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1021690, PRECISION: 0.0161017, PRECISION_RECALL_MIN_DEN: 0.0536723, RECALL: 0.0536723, MAP: 0.0268423, MRR: 0.0731122, NDCG: 0.0453407, F1: 0.0247718, HIT_RATE: 0.1610169, ARHR: 0.0767324, RMSE: 0.9896688, NOVELTY: 0.0061849, AVERAGE_POPULARITY: 0.1789616, DIVERSITY_MEAN_INTER_LIST: 0.8979990, DIVERSITY_HERFINDAHL: 0.9897844, COVERAGE_ITEM: 0.3153285, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2025579, SHANNON_ENTROPY: 9.4172838, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 12, 'shrink': 1991, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.923527779500118, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0556537, PRECISION: 0.0085611, PRECISION_RECALL_MIN_DEN: 0.0285368, RECALL: 0.0285368, MAP: 0.0141311, MRR: 0.0397364, NDCG: 0.0241720, F1: 0.0131708, HIT_RATE: 0.0856105, ARHR: 0.0410289, RMSE: 0.9970969, NOVELTY: 0.0063081, AVERAGE_POPULARITY: 0.0334000, DIVERSITY_MEAN_INTER_LIST: 0.9228274, DIVERSITY_HERFINDAHL: 0.9922668, COVERAGE_ITEM: 0.6865639, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4089421, SHANNON_ENTROPY: 11.2614867, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0994279, PRECISION: 0.0151332, PRECISION_RECALL_MIN_DEN: 0.0504439, RECALL: 0.0504439, MAP: 0.0267067, MRR: 0.0730899, NDCG: 0.0442255, F1: 0.0232818, HIT_RATE: 0.1513317, ARHR: 0.0765264, RMSE: 0.9889992, NOVELTY: 0.0062697, AVERAGE_POPULARITY: 0.1391859, DIVERSITY_MEAN_INTER_LIST: 0.8611179, DIVERSITY_HERFINDAHL: 0.9860969, COVERAGE_ITEM: 0.3460935, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2045377, SHANNON_ENTROPY: 9.2007197, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0994279, PRECISION: 0.0151332, PRECISION_RECALL_MIN_DEN: 0.0504439, RECALL: 0.0504439, MAP: 0.0267067, MRR: 0.0730899, NDCG: 0.0442255, F1: 0.0232818, HIT_RATE: 0.1513317, ARHR: 0.0765264, RMSE: 0.9889992, NOVELTY: 0.0062697, AVERAGE_POPULARITY: 0.1391859, DIVERSITY_MEAN_INTER_LIST: 0.8611179, DIVERSITY_HERFINDAHL: 0.9860969, COVERAGE_ITEM: 0.3460935, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2045377, SHANNON_ENTROPY: 9.2007197, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0994279, PRECISION: 0.0151332, PRECISION_RECALL_MIN_DEN: 0.0504439, RECALL: 0.0504439, MAP: 0.0267067, MRR: 0.0730899, NDCG: 0.0442255, F1: 0.0232818, HIT_RATE: 0.1513317, ARHR: 0.0765264, RMSE: 0.9889992, NOVELTY: 0.0062697, AVERAGE_POPULARITY: 0.1391859, DIVERSITY_MEAN_INTER_LIST: 0.8611179, DIVERSITY_HERFINDAHL: 0.9860969, COVERAGE_ITEM: 0.3460935, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2045377, SHANNON_ENTROPY: 9.2007197, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 488, 'shrink': 1710, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.002417400929774827, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0796775, PRECISION: 0.0129367, PRECISION_RECALL_MIN_DEN: 0.0431223, RECALL: 0.0431223, MAP: 0.0208177, MRR: 0.0579251, NDCG: 0.0357989, F1: 0.0199026, HIT_RATE: 0.1293670, ARHR: 0.0601531, RMSE: 0.9592226, NOVELTY: 0.0053924, AVERAGE_POPULARITY: 0.4819250, DIVERSITY_MEAN_INTER_LIST: 0.8756069, DIVERSITY_HERFINDAHL: 0.9875456, COVERAGE_ITEM: 0.1133279, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0922012, SHANNON_ENTROPY: 7.3725193, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 6, 'shrink': 1949, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01461591471700419, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0712328, PRECISION: 0.0114839, PRECISION_RECALL_MIN_DEN: 0.0382797, RECALL: 0.0382797, MAP: 0.0183764, MRR: 0.0508185, NDCG: 0.0316367, F1: 0.0176676, HIT_RATE: 0.1148392, ARHR: 0.0529282, RMSE: 0.9974978, NOVELTY: 0.0064876, AVERAGE_POPULARITY: 0.0578474, DIVERSITY_MEAN_INTER_LIST: 0.8678256, DIVERSITY_HERFINDAHL: 0.9867676, COVERAGE_ITEM: 0.5430116, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3118450, SHANNON_ENTROPY: 10.1244942, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 17, 'shrink': 1907, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9947621408592873, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0558488, PRECISION: 0.0083535, PRECISION_RECALL_MIN_DEN: 0.0278450, RECALL: 0.0278450, MAP: 0.0138667, MRR: 0.0390384, NDCG: 0.0237197, F1: 0.0128516, HIT_RATE: 0.0835351, ARHR: 0.0402881, RMSE: 0.9639779, NOVELTY: 0.0063686, AVERAGE_POPULARITY: 0.1061368, DIVERSITY_MEAN_INTER_LIST: 0.9384135, DIVERSITY_HERFINDAHL: 0.9938251, COVERAGE_ITEM: 0.3537713, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2306528, SHANNON_ENTROPY: 10.0688273, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 497, 'shrink': 1985, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.013946105673259938, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0784616, PRECISION: 0.0130924, PRECISION_RECALL_MIN_DEN: 0.0436412, RECALL: 0.0436412, MAP: 0.0206201, MRR: 0.0571505, NDCG: 0.0356929, F1: 0.0201421, HIT_RATE: 0.1309236, ARHR: 0.0594434, RMSE: 0.9581258, NOVELTY: 0.0053808, AVERAGE_POPULARITY: 0.4892843, DIVERSITY_MEAN_INTER_LIST: 0.8709421, DIVERSITY_HERFINDAHL: 0.9870791, COVERAGE_ITEM: 0.1112733, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0903563, SHANNON_ENTROPY: 7.3050663, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0832326, PRECISION: 0.0127983, PRECISION_RECALL_MIN_DEN: 0.0426611, RECALL: 0.0426611, MAP: 0.0220216, MRR: 0.0616170, NDCG: 0.0369933, F1: 0.0196898, HIT_RATE: 0.1279834, ARHR: 0.0637875, RMSE: 0.9970947, NOVELTY: 0.0059116, AVERAGE_POPULARITY: 0.2726294, DIVERSITY_MEAN_INTER_LIST: 0.9197636, DIVERSITY_HERFINDAHL: 0.9919605, COVERAGE_ITEM: 0.2673155, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1732011, SHANNON_ENTROPY: 9.1593944, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 486, 'shrink': 1079, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.022495791377782796, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0827405, PRECISION: 0.0133864, PRECISION_RECALL_MIN_DEN: 0.0446212, RECALL: 0.0446212, MAP: 0.0214068, MRR: 0.0590720, NDCG: 0.0368654, F1: 0.0205944, HIT_RATE: 0.1338637, ARHR: 0.0616123, RMSE: 0.9610855, NOVELTY: 0.0054540, AVERAGE_POPULARITY: 0.4504250, DIVERSITY_MEAN_INTER_LIST: 0.8900166, DIVERSITY_HERFINDAHL: 0.9889863, COVERAGE_ITEM: 0.1316031, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1018753, SHANNON_ENTROPY: 7.6779214, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0832326, PRECISION: 0.0127983, PRECISION_RECALL_MIN_DEN: 0.0426611, RECALL: 0.0426611, MAP: 0.0220216, MRR: 0.0616170, NDCG: 0.0369933, F1: 0.0196898, HIT_RATE: 0.1279834, ARHR: 0.0637875, RMSE: 0.9970947, NOVELTY: 0.0059116, AVERAGE_POPULARITY: 0.2726294, DIVERSITY_MEAN_INTER_LIST: 0.9197636, DIVERSITY_HERFINDAHL: 0.9919605, COVERAGE_ITEM: 0.2673155, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1732011, SHANNON_ENTROPY: 9.1593944, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 482, 'shrink': 1968, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9883906440702523, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0788308, PRECISION: 0.0119509, PRECISION_RECALL_MIN_DEN: 0.0398363, RECALL: 0.0398363, MAP: 0.0213909, MRR: 0.0602000, NDCG: 0.0354597, F1: 0.0183860, HIT_RATE: 0.1195088, ARHR: 0.0621395, RMSE: 0.9907841, NOVELTY: 0.0054445, AVERAGE_POPULARITY: 0.4489763, DIVERSITY_MEAN_INTER_LIST: 0.8763698, DIVERSITY_HERFINDAHL: 0.9876218, COVERAGE_ITEM: 0.1619357, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0981904, SHANNON_ENTROPY: 7.6271929, 
SearchBayesianSkopt: New best config found. Config 28: {'topK': 27, 'shrink': 1102, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.004753224816117286, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1019681, PRECISION: 0.0162228, PRECISION_RECALL_MIN_DEN: 0.0540759, RECALL: 0.0540759, MAP: 0.0272760, MRR: 0.0742418, NDCG: 0.0458713, F1: 0.0249581, HIT_RATE: 0.1622276, ARHR: 0.0779271, RMSE: 0.9854198, NOVELTY: 0.0060083, AVERAGE_POPULARITY: 0.2311321, DIVERSITY_MEAN_INTER_LIST: 0.9344992, DIVERSITY_HERFINDAHL: 0.9934338, COVERAGE_ITEM: 0.3238172, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2003808, SHANNON_ENTROPY: 9.6693070, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 492, 'shrink': 1034, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.939939445289815, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0811634, PRECISION: 0.0122276, PRECISION_RECALL_MIN_DEN: 0.0407587, RECALL: 0.0407587, MAP: 0.0218111, MRR: 0.0608245, NDCG: 0.0361402, F1: 0.0188117, HIT_RATE: 0.1222760, ARHR: 0.0630833, RMSE: 0.9839275, NOVELTY: 0.0055405, AVERAGE_POPULARITY: 0.3900071, DIVERSITY_MEAN_INTER_LIST: 0.9007821, DIVERSITY_HERFINDAHL: 0.9900626, COVERAGE_ITEM: 0.1723168, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1132999, SHANNON_ENTROPY: 8.0567717, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0832326, PRECISION: 0.0127983, PRECISION_RECALL_MIN_DEN: 0.0426611, RECALL: 0.0426611, MAP: 0.0220216, MRR: 0.0616170, NDCG: 0.0369933, F1: 0.0196898, HIT_RATE: 0.1279834, ARHR: 0.0637875, RMSE: 0.9970947, NOVELTY: 0.0059116, AVERAGE_POPULARITY: 0.2726294, DIVERSITY_MEAN_INTER_LIST: 0.9197636, DIVERSITY_HERFINDAHL: 0.9919605, COVERAGE_ITEM: 0.2673155, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1732011, SHANNON_ENTROPY: 9.1593944, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 499, 'shrink': 1068, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.020656908211743378, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0823334, PRECISION: 0.0133864, PRECISION_RECALL_MIN_DEN: 0.0446212, RECALL: 0.0446212, MAP: 0.0213248, MRR: 0.0588161, NDCG: 0.0367677, F1: 0.0205944, HIT_RATE: 0.1338637, ARHR: 0.0613613, RMSE: 0.9606378, NOVELTY: 0.0054510, AVERAGE_POPULARITY: 0.4520914, DIVERSITY_MEAN_INTER_LIST: 0.8892184, DIVERSITY_HERFINDAHL: 0.9889065, COVERAGE_ITEM: 0.1309002, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1014452, SHANNON_ENTROPY: 7.6626387, 
