SearchBayesianSkopt: New best config found. Config 0: {'topK': 387, 'shrink': 6, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.38594989701184035, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0596377, PRECISION: 0.0094675, PRECISION_RECALL_MIN_DEN: 0.0315582, RECALL: 0.0315582, MAP: 0.0142536, MRR: 0.0401883, NDCG: 0.0253053, F1: 0.0145653, HIT_RATE: 0.0946746, ARHR: 0.0414253, RMSE: 1.6052277, NOVELTY: 0.0076090, AVERAGE_POPULARITY: 0.2318288, DIVERSITY_MEAN_INTER_LIST: 0.9669873, DIVERSITY_HERFINDAHL: 0.9966606, COVERAGE_ITEM: 0.3250068, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3564127, SHANNON_ENTROPY: 10.6786908, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0578101, PRECISION: 0.0093097, PRECISION_RECALL_MIN_DEN: 0.0310322, RECALL: 0.0310322, MAP: 0.0137698, MRR: 0.0393479, NDCG: 0.0246841, F1: 0.0143226, HIT_RATE: 0.0930966, ARHR: 0.0402628, RMSE: 0.9587261, NOVELTY: 0.0078628, AVERAGE_POPULARITY: 0.0522436, DIVERSITY_MEAN_INTER_LIST: 0.9972523, DIVERSITY_HERFINDAHL: 0.9996859, COVERAGE_ITEM: 0.4953231, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5415799, SHANNON_ENTROPY: 12.5045756, 
SearchBayesianSkopt: New best config found. Config 12: {'topK': 152, 'shrink': 955, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01004096851157499, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1022448, PRECISION: 0.0169625, PRECISION_RECALL_MIN_DEN: 0.0565417, RECALL: 0.0565417, MAP: 0.0250711, MRR: 0.0700542, NDCG: 0.0446960, F1: 0.0260962, HIT_RATE: 0.1696252, ARHR: 0.0725661, RMSE: 1.2194446, NOVELTY: 0.0058793, AVERAGE_POPULARITY: 0.3680940, DIVERSITY_MEAN_INTER_LIST: 0.9676325, DIVERSITY_HERFINDAHL: 0.9967251, COVERAGE_ITEM: 0.1590700, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2373741, SHANNON_ENTROPY: 9.5075900, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0578101, PRECISION: 0.0093097, PRECISION_RECALL_MIN_DEN: 0.0310322, RECALL: 0.0310322, MAP: 0.0137698, MRR: 0.0393479, NDCG: 0.0246841, F1: 0.0143226, HIT_RATE: 0.0930966, ARHR: 0.0402628, RMSE: 0.9587261, NOVELTY: 0.0078628, AVERAGE_POPULARITY: 0.0522436, DIVERSITY_MEAN_INTER_LIST: 0.9972523, DIVERSITY_HERFINDAHL: 0.9996859, COVERAGE_ITEM: 0.4953231, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5415799, SHANNON_ENTROPY: 12.5045756, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 129, 'shrink': 979, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9916527771302066, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0331416, PRECISION: 0.0058383, PRECISION_RECALL_MIN_DEN: 0.0194609, RECALL: 0.0194609, MAP: 0.0078134, MRR: 0.0223368, NDCG: 0.0145861, F1: 0.0089819, HIT_RATE: 0.0583826, ARHR: 0.0228885, RMSE: 1.3028463, NOVELTY: 0.0062397, AVERAGE_POPULARITY: 0.1728584, DIVERSITY_MEAN_INTER_LIST: 0.9125041, DIVERSITY_HERFINDAHL: 0.9912144, COVERAGE_ITEM: 0.0666126, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2137396, SHANNON_ENTROPY: 8.1591995, 
SearchBayesianSkopt: New best config found. Config 15: {'topK': 33, 'shrink': 942, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.001474937612870431, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1122926, PRECISION: 0.0179093, PRECISION_RECALL_MIN_DEN: 0.0596976, RECALL: 0.0596976, MAP: 0.0264515, MRR: 0.0749139, NDCG: 0.0474118, F1: 0.0275527, HIT_RATE: 0.1790927, ARHR: 0.0770849, RMSE: 1.1953284, NOVELTY: 0.0060068, AVERAGE_POPULARITY: 0.3184456, DIVERSITY_MEAN_INTER_LIST: 0.9733164, DIVERSITY_HERFINDAHL: 0.9972932, COVERAGE_ITEM: 0.1533387, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2531894, SHANNON_ENTROPY: 9.6610573, 
SearchBayesianSkopt: New best config found. Config 16: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1099801, PRECISION: 0.0167653, PRECISION_RECALL_MIN_DEN: 0.0558843, RECALL: 0.0558843, MAP: 0.0267461, MRR: 0.0752127, NDCG: 0.0464407, F1: 0.0257927, HIT_RATE: 0.1676529, ARHR: 0.0776762, RMSE: 1.1592644, NOVELTY: 0.0063911, AVERAGE_POPULARITY: 0.2209090, DIVERSITY_MEAN_INTER_LIST: 0.9828318, DIVERSITY_HERFINDAHL: 0.9982444, COVERAGE_ITEM: 0.2346039, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3037487, SHANNON_ENTROPY: 10.4468492, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 25, 'shrink': 991, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.809126545756752, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0089415, PRECISION: 0.0014596, PRECISION_RECALL_MIN_DEN: 0.0048652, RECALL: 0.0048652, MAP: 0.0019761, MRR: 0.0059283, NDCG: 0.0037202, F1: 0.0022455, HIT_RATE: 0.0145957, ARHR: 0.0059283, RMSE: 4.6838899, NOVELTY: 0.0071364, AVERAGE_POPULARITY: 0.0565722, DIVERSITY_MEAN_INTER_LIST: 0.9872157, DIVERSITY_HERFINDAHL: 0.9986826, COVERAGE_ITEM: 0.1921600, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3619599, SHANNON_ENTROPY: 10.5960690, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 993, 'shrink': 904, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.024140033965154524, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0786145, PRECISION: 0.0140039, PRECISION_RECALL_MIN_DEN: 0.0466798, RECALL: 0.0466798, MAP: 0.0186945, MRR: 0.0519938, NDCG: 0.0346929, F1: 0.0215445, HIT_RATE: 0.1400394, ARHR: 0.0539949, RMSE: 2.2040612, NOVELTY: 0.0053637, AVERAGE_POPULARITY: 0.5687638, DIVERSITY_MEAN_INTER_LIST: 0.8954509, DIVERSITY_HERFINDAHL: 0.9895098, COVERAGE_ITEM: 0.0733712, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1708046, SHANNON_ENTROPY: 7.8397993, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 17, 'shrink': 934, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0027491670738890588, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1127446, PRECISION: 0.0175937, PRECISION_RECALL_MIN_DEN: 0.0586456, RECALL: 0.0586456, MAP: 0.0265866, MRR: 0.0753773, NDCG: 0.0472496, F1: 0.0270672, HIT_RATE: 0.1759369, ARHR: 0.0775192, RMSE: 1.1844817, NOVELTY: 0.0060997, AVERAGE_POPULARITY: 0.2827425, DIVERSITY_MEAN_INTER_LIST: 0.9768519, DIVERSITY_HERFINDAHL: 0.9976467, COVERAGE_ITEM: 0.1635036, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2724940, SHANNON_ENTROPY: 9.8735641, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0578101, PRECISION: 0.0093097, PRECISION_RECALL_MIN_DEN: 0.0310322, RECALL: 0.0310322, MAP: 0.0137698, MRR: 0.0393479, NDCG: 0.0246841, F1: 0.0143226, HIT_RATE: 0.0930966, ARHR: 0.0402628, RMSE: 0.9587261, NOVELTY: 0.0078628, AVERAGE_POPULARITY: 0.0522436, DIVERSITY_MEAN_INTER_LIST: 0.9972523, DIVERSITY_HERFINDAHL: 0.9996859, COVERAGE_ITEM: 0.4953231, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5415799, SHANNON_ENTROPY: 12.5045756, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 90, 'shrink': 42, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.005682289458201152, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0283147, PRECISION: 0.0037475, PRECISION_RECALL_MIN_DEN: 0.0124918, RECALL: 0.0124918, MAP: 0.0072401, MRR: 0.0213257, NDCG: 0.0118852, F1: 0.0057654, HIT_RATE: 0.0374753, ARHR: 0.0215230, RMSE: 1.1239982, NOVELTY: 0.0077119, AVERAGE_POPULARITY: 0.0496391, DIVERSITY_MEAN_INTER_LIST: 0.9985598, DIVERSITY_HERFINDAHL: 0.9998166, COVERAGE_ITEM: 0.5424709, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.6328604, SHANNON_ENTROPY: 12.9222872, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 205, 'shrink': 998, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7956170741797066, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0761369, PRECISION: 0.0118738, PRECISION_RECALL_MIN_DEN: 0.0395792, RECALL: 0.0395792, MAP: 0.0187609, MRR: 0.0522218, NDCG: 0.0325685, F1: 0.0182673, HIT_RATE: 0.1187377, ARHR: 0.0541865, RMSE: 3.2944425, NOVELTY: 0.0070921, AVERAGE_POPULARITY: 0.1954526, DIVERSITY_MEAN_INTER_LIST: 0.9828503, DIVERSITY_HERFINDAHL: 0.9982463, COVERAGE_ITEM: 0.2379021, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3252251, SHANNON_ENTROPY: 10.5527320, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 24, 'shrink': 992, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8896427578931096, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0741273, PRECISION: 0.0115976, PRECISION_RECALL_MIN_DEN: 0.0386588, RECALL: 0.0386588, MAP: 0.0187027, MRR: 0.0520024, NDCG: 0.0321910, F1: 0.0178425, HIT_RATE: 0.1159763, ARHR: 0.0540224, RMSE: 0.7997786, NOVELTY: 0.0059261, AVERAGE_POPULARITY: 0.3121239, DIVERSITY_MEAN_INTER_LIST: 0.9751920, DIVERSITY_HERFINDAHL: 0.9974807, COVERAGE_ITEM: 0.1029467, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2990633, SHANNON_ENTROPY: 9.4825876, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2672723208794192, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1009263, PRECISION: 0.0172387, PRECISION_RECALL_MIN_DEN: 0.0574622, RECALL: 0.0574622, MAP: 0.0248020, MRR: 0.0682504, NDCG: 0.0445052, F1: 0.0265210, HIT_RATE: 0.1723866, ARHR: 0.0712789, RMSE: 0.9408746, NOVELTY: 0.0056349, AVERAGE_POPULARITY: 0.4185696, DIVERSITY_MEAN_INTER_LIST: 0.9592997, DIVERSITY_HERFINDAHL: 0.9958921, COVERAGE_ITEM: 0.0648283, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2619147, SHANNON_ENTROPY: 8.6652134, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 160, 'shrink': 987, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.40447174736534863, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0903275, PRECISION: 0.0153452, PRECISION_RECALL_MIN_DEN: 0.0511506, RECALL: 0.0511506, MAP: 0.0221945, MRR: 0.0616706, NDCG: 0.0398320, F1: 0.0236080, HIT_RATE: 0.1534517, ARHR: 0.0640777, RMSE: 1.4530798, NOVELTY: 0.0056389, AVERAGE_POPULARITY: 0.5539214, DIVERSITY_MEAN_INTER_LIST: 0.8799035, DIVERSITY_HERFINDAHL: 0.9879556, COVERAGE_ITEM: 0.1386321, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1544013, SHANNON_ENTROPY: 7.9673051, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 59, 'shrink': 31, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9857152406634744, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0010519, PRECISION: 0.0001972, PRECISION_RECALL_MIN_DEN: 0.0006575, RECALL: 0.0006575, MAP: 0.0002323, MRR: 0.0006969, NDCG: 0.0004631, F1: 0.0003034, HIT_RATE: 0.0019724, ARHR: 0.0006969, RMSE: 7.0051615, NOVELTY: 0.0080071, AVERAGE_POPULARITY: 0.0188752, DIVERSITY_MEAN_INTER_LIST: 0.9305105, DIVERSITY_HERFINDAHL: 0.9930143, COVERAGE_ITEM: 0.0988375, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2112147, SHANNON_ENTROPY: 8.6071431, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 963, 'shrink': 986, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5825445252454425, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0770440, PRECISION: 0.0134517, PRECISION_RECALL_MIN_DEN: 0.0448389, RECALL: 0.0448389, MAP: 0.0198575, MRR: 0.0547614, NDCG: 0.0352166, F1: 0.0206949, HIT_RATE: 0.1345168, ARHR: 0.0571177, RMSE: 4.5453004, NOVELTY: 0.0053176, AVERAGE_POPULARITY: 0.6363810, DIVERSITY_MEAN_INTER_LIST: 0.8026735, DIVERSITY_HERFINDAHL: 0.9802357, COVERAGE_ITEM: 0.0766694, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1171217, SHANNON_ENTROPY: 7.0047666, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 965, 'shrink': 983, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6231331256029969, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0606016, PRECISION: 0.0101381, PRECISION_RECALL_MIN_DEN: 0.0337936, RECALL: 0.0337936, MAP: 0.0148721, MRR: 0.0426264, NDCG: 0.0267303, F1: 0.0155970, HIT_RATE: 0.1013807, ARHR: 0.0436214, RMSE: 1.5578695, NOVELTY: 0.0050794, AVERAGE_POPULARITY: 0.7170130, DIVERSITY_MEAN_INTER_LIST: 0.7040251, DIVERSITY_HERFINDAHL: 0.9703747, COVERAGE_ITEM: 0.0177886, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1284291, SHANNON_ENTROPY: 5.7299850, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.23860179097886045, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1008359, PRECISION: 0.0171598, PRECISION_RECALL_MIN_DEN: 0.0571992, RECALL: 0.0571992, MAP: 0.0245025, MRR: 0.0678791, NDCG: 0.0441948, F1: 0.0263996, HIT_RATE: 0.1715976, ARHR: 0.0706440, RMSE: 0.9429349, NOVELTY: 0.0056275, AVERAGE_POPULARITY: 0.4218690, DIVERSITY_MEAN_INTER_LIST: 0.9585628, DIVERSITY_HERFINDAHL: 0.9958185, COVERAGE_ITEM: 0.0625574, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2655884, SHANNON_ENTROPY: 8.6359250, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 960, 'shrink': 998, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.992249299965223, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0180802, PRECISION: 0.0032347, PRECISION_RECALL_MIN_DEN: 0.0107824, RECALL: 0.0107824, MAP: 0.0040278, MRR: 0.0115162, NDCG: 0.0077712, F1: 0.0049765, HIT_RATE: 0.0323471, ARHR: 0.0117999, RMSE: 1.9875073, NOVELTY: 0.0063972, AVERAGE_POPULARITY: 0.1370857, DIVERSITY_MEAN_INTER_LIST: 0.7164830, DIVERSITY_HERFINDAHL: 0.9716200, COVERAGE_ITEM: 0.0324953, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1266606, SHANNON_ENTROPY: 6.2838578, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 10, 'shrink': 975, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.281509028341399, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0640094, PRECISION: 0.0099803, PRECISION_RECALL_MIN_DEN: 0.0332676, RECALL: 0.0332676, MAP: 0.0149100, MRR: 0.0420524, NDCG: 0.0266164, F1: 0.0153543, HIT_RATE: 0.0998028, ARHR: 0.0433913, RMSE: 0.8314844, NOVELTY: 0.0061905, AVERAGE_POPULARITY: 0.2185645, DIVERSITY_MEAN_INTER_LIST: 0.9815079, DIVERSITY_HERFINDAHL: 0.9981121, COVERAGE_ITEM: 0.1175994, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3350827, SHANNON_ENTROPY: 9.8570897, 
