SearchBayesianSkopt: New best config found. Config 0: {'topK': 132, 'shrink': 768, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.127897288059654, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0417912, PRECISION: 0.0060043, PRECISION_RECALL_MIN_DEN: 0.0200142, RECALL: 0.0200142, MAP: 0.0119056, MRR: 0.0328466, NDCG: 0.0189491, F1: 0.0092373, HIT_RATE: 0.0600427, ARHR: 0.0342512, RMSE: 0.9897805, NOVELTY: 0.0087438, AVERAGE_POPULARITY: 0.0290294, DIVERSITY_MEAN_INTER_LIST: 0.9987330, DIVERSITY_HERFINDAHL: 0.9998429, COVERAGE_ITEM: 0.5423087, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.6170053, SHANNON_ENTROPY: 12.9397290, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0643003, PRECISION: 0.0083206, PRECISION_RECALL_MIN_DEN: 0.0277354, RECALL: 0.0277354, MAP: 0.0180546, MRR: 0.0512303, NDCG: 0.0281751, F1: 0.0128010, HIT_RATE: 0.0832063, ARHR: 0.0526716, RMSE: 0.9987920, NOVELTY: 0.0072881, AVERAGE_POPULARITY: 0.1178029, DIVERSITY_MEAN_INTER_LIST: 0.9065778, DIVERSITY_HERFINDAHL: 0.9906301, COVERAGE_ITEM: 0.2799135, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3280168, SHANNON_ENTROPY: 9.9135724, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 51, 'shrink': 995, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9602763851247516, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0439674, PRECISION: 0.0061871, PRECISION_RECALL_MIN_DEN: 0.0206238, RECALL: 0.0206238, MAP: 0.0116551, MRR: 0.0334121, NDCG: 0.0191246, F1: 0.0095187, HIT_RATE: 0.0618714, ARHR: 0.0341887, RMSE: 0.9419242, NOVELTY: 0.0073746, AVERAGE_POPULARITY: 0.0600263, DIVERSITY_MEAN_INTER_LIST: 0.9962626, DIVERSITY_HERFINDAHL: 0.9995959, COVERAGE_ITEM: 0.4589889, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4690317, SHANNON_ENTROPY: 12.2345298, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0865907, PRECISION: 0.0135629, PRECISION_RECALL_MIN_DEN: 0.0452098, RECALL: 0.0452098, MAP: 0.0222705, MRR: 0.0620497, NDCG: 0.0380847, F1: 0.0208661, HIT_RATE: 0.1356294, ARHR: 0.0644306, RMSE: 0.9958338, NOVELTY: 0.0053799, AVERAGE_POPULARITY: 0.5746432, DIVERSITY_MEAN_INTER_LIST: 0.8799852, DIVERSITY_HERFINDAHL: 0.9879717, COVERAGE_ITEM: 0.1438227, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1472063, SHANNON_ENTROPY: 8.0105930, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0865907, PRECISION: 0.0135629, PRECISION_RECALL_MIN_DEN: 0.0452098, RECALL: 0.0452098, MAP: 0.0222705, MRR: 0.0620497, NDCG: 0.0380847, F1: 0.0208661, HIT_RATE: 0.1356294, ARHR: 0.0644306, RMSE: 0.9958338, NOVELTY: 0.0053799, AVERAGE_POPULARITY: 0.5746432, DIVERSITY_MEAN_INTER_LIST: 0.8799852, DIVERSITY_HERFINDAHL: 0.9879717, COVERAGE_ITEM: 0.1438227, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1472063, SHANNON_ENTROPY: 8.0105930, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0865907, PRECISION: 0.0135629, PRECISION_RECALL_MIN_DEN: 0.0452098, RECALL: 0.0452098, MAP: 0.0222705, MRR: 0.0620497, NDCG: 0.0380847, F1: 0.0208661, HIT_RATE: 0.1356294, ARHR: 0.0644306, RMSE: 0.9958338, NOVELTY: 0.0053799, AVERAGE_POPULARITY: 0.5746432, DIVERSITY_MEAN_INTER_LIST: 0.8799852, DIVERSITY_HERFINDAHL: 0.9879717, COVERAGE_ITEM: 0.1438227, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1472063, SHANNON_ENTROPY: 8.0105930, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0865907, PRECISION: 0.0135629, PRECISION_RECALL_MIN_DEN: 0.0452098, RECALL: 0.0452098, MAP: 0.0222705, MRR: 0.0620497, NDCG: 0.0380847, F1: 0.0208661, HIT_RATE: 0.1356294, ARHR: 0.0644306, RMSE: 0.9958338, NOVELTY: 0.0053799, AVERAGE_POPULARITY: 0.5746432, DIVERSITY_MEAN_INTER_LIST: 0.8799852, DIVERSITY_HERFINDAHL: 0.9879717, COVERAGE_ITEM: 0.1438227, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1472063, SHANNON_ENTROPY: 8.0105930, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0865907, PRECISION: 0.0135629, PRECISION_RECALL_MIN_DEN: 0.0452098, RECALL: 0.0452098, MAP: 0.0222705, MRR: 0.0620497, NDCG: 0.0380847, F1: 0.0208661, HIT_RATE: 0.1356294, ARHR: 0.0644306, RMSE: 0.9958338, NOVELTY: 0.0053799, AVERAGE_POPULARITY: 0.5746432, DIVERSITY_MEAN_INTER_LIST: 0.8799852, DIVERSITY_HERFINDAHL: 0.9879717, COVERAGE_ITEM: 0.1438227, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1472063, SHANNON_ENTROPY: 8.0105930, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 999, 'shrink': 990, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7327129269986647, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0486831, PRECISION: 0.0070710, PRECISION_RECALL_MIN_DEN: 0.0235700, RECALL: 0.0235700, MAP: 0.0131460, MRR: 0.0376331, NDCG: 0.0216401, F1: 0.0108785, HIT_RATE: 0.0707101, ARHR: 0.0385355, RMSE: 0.8438841, NOVELTY: 0.0074054, AVERAGE_POPULARITY: 0.0577534, DIVERSITY_MEAN_INTER_LIST: 0.9972561, DIVERSITY_HERFINDAHL: 0.9996952, COVERAGE_ITEM: 0.4743444, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4870270, SHANNON_ENTROPY: 12.3787279, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0865907, PRECISION: 0.0135629, PRECISION_RECALL_MIN_DEN: 0.0452098, RECALL: 0.0452098, MAP: 0.0222705, MRR: 0.0620497, NDCG: 0.0380847, F1: 0.0208661, HIT_RATE: 0.1356294, ARHR: 0.0644306, RMSE: 0.9958338, NOVELTY: 0.0053799, AVERAGE_POPULARITY: 0.5746432, DIVERSITY_MEAN_INTER_LIST: 0.8799852, DIVERSITY_HERFINDAHL: 0.9879717, COVERAGE_ITEM: 0.1438227, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1472063, SHANNON_ENTROPY: 8.0105930, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0865907, PRECISION: 0.0135629, PRECISION_RECALL_MIN_DEN: 0.0452098, RECALL: 0.0452098, MAP: 0.0222705, MRR: 0.0620497, NDCG: 0.0380847, F1: 0.0208661, HIT_RATE: 0.1356294, ARHR: 0.0644306, RMSE: 0.9958338, NOVELTY: 0.0053799, AVERAGE_POPULARITY: 0.5746432, DIVERSITY_MEAN_INTER_LIST: 0.8799852, DIVERSITY_HERFINDAHL: 0.9879717, COVERAGE_ITEM: 0.1438227, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1472063, SHANNON_ENTROPY: 8.0105930, 
SearchBayesianSkopt: New best config found. Config 21: {'topK': 61, 'shrink': 988, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03388314321182651, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0893531, PRECISION: 0.0128924, PRECISION_RECALL_MIN_DEN: 0.0429747, RECALL: 0.0429747, MAP: 0.0249620, MRR: 0.0672256, NDCG: 0.0398144, F1: 0.0198345, HIT_RATE: 0.1289241, ARHR: 0.0709796, RMSE: 0.9899733, NOVELTY: 0.0066677, AVERAGE_POPULARITY: 0.2090727, DIVERSITY_MEAN_INTER_LIST: 0.9934184, DIVERSITY_HERFINDAHL: 0.9993116, COVERAGE_ITEM: 0.3665315, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3800108, SHANNON_ENTROPY: 11.5462125, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0865907, PRECISION: 0.0135629, PRECISION_RECALL_MIN_DEN: 0.0452098, RECALL: 0.0452098, MAP: 0.0222705, MRR: 0.0620497, NDCG: 0.0380847, F1: 0.0208661, HIT_RATE: 0.1356294, ARHR: 0.0644306, RMSE: 0.9958338, NOVELTY: 0.0053799, AVERAGE_POPULARITY: 0.5746432, DIVERSITY_MEAN_INTER_LIST: 0.8799852, DIVERSITY_HERFINDAHL: 0.9879717, COVERAGE_ITEM: 0.1438227, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1472063, SHANNON_ENTROPY: 8.0105930, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 956, 'shrink': 9, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.027979542886097684, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0812703, PRECISION: 0.0116428, PRECISION_RECALL_MIN_DEN: 0.0388093, RECALL: 0.0388093, MAP: 0.0230889, MRR: 0.0619558, NDCG: 0.0364658, F1: 0.0179120, HIT_RATE: 0.1164279, ARHR: 0.0655232, RMSE: 0.9752066, NOVELTY: 0.0063414, AVERAGE_POPULARITY: 0.2003410, DIVERSITY_MEAN_INTER_LIST: 0.9935318, DIVERSITY_HERFINDAHL: 0.9993229, COVERAGE_ITEM: 0.2769397, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3553685, SHANNON_ENTROPY: 11.1914430, 
SearchBayesianSkopt: New best config found. Config 24: {'topK': 75, 'shrink': 995, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.023583863448743976, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0912148, PRECISION: 0.0134105, PRECISION_RECALL_MIN_DEN: 0.0447018, RECALL: 0.0447018, MAP: 0.0252606, MRR: 0.0683934, NDCG: 0.0407393, F1: 0.0206316, HIT_RATE: 0.1341055, ARHR: 0.0720277, RMSE: 0.9886640, NOVELTY: 0.0064982, AVERAGE_POPULARITY: 0.2354702, DIVERSITY_MEAN_INTER_LIST: 0.9916514, DIVERSITY_HERFINDAHL: 0.9991349, COVERAGE_ITEM: 0.3393890, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3510797, SHANNON_ENTROPY: 11.2810237, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0865907, PRECISION: 0.0135629, PRECISION_RECALL_MIN_DEN: 0.0452098, RECALL: 0.0452098, MAP: 0.0222705, MRR: 0.0620497, NDCG: 0.0380847, F1: 0.0208661, HIT_RATE: 0.1356294, ARHR: 0.0644306, RMSE: 0.9958338, NOVELTY: 0.0053799, AVERAGE_POPULARITY: 0.5746432, DIVERSITY_MEAN_INTER_LIST: 0.8799852, DIVERSITY_HERFINDAHL: 0.9879717, COVERAGE_ITEM: 0.1438227, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1472063, SHANNON_ENTROPY: 8.0105930, 
SearchBayesianSkopt: New best config found. Config 26: {'topK': 419, 'shrink': 995, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.017540202469842784, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0956665, PRECISION: 0.0153612, PRECISION_RECALL_MIN_DEN: 0.0512039, RECALL: 0.0512039, MAP: 0.0254276, MRR: 0.0695526, NDCG: 0.0430898, F1: 0.0236326, HIT_RATE: 0.1536117, ARHR: 0.0729177, RMSE: 0.9630505, NOVELTY: 0.0055973, AVERAGE_POPULARITY: 0.4634634, DIVERSITY_MEAN_INTER_LIST: 0.9525362, DIVERSITY_HERFINDAHL: 0.9952246, COVERAGE_ITEM: 0.1710192, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1890370, SHANNON_ENTROPY: 9.0678734, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 989, 'shrink': 34, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9724858682940503, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0492080, PRECISION: 0.0071320, PRECISION_RECALL_MIN_DEN: 0.0237732, RECALL: 0.0237732, MAP: 0.0132064, MRR: 0.0374350, NDCG: 0.0217077, F1: 0.0109723, HIT_RATE: 0.0713197, ARHR: 0.0385271, RMSE: 0.9648600, NOVELTY: 0.0072432, AVERAGE_POPULARITY: 0.0716013, DIVERSITY_MEAN_INTER_LIST: 0.9961888, DIVERSITY_HERFINDAHL: 0.9995885, COVERAGE_ITEM: 0.4165991, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4386087, SHANNON_ENTROPY: 12.0320661, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 913, 'shrink': 23, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.020872128874456223, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0813927, PRECISION: 0.0116733, PRECISION_RECALL_MIN_DEN: 0.0389109, RECALL: 0.0389109, MAP: 0.0231011, MRR: 0.0619852, NDCG: 0.0365082, F1: 0.0179589, HIT_RATE: 0.1167327, ARHR: 0.0655526, RMSE: 0.9764840, NOVELTY: 0.0063491, AVERAGE_POPULARITY: 0.1978502, DIVERSITY_MEAN_INTER_LIST: 0.9937270, DIVERSITY_HERFINDAHL: 0.9993424, COVERAGE_ITEM: 0.2727224, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3639575, SHANNON_ENTROPY: 11.2137361, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 965, 'shrink': 996, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.202755809734294, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0913678, PRECISION: 0.0141420, PRECISION_RECALL_MIN_DEN: 0.0471401, RECALL: 0.0471401, MAP: 0.0236102, MRR: 0.0656129, NDCG: 0.0400982, F1: 0.0217570, HIT_RATE: 0.1414203, ARHR: 0.0682217, RMSE: 0.9956930, NOVELTY: 0.0057198, AVERAGE_POPULARITY: 0.4553507, DIVERSITY_MEAN_INTER_LIST: 0.9464745, DIVERSITY_HERFINDAHL: 0.9946186, COVERAGE_ITEM: 0.2233577, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1981151, SHANNON_ENTROPY: 9.2271868, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0865907, PRECISION: 0.0135629, PRECISION_RECALL_MIN_DEN: 0.0452098, RECALL: 0.0452098, MAP: 0.0222705, MRR: 0.0620497, NDCG: 0.0380847, F1: 0.0208661, HIT_RATE: 0.1356294, ARHR: 0.0644306, RMSE: 0.9958338, NOVELTY: 0.0053799, AVERAGE_POPULARITY: 0.5746432, DIVERSITY_MEAN_INTER_LIST: 0.8799852, DIVERSITY_HERFINDAHL: 0.9879717, COVERAGE_ITEM: 0.1438227, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1472063, SHANNON_ENTROPY: 8.0105930, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 984, 'shrink': 999, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7879847391498562, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0781698, PRECISION: 0.0111551, PRECISION_RECALL_MIN_DEN: 0.0371838, RECALL: 0.0371838, MAP: 0.0223035, MRR: 0.0615846, NDCG: 0.0354166, F1: 0.0171617, HIT_RATE: 0.1115514, ARHR: 0.0642307, RMSE: 0.8695923, NOVELTY: 0.0073921, AVERAGE_POPULARITY: 0.0912089, DIVERSITY_MEAN_INTER_LIST: 0.9976066, DIVERSITY_HERFINDAHL: 0.9997303, COVERAGE_ITEM: 0.5236550, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5181690, SHANNON_ENTROPY: 12.5881469, 
