SearchBayesianSkopt: New best config found. Config 0: {'topK': 453, 'shrink': 1395, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5655459092275437, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0628412, PRECISION: 0.0098580, PRECISION_RECALL_MIN_DEN: 0.0328600, RECALL: 0.0328600, MAP: 0.0149478, MRR: 0.0428288, NDCG: 0.0266013, F1: 0.0151662, HIT_RATE: 0.0985801, ARHR: 0.0438360, RMSE: 1.8477637, NOVELTY: 0.0063952, AVERAGE_POPULARITY: 0.1474035, DIVERSITY_MEAN_INTER_LIST: 0.9790137, DIVERSITY_HERFINDAHL: 0.9978854, COVERAGE_ITEM: 0.1639362, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2457403, SHANNON_ENTROPY: 9.8363869, 
SearchBayesianSkopt: New best config found. Config 11: {'topK': 653, 'shrink': 435, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7083305646272223, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1054617, PRECISION: 0.0170067, PRECISION_RECALL_MIN_DEN: 0.0566890, RECALL: 0.0566890, MAP: 0.0262648, MRR: 0.0741552, NDCG: 0.0461370, F1: 0.0261641, HIT_RATE: 0.1700669, ARHR: 0.0764495, RMSE: 0.6941359, NOVELTY: 0.0058754, AVERAGE_POPULARITY: 0.3714967, DIVERSITY_MEAN_INTER_LIST: 0.9623882, DIVERSITY_HERFINDAHL: 0.9962231, COVERAGE_ITEM: 0.2725602, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1889050, SHANNON_ENTROPY: 9.7049497, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 264, 'shrink': 660, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8816840313543521, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0498930, PRECISION: 0.0080300, PRECISION_RECALL_MIN_DEN: 0.0267668, RECALL: 0.0267668, MAP: 0.0120671, MRR: 0.0343266, NDCG: 0.0214777, F1: 0.0123539, HIT_RATE: 0.0803003, ARHR: 0.0352639, RMSE: 0.7066624, NOVELTY: 0.0067866, AVERAGE_POPULARITY: 0.0360375, DIVERSITY_MEAN_INTER_LIST: 0.9984488, DIVERSITY_HERFINDAHL: 0.9998286, COVERAGE_ITEM: 0.7928089, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5208926, SHANNON_ENTROPY: 13.2113859, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 638, 'shrink': 632, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.31419854906124983, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0645450, PRECISION: 0.0107557, PRECISION_RECALL_MIN_DEN: 0.0358522, RECALL: 0.0358522, MAP: 0.0156433, MRR: 0.0443316, NDCG: 0.0281478, F1: 0.0165472, HIT_RATE: 0.1075567, ARHR: 0.0456062, RMSE: 0.6909781, NOVELTY: 0.0061265, AVERAGE_POPULARITY: 0.3100164, DIVERSITY_MEAN_INTER_LIST: 0.9792222, DIVERSITY_HERFINDAHL: 0.9979062, COVERAGE_ITEM: 0.5638281, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2950165, SHANNON_ENTROPY: 11.1592353, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 816, 'shrink': 847, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2185372741701135, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0492175, PRECISION: 0.0080790, PRECISION_RECALL_MIN_DEN: 0.0269300, RECALL: 0.0269300, MAP: 0.0121398, MRR: 0.0345144, NDCG: 0.0215862, F1: 0.0124292, HIT_RATE: 0.0807899, ARHR: 0.0354669, RMSE: 0.5543584, NOVELTY: 0.0070781, AVERAGE_POPULARITY: 0.0495900, DIVERSITY_MEAN_INTER_LIST: 0.9965929, DIVERSITY_HERFINDAHL: 0.9996430, COVERAGE_ITEM: 0.6063801, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3881380, SHANNON_ENTROPY: 12.3682979, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 831, 'shrink': 659, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4631543477374188, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0419410, PRECISION: 0.0074425, PRECISION_RECALL_MIN_DEN: 0.0248082, RECALL: 0.0248082, MAP: 0.0092753, MRR: 0.0270016, NDCG: 0.0179590, F1: 0.0114500, HIT_RATE: 0.0744247, ARHR: 0.0274137, RMSE: 5.4297245, NOVELTY: 0.0049525, AVERAGE_POPULARITY: 0.8332396, DIVERSITY_MEAN_INTER_LIST: 0.4958557, DIVERSITY_HERFINDAHL: 0.9495775, COVERAGE_ITEM: 0.0107597, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1034340, SHANNON_ENTROPY: 4.6962093, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 659, 'shrink': 1283, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0990831353109884, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0241724, PRECISION: 0.0038681, PRECISION_RECALL_MIN_DEN: 0.0128937, RECALL: 0.0128937, MAP: 0.0056716, MRR: 0.0160967, NDCG: 0.0102045, F1: 0.0059510, HIT_RATE: 0.0386812, ARHR: 0.0165557, RMSE: 0.8497950, NOVELTY: 0.0048988, AVERAGE_POPULARITY: 0.0132213, DIVERSITY_MEAN_INTER_LIST: 0.9990386, DIVERSITY_HERFINDAHL: 0.9998876, COVERAGE_ITEM: 0.8097864, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5883801, SHANNON_ENTROPY: 13.4623211, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 90, 'shrink': 883, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7159870068175678, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0672137, PRECISION: 0.0110331, PRECISION_RECALL_MIN_DEN: 0.0367771, RECALL: 0.0367771, MAP: 0.0165484, MRR: 0.0468228, NDCG: 0.0294230, F1: 0.0169740, HIT_RATE: 0.1103313, ARHR: 0.0482249, RMSE: 0.8728640, NOVELTY: 0.0047133, AVERAGE_POPULARITY: 0.0766494, DIVERSITY_MEAN_INTER_LIST: 0.9969166, DIVERSITY_HERFINDAHL: 0.9996754, COVERAGE_ITEM: 0.6733171, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4563409, SHANNON_ENTROPY: 12.7109147, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 433, 'shrink': 436, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4830198581868498, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0218727, PRECISION: 0.0033948, PRECISION_RECALL_MIN_DEN: 0.0113160, RECALL: 0.0113160, MAP: 0.0051867, MRR: 0.0146939, NDCG: 0.0091787, F1: 0.0052228, HIT_RATE: 0.0339481, ARHR: 0.0151270, RMSE: 0.8161503, NOVELTY: 0.0045887, AVERAGE_POPULARITY: 0.0105643, DIVERSITY_MEAN_INTER_LIST: 0.9989537, DIVERSITY_HERFINDAHL: 0.9998791, COVERAGE_ITEM: 0.7836172, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5748023, SHANNON_ENTROPY: 13.3847627, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 585, 'shrink': 1223, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7088284524004956, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0871416, PRECISION: 0.0143627, PRECISION_RECALL_MIN_DEN: 0.0478755, RECALL: 0.0478755, MAP: 0.0218430, MRR: 0.0605756, NDCG: 0.0384175, F1: 0.0220964, HIT_RATE: 0.1436266, ARHR: 0.0630296, RMSE: 0.7147690, NOVELTY: 0.0057620, AVERAGE_POPULARITY: 0.2400188, DIVERSITY_MEAN_INTER_LIST: 0.9858324, DIVERSITY_HERFINDAHL: 0.9985671, COVERAGE_ITEM: 0.6178967, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3152970, SHANNON_ENTROPY: 11.5130401, 
SearchBayesianSkopt: New best config found. Config 20: {'topK': 51, 'shrink': 1399, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.05774511053895838, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1141524, PRECISION: 0.0194222, PRECISION_RECALL_MIN_DEN: 0.0647408, RECALL: 0.0647408, MAP: 0.0279537, MRR: 0.0785141, NDCG: 0.0504197, F1: 0.0298804, HIT_RATE: 0.1942223, ARHR: 0.0811540, RMSE: 0.9533175, NOVELTY: 0.0055961, AVERAGE_POPULARITY: 0.4554400, DIVERSITY_MEAN_INTER_LIST: 0.9533659, DIVERSITY_HERFINDAHL: 0.9953210, COVERAGE_ITEM: 0.1291700, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1615367, SHANNON_ENTROPY: 8.7674561, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0834104, PRECISION: 0.0136445, PRECISION_RECALL_MIN_DEN: 0.0454817, RECALL: 0.0454817, MAP: 0.0203360, MRR: 0.0576106, NDCG: 0.0362527, F1: 0.0209916, HIT_RATE: 0.1364452, ARHR: 0.0592874, RMSE: 1.0754750, NOVELTY: 0.0062067, AVERAGE_POPULARITY: 0.2740172, DIVERSITY_MEAN_INTER_LIST: 0.9862460, DIVERSITY_HERFINDAHL: 0.9986085, COVERAGE_ITEM: 0.5236550, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2771639, SHANNON_ENTROPY: 11.2010274, 
SearchBayesianSkopt: New best config found. Config 22: {'topK': 24, 'shrink': 391, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.02412750719902102, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1277591, PRECISION: 0.0212012, PRECISION_RECALL_MIN_DEN: 0.0706708, RECALL: 0.0706708, MAP: 0.0318595, MRR: 0.0888101, NDCG: 0.0563829, F1: 0.0326173, HIT_RATE: 0.2120124, ARHR: 0.0921739, RMSE: 0.9671823, NOVELTY: 0.0061480, AVERAGE_POPULARITY: 0.2797917, DIVERSITY_MEAN_INTER_LIST: 0.9814478, DIVERSITY_HERFINDAHL: 0.9981288, COVERAGE_ITEM: 0.3801568, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2247143, SHANNON_ENTROPY: 10.5323966, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 964, 'shrink': 324, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.997629626640412, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0377360, PRECISION: 0.0056798, PRECISION_RECALL_MIN_DEN: 0.0189326, RECALL: 0.0189326, MAP: 0.0089462, MRR: 0.0261085, NDCG: 0.0157675, F1: 0.0087381, HIT_RATE: 0.0567978, ARHR: 0.0264735, RMSE: 1.3053307, NOVELTY: 0.0062530, AVERAGE_POPULARITY: 0.1614650, DIVERSITY_MEAN_INTER_LIST: 0.9620314, DIVERSITY_HERFINDAHL: 0.9961874, COVERAGE_ITEM: 0.0941876, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2497620, SHANNON_ENTROPY: 9.0525834, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 62, 'shrink': 1410, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.02508444016769063, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1112941, PRECISION: 0.0192590, PRECISION_RECALL_MIN_DEN: 0.0641967, RECALL: 0.0641967, MAP: 0.0273593, MRR: 0.0768640, NDCG: 0.0495884, F1: 0.0296293, HIT_RATE: 0.1925902, ARHR: 0.0794348, RMSE: 0.9504342, NOVELTY: 0.0055470, AVERAGE_POPULARITY: 0.4767949, DIVERSITY_MEAN_INTER_LIST: 0.9476278, DIVERSITY_HERFINDAHL: 0.9947473, COVERAGE_ITEM: 0.1190592, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1555202, SHANNON_ENTROPY: 8.5923872, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 23, 'shrink': 116, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9547934378346987, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0060570, PRECISION: 0.0009956, PRECISION_RECALL_MIN_DEN: 0.0033186, RECALL: 0.0033186, MAP: 0.0012506, MRR: 0.0037517, NDCG: 0.0024376, F1: 0.0015317, HIT_RATE: 0.0099559, ARHR: 0.0037517, RMSE: 0.7717588, NOVELTY: 0.0072149, AVERAGE_POPULARITY: 0.0354572, DIVERSITY_MEAN_INTER_LIST: 0.9933494, DIVERSITY_HERFINDAHL: 0.9993187, COVERAGE_ITEM: 0.3955123, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3387190, SHANNON_ENTROPY: 11.5524932, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1000, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0640437, PRECISION: 0.0110821, PRECISION_RECALL_MIN_DEN: 0.0369403, RECALL: 0.0369403, MAP: 0.0155360, MRR: 0.0449306, NDCG: 0.0285076, F1: 0.0170494, HIT_RATE: 0.1108210, ARHR: 0.0457692, RMSE: 0.8232149, NOVELTY: 0.0050230, AVERAGE_POPULARITY: 0.7738484, DIVERSITY_MEAN_INTER_LIST: 0.6813043, DIVERSITY_HERFINDAHL: 0.9681193, COVERAGE_ITEM: 0.0234658, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0907802, SHANNON_ENTROPY: 5.5987450, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4038601465540264, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1009329, PRECISION: 0.0181492, PRECISION_RECALL_MIN_DEN: 0.0604973, RECALL: 0.0604973, MAP: 0.0240001, MRR: 0.0665801, NDCG: 0.0447038, F1: 0.0279218, HIT_RATE: 0.1814918, ARHR: 0.0692520, RMSE: 1.0343288, NOVELTY: 0.0061863, AVERAGE_POPULARITY: 0.1749728, DIVERSITY_MEAN_INTER_LIST: 0.9907460, DIVERSITY_HERFINDAHL: 0.9990584, COVERAGE_ITEM: 0.5378210, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3416649, SHANNON_ENTROPY: 11.6774386, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1013757, PRECISION: 0.0178717, PRECISION_RECALL_MIN_DEN: 0.0595724, RECALL: 0.0595724, MAP: 0.0243979, MRR: 0.0681147, NDCG: 0.0449002, F1: 0.0274949, HIT_RATE: 0.1787172, ARHR: 0.0706349, RMSE: 0.9686176, NOVELTY: 0.0061184, AVERAGE_POPULARITY: 0.2084763, DIVERSITY_MEAN_INTER_LIST: 0.9869327, DIVERSITY_HERFINDAHL: 0.9986772, COVERAGE_ITEM: 0.4480130, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2632752, SHANNON_ENTROPY: 10.9877817, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0146528, PRECISION: 0.0015995, PRECISION_RECALL_MIN_DEN: 0.0053316, RECALL: 0.0053316, MAP: 0.0043489, MRR: 0.0130467, NDCG: 0.0064602, F1: 0.0024607, HIT_RATE: 0.0159948, ARHR: 0.0130467, RMSE: 1.0164931, NOVELTY: 0.0062173, AVERAGE_POPULARITY: 0.0117041, DIVERSITY_MEAN_INTER_LIST: 0.5694878, DIVERSITY_HERFINDAHL: 0.9569395, COVERAGE_ITEM: 0.3490132, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1435458, SHANNON_ENTROPY: 6.5982731, 
