CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 14, 'n_oversamples': 5, 'n_iter': 3, 'feature_weighting': 'none'} - results: ROC_AUC: 0.027553±0.0007, PRECISION: 0.004250±0.0001, PRECISION_RECALL_MIN_DEN: 0.042502±0.0013, RECALL: 0.042502±0.0013, MAP: 0.018783±0.0005, MRR: 0.018783±0.0005, NDCG: 0.024309±0.0006, F1: 0.007728±0.0002, HIT_RATE: 0.042502±0.0013, ARHR: 0.018783±0.0005, RMSE: 0.987769±0.0003, NOVELTY: 0.005035±0.0000, AVERAGE_POPULARITY: 0.725893±0.0088, DIVERSITY_MEAN_INTER_LIST: 0.815786±0.0058, DIVERSITY_HERFINDAHL: 0.981575±0.0006, COVERAGE_ITEM: 0.007613±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.359438±0.0066, SHANNON_ENTROPY: 6.050137±0.0418, 
CrossSearchBayesianSkopt: Config 11 is suboptimal. Config: {'num_factors': 24, 'n_oversamples': 9, 'n_iter': 2, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.031546±0.0010, PRECISION: 0.004711±0.0001, PRECISION_RECALL_MIN_DEN: 0.047114±0.0010, RECALL: 0.047114±0.0010, MAP: 0.021788±0.0008, MRR: 0.021788±0.0008, NDCG: 0.027710±0.0008, F1: 0.008566±0.0002, HIT_RATE: 0.047114±0.0010, ARHR: 0.021788±0.0008, RMSE: 0.948366±0.0010, NOVELTY: 0.005199±0.0000, AVERAGE_POPULARITY: 0.614114±0.0095, DIVERSITY_MEAN_INTER_LIST: 0.901579±0.0033, DIVERSITY_HERFINDAHL: 0.990154±0.0003, COVERAGE_ITEM: 0.024666±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.221528±0.0058, SHANNON_ENTROPY: 7.086285±0.0366, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'num_factors': 39, 'n_oversamples': 5, 'n_iter': 19, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.041169±0.0010, PRECISION: 0.005994±0.0001, PRECISION_RECALL_MIN_DEN: 0.059936±0.0013, RECALL: 0.059936±0.0013, MAP: 0.029046±0.0007, MRR: 0.029046±0.0007, NDCG: 0.036283±0.0007, F1: 0.010897±0.0002, HIT_RATE: 0.059936±0.0013, ARHR: 0.029046±0.0007, RMSE: 0.949671±0.0011, NOVELTY: 0.005262±0.0000, AVERAGE_POPULARITY: 0.570364±0.0060, DIVERSITY_MEAN_INTER_LIST: 0.910565±0.0012, DIVERSITY_HERFINDAHL: 0.991052±0.0001, COVERAGE_ITEM: 0.017443±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.339023±0.0024, SHANNON_ENTROPY: 7.190343±0.0144, 
CrossSearchBayesianSkopt: Config 13 is suboptimal. Config: {'num_factors': 19, 'n_oversamples': 18, 'n_iter': 7, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037144±0.0009, PRECISION: 0.005556±0.0001, PRECISION_RECALL_MIN_DEN: 0.055556±0.0012, RECALL: 0.055556±0.0012, MAP: 0.025555±0.0004, MRR: 0.025555±0.0004, NDCG: 0.032572±0.0006, F1: 0.010101±0.0002, HIT_RATE: 0.055556±0.0012, ARHR: 0.025555±0.0004, RMSE: 0.950874±0.0010, NOVELTY: 0.005165±0.0000, AVERAGE_POPULARITY: 0.640397±0.0074, DIVERSITY_MEAN_INTER_LIST: 0.870978±0.0019, DIVERSITY_HERFINDAHL: 0.987094±0.0002, COVERAGE_ITEM: 0.011560±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.349235±0.0057, SHANNON_ENTROPY: 6.630779±0.0168, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'num_factors': 46, 'n_oversamples': 25, 'n_iter': 18, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.041005±0.0011, PRECISION: 0.005894±0.0001, PRECISION_RECALL_MIN_DEN: 0.058943±0.0013, RECALL: 0.058943±0.0013, MAP: 0.029054±0.0006, MRR: 0.029054±0.0006, NDCG: 0.036071±0.0008, F1: 0.010717±0.0002, HIT_RATE: 0.058943±0.0013, ARHR: 0.029054±0.0006, RMSE: 0.950716±0.0014, NOVELTY: 0.005303±0.0000, AVERAGE_POPULARITY: 0.543440±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.920371±0.0011, DIVERSITY_HERFINDAHL: 0.992033±0.0001, COVERAGE_ITEM: 0.019551±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343259±0.0058, SHANNON_ENTROPY: 7.369756±0.0119, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'num_factors': 20, 'n_oversamples': 8, 'n_iter': 9, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.037050±0.0008, PRECISION: 0.005542±0.0001, PRECISION_RECALL_MIN_DEN: 0.055423±0.0012, RECALL: 0.055423±0.0012, MAP: 0.025309±0.0004, MRR: 0.025309±0.0004, NDCG: 0.032356±0.0006, F1: 0.010077±0.0002, HIT_RATE: 0.055423±0.0012, ARHR: 0.025309±0.0004, RMSE: 0.942858±0.0012, NOVELTY: 0.005265±0.0000, AVERAGE_POPULARITY: 0.583327±0.0068, DIVERSITY_MEAN_INTER_LIST: 0.905276±0.0011, DIVERSITY_HERFINDAHL: 0.990524±0.0001, COVERAGE_ITEM: 0.031511±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179349±0.0030, SHANNON_ENTROPY: 7.125207±0.0120, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'num_factors': 11, 'n_oversamples': 23, 'n_iter': 15, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.033914±0.0011, PRECISION: 0.005203±0.0001, PRECISION_RECALL_MIN_DEN: 0.052026±0.0013, RECALL: 0.052026±0.0013, MAP: 0.022902±0.0006, MRR: 0.022902±0.0006, NDCG: 0.029698±0.0007, F1: 0.009459±0.0002, HIT_RATE: 0.052026±0.0013, ARHR: 0.022902±0.0006, RMSE: 0.953600±0.0008, NOVELTY: 0.005142±0.0000, AVERAGE_POPULARITY: 0.657693±0.0072, DIVERSITY_MEAN_INTER_LIST: 0.844102±0.0023, DIVERSITY_HERFINDAHL: 0.984406±0.0002, COVERAGE_ITEM: 0.008716±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.377467±0.0075, SHANNON_ENTROPY: 6.317427±0.0226, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'num_factors': 16, 'n_oversamples': 30, 'n_iter': 2, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.030756±0.0008, PRECISION: 0.004663±0.0001, PRECISION_RECALL_MIN_DEN: 0.046635±0.0011, RECALL: 0.046635±0.0011, MAP: 0.021094±0.0006, MRR: 0.021094±0.0006, NDCG: 0.027055±0.0006, F1: 0.008479±0.0002, HIT_RATE: 0.046635±0.0011, ARHR: 0.021094±0.0006, RMSE: 0.949295±0.0005, NOVELTY: 0.005203±0.0000, AVERAGE_POPULARITY: 0.615560±0.0123, DIVERSITY_MEAN_INTER_LIST: 0.885781±0.0030, DIVERSITY_HERFINDAHL: 0.988574±0.0003, COVERAGE_ITEM: 0.023823±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.194771±0.0078, SHANNON_ENTROPY: 6.842512±0.0319, 
CrossSearchBayesianSkopt: New best config found. Config 18: {'num_factors': 50, 'n_oversamples': 25, 'n_iter': 11, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.044425±0.0010, PRECISION: 0.006457±0.0001, PRECISION_RECALL_MIN_DEN: 0.064565±0.0014, RECALL: 0.064565±0.0014, MAP: 0.030927±0.0008, MRR: 0.030927±0.0008, NDCG: 0.038826±0.0009, F1: 0.011739±0.0003, HIT_RATE: 0.064565±0.0014, ARHR: 0.030927±0.0008, RMSE: 0.933843±0.0012, NOVELTY: 0.005311±0.0000, AVERAGE_POPULARITY: 0.549906±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.932148±0.0004, DIVERSITY_HERFINDAHL: 0.993211±0.0000, COVERAGE_ITEM: 0.040952±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201083±0.0039, SHANNON_ENTROPY: 7.677872±0.0090, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'num_factors': 46, 'n_oversamples': 20, 'n_iter': 5, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.040419±0.0007, PRECISION: 0.005804±0.0001, PRECISION_RECALL_MIN_DEN: 0.058038±0.0008, RECALL: 0.058038±0.0008, MAP: 0.028808±0.0006, MRR: 0.028808±0.0006, NDCG: 0.035666±0.0006, F1: 0.010552±0.0001, HIT_RATE: 0.058038±0.0008, ARHR: 0.028808±0.0006, RMSE: 0.948252±0.0008, NOVELTY: 0.005257±0.0000, AVERAGE_POPULARITY: 0.570848±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.914964±0.0014, DIVERSITY_HERFINDAHL: 0.991492±0.0001, COVERAGE_ITEM: 0.017745±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.345741±0.0080, SHANNON_ENTROPY: 7.244606±0.0209, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'num_factors': 12, 'n_oversamples': 17, 'n_iter': 14, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034385±0.0009, PRECISION: 0.005235±0.0001, PRECISION_RECALL_MIN_DEN: 0.052345±0.0012, RECALL: 0.052345±0.0012, MAP: 0.023241±0.0008, MRR: 0.023241±0.0008, NDCG: 0.030043±0.0008, F1: 0.009517±0.0002, HIT_RATE: 0.052345±0.0012, ARHR: 0.023241±0.0008, RMSE: 0.953479±0.0009, NOVELTY: 0.005141±0.0000, AVERAGE_POPULARITY: 0.657953±0.0062, DIVERSITY_MEAN_INTER_LIST: 0.848216±0.0011, DIVERSITY_HERFINDAHL: 0.984818±0.0001, COVERAGE_ITEM: 0.009051±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.374519±0.0094, SHANNON_ENTROPY: 6.364771±0.0116, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'num_factors': 42, 'n_oversamples': 15, 'n_iter': 18, 'feature_weighting': 'none'} - results: ROC_AUC: 0.035516±0.0007, PRECISION: 0.005200±0.0001, PRECISION_RECALL_MIN_DEN: 0.052000±0.0009, RECALL: 0.052000±0.0009, MAP: 0.024785±0.0006, MRR: 0.024785±0.0006, NDCG: 0.031165±0.0007, F1: 0.009454±0.0002, HIT_RATE: 0.052000±0.0009, ARHR: 0.024785±0.0006, RMSE: 0.985087±0.0002, NOVELTY: 0.005237±0.0000, AVERAGE_POPULARITY: 0.573430±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.906864±0.0006, DIVERSITY_HERFINDAHL: 0.990682±0.0001, COVERAGE_ITEM: 0.017432±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.318681±0.0051, SHANNON_ENTROPY: 7.096641±0.0060, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'num_factors': 41, 'n_oversamples': 8, 'n_iter': 2, 'feature_weighting': 'none'} - results: ROC_AUC: 0.031163±0.0009, PRECISION: 0.004593±0.0002, PRECISION_RECALL_MIN_DEN: 0.045934±0.0015, RECALL: 0.045934±0.0015, MAP: 0.021911±0.0007, MRR: 0.021911±0.0007, NDCG: 0.027528±0.0008, F1: 0.008352±0.0003, HIT_RATE: 0.045934±0.0015, ARHR: 0.021911±0.0007, RMSE: 0.986349±0.0003, NOVELTY: 0.005140±0.0000, AVERAGE_POPULARITY: 0.641365±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.889297±0.0012, DIVERSITY_HERFINDAHL: 0.988926±0.0001, COVERAGE_ITEM: 0.013149±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343752±0.0074, SHANNON_ENTROPY: 6.783965±0.0114, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'num_factors': 11, 'n_oversamples': 22, 'n_iter': 5, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.033160±0.0006, PRECISION: 0.005088±0.0001, PRECISION_RECALL_MIN_DEN: 0.050882±0.0008, RECALL: 0.050882±0.0008, MAP: 0.022553±0.0005, MRR: 0.022553±0.0005, NDCG: 0.029161±0.0005, F1: 0.009251±0.0001, HIT_RATE: 0.050882±0.0008, ARHR: 0.022553±0.0005, RMSE: 0.953613±0.0008, NOVELTY: 0.005132±0.0000, AVERAGE_POPULARITY: 0.663937±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.843136±0.0029, DIVERSITY_HERFINDAHL: 0.984310±0.0003, COVERAGE_ITEM: 0.008446±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.384866±0.0102, SHANNON_ENTROPY: 6.301468±0.0264, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'num_factors': 41, 'n_oversamples': 21, 'n_iter': 7, 'feature_weighting': 'none'} - results: ROC_AUC: 0.035246±0.0009, PRECISION: 0.005172±0.0001, PRECISION_RECALL_MIN_DEN: 0.051725±0.0012, RECALL: 0.051725±0.0012, MAP: 0.024743±0.0007, MRR: 0.024743±0.0007, NDCG: 0.031062±0.0008, F1: 0.009404±0.0002, HIT_RATE: 0.051725±0.0012, ARHR: 0.024743±0.0007, RMSE: 0.985088±0.0002, NOVELTY: 0.005225±0.0000, AVERAGE_POPULARITY: 0.581036±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.904086±0.0019, DIVERSITY_HERFINDAHL: 0.990405±0.0002, COVERAGE_ITEM: 0.016415±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.328018±0.0048, SHANNON_ENTROPY: 7.051859±0.0181, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'num_factors': 29, 'n_oversamples': 28, 'n_iter': 5, 'feature_weighting': 'none'} - results: ROC_AUC: 0.033777±0.0007, PRECISION: 0.005086±0.0001, PRECISION_RECALL_MIN_DEN: 0.050856±0.0009, RECALL: 0.050856±0.0009, MAP: 0.023405±0.0006, MRR: 0.023405±0.0006, NDCG: 0.029815±0.0006, F1: 0.009246±0.0002, HIT_RATE: 0.050856±0.0009, ARHR: 0.023405±0.0006, RMSE: 0.985427±0.0002, NOVELTY: 0.005156±0.0000, AVERAGE_POPULARITY: 0.631960±0.0068, DIVERSITY_MEAN_INTER_LIST: 0.877114±0.0021, DIVERSITY_HERFINDAHL: 0.987708±0.0002, COVERAGE_ITEM: 0.013074±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.324926±0.0066, SHANNON_ENTROPY: 6.709495±0.0163, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'num_factors': 28, 'n_oversamples': 11, 'n_iter': 15, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.040096±0.0008, PRECISION: 0.005968±0.0001, PRECISION_RECALL_MIN_DEN: 0.059679±0.0014, RECALL: 0.059679±0.0014, MAP: 0.027630±0.0005, MRR: 0.027630±0.0005, NDCG: 0.035131±0.0007, F1: 0.010851±0.0003, HIT_RATE: 0.059679±0.0014, ARHR: 0.027630±0.0005, RMSE: 0.939548±0.0009, NOVELTY: 0.005280±0.0000, AVERAGE_POPULARITY: 0.572254±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.916479±0.0004, DIVERSITY_HERFINDAHL: 0.991644±0.0000, COVERAGE_ITEM: 0.035480±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.184858±0.0016, SHANNON_ENTROPY: 7.345946±0.0066, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'num_factors': 46, 'n_oversamples': 27, 'n_iter': 15, 'feature_weighting': 'none'} - results: ROC_AUC: 0.035467±0.0010, PRECISION: 0.005180±0.0002, PRECISION_RECALL_MIN_DEN: 0.051796±0.0016, RECALL: 0.051796±0.0016, MAP: 0.024842±0.0007, MRR: 0.024842±0.0007, NDCG: 0.031159±0.0009, F1: 0.009417±0.0003, HIT_RATE: 0.051796±0.0016, ARHR: 0.024842±0.0007, RMSE: 0.985095±0.0002, NOVELTY: 0.005257±0.0000, AVERAGE_POPULARITY: 0.558872±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.912118±0.0002, DIVERSITY_HERFINDAHL: 0.991208±0.0000, COVERAGE_ITEM: 0.017951±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.327234±0.0048, SHANNON_ENTROPY: 7.178810±0.0038, 
