SearchBayesianSkopt: New best config found. Config 0: {'topK': 456, 'shrink': 341, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8378174742592495, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0230187, PRECISION: 0.0038179, PRECISION_RECALL_MIN_DEN: 0.0127263, RECALL: 0.0127263, MAP: 0.0054988, MRR: 0.0158813, NDCG: 0.0099880, F1: 0.0058737, HIT_RATE: 0.0381788, ARHR: 0.0161845, RMSE: 0.7771796, NOVELTY: 0.0070437, AVERAGE_POPULARITY: 0.0465650, DIVERSITY_MEAN_INTER_LIST: 0.9914813, DIVERSITY_HERFINDAHL: 0.9991420, COVERAGE_ITEM: 0.7050014, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2439155, SHANNON_ENTROPY: 11.6790097, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 325, 'shrink': 495, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9008816785806928, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0320528, PRECISION: 0.0050596, PRECISION_RECALL_MIN_DEN: 0.0168654, RECALL: 0.0168654, MAP: 0.0077641, MRR: 0.0223342, NDCG: 0.0137448, F1: 0.0077840, HIT_RATE: 0.0505962, ARHR: 0.0228081, RMSE: 0.7938402, NOVELTY: 0.0069279, AVERAGE_POPULARITY: 0.0617588, DIVERSITY_MEAN_INTER_LIST: 0.9905120, DIVERSITY_HERFINDAHL: 0.9990451, COVERAGE_ITEM: 0.6798054, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2269304, SHANNON_ENTROPY: 11.5091699, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 716, 'shrink': 386, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8476817422380962, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1007805, PRECISION: 0.0159758, PRECISION_RECALL_MIN_DEN: 0.0532526, RECALL: 0.0532526, MAP: 0.0267021, MRR: 0.0736781, NDCG: 0.0451783, F1: 0.0245781, HIT_RATE: 0.1597578, ARHR: 0.0768325, RMSE: 0.9529226, NOVELTY: 0.0053403, AVERAGE_POPULARITY: 0.6054920, DIVERSITY_MEAN_INTER_LIST: 0.8611977, DIVERSITY_HERFINDAHL: 0.9861145, COVERAGE_ITEM: 0.3820492, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0755648, SHANNON_ENTROPY: 7.8258786, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 796, 'shrink': 660, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.498537572938989, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0485483, PRECISION: 0.0074566, PRECISION_RECALL_MIN_DEN: 0.0248553, RECALL: 0.0248553, MAP: 0.0120385, MRR: 0.0342220, NDCG: 0.0208446, F1: 0.0114717, HIT_RATE: 0.0745660, ARHR: 0.0351591, RMSE: 0.8120817, NOVELTY: 0.0069148, AVERAGE_POPULARITY: 0.0662226, DIVERSITY_MEAN_INTER_LIST: 0.9909988, DIVERSITY_HERFINDAHL: 0.9990938, COVERAGE_ITEM: 0.6906191, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2323164, SHANNON_ENTROPY: 11.5780011, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 129, 'shrink': 1078, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0899331187755898, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0946090, PRECISION: 0.0143757, PRECISION_RECALL_MIN_DEN: 0.0479191, RECALL: 0.0479191, MAP: 0.0244790, MRR: 0.0675625, NDCG: 0.0412049, F1: 0.0221165, HIT_RATE: 0.1437573, ARHR: 0.0704389, RMSE: 0.9074606, NOVELTY: 0.0066191, AVERAGE_POPULARITY: 0.1195260, DIVERSITY_MEAN_INTER_LIST: 0.9930583, DIVERSITY_HERFINDAHL: 0.9992997, COVERAGE_ITEM: 0.7089484, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2475503, SHANNON_ENTROPY: 11.7803156, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1092214, PRECISION: 0.0174461, PRECISION_RECALL_MIN_DEN: 0.0581537, RECALL: 0.0581537, MAP: 0.0287227, MRR: 0.0785292, NDCG: 0.0487747, F1: 0.0268402, HIT_RATE: 0.1744610, ARHR: 0.0822825, RMSE: 0.9970956, NOVELTY: 0.0058394, AVERAGE_POPULARITY: 0.3564908, DIVERSITY_MEAN_INTER_LIST: 0.9746895, DIVERSITY_HERFINDAHL: 0.9974629, COVERAGE_ITEM: 0.4441200, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1414032, SHANNON_ENTROPY: 10.0020566, 
SearchBayesianSkopt: New best config found. Config 21: {'topK': 46, 'shrink': 1493, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2806685315602946, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1292076, PRECISION: 0.0211034, PRECISION_RECALL_MIN_DEN: 0.0703445, RECALL: 0.0703445, MAP: 0.0340763, MRR: 0.0924564, NDCG: 0.0581620, F1: 0.0324667, HIT_RATE: 0.2110335, ARHR: 0.0972499, RMSE: 0.9732832, NOVELTY: 0.0058260, AVERAGE_POPULARITY: 0.3746434, DIVERSITY_MEAN_INTER_LIST: 0.9730162, DIVERSITY_HERFINDAHL: 0.9972956, COVERAGE_ITEM: 0.5116518, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1391972, SHANNON_ENTROPY: 10.0639485, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 960, 'shrink': 1499, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5157162782182163, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0787522, PRECISION: 0.0119849, PRECISION_RECALL_MIN_DEN: 0.0399498, RECALL: 0.0399498, MAP: 0.0198101, MRR: 0.0552209, NDCG: 0.0338301, F1: 0.0184383, HIT_RATE: 0.1198493, ARHR: 0.0572964, RMSE: 0.8515099, NOVELTY: 0.0065920, AVERAGE_POPULARITY: 0.1163150, DIVERSITY_MEAN_INTER_LIST: 0.9882441, DIVERSITY_HERFINDAHL: 0.9988183, COVERAGE_ITEM: 0.5888619, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1922453, SHANNON_ENTROPY: 11.0693173, 
SearchBayesianSkopt: New best config found. Config 23: {'topK': 17, 'shrink': 1463, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07899555402911075, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1337913, PRECISION: 0.0219312, PRECISION_RECALL_MIN_DEN: 0.0731039, RECALL: 0.0731039, MAP: 0.0356037, MRR: 0.0962231, NDCG: 0.0605674, F1: 0.0337403, HIT_RATE: 0.2193118, ARHR: 0.1014067, RMSE: 0.9814788, NOVELTY: 0.0060829, AVERAGE_POPULARITY: 0.2875608, DIVERSITY_MEAN_INTER_LIST: 0.9834450, DIVERSITY_HERFINDAHL: 0.9983384, COVERAGE_ITEM: 0.5605839, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1641109, SHANNON_ENTROPY: 10.6150693, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1092214, PRECISION: 0.0174461, PRECISION_RECALL_MIN_DEN: 0.0581537, RECALL: 0.0581537, MAP: 0.0287227, MRR: 0.0785292, NDCG: 0.0487747, F1: 0.0268402, HIT_RATE: 0.1744610, ARHR: 0.0822825, RMSE: 0.9970956, NOVELTY: 0.0058394, AVERAGE_POPULARITY: 0.3564908, DIVERSITY_MEAN_INTER_LIST: 0.9746895, DIVERSITY_HERFINDAHL: 0.9974629, COVERAGE_ITEM: 0.4441200, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1414032, SHANNON_ENTROPY: 10.0020566, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 960, 'shrink': 1424, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07631240305523203, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0968392, PRECISION: 0.0159511, PRECISION_RECALL_MIN_DEN: 0.0531702, RECALL: 0.0531702, MAP: 0.0253343, MRR: 0.0700122, NDCG: 0.0437006, F1: 0.0245401, HIT_RATE: 0.1595107, ARHR: 0.0729470, RMSE: 0.9236200, NOVELTY: 0.0052264, AVERAGE_POPULARITY: 0.6605146, DIVERSITY_MEAN_INTER_LIST: 0.8415787, DIVERSITY_HERFINDAHL: 0.9841527, COVERAGE_ITEM: 0.2610976, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0601419, SHANNON_ENTROPY: 7.3126680, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1092214, PRECISION: 0.0174461, PRECISION_RECALL_MIN_DEN: 0.0581537, RECALL: 0.0581537, MAP: 0.0287227, MRR: 0.0785292, NDCG: 0.0487747, F1: 0.0268402, HIT_RATE: 0.1744610, ARHR: 0.0822825, RMSE: 0.9970956, NOVELTY: 0.0058394, AVERAGE_POPULARITY: 0.3564908, DIVERSITY_MEAN_INTER_LIST: 0.9746895, DIVERSITY_HERFINDAHL: 0.9974629, COVERAGE_ITEM: 0.4441200, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1414032, SHANNON_ENTROPY: 10.0020566, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1092214, PRECISION: 0.0174461, PRECISION_RECALL_MIN_DEN: 0.0581537, RECALL: 0.0581537, MAP: 0.0287227, MRR: 0.0785292, NDCG: 0.0487747, F1: 0.0268402, HIT_RATE: 0.1744610, ARHR: 0.0822825, RMSE: 0.9970956, NOVELTY: 0.0058394, AVERAGE_POPULARITY: 0.3564908, DIVERSITY_MEAN_INTER_LIST: 0.9746895, DIVERSITY_HERFINDAHL: 0.9974629, COVERAGE_ITEM: 0.4441200, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1414032, SHANNON_ENTROPY: 10.0020566, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1092214, PRECISION: 0.0174461, PRECISION_RECALL_MIN_DEN: 0.0581537, RECALL: 0.0581537, MAP: 0.0287227, MRR: 0.0785292, NDCG: 0.0487747, F1: 0.0268402, HIT_RATE: 0.1744610, ARHR: 0.0822825, RMSE: 0.9970956, NOVELTY: 0.0058394, AVERAGE_POPULARITY: 0.3564908, DIVERSITY_MEAN_INTER_LIST: 0.9746895, DIVERSITY_HERFINDAHL: 0.9974629, COVERAGE_ITEM: 0.4441200, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1414032, SHANNON_ENTROPY: 10.0020566, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 65, 'shrink': 55, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9989262309370062, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0155826, PRECISION: 0.0026873, PRECISION_RECALL_MIN_DEN: 0.0089578, RECALL: 0.0089578, MAP: 0.0039795, MRR: 0.0107302, NDCG: 0.0070108, F1: 0.0041344, HIT_RATE: 0.0268734, ARHR: 0.0113112, RMSE: 0.9649079, NOVELTY: 0.0015017, AVERAGE_POPULARITY: 0.0175601, DIVERSITY_MEAN_INTER_LIST: 0.9955138, DIVERSITY_HERFINDAHL: 0.9995452, COVERAGE_ITEM: 0.4838064, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3385400, SHANNON_ENTROPY: 11.9370923, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 40, 'shrink': 1480, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.12469220681344731, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0887103, PRECISION: 0.0142028, PRECISION_RECALL_MIN_DEN: 0.0473425, RECALL: 0.0473425, MAP: 0.0230100, MRR: 0.0632727, NDCG: 0.0393751, F1: 0.0218504, HIT_RATE: 0.1420276, ARHR: 0.0660811, RMSE: 0.9920606, NOVELTY: 0.0060489, AVERAGE_POPULARITY: 0.0702613, DIVERSITY_MEAN_INTER_LIST: 0.9976762, DIVERSITY_HERFINDAHL: 0.9997615, COVERAGE_ITEM: 0.9261963, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4723958, SHANNON_ENTROPY: 13.1999334, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0842947, PRECISION: 0.0126027, PRECISION_RECALL_MIN_DEN: 0.0420090, RECALL: 0.0420090, MAP: 0.0222334, MRR: 0.0613516, NDCG: 0.0369155, F1: 0.0193888, HIT_RATE: 0.1260271, ARHR: 0.0639702, RMSE: 0.9421363, NOVELTY: 0.0067961, AVERAGE_POPULARITY: 0.1485538, DIVERSITY_MEAN_INTER_LIST: 0.9949276, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.9000811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4633453, SHANNON_ENTROPY: 12.9142708, 
