CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 35, 'n_oversamples': 19, 'n_iter': 4, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.046310±0.0016, PRECISION: 0.006631±0.0002, PRECISION_RECALL_MIN_DEN: 0.066306±0.0016, RECALL: 0.066306±0.0016, MAP: 0.032865±0.0013, MRR: 0.032865±0.0013, NDCG: 0.040721±0.0013, F1: 0.012056±0.0003, HIT_RATE: 0.066306±0.0016, ARHR: 0.032865±0.0013, RMSE: 0.934823±0.0013, NOVELTY: 0.005391±0.0000, AVERAGE_POPULARITY: 0.573798±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.919438±0.0010, DIVERSITY_HERFINDAHL: 0.991939±0.0001, COVERAGE_ITEM: 0.022006±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.307730±0.0034, SHANNON_ENTROPY: 7.389722±0.0215, 
CrossSearchBayesianSkopt: Config 11 is suboptimal. Config: {'num_factors': 38, 'n_oversamples': 5, 'n_iter': 13, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.048855±0.0010, PRECISION: 0.007024±0.0001, PRECISION_RECALL_MIN_DEN: 0.070236±0.0013, RECALL: 0.070236±0.0013, MAP: 0.034617±0.0004, MRR: 0.034617±0.0004, NDCG: 0.042981±0.0006, F1: 0.012770±0.0002, HIT_RATE: 0.070236±0.0013, ARHR: 0.034617±0.0004, RMSE: 0.937271±0.0011, NOVELTY: 0.005426±0.0000, AVERAGE_POPULARITY: 0.555597±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.925231±0.0008, DIVERSITY_HERFINDAHL: 0.992518±0.0001, COVERAGE_ITEM: 0.022525±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.325912±0.0040, SHANNON_ENTROPY: 7.504602±0.0119, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'num_factors': 17, 'n_oversamples': 23, 'n_iter': 11, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.008743±0.0004, PRECISION: 0.001793±0.0000, PRECISION_RECALL_MIN_DEN: 0.017929±0.0005, RECALL: 0.017929±0.0005, MAP: 0.005300±0.0003, MRR: 0.005300±0.0003, NDCG: 0.008170±0.0004, F1: 0.003260±0.0001, HIT_RATE: 0.017929±0.0005, ARHR: 0.005300±0.0003, RMSE: 0.965847±0.0002, NOVELTY: 0.005723±0.0000, AVERAGE_POPULARITY: 0.671225±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.456526±0.0029, DIVERSITY_HERFINDAHL: 0.945650±0.0003, COVERAGE_ITEM: 0.079686±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.090821±0.0009, SHANNON_ENTROPY: 5.663468±0.0149, 
CrossSearchBayesianSkopt: Config 13 is suboptimal. Config: {'num_factors': 48, 'n_oversamples': 14, 'n_iter': 13, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.009864±0.0003, PRECISION: 0.001846±0.0001, PRECISION_RECALL_MIN_DEN: 0.018465±0.0009, RECALL: 0.018465±0.0009, MAP: 0.005814±0.0002, MRR: 0.005814±0.0002, NDCG: 0.008721±0.0003, F1: 0.003357±0.0002, HIT_RATE: 0.018465±0.0009, ARHR: 0.005814±0.0002, RMSE: 0.962109±0.0002, NOVELTY: 0.006539±0.0000, AVERAGE_POPULARITY: 0.471629±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.806232±0.0024, DIVERSITY_HERFINDAHL: 0.980619±0.0002, COVERAGE_ITEM: 0.240314±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.175029±0.0012, SHANNON_ENTROPY: 8.314605±0.0180, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'num_factors': 14, 'n_oversamples': 16, 'n_iter': 1, 'feature_weighting': 'none'} - results: ROC_AUC: 0.014164±0.0007, PRECISION: 0.002492±0.0001, PRECISION_RECALL_MIN_DEN: 0.024923±0.0010, RECALL: 0.024923±0.0010, MAP: 0.009068±0.0005, MRR: 0.009068±0.0005, NDCG: 0.012715±0.0006, F1: 0.004531±0.0002, HIT_RATE: 0.024923±0.0010, ARHR: 0.009068±0.0005, RMSE: 0.983606±0.0004, NOVELTY: 0.005474±0.0000, AVERAGE_POPULARITY: 0.696667±0.0113, DIVERSITY_MEAN_INTER_LIST: 0.723784±0.0101, DIVERSITY_HERFINDAHL: 0.972374±0.0010, COVERAGE_ITEM: 0.116799±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.068232±0.0020, SHANNON_ENTROPY: 6.401352±0.0522, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'num_factors': 33, 'n_oversamples': 29, 'n_iter': 7, 'feature_weighting': 'none'} - results: ROC_AUC: 0.013382±0.0006, PRECISION: 0.002522±0.0001, PRECISION_RECALL_MIN_DEN: 0.025219±0.0011, RECALL: 0.025219±0.0011, MAP: 0.007863±0.0004, MRR: 0.007863±0.0004, NDCG: 0.011847±0.0005, F1: 0.004585±0.0002, HIT_RATE: 0.025219±0.0011, ARHR: 0.007863±0.0004, RMSE: 0.981653±0.0001, NOVELTY: 0.005835±0.0000, AVERAGE_POPULARITY: 0.625869±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.737667±0.0039, DIVERSITY_HERFINDAHL: 0.973762±0.0004, COVERAGE_ITEM: 0.150419±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.099636±0.0014, SHANNON_ENTROPY: 6.896156±0.0128, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'num_factors': 27, 'n_oversamples': 7, 'n_iter': 9, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.008060±0.0003, PRECISION: 0.001664±0.0001, PRECISION_RECALL_MIN_DEN: 0.016642±0.0007, RECALL: 0.016642±0.0007, MAP: 0.004917±0.0002, MRR: 0.004917±0.0002, NDCG: 0.007578±0.0003, F1: 0.003026±0.0001, HIT_RATE: 0.016642±0.0007, ARHR: 0.004917±0.0002, RMSE: 0.965558±0.0001, NOVELTY: 0.006118±0.0000, AVERAGE_POPULARITY: 0.594236±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.589260±0.0034, DIVERSITY_HERFINDAHL: 0.958923±0.0003, COVERAGE_ITEM: 0.124131±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115166±0.0009, SHANNON_ENTROPY: 6.562351±0.0148, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'num_factors': 44, 'n_oversamples': 7, 'n_iter': 16, 'feature_weighting': 'none'} - results: ROC_AUC: 0.017482±0.0006, PRECISION: 0.003057±0.0001, PRECISION_RECALL_MIN_DEN: 0.030573±0.0011, RECALL: 0.030573±0.0011, MAP: 0.010656±0.0004, MRR: 0.010656±0.0004, NDCG: 0.015257±0.0005, F1: 0.005559±0.0002, HIT_RATE: 0.030573±0.0011, ARHR: 0.010656±0.0004, RMSE: 0.978741±0.0002, NOVELTY: 0.005845±0.0000, AVERAGE_POPULARITY: 0.585648±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.812046±0.0012, DIVERSITY_HERFINDAHL: 0.981200±0.0001, COVERAGE_ITEM: 0.212706±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.106295±0.0014, SHANNON_ENTROPY: 7.390392±0.0150, 
CrossSearchBayesianSkopt: Config 18 is suboptimal. Config: {'num_factors': 24, 'n_oversamples': 21, 'n_iter': 15, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045673±0.0015, PRECISION: 0.006680±0.0002, PRECISION_RECALL_MIN_DEN: 0.066796±0.0016, RECALL: 0.066796±0.0016, MAP: 0.032074±0.0008, MRR: 0.032074±0.0008, NDCG: 0.040209±0.0010, F1: 0.012145±0.0003, HIT_RATE: 0.066796±0.0016, ARHR: 0.032074±0.0008, RMSE: 0.939926±0.0013, NOVELTY: 0.005404±0.0000, AVERAGE_POPULARITY: 0.566533±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.915290±0.0004, DIVERSITY_HERFINDAHL: 0.991524±0.0000, COVERAGE_ITEM: 0.017497±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.357551±0.0037, SHANNON_ENTROPY: 7.270322±0.0038, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'num_factors': 11, 'n_oversamples': 22, 'n_iter': 20, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036053±0.0011, PRECISION: 0.005634±0.0002, PRECISION_RECALL_MIN_DEN: 0.056339±0.0016, RECALL: 0.056339±0.0016, MAP: 0.024304±0.0006, MRR: 0.024304±0.0006, NDCG: 0.031761±0.0008, F1: 0.010243±0.0003, HIT_RATE: 0.056339±0.0016, ARHR: 0.024304±0.0006, RMSE: 0.946372±0.0015, NOVELTY: 0.005374±0.0000, AVERAGE_POPULARITY: 0.590428±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.883920±0.0012, DIVERSITY_HERFINDAHL: 0.988387±0.0001, COVERAGE_ITEM: 0.010803±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.398647±0.0038, SHANNON_ENTROPY: 6.705274±0.0134, 
CrossSearchBayesianSkopt: New best config found. Config 20: {'num_factors': 37, 'n_oversamples': 25, 'n_iter': 15, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.049251±0.0009, PRECISION: 0.007096±0.0001, PRECISION_RECALL_MIN_DEN: 0.070965±0.0011, RECALL: 0.070965±0.0011, MAP: 0.034819±0.0005, MRR: 0.034819±0.0005, NDCG: 0.043301±0.0006, F1: 0.012903±0.0002, HIT_RATE: 0.070965±0.0011, ARHR: 0.034819±0.0005, RMSE: 0.938214±0.0010, NOVELTY: 0.005434±0.0000, AVERAGE_POPULARITY: 0.550771±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.926018±0.0009, DIVERSITY_HERFINDAHL: 0.992597±0.0001, COVERAGE_ITEM: 0.022017±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.338349±0.0025, SHANNON_ENTROPY: 7.522319±0.0096, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'num_factors': 15, 'n_oversamples': 6, 'n_iter': 2, 'feature_weighting': 'none'} - results: ROC_AUC: 0.013256±0.0007, PRECISION: 0.002444±0.0001, PRECISION_RECALL_MIN_DEN: 0.024445±0.0008, RECALL: 0.024445±0.0008, MAP: 0.008429±0.0007, MRR: 0.008429±0.0007, NDCG: 0.012094±0.0007, F1: 0.004444±0.0002, HIT_RATE: 0.024445±0.0008, ARHR: 0.008429±0.0007, RMSE: 0.983160±0.0002, NOVELTY: 0.005409±0.0000, AVERAGE_POPULARITY: 0.740998±0.0075, DIVERSITY_MEAN_INTER_LIST: 0.547556±0.0114, DIVERSITY_HERFINDAHL: 0.954753±0.0011, COVERAGE_ITEM: 0.105812±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.060111±0.0026, SHANNON_ENTROPY: 5.621192±0.0364, 
CrossSearchBayesianSkopt: New best config found. Config 22: {'num_factors': 43, 'n_oversamples': 3, 'n_iter': 9, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.049612±0.0010, PRECISION: 0.007100±0.0001, PRECISION_RECALL_MIN_DEN: 0.070999±0.0006, RECALL: 0.070999±0.0006, MAP: 0.035375±0.0007, MRR: 0.035375±0.0007, NDCG: 0.043738±0.0007, F1: 0.012909±0.0001, HIT_RATE: 0.070999±0.0006, ARHR: 0.035375±0.0007, RMSE: 0.936435±0.0010, NOVELTY: 0.005428±0.0000, AVERAGE_POPULARITY: 0.553239±0.0068, DIVERSITY_MEAN_INTER_LIST: 0.928033±0.0008, DIVERSITY_HERFINDAHL: 0.992798±0.0001, COVERAGE_ITEM: 0.024050±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.319027±0.0037, SHANNON_ENTROPY: 7.570643±0.0103, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'num_factors': 20, 'n_oversamples': 17, 'n_iter': 16, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.043614±0.0012, PRECISION: 0.006427±0.0001, PRECISION_RECALL_MIN_DEN: 0.064267±0.0012, RECALL: 0.064267±0.0012, MAP: 0.030396±0.0007, MRR: 0.030396±0.0007, NDCG: 0.038328±0.0008, F1: 0.011685±0.0002, HIT_RATE: 0.064267±0.0012, ARHR: 0.030396±0.0007, RMSE: 0.941302±0.0012, NOVELTY: 0.005409±0.0000, AVERAGE_POPULARITY: 0.563492±0.0064, DIVERSITY_MEAN_INTER_LIST: 0.911889±0.0007, DIVERSITY_HERFINDAHL: 0.991184±0.0001, COVERAGE_ITEM: 0.015518±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.380676±0.0034, SHANNON_ENTROPY: 7.184161±0.0121, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'num_factors': 46, 'n_oversamples': 5, 'n_iter': 14, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.009773±0.0006, PRECISION: 0.001862±0.0001, PRECISION_RECALL_MIN_DEN: 0.018624±0.0010, RECALL: 0.018624±0.0010, MAP: 0.005788±0.0004, MRR: 0.005788±0.0004, NDCG: 0.008732±0.0005, F1: 0.003386±0.0002, HIT_RATE: 0.018624±0.0010, ARHR: 0.005788±0.0004, RMSE: 0.962293±0.0002, NOVELTY: 0.006492±0.0000, AVERAGE_POPULARITY: 0.482480±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.796843±0.0054, DIVERSITY_HERFINDAHL: 0.979680±0.0005, COVERAGE_ITEM: 0.242001±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.169724±0.0017, SHANNON_ENTROPY: 8.220774±0.0176, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'num_factors': 36, 'n_oversamples': 29, 'n_iter': 15, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.008048±0.0004, PRECISION: 0.001641±0.0001, PRECISION_RECALL_MIN_DEN: 0.016414±0.0007, RECALL: 0.016414±0.0007, MAP: 0.004892±0.0002, MRR: 0.004892±0.0002, NDCG: 0.007511±0.0003, F1: 0.002984±0.0001, HIT_RATE: 0.016414±0.0007, ARHR: 0.004892±0.0002, RMSE: 0.964963±0.0002, NOVELTY: 0.006365±0.0000, AVERAGE_POPULARITY: 0.542841±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.678639±0.0036, DIVERSITY_HERFINDAHL: 0.967860±0.0004, COVERAGE_ITEM: 0.174977±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130118±0.0009, SHANNON_ENTROPY: 7.228426±0.0189, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'num_factors': 26, 'n_oversamples': 7, 'n_iter': 14, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.046504±0.0010, PRECISION: 0.006765±0.0002, PRECISION_RECALL_MIN_DEN: 0.067650±0.0015, RECALL: 0.067650±0.0015, MAP: 0.032656±0.0008, MRR: 0.032656±0.0008, NDCG: 0.040865±0.0009, F1: 0.012300±0.0003, HIT_RATE: 0.067650±0.0015, ARHR: 0.032656±0.0008, RMSE: 0.939345±0.0016, NOVELTY: 0.005401±0.0000, AVERAGE_POPULARITY: 0.568915±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.915433±0.0009, DIVERSITY_HERFINDAHL: 0.991538±0.0001, COVERAGE_ITEM: 0.018026±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.352359±0.0066, SHANNON_ENTROPY: 7.291212±0.0099, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'num_factors': 27, 'n_oversamples': 24, 'n_iter': 11, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.046945±0.0013, PRECISION: 0.006820±0.0001, PRECISION_RECALL_MIN_DEN: 0.068197±0.0011, RECALL: 0.068197±0.0011, MAP: 0.032951±0.0009, MRR: 0.032951±0.0009, NDCG: 0.041219±0.0010, F1: 0.012399±0.0002, HIT_RATE: 0.068197±0.0011, ARHR: 0.032951±0.0009, RMSE: 0.938487±0.0013, NOVELTY: 0.005409±0.0000, AVERAGE_POPULARITY: 0.564573±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.917806±0.0005, DIVERSITY_HERFINDAHL: 0.991775±0.0001, COVERAGE_ITEM: 0.018621±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.351922±0.0033, SHANNON_ENTROPY: 7.336259±0.0066, 
