SearchBayesianSkopt: New best config found. Config 0: {'topK': 483, 'shrink': 1572, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3221801120990497, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0692835, PRECISION: 0.0105096, PRECISION_RECALL_MIN_DEN: 0.0350319, RECALL: 0.0350319, MAP: 0.0176443, MRR: 0.0489287, NDCG: 0.0299088, F1: 0.0161686, HIT_RATE: 0.1050957, ARHR: 0.0508948, RMSE: 0.9014757, NOVELTY: 0.0064317, AVERAGE_POPULARITY: 0.1042006, DIVERSITY_MEAN_INTER_LIST: 0.9451828, DIVERSITY_HERFINDAHL: 0.9945137, COVERAGE_ITEM: 0.5485266, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1612111, SHANNON_ENTROPY: 10.1704343, 
SearchBayesianSkopt: New best config found. Config 11: {'topK': 12, 'shrink': 1049, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.003185036455134461, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1022445, PRECISION: 0.0162802, PRECISION_RECALL_MIN_DEN: 0.0542673, RECALL: 0.0542673, MAP: 0.0269828, MRR: 0.0731284, NDCG: 0.0456114, F1: 0.0250464, HIT_RATE: 0.1628019, ARHR: 0.0769557, RMSE: 0.9868659, NOVELTY: 0.0060994, AVERAGE_POPULARITY: 0.1905933, DIVERSITY_MEAN_INTER_LIST: 0.9233862, DIVERSITY_HERFINDAHL: 0.9923342, COVERAGE_ITEM: 0.5731819, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1489125, SHANNON_ENTROPY: 9.8270506, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 17, 'shrink': 1952, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.013696582762078083, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1017556, PRECISION: 0.0166514, PRECISION_RECALL_MIN_DEN: 0.0555047, RECALL: 0.0555047, MAP: 0.0269040, MRR: 0.0728132, NDCG: 0.0458730, F1: 0.0256175, HIT_RATE: 0.1665140, ARHR: 0.0766718, RMSE: 0.9866098, NOVELTY: 0.0059210, AVERAGE_POPULARITY: 0.2555552, DIVERSITY_MEAN_INTER_LIST: 0.9363328, DIVERSITY_HERFINDAHL: 0.9936288, COVERAGE_ITEM: 0.4668829, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1219782, SHANNON_ENTROPY: 9.5129638, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 6, 'shrink': 1944, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0026314520403962764, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0813714, PRECISION: 0.0127802, PRECISION_RECALL_MIN_DEN: 0.0426007, RECALL: 0.0426007, MAP: 0.0213102, MRR: 0.0583917, NDCG: 0.0360513, F1: 0.0196619, HIT_RATE: 0.1278022, ARHR: 0.0611199, RMSE: 0.9981265, NOVELTY: 0.0058836, AVERAGE_POPULARITY: 0.2914349, DIVERSITY_MEAN_INTER_LIST: 0.9256070, DIVERSITY_HERFINDAHL: 0.9925562, COVERAGE_ITEM: 0.4426061, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1209847, SHANNON_ENTROPY: 9.2226928, 
SearchBayesianSkopt: New best config found. Config 14: {'topK': 11, 'shrink': 1041, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.017203175301722554, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1026141, PRECISION: 0.0163911, PRECISION_RECALL_MIN_DEN: 0.0546369, RECALL: 0.0546369, MAP: 0.0272402, MRR: 0.0737685, NDCG: 0.0459781, F1: 0.0252170, HIT_RATE: 0.1639107, ARHR: 0.0776622, RMSE: 0.9869784, NOVELTY: 0.0061152, AVERAGE_POPULARITY: 0.1869105, DIVERSITY_MEAN_INTER_LIST: 0.9206175, DIVERSITY_HERFINDAHL: 0.9920573, COVERAGE_ITEM: 0.5748040, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1489650, SHANNON_ENTROPY: 9.8036935, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 490, 'shrink': 1014, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.049094142313452785, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0825776, PRECISION: 0.0137781, PRECISION_RECALL_MIN_DEN: 0.0459271, RECALL: 0.0459271, MAP: 0.0211967, MRR: 0.0582665, NDCG: 0.0369904, F1: 0.0211971, HIT_RATE: 0.1377814, ARHR: 0.0608775, RMSE: 0.9583874, NOVELTY: 0.0054600, AVERAGE_POPULARITY: 0.4541030, DIVERSITY_MEAN_INTER_LIST: 0.8952536, DIVERSITY_HERFINDAHL: 0.9895210, COVERAGE_ITEM: 0.2592593, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0643602, SHANNON_ENTROPY: 7.7978085, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1002344, PRECISION: 0.0154751, PRECISION_RECALL_MIN_DEN: 0.0515837, RECALL: 0.0515837, MAP: 0.0268037, MRR: 0.0725677, NDCG: 0.0445649, F1: 0.0238078, HIT_RATE: 0.1547510, ARHR: 0.0764050, RMSE: 0.9886908, NOVELTY: 0.0062742, AVERAGE_POPULARITY: 0.1468744, DIVERSITY_MEAN_INTER_LIST: 0.8777513, DIVERSITY_HERFINDAHL: 0.9877709, COVERAGE_ITEM: 0.5571776, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1517088, SHANNON_ENTROPY: 9.4494218, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 26, 'shrink': 1992, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.042683157416247404, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1010626, PRECISION: 0.0167285, PRECISION_RECALL_MIN_DEN: 0.0557618, RECALL: 0.0557618, MAP: 0.0266481, MRR: 0.0722071, NDCG: 0.0456903, F1: 0.0257362, HIT_RATE: 0.1672853, ARHR: 0.0759914, RMSE: 0.9851608, NOVELTY: 0.0058383, AVERAGE_POPULARITY: 0.2869050, DIVERSITY_MEAN_INTER_LIST: 0.9367103, DIVERSITY_HERFINDAHL: 0.9936665, COVERAGE_ITEM: 0.4163287, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1115596, SHANNON_ENTROPY: 9.2893023, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 18, 'shrink': 1045, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9317945455637577, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0795496, PRECISION: 0.0122113, PRECISION_RECALL_MIN_DEN: 0.0407045, RECALL: 0.0407045, MAP: 0.0207910, MRR: 0.0573576, NDCG: 0.0349721, F1: 0.0187867, HIT_RATE: 0.1221135, ARHR: 0.0598213, RMSE: 0.9945511, NOVELTY: 0.0057413, AVERAGE_POPULARITY: 0.2964557, DIVERSITY_MEAN_INTER_LIST: 0.9308272, DIVERSITY_HERFINDAHL: 0.9930782, COVERAGE_ITEM: 0.5002974, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1153408, SHANNON_ENTROPY: 9.2534447, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 445, 'shrink': 1042, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.005716579134722456, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0668209, PRECISION: 0.0108952, PRECISION_RECALL_MIN_DEN: 0.0363175, RECALL: 0.0363175, MAP: 0.0172217, MRR: 0.0479611, NDCG: 0.0298333, F1: 0.0167619, HIT_RATE: 0.1089524, ARHR: 0.0497812, RMSE: 0.9844571, NOVELTY: 0.0052899, AVERAGE_POPULARITY: 0.5518458, DIVERSITY_MEAN_INTER_LIST: 0.8093461, DIVERSITY_HERFINDAHL: 0.9809307, COVERAGE_ITEM: 0.2587186, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0455865, SHANNON_ENTROPY: 6.7878736, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 7, 'shrink': 1157, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04851667596137667, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0694246, PRECISION: 0.0115075, PRECISION_RECALL_MIN_DEN: 0.0383583, RECALL: 0.0383583, MAP: 0.0177784, MRR: 0.0485805, NDCG: 0.0309341, F1: 0.0177038, HIT_RATE: 0.1150750, ARHR: 0.0509039, RMSE: 0.9960613, NOVELTY: 0.0063963, AVERAGE_POPULARITY: 0.0618892, DIVERSITY_MEAN_INTER_LIST: 0.8906403, DIVERSITY_HERFINDAHL: 0.9890597, COVERAGE_ITEM: 0.7363071, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2841752, SHANNON_ENTROPY: 10.5542799, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0832791, PRECISION: 0.0132237, PRECISION_RECALL_MIN_DEN: 0.0440791, RECALL: 0.0440791, MAP: 0.0219395, MRR: 0.0601578, NDCG: 0.0371770, F1: 0.0203442, HIT_RATE: 0.1322374, ARHR: 0.0629427, RMSE: 0.9970147, NOVELTY: 0.0058863, AVERAGE_POPULARITY: 0.2841395, DIVERSITY_MEAN_INTER_LIST: 0.9257046, DIVERSITY_HERFINDAHL: 0.9925660, COVERAGE_ITEM: 0.4279535, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1209149, SHANNON_ENTROPY: 9.2393038, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0832791, PRECISION: 0.0132237, PRECISION_RECALL_MIN_DEN: 0.0440791, RECALL: 0.0440791, MAP: 0.0219395, MRR: 0.0601578, NDCG: 0.0371770, F1: 0.0203442, HIT_RATE: 0.1322374, ARHR: 0.0629427, RMSE: 0.9970147, NOVELTY: 0.0058863, AVERAGE_POPULARITY: 0.2841395, DIVERSITY_MEAN_INTER_LIST: 0.9257046, DIVERSITY_HERFINDAHL: 0.9925660, COVERAGE_ITEM: 0.4279535, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1209149, SHANNON_ENTROPY: 9.2393038, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 12, 'shrink': 1087, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9760950993367563, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0782406, PRECISION: 0.0120233, PRECISION_RECALL_MIN_DEN: 0.0400778, RECALL: 0.0400778, MAP: 0.0206087, MRR: 0.0568367, NDCG: 0.0345659, F1: 0.0184974, HIT_RATE: 0.1202333, ARHR: 0.0592879, RMSE: 0.9956258, NOVELTY: 0.0057785, AVERAGE_POPULARITY: 0.2825362, DIVERSITY_MEAN_INTER_LIST: 0.9303672, DIVERSITY_HERFINDAHL: 0.9930322, COVERAGE_ITEM: 0.4974858, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1217190, SHANNON_ENTROPY: 9.3341741, 
SearchBayesianSkopt: New best config found. Config 24: {'topK': 7, 'shrink': 1941, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0108400430856761, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1034546, PRECISION: 0.0166900, PRECISION_RECALL_MIN_DEN: 0.0556332, RECALL: 0.0556332, MAP: 0.0272908, MRR: 0.0737181, NDCG: 0.0463173, F1: 0.0256769, HIT_RATE: 0.1668997, ARHR: 0.0777065, RMSE: 0.9885933, NOVELTY: 0.0061033, AVERAGE_POPULARITY: 0.2033727, DIVERSITY_MEAN_INTER_LIST: 0.9206094, DIVERSITY_HERFINDAHL: 0.9920565, COVERAGE_ITEM: 0.5092728, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1378544, SHANNON_ENTROPY: 9.6332886, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 493, 'shrink': 1894, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9369179977571156, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0766534, PRECISION: 0.0119751, PRECISION_RECALL_MIN_DEN: 0.0399171, RECALL: 0.0399171, MAP: 0.0203751, MRR: 0.0564330, NDCG: 0.0342847, F1: 0.0184233, HIT_RATE: 0.1197512, ARHR: 0.0587422, RMSE: 0.9898490, NOVELTY: 0.0054192, AVERAGE_POPULARITY: 0.4664021, DIVERSITY_MEAN_INTER_LIST: 0.8744341, DIVERSITY_HERFINDAHL: 0.9874392, COVERAGE_ITEM: 0.3070560, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0594808, SHANNON_ENTROPY: 7.6020333, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 6, 'shrink': 1997, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.010849082976706727, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1032333, PRECISION: 0.0165309, PRECISION_RECALL_MIN_DEN: 0.0551029, RECALL: 0.0551029, MAP: 0.0272093, MRR: 0.0734213, NDCG: 0.0460613, F1: 0.0254321, HIT_RATE: 0.1653088, ARHR: 0.0774352, RMSE: 0.9889648, NOVELTY: 0.0061284, AVERAGE_POPULARITY: 0.1968034, DIVERSITY_MEAN_INTER_LIST: 0.9169402, DIVERSITY_HERFINDAHL: 0.9916896, COVERAGE_ITEM: 0.5106245, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1403039, SHANNON_ENTROPY: 9.6283086, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0832791, PRECISION: 0.0132237, PRECISION_RECALL_MIN_DEN: 0.0440791, RECALL: 0.0440791, MAP: 0.0219395, MRR: 0.0601578, NDCG: 0.0371770, F1: 0.0203442, HIT_RATE: 0.1322374, ARHR: 0.0629427, RMSE: 0.9970147, NOVELTY: 0.0058863, AVERAGE_POPULARITY: 0.2841395, DIVERSITY_MEAN_INTER_LIST: 0.9257046, DIVERSITY_HERFINDAHL: 0.9925660, COVERAGE_ITEM: 0.4279535, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1209149, SHANNON_ENTROPY: 9.2393038, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 8, 'shrink': 1996, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9734623694204918, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0561880, PRECISION: 0.0091886, PRECISION_RECALL_MIN_DEN: 0.0306288, RECALL: 0.0306288, MAP: 0.0144615, MRR: 0.0398966, NDCG: 0.0250385, F1: 0.0141364, HIT_RATE: 0.0918864, ARHR: 0.0415953, RMSE: 0.9971648, NOVELTY: 0.0065878, AVERAGE_POPULARITY: 0.0370487, DIVERSITY_MEAN_INTER_LIST: 0.9181540, DIVERSITY_HERFINDAHL: 0.9918110, COVERAGE_ITEM: 0.8739659, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3623997, SHANNON_ENTROPY: 11.3309033, 
SearchBayesianSkopt: New best config found. Config 29: {'topK': 10, 'shrink': 1056, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.026039165670822324, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1027753, PRECISION: 0.0163863, PRECISION_RECALL_MIN_DEN: 0.0546208, RECALL: 0.0546208, MAP: 0.0273002, MRR: 0.0738682, NDCG: 0.0460286, F1: 0.0252096, HIT_RATE: 0.1638625, ARHR: 0.0778025, RMSE: 0.9871682, NOVELTY: 0.0061338, AVERAGE_POPULARITY: 0.1835023, DIVERSITY_MEAN_INTER_LIST: 0.9175209, DIVERSITY_HERFINDAHL: 0.9917477, COVERAGE_ITEM: 0.5707489, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1486000, SHANNON_ENTROPY: 9.7709477, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0832791, PRECISION: 0.0132237, PRECISION_RECALL_MIN_DEN: 0.0440791, RECALL: 0.0440791, MAP: 0.0219395, MRR: 0.0601578, NDCG: 0.0371770, F1: 0.0203442, HIT_RATE: 0.1322374, ARHR: 0.0629427, RMSE: 0.9970147, NOVELTY: 0.0058863, AVERAGE_POPULARITY: 0.2841395, DIVERSITY_MEAN_INTER_LIST: 0.9257046, DIVERSITY_HERFINDAHL: 0.9925660, COVERAGE_ITEM: 0.4279535, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1209149, SHANNON_ENTROPY: 9.2393038, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0832791, PRECISION: 0.0132237, PRECISION_RECALL_MIN_DEN: 0.0440791, RECALL: 0.0440791, MAP: 0.0219395, MRR: 0.0601578, NDCG: 0.0371770, F1: 0.0203442, HIT_RATE: 0.1322374, ARHR: 0.0629427, RMSE: 0.9970147, NOVELTY: 0.0058863, AVERAGE_POPULARITY: 0.2841395, DIVERSITY_MEAN_INTER_LIST: 0.9257046, DIVERSITY_HERFINDAHL: 0.9925660, COVERAGE_ITEM: 0.4279535, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1209149, SHANNON_ENTROPY: 9.2393038, 
