SearchBayesianSkopt: New best config found. Config 0: {'topK': 805, 'shrink': 1005, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6799710443320492, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0319738, PRECISION: 0.0048743, PRECISION_RECALL_MIN_DEN: 0.0162476, RECALL: 0.0162476, MAP: 0.0083115, MRR: 0.0232525, NDCG: 0.0140191, F1: 0.0074989, HIT_RATE: 0.0487428, ARHR: 0.0240695, RMSE: 0.9100892, NOVELTY: 0.0045499, AVERAGE_POPULARITY: 0.0223671, DIVERSITY_MEAN_INTER_LIST: 0.9988739, DIVERSITY_HERFINDAHL: 0.9998812, COVERAGE_ITEM: 0.8922411, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5252351, SHANNON_ENTROPY: 13.4603221, 
SearchBayesianSkopt: New best config found. Config 11: {'topK': 739, 'shrink': 1477, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.828491234820997, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0882656, PRECISION: 0.0139556, PRECISION_RECALL_MIN_DEN: 0.0465188, RECALL: 0.0465188, MAP: 0.0223132, MRR: 0.0619352, NDCG: 0.0385102, F1: 0.0214702, HIT_RATE: 0.1395564, ARHR: 0.0643889, RMSE: 0.8390683, NOVELTY: 0.0067110, AVERAGE_POPULARITY: 0.0837551, DIVERSITY_MEAN_INTER_LIST: 0.9977850, DIVERSITY_HERFINDAHL: 0.9997723, COVERAGE_ITEM: 0.9409570, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4363535, SHANNON_ENTROPY: 13.1425085, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 805, 'shrink': 982, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5153068919100263, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0759064, PRECISION: 0.0120096, PRECISION_RECALL_MIN_DEN: 0.0400321, RECALL: 0.0400321, MAP: 0.0197054, MRR: 0.0546952, NDCG: 0.0336440, F1: 0.0184764, HIT_RATE: 0.1200964, ARHR: 0.0568634, RMSE: 0.9690012, NOVELTY: 0.0048499, AVERAGE_POPULARITY: 0.0931334, DIVERSITY_MEAN_INTER_LIST: 0.9968784, DIVERSITY_HERFINDAHL: 0.9996817, COVERAGE_ITEM: 0.8906732, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4388281, SHANNON_ENTROPY: 13.0285730, 
SearchBayesianSkopt: New best config found. Config 13: {'topK': 669, 'shrink': 1340, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7816774674260916, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0899200, PRECISION: 0.0144808, PRECISION_RECALL_MIN_DEN: 0.0482692, RECALL: 0.0482692, MAP: 0.0234824, MRR: 0.0652326, NDCG: 0.0402613, F1: 0.0222781, HIT_RATE: 0.1448076, ARHR: 0.0677905, RMSE: 0.8956467, NOVELTY: 0.0051979, AVERAGE_POPULARITY: 0.6892351, DIVERSITY_MEAN_INTER_LIST: 0.7765614, DIVERSITY_HERFINDAHL: 0.9776513, COVERAGE_ITEM: 0.3374966, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0596971, SHANNON_ENTROPY: 6.9578425, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 963, 'shrink': 570, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.793576004718125, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0363901, PRECISION: 0.0055786, PRECISION_RECALL_MIN_DEN: 0.0185952, RECALL: 0.0185952, MAP: 0.0089276, MRR: 0.0256792, NDCG: 0.0155563, F1: 0.0085824, HIT_RATE: 0.0557855, ARHR: 0.0262259, RMSE: 1.5644430, NOVELTY: 0.0069136, AVERAGE_POPULARITY: 0.0642273, DIVERSITY_MEAN_INTER_LIST: 0.9891777, DIVERSITY_HERFINDAHL: 0.9989117, COVERAGE_ITEM: 0.6685591, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2158341, SHANNON_ENTROPY: 11.3719265, 
SearchBayesianSkopt: New best config found. Config 15: {'topK': 513, 'shrink': 188, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8966840596402055, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1101410, PRECISION: 0.0172855, PRECISION_RECALL_MIN_DEN: 0.0576183, RECALL: 0.0576183, MAP: 0.0290354, MRR: 0.0794177, NDCG: 0.0489425, F1: 0.0265930, HIT_RATE: 0.1728548, ARHR: 0.0831843, RMSE: 0.8223699, NOVELTY: 0.0055795, AVERAGE_POPULARITY: 0.4793362, DIVERSITY_MEAN_INTER_LIST: 0.9352538, DIVERSITY_HERFINDAHL: 0.9935196, COVERAGE_ITEM: 0.4377940, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1043000, SHANNON_ENTROPY: 8.9867711, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 413, 'shrink': 1114, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1406530014431109, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0912024, PRECISION: 0.0141904, PRECISION_RECALL_MIN_DEN: 0.0473013, RECALL: 0.0473013, MAP: 0.0235856, MRR: 0.0648546, NDCG: 0.0399977, F1: 0.0218314, HIT_RATE: 0.1419040, ARHR: 0.0677380, RMSE: 0.9790510, NOVELTY: 0.0060930, AVERAGE_POPULARITY: 0.0851536, DIVERSITY_MEAN_INTER_LIST: 0.9975371, DIVERSITY_HERFINDAHL: 0.9997475, COVERAGE_ITEM: 0.9579886, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4746041, SHANNON_ENTROPY: 13.2185334, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 273, 'shrink': 932, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7386331713571747, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0789936, PRECISION: 0.0123000, PRECISION_RECALL_MIN_DEN: 0.0410000, RECALL: 0.0410000, MAP: 0.0206328, MRR: 0.0568484, NDCG: 0.0348706, F1: 0.0189231, HIT_RATE: 0.1229999, ARHR: 0.0593193, RMSE: 0.9804698, NOVELTY: 0.0051908, AVERAGE_POPULARITY: 0.0661762, DIVERSITY_MEAN_INTER_LIST: 0.9980129, DIVERSITY_HERFINDAHL: 0.9997951, COVERAGE_ITEM: 0.9303596, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4748619, SHANNON_ENTROPY: 13.2668630, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 519, 'shrink': 1191, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5588390465796937, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0683693, PRECISION: 0.0106320, PRECISION_RECALL_MIN_DEN: 0.0354400, RECALL: 0.0354400, MAP: 0.0171611, MRR: 0.0482223, NDCG: 0.0296143, F1: 0.0163569, HIT_RATE: 0.1063199, ARHR: 0.0498189, RMSE: 0.8461552, NOVELTY: 0.0066851, AVERAGE_POPULARITY: 0.1003424, DIVERSITY_MEAN_INTER_LIST: 0.9893838, DIVERSITY_HERFINDAHL: 0.9989323, COVERAGE_ITEM: 0.6209786, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2047232, SHANNON_ENTROPY: 11.2433020, 
SearchBayesianSkopt: New best config found. Config 19: {'topK': 15, 'shrink': 577, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8356215994872371, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1165276, PRECISION: 0.0181071, PRECISION_RECALL_MIN_DEN: 0.0603571, RECALL: 0.0603571, MAP: 0.0310768, MRR: 0.0848369, NDCG: 0.0519372, F1: 0.0278571, HIT_RATE: 0.1810712, ARHR: 0.0889386, RMSE: 0.9895949, NOVELTY: 0.0067138, AVERAGE_POPULARITY: 0.1465477, DIVERSITY_MEAN_INTER_LIST: 0.9949680, DIVERSITY_HERFINDAHL: 0.9994907, COVERAGE_ITEM: 0.8593674, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3638620, SHANNON_ENTROPY: 12.5272103, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0833764, PRECISION: 0.0135417, PRECISION_RECALL_MIN_DEN: 0.0451391, RECALL: 0.0451391, MAP: 0.0215934, MRR: 0.0604467, NDCG: 0.0373276, F1: 0.0208334, HIT_RATE: 0.1354173, ARHR: 0.0625750, RMSE: 0.9825778, NOVELTY: 0.0051349, AVERAGE_POPULARITY: 0.7383344, DIVERSITY_MEAN_INTER_LIST: 0.6981791, DIVERSITY_HERFINDAHL: 0.9698136, COVERAGE_ITEM: 0.2945120, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0492049, SHANNON_ENTROPY: 6.3484054, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0000618, PRECISION: 0.0000062, PRECISION_RECALL_MIN_DEN: 0.0000206, RECALL: 0.0000206, MAP: 0.0000206, MRR: 0.0000618, NDCG: 0.0000290, F1: 0.0000095, HIT_RATE: 0.0000618, ARHR: 0.0000618, RMSE: 1.8681859, NOVELTY: 0.0000560, AVERAGE_POPULARITY: 0.0000110, DIVERSITY_MEAN_INTER_LIST: 0.9881187, DIVERSITY_HERFINDAHL: 0.9988058, COVERAGE_ITEM: 0.2012436, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3028713, SHANNON_ENTROPY: 10.4988032, 
SearchBayesianSkopt: New best config found. Config 22: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1212929, PRECISION: 0.0190091, PRECISION_RECALL_MIN_DEN: 0.0633636, RECALL: 0.0633636, MAP: 0.0324280, MRR: 0.0886549, NDCG: 0.0543228, F1: 0.0292447, HIT_RATE: 0.1900908, ARHR: 0.0928800, RMSE: 0.9965420, NOVELTY: 0.0065439, AVERAGE_POPULARITY: 0.1682694, DIVERSITY_MEAN_INTER_LIST: 0.9916051, DIVERSITY_HERFINDAHL: 0.9991544, COVERAGE_ITEM: 0.8102730, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3174301, SHANNON_ENTROPY: 12.1169705, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1000, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0854172, PRECISION: 0.0143016, PRECISION_RECALL_MIN_DEN: 0.0476720, RECALL: 0.0476720, MAP: 0.0217308, MRR: 0.0607582, NDCG: 0.0382605, F1: 0.0220025, HIT_RATE: 0.1430160, ARHR: 0.0629226, RMSE: 0.9767709, NOVELTY: 0.0054058, AVERAGE_POPULARITY: 0.6456380, DIVERSITY_MEAN_INTER_LIST: 0.8129415, DIVERSITY_HERFINDAHL: 0.9812891, COVERAGE_ITEM: 0.5299811, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0946889, SHANNON_ENTROPY: 7.6540315, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0118489, PRECISION: 0.0014085, PRECISION_RECALL_MIN_DEN: 0.0046951, RECALL: 0.0046951, MAP: 0.0034288, MRR: 0.0101422, NDCG: 0.0052271, F1: 0.0021670, HIT_RATE: 0.0140854, ARHR: 0.0102142, RMSE: 1.0165983, NOVELTY: 0.0062693, AVERAGE_POPULARITY: 0.0101369, DIVERSITY_MEAN_INTER_LIST: 0.4604015, DIVERSITY_HERFINDAHL: 0.9460373, COVERAGE_ITEM: 0.5143552, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1005343, SHANNON_ENTROPY: 5.9018583, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 1000, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1014242, PRECISION: 0.0157966, PRECISION_RECALL_MIN_DEN: 0.0526554, RECALL: 0.0526554, MAP: 0.0268124, MRR: 0.0741125, NDCG: 0.0451380, F1: 0.0243025, HIT_RATE: 0.1579663, ARHR: 0.0772172, RMSE: 0.9818397, NOVELTY: 0.0054241, AVERAGE_POPULARITY: 0.5495092, DIVERSITY_MEAN_INTER_LIST: 0.8954448, DIVERSITY_HERFINDAHL: 0.9895389, COVERAGE_ITEM: 0.4047040, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0832779, SHANNON_ENTROPY: 8.2284455, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 80, 'shrink': 522, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1020563, PRECISION: 0.0163897, PRECISION_RECALL_MIN_DEN: 0.0546323, RECALL: 0.0546323, MAP: 0.0265004, MRR: 0.0731862, NDCG: 0.0454280, F1: 0.0252149, HIT_RATE: 0.1638970, ARHR: 0.0762826, RMSE: 0.9820618, NOVELTY: 0.0054429, AVERAGE_POPULARITY: 0.5598812, DIVERSITY_MEAN_INTER_LIST: 0.9107676, DIVERSITY_HERFINDAHL: 0.9910711, COVERAGE_ITEM: 0.3871317, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0898829, SHANNON_ENTROPY: 8.4440633, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9383866944684964, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1199438, PRECISION: 0.0186631, PRECISION_RECALL_MIN_DEN: 0.0622104, RECALL: 0.0622104, MAP: 0.0321614, MRR: 0.0878893, NDCG: 0.0536679, F1: 0.0287125, HIT_RATE: 0.1866312, ARHR: 0.0920894, RMSE: 0.9965886, NOVELTY: 0.0065323, AVERAGE_POPULARITY: 0.1606911, DIVERSITY_MEAN_INTER_LIST: 0.9913968, DIVERSITY_HERFINDAHL: 0.9991336, COVERAGE_ITEM: 0.8128683, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3202553, SHANNON_ENTROPY: 12.1294325, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 5, 'shrink': 710, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1123057, PRECISION: 0.0179403, PRECISION_RECALL_MIN_DEN: 0.0598011, RECALL: 0.0598011, MAP: 0.0295052, MRR: 0.0804092, NDCG: 0.0500894, F1: 0.0276005, HIT_RATE: 0.1794032, ARHR: 0.0843932, RMSE: 0.9726097, NOVELTY: 0.0058336, AVERAGE_POPULARITY: 0.3563498, DIVERSITY_MEAN_INTER_LIST: 0.9760737, DIVERSITY_HERFINDAHL: 0.9976013, COVERAGE_ITEM: 0.4323331, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1402673, SHANNON_ENTROPY: 10.0099707, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1092214, PRECISION: 0.0174461, PRECISION_RECALL_MIN_DEN: 0.0581537, RECALL: 0.0581537, MAP: 0.0287227, MRR: 0.0785292, NDCG: 0.0487747, F1: 0.0268402, HIT_RATE: 0.1744610, ARHR: 0.0822825, RMSE: 0.9970956, NOVELTY: 0.0058394, AVERAGE_POPULARITY: 0.3564908, DIVERSITY_MEAN_INTER_LIST: 0.9746895, DIVERSITY_HERFINDAHL: 0.9974629, COVERAGE_ITEM: 0.4441200, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1414032, SHANNON_ENTROPY: 10.0020566, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 1013, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1130994, PRECISION: 0.0175264, PRECISION_RECALL_MIN_DEN: 0.0584214, RECALL: 0.0584214, MAP: 0.0302878, MRR: 0.0829360, NDCG: 0.0505081, F1: 0.0269637, HIT_RATE: 0.1752641, ARHR: 0.0867990, RMSE: 0.9954139, NOVELTY: 0.0065151, AVERAGE_POPULARITY: 0.1367618, DIVERSITY_MEAN_INTER_LIST: 0.9946329, DIVERSITY_HERFINDAHL: 0.9994572, COVERAGE_ITEM: 0.9045688, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3809616, SHANNON_ENTROPY: 12.5997892, 
