SearchBayesianSkopt: New best config found. Config 0: {'topK': 972, 'shrink': 1867, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.292653443213929, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0794353, PRECISION: 0.0126398, PRECISION_RECALL_MIN_DEN: 0.0421326, RECALL: 0.0421326, MAP: 0.0202192, MRR: 0.0567666, NDCG: 0.0349644, F1: 0.0194458, HIT_RATE: 0.1263977, ARHR: 0.0586821, RMSE: 0.9566554, NOVELTY: 0.0052461, AVERAGE_POPULARITY: 0.6340007, DIVERSITY_MEAN_INTER_LIST: 0.8800707, DIVERSITY_HERFINDAHL: 0.9880016, COVERAGE_ITEM: 0.1880508, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0641178, SHANNON_ENTROPY: 7.5034799, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 1086, 'shrink': 929, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6048400689689416, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1042971, PRECISION: 0.0169766, PRECISION_RECALL_MIN_DEN: 0.0565886, RECALL: 0.0565886, MAP: 0.0272015, MRR: 0.0750807, NDCG: 0.0467668, F1: 0.0261178, HIT_RATE: 0.1697659, ARHR: 0.0782841, RMSE: 1.1022981, NOVELTY: 0.0052826, AVERAGE_POPULARITY: 0.6352335, DIVERSITY_MEAN_INTER_LIST: 0.8663087, DIVERSITY_HERFINDAHL: 0.9866255, COVERAGE_ITEM: 0.2393079, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0689803, SHANNON_ENTROPY: 7.6265110, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 1757, 'shrink': 959, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8488579624151857, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0945688, PRECISION: 0.0151109, PRECISION_RECALL_MIN_DEN: 0.0503696, RECALL: 0.0503696, MAP: 0.0246704, MRR: 0.0684968, NDCG: 0.0421848, F1: 0.0232475, HIT_RATE: 0.1511089, ARHR: 0.0712047, RMSE: 1.4240287, NOVELTY: 0.0054364, AVERAGE_POPULARITY: 0.5873135, DIVERSITY_MEAN_INTER_LIST: 0.8817013, DIVERSITY_HERFINDAHL: 0.9881647, COVERAGE_ITEM: 0.3426872, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0964757, SHANNON_ENTROPY: 8.1882065, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1006, 'shrink': 271, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1541328182352488, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0892545, PRECISION: 0.0144128, PRECISION_RECALL_MIN_DEN: 0.0480427, RECALL: 0.0480427, MAP: 0.0231276, MRR: 0.0639896, NDCG: 0.0397741, F1: 0.0221735, HIT_RATE: 0.1441280, ARHR: 0.0666257, RMSE: 1.3960365, NOVELTY: 0.0056833, AVERAGE_POPULARITY: 0.5021810, DIVERSITY_MEAN_INTER_LIST: 0.9230050, DIVERSITY_HERFINDAHL: 0.9922948, COVERAGE_ITEM: 0.3901595, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1439581, SHANNON_ENTROPY: 9.1049497, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 916, 'shrink': 557, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2838332401059538, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0901725, PRECISION: 0.0149997, PRECISION_RECALL_MIN_DEN: 0.0499990, RECALL: 0.0499990, MAP: 0.0235212, MRR: 0.0653610, NDCG: 0.0408282, F1: 0.0230764, HIT_RATE: 0.1499969, ARHR: 0.0679195, RMSE: 0.8594599, NOVELTY: 0.0050703, AVERAGE_POPULARITY: 0.7379965, DIVERSITY_MEAN_INTER_LIST: 0.7703475, DIVERSITY_HERFINDAHL: 0.9770300, COVERAGE_ITEM: 0.0822384, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0554484, SHANNON_ENTROPY: 6.3550312, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1026, 'shrink': 874, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5361449360480385, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1049143, PRECISION: 0.0172052, PRECISION_RECALL_MIN_DEN: 0.0573505, RECALL: 0.0573505, MAP: 0.0276222, MRR: 0.0760439, NDCG: 0.0473972, F1: 0.0264695, HIT_RATE: 0.1720516, ARHR: 0.0793843, RMSE: 0.8570881, NOVELTY: 0.0052582, AVERAGE_POPULARITY: 0.6461542, DIVERSITY_MEAN_INTER_LIST: 0.8614364, DIVERSITY_HERFINDAHL: 0.9861383, COVERAGE_ITEM: 0.2311436, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0627630, SHANNON_ENTROPY: 7.4686741, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 761, 'shrink': 62, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3418577730487284, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0849141, PRECISION: 0.0141904, PRECISION_RECALL_MIN_DEN: 0.0473013, RECALL: 0.0473013, MAP: 0.0219071, MRR: 0.0608122, NDCG: 0.0382577, F1: 0.0218314, HIT_RATE: 0.1419040, ARHR: 0.0632194, RMSE: 0.8334466, NOVELTY: 0.0051032, AVERAGE_POPULARITY: 0.7155578, DIVERSITY_MEAN_INTER_LIST: 0.8003411, DIVERSITY_HERFINDAHL: 0.9800292, COVERAGE_ITEM: 0.0953231, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0588409, SHANNON_ENTROPY: 6.6043038, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 1934, 'shrink': 639, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.544045912455013, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0871247, PRECISION: 0.0144004, PRECISION_RECALL_MIN_DEN: 0.0480015, RECALL: 0.0480015, MAP: 0.0225849, MRR: 0.0631402, NDCG: 0.0392731, F1: 0.0221545, HIT_RATE: 0.1440044, ARHR: 0.0654113, RMSE: 0.8304810, NOVELTY: 0.0050047, AVERAGE_POPULARITY: 0.7814949, DIVERSITY_MEAN_INTER_LIST: 0.6973237, DIVERSITY_HERFINDAHL: 0.9697281, COVERAGE_ITEM: 0.0457962, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0574287, SHANNON_ENTROPY: 5.7637412, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 1456, 'shrink': 992, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6723524723988704, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0803504, PRECISION: 0.0130846, PRECISION_RECALL_MIN_DEN: 0.0436152, RECALL: 0.0436152, MAP: 0.0203179, MRR: 0.0572228, NDCG: 0.0355613, F1: 0.0201301, HIT_RATE: 0.1308457, ARHR: 0.0590650, RMSE: 0.9051796, NOVELTY: 0.0051366, AVERAGE_POPULARITY: 0.6897843, DIVERSITY_MEAN_INTER_LIST: 0.8336062, DIVERSITY_HERFINDAHL: 0.9833555, COVERAGE_ITEM: 0.1087321, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0582952, SHANNON_ENTROPY: 6.8445584, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 1814, 'shrink': 813, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8013078342306195, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1031970, PRECISION: 0.0167357, PRECISION_RECALL_MIN_DEN: 0.0557855, RECALL: 0.0557855, MAP: 0.0271256, MRR: 0.0746873, NDCG: 0.0463934, F1: 0.0257472, HIT_RATE: 0.1673565, ARHR: 0.0779646, RMSE: 1.3638886, NOVELTY: 0.0051954, AVERAGE_POPULARITY: 0.6780801, DIVERSITY_MEAN_INTER_LIST: 0.8286045, DIVERSITY_HERFINDAHL: 0.9828553, COVERAGE_ITEM: 0.1898892, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0579196, SHANNON_ENTROPY: 7.1171670, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1022081, PRECISION: 0.0167604, PRECISION_RECALL_MIN_DEN: 0.0558679, RECALL: 0.0558679, MAP: 0.0265042, MRR: 0.0729918, NDCG: 0.0457764, F1: 0.0257852, HIT_RATE: 0.1676036, ARHR: 0.0761888, RMSE: 2.9044995, NOVELTY: 0.0053835, AVERAGE_POPULARITY: 0.5869127, DIVERSITY_MEAN_INTER_LIST: 0.9021279, DIVERSITY_HERFINDAHL: 0.9902072, COVERAGE_ITEM: 0.2777507, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0808223, SHANNON_ENTROPY: 8.1227982, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 2000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1040235, PRECISION: 0.0169148, PRECISION_RECALL_MIN_DEN: 0.0563827, RECALL: 0.0563827, MAP: 0.0269912, MRR: 0.0745166, NDCG: 0.0464914, F1: 0.0260228, HIT_RATE: 0.1691481, ARHR: 0.0776803, RMSE: 0.7755871, NOVELTY: 0.0051545, AVERAGE_POPULARITY: 0.6982638, DIVERSITY_MEAN_INTER_LIST: 0.8108736, DIVERSITY_HERFINDAHL: 0.9810823, COVERAGE_ITEM: 0.1603136, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0520159, SHANNON_ENTROPY: 6.8475908, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0027697, PRECISION: 0.0004695, PRECISION_RECALL_MIN_DEN: 0.0015650, RECALL: 0.0015650, MAP: 0.0006866, MRR: 0.0019413, NDCG: 0.0012309, F1: 0.0007223, HIT_RATE: 0.0046951, ARHR: 0.0020006, RMSE: 1.0172997, NOVELTY: 0.0061202, AVERAGE_POPULARITY: 0.0163124, DIVERSITY_MEAN_INTER_LIST: 0.4189943, DIVERSITY_HERFINDAHL: 0.9418968, COVERAGE_ITEM: 0.3924845, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0572504, SHANNON_ENTROPY: 5.1725565, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 2000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1046381, PRECISION: 0.0168345, PRECISION_RECALL_MIN_DEN: 0.0561150, RECALL: 0.0561150, MAP: 0.0273233, MRR: 0.0753406, NDCG: 0.0467446, F1: 0.0258992, HIT_RATE: 0.1683450, ARHR: 0.0785872, RMSE: 0.8156555, NOVELTY: 0.0051789, AVERAGE_POPULARITY: 0.6881533, DIVERSITY_MEAN_INTER_LIST: 0.8188425, DIVERSITY_HERFINDAHL: 0.9818792, COVERAGE_ITEM: 0.1871857, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0538959, SHANNON_ENTROPY: 6.9867108, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 1161, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0894211, PRECISION: 0.0143325, PRECISION_RECALL_MIN_DEN: 0.0477750, RECALL: 0.0477750, MAP: 0.0233279, MRR: 0.0648763, NDCG: 0.0399513, F1: 0.0220500, HIT_RATE: 0.1433249, ARHR: 0.0673926, RMSE: 1.0836799, NOVELTY: 0.0056451, AVERAGE_POPULARITY: 0.5221067, DIVERSITY_MEAN_INTER_LIST: 0.9161517, DIVERSITY_HERFINDAHL: 0.9916095, COVERAGE_ITEM: 0.4197351, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1373077, SHANNON_ENTROPY: 9.0069083, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 2000, 'shrink': 1372, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0023926627857078224, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0792994, PRECISION: 0.0131649, PRECISION_RECALL_MIN_DEN: 0.0438830, RECALL: 0.0438830, MAP: 0.0198063, MRR: 0.0556768, NDCG: 0.0350827, F1: 0.0202537, HIT_RATE: 0.1316489, ARHR: 0.0575139, RMSE: 0.9431026, NOVELTY: 0.0050771, AVERAGE_POPULARITY: 0.7234765, DIVERSITY_MEAN_INTER_LIST: 0.7989417, DIVERSITY_HERFINDAHL: 0.9798892, COVERAGE_ITEM: 0.0606110, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0637752, SHANNON_ENTROPY: 6.3695737, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1605, 'shrink': 1954, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.015011068352522864, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1054318, PRECISION: 0.0172113, PRECISION_RECALL_MIN_DEN: 0.0573711, RECALL: 0.0573711, MAP: 0.0276311, MRR: 0.0756647, NDCG: 0.0473691, F1: 0.0264790, HIT_RATE: 0.1721134, ARHR: 0.0792055, RMSE: 0.7896596, NOVELTY: 0.0052579, AVERAGE_POPULARITY: 0.6512536, DIVERSITY_MEAN_INTER_LIST: 0.8503048, DIVERSITY_HERFINDAHL: 0.9850252, COVERAGE_ITEM: 0.2489862, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0613170, SHANNON_ENTROPY: 7.3786249, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1441, 'shrink': 771, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.00780536323619452, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0843418, PRECISION: 0.0139865, PRECISION_RECALL_MIN_DEN: 0.0466218, RECALL: 0.0466218, MAP: 0.0215532, MRR: 0.0605350, NDCG: 0.0377818, F1: 0.0215177, HIT_RATE: 0.1398653, ARHR: 0.0625567, RMSE: 0.8204890, NOVELTY: 0.0050371, AVERAGE_POPULARITY: 0.7618029, DIVERSITY_MEAN_INTER_LIST: 0.7205565, DIVERSITY_HERFINDAHL: 0.9720512, COVERAGE_ITEM: 0.0742903, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0505883, SHANNON_ENTROPY: 6.0536100, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1982, 'shrink': 1988, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9363183524115257, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0870189, PRECISION: 0.0141224, PRECISION_RECALL_MIN_DEN: 0.0470748, RECALL: 0.0470748, MAP: 0.0226439, MRR: 0.0633102, NDCG: 0.0390395, F1: 0.0217268, HIT_RATE: 0.1412244, ARHR: 0.0655802, RMSE: 0.9261249, NOVELTY: 0.0051143, AVERAGE_POPULARITY: 0.7174367, DIVERSITY_MEAN_INTER_LIST: 0.7789228, DIVERSITY_HERFINDAHL: 0.9778875, COVERAGE_ITEM: 0.1376588, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0518765, SHANNON_ENTROPY: 6.6237343, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1416, 'shrink': 1924, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9914687606100026, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1019156, PRECISION: 0.0166986, PRECISION_RECALL_MIN_DEN: 0.0556620, RECALL: 0.0556620, MAP: 0.0266969, MRR: 0.0734048, NDCG: 0.0458770, F1: 0.0256901, HIT_RATE: 0.1669859, ARHR: 0.0766709, RMSE: 0.7962909, NOVELTY: 0.0052445, AVERAGE_POPULARITY: 0.6506280, DIVERSITY_MEAN_INTER_LIST: 0.8508147, DIVERSITY_HERFINDAHL: 0.9850762, COVERAGE_ITEM: 0.2191403, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0612123, SHANNON_ENTROPY: 7.3374524, 
