SearchBayesianSkopt: New best config found. Config 0: {'topK': 972, 'shrink': 1867, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0732614, PRECISION: 0.0124606, PRECISION_RECALL_MIN_DEN: 0.0415354, RECALL: 0.0415354, MAP: 0.0185773, MRR: 0.0523320, NDCG: 0.0330112, F1: 0.0191702, HIT_RATE: 0.1246062, ARHR: 0.0540056, RMSE: 0.9904712, NOVELTY: 0.0050722, AVERAGE_POPULARITY: 0.7277028, DIVERSITY_MEAN_INTER_LIST: 0.7976875, DIVERSITY_HERFINDAHL: 0.9797638, COVERAGE_ITEM: 0.0740741, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0574522, SHANNON_ENTROPY: 6.4251215, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1708, 'shrink': 220, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0721749, PRECISION: 0.0121950, PRECISION_RECALL_MIN_DEN: 0.0406499, RECALL: 0.0406499, MAP: 0.0179305, MRR: 0.0506527, NDCG: 0.0320822, F1: 0.0187615, HIT_RATE: 0.1219497, ARHR: 0.0522003, RMSE: 0.9191447, NOVELTY: 0.0050009, AVERAGE_POPULARITY: 0.7785261, DIVERSITY_MEAN_INTER_LIST: 0.7163467, DIVERSITY_HERFINDAHL: 0.9716302, COVERAGE_ITEM: 0.0341714, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0705644, SHANNON_ENTROPY: 5.7734282, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 282, 'shrink': 868, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0679107, PRECISION: 0.0111077, PRECISION_RECALL_MIN_DEN: 0.0370256, RECALL: 0.0370256, MAP: 0.0169024, MRR: 0.0479765, NDCG: 0.0298898, F1: 0.0170887, HIT_RATE: 0.1110768, ARHR: 0.0493284, RMSE: 0.9924817, NOVELTY: 0.0053882, AVERAGE_POPULARITY: 0.5589818, DIVERSITY_MEAN_INTER_LIST: 0.9257760, DIVERSITY_HERFINDAHL: 0.9925719, COVERAGE_ITEM: 0.2437956, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0892150, SHANNON_ENTROPY: 8.3684134, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 926, 'shrink': 1814, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0735288, PRECISION: 0.0123556, PRECISION_RECALL_MIN_DEN: 0.0411853, RECALL: 0.0411853, MAP: 0.0184765, MRR: 0.0522203, NDCG: 0.0328351, F1: 0.0190086, HIT_RATE: 0.1235559, ARHR: 0.0537956, RMSE: 0.9905465, NOVELTY: 0.0050791, AVERAGE_POPULARITY: 0.7231486, DIVERSITY_MEAN_INTER_LIST: 0.8032819, DIVERSITY_HERFINDAHL: 0.9803232, COVERAGE_ITEM: 0.0782374, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0571675, SHANNON_ENTROPY: 6.4800771, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 542, 'shrink': 1023, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0738661, PRECISION: 0.0123865, PRECISION_RECALL_MIN_DEN: 0.0412883, RECALL: 0.0412883, MAP: 0.0185267, MRR: 0.0522966, NDCG: 0.0329124, F1: 0.0190561, HIT_RATE: 0.1238648, ARHR: 0.0539118, RMSE: 0.9892974, NOVELTY: 0.0051777, AVERAGE_POPULARITY: 0.6622071, DIVERSITY_MEAN_INTER_LIST: 0.8648626, DIVERSITY_HERFINDAHL: 0.9864809, COVERAGE_ITEM: 0.1290619, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0640884, SHANNON_ENTROPY: 7.1976455, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 843, 'shrink': 1084, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0737866, PRECISION: 0.0124050, PRECISION_RECALL_MIN_DEN: 0.0413501, RECALL: 0.0413501, MAP: 0.0184675, MRR: 0.0522258, NDCG: 0.0328842, F1: 0.0190846, HIT_RATE: 0.1240502, ARHR: 0.0537848, RMSE: 0.9858735, NOVELTY: 0.0050933, AVERAGE_POPULARITY: 0.7137151, DIVERSITY_MEAN_INTER_LIST: 0.8146538, DIVERSITY_HERFINDAHL: 0.9814603, COVERAGE_ITEM: 0.0858610, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0573822, SHANNON_ENTROPY: 6.5924952, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 1999, 'shrink': 9, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0709334, PRECISION: 0.0121332, PRECISION_RECALL_MIN_DEN: 0.0404440, RECALL: 0.0404440, MAP: 0.0174284, MRR: 0.0493412, NDCG: 0.0315036, F1: 0.0186665, HIT_RATE: 0.1213319, ARHR: 0.0507907, RMSE: 0.8196241, NOVELTY: 0.0049885, AVERAGE_POPULARITY: 0.7870518, DIVERSITY_MEAN_INTER_LIST: 0.7048119, DIVERSITY_HERFINDAHL: 0.9704768, COVERAGE_ITEM: 0.0253582, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0832099, SHANNON_ENTROPY: 5.6330132, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 23, 'shrink': 17, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0366453, PRECISION: 0.0059554, PRECISION_RECALL_MIN_DEN: 0.0198513, RECALL: 0.0198513, MAP: 0.0086990, MRR: 0.0250580, NDCG: 0.0157112, F1: 0.0091621, HIT_RATE: 0.0595540, ARHR: 0.0255638, RMSE: 0.9881721, NOVELTY: 0.0061229, AVERAGE_POPULARITY: 0.2873716, DIVERSITY_MEAN_INTER_LIST: 0.9866555, DIVERSITY_HERFINDAHL: 0.9986595, COVERAGE_ITEM: 0.5080833, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2094858, SHANNON_ENTROPY: 10.9493079, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 1984, 'shrink': 1982, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0708307, PRECISION: 0.0118861, PRECISION_RECALL_MIN_DEN: 0.0396203, RECALL: 0.0396203, MAP: 0.0174039, MRR: 0.0493783, NDCG: 0.0312401, F1: 0.0182863, HIT_RATE: 0.1188608, ARHR: 0.0507783, RMSE: 0.9854855, NOVELTY: 0.0049871, AVERAGE_POPULARITY: 0.7892926, DIVERSITY_MEAN_INTER_LIST: 0.6928912, DIVERSITY_HERFINDAHL: 0.9692848, COVERAGE_ITEM: 0.0290349, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0739138, SHANNON_ENTROPY: 5.6207696, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1996, 'shrink': 1998, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0708474, PRECISION: 0.0118552, PRECISION_RECALL_MIN_DEN: 0.0395173, RECALL: 0.0395173, MAP: 0.0174187, MRR: 0.0493891, NDCG: 0.0312193, F1: 0.0182388, HIT_RATE: 0.1185519, ARHR: 0.0508063, RMSE: 0.9855424, NOVELTY: 0.0049865, AVERAGE_POPULARITY: 0.7898004, DIVERSITY_MEAN_INTER_LIST: 0.6917311, DIVERSITY_HERFINDAHL: 0.9691688, COVERAGE_ITEM: 0.0288727, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0739377, SHANNON_ENTROPY: 5.6138318, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 1986, 'shrink': 26, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0712363, PRECISION: 0.0122011, PRECISION_RECALL_MIN_DEN: 0.0406705, RECALL: 0.0406705, MAP: 0.0175756, MRR: 0.0496166, NDCG: 0.0317004, F1: 0.0187710, HIT_RATE: 0.1220115, ARHR: 0.0511417, RMSE: 0.8186755, NOVELTY: 0.0049867, AVERAGE_POPULARITY: 0.7889944, DIVERSITY_MEAN_INTER_LIST: 0.6985215, DIVERSITY_HERFINDAHL: 0.9698478, COVERAGE_ITEM: 0.0261152, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0802310, SHANNON_ENTROPY: 5.6139221, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 1990, 'shrink': 1946, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0707711, PRECISION: 0.0118675, PRECISION_RECALL_MIN_DEN: 0.0395585, RECALL: 0.0395585, MAP: 0.0173954, MRR: 0.0493717, NDCG: 0.0312153, F1: 0.0182578, HIT_RATE: 0.1186755, ARHR: 0.0507622, RMSE: 0.9852081, NOVELTY: 0.0049869, AVERAGE_POPULARITY: 0.7895067, DIVERSITY_MEAN_INTER_LIST: 0.6924320, DIVERSITY_HERFINDAHL: 0.9692389, COVERAGE_ITEM: 0.0290349, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0737663, SHANNON_ENTROPY: 5.6179476, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1994, 'shrink': 22, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0714745, PRECISION: 0.0122506, PRECISION_RECALL_MIN_DEN: 0.0408352, RECALL: 0.0408352, MAP: 0.0176339, MRR: 0.0499141, NDCG: 0.0318356, F1: 0.0188470, HIT_RATE: 0.1225057, ARHR: 0.0513798, RMSE: 0.8169828, NOVELTY: 0.0049865, AVERAGE_POPULARITY: 0.7891321, DIVERSITY_MEAN_INTER_LIST: 0.6984322, DIVERSITY_HERFINDAHL: 0.9698389, COVERAGE_ITEM: 0.0255745, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0816143, SHANNON_ENTROPY: 5.6104997, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1990, 'shrink': 1999, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0707604, PRECISION: 0.0118675, PRECISION_RECALL_MIN_DEN: 0.0395585, RECALL: 0.0395585, MAP: 0.0173938, MRR: 0.0493686, NDCG: 0.0312136, F1: 0.0182578, HIT_RATE: 0.1186755, ARHR: 0.0507583, RMSE: 0.9855755, NOVELTY: 0.0049868, AVERAGE_POPULARITY: 0.7895164, DIVERSITY_MEAN_INTER_LIST: 0.6924116, DIVERSITY_HERFINDAHL: 0.9692369, COVERAGE_ITEM: 0.0290349, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0737586, SHANNON_ENTROPY: 5.6178095, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 8, 'shrink': 1959, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0124095, PRECISION: 0.0021993, PRECISION_RECALL_MIN_DEN: 0.0073310, RECALL: 0.0073310, MAP: 0.0026579, MRR: 0.0076921, NDCG: 0.0052144, F1: 0.0033835, HIT_RATE: 0.0219930, ARHR: 0.0078277, RMSE: 0.9998068, NOVELTY: 0.0065561, AVERAGE_POPULARITY: 0.1408181, DIVERSITY_MEAN_INTER_LIST: 0.9519674, DIVERSITY_HERFINDAHL: 0.9951909, COVERAGE_ITEM: 0.5778318, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2681525, SHANNON_ENTROPY: 10.9674305, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1418, 'shrink': 1, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0715675, PRECISION: 0.0121270, PRECISION_RECALL_MIN_DEN: 0.0404234, RECALL: 0.0404234, MAP: 0.0176050, MRR: 0.0497205, NDCG: 0.0316691, F1: 0.0186569, HIT_RATE: 0.1212702, ARHR: 0.0512378, RMSE: 0.8326965, NOVELTY: 0.0050250, AVERAGE_POPULARITY: 0.7590483, DIVERSITY_MEAN_INTER_LIST: 0.7569093, DIVERSITY_HERFINDAHL: 0.9756863, COVERAGE_ITEM: 0.0406056, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0698006, SHANNON_ENTROPY: 6.0083109, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 893, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0706634, PRECISION: 0.0119787, PRECISION_RECALL_MIN_DEN: 0.0399292, RECALL: 0.0399292, MAP: 0.0174870, MRR: 0.0491857, NDCG: 0.0313589, F1: 0.0184288, HIT_RATE: 0.1197875, ARHR: 0.0507977, RMSE: 0.8444388, NOVELTY: 0.0050841, AVERAGE_POPULARITY: 0.7197837, DIVERSITY_MEAN_INTER_LIST: 0.8095709, DIVERSITY_HERFINDAHL: 0.9809521, COVERAGE_ITEM: 0.0798054, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0569110, SHANNON_ENTROPY: 6.5128338, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1406, 'shrink': 1976, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0725221, PRECISION: 0.0120899, PRECISION_RECALL_MIN_DEN: 0.0402998, RECALL: 0.0402998, MAP: 0.0180787, MRR: 0.0512392, NDCG: 0.0321605, F1: 0.0185999, HIT_RATE: 0.1208995, ARHR: 0.0527173, RMSE: 0.9882999, NOVELTY: 0.0050236, AVERAGE_POPULARITY: 0.7614673, DIVERSITY_MEAN_INTER_LIST: 0.7473006, DIVERSITY_HERFINDAHL: 0.9747254, COVERAGE_ITEM: 0.0454717, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0642006, SHANNON_ENTROPY: 6.0013625, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 1453, 'shrink': 1988, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0726442, PRECISION: 0.0121517, PRECISION_RECALL_MIN_DEN: 0.0405058, RECALL: 0.0405058, MAP: 0.0180404, MRR: 0.0511120, NDCG: 0.0321816, F1: 0.0186950, HIT_RATE: 0.1215173, ARHR: 0.0525942, RMSE: 0.9881045, NOVELTY: 0.0050196, AVERAGE_POPULARITY: 0.7644511, DIVERSITY_MEAN_INTER_LIST: 0.7418765, DIVERSITY_HERFINDAHL: 0.9741831, COVERAGE_ITEM: 0.0430387, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0656252, SHANNON_ENTROPY: 5.9618323, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1494, 'shrink': 6, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0719964, PRECISION: 0.0121888, PRECISION_RECALL_MIN_DEN: 0.0406293, RECALL: 0.0406293, MAP: 0.0178332, MRR: 0.0503512, NDCG: 0.0319690, F1: 0.0187520, HIT_RATE: 0.1218879, ARHR: 0.0518958, RMSE: 0.8244909, NOVELTY: 0.0050152, AVERAGE_POPULARITY: 0.7664112, DIVERSITY_MEAN_INTER_LIST: 0.7439899, DIVERSITY_HERFINDAHL: 0.9743944, COVERAGE_ITEM: 0.0371992, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0706408, SHANNON_ENTROPY: 5.9117589, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 903, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0708410, PRECISION: 0.0119355, PRECISION_RECALL_MIN_DEN: 0.0397850, RECALL: 0.0397850, MAP: 0.0175556, MRR: 0.0493652, NDCG: 0.0313849, F1: 0.0183623, HIT_RATE: 0.1193550, ARHR: 0.0509904, RMSE: 0.8440911, NOVELTY: 0.0050826, AVERAGE_POPULARITY: 0.7207856, DIVERSITY_MEAN_INTER_LIST: 0.8082976, DIVERSITY_HERFINDAHL: 0.9808248, COVERAGE_ITEM: 0.0784536, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0573051, SHANNON_ENTROPY: 6.5010553, 
