SearchBayesianSkopt: New best config found. Config 0: {'topK': 603, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 3.342331819625258e-12, 'lambda_j': 1.360018789913614e-09, 'learning_rate': 2.097996130063154e-06} - results: ROC_AUC: 0.0854758, PRECISION: 0.0138776, PRECISION_RECALL_MIN_DEN: 0.0462588, RECALL: 0.0462588, MAP: 0.0207897, MRR: 0.0592251, NDCG: 0.0370572, F1: 0.0213502, HIT_RATE: 0.1387763, ARHR: 0.0607971, RMSE: 0.9998942, NOVELTY: 0.0147860, AVERAGE_POPULARITY: 0.7433067, DIVERSITY_MEAN_INTER_LIST: 0.7228117, DIVERSITY_HERFINDAHL: 0.9722678, COVERAGE_ITEM: 0.0802955, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1018578, SHANNON_ENTROPY: 5.9212897, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 339, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 6.794784661065975e-11, 'lambda_j': 4.109040729429678e-12, 'learning_rate': 1.5580250120778708e-07} - results: ROC_AUC: 0.0834972, PRECISION: 0.0138408, PRECISION_RECALL_MIN_DEN: 0.0461359, RECALL: 0.0461359, MAP: 0.0205518, MRR: 0.0583136, NDCG: 0.0367038, F1: 0.0212935, HIT_RATE: 0.1384077, ARHR: 0.0599846, RMSE: 0.9999936, NOVELTY: 0.0148906, AVERAGE_POPULARITY: 0.7177257, DIVERSITY_MEAN_INTER_LIST: 0.7679694, DIVERSITY_HERFINDAHL: 0.9767828, COVERAGE_ITEM: 0.0987634, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1044142, SHANNON_ENTROPY: 6.2300899, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 681, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 6.3431991596572765e-09, 'lambda_j': 6.448244335700468e-07, 'learning_rate': 3.7494369614487245e-07} - results: ROC_AUC: 0.0824797, PRECISION: 0.0137118, PRECISION_RECALL_MIN_DEN: 0.0457059, RECALL: 0.0457059, MAP: 0.0204078, MRR: 0.0579733, NDCG: 0.0364105, F1: 0.0210950, HIT_RATE: 0.1371176, ARHR: 0.0595983, RMSE: 0.9999804, NOVELTY: 0.0147610, AVERAGE_POPULARITY: 0.7500197, DIVERSITY_MEAN_INTER_LIST: 0.7055883, DIVERSITY_HERFINDAHL: 0.9705458, COVERAGE_ITEM: 0.0748354, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1029230, SHANNON_ENTROPY: 5.8334119, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 603, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 4.422721049642452e-12, 'lambda_j': 2.412370339251863e-07, 'learning_rate': 1.1710637044807287e-08} - results: ROC_AUC: 0.0839067, PRECISION: 0.0136749, PRECISION_RECALL_MIN_DEN: 0.0455830, RECALL: 0.0455830, MAP: 0.0207897, MRR: 0.0588945, NDCG: 0.0367759, F1: 0.0210383, HIT_RATE: 0.1367490, ARHR: 0.0606319, RMSE: 0.9999994, NOVELTY: 0.0147841, AVERAGE_POPULARITY: 0.7437533, DIVERSITY_MEAN_INTER_LIST: 0.7213117, DIVERSITY_HERFINDAHL: 0.9721179, COVERAGE_ITEM: 0.0791714, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1023157, SHANNON_ENTROPY: 5.9121992, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 128, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 4.167245270894007e-11, 'lambda_j': 6.82307727164034e-10, 'learning_rate': 2.0102603145414126e-07} - results: ROC_AUC: 0.0828739, PRECISION: 0.0131036, PRECISION_RECALL_MIN_DEN: 0.0436786, RECALL: 0.0436786, MAP: 0.0203411, MRR: 0.0582729, NDCG: 0.0358109, F1: 0.0201593, HIT_RATE: 0.1310358, ARHR: 0.0596481, RMSE: 0.9997403, NOVELTY: 0.0149347, AVERAGE_POPULARITY: 0.7051064, DIVERSITY_MEAN_INTER_LIST: 0.7921160, DIVERSITY_HERFINDAHL: 0.9791970, COVERAGE_ITEM: 0.0997270, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1135105, SHANNON_ENTROPY: 6.3863200, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 58, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 2.465374259771993e-08, 'lambda_j': 3.3297694621912713e-12, 'learning_rate': 9.88529335840466e-07} - results: ROC_AUC: 0.0973764, PRECISION: 0.0162919, PRECISION_RECALL_MIN_DEN: 0.0543064, RECALL: 0.0543064, MAP: 0.0240665, MRR: 0.0682462, NDCG: 0.0430513, F1: 0.0250645, HIT_RATE: 0.1629193, ARHR: 0.0702034, RMSE: 0.9999821, NOVELTY: 0.0154028, AVERAGE_POPULARITY: 0.6029759, DIVERSITY_MEAN_INTER_LIST: 0.8929783, DIVERSITY_HERFINDAHL: 0.9892814, COVERAGE_ITEM: 0.1493496, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1461704, SHANNON_ENTROPY: 7.3720194, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 586, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 4.372315476184196e-09, 'lambda_j': 1.0041900007249472e-08, 'learning_rate': 1.5525382105011384e-08} - results: ROC_AUC: 0.0750732, PRECISION: 0.0124585, PRECISION_RECALL_MIN_DEN: 0.0415284, RECALL: 0.0415284, MAP: 0.0184725, MRR: 0.0524003, NDCG: 0.0330083, F1: 0.0191670, HIT_RATE: 0.1245853, ARHR: 0.0539089, RMSE: 0.9999636, NOVELTY: 0.0146388, AVERAGE_POPULARITY: 0.7803008, DIVERSITY_MEAN_INTER_LIST: 0.6448909, DIVERSITY_HERFINDAHL: 0.9644772, COVERAGE_ITEM: 0.0552433, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1023326, SHANNON_ENTROPY: 5.4365993, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 899, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1.3313168272576775e-08, 'lambda_j': 2.3328637333722946e-09, 'learning_rate': 6.727226382666653e-08} - results: ROC_AUC: 0.0818628, PRECISION: 0.0133063, PRECISION_RECALL_MIN_DEN: 0.0443543, RECALL: 0.0443543, MAP: 0.0201932, MRR: 0.0574082, NDCG: 0.0357746, F1: 0.0204712, HIT_RATE: 0.1330630, ARHR: 0.0589940, RMSE: 0.9999962, NOVELTY: 0.0147288, AVERAGE_POPULARITY: 0.7580548, DIVERSITY_MEAN_INTER_LIST: 0.6916063, DIVERSITY_HERFINDAHL: 0.9691479, COVERAGE_ITEM: 0.0680906, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1038698, SHANNON_ENTROPY: 5.7309552, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 537, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 9.596439329011365e-09, 'lambda_j': 6.37333822909248e-08, 'learning_rate': 3.68600149209444e-08} - results: ROC_AUC: 0.0761240, PRECISION: 0.0124954, PRECISION_RECALL_MIN_DEN: 0.0416513, RECALL: 0.0416513, MAP: 0.0183855, MRR: 0.0525293, NDCG: 0.0330358, F1: 0.0192237, HIT_RATE: 0.1249539, ARHR: 0.0538429, RMSE: 0.9999578, NOVELTY: 0.0146586, AVERAGE_POPULARITY: 0.7744491, DIVERSITY_MEAN_INTER_LIST: 0.6607319, DIVERSITY_HERFINDAHL: 0.9660610, COVERAGE_ITEM: 0.0573310, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1039259, SHANNON_ENTROPY: 5.5129130, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 893, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 9.609572063371228e-10, 'lambda_j': 3.1149911052694194e-09, 'learning_rate': 4.040541903949926e-07} - results: ROC_AUC: 0.0741197, PRECISION: 0.0122374, PRECISION_RECALL_MIN_DEN: 0.0407913, RECALL: 0.0407913, MAP: 0.0184648, MRR: 0.0525763, NDCG: 0.0327814, F1: 0.0188267, HIT_RATE: 0.1223738, ARHR: 0.0539854, RMSE: 0.9989517, NOVELTY: 0.0145983, AVERAGE_POPULARITY: 0.7913293, DIVERSITY_MEAN_INTER_LIST: 0.6151722, DIVERSITY_HERFINDAHL: 0.9615059, COVERAGE_ITEM: 0.0476955, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1054661, SHANNON_ENTROPY: 5.2809203, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 945, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 8.720550895917209e-07, 'lambda_j': 1.4460441578398643e-12, 'learning_rate': 6.146098890136234e-08} - results: ROC_AUC: 0.0740967, PRECISION: 0.0123480, PRECISION_RECALL_MIN_DEN: 0.0411598, RECALL: 0.0411598, MAP: 0.0183431, MRR: 0.0525393, NDCG: 0.0328118, F1: 0.0189969, HIT_RATE: 0.1234795, ARHR: 0.0537843, RMSE: 0.9999982, NOVELTY: 0.0146389, AVERAGE_POPULARITY: 0.7798530, DIVERSITY_MEAN_INTER_LIST: 0.6508870, DIVERSITY_HERFINDAHL: 0.9650767, COVERAGE_ITEM: 0.0549221, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1034680, SHANNON_ENTROPY: 5.4463869, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 217, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 2.8247389563315662e-11, 'lambda_j': 6.589571879030375e-10, 'learning_rate': 5.274792026794997e-07} - results: ROC_AUC: 0.0873559, PRECISION: 0.0141541, PRECISION_RECALL_MIN_DEN: 0.0471802, RECALL: 0.0471802, MAP: 0.0218194, MRR: 0.0620428, NDCG: 0.0384079, F1: 0.0217755, HIT_RATE: 0.1415407, ARHR: 0.0637505, RMSE: 0.9999821, NOVELTY: 0.0150192, AVERAGE_POPULARITY: 0.6866826, DIVERSITY_MEAN_INTER_LIST: 0.8142055, DIVERSITY_HERFINDAHL: 0.9814055, COVERAGE_ITEM: 0.1140196, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1144905, SHANNON_ENTROPY: 6.5808388, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 6, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.6050494406456111e-12, 'lambda_j': 8.113794290113432e-12, 'learning_rate': 7.951312344636692e-09} - results: ROC_AUC: 0.1078961, PRECISION: 0.0188352, PRECISION_RECALL_MIN_DEN: 0.0627841, RECALL: 0.0627841, MAP: 0.0260060, MRR: 0.0729060, NDCG: 0.0477025, F1: 0.0289773, HIT_RATE: 0.1883524, ARHR: 0.0754620, RMSE: 0.9999987, NOVELTY: 0.0157628, AVERAGE_POPULARITY: 0.5362345, DIVERSITY_MEAN_INTER_LIST: 0.9248749, DIVERSITY_HERFINDAHL: 0.9924704, COVERAGE_ITEM: 0.1628392, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1748120, SHANNON_ENTROPY: 7.8102046, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 882, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 2.687812054759343e-07, 'lambda_j': 8.89609977893102e-10, 'learning_rate': 1.3869935894229125e-09} - results: ROC_AUC: 0.0754776, PRECISION: 0.0123111, PRECISION_RECALL_MIN_DEN: 0.0410370, RECALL: 0.0410370, MAP: 0.0186129, MRR: 0.0530717, NDCG: 0.0330448, F1: 0.0189401, HIT_RATE: 0.1231109, ARHR: 0.0544552, RMSE: 0.9999982, NOVELTY: 0.0146193, AVERAGE_POPULARITY: 0.7851409, DIVERSITY_MEAN_INTER_LIST: 0.6331472, DIVERSITY_HERFINDAHL: 0.9633031, COVERAGE_ITEM: 0.0494620, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1076489, SHANNON_ENTROPY: 5.3642870, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 766, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 9.185078142978517e-11, 'lambda_j': 1.876272014865925e-12, 'learning_rate': 1.0215657394742982e-06} - results: ROC_AUC: 0.0767076, PRECISION: 0.0126428, PRECISION_RECALL_MIN_DEN: 0.0421428, RECALL: 0.0421428, MAP: 0.0190332, MRR: 0.0543358, NDCG: 0.0338468, F1: 0.0194505, HIT_RATE: 0.1264283, ARHR: 0.0557178, RMSE: 0.9999723, NOVELTY: 0.0146559, AVERAGE_POPULARITY: 0.7754554, DIVERSITY_MEAN_INTER_LIST: 0.6613570, DIVERSITY_HERFINDAHL: 0.9661235, COVERAGE_ITEM: 0.0582945, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1026898, SHANNON_ENTROPY: 5.5134131, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 283, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.0329326747191068e-08, 'lambda_j': 1.2707698254656735e-08, 'learning_rate': 1.4286267432726691e-06} - results: ROC_AUC: 0.0792762, PRECISION: 0.0133800, PRECISION_RECALL_MIN_DEN: 0.0446001, RECALL: 0.0446001, MAP: 0.0199497, MRR: 0.0561963, NDCG: 0.0354714, F1: 0.0205846, HIT_RATE: 0.1338002, ARHR: 0.0580227, RMSE: 0.9999729, NOVELTY: 0.0148368, AVERAGE_POPULARITY: 0.7286047, DIVERSITY_MEAN_INTER_LIST: 0.7585044, DIVERSITY_HERFINDAHL: 0.9758365, COVERAGE_ITEM: 0.0857556, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1074748, SHANNON_ENTROPY: 6.1110125, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 809, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.1244304670729012e-08, 'lambda_j': 7.154780941017617e-12, 'learning_rate': 6.017978814686472e-07} - results: ROC_AUC: 0.0761419, PRECISION: 0.0126244, PRECISION_RECALL_MIN_DEN: 0.0420813, RECALL: 0.0420813, MAP: 0.0187862, MRR: 0.0536898, NDCG: 0.0335708, F1: 0.0194222, HIT_RATE: 0.1262440, ARHR: 0.0550242, RMSE: 0.9992344, NOVELTY: 0.0146210, AVERAGE_POPULARITY: 0.7845331, DIVERSITY_MEAN_INTER_LIST: 0.6358521, DIVERSITY_HERFINDAHL: 0.9635735, COVERAGE_ITEM: 0.0499438, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1069087, SHANNON_ENTROPY: 5.3700254, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 169, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.001058890232442e-10, 'lambda_j': 1.1050427390890141e-09, 'learning_rate': 3.487499091996265e-06} - results: ROC_AUC: 0.0828547, PRECISION: 0.0131220, PRECISION_RECALL_MIN_DEN: 0.0437400, RECALL: 0.0437400, MAP: 0.0202095, MRR: 0.0576142, NDCG: 0.0356572, F1: 0.0201877, HIT_RATE: 0.1312201, ARHR: 0.0591214, RMSE: 0.9949252, NOVELTY: 0.0148600, AVERAGE_POPULARITY: 0.7236001, DIVERSITY_MEAN_INTER_LIST: 0.7632149, DIVERSITY_HERFINDAHL: 0.9763074, COVERAGE_ITEM: 0.0936245, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1045125, SHANNON_ENTROPY: 6.1738717, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 815, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 7.081848791517792e-10, 'lambda_j': 2.275072313437445e-08, 'learning_rate': 3.5087610257905906e-06} - results: ROC_AUC: 0.0761790, PRECISION: 0.0125507, PRECISION_RECALL_MIN_DEN: 0.0418356, RECALL: 0.0418356, MAP: 0.0188994, MRR: 0.0536218, NDCG: 0.0335560, F1: 0.0193087, HIT_RATE: 0.1255068, ARHR: 0.0551600, RMSE: 0.9955371, NOVELTY: 0.0146214, AVERAGE_POPULARITY: 0.7845825, DIVERSITY_MEAN_INTER_LIST: 0.6337774, DIVERSITY_HERFINDAHL: 0.9633661, COVERAGE_ITEM: 0.0510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1048796, SHANNON_ENTROPY: 5.3689637, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 245, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 8.178319069590188e-09, 'lambda_j': 4.062604903132141e-09, 'learning_rate': 7.567813049516584e-06} - results: ROC_AUC: 0.0790356, PRECISION: 0.0131220, PRECISION_RECALL_MIN_DEN: 0.0437400, RECALL: 0.0437400, MAP: 0.0196808, MRR: 0.0557134, NDCG: 0.0349736, F1: 0.0201877, HIT_RATE: 0.1312201, ARHR: 0.0573778, RMSE: 0.9935086, NOVELTY: 0.0147843, AVERAGE_POPULARITY: 0.7416776, DIVERSITY_MEAN_INTER_LIST: 0.7342764, DIVERSITY_HERFINDAHL: 0.9734141, COVERAGE_ITEM: 0.0788502, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1044058, SHANNON_ENTROPY: 5.9474118, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 184, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 2.0095830427831876e-07, 'lambda_j': 1.6486055731932221e-12, 'learning_rate': 4.053424561669466e-06} - results: ROC_AUC: 0.0827088, PRECISION: 0.0134537, PRECISION_RECALL_MIN_DEN: 0.0448458, RECALL: 0.0448458, MAP: 0.0202150, MRR: 0.0572547, NDCG: 0.0359422, F1: 0.0206981, HIT_RATE: 0.1345374, ARHR: 0.0589498, RMSE: 0.9969173, NOVELTY: 0.0148487, AVERAGE_POPULARITY: 0.7253710, DIVERSITY_MEAN_INTER_LIST: 0.7623871, DIVERSITY_HERFINDAHL: 0.9762247, COVERAGE_ITEM: 0.0880039, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1072826, SHANNON_ENTROPY: 6.1409795, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 259, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 4.359697212935936e-12, 'lambda_j': 1.6328650618061716e-10, 'learning_rate': 1.0687573949670301e-07} - results: ROC_AUC: 0.0788795, PRECISION: 0.0129930, PRECISION_RECALL_MIN_DEN: 0.0433100, RECALL: 0.0433100, MAP: 0.0192856, MRR: 0.0549831, NDCG: 0.0345002, F1: 0.0199892, HIT_RATE: 0.1299300, ARHR: 0.0564199, RMSE: 0.9999056, NOVELTY: 0.0147767, AVERAGE_POPULARITY: 0.7435106, DIVERSITY_MEAN_INTER_LIST: 0.7297221, DIVERSITY_HERFINDAHL: 0.9729588, COVERAGE_ITEM: 0.0767625, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1050662, SHANNON_ENTROPY: 5.9222800, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 643, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.1114624569106423e-09, 'lambda_j': 4.682787105188022e-07, 'learning_rate': 1.4190959905709804e-08} - results: ROC_AUC: 0.0753407, PRECISION: 0.0125691, PRECISION_RECALL_MIN_DEN: 0.0418970, RECALL: 0.0418970, MAP: 0.0189483, MRR: 0.0538877, NDCG: 0.0336268, F1: 0.0193371, HIT_RATE: 0.1256911, ARHR: 0.0553663, RMSE: 0.9999659, NOVELTY: 0.0146305, AVERAGE_POPULARITY: 0.7826150, DIVERSITY_MEAN_INTER_LIST: 0.6363023, DIVERSITY_HERFINDAHL: 0.9636185, COVERAGE_ITEM: 0.0544403, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1009427, SHANNON_ENTROPY: 5.3973470, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 881, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.5020465136231532e-12, 'lambda_j': 2.862346503528537e-11, 'learning_rate': 5.073598133379818e-06} - results: ROC_AUC: 0.0763684, PRECISION: 0.0127350, PRECISION_RECALL_MIN_DEN: 0.0424499, RECALL: 0.0424499, MAP: 0.0189936, MRR: 0.0541377, NDCG: 0.0338815, F1: 0.0195923, HIT_RATE: 0.1273498, ARHR: 0.0555592, RMSE: 0.9998574, NOVELTY: 0.0146432, AVERAGE_POPULARITY: 0.7788477, DIVERSITY_MEAN_INTER_LIST: 0.6532075, DIVERSITY_HERFINDAHL: 0.9653087, COVERAGE_ITEM: 0.0544403, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1056371, SHANNON_ENTROPY: 5.4656635, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 472, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.348206943508044e-11, 'lambda_j': 1.3831479398512263e-07, 'learning_rate': 5.450596728393476e-08} - results: ROC_AUC: 0.0760561, PRECISION: 0.0128271, PRECISION_RECALL_MIN_DEN: 0.0427571, RECALL: 0.0427571, MAP: 0.0192151, MRR: 0.0547473, NDCG: 0.0341975, F1: 0.0197340, HIT_RATE: 0.1282713, ARHR: 0.0561963, RMSE: 0.9999987, NOVELTY: 0.0147270, AVERAGE_POPULARITY: 0.7571933, DIVERSITY_MEAN_INTER_LIST: 0.7019623, DIVERSITY_HERFINDAHL: 0.9701833, COVERAGE_ITEM: 0.0709812, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1016430, SHANNON_ENTROPY: 5.7632191, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 182, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 3.0381692777618404e-07, 'lambda_j': 2.6317557934123884e-11, 'learning_rate': 7.641739401213306e-08} - results: ROC_AUC: 0.0884220, PRECISION: 0.0144674, PRECISION_RECALL_MIN_DEN: 0.0482246, RECALL: 0.0482246, MAP: 0.0219042, MRR: 0.0622328, NDCG: 0.0388385, F1: 0.0222575, HIT_RATE: 0.1446738, ARHR: 0.0639726, RMSE: 0.9999976, NOVELTY: 0.0150685, AVERAGE_POPULARITY: 0.6755374, DIVERSITY_MEAN_INTER_LIST: 0.8268394, DIVERSITY_HERFINDAHL: 0.9826687, COVERAGE_ITEM: 0.1167496, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1213682, SHANNON_ENTROPY: 6.7007013, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 808, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.6967955422880488e-12, 'lambda_j': 7.159619544818917e-08, 'learning_rate': 3.6858616544061127e-06} - results: ROC_AUC: 0.0759678, PRECISION: 0.0123480, PRECISION_RECALL_MIN_DEN: 0.0411598, RECALL: 0.0411598, MAP: 0.0186114, MRR: 0.0531130, NDCG: 0.0331033, F1: 0.0189969, HIT_RATE: 0.1234795, ARHR: 0.0544737, RMSE: 0.9953272, NOVELTY: 0.0146249, AVERAGE_POPULARITY: 0.7834833, DIVERSITY_MEAN_INTER_LIST: 0.6388172, DIVERSITY_HERFINDAHL: 0.9638699, COVERAGE_ITEM: 0.0510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1059795, SHANNON_ENTROPY: 5.3874168, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 720, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 7.26778745433293e-10, 'lambda_j': 5.185254231477666e-10, 'learning_rate': 5.546107606393825e-06} - results: ROC_AUC: 0.0759153, PRECISION: 0.0124954, PRECISION_RECALL_MIN_DEN: 0.0416513, RECALL: 0.0416513, MAP: 0.0188882, MRR: 0.0539205, NDCG: 0.0335276, F1: 0.0192237, HIT_RATE: 0.1249539, ARHR: 0.0552926, RMSE: 0.9998522, NOVELTY: 0.0146637, AVERAGE_POPULARITY: 0.7734287, DIVERSITY_MEAN_INTER_LIST: 0.6659741, DIVERSITY_HERFINDAHL: 0.9665851, COVERAGE_ITEM: 0.0600610, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1018309, SHANNON_ENTROPY: 5.5407261, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 372, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 2.615629696273782e-07, 'lambda_j': 6.68468419249673e-07, 'learning_rate': 2.755749299329764e-07} - results: ROC_AUC: 0.0765757, PRECISION: 0.0124954, PRECISION_RECALL_MIN_DEN: 0.0416513, RECALL: 0.0416513, MAP: 0.0190014, MRR: 0.0539630, NDCG: 0.0336276, F1: 0.0192237, HIT_RATE: 0.1249539, ARHR: 0.0554836, RMSE: 0.9997204, NOVELTY: 0.0147119, AVERAGE_POPULARITY: 0.7600919, DIVERSITY_MEAN_INTER_LIST: 0.6963668, DIVERSITY_HERFINDAHL: 0.9696238, COVERAGE_ITEM: 0.0658423, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1038694, SHANNON_ENTROPY: 5.7063349, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 368, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 2.1911560079187452e-12, 'lambda_j': 8.00183533876357e-12, 'learning_rate': 1.580193687592499e-09} - results: ROC_AUC: 0.0764414, PRECISION: 0.0126428, PRECISION_RECALL_MIN_DEN: 0.0421428, RECALL: 0.0421428, MAP: 0.0189298, MRR: 0.0537045, NDCG: 0.0336856, F1: 0.0194505, HIT_RATE: 0.1264283, ARHR: 0.0552470, RMSE: 0.9999984, NOVELTY: 0.0147080, AVERAGE_POPULARITY: 0.7612937, DIVERSITY_MEAN_INTER_LIST: 0.6922251, DIVERSITY_HERFINDAHL: 0.9692098, COVERAGE_ITEM: 0.0656817, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1033899, SHANNON_ENTROPY: 5.6892253, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 455, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.1191266036096864e-08, 'lambda_j': 2.823519307886111e-12, 'learning_rate': 1.4554521147895102e-07} - results: ROC_AUC: 0.0764004, PRECISION: 0.0124954, PRECISION_RECALL_MIN_DEN: 0.0416513, RECALL: 0.0416513, MAP: 0.0187452, MRR: 0.0532708, NDCG: 0.0333664, F1: 0.0192237, HIT_RATE: 0.1249539, ARHR: 0.0547533, RMSE: 0.9996844, NOVELTY: 0.0146746, AVERAGE_POPULARITY: 0.7706445, DIVERSITY_MEAN_INTER_LIST: 0.6684467, DIVERSITY_HERFINDAHL: 0.9668324, COVERAGE_ITEM: 0.0621487, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1001605, SHANNON_ENTROPY: 5.5630041, 
