SearchBayesianSkopt: New best config found. Config 0: {'topK': 290, 'shrink': 468, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.982064422216691, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1013553, PRECISION: 0.0159881, PRECISION_RECALL_MIN_DEN: 0.0532938, RECALL: 0.0532938, MAP: 0.0270404, MRR: 0.0747740, NDCG: 0.0455702, F1: 0.0245971, HIT_RATE: 0.1598814, ARHR: 0.0778938, RMSE: 0.9586627, NOVELTY: 0.0055510, AVERAGE_POPULARITY: 0.5094124, DIVERSITY_MEAN_INTER_LIST: 0.9274399, DIVERSITY_HERFINDAHL: 0.9927383, COVERAGE_ITEM: 0.3932414, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1034824, SHANNON_ENTROPY: 8.8186003, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5451354682392549, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1272298, PRECISION: 0.0203064, PRECISION_RECALL_MIN_DEN: 0.0676881, RECALL: 0.0676881, MAP: 0.0337674, MRR: 0.0915476, NDCG: 0.0569869, F1: 0.0312406, HIT_RATE: 0.2030642, ARHR: 0.0963130, RMSE: 0.9827636, NOVELTY: 0.0063020, AVERAGE_POPULARITY: 0.2378104, DIVERSITY_MEAN_INTER_LIST: 0.9885827, DIVERSITY_HERFINDAHL: 0.9988522, COVERAGE_ITEM: 0.5146796, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1965580, SHANNON_ENTROPY: 10.9640684, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 998, 'shrink': 1487, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7760157157217802, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1175800, PRECISION: 0.0184345, PRECISION_RECALL_MIN_DEN: 0.0614485, RECALL: 0.0614485, MAP: 0.0311708, MRR: 0.0848257, NDCG: 0.0523519, F1: 0.0283608, HIT_RATE: 0.1843455, ARHR: 0.0890911, RMSE: 0.8858258, NOVELTY: 0.0060434, AVERAGE_POPULARITY: 0.3165596, DIVERSITY_MEAN_INTER_LIST: 0.9756410, DIVERSITY_HERFINDAHL: 0.9975581, COVERAGE_ITEM: 0.5319816, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1678544, SHANNON_ENTROPY: 10.4486108, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.595321520037843, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1246630, PRECISION: 0.0198493, PRECISION_RECALL_MIN_DEN: 0.0661642, RECALL: 0.0661642, MAP: 0.0332777, MRR: 0.0902035, NDCG: 0.0559767, F1: 0.0305373, HIT_RATE: 0.1984926, ARHR: 0.0949009, RMSE: 0.9822968, NOVELTY: 0.0063404, AVERAGE_POPULARITY: 0.2279653, DIVERSITY_MEAN_INTER_LIST: 0.9890844, DIVERSITY_HERFINDAHL: 0.9989023, COVERAGE_ITEM: 0.5187348, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2021645, SHANNON_ENTROPY: 11.0268667, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 26, 'shrink': 100, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9292763401240978, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0316735, PRECISION: 0.0051090, PRECISION_RECALL_MIN_DEN: 0.0170301, RECALL: 0.0170301, MAP: 0.0078620, MRR: 0.0221691, NDCG: 0.0138200, F1: 0.0078601, HIT_RATE: 0.0510904, ARHR: 0.0228548, RMSE: 0.9428297, NOVELTY: 0.0054208, AVERAGE_POPULARITY: 0.0193784, DIVERSITY_MEAN_INTER_LIST: 0.9968995, DIVERSITY_HERFINDAHL: 0.9996838, COVERAGE_ITEM: 0.6961341, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3603436, SHANNON_ENTROPY: 12.5079526, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1009592, PRECISION: 0.0155063, PRECISION_RECALL_MIN_DEN: 0.0516876, RECALL: 0.0516876, MAP: 0.0265476, MRR: 0.0732984, NDCG: 0.0445594, F1: 0.0238558, HIT_RATE: 0.1550627, ARHR: 0.0764202, RMSE: 0.9967781, NOVELTY: 0.0059464, AVERAGE_POPULARITY: 0.3223696, DIVERSITY_MEAN_INTER_LIST: 0.9800236, DIVERSITY_HERFINDAHL: 0.9979963, COVERAGE_ITEM: 0.5562044, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1686146, SHANNON_ENTROPY: 10.4794829, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0813390, PRECISION: 0.0119911, PRECISION_RECALL_MIN_DEN: 0.0399703, RECALL: 0.0399703, MAP: 0.0214337, MRR: 0.0596026, NDCG: 0.0355028, F1: 0.0184479, HIT_RATE: 0.1199110, ARHR: 0.0619081, RMSE: 0.9883517, NOVELTY: 0.0057662, AVERAGE_POPULARITY: 0.1870769, DIVERSITY_MEAN_INTER_LIST: 0.8631895, DIVERSITY_HERFINDAHL: 0.9863136, COVERAGE_ITEM: 0.4052447, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1280281, SHANNON_ENTROPY: 8.6754114, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 369, 'shrink': 1491, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6220755390811707, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0842743, PRECISION: 0.0128251, PRECISION_RECALL_MIN_DEN: 0.0427504, RECALL: 0.0427504, MAP: 0.0220270, MRR: 0.0609609, NDCG: 0.0369654, F1: 0.0197309, HIT_RATE: 0.1282511, ARHR: 0.0634727, RMSE: 0.9843313, NOVELTY: 0.0068449, AVERAGE_POPULARITY: 0.0632583, DIVERSITY_MEAN_INTER_LIST: 0.9981427, DIVERSITY_HERFINDAHL: 0.9998081, COVERAGE_ITEM: 0.9415518, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5006102, SHANNON_ENTROPY: 13.3463885, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 1000, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0810961, PRECISION: 0.0131402, PRECISION_RECALL_MIN_DEN: 0.0438006, RECALL: 0.0438006, MAP: 0.0209676, MRR: 0.0587566, NDCG: 0.0362402, F1: 0.0202157, HIT_RATE: 0.1314017, ARHR: 0.0607850, RMSE: 0.9774585, NOVELTY: 0.0051443, AVERAGE_POPULARITY: 0.7308528, DIVERSITY_MEAN_INTER_LIST: 0.7152047, DIVERSITY_HERFINDAHL: 0.9715161, COVERAGE_ITEM: 0.2793728, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0529337, SHANNON_ENTROPY: 6.4625042, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 1000, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0810961, PRECISION: 0.0131402, PRECISION_RECALL_MIN_DEN: 0.0438006, RECALL: 0.0438006, MAP: 0.0209676, MRR: 0.0587566, NDCG: 0.0362402, F1: 0.0202157, HIT_RATE: 0.1314017, ARHR: 0.0607850, RMSE: 0.9774585, NOVELTY: 0.0051443, AVERAGE_POPULARITY: 0.7308528, DIVERSITY_MEAN_INTER_LIST: 0.7152047, DIVERSITY_HERFINDAHL: 0.9715161, COVERAGE_ITEM: 0.2793728, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0529337, SHANNON_ENTROPY: 6.4625042, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0810961, PRECISION: 0.0131402, PRECISION_RECALL_MIN_DEN: 0.0438006, RECALL: 0.0438006, MAP: 0.0209676, MRR: 0.0587566, NDCG: 0.0362402, F1: 0.0202157, HIT_RATE: 0.1314017, ARHR: 0.0607850, RMSE: 0.9774585, NOVELTY: 0.0051443, AVERAGE_POPULARITY: 0.7308528, DIVERSITY_MEAN_INTER_LIST: 0.7152047, DIVERSITY_HERFINDAHL: 0.9715161, COVERAGE_ITEM: 0.2793728, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0529337, SHANNON_ENTROPY: 6.4625042, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 841, 'shrink': 1448, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.006114468729352376, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0936460, PRECISION: 0.0154074, PRECISION_RECALL_MIN_DEN: 0.0513581, RECALL: 0.0513581, MAP: 0.0240424, MRR: 0.0667302, NDCG: 0.0418245, F1: 0.0237037, HIT_RATE: 0.1540743, ARHR: 0.0693629, RMSE: 0.9278554, NOVELTY: 0.0052013, AVERAGE_POPULARITY: 0.6683272, DIVERSITY_MEAN_INTER_LIST: 0.8420517, DIVERSITY_HERFINDAHL: 0.9842000, COVERAGE_ITEM: 0.1984320, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0579793, SHANNON_ENTROPY: 7.1835666, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 1000, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0994543, PRECISION: 0.0152344, PRECISION_RECALL_MIN_DEN: 0.0507815, RECALL: 0.0507815, MAP: 0.0264228, MRR: 0.0728314, NDCG: 0.0441026, F1: 0.0234376, HIT_RATE: 0.1523445, ARHR: 0.0759791, RMSE: 0.9745917, NOVELTY: 0.0055599, AVERAGE_POPULARITY: 0.4998371, DIVERSITY_MEAN_INTER_LIST: 0.9194825, DIVERSITY_HERFINDAHL: 0.9919426, COVERAGE_ITEM: 0.4185456, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1002099, SHANNON_ENTROPY: 8.6865595, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6859560188184687, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1045966, PRECISION: 0.0164700, PRECISION_RECALL_MIN_DEN: 0.0549000, RECALL: 0.0549000, MAP: 0.0274046, MRR: 0.0753959, NDCG: 0.0464375, F1: 0.0253385, HIT_RATE: 0.1647001, ARHR: 0.0787519, RMSE: 0.9968820, NOVELTY: 0.0059499, AVERAGE_POPULARITY: 0.3414565, DIVERSITY_MEAN_INTER_LIST: 0.9756184, DIVERSITY_HERFINDAHL: 0.9975558, COVERAGE_ITEM: 0.4188700, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1513914, SHANNON_ENTROPY: 10.0575018, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 833, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1089758, PRECISION: 0.0175202, PRECISION_RECALL_MIN_DEN: 0.0584008, RECALL: 0.0584008, MAP: 0.0288015, MRR: 0.0785399, NDCG: 0.0488945, F1: 0.0269542, HIT_RATE: 0.1752023, ARHR: 0.0824079, RMSE: 0.9953474, NOVELTY: 0.0058730, AVERAGE_POPULARITY: 0.3597359, DIVERSITY_MEAN_INTER_LIST: 0.9757050, DIVERSITY_HERFINDAHL: 0.9975645, COVERAGE_ITEM: 0.3902676, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1456748, SHANNON_ENTROPY: 9.9701355, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1067254, PRECISION: 0.0169519, PRECISION_RECALL_MIN_DEN: 0.0565062, RECALL: 0.0565062, MAP: 0.0280599, MRR: 0.0770055, NDCG: 0.0475974, F1: 0.0260798, HIT_RATE: 0.1695187, ARHR: 0.0805358, RMSE: 0.9970116, NOVELTY: 0.0058911, AVERAGE_POPULARITY: 0.3578998, DIVERSITY_MEAN_INTER_LIST: 0.9747900, DIVERSITY_HERFINDAHL: 0.9974730, COVERAGE_ITEM: 0.4041092, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1468717, SHANNON_ENTROPY: 9.9783268, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0000618, PRECISION: 0.0000124, PRECISION_RECALL_MIN_DEN: 0.0000412, RECALL: 0.0000412, MAP: 0.0000126, MRR: 0.0000378, NDCG: 0.0000270, F1: 0.0000190, HIT_RATE: 0.0001236, ARHR: 0.0000378, RMSE: 13.6054284, NOVELTY: 0.0003135, AVERAGE_POPULARITY: 0.0002520, DIVERSITY_MEAN_INTER_LIST: 0.9554563, DIVERSITY_HERFINDAHL: 0.9955397, COVERAGE_ITEM: 0.2468775, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1746360, SHANNON_ENTROPY: 9.7967743, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 53, 'shrink': 834, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.018302065316670783, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1304390, PRECISION: 0.0210539, PRECISION_RECALL_MIN_DEN: 0.0701798, RECALL: 0.0701798, MAP: 0.0343982, MRR: 0.0932341, NDCG: 0.0584518, F1: 0.0323907, HIT_RATE: 0.2105393, ARHR: 0.0981227, RMSE: 0.9777370, NOVELTY: 0.0060687, AVERAGE_POPULARITY: 0.3191488, DIVERSITY_MEAN_INTER_LIST: 0.9812981, DIVERSITY_HERFINDAHL: 0.9981237, COVERAGE_ITEM: 0.5496621, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1712440, SHANNON_ENTROPY: 10.5823873, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 5, 'shrink': 756, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1091833, PRECISION: 0.0174955, PRECISION_RECALL_MIN_DEN: 0.0583184, RECALL: 0.0583184, MAP: 0.0288282, MRR: 0.0787147, NDCG: 0.0489139, F1: 0.0269162, HIT_RATE: 0.1749552, ARHR: 0.0825302, RMSE: 0.9950289, NOVELTY: 0.0058716, AVERAGE_POPULARITY: 0.3594279, DIVERSITY_MEAN_INTER_LIST: 0.9758962, DIVERSITY_HERFINDAHL: 0.9975836, COVERAGE_ITEM: 0.3892403, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1453015, SHANNON_ENTROPY: 9.9719208, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0037685, PRECISION: 0.0004572, PRECISION_RECALL_MIN_DEN: 0.0015239, RECALL: 0.0015239, MAP: 0.0010150, MRR: 0.0029832, NDCG: 0.0015920, F1: 0.0007033, HIT_RATE: 0.0045716, ARHR: 0.0030141, RMSE: 0.9994506, NOVELTY: 0.0055171, AVERAGE_POPULARITY: 0.0072641, DIVERSITY_MEAN_INTER_LIST: 0.5880733, DIVERSITY_HERFINDAHL: 0.9588037, COVERAGE_ITEM: 0.3991890, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1026849, SHANNON_ENTROPY: 6.8028778, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 991, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0497020, PRECISION: 0.0075493, PRECISION_RECALL_MIN_DEN: 0.0251642, RECALL: 0.0251642, MAP: 0.0123878, MRR: 0.0352497, NDCG: 0.0213245, F1: 0.0116143, HIT_RATE: 0.0754927, ARHR: 0.0361963, RMSE: 0.8153355, NOVELTY: 0.0067444, AVERAGE_POPULARITY: 0.0960037, DIVERSITY_MEAN_INTER_LIST: 0.9861577, DIVERSITY_HERFINDAHL: 0.9986097, COVERAGE_ITEM: 0.5570154, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1869078, SHANNON_ENTROPY: 10.9100830, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0975458, PRECISION: 0.0151727, PRECISION_RECALL_MIN_DEN: 0.0505756, RECALL: 0.0505756, MAP: 0.0255503, MRR: 0.0702007, NDCG: 0.0430933, F1: 0.0233426, HIT_RATE: 0.1517267, ARHR: 0.0733554, RMSE: 0.8574069, NOVELTY: 0.0066721, AVERAGE_POPULARITY: 0.1093938, DIVERSITY_MEAN_INTER_LIST: 0.9954717, DIVERSITY_HERFINDAHL: 0.9995410, COVERAGE_ITEM: 0.9039740, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3699692, SHANNON_ENTROPY: 12.6536227, 
