SearchBayesianSkopt: New best config found. Config 0: {'topK': 666, 'shrink': 973, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5703712460203428, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0051702, PRECISION: 0.0008780, PRECISION_RECALL_MIN_DEN: 0.0029265, RECALL: 0.0029265, MAP: 0.0010583, MRR: 0.0031748, NDCG: 0.0020974, F1: 0.0013507, HIT_RATE: 0.0087796, ARHR: 0.0031748, RMSE: 0.9987405, NOVELTY: 0.0076707, AVERAGE_POPULARITY: 0.0982310, DIVERSITY_MEAN_INTER_LIST: 0.9871692, DIVERSITY_HERFINDAHL: 0.9986952, COVERAGE_ITEM: 0.1271695, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3792615, SHANNON_ENTROPY: 10.1946055, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 998, 'shrink': 30, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5236449198082823, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0174617, PRECISION: 0.0032265, PRECISION_RECALL_MIN_DEN: 0.0107550, RECALL: 0.0107550, MAP: 0.0033171, MRR: 0.0099514, NDCG: 0.0070873, F1: 0.0049639, HIT_RATE: 0.0322651, ARHR: 0.0099514, RMSE: 0.8568530, NOVELTY: 0.0059576, AVERAGE_POPULARITY: 0.3735395, DIVERSITY_MEAN_INTER_LIST: 0.9434886, DIVERSITY_HERFINDAHL: 0.9943282, COVERAGE_ITEM: 0.0980265, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2119236, SHANNON_ENTROPY: 8.7060472, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 890, 'shrink': 1333, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3790258364518562, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0012682, PRECISION: 0.0002634, PRECISION_RECALL_MIN_DEN: 0.0008780, RECALL: 0.0008780, MAP: 0.0002777, MRR: 0.0008331, NDCG: 0.0005813, F1: 0.0004052, HIT_RATE: 0.0026339, ARHR: 0.0008331, RMSE: 0.9997897, NOVELTY: 0.0068319, AVERAGE_POPULARITY: 0.0433448, DIVERSITY_MEAN_INTER_LIST: 0.7669050, DIVERSITY_HERFINDAHL: 0.9766737, COVERAGE_ITEM: 0.0484455, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2538845, SHANNON_ENTROPY: 7.3334658, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1743, 'shrink': 1012, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.23928498679205, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0109989, PRECISION: 0.0019754, PRECISION_RECALL_MIN_DEN: 0.0065847, RECALL: 0.0065847, MAP: 0.0022070, MRR: 0.0066210, NDCG: 0.0045251, F1: 0.0030391, HIT_RATE: 0.0197542, ARHR: 0.0066210, RMSE: 0.9888925, NOVELTY: 0.0065925, AVERAGE_POPULARITY: 0.2335881, DIVERSITY_MEAN_INTER_LIST: 0.9710753, DIVERSITY_HERFINDAHL: 0.9970862, COVERAGE_ITEM: 0.0453095, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4229078, SHANNON_ENTROPY: 8.8706113, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 1226, 'shrink': 1177, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.899115373443822, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0082431, PRECISION: 0.0017559, PRECISION_RECALL_MIN_DEN: 0.0058531, RECALL: 0.0058531, MAP: 0.0015356, MRR: 0.0046068, NDCG: 0.0035431, F1: 0.0027014, HIT_RATE: 0.0175593, ARHR: 0.0046068, RMSE: 0.9783984, NOVELTY: 0.0067242, AVERAGE_POPULARITY: 0.2199980, DIVERSITY_MEAN_INTER_LIST: 0.9701877, DIVERSITY_HERFINDAHL: 0.9969975, COVERAGE_ITEM: 0.0440119, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4076328, SHANNON_ENTROPY: 8.7909024, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1146, 'shrink': 1122, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.009788044727376601, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0171111, PRECISION: 0.0029412, PRECISION_RECALL_MIN_DEN: 0.0098039, RECALL: 0.0098039, MAP: 0.0035517, MRR: 0.0104755, NDCG: 0.0070188, F1: 0.0045249, HIT_RATE: 0.0294118, ARHR: 0.0105653, RMSE: 0.9982438, NOVELTY: 0.0057339, AVERAGE_POPULARITY: 0.3965323, DIVERSITY_MEAN_INTER_LIST: 0.9567779, DIVERSITY_HERFINDAHL: 0.9956568, COVERAGE_ITEM: 0.0364964, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3635352, SHANNON_ENTROPY: 8.3475920, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 756, 'shrink': 32, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8709059044872938, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0092491, PRECISION: 0.0018876, PRECISION_RECALL_MIN_DEN: 0.0062921, RECALL: 0.0062921, MAP: 0.0016878, MRR: 0.0050194, NDCG: 0.0038567, F1: 0.0029040, HIT_RATE: 0.0188762, ARHR: 0.0050413, RMSE: 0.9415022, NOVELTY: 0.0065144, AVERAGE_POPULARITY: 0.2286218, DIVERSITY_MEAN_INTER_LIST: 0.9707071, DIVERSITY_HERFINDAHL: 0.9970494, COVERAGE_ITEM: 0.0449311, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4121468, SHANNON_ENTROPY: 8.8337492, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 1388, 'shrink': 1912, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4546196008460133, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0052190, PRECISION: 0.0010316, PRECISION_RECALL_MIN_DEN: 0.0034387, RECALL: 0.0034387, MAP: 0.0010398, MRR: 0.0031193, NDCG: 0.0022358, F1: 0.0015871, HIT_RATE: 0.0103161, ARHR: 0.0031193, RMSE: 0.9953310, NOVELTY: 0.0070389, AVERAGE_POPULARITY: 0.1319920, DIVERSITY_MEAN_INTER_LIST: 0.9779158, DIVERSITY_HERFINDAHL: 0.9977701, COVERAGE_ITEM: 0.0561773, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4292765, SHANNON_ENTROPY: 9.2123730, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 470, 'shrink': 1282, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.19362185709299934, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0017803, PRECISION: 0.0003073, PRECISION_RECALL_MIN_DEN: 0.0010243, RECALL: 0.0010243, MAP: 0.0003667, MRR: 0.0011002, NDCG: 0.0007283, F1: 0.0004727, HIT_RATE: 0.0030729, ARHR: 0.0011002, RMSE: 0.9990822, NOVELTY: 0.0079973, AVERAGE_POPULARITY: 0.0319994, DIVERSITY_MEAN_INTER_LIST: 0.9825814, DIVERSITY_HERFINDAHL: 0.9982366, COVERAGE_ITEM: 0.0817518, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3896774, SHANNON_ENTROPY: 9.6247120, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 1638, 'shrink': 1752, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9660117831727755, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0045849, PRECISION: 0.0008560, PRECISION_RECALL_MIN_DEN: 0.0028534, RECALL: 0.0028534, MAP: 0.0010370, MRR: 0.0031111, NDCG: 0.0020406, F1: 0.0013169, HIT_RATE: 0.0085601, ARHR: 0.0031111, RMSE: 0.9990953, NOVELTY: 0.0063868, AVERAGE_POPULARITY: 0.0973870, DIVERSITY_MEAN_INTER_LIST: 0.7497101, DIVERSITY_HERFINDAHL: 0.9749546, COVERAGE_ITEM: 0.0456340, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2314815, SHANNON_ENTROPY: 7.1464926, 
SearchBayesianSkopt: New best config found. Config 20: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0384429, PRECISION: 0.0073090, PRECISION_RECALL_MIN_DEN: 0.0243635, RECALL: 0.0243635, MAP: 0.0081496, MRR: 0.0237971, NDCG: 0.0165911, F1: 0.0112447, HIT_RATE: 0.0730904, ARHR: 0.0241229, RMSE: 24.0063741, NOVELTY: 0.0048871, AVERAGE_POPULARITY: 0.8794399, DIVERSITY_MEAN_INTER_LIST: 0.2770898, DIVERSITY_HERFINDAHL: 0.9277029, COVERAGE_ITEM: 0.0024331, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3062507, SHANNON_ENTROPY: 4.0923597, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1997, 'shrink': 706, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07109043654708348, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0210986, PRECISION: 0.0041484, PRECISION_RECALL_MIN_DEN: 0.0138279, RECALL: 0.0138279, MAP: 0.0041340, MRR: 0.0121345, NDCG: 0.0089041, F1: 0.0063821, HIT_RATE: 0.0414838, ARHR: 0.0122683, RMSE: 0.9503543, NOVELTY: 0.0058493, AVERAGE_POPULARITY: 0.4167990, DIVERSITY_MEAN_INTER_LIST: 0.9355618, DIVERSITY_HERFINDAHL: 0.9935356, COVERAGE_ITEM: 0.0314139, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3338069, SHANNON_ENTROPY: 7.9666124, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 2000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0293859, PRECISION: 0.0058604, PRECISION_RECALL_MIN_DEN: 0.0195347, RECALL: 0.0195347, MAP: 0.0061652, MRR: 0.0177603, NDCG: 0.0128627, F1: 0.0090160, HIT_RATE: 0.0586040, ARHR: 0.0181279, RMSE: 0.9990315, NOVELTY: 0.0052507, AVERAGE_POPULARITY: 0.6167930, DIVERSITY_MEAN_INTER_LIST: 0.8010250, DIVERSITY_HERFINDAHL: 0.9800849, COVERAGE_ITEM: 0.0410922, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1181524, SHANNON_ENTROPY: 6.6436573, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1970, 'shrink': 1013, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9186964035058771, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0052190, PRECISION: 0.0008560, PRECISION_RECALL_MIN_DEN: 0.0028534, RECALL: 0.0028534, MAP: 0.0012455, MRR: 0.0037364, NDCG: 0.0022713, F1: 0.0013169, HIT_RATE: 0.0085601, ARHR: 0.0037364, RMSE: 0.9985831, NOVELTY: 0.0074961, AVERAGE_POPULARITY: 0.0991540, DIVERSITY_MEAN_INTER_LIST: 0.9843971, DIVERSITY_HERFINDAHL: 0.9984181, COVERAGE_ITEM: 0.1039200, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3947690, SHANNON_ENTROPY: 9.9465783, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 7, 'shrink': 422, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.060399026469804454, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0003658, PRECISION: 0.0000439, PRECISION_RECALL_MIN_DEN: 0.0001463, RECALL: 0.0001463, MAP: 0.0000915, MRR: 0.0002744, NDCG: 0.0001474, F1: 0.0000675, HIT_RATE: 0.0004390, ARHR: 0.0002744, RMSE: 0.9999423, NOVELTY: 0.0058543, AVERAGE_POPULARITY: 0.0128129, DIVERSITY_MEAN_INTER_LIST: 0.0500638, DIVERSITY_HERFINDAHL: 0.9050053, COVERAGE_ITEM: 0.0264396, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0382675, SHANNON_ENTROPY: 3.6241509, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 1936, 'shrink': 9, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.956743571332982, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0002195, PRECISION: 0.0000219, PRECISION_RECALL_MIN_DEN: 0.0000732, RECALL: 0.0000732, MAP: 0.0000732, MRR: 0.0002195, NDCG: 0.0001030, F1: 0.0000338, HIT_RATE: 0.0002195, ARHR: 0.0002195, RMSE: 0.9999971, NOVELTY: 0.0058564, AVERAGE_POPULARITY: 0.0127902, DIVERSITY_MEAN_INTER_LIST: 0.0597476, DIVERSITY_HERFINDAHL: 0.9059734, COVERAGE_ITEM: 0.0044336, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1404344, SHANNON_ENTROPY: 3.5508402, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 2000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0293859, PRECISION: 0.0058604, PRECISION_RECALL_MIN_DEN: 0.0195347, RECALL: 0.0195347, MAP: 0.0061652, MRR: 0.0177603, NDCG: 0.0128627, F1: 0.0090160, HIT_RATE: 0.0586040, ARHR: 0.0181279, RMSE: 0.9990315, NOVELTY: 0.0052507, AVERAGE_POPULARITY: 0.6167930, DIVERSITY_MEAN_INTER_LIST: 0.8010250, DIVERSITY_HERFINDAHL: 0.9800849, COVERAGE_ITEM: 0.0410922, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1181524, SHANNON_ENTROPY: 6.6436573, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1880, 'shrink': 100, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0406895393214164, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0337513, PRECISION: 0.0070018, PRECISION_RECALL_MIN_DEN: 0.0233392, RECALL: 0.0233392, MAP: 0.0075268, MRR: 0.0216893, NDCG: 0.0154875, F1: 0.0107719, HIT_RATE: 0.0700176, ARHR: 0.0221349, RMSE: 2.8652959, NOVELTY: 0.0049915, AVERAGE_POPULARITY: 0.7887162, DIVERSITY_MEAN_INTER_LIST: 0.6273429, DIVERSITY_HERFINDAHL: 0.9627205, COVERAGE_ITEM: 0.0108678, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1478240, SHANNON_ENTROPY: 5.2754641, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1989, 'shrink': 1854, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06293206683868592, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0106331, PRECISION: 0.0020413, PRECISION_RECALL_MIN_DEN: 0.0068042, RECALL: 0.0068042, MAP: 0.0019397, MRR: 0.0058192, NDCG: 0.0043051, F1: 0.0031404, HIT_RATE: 0.0204126, ARHR: 0.0058192, RMSE: 0.9913590, NOVELTY: 0.0064706, AVERAGE_POPULARITY: 0.2466970, DIVERSITY_MEAN_INTER_LIST: 0.9678039, DIVERSITY_HERFINDAHL: 0.9967592, COVERAGE_ITEM: 0.0507164, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3566773, SHANNON_ENTROPY: 8.8008028, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1951, 'shrink': 22, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.017323695401999076, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0362556, PRECISION: 0.0072212, PRECISION_RECALL_MIN_DEN: 0.0240708, RECALL: 0.0240708, MAP: 0.0075213, MRR: 0.0218530, NDCG: 0.0157865, F1: 0.0111096, HIT_RATE: 0.0722125, ARHR: 0.0222085, RMSE: 14.1164548, NOVELTY: 0.0049597, AVERAGE_POPULARITY: 0.8167018, DIVERSITY_MEAN_INTER_LIST: 0.5425657, DIVERSITY_HERFINDAHL: 0.9542447, COVERAGE_ITEM: 0.0099486, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1317685, SHANNON_ENTROPY: 4.9704310, 
