SearchBayesianSkopt: New best config found. Config 0: {'topK': 683, 'shrink': 508, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3145770609456873, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0562406, PRECISION: 0.0090778, PRECISION_RECALL_MIN_DEN: 0.0302592, RECALL: 0.0302592, MAP: 0.0139735, MRR: 0.0398566, NDCG: 0.0246325, F1: 0.0139658, HIT_RATE: 0.0907776, ARHR: 0.0408757, RMSE: 0.9816184, NOVELTY: 0.0054925, AVERAGE_POPULARITY: 0.4899223, DIVERSITY_MEAN_INTER_LIST: 0.9238391, DIVERSITY_HERFINDAHL: 0.9923795, COVERAGE_ITEM: 0.2804542, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0819684, SHANNON_ENTROPY: 8.3721290, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0753295, PRECISION: 0.0124524, PRECISION_RECALL_MIN_DEN: 0.0415080, RECALL: 0.0415080, MAP: 0.0192997, MRR: 0.0538065, NDCG: 0.0337004, F1: 0.0191575, HIT_RATE: 0.1245239, ARHR: 0.0558181, RMSE: 0.9157522, NOVELTY: 0.0051623, AVERAGE_POPULARITY: 0.6729338, DIVERSITY_MEAN_INTER_LIST: 0.8310519, DIVERSITY_HERFINDAHL: 0.9831012, COVERAGE_ITEM: 0.0988916, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635997, SHANNON_ENTROPY: 6.9045868, 
