SearchBayesianSkopt: New best config found. Config 0: {'topK': 80, 'shrink': 1097, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0878310, PRECISION: 0.0129829, PRECISION_RECALL_MIN_DEN: 0.0432764, RECALL: 0.0432764, MAP: 0.0229729, MRR: 0.0650872, NDCG: 0.0383791, F1: 0.0199737, HIT_RATE: 0.1298293, ARHR: 0.0669748, RMSE: 0.9930780, NOVELTY: 0.0055624, AVERAGE_POPULARITY: 0.3960707, DIVERSITY_MEAN_INTER_LIST: 0.8997715, DIVERSITY_HERFINDAHL: 0.9899569, COVERAGE_ITEM: 0.1797242, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1324065, SHANNON_ENTROPY: 8.1820395, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 11, 'shrink': 1983, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0842356, PRECISION: 0.0124888, PRECISION_RECALL_MIN_DEN: 0.0416292, RECALL: 0.0416292, MAP: 0.0224555, MRR: 0.0634591, NDCG: 0.0372525, F1: 0.0192135, HIT_RATE: 0.1248877, ARHR: 0.0653847, RMSE: 0.9979901, NOVELTY: 0.0058467, AVERAGE_POPULARITY: 0.2939193, DIVERSITY_MEAN_INTER_LIST: 0.9185184, DIVERSITY_HERFINDAHL: 0.9918312, COVERAGE_ITEM: 0.2379562, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1791151, SHANNON_ENTROPY: 9.0133223, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 496, 'shrink': 1006, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0781959, PRECISION: 0.0115454, PRECISION_RECALL_MIN_DEN: 0.0384846, RECALL: 0.0384846, MAP: 0.0208258, MRR: 0.0592488, NDCG: 0.0345648, F1: 0.0177621, HIT_RATE: 0.1154537, ARHR: 0.0608350, RMSE: 0.9872785, NOVELTY: 0.0053706, AVERAGE_POPULARITY: 0.4929755, DIVERSITY_MEAN_INTER_LIST: 0.8454197, DIVERSITY_HERFINDAHL: 0.9845230, COVERAGE_ITEM: 0.1160314, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0927177, SHANNON_ENTROPY: 7.1385128, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 496, 'shrink': 1990, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0747221, PRECISION: 0.0114106, PRECISION_RECALL_MIN_DEN: 0.0380353, RECALL: 0.0380353, MAP: 0.0199169, MRR: 0.0566795, NDCG: 0.0334314, F1: 0.0175548, HIT_RATE: 0.1141060, ARHR: 0.0581871, RMSE: 0.9922958, NOVELTY: 0.0053405, AVERAGE_POPULARITY: 0.5122787, DIVERSITY_MEAN_INTER_LIST: 0.8289788, DIVERSITY_HERFINDAHL: 0.9828793, COVERAGE_ITEM: 0.1113815, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0864769, SHANNON_ENTROPY: 6.9397087, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 6, 'shrink': 1032, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0881617, PRECISION: 0.0133648, PRECISION_RECALL_MIN_DEN: 0.0445493, RECALL: 0.0445493, MAP: 0.0232641, MRR: 0.0657918, NDCG: 0.0390501, F1: 0.0205612, HIT_RATE: 0.1336478, ARHR: 0.0677640, RMSE: 0.9974408, NOVELTY: 0.0059282, AVERAGE_POPULARITY: 0.2602480, DIVERSITY_MEAN_INTER_LIST: 0.9176648, DIVERSITY_HERFINDAHL: 0.9917459, COVERAGE_ITEM: 0.2359557, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1892609, SHANNON_ENTROPY: 9.1472648, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 13, 'shrink': 1976, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0836475, PRECISION: 0.0127134, PRECISION_RECALL_MIN_DEN: 0.0423780, RECALL: 0.0423780, MAP: 0.0224386, MRR: 0.0633867, NDCG: 0.0374412, F1: 0.0195591, HIT_RATE: 0.1271339, ARHR: 0.0653231, RMSE: 0.9978445, NOVELTY: 0.0058179, AVERAGE_POPULARITY: 0.3027062, DIVERSITY_MEAN_INTER_LIST: 0.9187221, DIVERSITY_HERFINDAHL: 0.9918516, COVERAGE_ITEM: 0.2372533, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1757935, SHANNON_ENTROPY: 8.9743412, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 6, 'shrink': 1008, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0881009, PRECISION: 0.0134097, PRECISION_RECALL_MIN_DEN: 0.0446990, RECALL: 0.0446990, MAP: 0.0232732, MRR: 0.0658142, NDCG: 0.0391024, F1: 0.0206303, HIT_RATE: 0.1340970, ARHR: 0.0677889, RMSE: 0.9974021, NOVELTY: 0.0059284, AVERAGE_POPULARITY: 0.2600519, DIVERSITY_MEAN_INTER_LIST: 0.9177238, DIVERSITY_HERFINDAHL: 0.9917518, COVERAGE_ITEM: 0.2354690, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1895031, SHANNON_ENTROPY: 9.1484525, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 6, 'shrink': 1986, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0872430, PRECISION: 0.0129155, PRECISION_RECALL_MIN_DEN: 0.0430518, RECALL: 0.0430518, MAP: 0.0227329, MRR: 0.0644666, NDCG: 0.0380568, F1: 0.0198701, HIT_RATE: 0.1291554, ARHR: 0.0663045, RMSE: 0.9983893, NOVELTY: 0.0059349, AVERAGE_POPULARITY: 0.2646183, DIVERSITY_MEAN_INTER_LIST: 0.9165078, DIVERSITY_HERFINDAHL: 0.9916302, COVERAGE_ITEM: 0.2433090, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1897213, SHANNON_ENTROPY: 9.1377061, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 497, 'shrink': 1997, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0745973, PRECISION: 0.0113881, PRECISION_RECALL_MIN_DEN: 0.0379605, RECALL: 0.0379605, MAP: 0.0199024, MRR: 0.0566361, NDCG: 0.0333913, F1: 0.0175202, HIT_RATE: 0.1138814, ARHR: 0.0581437, RMSE: 0.9923143, NOVELTY: 0.0053400, AVERAGE_POPULARITY: 0.5124869, DIVERSITY_MEAN_INTER_LIST: 0.8288175, DIVERSITY_HERFINDAHL: 0.9828631, COVERAGE_ITEM: 0.1113815, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0863497, SHANNON_ENTROPY: 6.9373805, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0889588, PRECISION: 0.0132300, PRECISION_RECALL_MIN_DEN: 0.0441000, RECALL: 0.0441000, MAP: 0.0234356, MRR: 0.0665134, NDCG: 0.0391392, F1: 0.0203539, HIT_RATE: 0.1323001, ARHR: 0.0683820, RMSE: 0.9975193, NOVELTY: 0.0059564, AVERAGE_POPULARITY: 0.2519368, DIVERSITY_MEAN_INTER_LIST: 0.9163972, DIVERSITY_HERFINDAHL: 0.9916191, COVERAGE_ITEM: 0.2386050, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1931055, SHANNON_ENTROPY: 9.1845162, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0889588, PRECISION: 0.0132300, PRECISION_RECALL_MIN_DEN: 0.0441000, RECALL: 0.0441000, MAP: 0.0234356, MRR: 0.0665134, NDCG: 0.0391392, F1: 0.0203539, HIT_RATE: 0.1323001, ARHR: 0.0683820, RMSE: 0.9975193, NOVELTY: 0.0059564, AVERAGE_POPULARITY: 0.2519368, DIVERSITY_MEAN_INTER_LIST: 0.9163972, DIVERSITY_HERFINDAHL: 0.9916191, COVERAGE_ITEM: 0.2386050, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1931055, SHANNON_ENTROPY: 9.1845162, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 497, 'shrink': 1011, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0781569, PRECISION: 0.0115229, PRECISION_RECALL_MIN_DEN: 0.0384097, RECALL: 0.0384097, MAP: 0.0208187, MRR: 0.0592326, NDCG: 0.0345351, F1: 0.0177276, HIT_RATE: 0.1152291, ARHR: 0.0608163, RMSE: 0.9873152, NOVELTY: 0.0053702, AVERAGE_POPULARITY: 0.4932518, DIVERSITY_MEAN_INTER_LIST: 0.8451981, DIVERSITY_HERFINDAHL: 0.9845008, COVERAGE_ITEM: 0.1160314, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0925915, SHANNON_ENTROPY: 7.1357898, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0889588, PRECISION: 0.0132300, PRECISION_RECALL_MIN_DEN: 0.0441000, RECALL: 0.0441000, MAP: 0.0234356, MRR: 0.0665134, NDCG: 0.0391392, F1: 0.0203539, HIT_RATE: 0.1323001, ARHR: 0.0683820, RMSE: 0.9975193, NOVELTY: 0.0059564, AVERAGE_POPULARITY: 0.2519368, DIVERSITY_MEAN_INTER_LIST: 0.9163972, DIVERSITY_HERFINDAHL: 0.9916191, COVERAGE_ITEM: 0.2386050, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1931055, SHANNON_ENTROPY: 9.1845162, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 7, 'shrink': 1978, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0859935, PRECISION: 0.0128257, PRECISION_RECALL_MIN_DEN: 0.0427523, RECALL: 0.0427523, MAP: 0.0225929, MRR: 0.0640391, NDCG: 0.0377866, F1: 0.0197318, HIT_RATE: 0.1282570, ARHR: 0.0658809, RMSE: 0.9983055, NOVELTY: 0.0059123, AVERAGE_POPULARITY: 0.2720091, DIVERSITY_MEAN_INTER_LIST: 0.9173301, DIVERSITY_HERFINDAHL: 0.9917124, COVERAGE_ITEM: 0.2404974, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1864632, SHANNON_ENTROPY: 9.1049360, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0889588, PRECISION: 0.0132300, PRECISION_RECALL_MIN_DEN: 0.0441000, RECALL: 0.0441000, MAP: 0.0234356, MRR: 0.0665134, NDCG: 0.0391392, F1: 0.0203539, HIT_RATE: 0.1323001, ARHR: 0.0683820, RMSE: 0.9975193, NOVELTY: 0.0059564, AVERAGE_POPULARITY: 0.2519368, DIVERSITY_MEAN_INTER_LIST: 0.9163972, DIVERSITY_HERFINDAHL: 0.9916191, COVERAGE_ITEM: 0.2386050, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1931055, SHANNON_ENTROPY: 9.1845162, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0889588, PRECISION: 0.0132300, PRECISION_RECALL_MIN_DEN: 0.0441000, RECALL: 0.0441000, MAP: 0.0234356, MRR: 0.0665134, NDCG: 0.0391392, F1: 0.0203539, HIT_RATE: 0.1323001, ARHR: 0.0683820, RMSE: 0.9975193, NOVELTY: 0.0059564, AVERAGE_POPULARITY: 0.2519368, DIVERSITY_MEAN_INTER_LIST: 0.9163972, DIVERSITY_HERFINDAHL: 0.9916191, COVERAGE_ITEM: 0.2386050, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1931055, SHANNON_ENTROPY: 9.1845162, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 493, 'shrink': 1011, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0783596, PRECISION: 0.0115454, PRECISION_RECALL_MIN_DEN: 0.0384846, RECALL: 0.0384846, MAP: 0.0208710, MRR: 0.0593845, NDCG: 0.0346146, F1: 0.0177621, HIT_RATE: 0.1154537, ARHR: 0.0609706, RMSE: 0.9873405, NOVELTY: 0.0053708, AVERAGE_POPULARITY: 0.4927598, DIVERSITY_MEAN_INTER_LIST: 0.8457162, DIVERSITY_HERFINDAHL: 0.9845526, COVERAGE_ITEM: 0.1161395, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0927559, SHANNON_ENTROPY: 7.1412824, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 7, 'shrink': 1982, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0859686, PRECISION: 0.0128257, PRECISION_RECALL_MIN_DEN: 0.0427523, RECALL: 0.0427523, MAP: 0.0225919, MRR: 0.0640360, NDCG: 0.0377850, F1: 0.0197318, HIT_RATE: 0.1282570, ARHR: 0.0658777, RMSE: 0.9983082, NOVELTY: 0.0059123, AVERAGE_POPULARITY: 0.2720367, DIVERSITY_MEAN_INTER_LIST: 0.9173256, DIVERSITY_HERFINDAHL: 0.9917120, COVERAGE_ITEM: 0.2405515, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1864607, SHANNON_ENTROPY: 9.1049250, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 8, 'shrink': 1995, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0840094, PRECISION: 0.0128032, PRECISION_RECALL_MIN_DEN: 0.0426774, RECALL: 0.0426774, MAP: 0.0224595, MRR: 0.0634242, NDCG: 0.0375552, F1: 0.0196973, HIT_RATE: 0.1280323, ARHR: 0.0653733, RMSE: 0.9982430, NOVELTY: 0.0058900, AVERAGE_POPULARITY: 0.2789458, DIVERSITY_MEAN_INTER_LIST: 0.9175216, DIVERSITY_HERFINDAHL: 0.9917316, COVERAGE_ITEM: 0.2388754, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1845678, SHANNON_ENTROPY: 9.0741916, 
SearchBayesianSkopt: Search complete. Best config is 6: {'topK': 5, 'shrink': 1000, 'similarity': 'dice', 'normalize': False}
