SearchBayesianSkopt: New best config found. Config 0: {'topK': 350, 'shrink': 1689, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8834934792017586, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0497518, PRECISION: 0.0072552, PRECISION_RECALL_MIN_DEN: 0.0241839, RECALL: 0.0241839, MAP: 0.0127945, MRR: 0.0365911, NDCG: 0.0214666, F1: 0.0111618, HIT_RATE: 0.0725517, ARHR: 0.0374593, RMSE: 0.9921587, NOVELTY: 0.0065611, AVERAGE_POPULARITY: 0.0299580, DIVERSITY_MEAN_INTER_LIST: 0.9403517, DIVERSITY_HERFINDAHL: 0.9940141, COVERAGE_ITEM: 0.6896999, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4658330, SHANNON_ENTROPY: 11.6319589, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 494, 'shrink': 1002, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9684396212832116, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0841716, PRECISION: 0.0121518, PRECISION_RECALL_MIN_DEN: 0.0405061, RECALL: 0.0405061, MAP: 0.0223880, MRR: 0.0633234, NDCG: 0.0368501, F1: 0.0186951, HIT_RATE: 0.1215184, ARHR: 0.0652157, RMSE: 0.9841248, NOVELTY: 0.0055604, AVERAGE_POPULARITY: 0.3752228, DIVERSITY_MEAN_INTER_LIST: 0.9001317, DIVERSITY_HERFINDAHL: 0.9899929, COVERAGE_ITEM: 0.1518248, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1266545, SHANNON_ENTROPY: 8.0768055, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 500, 'shrink': 1972, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.02710995038107878, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0707445, PRECISION: 0.0106469, PRECISION_RECALL_MIN_DEN: 0.0354897, RECALL: 0.0354897, MAP: 0.0186755, MRR: 0.0531741, NDCG: 0.0313098, F1: 0.0163798, HIT_RATE: 0.1064690, ARHR: 0.0545722, RMSE: 0.9914128, NOVELTY: 0.0053092, AVERAGE_POPULARITY: 0.5328296, DIVERSITY_MEAN_INTER_LIST: 0.8078688, DIVERSITY_HERFINDAHL: 0.9807687, COVERAGE_ITEM: 0.1073804, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0808128, SHANNON_ENTROPY: 6.7261377, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 497, 'shrink': 1010, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.051958679648921105, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0883130, PRECISION: 0.0138140, PRECISION_RECALL_MIN_DEN: 0.0460467, RECALL: 0.0460467, MAP: 0.0220878, MRR: 0.0621200, NDCG: 0.0382822, F1: 0.0212523, HIT_RATE: 0.1381402, ARHR: 0.0641637, RMSE: 0.9613183, NOVELTY: 0.0054803, AVERAGE_POPULARITY: 0.4361818, DIVERSITY_MEAN_INTER_LIST: 0.8891846, DIVERSITY_HERFINDAHL: 0.9888985, COVERAGE_ITEM: 0.1236550, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1144144, SHANNON_ENTROPY: 7.7271605, 
SearchBayesianSkopt: New best config found. Config 14: {'topK': 13, 'shrink': 1045, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.11207989960736334, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1052521, PRECISION: 0.0163073, PRECISION_RECALL_MIN_DEN: 0.0543576, RECALL: 0.0543576, MAP: 0.0279163, MRR: 0.0771867, NDCG: 0.0468592, F1: 0.0250881, HIT_RATE: 0.1630728, ARHR: 0.0803956, RMSE: 0.9866717, NOVELTY: 0.0061069, AVERAGE_POPULARITY: 0.1860753, DIVERSITY_MEAN_INTER_LIST: 0.9158398, DIVERSITY_HERFINDAHL: 0.9915634, COVERAGE_ITEM: 0.3100838, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2261737, SHANNON_ENTROPY: 9.6305366, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0870433, PRECISION: 0.0129605, PRECISION_RECALL_MIN_DEN: 0.0432016, RECALL: 0.0432016, MAP: 0.0229338, MRR: 0.0650872, NDCG: 0.0383081, F1: 0.0199392, HIT_RATE: 0.1296047, ARHR: 0.0669050, RMSE: 0.9970909, NOVELTY: 0.0059201, AVERAGE_POPULARITY: 0.2663375, DIVERSITY_MEAN_INTER_LIST: 0.9149092, DIVERSITY_HERFINDAHL: 0.9914704, COVERAGE_ITEM: 0.2357935, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1880274, SHANNON_ENTROPY: 9.1027122, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0870433, PRECISION: 0.0129605, PRECISION_RECALL_MIN_DEN: 0.0432016, RECALL: 0.0432016, MAP: 0.0229338, MRR: 0.0650872, NDCG: 0.0383081, F1: 0.0199392, HIT_RATE: 0.1296047, ARHR: 0.0669050, RMSE: 0.9970909, NOVELTY: 0.0059201, AVERAGE_POPULARITY: 0.2663375, DIVERSITY_MEAN_INTER_LIST: 0.9149092, DIVERSITY_HERFINDAHL: 0.9914704, COVERAGE_ITEM: 0.2357935, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1880274, SHANNON_ENTROPY: 9.1027122, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0870433, PRECISION: 0.0129605, PRECISION_RECALL_MIN_DEN: 0.0432016, RECALL: 0.0432016, MAP: 0.0229338, MRR: 0.0650872, NDCG: 0.0383081, F1: 0.0199392, HIT_RATE: 0.1296047, ARHR: 0.0669050, RMSE: 0.9970909, NOVELTY: 0.0059201, AVERAGE_POPULARITY: 0.2663375, DIVERSITY_MEAN_INTER_LIST: 0.9149092, DIVERSITY_HERFINDAHL: 0.9914704, COVERAGE_ITEM: 0.2357935, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1880274, SHANNON_ENTROPY: 9.1027122, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.7755575615628914e-17, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1015907, PRECISION: 0.0150045, PRECISION_RECALL_MIN_DEN: 0.0500150, RECALL: 0.0500150, MAP: 0.0270161, MRR: 0.0750438, NDCG: 0.0446224, F1: 0.0230838, HIT_RATE: 0.1500449, ARHR: 0.0779711, RMSE: 0.9888023, NOVELTY: 0.0062698, AVERAGE_POPULARITY: 0.1351240, DIVERSITY_MEAN_INTER_LIST: 0.8513257, DIVERSITY_HERFINDAHL: 0.9851135, COVERAGE_ITEM: 0.3041363, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2182074, SHANNON_ENTROPY: 9.0823759, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 6, 'shrink': 1004, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.05717133436972134, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0745206, PRECISION: 0.0119721, PRECISION_RECALL_MIN_DEN: 0.0399072, RECALL: 0.0399072, MAP: 0.0190276, MRR: 0.0530813, NDCG: 0.0329414, F1: 0.0184187, HIT_RATE: 0.1197215, ARHR: 0.0550540, RMSE: 0.9959820, NOVELTY: 0.0063537, AVERAGE_POPULARITY: 0.0664984, DIVERSITY_MEAN_INTER_LIST: 0.8512161, DIVERSITY_HERFINDAHL: 0.9851025, COVERAGE_ITEM: 0.4549338, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2979020, SHANNON_ENTROPY: 9.7542056, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 21, 'shrink': 1996, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06128959284172654, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1046752, PRECISION: 0.0165544, PRECISION_RECALL_MIN_DEN: 0.0551812, RECALL: 0.0551812, MAP: 0.0273707, MRR: 0.0758600, NDCG: 0.0465583, F1: 0.0254682, HIT_RATE: 0.1655436, ARHR: 0.0789043, RMSE: 0.9862919, NOVELTY: 0.0058892, AVERAGE_POPULARITY: 0.2603935, DIVERSITY_MEAN_INTER_LIST: 0.9275047, DIVERSITY_HERFINDAHL: 0.9927296, COVERAGE_ITEM: 0.2233036, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1938043, SHANNON_ENTROPY: 9.2413539, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 103, 'shrink': 1007, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9988452617259196, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0425816, PRECISION: 0.0065364, PRECISION_RECALL_MIN_DEN: 0.0217880, RECALL: 0.0217880, MAP: 0.0105164, MRR: 0.0304056, NDCG: 0.0183085, F1: 0.0100560, HIT_RATE: 0.0653639, ARHR: 0.0309587, RMSE: 0.9070998, NOVELTY: 0.0065319, AVERAGE_POPULARITY: 0.0753152, DIVERSITY_MEAN_INTER_LIST: 0.9354779, DIVERSITY_HERFINDAHL: 0.9935268, COVERAGE_ITEM: 0.3219248, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2529362, SHANNON_ENTROPY: 10.0237157, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 16, 'shrink': 1961, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.02501046445292144, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1043445, PRECISION: 0.0163522, PRECISION_RECALL_MIN_DEN: 0.0545073, RECALL: 0.0545073, MAP: 0.0273545, MRR: 0.0758711, NDCG: 0.0463419, F1: 0.0251572, HIT_RATE: 0.1635220, ARHR: 0.0788839, RMSE: 0.9870843, NOVELTY: 0.0059454, AVERAGE_POPULARITY: 0.2407544, DIVERSITY_MEAN_INTER_LIST: 0.9254691, DIVERSITY_HERFINDAHL: 0.9925261, COVERAGE_ITEM: 0.2407137, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2026721, SHANNON_ENTROPY: 9.3571538, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0870433, PRECISION: 0.0129605, PRECISION_RECALL_MIN_DEN: 0.0432016, RECALL: 0.0432016, MAP: 0.0229338, MRR: 0.0650872, NDCG: 0.0383081, F1: 0.0199392, HIT_RATE: 0.1296047, ARHR: 0.0669050, RMSE: 0.9970909, NOVELTY: 0.0059201, AVERAGE_POPULARITY: 0.2663375, DIVERSITY_MEAN_INTER_LIST: 0.9149092, DIVERSITY_HERFINDAHL: 0.9914704, COVERAGE_ITEM: 0.2357935, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1880274, SHANNON_ENTROPY: 9.1027122, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0870433, PRECISION: 0.0129605, PRECISION_RECALL_MIN_DEN: 0.0432016, RECALL: 0.0432016, MAP: 0.0229338, MRR: 0.0650872, NDCG: 0.0383081, F1: 0.0199392, HIT_RATE: 0.1296047, ARHR: 0.0669050, RMSE: 0.9970909, NOVELTY: 0.0059201, AVERAGE_POPULARITY: 0.2663375, DIVERSITY_MEAN_INTER_LIST: 0.9149092, DIVERSITY_HERFINDAHL: 0.9914704, COVERAGE_ITEM: 0.2357935, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1880274, SHANNON_ENTROPY: 9.1027122, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 495, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0013037713664327823, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0832186, PRECISION: 0.0134322, PRECISION_RECALL_MIN_DEN: 0.0447739, RECALL: 0.0447739, MAP: 0.0212477, MRR: 0.0599571, NDCG: 0.0369368, F1: 0.0206649, HIT_RATE: 0.1343217, ARHR: 0.0618220, RMSE: 0.9593891, NOVELTY: 0.0053880, AVERAGE_POPULARITY: 0.4815095, DIVERSITY_MEAN_INTER_LIST: 0.8689136, DIVERSITY_HERFINDAHL: 0.9868718, COVERAGE_ITEM: 0.0961882, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0999110, SHANNON_ENTROPY: 7.2808226, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0870433, PRECISION: 0.0129605, PRECISION_RECALL_MIN_DEN: 0.0432016, RECALL: 0.0432016, MAP: 0.0229338, MRR: 0.0650872, NDCG: 0.0383081, F1: 0.0199392, HIT_RATE: 0.1296047, ARHR: 0.0669050, RMSE: 0.9970909, NOVELTY: 0.0059201, AVERAGE_POPULARITY: 0.2663375, DIVERSITY_MEAN_INTER_LIST: 0.9149092, DIVERSITY_HERFINDAHL: 0.9914704, COVERAGE_ITEM: 0.2357935, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1880274, SHANNON_ENTROPY: 9.1027122, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 20, 'shrink': 1101, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.007624431983147108, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1050542, PRECISION: 0.0160377, PRECISION_RECALL_MIN_DEN: 0.0534591, RECALL: 0.0534591, MAP: 0.0276586, MRR: 0.0766577, NDCG: 0.0463430, F1: 0.0246734, HIT_RATE: 0.1603774, ARHR: 0.0797334, RMSE: 0.9860238, NOVELTY: 0.0060466, AVERAGE_POPULARITY: 0.2098453, DIVERSITY_MEAN_INTER_LIST: 0.9251350, DIVERSITY_HERFINDAHL: 0.9924927, COVERAGE_ITEM: 0.2928359, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2212242, SHANNON_ENTROPY: 9.6243912, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 500, 'shrink': 1046, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.019640443295736224, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0867563, PRECISION: 0.0137466, PRECISION_RECALL_MIN_DEN: 0.0458221, RECALL: 0.0458221, MAP: 0.0221196, MRR: 0.0620416, NDCG: 0.0381839, F1: 0.0211487, HIT_RATE: 0.1374663, ARHR: 0.0641722, RMSE: 0.9615116, NOVELTY: 0.0054642, AVERAGE_POPULARITY: 0.4419721, DIVERSITY_MEAN_INTER_LIST: 0.8874875, DIVERSITY_HERFINDAHL: 0.9887288, COVERAGE_ITEM: 0.1163558, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1123180, SHANNON_ENTROPY: 7.6601249, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 15, 'shrink': 1858, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.02478094081406091, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1054286, PRECISION: 0.0165768, PRECISION_RECALL_MIN_DEN: 0.0552561, RECALL: 0.0552561, MAP: 0.0277953, MRR: 0.0769651, NDCG: 0.0470179, F1: 0.0255028, HIT_RATE: 0.1657682, ARHR: 0.0800921, RMSE: 0.9871354, NOVELTY: 0.0059691, AVERAGE_POPULARITY: 0.2321305, DIVERSITY_MEAN_INTER_LIST: 0.9245725, DIVERSITY_HERFINDAHL: 0.9924365, COVERAGE_ITEM: 0.2494728, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2060390, SHANNON_ENTROPY: 9.4046215, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0870433, PRECISION: 0.0129605, PRECISION_RECALL_MIN_DEN: 0.0432016, RECALL: 0.0432016, MAP: 0.0229338, MRR: 0.0650872, NDCG: 0.0383081, F1: 0.0199392, HIT_RATE: 0.1296047, ARHR: 0.0669050, RMSE: 0.9970909, NOVELTY: 0.0059201, AVERAGE_POPULARITY: 0.2663375, DIVERSITY_MEAN_INTER_LIST: 0.9149092, DIVERSITY_HERFINDAHL: 0.9914704, COVERAGE_ITEM: 0.2357935, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1880274, SHANNON_ENTROPY: 9.1027122, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 30, 'shrink': 1923, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.952899850674129, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0807603, PRECISION: 0.0119721, PRECISION_RECALL_MIN_DEN: 0.0399072, RECALL: 0.0399072, MAP: 0.0217646, MRR: 0.0611873, NDCG: 0.0359073, F1: 0.0184187, HIT_RATE: 0.1197215, ARHR: 0.0632124, RMSE: 0.9962335, NOVELTY: 0.0056804, AVERAGE_POPULARITY: 0.3270684, DIVERSITY_MEAN_INTER_LIST: 0.9148927, DIVERSITY_HERFINDAHL: 0.9914687, COVERAGE_ITEM: 0.2442282, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1644728, SHANNON_ENTROPY: 8.8042216, 
