SearchBayesianSkopt: New best config found. Config 0: {'topK': 1568, 'shrink': 1817, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3822121747949483, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0425107, PRECISION: 0.0079752, PRECISION_RECALL_MIN_DEN: 0.0303375, RECALL: 0.0303375, MAP: 0.0110227, MRR: 0.0276551, NDCG: 0.0204677, F1: 0.0126302, HIT_RATE: 0.0797521, ARHR: 0.0284078, RMSE: 0.9058179, NOVELTY: 0.0050274, AVERAGE_POPULARITY: 0.7587867, DIVERSITY_MEAN_INTER_LIST: 0.7530943, DIVERSITY_HERFINDAHL: 0.9752939, COVERAGE_ITEM: 0.0064342, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3481429, SHANNON_ENTROPY: 5.7750653, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 3173, 'shrink': 1432, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1989182143958077, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0389951, PRECISION: 0.0074793, PRECISION_RECALL_MIN_DEN: 0.0286157, RECALL: 0.0286157, MAP: 0.0098318, MRR: 0.0247181, NDCG: 0.0187296, F1: 0.0118591, HIT_RATE: 0.0747934, ARHR: 0.0252055, RMSE: 0.9401754, NOVELTY: 0.0052670, AVERAGE_POPULARITY: 0.7132543, DIVERSITY_MEAN_INTER_LIST: 0.7528103, DIVERSITY_HERFINDAHL: 0.9752655, COVERAGE_ITEM: 0.0072452, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3060107, SHANNON_ENTROPY: 5.7669047, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 456, 'shrink': 1592, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6766734690441711, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0288783, PRECISION: 0.0052479, PRECISION_RECALL_MIN_DEN: 0.0198003, RECALL: 0.0198003, MAP: 0.0073539, MRR: 0.0186484, NDCG: 0.0135934, F1: 0.0082968, HIT_RATE: 0.0524793, ARHR: 0.0189672, RMSE: 0.9974026, NOVELTY: 0.0059451, AVERAGE_POPULARITY: 0.4933128, DIVERSITY_MEAN_INTER_LIST: 0.8061627, DIVERSITY_HERFINDAHL: 0.9805996, COVERAGE_ITEM: 0.0246553, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1355159, SHANNON_ENTROPY: 6.2921726, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 2210, 'shrink': 976, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.08549934523696125, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0427547, PRECISION: 0.0083264, PRECISION_RECALL_MIN_DEN: 0.0315083, RECALL: 0.0315083, MAP: 0.0109929, MRR: 0.0276411, NDCG: 0.0208093, F1: 0.0131720, HIT_RATE: 0.0832645, ARHR: 0.0282603, RMSE: 0.8064047, NOVELTY: 0.0050022, AVERAGE_POPULARITY: 0.7775074, DIVERSITY_MEAN_INTER_LIST: 0.7191045, DIVERSITY_HERFINDAHL: 0.9718956, COVERAGE_ITEM: 0.0050825, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3703367, SHANNON_ENTROPY: 5.5175221, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 2915, 'shrink': 2207, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.40417833263605, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0387210, PRECISION: 0.0073140, PRECISION_RECALL_MIN_DEN: 0.0279270, RECALL: 0.0279270, MAP: 0.0096234, MRR: 0.0242951, NDCG: 0.0183436, F1: 0.0115921, HIT_RATE: 0.0731405, ARHR: 0.0248101, RMSE: 0.9629722, NOVELTY: 0.0052961, AVERAGE_POPULARITY: 0.7023702, DIVERSITY_MEAN_INTER_LIST: 0.7618103, DIVERSITY_HERFINDAHL: 0.9761653, COVERAGE_ITEM: 0.0095702, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2442381, SHANNON_ENTROPY: 5.8433913, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 329, 'shrink': 712, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9902720219869234, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0247719, PRECISION: 0.0046281, PRECISION_RECALL_MIN_DEN: 0.0176309, RECALL: 0.0176309, MAP: 0.0063688, MRR: 0.0160611, NDCG: 0.0118843, F1: 0.0073316, HIT_RATE: 0.0462810, ARHR: 0.0163153, RMSE: 0.9845553, NOVELTY: 0.0061660, AVERAGE_POPULARITY: 0.3972660, DIVERSITY_MEAN_INTER_LIST: 0.8776018, DIVERSITY_HERFINDAHL: 0.9877420, COVERAGE_ITEM: 0.0603947, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1492682, SHANNON_ENTROPY: 7.4675179, 
SearchBayesianSkopt: New best config found. Config 16: {'topK': 3511, 'shrink': 337, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.42776084580525453, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0435028, PRECISION: 0.0083058, PRECISION_RECALL_MIN_DEN: 0.0313017, RECALL: 0.0313017, MAP: 0.0112287, MRR: 0.0283011, NDCG: 0.0210110, F1: 0.0131281, HIT_RATE: 0.0830579, ARHR: 0.0289831, RMSE: 0.8201718, NOVELTY: 0.0049700, AVERAGE_POPULARITY: 0.8032339, DIVERSITY_MEAN_INTER_LIST: 0.6646257, DIVERSITY_HERFINDAHL: 0.9664488, COVERAGE_ITEM: 0.0035145, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4447665, SHANNON_ENTROPY: 5.2372485, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 3559, 'shrink': 1586, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4344407327329476, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0384656, PRECISION: 0.0071281, PRECISION_RECALL_MIN_DEN: 0.0271006, RECALL: 0.0271006, MAP: 0.0096073, MRR: 0.0242072, NDCG: 0.0180715, F1: 0.0112874, HIT_RATE: 0.0712810, ARHR: 0.0247365, RMSE: 0.9871573, NOVELTY: 0.0052214, AVERAGE_POPULARITY: 0.7494837, DIVERSITY_MEAN_INTER_LIST: 0.6804000, DIVERSITY_HERFINDAHL: 0.9680259, COVERAGE_ITEM: 0.0050284, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3399987, SHANNON_ENTROPY: 5.3779658, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 3778, 'shrink': 798, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04894058213243892, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0413336, PRECISION: 0.0078926, PRECISION_RECALL_MIN_DEN: 0.0297176, RECALL: 0.0297176, MAP: 0.0102353, MRR: 0.0258303, NDCG: 0.0195401, F1: 0.0124726, HIT_RATE: 0.0789256, ARHR: 0.0264546, RMSE: 0.9004243, NOVELTY: 0.0049337, AVERAGE_POPULARITY: 0.8374239, DIVERSITY_MEAN_INTER_LIST: 0.5836197, DIVERSITY_HERFINDAHL: 0.9583499, COVERAGE_ITEM: 0.0027575, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4586817, SHANNON_ENTROPY: 4.9181621, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 1602, 'shrink': 2959, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.40575007253240136, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0404223, PRECISION: 0.0078719, PRECISION_RECALL_MIN_DEN: 0.0299931, RECALL: 0.0299931, MAP: 0.0101765, MRR: 0.0254004, NDCG: 0.0194677, F1: 0.0124708, HIT_RATE: 0.0787190, ARHR: 0.0260071, RMSE: 0.9221560, NOVELTY: 0.0050143, AVERAGE_POPULARITY: 0.7683985, DIVERSITY_MEAN_INTER_LIST: 0.7548022, DIVERSITY_HERFINDAHL: 0.9754646, COVERAGE_ITEM: 0.0057853, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3720795, SHANNON_ENTROPY: 5.7179204, 
SearchBayesianSkopt: New best config found. Config 20: {'topK': 3996, 'shrink': 1149, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7774195487213509, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0443131, PRECISION: 0.0084298, PRECISION_RECALL_MIN_DEN: 0.0317493, RECALL: 0.0317493, MAP: 0.0116526, MRR: 0.0295348, NDCG: 0.0216027, F1: 0.0133223, HIT_RATE: 0.0842975, ARHR: 0.0302403, RMSE: 0.7789300, NOVELTY: 0.0049669, AVERAGE_POPULARITY: 0.8060959, DIVERSITY_MEAN_INTER_LIST: 0.6593649, DIVERSITY_HERFINDAHL: 0.9659229, COVERAGE_ITEM: 0.0034063, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4543543, SHANNON_ENTROPY: 5.2208859, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 3821, 'shrink': 2279, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3170998330551847, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0403794, PRECISION: 0.0077479, PRECISION_RECALL_MIN_DEN: 0.0291667, RECALL: 0.0291667, MAP: 0.0100005, MRR: 0.0250884, NDCG: 0.0191045, F1: 0.0122435, HIT_RATE: 0.0774793, ARHR: 0.0257440, RMSE: 0.8376802, NOVELTY: 0.0049638, AVERAGE_POPULARITY: 0.8096387, DIVERSITY_MEAN_INTER_LIST: 0.6686083, DIVERSITY_HERFINDAHL: 0.9668470, COVERAGE_ITEM: 0.0032441, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4827903, SHANNON_ENTROPY: 5.2376642, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 2891, 'shrink': 716, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8817000954340326, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0412420, PRECISION: 0.0074587, PRECISION_RECALL_MIN_DEN: 0.0284091, RECALL: 0.0284091, MAP: 0.0102311, MRR: 0.0257514, NDCG: 0.0191320, F1: 0.0118153, HIT_RATE: 0.0745868, ARHR: 0.0262650, RMSE: 0.9210044, NOVELTY: 0.0053242, AVERAGE_POPULARITY: 0.6870439, DIVERSITY_MEAN_INTER_LIST: 0.7746471, DIVERSITY_HERFINDAHL: 0.9774487, COVERAGE_ITEM: 0.0101649, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2483792, SHANNON_ENTROPY: 5.9476806, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1656, 'shrink': 1302, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5743958441913612, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0379218, PRECISION: 0.0067355, PRECISION_RECALL_MIN_DEN: 0.0254132, RECALL: 0.0254132, MAP: 0.0091255, MRR: 0.0231729, NDCG: 0.0171620, F1: 0.0106487, HIT_RATE: 0.0673554, ARHR: 0.0235717, RMSE: 0.9603739, NOVELTY: 0.0053503, AVERAGE_POPULARITY: 0.7046250, DIVERSITY_MEAN_INTER_LIST: 0.7312688, DIVERSITY_HERFINDAHL: 0.9731118, COVERAGE_ITEM: 0.0067586, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2825200, SHANNON_ENTROPY: 5.5102819, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 563, 'shrink': 1808, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4384883417600326, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0343869, PRECISION: 0.0062190, PRECISION_RECALL_MIN_DEN: 0.0237603, RECALL: 0.0237603, MAP: 0.0086553, MRR: 0.0216258, NDCG: 0.0160562, F1: 0.0098578, HIT_RATE: 0.0621901, ARHR: 0.0220708, RMSE: 0.9595914, NOVELTY: 0.0056921, AVERAGE_POPULARITY: 0.5364006, DIVERSITY_MEAN_INTER_LIST: 0.8877507, DIVERSITY_HERFINDAHL: 0.9887567, COVERAGE_ITEM: 0.0424439, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1522014, SHANNON_ENTROPY: 7.2074077, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 849, 'shrink': 695, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.035752104716326, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0345892, PRECISION: 0.0062603, PRECISION_RECALL_MIN_DEN: 0.0237603, RECALL: 0.0237603, MAP: 0.0086631, MRR: 0.0220415, NDCG: 0.0161451, F1: 0.0099097, HIT_RATE: 0.0626033, ARHR: 0.0224722, RMSE: 0.8693612, NOVELTY: 0.0056858, AVERAGE_POPULARITY: 0.5599986, DIVERSITY_MEAN_INTER_LIST: 0.8312994, DIVERSITY_HERFINDAHL: 0.9831128, COVERAGE_ITEM: 0.0143823, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2252278, SHANNON_ENTROPY: 6.3204292, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 356, 'shrink': 1316, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4972301832521798, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0269427, PRECISION: 0.0052273, PRECISION_RECALL_MIN_DEN: 0.0198691, RECALL: 0.0198691, MAP: 0.0068261, MRR: 0.0171990, NDCG: 0.0130082, F1: 0.0082770, HIT_RATE: 0.0522727, ARHR: 0.0176208, RMSE: 0.9973118, NOVELTY: 0.0058270, AVERAGE_POPULARITY: 0.5144693, DIVERSITY_MEAN_INTER_LIST: 0.8438504, DIVERSITY_HERFINDAHL: 0.9843676, COVERAGE_ITEM: 0.0341714, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1310393, SHANNON_ENTROPY: 6.6713263, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 3152, 'shrink': 1734, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3910100555888766, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0406268, PRECISION: 0.0077066, PRECISION_RECALL_MIN_DEN: 0.0290289, RECALL: 0.0290289, MAP: 0.0098063, MRR: 0.0248335, NDCG: 0.0189192, F1: 0.0121797, HIT_RATE: 0.0770661, ARHR: 0.0253594, RMSE: 0.9564201, NOVELTY: 0.0049330, AVERAGE_POPULARITY: 0.8374182, DIVERSITY_MEAN_INTER_LIST: 0.5954892, DIVERSITY_HERFINDAHL: 0.9595366, COVERAGE_ITEM: 0.0028656, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4526921, SHANNON_ENTROPY: 4.9538438, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 266, 'shrink': 1876, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8309745360783987, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0245638, PRECISION: 0.0043388, PRECISION_RECALL_MIN_DEN: 0.0163223, RECALL: 0.0163223, MAP: 0.0063390, MRR: 0.0163445, NDCG: 0.0115176, F1: 0.0068554, HIT_RATE: 0.0433884, ARHR: 0.0167172, RMSE: 0.9940669, NOVELTY: 0.0062811, AVERAGE_POPULARITY: 0.3948017, DIVERSITY_MEAN_INTER_LIST: 0.7511767, DIVERSITY_HERFINDAHL: 0.9751022, COVERAGE_ITEM: 0.0327115, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1020579, SHANNON_ENTROPY: 6.1601100, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 605, 'shrink': 780, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4308743076808286, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0298037, PRECISION: 0.0059091, PRECISION_RECALL_MIN_DEN: 0.0221763, RECALL: 0.0221763, MAP: 0.0078339, MRR: 0.0196967, NDCG: 0.0147378, F1: 0.0093317, HIT_RATE: 0.0590909, ARHR: 0.0202086, RMSE: 0.9699641, NOVELTY: 0.0057930, AVERAGE_POPULARITY: 0.5536901, DIVERSITY_MEAN_INTER_LIST: 0.7890052, DIVERSITY_HERFINDAHL: 0.9788842, COVERAGE_ITEM: 0.0116788, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2175987, SHANNON_ENTROPY: 5.9491271, 
