SearchBayesianSkopt: New best config found. Config 0: {'topK': 1568, 'shrink': 1817, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0404727, PRECISION: 0.0078512, PRECISION_RECALL_MIN_DEN: 0.0298209, RECALL: 0.0298209, MAP: 0.0103990, MRR: 0.0259140, NDCG: 0.0196416, F1: 0.0124299, HIT_RATE: 0.0785124, ARHR: 0.0265286, RMSE: 0.9932720, NOVELTY: 0.0049661, AVERAGE_POPULARITY: 0.8065671, DIVERSITY_MEAN_INTER_LIST: 0.6983928, DIVERSITY_HERFINDAHL: 0.9698248, COVERAGE_ITEM: 0.0068127, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2620573, SHANNON_ENTROPY: 5.4478315, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 280, 'shrink': 2232, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0229970, PRECISION: 0.0044835, PRECISION_RECALL_MIN_DEN: 0.0171488, RECALL: 0.0171488, MAP: 0.0059723, MRR: 0.0149274, NDCG: 0.0112721, F1: 0.0071085, HIT_RATE: 0.0448347, ARHR: 0.0152811, RMSE: 0.9987437, NOVELTY: 0.0060068, AVERAGE_POPULARITY: 0.4585186, DIVERSITY_MEAN_INTER_LIST: 0.8341587, DIVERSITY_HERFINDAHL: 0.9833986, COVERAGE_ITEM: 0.0432549, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1167112, SHANNON_ENTROPY: 6.7462177, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 3513, 'shrink': 1641, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0403048, PRECISION: 0.0078512, PRECISION_RECALL_MIN_DEN: 0.0301997, RECALL: 0.0301997, MAP: 0.0104316, MRR: 0.0260206, NDCG: 0.0197503, F1: 0.0124625, HIT_RATE: 0.0785124, ARHR: 0.0266280, RMSE: 0.9870336, NOVELTY: 0.0049323, AVERAGE_POPULARITY: 0.8370923, DIVERSITY_MEAN_INTER_LIST: 0.6131162, DIVERSITY_HERFINDAHL: 0.9612990, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3384380, SHANNON_ENTROPY: 5.0301147, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1547, 'shrink': 2030, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0409878, PRECISION: 0.0078719, PRECISION_RECALL_MIN_DEN: 0.0299242, RECALL: 0.0299242, MAP: 0.0104945, MRR: 0.0261565, NDCG: 0.0197736, F1: 0.0124648, HIT_RATE: 0.0787190, ARHR: 0.0267747, RMSE: 0.9940251, NOVELTY: 0.0049672, AVERAGE_POPULARITY: 0.8056311, DIVERSITY_MEAN_INTER_LIST: 0.7001734, DIVERSITY_HERFINDAHL: 0.9700029, COVERAGE_ITEM: 0.0071371, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2521488, SHANNON_ENTROPY: 5.4594121, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 535, 'shrink': 1594, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0307091, PRECISION: 0.0061157, PRECISION_RECALL_MIN_DEN: 0.0233471, RECALL: 0.0233471, MAP: 0.0079219, MRR: 0.0200817, NDCG: 0.0151816, F1: 0.0096925, HIT_RATE: 0.0611570, ARHR: 0.0204543, RMSE: 0.9967873, NOVELTY: 0.0055109, AVERAGE_POPULARITY: 0.6174210, DIVERSITY_MEAN_INTER_LIST: 0.8298940, DIVERSITY_HERFINDAHL: 0.9829723, COVERAGE_ITEM: 0.0227629, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1568047, SHANNON_ENTROPY: 6.4227374, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1215, 'shrink': 1705, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0401544, PRECISION: 0.0077479, PRECISION_RECALL_MIN_DEN: 0.0296488, RECALL: 0.0296488, MAP: 0.0102048, MRR: 0.0254618, NDCG: 0.0193830, F1: 0.0122854, HIT_RATE: 0.0774793, ARHR: 0.0260396, RMSE: 0.9941205, NOVELTY: 0.0050323, AVERAGE_POPULARITY: 0.7787288, DIVERSITY_MEAN_INTER_LIST: 0.7328526, DIVERSITY_HERFINDAHL: 0.9732701, COVERAGE_ITEM: 0.0108137, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1985584, SHANNON_ENTROPY: 5.7101934, 
SearchBayesianSkopt: New best config found. Config 16: {'topK': 1682, 'shrink': 770, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0404770, PRECISION: 0.0078719, PRECISION_RECALL_MIN_DEN: 0.0299242, RECALL: 0.0299242, MAP: 0.0105912, MRR: 0.0261857, NDCG: 0.0198250, F1: 0.0124648, HIT_RATE: 0.0787190, ARHR: 0.0268559, RMSE: 0.9834545, NOVELTY: 0.0049620, AVERAGE_POPULARITY: 0.8101281, DIVERSITY_MEAN_INTER_LIST: 0.6905157, DIVERSITY_HERFINDAHL: 0.9690373, COVERAGE_ITEM: 0.0064342, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2694680, SHANNON_ENTROPY: 5.4041966, 
SearchBayesianSkopt: New best config found. Config 17: {'topK': 2368, 'shrink': 1606, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0418544, PRECISION: 0.0079132, PRECISION_RECALL_MIN_DEN: 0.0301997, RECALL: 0.0301997, MAP: 0.0108848, MRR: 0.0272792, NDCG: 0.0202682, F1: 0.0125405, HIT_RATE: 0.0791322, ARHR: 0.0278490, RMSE: 0.9899262, NOVELTY: 0.0049480, AVERAGE_POPULARITY: 0.8226275, DIVERSITY_MEAN_INTER_LIST: 0.6583562, DIVERSITY_HERFINDAHL: 0.9658220, COVERAGE_ITEM: 0.0045958, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3369008, SHANNON_ENTROPY: 5.2328946, 
SearchBayesianSkopt: New best config found. Config 18: {'topK': 2389, 'shrink': 429, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0420381, PRECISION: 0.0079132, PRECISION_RECALL_MIN_DEN: 0.0301653, RECALL: 0.0301653, MAP: 0.0109691, MRR: 0.0275414, NDCG: 0.0203587, F1: 0.0125375, HIT_RATE: 0.0791322, ARHR: 0.0280940, RMSE: 0.9629113, NOVELTY: 0.0049475, AVERAGE_POPULARITY: 0.8231102, DIVERSITY_MEAN_INTER_LIST: 0.6567666, DIVERSITY_HERFINDAHL: 0.9656631, COVERAGE_ITEM: 0.0045958, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3352888, SHANNON_ENTROPY: 5.2258815, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 1518, 'shrink': 2379, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0410265, PRECISION: 0.0078099, PRECISION_RECALL_MIN_DEN: 0.0296832, RECALL: 0.0296832, MAP: 0.0104263, MRR: 0.0259782, NDCG: 0.0196417, F1: 0.0123662, HIT_RATE: 0.0780992, ARHR: 0.0265951, RMSE: 0.9949695, NOVELTY: 0.0049681, AVERAGE_POPULARITY: 0.8048503, DIVERSITY_MEAN_INTER_LIST: 0.7017297, DIVERSITY_HERFINDAHL: 0.9701585, COVERAGE_ITEM: 0.0072452, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2494998, SHANNON_ENTROPY: 5.4657336, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 2588, 'shrink': 1798, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0413465, PRECISION: 0.0077273, PRECISION_RECALL_MIN_DEN: 0.0295455, RECALL: 0.0295455, MAP: 0.0107840, MRR: 0.0270603, NDCG: 0.0199736, F1: 0.0122506, HIT_RATE: 0.0772727, ARHR: 0.0276247, RMSE: 0.9904001, NOVELTY: 0.0049439, AVERAGE_POPULARITY: 0.8264844, DIVERSITY_MEAN_INTER_LIST: 0.6462710, DIVERSITY_HERFINDAHL: 0.9646138, COVERAGE_ITEM: 0.0044877, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3326495, SHANNON_ENTROPY: 5.1787868, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 456, 'shrink': 1592, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0287922, PRECISION: 0.0058058, PRECISION_RECALL_MIN_DEN: 0.0222452, RECALL: 0.0222452, MAP: 0.0073604, MRR: 0.0184494, NDCG: 0.0142304, F1: 0.0092083, HIT_RATE: 0.0580579, ARHR: 0.0188442, RMSE: 0.9972033, NOVELTY: 0.0056304, AVERAGE_POPULARITY: 0.5780879, DIVERSITY_MEAN_INTER_LIST: 0.8389975, DIVERSITY_HERFINDAHL: 0.9838824, COVERAGE_ITEM: 0.0266018, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1458873, SHANNON_ENTROPY: 6.5229178, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 3354, 'shrink': 359, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0406779, PRECISION: 0.0078512, PRECISION_RECALL_MIN_DEN: 0.0303030, RECALL: 0.0303030, MAP: 0.0104950, MRR: 0.0261987, NDCG: 0.0198472, F1: 0.0124713, HIT_RATE: 0.0785124, ARHR: 0.0267571, RMSE: 0.9447467, NOVELTY: 0.0049338, AVERAGE_POPULARITY: 0.8356205, DIVERSITY_MEAN_INTER_LIST: 0.6187180, DIVERSITY_HERFINDAHL: 0.9618590, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3434298, SHANNON_ENTROPY: 5.0531132, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1305, 'shrink': 851, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0409398, PRECISION: 0.0079339, PRECISION_RECALL_MIN_DEN: 0.0302342, RECALL: 0.0302342, MAP: 0.0103596, MRR: 0.0258670, NDCG: 0.0197349, F1: 0.0125694, HIT_RATE: 0.0793388, ARHR: 0.0264549, RMSE: 0.9875292, NOVELTY: 0.0050025, AVERAGE_POPULARITY: 0.7894568, DIVERSITY_MEAN_INTER_LIST: 0.7224666, DIVERSITY_HERFINDAHL: 0.9722317, COVERAGE_ITEM: 0.0115707, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1762322, SHANNON_ENTROPY: 5.6344475, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 1585, 'shrink': 1415, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0405416, PRECISION: 0.0077893, PRECISION_RECALL_MIN_DEN: 0.0296143, RECALL: 0.0296143, MAP: 0.0104099, MRR: 0.0258927, NDCG: 0.0195858, F1: 0.0123343, HIT_RATE: 0.0778926, ARHR: 0.0265196, RMSE: 0.9913066, NOVELTY: 0.0049655, AVERAGE_POPULARITY: 0.8070853, DIVERSITY_MEAN_INTER_LIST: 0.6974506, DIVERSITY_HERFINDAHL: 0.9697306, COVERAGE_ITEM: 0.0067045, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2649547, SHANNON_ENTROPY: 5.4401856, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 1678, 'shrink': 676, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0405100, PRECISION: 0.0078512, PRECISION_RECALL_MIN_DEN: 0.0298554, RECALL: 0.0298554, MAP: 0.0104950, MRR: 0.0260000, NDCG: 0.0197183, F1: 0.0124329, HIT_RATE: 0.0785124, ARHR: 0.0266751, RMSE: 0.9812191, NOVELTY: 0.0049624, AVERAGE_POPULARITY: 0.8097801, DIVERSITY_MEAN_INTER_LIST: 0.6915866, DIVERSITY_HERFINDAHL: 0.9691444, COVERAGE_ITEM: 0.0063801, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2722467, SHANNON_ENTROPY: 5.4066831, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 3848, 'shrink': 243, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0397137, PRECISION: 0.0078099, PRECISION_RECALL_MIN_DEN: 0.0300964, RECALL: 0.0300964, MAP: 0.0099768, MRR: 0.0249101, NDCG: 0.0192611, F1: 0.0124016, HIT_RATE: 0.0780992, ARHR: 0.0255087, RMSE: 0.9129515, NOVELTY: 0.0049292, AVERAGE_POPULARITY: 0.8400384, DIVERSITY_MEAN_INTER_LIST: 0.6030013, DIVERSITY_HERFINDAHL: 0.9602877, COVERAGE_ITEM: 0.0038389, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3432616, SHANNON_ENTROPY: 4.9890873, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 689, 'shrink': 1485, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0340565, PRECISION: 0.0065289, PRECISION_RECALL_MIN_DEN: 0.0248278, RECALL: 0.0248278, MAP: 0.0089770, MRR: 0.0222609, NDCG: 0.0166435, F1: 0.0103390, HIT_RATE: 0.0652893, ARHR: 0.0228152, RMSE: 0.9957014, NOVELTY: 0.0053456, AVERAGE_POPULARITY: 0.6723127, DIVERSITY_MEAN_INTER_LIST: 0.8070232, DIVERSITY_HERFINDAHL: 0.9806856, COVERAGE_ITEM: 0.0192484, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1614319, SHANNON_ENTROPY: 6.2394261, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 3511, 'shrink': 337, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0404196, PRECISION: 0.0078512, PRECISION_RECALL_MIN_DEN: 0.0301997, RECALL: 0.0301997, MAP: 0.0104431, MRR: 0.0260527, NDCG: 0.0197647, F1: 0.0124625, HIT_RATE: 0.0785124, ARHR: 0.0266601, RMSE: 0.9395010, NOVELTY: 0.0049326, AVERAGE_POPULARITY: 0.8367664, DIVERSITY_MEAN_INTER_LIST: 0.6142826, DIVERSITY_HERFINDAHL: 0.9614156, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3394749, SHANNON_ENTROPY: 5.0351739, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 859, 'shrink': 1423, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0368156, PRECISION: 0.0070455, PRECISION_RECALL_MIN_DEN: 0.0269284, RECALL: 0.0269284, MAP: 0.0096685, MRR: 0.0239785, NDCG: 0.0179847, F1: 0.0111688, HIT_RATE: 0.0704545, ARHR: 0.0245550, RMSE: 0.9946534, NOVELTY: 0.0052340, AVERAGE_POPULARITY: 0.7102585, DIVERSITY_MEAN_INTER_LIST: 0.7848645, DIVERSITY_HERFINDAHL: 0.9784702, COVERAGE_ITEM: 0.0151933, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1810483, SHANNON_ENTROPY: 6.0710583, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 2116, 'shrink': 2302, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0410136, PRECISION: 0.0077686, PRECISION_RECALL_MIN_DEN: 0.0296488, RECALL: 0.0296488, MAP: 0.0102979, MRR: 0.0257964, NDCG: 0.0195165, F1: 0.0123114, HIT_RATE: 0.0776860, ARHR: 0.0263952, RMSE: 0.9934262, NOVELTY: 0.0049522, AVERAGE_POPULARITY: 0.8187989, DIVERSITY_MEAN_INTER_LIST: 0.6690878, DIVERSITY_HERFINDAHL: 0.9668950, COVERAGE_ITEM: 0.0052447, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3065960, SHANNON_ENTROPY: 5.2884951, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 14, 'shrink': 522, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0022641, PRECISION: 0.0003926, PRECISION_RECALL_MIN_DEN: 0.0014118, RECALL: 0.0014118, MAP: 0.0006239, MRR: 0.0017507, NDCG: 0.0010984, F1: 0.0006143, HIT_RATE: 0.0039256, ARHR: 0.0017802, RMSE: 0.9996865, NOVELTY: 0.0074877, AVERAGE_POPULARITY: 0.0593374, DIVERSITY_MEAN_INTER_LIST: 0.2274846, DIVERSITY_HERFINDAHL: 0.9227438, COVERAGE_ITEM: 0.0752095, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.0558573, SHANNON_ENTROPY: 4.5693942, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 1943, 'shrink': 2953, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0400107, PRECISION: 0.0077686, PRECISION_RECALL_MIN_DEN: 0.0295110, RECALL: 0.0295110, MAP: 0.0102889, MRR: 0.0257263, NDCG: 0.0194506, F1: 0.0122994, HIT_RATE: 0.0776860, ARHR: 0.0263172, RMSE: 0.9951814, NOVELTY: 0.0049555, AVERAGE_POPULARITY: 0.8157799, DIVERSITY_MEAN_INTER_LIST: 0.6773678, DIVERSITY_HERFINDAHL: 0.9677228, COVERAGE_ITEM: 0.0056772, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2921862, SHANNON_ENTROPY: 5.3355709, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 379, 'shrink': 1199, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0279930, PRECISION: 0.0055992, PRECISION_RECALL_MIN_DEN: 0.0213154, RECALL: 0.0213154, MAP: 0.0071178, MRR: 0.0179059, NDCG: 0.0137324, F1: 0.0088687, HIT_RATE: 0.0559917, ARHR: 0.0183325, RMSE: 0.9968782, NOVELTY: 0.0057751, AVERAGE_POPULARITY: 0.5309945, DIVERSITY_MEAN_INTER_LIST: 0.8441064, DIVERSITY_HERFINDAHL: 0.9843932, COVERAGE_ITEM: 0.0311436, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1376918, SHANNON_ENTROPY: 6.6342964, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 3428, 'shrink': 609, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0406119, PRECISION: 0.0078306, PRECISION_RECALL_MIN_DEN: 0.0302342, RECALL: 0.0302342, MAP: 0.0103717, MRR: 0.0258086, NDCG: 0.0196939, F1: 0.0124394, HIT_RATE: 0.0783058, ARHR: 0.0263722, RMSE: 0.9662004, NOVELTY: 0.0049334, AVERAGE_POPULARITY: 0.8360760, DIVERSITY_MEAN_INTER_LIST: 0.6169155, DIVERSITY_HERFINDAHL: 0.9616788, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3419609, SHANNON_ENTROPY: 5.0466927, 
