CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 20, 'n_oversamples': 15, 'n_iter': 16, 'feature_weighting': 'none'} - results: ROC_AUC: 0.010674±0.0009, PRECISION: 0.002060±0.0001, PRECISION_RECALL_MIN_DEN: 0.020596±0.0010, RECALL: 0.020596±0.0010, MAP: 0.006963±0.0006, MRR: 0.006963±0.0006, NDCG: 0.010061±0.0007, F1: 0.003745±0.0002, HIT_RATE: 0.020596±0.0010, ARHR: 0.006963±0.0006, RMSE: 0.921933±0.0008, NOVELTY: 0.005031±0.0000, AVERAGE_POPULARITY: 0.847149±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.230700±0.0042, DIVERSITY_HERFINDAHL: 0.923065±0.0004, COVERAGE_ITEM: 0.012825±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.060575±0.0018, SHANNON_ENTROPY: 3.940735±0.0077, 
CrossSearchBayesianSkopt: Config 11 is suboptimal. Config: {'num_factors': 13, 'n_oversamples': 10, 'n_iter': 8, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.010459±0.0007, PRECISION: 0.001960±0.0001, PRECISION_RECALL_MIN_DEN: 0.019603±0.0009, RECALL: 0.019603±0.0009, MAP: 0.006556±0.0006, MRR: 0.006556±0.0006, NDCG: 0.009537±0.0007, F1: 0.003564±0.0002, HIT_RATE: 0.019603±0.0009, ARHR: 0.006556±0.0006, RMSE: 0.837265±0.0015, NOVELTY: 0.005040±0.0000, AVERAGE_POPULARITY: 0.838011±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.187245±0.0022, DIVERSITY_HERFINDAHL: 0.918720±0.0002, COVERAGE_ITEM: 0.010965±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.066680±0.0026, SHANNON_ENTROPY: 3.827849±0.0068, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'num_factors': 24, 'n_oversamples': 29, 'n_iter': 13, 'feature_weighting': 'none'} - results: ROC_AUC: 0.010855±0.0010, PRECISION: 0.002055±0.0001, PRECISION_RECALL_MIN_DEN: 0.020551±0.0008, RECALL: 0.020551±0.0008, MAP: 0.007066±0.0007, MRR: 0.007066±0.0007, NDCG: 0.010135±0.0007, F1: 0.003737±0.0001, HIT_RATE: 0.020551±0.0008, ARHR: 0.007066±0.0007, RMSE: 0.921782±0.0008, NOVELTY: 0.005034±0.0000, AVERAGE_POPULARITY: 0.845657±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.245112±0.0041, DIVERSITY_HERFINDAHL: 0.924506±0.0004, COVERAGE_ITEM: 0.015031±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.054196±0.0011, SHANNON_ENTROPY: 3.993061±0.0056, 
CrossSearchBayesianSkopt: Config 13 is suboptimal. Config: {'num_factors': 29, 'n_oversamples': 30, 'n_iter': 12, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.032355±0.0010, PRECISION: 0.005090±0.0002, PRECISION_RECALL_MIN_DEN: 0.050903±0.0017, RECALL: 0.050903±0.0017, MAP: 0.021567±0.0007, MRR: 0.021567±0.0007, NDCG: 0.028392±0.0008, F1: 0.009255±0.0003, HIT_RATE: 0.050903±0.0017, ARHR: 0.021567±0.0007, RMSE: 0.852630±0.0014, NOVELTY: 0.005416±0.0000, AVERAGE_POPULARITY: 0.555427±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.925496±0.0002, DIVERSITY_HERFINDAHL: 0.992529±0.0000, COVERAGE_ITEM: 0.017161±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.399187±0.0049, SHANNON_ENTROPY: 7.389854±0.0037, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'num_factors': 42, 'n_oversamples': 12, 'n_iter': 5, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.011472±0.0009, PRECISION: 0.002164±0.0001, PRECISION_RECALL_MIN_DEN: 0.021635±0.0011, RECALL: 0.021635±0.0011, MAP: 0.007299±0.0008, MRR: 0.007299±0.0008, NDCG: 0.010571±0.0008, F1: 0.003934±0.0002, HIT_RATE: 0.021635±0.0011, ARHR: 0.007299±0.0008, RMSE: 0.829946±0.0021, NOVELTY: 0.005162±0.0000, AVERAGE_POPULARITY: 0.793820±0.0068, DIVERSITY_MEAN_INTER_LIST: 0.433406±0.0234, DIVERSITY_HERFINDAHL: 0.943331±0.0023, COVERAGE_ITEM: 0.058794±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.044851±0.0009, SHANNON_ENTROPY: 4.803477±0.0782, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'num_factors': 22, 'n_oversamples': 21, 'n_iter': 11, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.010599±0.0010, PRECISION: 0.001965±0.0001, PRECISION_RECALL_MIN_DEN: 0.019648±0.0007, RECALL: 0.019648±0.0007, MAP: 0.006708±0.0007, MRR: 0.006708±0.0007, NDCG: 0.009665±0.0007, F1: 0.003572±0.0001, HIT_RATE: 0.019648±0.0007, ARHR: 0.006708±0.0007, RMSE: 0.836647±0.0015, NOVELTY: 0.005062±0.0000, AVERAGE_POPULARITY: 0.831755±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.215084±0.0027, DIVERSITY_HERFINDAHL: 0.921504±0.0003, COVERAGE_ITEM: 0.023033±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.040441±0.0003, SHANNON_ENTROPY: 3.960721±0.0077, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'num_factors': 27, 'n_oversamples': 7, 'n_iter': 2, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.022679±0.0012, PRECISION: 0.003613±0.0002, PRECISION_RECALL_MIN_DEN: 0.036134±0.0018, RECALL: 0.036134±0.0018, MAP: 0.015020±0.0006, MRR: 0.015020±0.0006, NDCG: 0.019929±0.0009, F1: 0.006570±0.0003, HIT_RATE: 0.036134±0.0018, ARHR: 0.015020±0.0006, RMSE: 0.852558±0.0027, NOVELTY: 0.005330±0.0000, AVERAGE_POPULARITY: 0.604453±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.910754±0.0011, DIVERSITY_HERFINDAHL: 0.991055±0.0001, COVERAGE_ITEM: 0.016610±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.346270±0.0028, SHANNON_ENTROPY: 7.151355±0.0189, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'num_factors': 49, 'n_oversamples': 11, 'n_iter': 12, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.011392±0.0003, PRECISION: 0.002100±0.0001, PRECISION_RECALL_MIN_DEN: 0.021003±0.0008, RECALL: 0.021003±0.0008, MAP: 0.007026±0.0002, MRR: 0.007026±0.0002, NDCG: 0.010233±0.0001, F1: 0.003819±0.0001, HIT_RATE: 0.021003±0.0008, ARHR: 0.007026±0.0002, RMSE: 0.827859±0.0031, NOVELTY: 0.005214±0.0000, AVERAGE_POPULARITY: 0.773274±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.495367±0.0267, DIVERSITY_HERFINDAHL: 0.949526±0.0027, COVERAGE_ITEM: 0.073782±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.052300±0.0007, SHANNON_ENTROPY: 5.126908±0.0649, 
CrossSearchBayesianSkopt: Config 18 is suboptimal. Config: {'num_factors': 44, 'n_oversamples': 27, 'n_iter': 3, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.030197±0.0004, PRECISION: 0.004797±0.0001, PRECISION_RECALL_MIN_DEN: 0.047967±0.0006, RECALL: 0.047967±0.0006, MAP: 0.020361±0.0005, MRR: 0.020361±0.0005, NDCG: 0.026767±0.0004, F1: 0.008721±0.0001, HIT_RATE: 0.047967±0.0006, ARHR: 0.020361±0.0005, RMSE: 0.853487±0.0042, NOVELTY: 0.005403±0.0000, AVERAGE_POPULARITY: 0.559146±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.931144±0.0011, DIVERSITY_HERFINDAHL: 0.993093±0.0001, COVERAGE_ITEM: 0.020827±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.357420±0.0064, SHANNON_ENTROPY: 7.521221±0.0198, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'num_factors': 49, 'n_oversamples': 26, 'n_iter': 13, 'feature_weighting': 'none'} - results: ROC_AUC: 0.013771±0.0012, PRECISION: 0.002538±0.0002, PRECISION_RECALL_MIN_DEN: 0.025384±0.0015, RECALL: 0.025384±0.0015, MAP: 0.008524±0.0010, MRR: 0.008524±0.0010, NDCG: 0.012389±0.0010, F1: 0.004615±0.0003, HIT_RATE: 0.025384±0.0015, ARHR: 0.008524±0.0010, RMSE: 0.909876±0.0011, NOVELTY: 0.005131±0.0000, AVERAGE_POPULARITY: 0.761459±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.674401±0.0014, DIVERSITY_HERFINDAHL: 0.967425±0.0001, COVERAGE_ITEM: 0.022320±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.079654±0.0012, SHANNON_ENTROPY: 5.326107±0.0047, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'num_factors': 44, 'n_oversamples': 2, 'n_iter': 4, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.012035±0.0011, PRECISION: 0.002240±0.0001, PRECISION_RECALL_MIN_DEN: 0.022403±0.0012, RECALL: 0.022403±0.0012, MAP: 0.007700±0.0009, MRR: 0.007700±0.0009, NDCG: 0.011059±0.0008, F1: 0.004073±0.0002, HIT_RATE: 0.022403±0.0012, ARHR: 0.007700±0.0009, RMSE: 0.828361±0.0017, NOVELTY: 0.005155±0.0000, AVERAGE_POPULARITY: 0.789729±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.492393±0.0329, DIVERSITY_HERFINDAHL: 0.949228±0.0033, COVERAGE_ITEM: 0.058026±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.045163±0.0011, SHANNON_ENTROPY: 4.952720±0.0867, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'num_factors': 16, 'n_oversamples': 11, 'n_iter': 17, 'feature_weighting': 'none'} - results: ROC_AUC: 0.010494±0.0009, PRECISION: 0.002064±0.0001, PRECISION_RECALL_MIN_DEN: 0.020641±0.0006, RECALL: 0.020641±0.0006, MAP: 0.006866±0.0007, MRR: 0.006866±0.0007, NDCG: 0.009990±0.0006, F1: 0.003753±0.0001, HIT_RATE: 0.020641±0.0006, ARHR: 0.006866±0.0007, RMSE: 0.922149±0.0008, NOVELTY: 0.005025±0.0000, AVERAGE_POPULARITY: 0.849562±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.212844±0.0046, DIVERSITY_HERFINDAHL: 0.921280±0.0005, COVERAGE_ITEM: 0.009365±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077725±0.0023, SHANNON_ENTROPY: 3.875206±0.0060, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'num_factors': 20, 'n_oversamples': 12, 'n_iter': 11, 'feature_weighting': 'none'} - results: ROC_AUC: 0.010649±0.0010, PRECISION: 0.002051±0.0001, PRECISION_RECALL_MIN_DEN: 0.020506±0.0008, RECALL: 0.020506±0.0008, MAP: 0.006952±0.0006, MRR: 0.006952±0.0006, NDCG: 0.010032±0.0006, F1: 0.003728±0.0002, HIT_RATE: 0.020506±0.0008, ARHR: 0.006952±0.0006, RMSE: 0.921920±0.0008, NOVELTY: 0.005031±0.0000, AVERAGE_POPULARITY: 0.847096±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.232549±0.0041, DIVERSITY_HERFINDAHL: 0.923250±0.0004, COVERAGE_ITEM: 0.012836±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.060613±0.0016, SHANNON_ENTROPY: 3.945389±0.0063, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'num_factors': 31, 'n_oversamples': 22, 'n_iter': 8, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.010991±0.0008, PRECISION: 0.002100±0.0001, PRECISION_RECALL_MIN_DEN: 0.021003±0.0010, RECALL: 0.021003±0.0010, MAP: 0.007045±0.0005, MRR: 0.007045±0.0005, NDCG: 0.010222±0.0005, F1: 0.003819±0.0002, HIT_RATE: 0.021003±0.0010, ARHR: 0.007045±0.0005, RMSE: 0.835653±0.0016, NOVELTY: 0.005095±0.0000, AVERAGE_POPULARITY: 0.823090±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.257863±0.0036, DIVERSITY_HERFINDAHL: 0.925780±0.0004, COVERAGE_ITEM: 0.036237±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.036901±0.0002, SHANNON_ENTROPY: 4.157648±0.0143, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'num_factors': 47, 'n_oversamples': 12, 'n_iter': 16, 'feature_weighting': 'none'} - results: ROC_AUC: 0.013716±0.0011, PRECISION: 0.002520±0.0001, PRECISION_RECALL_MIN_DEN: 0.025203±0.0010, RECALL: 0.025203±0.0010, MAP: 0.008470±0.0009, MRR: 0.008470±0.0009, NDCG: 0.012309±0.0009, F1: 0.004582±0.0002, HIT_RATE: 0.025203±0.0010, ARHR: 0.008470±0.0009, RMSE: 0.910490±0.0011, NOVELTY: 0.005123±0.0000, AVERAGE_POPULARITY: 0.766784±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.668188±0.0015, DIVERSITY_HERFINDAHL: 0.966804±0.0001, COVERAGE_ITEM: 0.019735±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.086088±0.0016, SHANNON_ENTROPY: 5.278658±0.0092, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'num_factors': 30, 'n_oversamples': 9, 'n_iter': 15, 'feature_weighting': 'none'} - results: ROC_AUC: 0.011994±0.0008, PRECISION: 0.002245±0.0001, PRECISION_RECALL_MIN_DEN: 0.022448±0.0008, RECALL: 0.022448±0.0008, MAP: 0.007656±0.0007, MRR: 0.007656±0.0007, NDCG: 0.011034±0.0006, F1: 0.004081±0.0001, HIT_RATE: 0.022448±0.0008, ARHR: 0.007656±0.0007, RMSE: 0.920569±0.0007, NOVELTY: 0.005044±0.0000, AVERAGE_POPULARITY: 0.837396±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.370081±0.0095, DIVERSITY_HERFINDAHL: 0.937000±0.0010, COVERAGE_ITEM: 0.018091±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.053774±0.0018, SHANNON_ENTROPY: 4.309109±0.0191, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'num_factors': 30, 'n_oversamples': 14, 'n_iter': 5, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.032129±0.0018, PRECISION: 0.004896±0.0002, PRECISION_RECALL_MIN_DEN: 0.048961±0.0019, RECALL: 0.048961±0.0019, MAP: 0.021439±0.0007, MRR: 0.021439±0.0007, NDCG: 0.027872±0.0010, F1: 0.008902±0.0003, HIT_RATE: 0.048961±0.0019, ARHR: 0.021439±0.0007, RMSE: 0.852452±0.0012, NOVELTY: 0.005393±0.0000, AVERAGE_POPULARITY: 0.567997±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.922670±0.0011, DIVERSITY_HERFINDAHL: 0.992246±0.0001, COVERAGE_ITEM: 0.017270±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.383588±0.0084, SHANNON_ENTROPY: 7.345947±0.0121, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'num_factors': 14, 'n_oversamples': 1, 'n_iter': 19, 'feature_weighting': 'none'} - results: ROC_AUC: 0.010474±0.0008, PRECISION: 0.002051±0.0001, PRECISION_RECALL_MIN_DEN: 0.020506±0.0007, RECALL: 0.020506±0.0007, MAP: 0.006681±0.0005, MRR: 0.006681±0.0005, NDCG: 0.009826±0.0006, F1: 0.003728±0.0001, HIT_RATE: 0.020506±0.0007, ARHR: 0.006681±0.0005, RMSE: 0.922651±0.0010, NOVELTY: 0.005020±0.0000, AVERAGE_POPULARITY: 0.851983±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.192690±0.0088, DIVERSITY_HERFINDAHL: 0.919265±0.0009, COVERAGE_ITEM: 0.007775±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.090142±0.0047, SHANNON_ENTROPY: 3.804932±0.0261, 
