SearchBayesianSkopt: New best config found. Config 0: {'topK': 323, 'shrink': 297, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0183901, PRECISION: 0.0034444, PRECISION_RECALL_MIN_DEN: 0.0114814, RECALL: 0.0114814, MAP: 0.0039637, MRR: 0.0118910, NDCG: 0.0079982, F1: 0.0052991, HIT_RATE: 0.0344442, ARHR: 0.0118910, RMSE: 0.8879344, NOVELTY: 0.0059627, AVERAGE_POPULARITY: 0.2588077, DIVERSITY_MEAN_INTER_LIST: 0.9869300, DIVERSITY_HERFINDAHL: 0.9986709, COVERAGE_ITEM: 0.1240876, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3279541, SHANNON_ENTROPY: 9.9843545, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 853, 'shrink': 606, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0124009, PRECISION: 0.0023485, PRECISION_RECALL_MIN_DEN: 0.0078282, RECALL: 0.0078282, MAP: 0.0024671, MRR: 0.0074014, NDCG: 0.0052013, F1: 0.0036130, HIT_RATE: 0.0234847, ARHR: 0.0074014, RMSE: 0.8494692, NOVELTY: 0.0061521, AVERAGE_POPULARITY: 0.2060992, DIVERSITY_MEAN_INTER_LIST: 0.9902012, DIVERSITY_HERFINDAHL: 0.9989980, COVERAGE_ITEM: 0.1101919, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4532595, SHANNON_ENTROPY: 10.2292460, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 119, 'shrink': 369, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0219252, PRECISION: 0.0042049, PRECISION_RECALL_MIN_DEN: 0.0140163, RECALL: 0.0140163, MAP: 0.0042269, MRR: 0.0125864, NDCG: 0.0091012, F1: 0.0064690, HIT_RATE: 0.0420488, ARHR: 0.0126336, RMSE: 0.9575854, NOVELTY: 0.0061168, AVERAGE_POPULARITY: 0.2223758, DIVERSITY_MEAN_INTER_LIST: 0.9898134, DIVERSITY_HERFINDAHL: 0.9989592, COVERAGE_ITEM: 0.1478778, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3611715, SHANNON_ENTROPY: 10.3760986, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 980, 'shrink': 1500, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0103134, PRECISION: 0.0020801, PRECISION_RECALL_MIN_DEN: 0.0069336, RECALL: 0.0069336, MAP: 0.0020962, MRR: 0.0062886, NDCG: 0.0044985, F1: 0.0032001, HIT_RATE: 0.0208007, ARHR: 0.0062886, RMSE: 0.9250428, NOVELTY: 0.0062116, AVERAGE_POPULARITY: 0.1915942, DIVERSITY_MEAN_INTER_LIST: 0.9906424, DIVERSITY_HERFINDAHL: 0.9990421, COVERAGE_ITEM: 0.1160314, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4504288, SHANNON_ENTROPY: 10.3006668, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 938, 'shrink': 1465, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0101487, PRECISION: 0.0021919, PRECISION_RECALL_MIN_DEN: 0.0073063, RECALL: 0.0073063, MAP: 0.0021676, MRR: 0.0063749, NDCG: 0.0046660, F1: 0.0033722, HIT_RATE: 0.0219190, ARHR: 0.0064388, RMSE: 0.9268454, NOVELTY: 0.0061945, AVERAGE_POPULARITY: 0.1952166, DIVERSITY_MEAN_INTER_LIST: 0.9905986, DIVERSITY_HERFINDAHL: 0.9990377, COVERAGE_ITEM: 0.1137064, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4547338, SHANNON_ENTROPY: 10.2818612, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 402, 'shrink': 546, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0153256, PRECISION: 0.0029747, PRECISION_RECALL_MIN_DEN: 0.0099158, RECALL: 0.0099158, MAP: 0.0032155, MRR: 0.0095380, NDCG: 0.0066674, F1: 0.0045765, HIT_RATE: 0.0297473, ARHR: 0.0095923, RMSE: 0.9210317, NOVELTY: 0.0059698, AVERAGE_POPULARITY: 0.2538527, DIVERSITY_MEAN_INTER_LIST: 0.9871278, DIVERSITY_HERFINDAHL: 0.9986907, COVERAGE_ITEM: 0.1094891, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3571304, SHANNON_ENTROPY: 9.9129923, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 255, 'shrink': 228, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0184538, PRECISION: 0.0034668, PRECISION_RECALL_MIN_DEN: 0.0115560, RECALL: 0.0115560, MAP: 0.0038419, MRR: 0.0113504, NDCG: 0.0078675, F1: 0.0053335, HIT_RATE: 0.0346679, ARHR: 0.0114380, RMSE: 0.8848596, NOVELTY: 0.0060324, AVERAGE_POPULARITY: 0.2428473, DIVERSITY_MEAN_INTER_LIST: 0.9886157, DIVERSITY_HERFINDAHL: 0.9988395, COVERAGE_ITEM: 0.1350635, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3528876, SHANNON_ENTROPY: 10.2146295, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 659, 'shrink': 1016, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0136683, PRECISION: 0.0026169, PRECISION_RECALL_MIN_DEN: 0.0087229, RECALL: 0.0087229, MAP: 0.0025643, MRR: 0.0076929, NDCG: 0.0056034, F1: 0.0040259, HIT_RATE: 0.0261686, ARHR: 0.0076929, RMSE: 0.9287385, NOVELTY: 0.0060715, AVERAGE_POPULARITY: 0.2269463, DIVERSITY_MEAN_INTER_LIST: 0.9890416, DIVERSITY_HERFINDAHL: 0.9988820, COVERAGE_ITEM: 0.1044607, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4293590, SHANNON_ENTROPY: 10.0897726, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 703, 'shrink': 1071, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0121027, PRECISION: 0.0023485, PRECISION_RECALL_MIN_DEN: 0.0078282, RECALL: 0.0078282, MAP: 0.0027115, MRR: 0.0081346, NDCG: 0.0054534, F1: 0.0036130, HIT_RATE: 0.0234847, ARHR: 0.0081346, RMSE: 0.9274344, NOVELTY: 0.0060886, AVERAGE_POPULARITY: 0.2222920, DIVERSITY_MEAN_INTER_LIST: 0.9893858, DIVERSITY_HERFINDAHL: 0.9989164, COVERAGE_ITEM: 0.1061368, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4346007, SHANNON_ENTROPY: 10.1254088, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 994, 'shrink': 1058, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0109595, PRECISION: 0.0020577, PRECISION_RECALL_MIN_DEN: 0.0068590, RECALL: 0.0068590, MAP: 0.0023470, MRR: 0.0070411, NDCG: 0.0047545, F1: 0.0031657, HIT_RATE: 0.0205771, ARHR: 0.0070411, RMSE: 0.8940536, NOVELTY: 0.0062203, AVERAGE_POPULARITY: 0.1892448, DIVERSITY_MEAN_INTER_LIST: 0.9907097, DIVERSITY_HERFINDAHL: 0.9990488, COVERAGE_ITEM: 0.1164098, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4517795, SHANNON_ENTROPY: 10.3102777, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 420, 'shrink': 683, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0153644, PRECISION: 0.0031313, PRECISION_RECALL_MIN_DEN: 0.0104376, RECALL: 0.0104376, MAP: 0.0031660, MRR: 0.0093526, NDCG: 0.0067663, F1: 0.0048174, HIT_RATE: 0.0313129, ARHR: 0.0094253, RMSE: 0.9331952, NOVELTY: 0.0059789, AVERAGE_POPULARITY: 0.2504946, DIVERSITY_MEAN_INTER_LIST: 0.9872981, DIVERSITY_HERFINDAHL: 0.9987077, COVERAGE_ITEM: 0.1084617, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3636131, SHANNON_ENTROPY: 9.9226090, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 466, 'shrink': 901, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0141405, PRECISION: 0.0028629, PRECISION_RECALL_MIN_DEN: 0.0095430, RECALL: 0.0095430, MAP: 0.0026926, MRR: 0.0080779, NDCG: 0.0059937, F1: 0.0044045, HIT_RATE: 0.0286289, ARHR: 0.0080779, RMSE: 0.9433653, NOVELTY: 0.0059976, AVERAGE_POPULARITY: 0.2456376, DIVERSITY_MEAN_INTER_LIST: 0.9876139, DIVERSITY_HERFINDAHL: 0.9987393, COVERAGE_ITEM: 0.1059746, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3799653, SHANNON_ENTROPY: 9.9481381, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 511, 'shrink': 1479, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0128777, PRECISION: 0.0025274, PRECISION_RECALL_MIN_DEN: 0.0084247, RECALL: 0.0084247, MAP: 0.0025575, MRR: 0.0075081, NDCG: 0.0054675, F1: 0.0038883, HIT_RATE: 0.0252740, ARHR: 0.0075904, RMSE: 0.9615987, NOVELTY: 0.0060166, AVERAGE_POPULARITY: 0.2407015, DIVERSITY_MEAN_INTER_LIST: 0.9880231, DIVERSITY_HERFINDAHL: 0.9987802, COVERAGE_ITEM: 0.1048932, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3949690, SHANNON_ENTROPY: 9.9843638, 
SearchBayesianSkopt: New best config found. Config 28: {'topK': 30, 'shrink': 500, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0287228, PRECISION: 0.0054127, PRECISION_RECALL_MIN_DEN: 0.0180422, RECALL: 0.0180422, MAP: 0.0060837, MRR: 0.0174645, NDCG: 0.0122998, F1: 0.0083272, HIT_RATE: 0.0541266, ARHR: 0.0178453, RMSE: 0.9876245, NOVELTY: 0.0062629, AVERAGE_POPULARITY: 0.2031510, DIVERSITY_MEAN_INTER_LIST: 0.9897849, DIVERSITY_HERFINDAHL: 0.9989564, COVERAGE_ITEM: 0.1828062, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3452959, SHANNON_ENTROPY: 10.5763601, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 93, 'shrink': 607, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0210832, PRECISION: 0.0042496, PRECISION_RECALL_MIN_DEN: 0.0141654, RECALL: 0.0141654, MAP: 0.0042965, MRR: 0.0125365, NDCG: 0.0091589, F1: 0.0065379, HIT_RATE: 0.0424961, ARHR: 0.0127018, RMSE: 0.9775873, NOVELTY: 0.0061057, AVERAGE_POPULARITY: 0.2291677, DIVERSITY_MEAN_INTER_LIST: 0.9896304, DIVERSITY_HERFINDAHL: 0.9989409, COVERAGE_ITEM: 0.1506353, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3541081, SHANNON_ENTROPY: 10.3731238, 
SearchBayesianSkopt: New best config found. Config 30: {'topK': 1, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0646434, PRECISION: 0.0107806, PRECISION_RECALL_MIN_DEN: 0.0359353, RECALL: 0.0359353, MAP: 0.0140676, MRR: 0.0403684, NDCG: 0.0266585, F1: 0.0165855, HIT_RATE: 0.1078059, ARHR: 0.0412483, RMSE: 0.9789028, NOVELTY: 0.0064674, AVERAGE_POPULARITY: 0.1810547, DIVERSITY_MEAN_INTER_LIST: 0.9884474, DIVERSITY_HERFINDAHL: 0.9988226, COVERAGE_ITEM: 0.2062720, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3087615, SHANNON_ENTROPY: 10.5478054, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0646434, PRECISION: 0.0107806, PRECISION_RECALL_MIN_DEN: 0.0359353, RECALL: 0.0359353, MAP: 0.0140676, MRR: 0.0403684, NDCG: 0.0266585, F1: 0.0165855, HIT_RATE: 0.1078059, ARHR: 0.0412483, RMSE: 0.9789028, NOVELTY: 0.0064674, AVERAGE_POPULARITY: 0.1810547, DIVERSITY_MEAN_INTER_LIST: 0.9884474, DIVERSITY_HERFINDAHL: 0.9988226, COVERAGE_ITEM: 0.2062720, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3087615, SHANNON_ENTROPY: 10.5478054, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 15, 'shrink': 1486, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0358436, PRECISION: 0.0063968, PRECISION_RECALL_MIN_DEN: 0.0213226, RECALL: 0.0213226, MAP: 0.0080350, MRR: 0.0231121, NDCG: 0.0154541, F1: 0.0098412, HIT_RATE: 0.0639678, ARHR: 0.0236085, RMSE: 0.9971913, NOVELTY: 0.0063035, AVERAGE_POPULARITY: 0.1969289, DIVERSITY_MEAN_INTER_LIST: 0.9890337, DIVERSITY_HERFINDAHL: 0.9988812, COVERAGE_ITEM: 0.1962152, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3237041, SHANNON_ENTROPY: 10.5624699, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 3, 'shrink': 1490, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0604730, PRECISION: 0.0106911, PRECISION_RECALL_MIN_DEN: 0.0356371, RECALL: 0.0356371, MAP: 0.0134892, MRR: 0.0391205, NDCG: 0.0259466, F1: 0.0164479, HIT_RATE: 0.1069112, ARHR: 0.0397801, RMSE: 0.9990185, NOVELTY: 0.0062947, AVERAGE_POPULARITY: 0.2035457, DIVERSITY_MEAN_INTER_LIST: 0.9845786, DIVERSITY_HERFINDAHL: 0.9984358, COVERAGE_ITEM: 0.1769127, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2790667, SHANNON_ENTROPY: 10.1720444, 
SearchBayesianSkopt: New best config found. Config 34: {'topK': 1, 'shrink': 1500, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0657300, PRECISION: 0.0106240, PRECISION_RECALL_MIN_DEN: 0.0354134, RECALL: 0.0354134, MAP: 0.0146062, MRR: 0.0420140, NDCG: 0.0271001, F1: 0.0163446, HIT_RATE: 0.1062402, ARHR: 0.0428940, RMSE: 0.9995327, NOVELTY: 0.0062512, AVERAGE_POPULARITY: 0.2066366, DIVERSITY_MEAN_INTER_LIST: 0.9864988, DIVERSITY_HERFINDAHL: 0.9986278, COVERAGE_ITEM: 0.1405245, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3380566, SHANNON_ENTROPY: 10.1716700, 
