SearchBayesianSkopt: New best config found. Config 0: {'topK': 754, 'shrink': 625, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0103939883020912, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0323738, PRECISION: 0.0058824, PRECISION_RECALL_MIN_DEN: 0.0196078, RECALL: 0.0196078, MAP: 0.0071943, MRR: 0.0208792, NDCG: 0.0140317, F1: 0.0090498, HIT_RATE: 0.0588235, ARHR: 0.0212311, RMSE: 0.8623054, NOVELTY: 0.0056458, AVERAGE_POPULARITY: 0.2379378, DIVERSITY_MEAN_INTER_LIST: 0.9795009, DIVERSITY_HERFINDAHL: 0.9979282, COVERAGE_ITEM: 0.3540416, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2360588, SHANNON_ENTROPY: 10.3782579, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 387, 'shrink': 677, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5638773829360492, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0439191, PRECISION: 0.0078953, PRECISION_RECALL_MIN_DEN: 0.0263178, RECALL: 0.0263178, MAP: 0.0093225, MRR: 0.0273563, NDCG: 0.0185341, F1: 0.0121467, HIT_RATE: 0.0789533, ARHR: 0.0276507, RMSE: 0.7456995, NOVELTY: 0.0056037, AVERAGE_POPULARITY: 0.4201011, DIVERSITY_MEAN_INTER_LIST: 0.9620724, DIVERSITY_HERFINDAHL: 0.9961857, COVERAGE_ITEM: 0.1046229, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2209814, SHANNON_ENTROPY: 9.0284795, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 853, 'shrink': 357, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9936651073630598, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0338595, PRECISION: 0.0067099, PRECISION_RECALL_MIN_DEN: 0.0223664, RECALL: 0.0223664, MAP: 0.0076322, MRR: 0.0217350, NDCG: 0.0152831, F1: 0.0103229, HIT_RATE: 0.0670991, ARHR: 0.0223033, RMSE: 0.6046199, NOVELTY: 0.0060079, AVERAGE_POPULARITY: 0.2524099, DIVERSITY_MEAN_INTER_LIST: 0.9747307, DIVERSITY_HERFINDAHL: 0.9974513, COVERAGE_ITEM: 0.1027305, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2684248, SHANNON_ENTROPY: 9.3672149, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 94, 'shrink': 1263, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7952165554457573, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0293621, PRECISION: 0.0057705, PRECISION_RECALL_MIN_DEN: 0.0192351, RECALL: 0.0192351, MAP: 0.0060514, MRR: 0.0177660, NDCG: 0.0126901, F1: 0.0088777, HIT_RATE: 0.0577052, ARHR: 0.0179601, RMSE: 0.6890277, NOVELTY: 0.0050000, AVERAGE_POPULARITY: 0.8118517, DIVERSITY_MEAN_INTER_LIST: 0.4317415, DIVERSITY_HERFINDAHL: 0.9431645, COVERAGE_ITEM: 0.0503920, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0483801, SHANNON_ENTROPY: 4.9579249, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 908, 'shrink': 977, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7039019316899101, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0489016, PRECISION: 0.0093044, PRECISION_RECALL_MIN_DEN: 0.0310147, RECALL: 0.0310147, MAP: 0.0103455, MRR: 0.0302007, NDCG: 0.0210952, F1: 0.0143145, HIT_RATE: 0.0930441, ARHR: 0.0306187, RMSE: 0.6750680, NOVELTY: 0.0054395, AVERAGE_POPULARITY: 0.5088294, DIVERSITY_MEAN_INTER_LIST: 0.9301214, DIVERSITY_HERFINDAHL: 0.9929913, COVERAGE_ITEM: 0.0865639, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1844440, SHANNON_ENTROPY: 8.3221474, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 881, 'shrink': 405, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9489413463218928, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0346290, PRECISION: 0.0062178, PRECISION_RECALL_MIN_DEN: 0.0207262, RECALL: 0.0207262, MAP: 0.0075335, MRR: 0.0219818, NDCG: 0.0147762, F1: 0.0095659, HIT_RATE: 0.0621785, ARHR: 0.0222912, RMSE: 0.7744346, NOVELTY: 0.0058408, AVERAGE_POPULARITY: 0.2482473, DIVERSITY_MEAN_INTER_LIST: 0.9799242, DIVERSITY_HERFINDAHL: 0.9979705, COVERAGE_ITEM: 0.2977562, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2129873, SHANNON_ENTROPY: 10.1335082, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 897, 'shrink': 11, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.93677500026407, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0012923, PRECISION: 0.0002908, PRECISION_RECALL_MIN_DEN: 0.0009692, RECALL: 0.0009692, MAP: 0.0002212, MRR: 0.0006635, NDCG: 0.0005520, F1: 0.0004473, HIT_RATE: 0.0029076, ARHR: 0.0006635, RMSE: 33.0859729, NOVELTY: 0.0072659, AVERAGE_POPULARITY: 0.0414035, DIVERSITY_MEAN_INTER_LIST: 0.5957612, DIVERSITY_HERFINDAHL: 0.9595628, COVERAGE_ITEM: 0.0497432, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0758842, SHANNON_ENTROPY: 5.7922444, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 449, 'shrink': 1216, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.422332801091486, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0271876, PRECISION: 0.0049653, PRECISION_RECALL_MIN_DEN: 0.0165511, RECALL: 0.0165511, MAP: 0.0056785, MRR: 0.0165508, NDCG: 0.0114376, F1: 0.0076390, HIT_RATE: 0.0496533, ARHR: 0.0167931, RMSE: 0.9538001, NOVELTY: 0.0051951, AVERAGE_POPULARITY: 0.1902947, DIVERSITY_MEAN_INTER_LIST: 0.9814496, DIVERSITY_HERFINDAHL: 0.9981230, COVERAGE_ITEM: 0.4852663, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3326181, SHANNON_ENTROPY: 11.2883867, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 616, 'shrink': 193, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9868342497506584, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0275321, PRECISION: 0.0052337, PRECISION_RECALL_MIN_DEN: 0.0174458, RECALL: 0.0174458, MAP: 0.0063110, MRR: 0.0179808, NDCG: 0.0122974, F1: 0.0080519, HIT_RATE: 0.0523373, ARHR: 0.0184458, RMSE: 0.7385069, NOVELTY: 0.0061882, AVERAGE_POPULARITY: 0.1860461, DIVERSITY_MEAN_INTER_LIST: 0.9676686, DIVERSITY_HERFINDAHL: 0.9967452, COVERAGE_ITEM: 0.1180319, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2344384, SHANNON_ENTROPY: 9.2832797, 
SearchBayesianSkopt: New best config found. Config 19: {'topK': 4, 'shrink': 1183, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.165016220131636, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0497434, PRECISION: 0.0090807, PRECISION_RECALL_MIN_DEN: 0.0302691, RECALL: 0.0302691, MAP: 0.0116938, MRR: 0.0335029, NDCG: 0.0221929, F1: 0.0139704, HIT_RATE: 0.0908074, ARHR: 0.0342922, RMSE: 0.9853002, NOVELTY: 0.0057462, AVERAGE_POPULARITY: 0.2101076, DIVERSITY_MEAN_INTER_LIST: 0.9891133, DIVERSITY_HERFINDAHL: 0.9988892, COVERAGE_ITEM: 0.3209516, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2966564, SHANNON_ENTROPY: 10.9629862, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 198, 'shrink': 986, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3981254984321474, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0313595, PRECISION: 0.0063520, PRECISION_RECALL_MIN_DEN: 0.0211735, RECALL: 0.0211735, MAP: 0.0068523, MRR: 0.0199620, NDCG: 0.0141249, F1: 0.0097724, HIT_RATE: 0.0635205, ARHR: 0.0202595, RMSE: 0.6098699, NOVELTY: 0.0049229, AVERAGE_POPULARITY: 0.8358615, DIVERSITY_MEAN_INTER_LIST: 0.4242682, DIVERSITY_HERFINDAHL: 0.9424173, COVERAGE_ITEM: 0.0223304, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0599316, SHANNON_ENTROPY: 4.7333041, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 987, 'shrink': 1101, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5523271033230944, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0471666, PRECISION: 0.0092149, PRECISION_RECALL_MIN_DEN: 0.0307165, RECALL: 0.0307165, MAP: 0.0100855, MRR: 0.0295610, NDCG: 0.0207084, F1: 0.0141768, HIT_RATE: 0.0921494, ARHR: 0.0299088, RMSE: 0.6879338, NOVELTY: 0.0053946, AVERAGE_POPULARITY: 0.5318444, DIVERSITY_MEAN_INTER_LIST: 0.9201823, DIVERSITY_HERFINDAHL: 0.9919976, COVERAGE_ITEM: 0.0829413, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1725969, SHANNON_ENTROPY: 8.1337567, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 143, 'shrink': 4, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.37324984013221957, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0388567, PRECISION: 0.0067546, PRECISION_RECALL_MIN_DEN: 0.0225155, RECALL: 0.0225155, MAP: 0.0085972, MRR: 0.0255412, NDCG: 0.0165697, F1: 0.0103918, HIT_RATE: 0.0675464, ARHR: 0.0256552, RMSE: 0.7600510, NOVELTY: 0.0062237, AVERAGE_POPULARITY: 0.1889204, DIVERSITY_MEAN_INTER_LIST: 0.9905865, DIVERSITY_HERFINDAHL: 0.9990365, COVERAGE_ITEM: 0.3161395, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2941072, SHANNON_ENTROPY: 10.9918580, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 778, 'shrink': 274, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1361070063957426, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0315319, PRECISION: 0.0061284, PRECISION_RECALL_MIN_DEN: 0.0204279, RECALL: 0.0204279, MAP: 0.0066228, MRR: 0.0193426, NDCG: 0.0136856, F1: 0.0094283, HIT_RATE: 0.0612838, ARHR: 0.0196054, RMSE: 3.0936759, NOVELTY: 0.0051431, AVERAGE_POPULARITY: 0.6282512, DIVERSITY_MEAN_INTER_LIST: 0.7164650, DIVERSITY_HERFINDAHL: 0.9716305, COVERAGE_ITEM: 0.0190862, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1403918, SHANNON_ENTROPY: 5.9216566, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 75, 'shrink': 1120, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4246508808587054, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0291275, PRECISION: 0.0059047, PRECISION_RECALL_MIN_DEN: 0.0196824, RECALL: 0.0196824, MAP: 0.0058606, MRR: 0.0170307, NDCG: 0.0125977, F1: 0.0090842, HIT_RATE: 0.0590472, ARHR: 0.0173062, RMSE: 0.7115498, NOVELTY: 0.0050215, AVERAGE_POPULARITY: 0.8191670, DIVERSITY_MEAN_INTER_LIST: 0.3750773, DIVERSITY_HERFINDAHL: 0.9374993, COVERAGE_ITEM: 0.0580157, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0458374, SHANNON_ENTROPY: 4.7283167, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 547, 'shrink': 331, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.830911331694926, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0238264, PRECISION: 0.0043167, PRECISION_RECALL_MIN_DEN: 0.0143890, RECALL: 0.0143890, MAP: 0.0053167, MRR: 0.0154281, NDCG: 0.0103287, F1: 0.0066411, HIT_RATE: 0.0431671, ARHR: 0.0156890, RMSE: 2.2159657, NOVELTY: 0.0055802, AVERAGE_POPULARITY: 0.3557491, DIVERSITY_MEAN_INTER_LIST: 0.8111384, DIVERSITY_HERFINDAHL: 0.9810957, COVERAGE_ITEM: 0.0274669, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1589227, SHANNON_ENTROPY: 6.6193458, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 709, 'shrink': 1178, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8755071970554802, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0349863, PRECISION: 0.0061731, PRECISION_RECALL_MIN_DEN: 0.0205771, RECALL: 0.0205771, MAP: 0.0074394, MRR: 0.0219851, NDCG: 0.0146844, F1: 0.0094971, HIT_RATE: 0.0617312, ARHR: 0.0221516, RMSE: 0.6601236, NOVELTY: 0.0049676, AVERAGE_POPULARITY: 0.7772920, DIVERSITY_MEAN_INTER_LIST: 0.5752765, DIVERSITY_HERFINDAHL: 0.9575148, COVERAGE_ITEM: 0.0102730, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1325182, SHANNON_ENTROPY: 5.0235071, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 798, 'shrink': 579, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9336750706474592, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0322883, PRECISION: 0.0060613, PRECISION_RECALL_MIN_DEN: 0.0202043, RECALL: 0.0202043, MAP: 0.0069569, MRR: 0.0205433, NDCG: 0.0140147, F1: 0.0093251, HIT_RATE: 0.0606128, ARHR: 0.0207070, RMSE: 0.8442413, NOVELTY: 0.0056789, AVERAGE_POPULARITY: 0.2361954, DIVERSITY_MEAN_INTER_LIST: 0.9802875, DIVERSITY_HERFINDAHL: 0.9980068, COVERAGE_ITEM: 0.3382536, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2295169, SHANNON_ENTROPY: 10.3263549, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 773, 'shrink': 1176, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2367725065815658, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0317789, PRECISION: 0.0057929, PRECISION_RECALL_MIN_DEN: 0.0193096, RECALL: 0.0193096, MAP: 0.0069097, MRR: 0.0202085, NDCG: 0.0136558, F1: 0.0089121, HIT_RATE: 0.0579289, ARHR: 0.0204688, RMSE: 0.9208833, NOVELTY: 0.0055670, AVERAGE_POPULARITY: 0.2244962, DIVERSITY_MEAN_INTER_LIST: 0.9806133, DIVERSITY_HERFINDAHL: 0.9980394, COVERAGE_ITEM: 0.3689646, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2443343, SHANNON_ENTROPY: 10.4852076, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 992, 'shrink': 72, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9778328481043816, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0372988, PRECISION: 0.0070454, PRECISION_RECALL_MIN_DEN: 0.0234847, RECALL: 0.0234847, MAP: 0.0076528, MRR: 0.0224530, NDCG: 0.0158014, F1: 0.0108391, HIT_RATE: 0.0704540, ARHR: 0.0226917, RMSE: 0.7701119, NOVELTY: 0.0057743, AVERAGE_POPULARITY: 0.3772414, DIVERSITY_MEAN_INTER_LIST: 0.9605910, DIVERSITY_HERFINDAHL: 0.9960376, COVERAGE_ITEM: 0.1497702, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1840298, SHANNON_ENTROPY: 9.1389648, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 27, 'shrink': 1389, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0003949021303100154, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0483442, PRECISION: 0.0088571, PRECISION_RECALL_MIN_DEN: 0.0295236, RECALL: 0.0295236, MAP: 0.0106425, MRR: 0.0305921, NDCG: 0.0208746, F1: 0.0136263, HIT_RATE: 0.0885708, ARHR: 0.0312486, RMSE: 0.9683877, NOVELTY: 0.0059794, AVERAGE_POPULARITY: 0.2767741, DIVERSITY_MEAN_INTER_LIST: 0.9841424, DIVERSITY_HERFINDAHL: 0.9983922, COVERAGE_ITEM: 0.2507705, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2540963, SHANNON_ENTROPY: 10.3718479, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 972, 'shrink': 1453, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03519821012490377, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0473219, PRECISION: 0.0093044, PRECISION_RECALL_MIN_DEN: 0.0310147, RECALL: 0.0310147, MAP: 0.0102077, MRR: 0.0300013, NDCG: 0.0209367, F1: 0.0143145, HIT_RATE: 0.0930441, ARHR: 0.0303122, RMSE: 0.7469016, NOVELTY: 0.0053365, AVERAGE_POPULARITY: 0.5624863, DIVERSITY_MEAN_INTER_LIST: 0.9034268, DIVERSITY_HERFINDAHL: 0.9903225, COVERAGE_ITEM: 0.0804001, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1550088, SHANNON_ENTROPY: 7.8832601, 
