CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 707, 'n_oversamples': 38, 'n_iter': 13, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063809±0.0010, PRECISION: 0.008266±0.0001, PRECISION_RECALL_MIN_DEN: 0.082663±0.0008, RECALL: 0.082663±0.0008, MAP: 0.047150±0.0006, MRR: 0.047150±0.0006, NDCG: 0.055634±0.0006, F1: 0.015030±0.0001, HIT_RATE: 0.082663±0.0008, ARHR: 0.047150±0.0006, RMSE: 0.931386±0.0011, NOVELTY: 0.006304±0.0000, AVERAGE_POPULARITY: 0.211433±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.990517±0.0000, DIVERSITY_HERFINDAHL: 0.999046±0.0000, COVERAGE_ITEM: 0.397643±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.171082±0.0007, SHANNON_ENTROPY: 10.625757±0.0030, 
CrossSearchBayesianSkopt: New best config found. Config 11: {'num_factors': 858, 'n_oversamples': 30, 'n_iter': 21, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070541±0.0005, PRECISION: 0.009130±0.0001, PRECISION_RECALL_MIN_DEN: 0.091297±0.0008, RECALL: 0.091297±0.0008, MAP: 0.052158±0.0004, MRR: 0.052158±0.0004, NDCG: 0.061513±0.0004, F1: 0.016600±0.0001, HIT_RATE: 0.091297±0.0008, ARHR: 0.052158±0.0004, RMSE: 0.922442±0.0033, NOVELTY: 0.006394±0.0000, AVERAGE_POPULARITY: 0.213708±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.992890±0.0000, DIVERSITY_HERFINDAHL: 0.999283±0.0000, COVERAGE_ITEM: 0.462211±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201934±0.0004, SHANNON_ENTROPY: 11.096615±0.0048, 
CrossSearchBayesianSkopt: New best config found. Config 12: {'num_factors': 840, 'n_oversamples': 26, 'n_iter': 17, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.071036±0.0007, PRECISION: 0.009199±0.0001, PRECISION_RECALL_MIN_DEN: 0.091992±0.0013, RECALL: 0.091992±0.0013, MAP: 0.052407±0.0006, MRR: 0.052407±0.0006, NDCG: 0.061867±0.0007, F1: 0.016726±0.0002, HIT_RATE: 0.091992±0.0013, ARHR: 0.052407±0.0006, RMSE: 0.921962±0.0034, NOVELTY: 0.006379±0.0000, AVERAGE_POPULARITY: 0.218205±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.992685±0.0000, DIVERSITY_HERFINDAHL: 0.999263±0.0000, COVERAGE_ITEM: 0.460849±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198483±0.0005, SHANNON_ENTROPY: 11.061943±0.0037, 
CrossSearchBayesianSkopt: Config 13 is suboptimal. Config: {'num_factors': 603, 'n_oversamples': 31, 'n_iter': 34, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063351±0.0007, PRECISION: 0.008278±0.0001, PRECISION_RECALL_MIN_DEN: 0.082777±0.0010, RECALL: 0.082777±0.0010, MAP: 0.046976±0.0009, MRR: 0.046976±0.0009, NDCG: 0.055507±0.0008, F1: 0.015050±0.0002, HIT_RATE: 0.082777±0.0010, ARHR: 0.046976±0.0009, RMSE: 0.930657±0.0010, NOVELTY: 0.006210±0.0000, AVERAGE_POPULARITY: 0.240679±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.988588±0.0000, DIVERSITY_HERFINDAHL: 0.998853±0.0000, COVERAGE_ITEM: 0.388462±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153113±0.0007, SHANNON_ENTROPY: 10.390120±0.0050, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'num_factors': 893, 'n_oversamples': 37, 'n_iter': 11, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.059042±0.0008, PRECISION: 0.007521±0.0001, PRECISION_RECALL_MIN_DEN: 0.075214±0.0014, RECALL: 0.075214±0.0014, MAP: 0.044566±0.0005, MRR: 0.044566±0.0005, NDCG: 0.051896±0.0007, F1: 0.013675±0.0003, HIT_RATE: 0.075214±0.0014, ARHR: 0.044566±0.0005, RMSE: 0.944013±0.0028, NOVELTY: 0.006533±0.0000, AVERAGE_POPULARITY: 0.141400±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.993830±0.0000, DIVERSITY_HERFINDAHL: 0.999377±0.0000, COVERAGE_ITEM: 0.204261±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.395708±0.0019, SHANNON_ENTROPY: 10.962762±0.0031, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'num_factors': 661, 'n_oversamples': 35, 'n_iter': 40, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070569±0.0006, PRECISION: 0.009331±0.0001, PRECISION_RECALL_MIN_DEN: 0.093314±0.0011, RECALL: 0.093314±0.0011, MAP: 0.051821±0.0007, MRR: 0.051821±0.0007, NDCG: 0.061693±0.0007, F1: 0.016966±0.0002, HIT_RATE: 0.093314±0.0011, ARHR: 0.051821±0.0007, RMSE: 0.915731±0.0028, NOVELTY: 0.006240±0.0000, AVERAGE_POPULARITY: 0.265378±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.989880±0.0000, DIVERSITY_HERFINDAHL: 0.998982±0.0000, COVERAGE_ITEM: 0.454447±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.166641±0.0005, SHANNON_ENTROPY: 10.700548±0.0022, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'num_factors': 853, 'n_oversamples': 32, 'n_iter': 32, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070693±0.0005, PRECISION: 0.009126±0.0001, PRECISION_RECALL_MIN_DEN: 0.091263±0.0008, RECALL: 0.091263±0.0008, MAP: 0.052222±0.0004, MRR: 0.052222±0.0004, NDCG: 0.061558±0.0004, F1: 0.016593±0.0002, HIT_RATE: 0.091263±0.0008, ARHR: 0.052222±0.0004, RMSE: 0.922398±0.0034, NOVELTY: 0.006391±0.0000, AVERAGE_POPULARITY: 0.214707±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.992843±0.0000, DIVERSITY_HERFINDAHL: 0.999279±0.0000, COVERAGE_ITEM: 0.461422±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201156±0.0003, SHANNON_ENTROPY: 11.087659±0.0063, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'num_factors': 766, 'n_oversamples': 29, 'n_iter': 13, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063603±0.0009, PRECISION: 0.008195±0.0001, PRECISION_RECALL_MIN_DEN: 0.081946±0.0010, RECALL: 0.081946±0.0010, MAP: 0.047247±0.0006, MRR: 0.047247±0.0006, NDCG: 0.055544±0.0007, F1: 0.014899±0.0002, HIT_RATE: 0.081946±0.0010, ARHR: 0.047247±0.0006, RMSE: 0.932145±0.0012, NOVELTY: 0.006355±0.0000, AVERAGE_POPULARITY: 0.197315±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.991362±0.0000, DIVERSITY_HERFINDAHL: 0.999131±0.0000, COVERAGE_ITEM: 0.402390±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.181542±0.0010, SHANNON_ENTROPY: 10.747603±0.0030, 
CrossSearchBayesianSkopt: Config 18 is suboptimal. Config: {'num_factors': 775, 'n_oversamples': 12, 'n_iter': 26, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063419±0.0007, PRECISION: 0.008190±0.0001, PRECISION_RECALL_MIN_DEN: 0.081900±0.0009, RECALL: 0.081900±0.0009, MAP: 0.047043±0.0005, MRR: 0.047043±0.0005, NDCG: 0.055375±0.0006, F1: 0.014891±0.0002, HIT_RATE: 0.081900±0.0009, ARHR: 0.047043±0.0005, RMSE: 0.932312±0.0012, NOVELTY: 0.006365±0.0000, AVERAGE_POPULARITY: 0.194675±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.991507±0.0000, DIVERSITY_HERFINDAHL: 0.999145±0.0000, COVERAGE_ITEM: 0.402952±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.183585±0.0010, SHANNON_ENTROPY: 10.768972±0.0046, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'num_factors': 979, 'n_oversamples': 47, 'n_iter': 16, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070189±0.0004, PRECISION: 0.009059±0.0001, PRECISION_RECALL_MIN_DEN: 0.090591±0.0009, RECALL: 0.090591±0.0009, MAP: 0.051900±0.0002, MRR: 0.051900±0.0002, NDCG: 0.061154±0.0003, F1: 0.016471±0.0002, HIT_RATE: 0.090591±0.0009, ARHR: 0.051900±0.0002, RMSE: 0.925146±0.0036, NOVELTY: 0.006484±0.0000, AVERAGE_POPULARITY: 0.189521±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.993974±0.0000, DIVERSITY_HERFINDAHL: 0.999392±0.0000, COVERAGE_ITEM: 0.472636±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.222706±0.0004, SHANNON_ENTROPY: 11.298833±0.0036, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'num_factors': 617, 'n_oversamples': 18, 'n_iter': 19, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070371±0.0009, PRECISION: 0.009310±0.0001, PRECISION_RECALL_MIN_DEN: 0.093097±0.0014, RECALL: 0.093097±0.0014, MAP: 0.051481±0.0007, MRR: 0.051481±0.0007, NDCG: 0.061384±0.0007, F1: 0.016927±0.0002, HIT_RATE: 0.093097±0.0014, ARHR: 0.051481±0.0007, RMSE: 0.913202±0.0025, NOVELTY: 0.006204±0.0000, AVERAGE_POPULARITY: 0.279719±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.988802±0.0000, DIVERSITY_HERFINDAHL: 0.998875±0.0000, COVERAGE_ITEM: 0.454728±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.158902±0.0006, SHANNON_ENTROPY: 10.596366±0.0017, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'num_factors': 558, 'n_oversamples': 44, 'n_iter': 20, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063266±0.0006, PRECISION: 0.008310±0.0001, PRECISION_RECALL_MIN_DEN: 0.083096±0.0008, RECALL: 0.083096±0.0008, MAP: 0.046827±0.0007, MRR: 0.046827±0.0007, NDCG: 0.055462±0.0007, F1: 0.015108±0.0001, HIT_RATE: 0.083096±0.0008, ARHR: 0.046827±0.0007, RMSE: 0.930765±0.0009, NOVELTY: 0.006162±0.0000, AVERAGE_POPULARITY: 0.256974±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.987438±0.0000, DIVERSITY_HERFINDAHL: 0.998738±0.0000, COVERAGE_ITEM: 0.385931±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.144787±0.0008, SHANNON_ENTROPY: 10.271880±0.0033, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'num_factors': 669, 'n_oversamples': 22, 'n_iter': 25, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.060421±0.0005, PRECISION: 0.007717±0.0001, PRECISION_RECALL_MIN_DEN: 0.077173±0.0009, RECALL: 0.077173±0.0009, MAP: 0.045142±0.0002, MRR: 0.045142±0.0002, NDCG: 0.052810±0.0003, F1: 0.014031±0.0002, HIT_RATE: 0.077173±0.0009, ARHR: 0.045142±0.0002, RMSE: 0.945054±0.0026, NOVELTY: 0.006377±0.0000, AVERAGE_POPULARITY: 0.171286±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.992128±0.0000, DIVERSITY_HERFINDAHL: 0.999207±0.0000, COVERAGE_ITEM: 0.156853±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.404079±0.0021, SHANNON_ENTROPY: 10.610353±0.0022, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'num_factors': 614, 'n_oversamples': 21, 'n_iter': 26, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070410±0.0010, PRECISION: 0.009329±0.0002, PRECISION_RECALL_MIN_DEN: 0.093291±0.0016, RECALL: 0.093291±0.0016, MAP: 0.051349±0.0009, MRR: 0.051349±0.0009, NDCG: 0.061333±0.0009, F1: 0.016962±0.0003, HIT_RATE: 0.093291±0.0016, ARHR: 0.051349±0.0009, RMSE: 0.913126±0.0028, NOVELTY: 0.006203±0.0000, AVERAGE_POPULARITY: 0.280179±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.988759±0.0000, DIVERSITY_HERFINDAHL: 0.998870±0.0000, COVERAGE_ITEM: 0.454945±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.158601±0.0005, SHANNON_ENTROPY: 10.592991±0.0039, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'num_factors': 826, 'n_oversamples': 35, 'n_iter': 42, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.059322±0.0007, PRECISION: 0.007603±0.0001, PRECISION_RECALL_MIN_DEN: 0.076034±0.0012, RECALL: 0.076034±0.0012, MAP: 0.044739±0.0003, MRR: 0.044739±0.0003, NDCG: 0.052211±0.0005, F1: 0.013824±0.0002, HIT_RATE: 0.076034±0.0012, ARHR: 0.044739±0.0003, RMSE: 0.945167±0.0027, NOVELTY: 0.006495±0.0000, AVERAGE_POPULARITY: 0.147940±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.993446±0.0000, DIVERSITY_HERFINDAHL: 0.999339±0.0000, COVERAGE_ITEM: 0.189316±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.401636±0.0019, SHANNON_ENTROPY: 10.873371±0.0043, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'num_factors': 888, 'n_oversamples': 29, 'n_iter': 21, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070585±0.0007, PRECISION: 0.009117±0.0001, PRECISION_RECALL_MIN_DEN: 0.091172±0.0009, RECALL: 0.091172±0.0009, MAP: 0.052186±0.0005, MRR: 0.052186±0.0005, NDCG: 0.061509±0.0006, F1: 0.016577±0.0002, HIT_RATE: 0.091172±0.0009, ARHR: 0.052186±0.0005, RMSE: 0.923174±0.0035, NOVELTY: 0.006417±0.0000, AVERAGE_POPULARITY: 0.207407±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.993186±0.0000, DIVERSITY_HERFINDAHL: 0.999313±0.0000, COVERAGE_ITEM: 0.464601±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.207070±0.0003, SHANNON_ENTROPY: 11.148543±0.0049, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'num_factors': 629, 'n_oversamples': 11, 'n_iter': 15, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061031±0.0006, PRECISION: 0.007830±0.0001, PRECISION_RECALL_MIN_DEN: 0.078300±0.0012, RECALL: 0.078300±0.0012, MAP: 0.045575±0.0003, MRR: 0.045575±0.0003, NDCG: 0.053401±0.0005, F1: 0.014236±0.0002, HIT_RATE: 0.078300±0.0012, ARHR: 0.045575±0.0003, RMSE: 0.944229±0.0031, NOVELTY: 0.006340±0.0000, AVERAGE_POPULARITY: 0.179375±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.991662±0.0000, DIVERSITY_HERFINDAHL: 0.999161±0.0000, COVERAGE_ITEM: 0.148364±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.403416±0.0028, SHANNON_ENTROPY: 10.528244±0.0032, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'num_factors': 609, 'n_oversamples': 21, 'n_iter': 13, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063584±0.0008, PRECISION: 0.008302±0.0001, PRECISION_RECALL_MIN_DEN: 0.083016±0.0010, RECALL: 0.083016±0.0010, MAP: 0.047167±0.0007, MRR: 0.047167±0.0007, NDCG: 0.055710±0.0007, F1: 0.015094±0.0002, HIT_RATE: 0.083016±0.0010, ARHR: 0.047167±0.0007, RMSE: 0.930603±0.0011, NOVELTY: 0.006210±0.0000, AVERAGE_POPULARITY: 0.240109±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.988668±0.0000, DIVERSITY_HERFINDAHL: 0.998861±0.0000, COVERAGE_ITEM: 0.388332±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153796±0.0008, SHANNON_ENTROPY: 10.397986±0.0054, 
