SearchBayesianSkopt: New best config found. Config 0: {'topK': 143, 'shrink': 265, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8213032650415153, 'tversky_beta': 1.3069593337166383} - results: ROC_AUC: 0.2336525, PRECISION: 0.0027817, PRECISION_RECALL_MIN_DEN: 0.0092722, RECALL: 0.0092722, MAP: 0.0030109, MRR: 0.0086286, NDCG: 0.0061832, F1: 0.0042795, HIT_RATE: 0.0278166, ARHR: 0.0088307, RMSE: nan, NOVELTY: 0.0069414, AVERAGE_POPULARITY: 0.0589286, DIVERSITY_MEAN_INTER_LIST: 0.9981785, DIVERSITY_HERFINDAHL: 0.9996930, COVERAGE_ITEM: 0.7670354, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3556873, SHANNON_ENTROPY: 12.3953337, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 980, 'shrink': 984, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9174240104834688, 'tversky_beta': 0.010389588342060165} - results: ROC_AUC: 0.2335517, PRECISION: 0.0027961, PRECISION_RECALL_MIN_DEN: 0.0093204, RECALL: 0.0093204, MAP: 0.0030243, MRR: 0.0086612, NDCG: 0.0062081, F1: 0.0043017, HIT_RATE: 0.0279612, ARHR: 0.0088671, RMSE: nan, NOVELTY: 0.0069333, AVERAGE_POPULARITY: 0.0594994, DIVERSITY_MEAN_INTER_LIST: 0.9981285, DIVERSITY_HERFINDAHL: 0.9996848, COVERAGE_ITEM: 0.7579368, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3495908, SHANNON_ENTROPY: 12.3541283, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.2355621, PRECISION: 0.0030034, PRECISION_RECALL_MIN_DEN: 0.0100114, RECALL: 0.0100114, MAP: 0.0034432, MRR: 0.0099725, NDCG: 0.0069062, F1: 0.0046207, HIT_RATE: 0.0300342, ARHR: 0.0101511, RMSE: nan, NOVELTY: 0.0069944, AVERAGE_POPULARITY: 0.0602875, DIVERSITY_MEAN_INTER_LIST: 0.9929402, DIVERSITY_HERFINDAHL: 0.9988328, COVERAGE_ITEM: 0.8122013, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3179866, SHANNON_ENTROPY: 11.9888673, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.2355621, PRECISION: 0.0030034, PRECISION_RECALL_MIN_DEN: 0.0100114, RECALL: 0.0100114, MAP: 0.0034432, MRR: 0.0099725, NDCG: 0.0069062, F1: 0.0046207, HIT_RATE: 0.0300342, ARHR: 0.0101511, RMSE: nan, NOVELTY: 0.0069944, AVERAGE_POPULARITY: 0.0602875, DIVERSITY_MEAN_INTER_LIST: 0.9929402, DIVERSITY_HERFINDAHL: 0.9988328, COVERAGE_ITEM: 0.8122013, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3179866, SHANNON_ENTROPY: 11.9888673, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 1000, 'shrink': 955, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8092698887728527, 'tversky_beta': 1.9651883229232223} - results: ROC_AUC: 0.2332363, PRECISION: 0.0027527, PRECISION_RECALL_MIN_DEN: 0.0091758, RECALL: 0.0091758, MAP: 0.0029511, MRR: 0.0084728, NDCG: 0.0060863, F1: 0.0042350, HIT_RATE: 0.0275274, ARHR: 0.0086631, RMSE: nan, NOVELTY: 0.0069356, AVERAGE_POPULARITY: 0.0592936, DIVERSITY_MEAN_INTER_LIST: 0.9981518, DIVERSITY_HERFINDAHL: 0.9996886, COVERAGE_ITEM: 0.7608169, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3517360, SHANNON_ENTROPY: 12.3689826, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 909, 'shrink': 20, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.10145164628951167, 'tversky_beta': 0.007516637109864945} - results: ROC_AUC: 0.2335058, PRECISION: 0.0027913, PRECISION_RECALL_MIN_DEN: 0.0093043, RECALL: 0.0093043, MAP: 0.0030399, MRR: 0.0087041, NDCG: 0.0062190, F1: 0.0042943, HIT_RATE: 0.0279130, ARHR: 0.0089119, RMSE: nan, NOVELTY: 0.0069363, AVERAGE_POPULARITY: 0.0594045, DIVERSITY_MEAN_INTER_LIST: 0.9981439, DIVERSITY_HERFINDAHL: 0.9996873, COVERAGE_ITEM: 0.7613406, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3513293, SHANNON_ENTROPY: 12.3673495, 
SearchBayesianSkopt: New best config found. Config 16: {'topK': 8, 'shrink': 20, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8599124267072473, 'tversky_beta': 0.21079323321482418} - results: ROC_AUC: 0.2358943, PRECISION: 0.0031239, PRECISION_RECALL_MIN_DEN: 0.0104132, RECALL: 0.0104132, MAP: 0.0035279, MRR: 0.0101555, NDCG: 0.0071094, F1: 0.0048061, HIT_RATE: 0.0312395, ARHR: 0.0103672, RMSE: nan, NOVELTY: 0.0069611, AVERAGE_POPULARITY: 0.0611435, DIVERSITY_MEAN_INTER_LIST: 0.9960774, DIVERSITY_HERFINDAHL: 0.9993480, COVERAGE_ITEM: 0.8120050, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3378741, SHANNON_ENTROPY: 12.2293083, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 1000, 'shrink': 1, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9614826902403821, 'tversky_beta': 1.6193651247096985} - results: ROC_AUC: 0.2334024, PRECISION: 0.0027720, PRECISION_RECALL_MIN_DEN: 0.0092401, RECALL: 0.0092401, MAP: 0.0029687, MRR: 0.0085253, NDCG: 0.0061280, F1: 0.0042646, HIT_RATE: 0.0277202, ARHR: 0.0087156, RMSE: nan, NOVELTY: 0.0069362, AVERAGE_POPULARITY: 0.0593006, DIVERSITY_MEAN_INTER_LIST: 0.9981510, DIVERSITY_HERFINDAHL: 0.9996885, COVERAGE_ITEM: 0.7621915, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3514057, SHANNON_ENTROPY: 12.3696863, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 897, 'shrink': 949, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.06627406503547163, 'tversky_beta': 0.007291228708175003} - results: ROC_AUC: 0.2333287, PRECISION: 0.0027576, PRECISION_RECALL_MIN_DEN: 0.0091919, RECALL: 0.0091919, MAP: 0.0029901, MRR: 0.0085449, NDCG: 0.0061278, F1: 0.0042424, HIT_RATE: 0.0275756, ARHR: 0.0087575, RMSE: nan, NOVELTY: 0.0069390, AVERAGE_POPULARITY: 0.0591584, DIVERSITY_MEAN_INTER_LIST: 0.9981614, DIVERSITY_HERFINDAHL: 0.9996902, COVERAGE_ITEM: 0.7631734, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3527728, SHANNON_ENTROPY: 12.3770796, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 17, 'shrink': 9, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.024835684596267844, 'tversky_beta': 1.9799417686631493} - results: ROC_AUC: 0.2359313, PRECISION: 0.0031914, PRECISION_RECALL_MIN_DEN: 0.0106381, RECALL: 0.0106381, MAP: 0.0034685, MRR: 0.0099985, NDCG: 0.0071240, F1: 0.0049099, HIT_RATE: 0.0319144, ARHR: 0.0102020, RMSE: nan, NOVELTY: 0.0069483, AVERAGE_POPULARITY: 0.0599858, DIVERSITY_MEAN_INTER_LIST: 0.9977903, DIVERSITY_HERFINDAHL: 0.9996292, COVERAGE_ITEM: 0.8023172, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3583714, SHANNON_ENTROPY: 12.4154827, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 980, 'shrink': 54, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.920065282179667, 'tversky_beta': 1.9318280805834358} - results: ROC_AUC: 0.2332256, PRECISION: 0.0027286, PRECISION_RECALL_MIN_DEN: 0.0090954, RECALL: 0.0090954, MAP: 0.0029539, MRR: 0.0084809, NDCG: 0.0060645, F1: 0.0041979, HIT_RATE: 0.0272863, ARHR: 0.0086713, RMSE: nan, NOVELTY: 0.0069338, AVERAGE_POPULARITY: 0.0593731, DIVERSITY_MEAN_INTER_LIST: 0.9981337, DIVERSITY_HERFINDAHL: 0.9996856, COVERAGE_ITEM: 0.7587223, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3500832, SHANNON_ENTROPY: 12.3576185, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 5, 'shrink': 895, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9874639305515336, 'tversky_beta': 0.0925593623756147} - results: ROC_AUC: 0.2355621, PRECISION: 0.0030034, PRECISION_RECALL_MIN_DEN: 0.0100114, RECALL: 0.0100114, MAP: 0.0034432, MRR: 0.0099725, NDCG: 0.0069062, F1: 0.0046207, HIT_RATE: 0.0300342, ARHR: 0.0101511, RMSE: nan, NOVELTY: 0.0069944, AVERAGE_POPULARITY: 0.0602869, DIVERSITY_MEAN_INTER_LIST: 0.9929402, DIVERSITY_HERFINDAHL: 0.9988328, COVERAGE_ITEM: 0.8122013, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3179891, SHANNON_ENTROPY: 11.9888755, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 972, 'shrink': 978, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.14885078233834673, 'tversky_beta': 0.05184304804132235} - results: ROC_AUC: 0.2332531, PRECISION: 0.0027624, PRECISION_RECALL_MIN_DEN: 0.0092079, RECALL: 0.0092079, MAP: 0.0029490, MRR: 0.0084375, NDCG: 0.0060901, F1: 0.0042498, HIT_RATE: 0.0276238, ARHR: 0.0086423, RMSE: nan, NOVELTY: 0.0069354, AVERAGE_POPULARITY: 0.0593470, DIVERSITY_MEAN_INTER_LIST: 0.9981391, DIVERSITY_HERFINDAHL: 0.9996865, COVERAGE_ITEM: 0.7590496, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3505145, SHANNON_ENTROPY: 12.3605261, 
SearchBayesianSkopt: New best config found. Config 23: {'topK': 20, 'shrink': 16, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8929750288619331, 'tversky_beta': 1.988981084761313} - results: ROC_AUC: 0.2364369, PRECISION: 0.0033264, PRECISION_RECALL_MIN_DEN: 0.0110881, RECALL: 0.0110881, MAP: 0.0036079, MRR: 0.0103442, NDCG: 0.0074047, F1: 0.0051176, HIT_RATE: 0.0332642, ARHR: 0.0105839, RMSE: nan, NOVELTY: 0.0069507, AVERAGE_POPULARITY: 0.0602145, DIVERSITY_MEAN_INTER_LIST: 0.9978212, DIVERSITY_HERFINDAHL: 0.9996343, COVERAGE_ITEM: 0.7936768, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3621457, SHANNON_ENTROPY: 12.4117160, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 8, 'shrink': 990, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.08541896959175556, 'tversky_beta': 1.860718551546461} - results: ROC_AUC: 0.2358943, PRECISION: 0.0031239, PRECISION_RECALL_MIN_DEN: 0.0104132, RECALL: 0.0104132, MAP: 0.0035279, MRR: 0.0101555, NDCG: 0.0071094, F1: 0.0048061, HIT_RATE: 0.0312395, ARHR: 0.0103672, RMSE: nan, NOVELTY: 0.0069612, AVERAGE_POPULARITY: 0.0611450, DIVERSITY_MEAN_INTER_LIST: 0.9960774, DIVERSITY_HERFINDAHL: 0.9993480, COVERAGE_ITEM: 0.8120050, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3378514, SHANNON_ENTROPY: 12.2292320, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 51, 'shrink': 2, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9623566571015933, 'tversky_beta': 0.07027611121903045} - results: ROC_AUC: 0.2354117, PRECISION: 0.0030227, PRECISION_RECALL_MIN_DEN: 0.0100757, RECALL: 0.0100757, MAP: 0.0033584, MRR: 0.0096665, NDCG: 0.0068259, F1: 0.0046503, HIT_RATE: 0.0302271, ARHR: 0.0098709, RMSE: nan, NOVELTY: 0.0069326, AVERAGE_POPULARITY: 0.0600198, DIVERSITY_MEAN_INTER_LIST: 0.9981307, DIVERSITY_HERFINDAHL: 0.9996851, COVERAGE_ITEM: 0.7718793, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3592880, SHANNON_ENTROPY: 12.4072645, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 993, 'shrink': 978, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9825327567277666, 'tversky_beta': 1.6363250439338826} - results: ROC_AUC: 0.2334399, PRECISION: 0.0027865, PRECISION_RECALL_MIN_DEN: 0.0092883, RECALL: 0.0092883, MAP: 0.0029519, MRR: 0.0084750, NDCG: 0.0061255, F1: 0.0042869, HIT_RATE: 0.0278648, ARHR: 0.0086653, RMSE: nan, NOVELTY: 0.0069361, AVERAGE_POPULARITY: 0.0592013, DIVERSITY_MEAN_INTER_LIST: 0.9981476, DIVERSITY_HERFINDAHL: 0.9996879, COVERAGE_ITEM: 0.7606860, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3516761, SHANNON_ENTROPY: 12.3677444, 
SearchBayesianSkopt: New best config found. Config 27: {'topK': 11, 'shrink': 8, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.051943384166954334, 'tversky_beta': 1.955359905883704} - results: ROC_AUC: 0.2369507, PRECISION: 0.0033216, PRECISION_RECALL_MIN_DEN: 0.0110720, RECALL: 0.0110720, MAP: 0.0036227, MRR: 0.0104112, NDCG: 0.0074288, F1: 0.0051102, HIT_RATE: 0.0332160, ARHR: 0.0106373, RMSE: nan, NOVELTY: 0.0069458, AVERAGE_POPULARITY: 0.0615461, DIVERSITY_MEAN_INTER_LIST: 0.9970588, DIVERSITY_HERFINDAHL: 0.9995091, COVERAGE_ITEM: 0.8070956, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3477701, SHANNON_ENTROPY: 12.3217976, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 8, 'shrink': 956, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9737440391417906, 'tversky_beta': 0.015234601084033187} - results: ROC_AUC: 0.2358943, PRECISION: 0.0031239, PRECISION_RECALL_MIN_DEN: 0.0104132, RECALL: 0.0104132, MAP: 0.0035279, MRR: 0.0101555, NDCG: 0.0071094, F1: 0.0048061, HIT_RATE: 0.0312395, ARHR: 0.0103672, RMSE: nan, NOVELTY: 0.0069611, AVERAGE_POPULARITY: 0.0611422, DIVERSITY_MEAN_INTER_LIST: 0.9960774, DIVERSITY_HERFINDAHL: 0.9993480, COVERAGE_ITEM: 0.8120050, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3378793, SHANNON_ENTROPY: 12.2293251, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 989, 'shrink': 158, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.11419873745703371, 'tversky_beta': 0.012550100007344692} - results: ROC_AUC: 0.2332765, PRECISION: 0.0027479, PRECISION_RECALL_MIN_DEN: 0.0091597, RECALL: 0.0091597, MAP: 0.0029805, MRR: 0.0085404, NDCG: 0.0061093, F1: 0.0042276, HIT_RATE: 0.0274791, ARHR: 0.0087409, RMSE: nan, NOVELTY: 0.0069334, AVERAGE_POPULARITY: 0.0595527, DIVERSITY_MEAN_INTER_LIST: 0.9981265, DIVERSITY_HERFINDAHL: 0.9996844, COVERAGE_ITEM: 0.7572167, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3505105, SHANNON_ENTROPY: 12.3553859, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.2355621, PRECISION: 0.0030034, PRECISION_RECALL_MIN_DEN: 0.0100114, RECALL: 0.0100114, MAP: 0.0034432, MRR: 0.0099725, NDCG: 0.0069062, F1: 0.0046207, HIT_RATE: 0.0300342, ARHR: 0.0101511, RMSE: nan, NOVELTY: 0.0069944, AVERAGE_POPULARITY: 0.0602875, DIVERSITY_MEAN_INTER_LIST: 0.9929402, DIVERSITY_HERFINDAHL: 0.9988328, COVERAGE_ITEM: 0.8122013, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3179866, SHANNON_ENTROPY: 11.9888673, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 965, 'shrink': 3, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9343443236294802, 'tversky_beta': 1.8966642722473934} - results: ROC_AUC: 0.2334988, PRECISION: 0.0027624, PRECISION_RECALL_MIN_DEN: 0.0092079, RECALL: 0.0092079, MAP: 0.0030338, MRR: 0.0087207, NDCG: 0.0061878, F1: 0.0042498, HIT_RATE: 0.0276238, ARHR: 0.0089111, RMSE: nan, NOVELTY: 0.0069380, AVERAGE_POPULARITY: 0.0592419, DIVERSITY_MEAN_INTER_LIST: 0.9981420, DIVERSITY_HERFINDAHL: 0.9996870, COVERAGE_ITEM: 0.7613406, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3504663, SHANNON_ENTROPY: 12.3640625, 
