CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 547, 'shrink': 603, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.4283654890234154, 'tversky_beta': 0.41701133104262167} - results: ROC_AUC: 0.066121±0.0015, PRECISION: 0.008963±0.0002, PRECISION_RECALL_MIN_DEN: 0.089634±0.0017, RECALL: 0.089634±0.0017, MAP: 0.048763±0.0013, MRR: 0.048763±0.0013, NDCG: 0.058424±0.0014, F1: 0.016297±0.0003, HIT_RATE: 0.089634±0.0017, ARHR: 0.048763±0.0013, RMSE: 0.978286±0.0001, NOVELTY: 0.005504±0.0000, AVERAGE_POPULARITY: 0.512449±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.932363±0.0003, DIVERSITY_HERFINDAHL: 0.993231±0.0000, COVERAGE_ITEM: 0.324736±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.092321±0.0004, SHANNON_ENTROPY: 8.699944±0.0064, 
CrossSearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 435, 'shrink': 1500, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.6140904254259762, 'tversky_beta': 0.16563705446831614} - results: ROC_AUC: 0.062153±0.0015, PRECISION: 0.008428±0.0002, PRECISION_RECALL_MIN_DEN: 0.084281±0.0019, RECALL: 0.084281±0.0019, MAP: 0.046121±0.0013, MRR: 0.046121±0.0013, NDCG: 0.055131±0.0014, F1: 0.015324±0.0004, HIT_RATE: 0.084281±0.0019, ARHR: 0.046121±0.0013, RMSE: 0.988056±0.0001, NOVELTY: 0.005399±0.0000, AVERAGE_POPULARITY: 0.573442±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.903216±0.0002, DIVERSITY_HERFINDAHL: 0.990316±0.0000, COVERAGE_ITEM: 0.330251±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.079351±0.0005, SHANNON_ENTROPY: 8.216079±0.0079, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 390, 'shrink': 909, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.5443101311238839, 'tversky_beta': 1.771152044452943} - results: ROC_AUC: 0.061076±0.0013, PRECISION: 0.008337±0.0001, PRECISION_RECALL_MIN_DEN: 0.083369±0.0015, RECALL: 0.083369±0.0015, MAP: 0.045229±0.0011, MRR: 0.045229±0.0011, NDCG: 0.054220±0.0012, F1: 0.015158±0.0003, HIT_RATE: 0.083369±0.0015, ARHR: 0.045229±0.0011, RMSE: 0.985796±0.0001, NOVELTY: 0.005339±0.0000, AVERAGE_POPULARITY: 0.612624±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.877062±0.0003, DIVERSITY_HERFINDAHL: 0.987701±0.0000, COVERAGE_ITEM: 0.328683±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.074055±0.0005, SHANNON_ENTROPY: 7.903679±0.0073, 
CrossSearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 70, 'shrink': 794, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.622800206521824, 'tversky_beta': 1.3343990125544016} - results: ROC_AUC: 0.066634±0.0012, PRECISION: 0.009008±0.0001, PRECISION_RECALL_MIN_DEN: 0.090079±0.0009, RECALL: 0.090079±0.0009, MAP: 0.049161±0.0010, MRR: 0.049161±0.0010, NDCG: 0.058836±0.0010, F1: 0.016378±0.0002, HIT_RATE: 0.090079±0.0009, ARHR: 0.049161±0.0010, RMSE: 0.989139±0.0001, NOVELTY: 0.005665±0.0000, AVERAGE_POPULARITY: 0.470671±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.951127±0.0004, DIVERSITY_HERFINDAHL: 0.995107±0.0000, COVERAGE_ITEM: 0.442044±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.113893±0.0008, SHANNON_ENTROPY: 9.328389±0.0106, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 217, 'shrink': 427, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.303213685147206, 'tversky_beta': 1.1869417444979433} - results: ROC_AUC: 0.068975±0.0012, PRECISION: 0.009310±0.0001, PRECISION_RECALL_MIN_DEN: 0.093097±0.0010, RECALL: 0.093097±0.0010, MAP: 0.050780±0.0010, MRR: 0.050780±0.0010, NDCG: 0.060795±0.0010, F1: 0.016927±0.0002, HIT_RATE: 0.093097±0.0010, ARHR: 0.050780±0.0010, RMSE: 0.982467±0.0001, NOVELTY: 0.005629±0.0000, AVERAGE_POPULARITY: 0.467316±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.951003±0.0002, DIVERSITY_HERFINDAHL: 0.995095±0.0000, COVERAGE_ITEM: 0.380600±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108618±0.0005, SHANNON_ENTROPY: 9.211441±0.0061, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 621, 'shrink': 618, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.6882709958184452, 'tversky_beta': 0.33222215001307737} - results: ROC_AUC: 0.066725±0.0015, PRECISION: 0.009030±0.0002, PRECISION_RECALL_MIN_DEN: 0.090295±0.0017, RECALL: 0.090295±0.0017, MAP: 0.049127±0.0013, MRR: 0.049127±0.0013, NDCG: 0.058864±0.0014, F1: 0.016417±0.0003, HIT_RATE: 0.090295±0.0017, ARHR: 0.049127±0.0013, RMSE: 0.978817±0.0001, NOVELTY: 0.005536±0.0000, AVERAGE_POPULARITY: 0.493724±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.939231±0.0004, DIVERSITY_HERFINDAHL: 0.993918±0.0000, COVERAGE_ITEM: 0.323244±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.096480±0.0005, SHANNON_ENTROPY: 8.831079±0.0073, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 638, 'shrink': 1981, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.9370882375773688, 'tversky_beta': 1.601885460372209} - results: ROC_AUC: 0.058386±0.0014, PRECISION: 0.007994±0.0002, PRECISION_RECALL_MIN_DEN: 0.079941±0.0015, RECALL: 0.079941±0.0015, MAP: 0.043252±0.0012, MRR: 0.043252±0.0012, NDCG: 0.051893±0.0013, F1: 0.014535±0.0003, HIT_RATE: 0.079941±0.0015, ARHR: 0.043252±0.0012, RMSE: 0.990822±0.0001, NOVELTY: 0.005258±0.0000, AVERAGE_POPULARITY: 0.652232±0.0055, DIVERSITY_MEAN_INTER_LIST: 0.840845±0.0005, DIVERSITY_HERFINDAHL: 0.984080±0.0000, COVERAGE_ITEM: 0.294707±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.064202±0.0004, SHANNON_ENTROPY: 7.456405±0.0079, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 134, 'shrink': 151, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.1739867223906149, 'tversky_beta': 0.46207012371323397} - results: ROC_AUC: 0.071533±0.0010, PRECISION: 0.009599±0.0001, PRECISION_RECALL_MIN_DEN: 0.095990±0.0011, RECALL: 0.095990±0.0011, MAP: 0.052469±0.0009, MRR: 0.052469±0.0009, NDCG: 0.062788±0.0009, F1: 0.017453±0.0002, HIT_RATE: 0.095990±0.0011, ARHR: 0.052469±0.0009, RMSE: 0.969902±0.0002, NOVELTY: 0.005947±0.0000, AVERAGE_POPULARITY: 0.340599±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.978731±0.0001, DIVERSITY_HERFINDAHL: 0.997867±0.0000, COVERAGE_ITEM: 0.441298±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150302±0.0007, SHANNON_ENTROPY: 10.225681±0.0057, 
CrossSearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 617, 'shrink': 1052, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.504939861394298, 'tversky_beta': 0.8817819317530888} - results: ROC_AUC: 0.063244±0.0015, PRECISION: 0.008561±0.0002, PRECISION_RECALL_MIN_DEN: 0.085613±0.0017, RECALL: 0.085613±0.0017, MAP: 0.047049±0.0012, MRR: 0.047049±0.0012, NDCG: 0.056155±0.0014, F1: 0.015566±0.0003, HIT_RATE: 0.085613±0.0017, ARHR: 0.047049±0.0012, RMSE: 0.985737±0.0001, NOVELTY: 0.005379±0.0000, AVERAGE_POPULARITY: 0.579399±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.897868±0.0003, DIVERSITY_HERFINDAHL: 0.989782±0.0000, COVERAGE_ITEM: 0.305380±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077537±0.0004, SHANNON_ENTROPY: 8.127582±0.0069, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 821, 'shrink': 901, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.735774728493365, 'tversky_beta': 1.311723991001624} - results: ROC_AUC: 0.064819±0.0013, PRECISION: 0.008722±0.0001, PRECISION_RECALL_MIN_DEN: 0.087220±0.0014, RECALL: 0.087220±0.0014, MAP: 0.048091±0.0012, MRR: 0.048091±0.0012, NDCG: 0.057348±0.0013, F1: 0.015858±0.0003, HIT_RATE: 0.087220±0.0014, ARHR: 0.048091±0.0012, RMSE: 0.985477±0.0001, NOVELTY: 0.005389±0.0000, AVERAGE_POPULARITY: 0.570826±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.901112±0.0004, DIVERSITY_HERFINDAHL: 0.990106±0.0000, COVERAGE_ITEM: 0.292349±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.079780±0.0003, SHANNON_ENTROPY: 8.181365±0.0080, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 791, 'shrink': 1411, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.3945881696824154, 'tversky_beta': 0.5347724494971843} - results: ROC_AUC: 0.060745±0.0011, PRECISION: 0.008266±0.0001, PRECISION_RECALL_MIN_DEN: 0.082663±0.0014, RECALL: 0.082663±0.0014, MAP: 0.045109±0.0012, MRR: 0.045109±0.0012, NDCG: 0.053967±0.0013, F1: 0.015030±0.0003, HIT_RATE: 0.082663±0.0014, ARHR: 0.045109±0.0012, RMSE: 0.986925±0.0001, NOVELTY: 0.005304±0.0000, AVERAGE_POPULARITY: 0.617897±0.0054, DIVERSITY_MEAN_INTER_LIST: 0.871001±0.0005, DIVERSITY_HERFINDAHL: 0.987095±0.0000, COVERAGE_ITEM: 0.283514±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.068518±0.0003, SHANNON_ENTROPY: 7.743933±0.0071, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 183, 'shrink': 169, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.10304834133329746, 'tversky_beta': 1.7065241890240186} - results: ROC_AUC: 0.066911±0.0010, PRECISION: 0.009254±0.0001, PRECISION_RECALL_MIN_DEN: 0.092539±0.0005, RECALL: 0.092539±0.0005, MAP: 0.049005±0.0008, MRR: 0.049005±0.0008, NDCG: 0.059255±0.0008, F1: 0.016825±0.0001, HIT_RATE: 0.092539±0.0005, ARHR: 0.049005±0.0008, RMSE: 0.976274±0.0001, NOVELTY: 0.005436±0.0000, AVERAGE_POPULARITY: 0.549536±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.926155±0.0002, DIVERSITY_HERFINDAHL: 0.992610±0.0000, COVERAGE_ITEM: 0.310441±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.085275±0.0004, SHANNON_ENTROPY: 8.483776±0.0066, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 758, 'shrink': 1841, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.848142858268638, 'tversky_beta': 0.21228066102076687} - results: ROC_AUC: 0.060626±0.0012, PRECISION: 0.008233±0.0002, PRECISION_RECALL_MIN_DEN: 0.082333±0.0015, RECALL: 0.082333±0.0015, MAP: 0.045001±0.0012, MRR: 0.045001±0.0012, NDCG: 0.053811±0.0012, F1: 0.014970±0.0003, HIT_RATE: 0.082333±0.0015, ARHR: 0.045001±0.0012, RMSE: 0.989357±0.0001, NOVELTY: 0.005317±0.0000, AVERAGE_POPULARITY: 0.610246±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.877118±0.0004, DIVERSITY_HERFINDAHL: 0.987707±0.0000, COVERAGE_ITEM: 0.286867±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.069712±0.0003, SHANNON_ENTROPY: 7.812627±0.0075, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 431, 'shrink': 1118, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.7011400000679916, 'tversky_beta': 1.5988453227347446} - results: ROC_AUC: 0.060778±0.0015, PRECISION: 0.008269±0.0002, PRECISION_RECALL_MIN_DEN: 0.082686±0.0017, RECALL: 0.082686±0.0017, MAP: 0.045034±0.0013, MRR: 0.045034±0.0013, NDCG: 0.053916±0.0014, F1: 0.015034±0.0003, HIT_RATE: 0.082686±0.0017, ARHR: 0.045034±0.0013, RMSE: 0.987058±0.0001, NOVELTY: 0.005329±0.0000, AVERAGE_POPULARITY: 0.617165±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.872741±0.0002, DIVERSITY_HERFINDAHL: 0.987269±0.0000, COVERAGE_ITEM: 0.325028±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.072835±0.0005, SHANNON_ENTROPY: 7.848052±0.0091, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 195, 'shrink': 293, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.5360312352380906, 'tversky_beta': 0.8213243060992876} - results: ROC_AUC: 0.067127±0.0013, PRECISION: 0.009076±0.0001, PRECISION_RECALL_MIN_DEN: 0.090762±0.0009, RECALL: 0.090762±0.0009, MAP: 0.049323±0.0010, MRR: 0.049323±0.0010, NDCG: 0.059127±0.0010, F1: 0.016502±0.0002, HIT_RATE: 0.090762±0.0009, ARHR: 0.049323±0.0010, RMSE: 0.972905±0.0002, NOVELTY: 0.005551±0.0000, AVERAGE_POPULARITY: 0.505948±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.938266±0.0004, DIVERSITY_HERFINDAHL: 0.993821±0.0000, COVERAGE_ITEM: 0.374404±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.099109±0.0006, SHANNON_ENTROPY: 8.913149±0.0065, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 940, 'shrink': 632, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.44265552073965864, 'tversky_beta': 0.900767075693305} - results: ROC_AUC: 0.058949±0.0012, PRECISION: 0.008064±0.0002, PRECISION_RECALL_MIN_DEN: 0.080636±0.0016, RECALL: 0.080636±0.0016, MAP: 0.043712±0.0013, MRR: 0.043712±0.0013, NDCG: 0.052408±0.0013, F1: 0.014661±0.0003, HIT_RATE: 0.080636±0.0016, ARHR: 0.043712±0.0013, RMSE: 0.974988±0.0002, NOVELTY: 0.005236±0.0000, AVERAGE_POPULARITY: 0.658273±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.834295±0.0006, DIVERSITY_HERFINDAHL: 0.983425±0.0001, COVERAGE_ITEM: 0.265780±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.061306±0.0002, SHANNON_ENTROPY: 7.351576±0.0078, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 162, 'shrink': 1531, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.4674228289244843, 'tversky_beta': 1.670914243274486} - results: ROC_AUC: 0.061847±0.0011, PRECISION: 0.008465±0.0001, PRECISION_RECALL_MIN_DEN: 0.084645±0.0013, RECALL: 0.084645±0.0013, MAP: 0.045558±0.0009, MRR: 0.045558±0.0009, NDCG: 0.054775±0.0010, F1: 0.015390±0.0002, HIT_RATE: 0.084645±0.0013, ARHR: 0.045558±0.0009, RMSE: 0.991201±0.0001, NOVELTY: 0.005467±0.0000, AVERAGE_POPULARITY: 0.562035±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.908996±0.0005, DIVERSITY_HERFINDAHL: 0.990894±0.0000, COVERAGE_ITEM: 0.397264±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.091611±0.0006, SHANNON_ENTROPY: 8.491441±0.0071, 
