SearchBayesianSkopt: New best config found. Config 0: {'topK': 952, 'shrink': 277, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.102538680953959, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0267376, PRECISION: 0.0040526, PRECISION_RECALL_MIN_DEN: 0.0135088, RECALL: 0.0135088, MAP: 0.0067469, MRR: 0.0190286, NDCG: 0.0115145, F1: 0.0062348, HIT_RATE: 0.0405263, ARHR: 0.0196148, RMSE: 0.8848071, NOVELTY: 0.0079777, AVERAGE_POPULARITY: 0.0273590, DIVERSITY_MEAN_INTER_LIST: 0.9987795, DIVERSITY_HERFINDAHL: 0.9998718, COVERAGE_ITEM: 0.6856988, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5745468, SHANNON_ENTROPY: 13.1998516, 
SearchBayesianSkopt: New best config found. Config 11: {'topK': 960, 'shrink': 819, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.32672572554774965, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0967213, PRECISION: 0.0158708, PRECISION_RECALL_MIN_DEN: 0.0529025, RECALL: 0.0529025, MAP: 0.0253836, MRR: 0.0705928, NDCG: 0.0437338, F1: 0.0244166, HIT_RATE: 0.1587076, ARHR: 0.0733266, RMSE: 2.4489810, NOVELTY: 0.0051369, AVERAGE_POPULARITY: 0.6956321, DIVERSITY_MEAN_INTER_LIST: 0.8237178, DIVERSITY_HERFINDAHL: 0.9823667, COVERAGE_ITEM: 0.1258719, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0551697, SHANNON_ENTROPY: 6.8420529, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 326, 'shrink': 416, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.20041360257835655, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0942628, PRECISION: 0.0150615, PRECISION_RECALL_MIN_DEN: 0.0502049, RECALL: 0.0502049, MAP: 0.0242937, MRR: 0.0677756, NDCG: 0.0417983, F1: 0.0231715, HIT_RATE: 0.1506147, ARHR: 0.0702897, RMSE: 1.9465850, NOVELTY: 0.0053190, AVERAGE_POPULARITY: 0.5839229, DIVERSITY_MEAN_INTER_LIST: 0.9149555, DIVERSITY_HERFINDAHL: 0.9914899, COVERAGE_ITEM: 0.1615031, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0885343, SHANNON_ENTROPY: 8.0193122, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 458, 'shrink': 820, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5880477369495938, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0602816, PRECISION: 0.0093655, PRECISION_RECALL_MIN_DEN: 0.0312185, RECALL: 0.0312185, MAP: 0.0152082, MRR: 0.0434532, NDCG: 0.0262849, F1: 0.0144085, HIT_RATE: 0.0936554, ARHR: 0.0445389, RMSE: 0.9912969, NOVELTY: 0.0059320, AVERAGE_POPULARITY: 0.3836311, DIVERSITY_MEAN_INTER_LIST: 0.9696433, DIVERSITY_HERFINDAHL: 0.9969583, COVERAGE_ITEM: 0.4461206, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1837663, SHANNON_ENTROPY: 10.2392933, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 991, 'shrink': 497, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5801757859370011, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0793277, PRECISION: 0.0125533, PRECISION_RECALL_MIN_DEN: 0.0418443, RECALL: 0.0418443, MAP: 0.0205844, MRR: 0.0576127, NDCG: 0.0352200, F1: 0.0193127, HIT_RATE: 0.1255328, ARHR: 0.0596482, RMSE: 2.8761942, NOVELTY: 0.0055615, AVERAGE_POPULARITY: 0.5180205, DIVERSITY_MEAN_INTER_LIST: 0.9244514, DIVERSITY_HERFINDAHL: 0.9924394, COVERAGE_ITEM: 0.3011084, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1238216, SHANNON_ENTROPY: 8.8547971, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 580, 'shrink': 185, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0049481392108708, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0933661, PRECISION: 0.0150491, PRECISION_RECALL_MIN_DEN: 0.0501637, RECALL: 0.0501637, MAP: 0.0244225, MRR: 0.0674446, NDCG: 0.0417895, F1: 0.0231525, HIT_RATE: 0.1504911, ARHR: 0.0703008, RMSE: 2.5603230, NOVELTY: 0.0053184, AVERAGE_POPULARITY: 0.5976264, DIVERSITY_MEAN_INTER_LIST: 0.9013955, DIVERSITY_HERFINDAHL: 0.9901340, COVERAGE_ITEM: 0.2217897, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0751235, SHANNON_ENTROPY: 7.9072047, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 742, 'shrink': 533, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06084049539896942, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0969907, PRECISION: 0.0156422, PRECISION_RECALL_MIN_DEN: 0.0521406, RECALL: 0.0521406, MAP: 0.0252132, MRR: 0.0700993, NDCG: 0.0433324, F1: 0.0240649, HIT_RATE: 0.1564218, ARHR: 0.0728267, RMSE: 2.8727394, NOVELTY: 0.0051644, AVERAGE_POPULARITY: 0.6756817, DIVERSITY_MEAN_INTER_LIST: 0.8461684, DIVERSITY_HERFINDAHL: 0.9846116, COVERAGE_ITEM: 0.1236550, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0610224, SHANNON_ENTROPY: 7.0495243, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 799, 'shrink': 946, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8393980150755331, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0758547, PRECISION: 0.0121517, PRECISION_RECALL_MIN_DEN: 0.0405058, RECALL: 0.0405058, MAP: 0.0197576, MRR: 0.0553593, NDCG: 0.0339044, F1: 0.0186950, HIT_RATE: 0.1215173, ARHR: 0.0572760, RMSE: 2.0607017, NOVELTY: 0.0055875, AVERAGE_POPULARITY: 0.5099876, DIVERSITY_MEAN_INTER_LIST: 0.9279213, DIVERSITY_HERFINDAHL: 0.9927864, COVERAGE_ITEM: 0.3082455, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1293258, SHANNON_ENTROPY: 8.9426549, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 284, 'shrink': 89, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3478721858334087, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0274715, PRECISION: 0.0039167, PRECISION_RECALL_MIN_DEN: 0.0130557, RECALL: 0.0130557, MAP: 0.0072600, MRR: 0.0205523, NDCG: 0.0119274, F1: 0.0060257, HIT_RATE: 0.0391672, ARHR: 0.0211481, RMSE: 0.8808422, NOVELTY: 0.0082383, AVERAGE_POPULARITY: 0.0201408, DIVERSITY_MEAN_INTER_LIST: 0.9989898, DIVERSITY_HERFINDAHL: 0.9998928, COVERAGE_ITEM: 0.7260881, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.6370147, SHANNON_ENTROPY: 13.3982352, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 275, 'shrink': 632, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5949459771109148, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0852630, PRECISION: 0.0135603, PRECISION_RECALL_MIN_DEN: 0.0452009, RECALL: 0.0452009, MAP: 0.0220802, MRR: 0.0616555, NDCG: 0.0378577, F1: 0.0208619, HIT_RATE: 0.1356026, ARHR: 0.0639088, RMSE: 0.9913244, NOVELTY: 0.0054658, AVERAGE_POPULARITY: 0.5160613, DIVERSITY_MEAN_INTER_LIST: 0.9439632, DIVERSITY_HERFINDAHL: 0.9943905, COVERAGE_ITEM: 0.2402812, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1039070, SHANNON_ENTROPY: 8.7425558, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0942776, PRECISION: 0.0150924, PRECISION_RECALL_MIN_DEN: 0.0503079, RECALL: 0.0503079, MAP: 0.0241942, MRR: 0.0675628, NDCG: 0.0417397, F1: 0.0232190, HIT_RATE: 0.1509236, ARHR: 0.0700343, RMSE: 9.0854398, NOVELTY: 0.0051388, AVERAGE_POPULARITY: 0.6930457, DIVERSITY_MEAN_INTER_LIST: 0.8249922, DIVERSITY_HERFINDAHL: 0.9824941, COVERAGE_ITEM: 0.1166261, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0578200, SHANNON_ENTROPY: 6.8691066, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0965127, PRECISION: 0.0156175, PRECISION_RECALL_MIN_DEN: 0.0520582, RECALL: 0.0520582, MAP: 0.0250475, MRR: 0.0696284, NDCG: 0.0431310, F1: 0.0240269, HIT_RATE: 0.1561747, ARHR: 0.0723436, RMSE: 2.3936157, NOVELTY: 0.0051272, AVERAGE_POPULARITY: 0.7020106, DIVERSITY_MEAN_INTER_LIST: 0.8152102, DIVERSITY_HERFINDAHL: 0.9815160, COVERAGE_ITEM: 0.1227899, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0540136, SHANNON_ENTROPY: 6.7724930, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 940, 'shrink': 101, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.016243293319075484, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0940492, PRECISION: 0.0152653, PRECISION_RECALL_MIN_DEN: 0.0508845, RECALL: 0.0508845, MAP: 0.0244095, MRR: 0.0678713, NDCG: 0.0420850, F1: 0.0234851, HIT_RATE: 0.1526534, ARHR: 0.0705111, RMSE: 0.9142125, NOVELTY: 0.0051708, AVERAGE_POPULARITY: 0.6765579, DIVERSITY_MEAN_INTER_LIST: 0.8417751, DIVERSITY_HERFINDAHL: 0.9841723, COVERAGE_ITEM: 0.1467964, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0593350, SHANNON_ENTROPY: 7.0831817, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 26, 'shrink': 91, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03286856097009739, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0277149, PRECISION: 0.0043986, PRECISION_RECALL_MIN_DEN: 0.0146620, RECALL: 0.0146620, MAP: 0.0072030, MRR: 0.0198279, NDCG: 0.0122707, F1: 0.0067671, HIT_RATE: 0.0439859, ARHR: 0.0206874, RMSE: 1.5060314, NOVELTY: 0.0063845, AVERAGE_POPULARITY: 0.1596049, DIVERSITY_MEAN_INTER_LIST: 0.9249454, DIVERSITY_HERFINDAHL: 0.9924888, COVERAGE_ITEM: 0.4819140, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2263653, SHANNON_ENTROPY: 10.1295942, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 633, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0950058, PRECISION: 0.0153024, PRECISION_RECALL_MIN_DEN: 0.0510080, RECALL: 0.0510080, MAP: 0.0245872, MRR: 0.0682768, NDCG: 0.0423085, F1: 0.0235422, HIT_RATE: 0.1530240, ARHR: 0.0709842, RMSE: 0.9891153, NOVELTY: 0.0052567, AVERAGE_POPULARITY: 0.6246581, DIVERSITY_MEAN_INTER_LIST: 0.8866903, DIVERSITY_HERFINDAHL: 0.9886636, COVERAGE_ITEM: 0.1712355, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0721700, SHANNON_ENTROPY: 7.6368792, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 620, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0967289, PRECISION: 0.0155619, PRECISION_RECALL_MIN_DEN: 0.0518729, RECALL: 0.0518729, MAP: 0.0250569, MRR: 0.0694685, NDCG: 0.0430664, F1: 0.0239413, HIT_RATE: 0.1556187, ARHR: 0.0722712, RMSE: 1.8284694, NOVELTY: 0.0051882, AVERAGE_POPULARITY: 0.6607014, DIVERSITY_MEAN_INTER_LIST: 0.8609343, DIVERSITY_HERFINDAHL: 0.9860881, COVERAGE_ITEM: 0.1311706, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0644293, SHANNON_ENTROPY: 7.2124339, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 997, 'shrink': 973, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9936997640281273, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0825977, PRECISION: 0.0130104, PRECISION_RECALL_MIN_DEN: 0.0433681, RECALL: 0.0433681, MAP: 0.0215561, MRR: 0.0601009, NDCG: 0.0367073, F1: 0.0200161, HIT_RATE: 0.1301044, ARHR: 0.0623501, RMSE: 0.9874207, NOVELTY: 0.0055529, AVERAGE_POPULARITY: 0.5134579, DIVERSITY_MEAN_INTER_LIST: 0.9320084, DIVERSITY_HERFINDAHL: 0.9931951, COVERAGE_ITEM: 0.3232766, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1209073, SHANNON_ENTROPY: 8.9821998, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 661, 'shrink': 51, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.042768676324038475, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0948371, PRECISION: 0.0153086, PRECISION_RECALL_MIN_DEN: 0.0510286, RECALL: 0.0510286, MAP: 0.0245114, MRR: 0.0680450, NDCG: 0.0422341, F1: 0.0235517, HIT_RATE: 0.1530858, ARHR: 0.0707443, RMSE: 0.8969045, NOVELTY: 0.0052096, AVERAGE_POPULARITY: 0.6509608, DIVERSITY_MEAN_INTER_LIST: 0.8669253, DIVERSITY_HERFINDAHL: 0.9866872, COVERAGE_ITEM: 0.1546905, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0652492, SHANNON_ENTROPY: 7.3509108, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 557, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0970588, PRECISION: 0.0155804, PRECISION_RECALL_MIN_DEN: 0.0519347, RECALL: 0.0519347, MAP: 0.0251202, MRR: 0.0696589, NDCG: 0.0431567, F1: 0.0239699, HIT_RATE: 0.1558040, ARHR: 0.0724659, RMSE: 1.7252352, NOVELTY: 0.0052039, AVERAGE_POPULARITY: 0.6505258, DIVERSITY_MEAN_INTER_LIST: 0.8702674, DIVERSITY_HERFINDAHL: 0.9870214, COVERAGE_ITEM: 0.1348473, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0669229, SHANNON_ENTROPY: 7.3186924, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 995, 'shrink': 80, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01396615980912808, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0937607, PRECISION: 0.0153148, PRECISION_RECALL_MIN_DEN: 0.0510492, RECALL: 0.0510492, MAP: 0.0243776, MRR: 0.0678193, NDCG: 0.0421025, F1: 0.0235612, HIT_RATE: 0.1531476, ARHR: 0.0704413, RMSE: 0.8995416, NOVELTY: 0.0051590, AVERAGE_POPULARITY: 0.6839535, DIVERSITY_MEAN_INTER_LIST: 0.8337192, DIVERSITY_HERFINDAHL: 0.9833668, COVERAGE_ITEM: 0.1427413, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0578391, SHANNON_ENTROPY: 7.0011746, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 563, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0955526, PRECISION: 0.0153148, PRECISION_RECALL_MIN_DEN: 0.0510492, RECALL: 0.0510492, MAP: 0.0245886, MRR: 0.0684814, NDCG: 0.0423628, F1: 0.0235612, HIT_RATE: 0.1531476, ARHR: 0.0710776, RMSE: 7.2894112, NOVELTY: 0.0052924, AVERAGE_POPULARITY: 0.6054434, DIVERSITY_MEAN_INTER_LIST: 0.8958538, DIVERSITY_HERFINDAHL: 0.9895798, COVERAGE_ITEM: 0.1636659, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0849075, SHANNON_ENTROPY: 7.8551312, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 736, 'shrink': 943, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01685742485498221, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0951345, PRECISION: 0.0153642, PRECISION_RECALL_MIN_DEN: 0.0512139, RECALL: 0.0512139, MAP: 0.0247310, MRR: 0.0685924, NDCG: 0.0425152, F1: 0.0236372, HIT_RATE: 0.1536418, ARHR: 0.0713581, RMSE: 0.9872486, NOVELTY: 0.0052176, AVERAGE_POPULARITY: 0.6470731, DIVERSITY_MEAN_INTER_LIST: 0.8699774, DIVERSITY_HERFINDAHL: 0.9869924, COVERAGE_ITEM: 0.1580427, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0665330, SHANNON_ENTROPY: 7.3988322, 
