SearchBayesianSkopt: New best config found. Config 0: {'topK': 952, 'shrink': 277, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0954077, PRECISION: 0.0155186, PRECISION_RECALL_MIN_DEN: 0.0517288, RECALL: 0.0517288, MAP: 0.0248255, MRR: 0.0689754, NDCG: 0.0427792, F1: 0.0238748, HIT_RATE: 0.1551863, ARHR: 0.0716867, RMSE: 0.9621885, NOVELTY: 0.0051723, AVERAGE_POPULARITY: 0.6756063, DIVERSITY_MEAN_INTER_LIST: 0.8425494, DIVERSITY_HERFINDAHL: 0.9842497, COVERAGE_ITEM: 0.1473371, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0593451, SHANNON_ENTROPY: 7.0919309, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 472, 'shrink': 824, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0932489, PRECISION: 0.0150924, PRECISION_RECALL_MIN_DEN: 0.0503079, RECALL: 0.0503079, MAP: 0.0240789, MRR: 0.0668055, NDCG: 0.0415392, F1: 0.0232190, HIT_RATE: 0.1509236, ARHR: 0.0694777, RMSE: 0.9901840, NOVELTY: 0.0053103, AVERAGE_POPULARITY: 0.5931038, DIVERSITY_MEAN_INTER_LIST: 0.9083641, DIVERSITY_HERFINDAHL: 0.9908308, COVERAGE_ITEM: 0.1859421, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0798642, SHANNON_ENTROPY: 7.9516726, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 402, 'shrink': 560, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0912644, PRECISION: 0.0147526, PRECISION_RECALL_MIN_DEN: 0.0491753, RECALL: 0.0491753, MAP: 0.0237201, MRR: 0.0656220, NDCG: 0.0407578, F1: 0.0226963, HIT_RATE: 0.1475258, ARHR: 0.0683417, RMSE: 0.9879725, NOVELTY: 0.0053514, AVERAGE_POPULARITY: 0.5715306, DIVERSITY_MEAN_INTER_LIST: 0.9200672, DIVERSITY_HERFINDAHL: 0.9920010, COVERAGE_ITEM: 0.2001081, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0862094, SHANNON_ENTROPY: 8.1754010, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 376, 'shrink': 889, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0908060, PRECISION: 0.0146290, PRECISION_RECALL_MIN_DEN: 0.0487634, RECALL: 0.0487634, MAP: 0.0235855, MRR: 0.0654900, NDCG: 0.0405194, F1: 0.0225062, HIT_RATE: 0.1462902, ARHR: 0.0680766, RMSE: 0.9922341, NOVELTY: 0.0053704, AVERAGE_POPULARITY: 0.5619845, DIVERSITY_MEAN_INTER_LIST: 0.9247417, DIVERSITY_HERFINDAHL: 0.9924685, COVERAGE_ITEM: 0.2078400, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0889266, SHANNON_ENTROPY: 8.2752847, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 422, 'shrink': 73, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0933292, PRECISION: 0.0152097, PRECISION_RECALL_MIN_DEN: 0.0506991, RECALL: 0.0506991, MAP: 0.0242248, MRR: 0.0671576, NDCG: 0.0417972, F1: 0.0233996, HIT_RATE: 0.1520974, ARHR: 0.0698725, RMSE: 0.9510165, NOVELTY: 0.0053189, AVERAGE_POPULARITY: 0.5885720, DIVERSITY_MEAN_INTER_LIST: 0.9110216, DIVERSITY_HERFINDAHL: 0.9910965, COVERAGE_ITEM: 0.1906461, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0803359, SHANNON_ENTROPY: 7.9948104, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 566, 'shrink': 220, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0939944, PRECISION: 0.0152777, PRECISION_RECALL_MIN_DEN: 0.0509256, RECALL: 0.0509256, MAP: 0.0245464, MRR: 0.0678937, NDCG: 0.0421901, F1: 0.0235041, HIT_RATE: 0.1527769, ARHR: 0.0707265, RMSE: 0.9687755, NOVELTY: 0.0052692, AVERAGE_POPULARITY: 0.6162138, DIVERSITY_MEAN_INTER_LIST: 0.8935607, DIVERSITY_HERFINDAHL: 0.9893506, COVERAGE_ITEM: 0.1716680, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0742323, SHANNON_ENTROPY: 7.7130311, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 505, 'shrink': 935, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0931786, PRECISION: 0.0151850, PRECISION_RECALL_MIN_DEN: 0.0506168, RECALL: 0.0506168, MAP: 0.0242712, MRR: 0.0672211, NDCG: 0.0418121, F1: 0.0233616, HIT_RATE: 0.1518503, ARHR: 0.0699818, RMSE: 0.9907458, NOVELTY: 0.0052944, AVERAGE_POPULARITY: 0.6018811, DIVERSITY_MEAN_INTER_LIST: 0.9031116, DIVERSITY_HERFINDAHL: 0.9903056, COVERAGE_ITEM: 0.1811841, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0774395, SHANNON_ENTROPY: 7.8615272, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 339, 'shrink': 514, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0895180, PRECISION: 0.0142769, PRECISION_RECALL_MIN_DEN: 0.0475896, RECALL: 0.0475896, MAP: 0.0231758, MRR: 0.0645305, NDCG: 0.0397607, F1: 0.0219644, HIT_RATE: 0.1427689, ARHR: 0.0669833, RMSE: 0.9886829, NOVELTY: 0.0054012, AVERAGE_POPULARITY: 0.5467032, DIVERSITY_MEAN_INTER_LIST: 0.9317982, DIVERSITY_HERFINDAHL: 0.9931741, COVERAGE_ITEM: 0.2187078, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0935698, SHANNON_ENTROPY: 8.4323627, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 326, 'shrink': 416, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0890349, PRECISION: 0.0140236, PRECISION_RECALL_MIN_DEN: 0.0467453, RECALL: 0.0467453, MAP: 0.0230925, MRR: 0.0644990, NDCG: 0.0394376, F1: 0.0215748, HIT_RATE: 0.1402360, ARHR: 0.0668471, RMSE: 0.9870200, NOVELTY: 0.0054125, AVERAGE_POPULARITY: 0.5410240, DIVERSITY_MEAN_INTER_LIST: 0.9343264, DIVERSITY_HERFINDAHL: 0.9934269, COVERAGE_ITEM: 0.2221141, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0951965, SHANNON_ENTROPY: 8.4871765, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 105, 'shrink': 993, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0566731, PRECISION: 0.0089455, PRECISION_RECALL_MIN_DEN: 0.0298182, RECALL: 0.0298182, MAP: 0.0140931, MRR: 0.0404301, NDCG: 0.0246690, F1: 0.0137622, HIT_RATE: 0.0894545, ARHR: 0.0413547, RMSE: 0.9974721, NOVELTY: 0.0058626, AVERAGE_POPULARITY: 0.3706067, DIVERSITY_MEAN_INTER_LIST: 0.9788338, DIVERSITY_HERFINDAHL: 0.9978773, COVERAGE_ITEM: 0.3863747, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1701002, SHANNON_ENTROPY: 10.2476626, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0950523, PRECISION: 0.0153704, PRECISION_RECALL_MIN_DEN: 0.0512345, RECALL: 0.0512345, MAP: 0.0248062, MRR: 0.0688541, NDCG: 0.0425942, F1: 0.0236467, HIT_RATE: 0.1537036, ARHR: 0.0715963, RMSE: 0.8609134, NOVELTY: 0.0051908, AVERAGE_POPULARITY: 0.6755168, DIVERSITY_MEAN_INTER_LIST: 0.8371686, DIVERSITY_HERFINDAHL: 0.9837117, COVERAGE_ITEM: 0.1987564, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0574701, SHANNON_ENTROPY: 7.1333985, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 720, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0953961, PRECISION: 0.0154816, PRECISION_RECALL_MIN_DEN: 0.0516052, RECALL: 0.0516052, MAP: 0.0249060, MRR: 0.0691415, NDCG: 0.0428191, F1: 0.0238178, HIT_RATE: 0.1548156, ARHR: 0.0718853, RMSE: 0.8703962, NOVELTY: 0.0052288, AVERAGE_POPULARITY: 0.6503393, DIVERSITY_MEAN_INTER_LIST: 0.8640131, DIVERSITY_HERFINDAHL: 0.9863960, COVERAGE_ITEM: 0.2038389, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0624637, SHANNON_ENTROPY: 7.3964015, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 998, 'shrink': 960, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0951307, PRECISION: 0.0154198, PRECISION_RECALL_MIN_DEN: 0.0513993, RECALL: 0.0513993, MAP: 0.0246289, MRR: 0.0684953, NDCG: 0.0424873, F1: 0.0237227, HIT_RATE: 0.1541978, ARHR: 0.0711519, RMSE: 0.9855660, NOVELTY: 0.0051652, AVERAGE_POPULARITY: 0.6800790, DIVERSITY_MEAN_INTER_LIST: 0.8379426, DIVERSITY_HERFINDAHL: 0.9837891, COVERAGE_ITEM: 0.1449581, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0584507, SHANNON_ENTROPY: 7.0432782, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 706, 'shrink': 1000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0949372, PRECISION: 0.0153395, PRECISION_RECALL_MIN_DEN: 0.0511316, RECALL: 0.0511316, MAP: 0.0247318, MRR: 0.0686620, NDCG: 0.0424949, F1: 0.0235992, HIT_RATE: 0.1533947, ARHR: 0.0713910, RMSE: 0.9889288, NOVELTY: 0.0052260, AVERAGE_POPULARITY: 0.6421389, DIVERSITY_MEAN_INTER_LIST: 0.8739551, DIVERSITY_HERFINDAHL: 0.9873901, COVERAGE_ITEM: 0.1608002, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0676587, SHANNON_ENTROPY: 7.4509890, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 998, 'shrink': 2, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0958213, PRECISION: 0.0154939, PRECISION_RECALL_MIN_DEN: 0.0516464, RECALL: 0.0516464, MAP: 0.0248950, MRR: 0.0691610, NDCG: 0.0428365, F1: 0.0238368, HIT_RATE: 0.1549391, ARHR: 0.0718799, RMSE: 0.8613929, NOVELTY: 0.0051781, AVERAGE_POPULARITY: 0.6798065, DIVERSITY_MEAN_INTER_LIST: 0.8347328, DIVERSITY_HERFINDAHL: 0.9834681, COVERAGE_ITEM: 0.1837794, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0557744, SHANNON_ENTROPY: 7.0708460, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 709, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0954291, PRECISION: 0.0154630, PRECISION_RECALL_MIN_DEN: 0.0515434, RECALL: 0.0515434, MAP: 0.0248765, MRR: 0.0690453, NDCG: 0.0427669, F1: 0.0237893, HIT_RATE: 0.1546303, ARHR: 0.0717929, RMSE: 0.8709468, NOVELTY: 0.0052304, AVERAGE_POPULARITY: 0.6492698, DIVERSITY_MEAN_INTER_LIST: 0.8650413, DIVERSITY_HERFINDAHL: 0.9864988, COVERAGE_ITEM: 0.2038389, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0627191, SHANNON_ENTROPY: 7.4075712, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1000, 'shrink': 979, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0950029, PRECISION: 0.0153765, PRECISION_RECALL_MIN_DEN: 0.0512551, RECALL: 0.0512551, MAP: 0.0245828, MRR: 0.0683999, NDCG: 0.0423998, F1: 0.0236562, HIT_RATE: 0.1537654, ARHR: 0.0710357, RMSE: 0.9857941, NOVELTY: 0.0051648, AVERAGE_POPULARITY: 0.6803158, DIVERSITY_MEAN_INTER_LIST: 0.8376584, DIVERSITY_HERFINDAHL: 0.9837607, COVERAGE_ITEM: 0.1450122, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0583512, SHANNON_ENTROPY: 7.0406728, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1000, 'shrink': 106, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0956301, PRECISION: 0.0155433, PRECISION_RECALL_MIN_DEN: 0.0518111, RECALL: 0.0518111, MAP: 0.0249031, MRR: 0.0692237, NDCG: 0.0428955, F1: 0.0239128, HIT_RATE: 0.1554334, ARHR: 0.0719306, RMSE: 0.9300754, NOVELTY: 0.0051636, AVERAGE_POPULARITY: 0.6812169, DIVERSITY_MEAN_INTER_LIST: 0.8367483, DIVERSITY_HERFINDAHL: 0.9836697, COVERAGE_ITEM: 0.1450122, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0580208, SHANNON_ENTROPY: 7.0296375, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 750, 'shrink': 999, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0953893, PRECISION: 0.0153889, PRECISION_RECALL_MIN_DEN: 0.0512963, RECALL: 0.0512963, MAP: 0.0247409, MRR: 0.0686409, NDCG: 0.0425572, F1: 0.0236752, HIT_RATE: 0.1538889, ARHR: 0.0713903, RMSE: 0.9884553, NOVELTY: 0.0052135, AVERAGE_POPULARITY: 0.6494518, DIVERSITY_MEAN_INTER_LIST: 0.8679074, DIVERSITY_HERFINDAHL: 0.9867854, COVERAGE_ITEM: 0.1570154, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0657635, SHANNON_ENTROPY: 7.3720897, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 999, 'shrink': 3, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0959646, PRECISION: 0.0154877, PRECISION_RECALL_MIN_DEN: 0.0516258, RECALL: 0.0516258, MAP: 0.0250147, MRR: 0.0694972, NDCG: 0.0429509, F1: 0.0238273, HIT_RATE: 0.1548774, ARHR: 0.0722276, RMSE: 0.8619126, NOVELTY: 0.0051737, AVERAGE_POPULARITY: 0.6813822, DIVERSITY_MEAN_INTER_LIST: 0.8337095, DIVERSITY_HERFINDAHL: 0.9833658, COVERAGE_ITEM: 0.1772912, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0556051, SHANNON_ENTROPY: 7.0487781, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 705, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0953142, PRECISION: 0.0154383, PRECISION_RECALL_MIN_DEN: 0.0514610, RECALL: 0.0514610, MAP: 0.0249183, MRR: 0.0691856, NDCG: 0.0427855, F1: 0.0237513, HIT_RATE: 0.1543831, ARHR: 0.0719258, RMSE: 0.8711776, NOVELTY: 0.0052310, AVERAGE_POPULARITY: 0.6488981, DIVERSITY_MEAN_INTER_LIST: 0.8654336, DIVERSITY_HERFINDAHL: 0.9865380, COVERAGE_ITEM: 0.2040552, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0627924, SHANNON_ENTROPY: 7.4113803, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 995, 'shrink': 995, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0951937, PRECISION: 0.0153765, PRECISION_RECALL_MIN_DEN: 0.0512551, RECALL: 0.0512551, MAP: 0.0246173, MRR: 0.0684961, NDCG: 0.0424379, F1: 0.0236562, HIT_RATE: 0.1537654, ARHR: 0.0711349, RMSE: 0.9860398, NOVELTY: 0.0051656, AVERAGE_POPULARITY: 0.6797835, DIVERSITY_MEAN_INTER_LIST: 0.8382363, DIVERSITY_HERFINDAHL: 0.9838185, COVERAGE_ITEM: 0.1451203, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0585364, SHANNON_ENTROPY: 7.0467106, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 697, 'shrink': 1000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0948693, PRECISION: 0.0154692, PRECISION_RECALL_MIN_DEN: 0.0515640, RECALL: 0.0515640, MAP: 0.0248931, MRR: 0.0690117, NDCG: 0.0427710, F1: 0.0237988, HIT_RATE: 0.1546920, ARHR: 0.0718075, RMSE: 0.9890250, NOVELTY: 0.0052284, AVERAGE_POPULARITY: 0.6406464, DIVERSITY_MEAN_INTER_LIST: 0.8752085, DIVERSITY_HERFINDAHL: 0.9875154, COVERAGE_ITEM: 0.1614490, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0679250, SHANNON_ENTROPY: 7.4653852, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1000, 'shrink': 999, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0950167, PRECISION: 0.0153704, PRECISION_RECALL_MIN_DEN: 0.0512345, RECALL: 0.0512345, MAP: 0.0245812, MRR: 0.0683952, NDCG: 0.0423922, F1: 0.0236467, HIT_RATE: 0.1537036, ARHR: 0.0710311, RMSE: 0.9860446, NOVELTY: 0.0051648, AVERAGE_POPULARITY: 0.6803094, DIVERSITY_MEAN_INTER_LIST: 0.8376706, DIVERSITY_HERFINDAHL: 0.9837619, COVERAGE_ITEM: 0.1450122, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0583530, SHANNON_ENTROPY: 7.0407582, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 719, 'shrink': 1000, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0950472, PRECISION: 0.0153580, PRECISION_RECALL_MIN_DEN: 0.0511933, RECALL: 0.0511933, MAP: 0.0247804, MRR: 0.0687504, NDCG: 0.0425569, F1: 0.0236277, HIT_RATE: 0.1535800, ARHR: 0.0715081, RMSE: 0.9887900, NOVELTY: 0.0052223, AVERAGE_POPULARITY: 0.6442113, DIVERSITY_MEAN_INTER_LIST: 0.8723285, DIVERSITY_HERFINDAHL: 0.9872275, COVERAGE_ITEM: 0.1593404, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0671891, SHANNON_ENTROPY: 7.4283353, 
