CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 409, 'n_oversamples': 29, 'n_iter': 10, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039789±0.0010, PRECISION: 0.005313±0.0001, PRECISION_RECALL_MIN_DEN: 0.053128±0.0010, RECALL: 0.053128±0.0010, MAP: 0.029224±0.0010, MRR: 0.029224±0.0010, NDCG: 0.034901±0.0009, F1: 0.009660±0.0002, HIT_RATE: 0.053128±0.0010, ARHR: 0.029224±0.0010, RMSE: 0.950915±0.0009, NOVELTY: 0.006065±0.0000, AVERAGE_POPULARITY: 0.205914±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.985660±0.0001, DIVERSITY_HERFINDAHL: 0.998562±0.0000, COVERAGE_ITEM: 0.098437±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.357013±0.0030, SHANNON_ENTROPY: 9.767135±0.0048, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'num_factors': 179, 'n_oversamples': 2, 'n_iter': 16, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.040500±0.0009, PRECISION: 0.005504±0.0002, PRECISION_RECALL_MIN_DEN: 0.055038±0.0016, RECALL: 0.055038±0.0016, MAP: 0.029349±0.0009, MRR: 0.029349±0.0009, NDCG: 0.035434±0.0010, F1: 0.010007±0.0003, HIT_RATE: 0.055038±0.0016, ARHR: 0.029349±0.0009, RMSE: 0.948068±0.0005, NOVELTY: 0.005708±0.0000, AVERAGE_POPULARITY: 0.324333±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.970982±0.0003, DIVERSITY_HERFINDAHL: 0.997094±0.0000, COVERAGE_ITEM: 0.050479±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.351631±0.0065, SHANNON_ENTROPY: 8.784783±0.0108, 
CrossSearchBayesianSkopt: Config 13 is suboptimal. Config: {'num_factors': 193, 'n_oversamples': 19, 'n_iter': 18, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.040121±0.0011, PRECISION: 0.005492±0.0001, PRECISION_RECALL_MIN_DEN: 0.054923±0.0015, RECALL: 0.054923±0.0015, MAP: 0.029159±0.0009, MRR: 0.029159±0.0009, NDCG: 0.035247±0.0010, F1: 0.009986±0.0003, HIT_RATE: 0.054923±0.0015, ARHR: 0.029159±0.0009, RMSE: 0.948831±0.0004, NOVELTY: 0.005746±0.0000, AVERAGE_POPULARITY: 0.309551±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.973162±0.0003, DIVERSITY_HERFINDAHL: 0.997312±0.0000, COVERAGE_ITEM: 0.053755±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.357178±0.0044, SHANNON_ENTROPY: 8.897096±0.0113, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'num_factors': 662, 'n_oversamples': 28, 'n_iter': 10, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.047789±0.0009, PRECISION: 0.006226±0.0001, PRECISION_RECALL_MIN_DEN: 0.062259±0.0014, RECALL: 0.062259±0.0014, MAP: 0.035220±0.0006, MRR: 0.035220±0.0006, NDCG: 0.041674±0.0007, F1: 0.011320±0.0003, HIT_RATE: 0.062259±0.0014, ARHR: 0.035220±0.0006, RMSE: 0.936539±0.0008, NOVELTY: 0.006211±0.0000, AVERAGE_POPULARITY: 0.179572±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.991634±0.0000, DIVERSITY_HERFINDAHL: 0.999159±0.0000, COVERAGE_ITEM: 0.164509±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.361932±0.0008, SHANNON_ENTROPY: 10.519380±0.0041, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'num_factors': 753, 'n_oversamples': 29, 'n_iter': 10, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.047327±0.0007, PRECISION: 0.006121±0.0001, PRECISION_RECALL_MIN_DEN: 0.061211±0.0006, RECALL: 0.061211±0.0006, MAP: 0.034945±0.0006, MRR: 0.034945±0.0006, NDCG: 0.041224±0.0006, F1: 0.011129±0.0001, HIT_RATE: 0.061211±0.0006, ARHR: 0.034945±0.0006, RMSE: 0.938263±0.0009, NOVELTY: 0.006292±0.0000, AVERAGE_POPULARITY: 0.162496±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.992592±0.0000, DIVERSITY_HERFINDAHL: 0.999255±0.0000, COVERAGE_ITEM: 0.182092±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.369272±0.0023, SHANNON_ENTROPY: 10.693590±0.0037, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'num_factors': 504, 'n_oversamples': 3, 'n_iter': 8, 'feature_weighting': 'none'} - results: ROC_AUC: 0.036610±0.0006, PRECISION: 0.004757±0.0000, PRECISION_RECALL_MIN_DEN: 0.047569±0.0005, RECALL: 0.047569±0.0005, MAP: 0.027325±0.0007, MRR: 0.027325±0.0007, NDCG: 0.032153±0.0006, F1: 0.008649±0.0001, HIT_RATE: 0.047569±0.0005, ARHR: 0.027325±0.0007, RMSE: 0.988396±0.0003, NOVELTY: 0.006143±0.0000, AVERAGE_POPULARITY: 0.180573±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.986031±0.0000, DIVERSITY_HERFINDAHL: 0.998599±0.0000, COVERAGE_ITEM: 0.100059±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.361372±0.0020, SHANNON_ENTROPY: 9.809036±0.0028, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'num_factors': 57, 'n_oversamples': 9, 'n_iter': 6, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.041421±0.0008, PRECISION: 0.006025±0.0001, PRECISION_RECALL_MIN_DEN: 0.060251±0.0008, RECALL: 0.060251±0.0008, MAP: 0.028894±0.0006, MRR: 0.028894±0.0006, NDCG: 0.036254±0.0006, F1: 0.010955±0.0001, HIT_RATE: 0.060251±0.0008, ARHR: 0.028894±0.0006, RMSE: 0.934475±0.0007, NOVELTY: 0.005304±0.0000, AVERAGE_POPULARITY: 0.549160±0.0069, DIVERSITY_MEAN_INTER_LIST: 0.933306±0.0005, DIVERSITY_HERFINDAHL: 0.993326±0.0000, COVERAGE_ITEM: 0.042119±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.197457±0.0037, SHANNON_ENTROPY: 7.695094±0.0141, 
CrossSearchBayesianSkopt: Config 18 is suboptimal. Config: {'num_factors': 137, 'n_oversamples': 5, 'n_iter': 2, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036797±0.0007, PRECISION: 0.005117±0.0001, PRECISION_RECALL_MIN_DEN: 0.051175±0.0005, RECALL: 0.051175±0.0005, MAP: 0.026657±0.0007, MRR: 0.026657±0.0007, NDCG: 0.032435±0.0006, F1: 0.009304±0.0001, HIT_RATE: 0.051175±0.0005, ARHR: 0.026657±0.0007, RMSE: 0.942433±0.0006, NOVELTY: 0.005420±0.0000, AVERAGE_POPULARITY: 0.468725±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.956546±0.0003, DIVERSITY_HERFINDAHL: 0.995650±0.0000, COVERAGE_ITEM: 0.036788±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.315841±0.0045, SHANNON_ENTROPY: 8.164766±0.0161, 
CrossSearchBayesianSkopt: New best config found. Config 19: {'num_factors': 325, 'n_oversamples': 24, 'n_iter': 4, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.049108±0.0006, PRECISION: 0.006572±0.0000, PRECISION_RECALL_MIN_DEN: 0.065722±0.0005, RECALL: 0.065722±0.0005, MAP: 0.035778±0.0007, MRR: 0.035778±0.0007, NDCG: 0.042890±0.0006, F1: 0.011950±0.0001, HIT_RATE: 0.065722±0.0005, ARHR: 0.035778±0.0007, RMSE: 0.928051±0.0006, NOVELTY: 0.005789±0.0000, AVERAGE_POPULARITY: 0.306343±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.983184±0.0000, DIVERSITY_HERFINDAHL: 0.998314±0.0000, COVERAGE_ITEM: 0.096058±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.311845±0.0041, SHANNON_ENTROPY: 9.536142±0.0022, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'num_factors': 376, 'n_oversamples': 24, 'n_iter': 18, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039598±0.0009, PRECISION: 0.005306±0.0001, PRECISION_RECALL_MIN_DEN: 0.053057±0.0006, RECALL: 0.053057±0.0006, MAP: 0.028873±0.0009, MRR: 0.028873±0.0009, NDCG: 0.034616±0.0008, F1: 0.009647±0.0001, HIT_RATE: 0.053057±0.0006, ARHR: 0.028873±0.0009, RMSE: 0.950896±0.0007, NOVELTY: 0.006028±0.0000, AVERAGE_POPULARITY: 0.215605±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.984527±0.0001, DIVERSITY_HERFINDAHL: 0.998448±0.0000, COVERAGE_ITEM: 0.091819±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.355792±0.0046, SHANNON_ENTROPY: 9.662631±0.0068, 
CrossSearchBayesianSkopt: New best config found. Config 21: {'num_factors': 520, 'n_oversamples': 28, 'n_iter': 5, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.049268±0.0004, PRECISION: 0.006441±0.0000, PRECISION_RECALL_MIN_DEN: 0.064408±0.0005, RECALL: 0.064408±0.0005, MAP: 0.036112±0.0006, MRR: 0.036112±0.0006, NDCG: 0.042866±0.0005, F1: 0.011711±0.0001, HIT_RATE: 0.064408±0.0005, ARHR: 0.036112±0.0006, RMSE: 0.932638±0.0008, NOVELTY: 0.006048±0.0000, AVERAGE_POPULARITY: 0.220600±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.989290±0.0000, DIVERSITY_HERFINDAHL: 0.998925±0.0000, COVERAGE_ITEM: 0.134912±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.345379±0.0025, SHANNON_ENTROPY: 10.168405±0.0020, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'num_factors': 305, 'n_oversamples': 20, 'n_iter': 17, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039628±0.0012, PRECISION: 0.005383±0.0001, PRECISION_RECALL_MIN_DEN: 0.053830±0.0013, RECALL: 0.053830±0.0013, MAP: 0.028804±0.0010, MRR: 0.028804±0.0010, NDCG: 0.034731±0.0011, F1: 0.009787±0.0002, HIT_RATE: 0.053830±0.0013, ARHR: 0.028804±0.0010, RMSE: 0.949695±0.0004, NOVELTY: 0.005933±0.0000, AVERAGE_POPULARITY: 0.243382±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.981526±0.0001, DIVERSITY_HERFINDAHL: 0.998148±0.0000, COVERAGE_ITEM: 0.077188±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.355018±0.0039, SHANNON_ENTROPY: 9.408475±0.0072, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'num_factors': 567, 'n_oversamples': 1, 'n_iter': 19, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038351±0.0007, PRECISION: 0.005005±0.0001, PRECISION_RECALL_MIN_DEN: 0.050047±0.0007, RECALL: 0.050047±0.0007, MAP: 0.028379±0.0007, MRR: 0.028379±0.0007, NDCG: 0.033545±0.0007, F1: 0.009099±0.0001, HIT_RATE: 0.050047±0.0007, ARHR: 0.028379±0.0007, RMSE: 0.954469±0.0008, NOVELTY: 0.006256±0.0000, AVERAGE_POPULARITY: 0.162997±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.989326±0.0000, DIVERSITY_HERFINDAHL: 0.998928±0.0000, COVERAGE_ITEM: 0.136231±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.348631±0.0015, SHANNON_ENTROPY: 10.206186±0.0048, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'num_factors': 511, 'n_oversamples': 27, 'n_iter': 17, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.049015±0.0006, PRECISION: 0.006407±0.0001, PRECISION_RECALL_MIN_DEN: 0.064070±0.0013, RECALL: 0.064070±0.0013, MAP: 0.036073±0.0006, MRR: 0.036073±0.0006, NDCG: 0.042751±0.0007, F1: 0.011649±0.0002, HIT_RATE: 0.064070±0.0013, ARHR: 0.036073±0.0006, RMSE: 0.933403±0.0012, NOVELTY: 0.006065±0.0000, AVERAGE_POPULARITY: 0.214999±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.989392±0.0000, DIVERSITY_HERFINDAHL: 0.998935±0.0000, COVERAGE_ITEM: 0.135009±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.348245±0.0014, SHANNON_ENTROPY: 10.180732±0.0050, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'num_factors': 698, 'n_oversamples': 23, 'n_iter': 4, 'feature_weighting': 'none'} - results: ROC_AUC: 0.035633±0.0008, PRECISION: 0.004537±0.0001, PRECISION_RECALL_MIN_DEN: 0.045366±0.0012, RECALL: 0.045366±0.0012, MAP: 0.026940±0.0006, MRR: 0.026940±0.0006, NDCG: 0.031348±0.0007, F1: 0.008248±0.0002, HIT_RATE: 0.045366±0.0012, ARHR: 0.026940±0.0006, RMSE: 0.989887±0.0002, NOVELTY: 0.006309±0.0000, AVERAGE_POPULARITY: 0.146660±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.989639±0.0000, DIVERSITY_HERFINDAHL: 0.998960±0.0000, COVERAGE_ITEM: 0.128110±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.375658±0.0024, SHANNON_ENTROPY: 10.214203±0.0052, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'num_factors': 362, 'n_oversamples': 14, 'n_iter': 19, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.049545±0.0005, PRECISION: 0.006605±0.0001, PRECISION_RECALL_MIN_DEN: 0.066051±0.0006, RECALL: 0.066051±0.0006, MAP: 0.036056±0.0006, MRR: 0.036056±0.0006, NDCG: 0.043191±0.0006, F1: 0.012009±0.0001, HIT_RATE: 0.066051±0.0006, ARHR: 0.036056±0.0006, RMSE: 0.929352±0.0007, NOVELTY: 0.005889±0.0000, AVERAGE_POPULARITY: 0.268594±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.985580±0.0000, DIVERSITY_HERFINDAHL: 0.998554±0.0000, COVERAGE_ITEM: 0.106559±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.325930±0.0026, SHANNON_ENTROPY: 9.746499±0.0009, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'num_factors': 551, 'n_oversamples': 1, 'n_iter': 16, 'feature_weighting': 'none'} - results: ROC_AUC: 0.036005±0.0006, PRECISION: 0.004691±0.0001, PRECISION_RECALL_MIN_DEN: 0.046911±0.0008, RECALL: 0.046911±0.0008, MAP: 0.026987±0.0005, MRR: 0.026987±0.0005, NDCG: 0.031732±0.0005, F1: 0.008529±0.0001, HIT_RATE: 0.046911±0.0008, ARHR: 0.026987±0.0005, RMSE: 0.988796±0.0003, NOVELTY: 0.006197±0.0000, AVERAGE_POPULARITY: 0.168635±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.987184±0.0000, DIVERSITY_HERFINDAHL: 0.998714±0.0000, COVERAGE_ITEM: 0.108819±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.362066±0.0018, SHANNON_ENTROPY: 9.932583±0.0038, 
