SearchBayesianSkopt: New best config found. Config 0: {'topK': 1213, 'shrink': 1859, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1889773430874098, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0846699, PRECISION: 0.0150412, PRECISION_RECALL_MIN_DEN: 0.0501374, RECALL: 0.0501374, MAP: 0.0204616, MRR: 0.0565736, NDCG: 0.0376208, F1: 0.0231403, HIT_RATE: 0.1504122, ARHR: 0.0589445, RMSE: 1.2990799, NOVELTY: 0.0060755, AVERAGE_POPULARITY: 0.3567097, DIVERSITY_MEAN_INTER_LIST: 0.9743040, DIVERSITY_HERFINDAHL: 0.9974257, COVERAGE_ITEM: 0.4341714, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1869592, SHANNON_ENTROPY: 10.3927409, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 121, 'shrink': 1250, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.15376495043840713, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0837305, PRECISION: 0.0145350, PRECISION_RECALL_MIN_DEN: 0.0484501, RECALL: 0.0484501, MAP: 0.0206944, MRR: 0.0570263, NDCG: 0.0372878, F1: 0.0223616, HIT_RATE: 0.1453502, ARHR: 0.0595093, RMSE: 0.9770843, NOVELTY: 0.0059022, AVERAGE_POPULARITY: 0.4026450, DIVERSITY_MEAN_INTER_LIST: 0.9686499, DIVERSITY_HERFINDAHL: 0.9968603, COVERAGE_ITEM: 0.3530143, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1838037, SHANNON_ENTROPY: 10.0366605, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 2251, 'shrink': 1291, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.567095167537396, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0906408, PRECISION: 0.0159909, PRECISION_RECALL_MIN_DEN: 0.0533031, RECALL: 0.0533031, MAP: 0.0220903, MRR: 0.0609974, NDCG: 0.0403415, F1: 0.0246014, HIT_RATE: 0.1599094, ARHR: 0.0636004, RMSE: 0.9890513, NOVELTY: 0.0054324, AVERAGE_POPULARITY: 0.5707426, DIVERSITY_MEAN_INTER_LIST: 0.8977250, DIVERSITY_HERFINDAHL: 0.9897682, COVERAGE_ITEM: 0.2121655, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1086293, SHANNON_ENTROPY: 8.2902188, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1045, 'shrink': 1237, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9050714538520692, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0739165, PRECISION: 0.0130743, PRECISION_RECALL_MIN_DEN: 0.0435810, RECALL: 0.0435810, MAP: 0.0177973, MRR: 0.0499922, NDCG: 0.0328257, F1: 0.0201143, HIT_RATE: 0.1307429, ARHR: 0.0516638, RMSE: 0.9750491, NOVELTY: 0.0052612, AVERAGE_POPULARITY: 0.6233401, DIVERSITY_MEAN_INTER_LIST: 0.8809899, DIVERSITY_HERFINDAHL: 0.9880947, COVERAGE_ITEM: 0.1291700, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0775853, SHANNON_ENTROPY: 7.5262377, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 72, 'shrink': 604, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4509706356419425, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0664699, PRECISION: 0.0114255, PRECISION_RECALL_MIN_DEN: 0.0380851, RECALL: 0.0380851, MAP: 0.0163280, MRR: 0.0451618, NDCG: 0.0294108, F1: 0.0175778, HIT_RATE: 0.1142554, ARHR: 0.0470247, RMSE: 0.9196914, NOVELTY: 0.0067402, AVERAGE_POPULARITY: 0.1980963, DIVERSITY_MEAN_INTER_LIST: 0.9945036, DIVERSITY_HERFINDAHL: 0.9994456, COVERAGE_ITEM: 0.5851852, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3243146, SHANNON_ENTROPY: 12.0123802, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 582, 'shrink': 944, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6881134853398138, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0759345, PRECISION: 0.0133876, PRECISION_RECALL_MIN_DEN: 0.0446255, RECALL: 0.0446255, MAP: 0.0183650, MRR: 0.0510191, NDCG: 0.0336829, F1: 0.0205964, HIT_RATE: 0.1338765, ARHR: 0.0530280, RMSE: 1.3780882, NOVELTY: 0.0064196, AVERAGE_POPULARITY: 0.2796402, DIVERSITY_MEAN_INTER_LIST: 0.9858316, DIVERSITY_HERFINDAHL: 0.9985784, COVERAGE_ITEM: 0.5772371, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2267475, SHANNON_ENTROPY: 11.1943029, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 256, 'shrink': 663, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9771814154905865, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0523847, PRECISION: 0.0090488, PRECISION_RECALL_MIN_DEN: 0.0301628, RECALL: 0.0301628, MAP: 0.0124883, MRR: 0.0351177, NDCG: 0.0229244, F1: 0.0139213, HIT_RATE: 0.0904884, ARHR: 0.0362687, RMSE: 1.1920027, NOVELTY: 0.0069419, AVERAGE_POPULARITY: 0.1786675, DIVERSITY_MEAN_INTER_LIST: 0.9941016, DIVERSITY_HERFINDAHL: 0.9994054, COVERAGE_ITEM: 0.5359286, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3441362, SHANNON_ENTROPY: 11.9543956, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 2487, 'shrink': 1932, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6538087545688724, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0771041, PRECISION: 0.0134792, PRECISION_RECALL_MIN_DEN: 0.0449308, RECALL: 0.0449308, MAP: 0.0185241, MRR: 0.0516274, NDCG: 0.0339877, F1: 0.0207373, HIT_RATE: 0.1347925, ARHR: 0.0535718, RMSE: 0.9151620, NOVELTY: 0.0052743, AVERAGE_POPULARITY: 0.6216610, DIVERSITY_MEAN_INTER_LIST: 0.8779473, DIVERSITY_HERFINDAHL: 0.9877905, COVERAGE_ITEM: 0.1119221, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0836931, SHANNON_ENTROPY: 7.4604921, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 322, 'shrink': 696, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7390410706051626, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0636057, PRECISION: 0.0111749, PRECISION_RECALL_MIN_DEN: 0.0372495, RECALL: 0.0372495, MAP: 0.0153464, MRR: 0.0427930, NDCG: 0.0281504, F1: 0.0171921, HIT_RATE: 0.1117485, ARHR: 0.0443629, RMSE: 1.1195450, NOVELTY: 0.0067431, AVERAGE_POPULARITY: 0.2144803, DIVERSITY_MEAN_INTER_LIST: 0.9921088, DIVERSITY_HERFINDAHL: 0.9992061, COVERAGE_ITEM: 0.5579886, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2913846, SHANNON_ENTROPY: 11.7059406, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 743, 'shrink': 1278, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6178816146590324, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0921476, PRECISION: 0.0165261, PRECISION_RECALL_MIN_DEN: 0.0550869, RECALL: 0.0550869, MAP: 0.0226524, MRR: 0.0620764, NDCG: 0.0414033, F1: 0.0254247, HIT_RATE: 0.1652606, ARHR: 0.0649763, RMSE: 0.8391576, NOVELTY: 0.0059713, AVERAGE_POPULARITY: 0.3665804, DIVERSITY_MEAN_INTER_LIST: 0.9740716, DIVERSITY_HERFINDAHL: 0.9974025, COVERAGE_ITEM: 0.3350095, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1868599, SHANNON_ENTROPY: 10.1597352, 
SearchBayesianSkopt: New best config found. Config 20: {'topK': 2941, 'shrink': 36, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1808758516271842, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0968541, PRECISION: 0.0173070, PRECISION_RECALL_MIN_DEN: 0.0576901, RECALL: 0.0576901, MAP: 0.0239197, MRR: 0.0654179, NDCG: 0.0435395, F1: 0.0266262, HIT_RATE: 0.1730704, ARHR: 0.0685401, RMSE: 14.5918874, NOVELTY: 0.0056103, AVERAGE_POPULARITY: 0.4764147, DIVERSITY_MEAN_INTER_LIST: 0.9470957, DIVERSITY_HERFINDAHL: 0.9947050, COVERAGE_ITEM: 0.2151392, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1419534, SHANNON_ENTROPY: 9.0792140, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0928343, PRECISION: 0.0165309, PRECISION_RECALL_MIN_DEN: 0.0551029, RECALL: 0.0551029, MAP: 0.0228028, MRR: 0.0628057, NDCG: 0.0416272, F1: 0.0254321, HIT_RATE: 0.1653088, ARHR: 0.0655686, RMSE: 0.8742657, NOVELTY: 0.0052493, AVERAGE_POPULARITY: 0.6435842, DIVERSITY_MEAN_INTER_LIST: 0.8481828, DIVERSITY_HERFINDAHL: 0.9848142, COVERAGE_ITEM: 0.1262503, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0931145, SHANNON_ENTROPY: 7.4995650, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 2988, 'shrink': 383, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8182232636956739, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0919338, PRECISION: 0.0163621, PRECISION_RECALL_MIN_DEN: 0.0545405, RECALL: 0.0545405, MAP: 0.0224682, MRR: 0.0617418, NDCG: 0.0410821, F1: 0.0251725, HIT_RATE: 0.1636215, ARHR: 0.0645392, RMSE: 0.9396676, NOVELTY: 0.0052355, AVERAGE_POPULARITY: 0.6477014, DIVERSITY_MEAN_INTER_LIST: 0.8483761, DIVERSITY_HERFINDAHL: 0.9848335, COVERAGE_ITEM: 0.1146796, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0950627, SHANNON_ENTROPY: 7.4368259, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 2987, 'shrink': 1869, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.025860994888830875, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0957540, PRECISION: 0.0171576, PRECISION_RECALL_MIN_DEN: 0.0571920, RECALL: 0.0571920, MAP: 0.0237511, MRR: 0.0650346, NDCG: 0.0432130, F1: 0.0263963, HIT_RATE: 0.1715760, ARHR: 0.0680978, RMSE: 0.8950382, NOVELTY: 0.0055837, AVERAGE_POPULARITY: 0.4859781, DIVERSITY_MEAN_INTER_LIST: 0.9445261, DIVERSITY_HERFINDAHL: 0.9944481, COVERAGE_ITEM: 0.2224926, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1339580, SHANNON_ENTROPY: 9.0098097, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0928343, PRECISION: 0.0165309, PRECISION_RECALL_MIN_DEN: 0.0551029, RECALL: 0.0551029, MAP: 0.0228028, MRR: 0.0628057, NDCG: 0.0416272, F1: 0.0254321, HIT_RATE: 0.1653088, ARHR: 0.0655686, RMSE: 0.8742657, NOVELTY: 0.0052493, AVERAGE_POPULARITY: 0.6435842, DIVERSITY_MEAN_INTER_LIST: 0.8481828, DIVERSITY_HERFINDAHL: 0.9848142, COVERAGE_ITEM: 0.1262503, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0931145, SHANNON_ENTROPY: 7.4995650, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 2984, 'shrink': 78, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8329507076141807, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0931329, PRECISION: 0.0167334, PRECISION_RECALL_MIN_DEN: 0.0557779, RECALL: 0.0557779, MAP: 0.0228644, MRR: 0.0627230, NDCG: 0.0418622, F1: 0.0257436, HIT_RATE: 0.1673336, ARHR: 0.0656200, RMSE: 9.4454742, NOVELTY: 0.0055018, AVERAGE_POPULARITY: 0.5102939, DIVERSITY_MEAN_INTER_LIST: 0.9354174, DIVERSITY_HERFINDAHL: 0.9935372, COVERAGE_ITEM: 0.1790214, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1284951, SHANNON_ENTROPY: 8.6872181, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0907668, PRECISION: 0.0160922, PRECISION_RECALL_MIN_DEN: 0.0536406, RECALL: 0.0536406, MAP: 0.0222595, MRR: 0.0612153, NDCG: 0.0405779, F1: 0.0247572, HIT_RATE: 0.1609218, ARHR: 0.0639625, RMSE: 0.9247821, NOVELTY: 0.0053272, AVERAGE_POPULARITY: 0.6209875, DIVERSITY_MEAN_INTER_LIST: 0.8618030, DIVERSITY_HERFINDAHL: 0.9861761, COVERAGE_ITEM: 0.1871317, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0938799, SHANNON_ENTROPY: 7.8071823, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 3000, 'shrink': 1459, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9561991991931842, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0939486, PRECISION: 0.0169648, PRECISION_RECALL_MIN_DEN: 0.0565492, RECALL: 0.0565492, MAP: 0.0229954, MRR: 0.0629718, NDCG: 0.0422223, F1: 0.0260996, HIT_RATE: 0.1696476, ARHR: 0.0659363, RMSE: 0.8991281, NOVELTY: 0.0055726, AVERAGE_POPULARITY: 0.4792396, DIVERSITY_MEAN_INTER_LIST: 0.9465076, DIVERSITY_HERFINDAHL: 0.9946462, COVERAGE_ITEM: 0.1876723, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1404680, SHANNON_ENTROPY: 8.9466694, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 2969, 'shrink': 52, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8467770510386299, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0849572, PRECISION: 0.0152582, PRECISION_RECALL_MIN_DEN: 0.0508605, RECALL: 0.0508605, MAP: 0.0203030, MRR: 0.0560728, NDCG: 0.0376727, F1: 0.0234741, HIT_RATE: 0.1525816, ARHR: 0.0584564, RMSE: 14.0884294, NOVELTY: 0.0056595, AVERAGE_POPULARITY: 0.4595972, DIVERSITY_MEAN_INTER_LIST: 0.9463355, DIVERSITY_HERFINDAHL: 0.9946290, COVERAGE_ITEM: 0.2353609, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1380651, SHANNON_ENTROPY: 9.1190185, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0928343, PRECISION: 0.0165309, PRECISION_RECALL_MIN_DEN: 0.0551029, RECALL: 0.0551029, MAP: 0.0228028, MRR: 0.0628057, NDCG: 0.0416272, F1: 0.0254321, HIT_RATE: 0.1653088, ARHR: 0.0655686, RMSE: 0.8742657, NOVELTY: 0.0052493, AVERAGE_POPULARITY: 0.6435842, DIVERSITY_MEAN_INTER_LIST: 0.8481828, DIVERSITY_HERFINDAHL: 0.9848142, COVERAGE_ITEM: 0.1262503, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0931145, SHANNON_ENTROPY: 7.4995650, 
