SearchBayesianSkoptObject: New best config found. Config 0: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 31, 'USER_CBF_CF': 0.16846477975408072, 'ITEM_CBF_CF': 0.8914940503512917, 'RP3BETA_SIDE': 0.7270686266661155, 'ITEM_CBF_FW': 0.14068526745594015, 'PURE_SVD_SIDE': 0.21433366376899637, 'IALS_SIDE': 0.4045180459390272} - results: ROC_AUC: 0.0738573, PRECISION: 0.0104859, PRECISION_RECALL_MIN_DEN: 0.1048594, RECALL: 0.1048594, MAP: 0.0520695, MRR: 0.0520695, NDCG: 0.0644914, F1: 0.0190654, HIT_RATE: 0.1048594, ARHR: 0.0520695, RMSE: 0.0000000, NOVELTY: 0.0062700, AVERAGE_POPULARITY: 0.2421413, DIVERSITY_MEAN_INTER_LIST: 0.9877337, DIVERSITY_HERFINDAHL: 0.9987690, COVERAGE_ITEM: 0.7043525, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1710073, SHANNON_ENTROPY: 11.0066744, 
SearchBayesianSkoptObject: Config 11 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 40, 'USER_CBF_CF': 0.1471762085095261, 'ITEM_CBF_CF': 0.9385500841661721, 'RP3BETA_SIDE': 0.31644282396491724, 'ITEM_CBF_FW': 0.757725152324285, 'PURE_SVD_SIDE': 0.6297096655290781, 'IALS_SIDE': 0.17524732485533415} - results: ROC_AUC: 0.0699999, PRECISION: 0.0101977, PRECISION_RECALL_MIN_DEN: 0.1019775, RECALL: 0.1019775, MAP: 0.0482732, MRR: 0.0482732, NDCG: 0.0608866, F1: 0.0185414, HIT_RATE: 0.1019775, ARHR: 0.0482732, RMSE: 0.0000000, NOVELTY: 0.0062690, AVERAGE_POPULARITY: 0.2287934, DIVERSITY_MEAN_INTER_LIST: 0.9885353, DIVERSITY_HERFINDAHL: 0.9988491, COVERAGE_ITEM: 0.7537172, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1846416, SHANNON_ENTROPY: 11.1703980, 
SearchBayesianSkoptObject: New best config found. Config 12: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 5, 'USER_CBF_CF': 0.6284438612233798, 'ITEM_CBF_CF': 0.9572620061359227, 'RP3BETA_SIDE': 0.4338563343957711, 'ITEM_CBF_FW': 0.6139826016639404, 'PURE_SVD_SIDE': 0.026627033104933424, 'IALS_SIDE': 0.9866276234898002} - results: ROC_AUC: 0.0763353, PRECISION: 0.0107919, PRECISION_RECALL_MIN_DEN: 0.1079188, RECALL: 0.1079188, MAP: 0.0528761, MRR: 0.0528761, NDCG: 0.0658817, F1: 0.0196216, HIT_RATE: 0.1079188, ARHR: 0.0528761, RMSE: 0.0000000, NOVELTY: 0.0061912, AVERAGE_POPULARITY: 0.2618567, DIVERSITY_MEAN_INTER_LIST: 0.9872036, DIVERSITY_HERFINDAHL: 0.9987160, COVERAGE_ITEM: 0.7478237, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1828060, SHANNON_ENTROPY: 11.1200164, 
SearchBayesianSkoptObject: Config 13 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 35, 'USER_CBF_CF': 0.11617194882008611, 'ITEM_CBF_CF': 0.016790156941202342, 'RP3BETA_SIDE': 0.22437367575725392, 'ITEM_CBF_FW': 0.3863482811518656, 'PURE_SVD_SIDE': 0.3740177855484848, 'IALS_SIDE': 0.4503376154779354} - results: ROC_AUC: 0.0729656, PRECISION: 0.0105569, PRECISION_RECALL_MIN_DEN: 0.1055689, RECALL: 0.1055689, MAP: 0.0503937, MRR: 0.0503937, NDCG: 0.0633655, F1: 0.0191943, HIT_RATE: 0.1055689, ARHR: 0.0503937, RMSE: 0.0000000, NOVELTY: 0.0061926, AVERAGE_POPULARITY: 0.2467722, DIVERSITY_MEAN_INTER_LIST: 0.9883747, DIVERSITY_HERFINDAHL: 0.9988331, COVERAGE_ITEM: 0.6964585, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1663459, SHANNON_ENTROPY: 10.9974055, 
SearchBayesianSkoptObject: Config 14 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 24, 'USER_CBF_CF': 0.5574941337504207, 'ITEM_CBF_CF': 0.805560854374217, 'RP3BETA_SIDE': 0.277697794339912, 'ITEM_CBF_FW': 0.6052858828877149, 'PURE_SVD_SIDE': 0.2113835287859243, 'IALS_SIDE': 0.4854656640905277} - results: ROC_AUC: 0.0730642, PRECISION: 0.0104904, PRECISION_RECALL_MIN_DEN: 0.1049038, RECALL: 0.1049038, MAP: 0.0499690, MRR: 0.0499690, NDCG: 0.0629201, F1: 0.0190734, HIT_RATE: 0.1049038, ARHR: 0.0499690, RMSE: 0.0000000, NOVELTY: 0.0062238, AVERAGE_POPULARITY: 0.2535680, DIVERSITY_MEAN_INTER_LIST: 0.9870222, DIVERSITY_HERFINDAHL: 0.9986978, COVERAGE_ITEM: 0.7123006, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1726422, SHANNON_ENTROPY: 10.9963673, 
SearchBayesianSkoptObject: Config 15 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 50, 'USER_CBF_CF': 0.23679855431118896, 'ITEM_CBF_CF': 0.9399443994567341, 'RP3BETA_SIDE': 0.08409315123223694, 'ITEM_CBF_FW': 0.5965086639121905, 'PURE_SVD_SIDE': 0.8230334401564869, 'IALS_SIDE': 0.03813356226955356} - results: ROC_AUC: 0.0669898, PRECISION: 0.0100160, PRECISION_RECALL_MIN_DEN: 0.1001596, RECALL: 0.1001596, MAP: 0.0465629, MRR: 0.0465629, NDCG: 0.0590849, F1: 0.0182108, HIT_RATE: 0.1001596, ARHR: 0.0465629, RMSE: 0.0000000, NOVELTY: 0.0062237, AVERAGE_POPULARITY: 0.2392326, DIVERSITY_MEAN_INTER_LIST: 0.9880120, DIVERSITY_HERFINDAHL: 0.9987968, COVERAGE_ITEM: 0.7446878, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1774599, SHANNON_ENTROPY: 11.0683562, 
SearchBayesianSkoptObject: Config 16 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 20, 'USER_CBF_CF': 0.5187777529000305, 'ITEM_CBF_CF': 0.3708563530765982, 'RP3BETA_SIDE': 0.4893515298062914, 'ITEM_CBF_FW': 0.32309689208450837, 'PURE_SVD_SIDE': 0.26533821148480835, 'IALS_SIDE': 0.9273984518796078} - results: ROC_AUC: 0.0729853, PRECISION: 0.0105658, PRECISION_RECALL_MIN_DEN: 0.1056575, RECALL: 0.1056575, MAP: 0.0498317, MRR: 0.0498317, NDCG: 0.0629735, F1: 0.0192105, HIT_RATE: 0.1056575, ARHR: 0.0498317, RMSE: 0.0000000, NOVELTY: 0.0061963, AVERAGE_POPULARITY: 0.2608423, DIVERSITY_MEAN_INTER_LIST: 0.9874891, DIVERSITY_HERFINDAHL: 0.9987445, COVERAGE_ITEM: 0.6897540, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1642064, SHANNON_ENTROPY: 10.9394115, 
SearchBayesianSkoptObject: Config 17 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 31, 'USER_CBF_CF': 0.6380318305573551, 'ITEM_CBF_CF': 0.5630714465417643, 'RP3BETA_SIDE': 0.9683181787053341, 'ITEM_CBF_FW': 0.23311896331805398, 'PURE_SVD_SIDE': 0.697428449188475, 'IALS_SIDE': 0.01839340088283337} - results: ROC_AUC: 0.0707635, PRECISION: 0.0103219, PRECISION_RECALL_MIN_DEN: 0.1032189, RECALL: 0.1032189, MAP: 0.0490531, MRR: 0.0490531, NDCG: 0.0617663, F1: 0.0187671, HIT_RATE: 0.1032189, ARHR: 0.0490531, RMSE: 0.0000000, NOVELTY: 0.0062187, AVERAGE_POPULARITY: 0.2587778, DIVERSITY_MEAN_INTER_LIST: 0.9864823, DIVERSITY_HERFINDAHL: 0.9986439, COVERAGE_ITEM: 0.7095431, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1659139, SHANNON_ENTROPY: 10.9021058, 
SearchBayesianSkoptObject: Config 18 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 7, 'USER_CBF_CF': 0.7123946500720486, 'ITEM_CBF_CF': 0.06955891911915625, 'RP3BETA_SIDE': 0.5787565545444677, 'ITEM_CBF_FW': 0.8283523727628579, 'PURE_SVD_SIDE': 0.6597120476666954, 'IALS_SIDE': 0.29932376878778094} - results: ROC_AUC: 0.0733992, PRECISION: 0.0105569, PRECISION_RECALL_MIN_DEN: 0.1055689, RECALL: 0.1055689, MAP: 0.0498112, MRR: 0.0498112, NDCG: 0.0629730, F1: 0.0191943, HIT_RATE: 0.1055689, ARHR: 0.0498112, RMSE: 0.0000000, NOVELTY: 0.0061871, AVERAGE_POPULARITY: 0.2659997, DIVERSITY_MEAN_INTER_LIST: 0.9863631, DIVERSITY_HERFINDAHL: 0.9986319, COVERAGE_ITEM: 0.7606380, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1789378, SHANNON_ENTROPY: 11.0508394, 
SearchBayesianSkoptObject: Config 19 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 32, 'USER_CBF_CF': 0.22444975613781343, 'ITEM_CBF_CF': 0.4214328380237212, 'RP3BETA_SIDE': 0.6063774069702951, 'ITEM_CBF_FW': 0.3100375410609742, 'PURE_SVD_SIDE': 0.5080464822466857, 'IALS_SIDE': 0.8560105384776622} - results: ROC_AUC: 0.0737785, PRECISION: 0.0106012, PRECISION_RECALL_MIN_DEN: 0.1060122, RECALL: 0.1060122, MAP: 0.0512066, MRR: 0.0512066, NDCG: 0.0640968, F1: 0.0192750, HIT_RATE: 0.1060122, ARHR: 0.0512066, RMSE: 0.0000000, NOVELTY: 0.0062073, AVERAGE_POPULARITY: 0.2493459, DIVERSITY_MEAN_INTER_LIST: 0.9882387, DIVERSITY_HERFINDAHL: 0.9988195, COVERAGE_ITEM: 0.6801838, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1632039, SHANNON_ENTROPY: 10.9551148, 
SearchBayesianSkoptObject: Config 20 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 25, 'USER_CBF_CF': 0.4900764829171095, 'ITEM_CBF_CF': 0.9417988093774347, 'RP3BETA_SIDE': 0.16187912749398184, 'ITEM_CBF_FW': 0.41758495703752196, 'PURE_SVD_SIDE': 0.06126899504607598, 'IALS_SIDE': 0.13440935219287023} - results: ROC_AUC: 0.0726750, PRECISION: 0.0103308, PRECISION_RECALL_MIN_DEN: 0.1033076, RECALL: 0.1033076, MAP: 0.0498738, MRR: 0.0498738, NDCG: 0.0624925, F1: 0.0187832, HIT_RATE: 0.1033076, ARHR: 0.0498738, RMSE: 0.0000000, NOVELTY: 0.0062263, AVERAGE_POPULARITY: 0.2588413, DIVERSITY_MEAN_INTER_LIST: 0.9864392, DIVERSITY_HERFINDAHL: 0.9986395, COVERAGE_ITEM: 0.7292241, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1783622, SHANNON_ENTROPY: 11.0278836, 
SearchBayesianSkoptObject: Config 21 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 11, 'USER_CBF_CF': 0.7610393614144846, 'ITEM_CBF_CF': 0.3572520785625047, 'RP3BETA_SIDE': 0.8983682079052429, 'ITEM_CBF_FW': 0.8843733227287868, 'PURE_SVD_SIDE': 0.10777885099107468, 'IALS_SIDE': 0.10927488655044396} - results: ROC_AUC: 0.0737834, PRECISION: 0.0106367, PRECISION_RECALL_MIN_DEN: 0.1063669, RECALL: 0.1063669, MAP: 0.0505646, MRR: 0.0505646, NDCG: 0.0637072, F1: 0.0193394, HIT_RATE: 0.1063669, ARHR: 0.0505646, RMSE: 0.0000000, NOVELTY: 0.0062331, AVERAGE_POPULARITY: 0.2619459, DIVERSITY_MEAN_INTER_LIST: 0.9857965, DIVERSITY_HERFINDAHL: 0.9985753, COVERAGE_ITEM: 0.7463639, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1790492, SHANNON_ENTROPY: 11.0149013, 
SearchBayesianSkoptObject: Config 22 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 38, 'USER_CBF_CF': 0.8335311100305851, 'ITEM_CBF_CF': 0.2433061124538713, 'RP3BETA_SIDE': 0.4731850147627057, 'ITEM_CBF_FW': 0.8240089393836273, 'PURE_SVD_SIDE': 0.7021737247502661, 'IALS_SIDE': 0.8145489456417545} - results: ROC_AUC: 0.0711970, PRECISION: 0.0104460, PRECISION_RECALL_MIN_DEN: 0.1044604, RECALL: 0.1044604, MAP: 0.0485996, MRR: 0.0485996, NDCG: 0.0617125, F1: 0.0189928, HIT_RATE: 0.1044604, ARHR: 0.0485996, RMSE: 0.0000000, NOVELTY: 0.0061570, AVERAGE_POPULARITY: 0.2662886, DIVERSITY_MEAN_INTER_LIST: 0.9871079, DIVERSITY_HERFINDAHL: 0.9987064, COVERAGE_ITEM: 0.6826710, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1631335, SHANNON_ENTROPY: 10.9062858, 
SearchBayesianSkoptObject: Config 23 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 39, 'USER_CBF_CF': 0.9640232898719231, 'ITEM_CBF_CF': 0.5700985633699551, 'RP3BETA_SIDE': 0.3180749861259254, 'ITEM_CBF_FW': 0.12018222479546084, 'PURE_SVD_SIDE': 0.8408880973224665, 'IALS_SIDE': 0.3773325591867155} - results: ROC_AUC: 0.0733844, PRECISION: 0.0104948, PRECISION_RECALL_MIN_DEN: 0.1049481, RECALL: 0.1049481, MAP: 0.0516394, MRR: 0.0516394, NDCG: 0.0641738, F1: 0.0190815, HIT_RATE: 0.1049481, ARHR: 0.0516394, RMSE: 0.0000000, NOVELTY: 0.0061095, AVERAGE_POPULARITY: 0.2791872, DIVERSITY_MEAN_INTER_LIST: 0.9860841, DIVERSITY_HERFINDAHL: 0.9986040, COVERAGE_ITEM: 0.6593133, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1549848, SHANNON_ENTROPY: 10.7737011, 
SearchBayesianSkoptObject: Config 24 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 46, 'USER_CBF_CF': 0.3616714687406128, 'ITEM_CBF_CF': 0.5189370404451847, 'RP3BETA_SIDE': 0.7178287707442054, 'ITEM_CBF_FW': 0.5645477988119325, 'PURE_SVD_SIDE': 0.8723679817999794, 'IALS_SIDE': 0.5452916007411284} - results: ROC_AUC: 0.0726799, PRECISION: 0.0104771, PRECISION_RECALL_MIN_DEN: 0.1047708, RECALL: 0.1047708, MAP: 0.0503860, MRR: 0.0503860, NDCG: 0.0631729, F1: 0.0190492, HIT_RATE: 0.1047708, ARHR: 0.0503860, RMSE: 0.0000000, NOVELTY: 0.0062154, AVERAGE_POPULARITY: 0.2478453, DIVERSITY_MEAN_INTER_LIST: 0.9876788, DIVERSITY_HERFINDAHL: 0.9987635, COVERAGE_ITEM: 0.6934307, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1628944, SHANNON_ENTROPY: 10.9302211, 
