SearchBayesianSkoptObject: New best config found. Config 0: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 31, 'USER_CBF_CF': 0.16846477975408072, 'ITEM_CBF_CF': 0.8914940503512917, 'RP3BETA_SIDE': 0.7270686266661155, 'ITEM_CBF_FW': 0.14068526745594015, 'PURE_SVD_SIDE': 0.21433366376899637, 'IALS_SIDE': 0.4045180459390272} - results: ROC_AUC: 0.0757097, PRECISION: 0.0107032, PRECISION_RECALL_MIN_DEN: 0.1070320, RECALL: 0.1070320, MAP: 0.0540359, MRR: 0.0540359, NDCG: 0.0665021, F1: 0.0194604, HIT_RATE: 0.1070320, ARHR: 0.0540359, RMSE: 0.0000000, NOVELTY: 0.0061533, AVERAGE_POPULARITY: 0.2778263, DIVERSITY_MEAN_INTER_LIST: 0.9860544, DIVERSITY_HERFINDAHL: 0.9986011, COVERAGE_ITEM: 0.7164098, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1761020, SHANNON_ENTROPY: 10.9898272, 
SearchBayesianSkoptObject: Config 11 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 40, 'USER_CBF_CF': 0.1471762085095261, 'ITEM_CBF_CF': 0.9385500841661721, 'RP3BETA_SIDE': 0.31644282396491724, 'ITEM_CBF_FW': 0.757725152324285, 'PURE_SVD_SIDE': 0.6297096655290781, 'IALS_SIDE': 0.17524732485533415} - results: ROC_AUC: 0.0755914, PRECISION: 0.0106411, PRECISION_RECALL_MIN_DEN: 0.1064113, RECALL: 0.1064113, MAP: 0.0537490, MRR: 0.0537490, NDCG: 0.0661490, F1: 0.0193475, HIT_RATE: 0.1064113, ARHR: 0.0537490, RMSE: 0.0000000, NOVELTY: 0.0060982, AVERAGE_POPULARITY: 0.2900989, DIVERSITY_MEAN_INTER_LIST: 0.9850314, DIVERSITY_HERFINDAHL: 0.9984988, COVERAGE_ITEM: 0.6965666, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1653531, SHANNON_ENTROPY: 10.8460213, 
SearchBayesianSkoptObject: Config 12 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 5, 'USER_CBF_CF': 0.6284438612233798, 'ITEM_CBF_CF': 0.9572620061359227, 'RP3BETA_SIDE': 0.4338563343957711, 'ITEM_CBF_FW': 0.6139826016639404, 'PURE_SVD_SIDE': 0.026627033104933424, 'IALS_SIDE': 0.9866276234898002} - results: ROC_AUC: 0.0759855, PRECISION: 0.0109116, PRECISION_RECALL_MIN_DEN: 0.1091159, RECALL: 0.1091159, MAP: 0.0537180, MRR: 0.0537180, NDCG: 0.0667126, F1: 0.0198393, HIT_RATE: 0.1091159, ARHR: 0.0537180, RMSE: 0.0000000, NOVELTY: 0.0061706, AVERAGE_POPULARITY: 0.2656715, DIVERSITY_MEAN_INTER_LIST: 0.9873725, DIVERSITY_HERFINDAHL: 0.9987329, COVERAGE_ITEM: 0.7445255, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1836857, SHANNON_ENTROPY: 11.1343825, 
SearchBayesianSkoptObject: Config 13 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 35, 'USER_CBF_CF': 0.11617194882008611, 'ITEM_CBF_CF': 0.016790156941202342, 'RP3BETA_SIDE': 0.22437367575725392, 'ITEM_CBF_FW': 0.3863482811518656, 'PURE_SVD_SIDE': 0.3740177855484848, 'IALS_SIDE': 0.4503376154779354} - results: ROC_AUC: 0.0754633, PRECISION: 0.0106456, PRECISION_RECALL_MIN_DEN: 0.1064556, RECALL: 0.1064556, MAP: 0.0536590, MRR: 0.0536590, NDCG: 0.0660880, F1: 0.0193556, HIT_RATE: 0.1064556, ARHR: 0.0536590, RMSE: 0.0000000, NOVELTY: 0.0060970, AVERAGE_POPULARITY: 0.2910297, DIVERSITY_MEAN_INTER_LIST: 0.9849861, DIVERSITY_HERFINDAHL: 0.9984942, COVERAGE_ITEM: 0.6924034, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1647610, SHANNON_ENTROPY: 10.8405686, 
SearchBayesianSkoptObject: Config 14 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 24, 'USER_CBF_CF': 0.5574941337504207, 'ITEM_CBF_CF': 0.805560854374217, 'RP3BETA_SIDE': 0.277697794339912, 'ITEM_CBF_FW': 0.6052858828877149, 'PURE_SVD_SIDE': 0.2113835287859243, 'IALS_SIDE': 0.4854656640905277} - results: ROC_AUC: 0.0747145, PRECISION: 0.0106057, PRECISION_RECALL_MIN_DEN: 0.1060566, RECALL: 0.1060566, MAP: 0.0533638, MRR: 0.0533638, NDCG: 0.0657454, F1: 0.0192830, HIT_RATE: 0.1060566, ARHR: 0.0533638, RMSE: 0.0000000, NOVELTY: 0.0061028, AVERAGE_POPULARITY: 0.2931648, DIVERSITY_MEAN_INTER_LIST: 0.9846956, DIVERSITY_HERFINDAHL: 0.9984652, COVERAGE_ITEM: 0.7024061, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1678137, SHANNON_ENTROPY: 10.8689158, 
SearchBayesianSkoptObject: Config 15 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 50, 'USER_CBF_CF': 0.23679855431118896, 'ITEM_CBF_CF': 0.9399443994567341, 'RP3BETA_SIDE': 0.08409315123223694, 'ITEM_CBF_FW': 0.5965086639121905, 'PURE_SVD_SIDE': 0.8230334401564869, 'IALS_SIDE': 0.03813356226955356} - results: ROC_AUC: 0.0739558, PRECISION: 0.0104815, PRECISION_RECALL_MIN_DEN: 0.1048151, RECALL: 0.1048151, MAP: 0.0527858, MRR: 0.0527858, NDCG: 0.0650187, F1: 0.0190573, HIT_RATE: 0.1048151, ARHR: 0.0527858, RMSE: 0.0000000, NOVELTY: 0.0060575, AVERAGE_POPULARITY: 0.2989828, DIVERSITY_MEAN_INTER_LIST: 0.9842923, DIVERSITY_HERFINDAHL: 0.9984249, COVERAGE_ITEM: 0.6683969, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1559158, SHANNON_ENTROPY: 10.7222822, 
SearchBayesianSkoptObject: Config 16 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 20, 'USER_CBF_CF': 0.5187777529000305, 'ITEM_CBF_CF': 0.3708563530765982, 'RP3BETA_SIDE': 0.4893515298062914, 'ITEM_CBF_FW': 0.32309689208450837, 'PURE_SVD_SIDE': 0.26533821148480835, 'IALS_SIDE': 0.9273984518796078} - results: ROC_AUC: 0.0748771, PRECISION: 0.0105480, PRECISION_RECALL_MIN_DEN: 0.1054802, RECALL: 0.1054802, MAP: 0.0534439, MRR: 0.0534439, NDCG: 0.0656843, F1: 0.0191782, HIT_RATE: 0.1054802, ARHR: 0.0534439, RMSE: 0.0000000, NOVELTY: 0.0061090, AVERAGE_POPULARITY: 0.2910982, DIVERSITY_MEAN_INTER_LIST: 0.9847668, DIVERSITY_HERFINDAHL: 0.9984723, COVERAGE_ITEM: 0.6959719, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1664899, SHANNON_ENTROPY: 10.8523975, 
SearchBayesianSkoptObject: Config 17 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 31, 'USER_CBF_CF': 0.6380318305573551, 'ITEM_CBF_CF': 0.5630714465417643, 'RP3BETA_SIDE': 0.9683181787053341, 'ITEM_CBF_FW': 0.23311896331805398, 'PURE_SVD_SIDE': 0.697428449188475, 'IALS_SIDE': 0.01839340088283337} - results: ROC_AUC: 0.0747736, PRECISION: 0.0105613, PRECISION_RECALL_MIN_DEN: 0.1056132, RECALL: 0.1056132, MAP: 0.0534720, MRR: 0.0534720, NDCG: 0.0657353, F1: 0.0192024, HIT_RATE: 0.1056132, ARHR: 0.0534720, RMSE: 0.0000000, NOVELTY: 0.0060910, AVERAGE_POPULARITY: 0.2951816, DIVERSITY_MEAN_INTER_LIST: 0.9843424, DIVERSITY_HERFINDAHL: 0.9984299, COVERAGE_ITEM: 0.6974858, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1646908, SHANNON_ENTROPY: 10.8183740, 
SearchBayesianSkoptObject: Config 18 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 7, 'USER_CBF_CF': 0.7123946500720486, 'ITEM_CBF_CF': 0.06955891911915625, 'RP3BETA_SIDE': 0.5787565545444677, 'ITEM_CBF_FW': 0.8283523727628579, 'PURE_SVD_SIDE': 0.6597120476666954, 'IALS_SIDE': 0.29932376878778094} - results: ROC_AUC: 0.0750889, PRECISION: 0.0106057, PRECISION_RECALL_MIN_DEN: 0.1060566, RECALL: 0.1060566, MAP: 0.0532799, MRR: 0.0532799, NDCG: 0.0656913, F1: 0.0192830, HIT_RATE: 0.1060566, ARHR: 0.0532799, RMSE: 0.0000000, NOVELTY: 0.0061383, AVERAGE_POPULARITY: 0.2741452, DIVERSITY_MEAN_INTER_LIST: 0.9862967, DIVERSITY_HERFINDAHL: 0.9986253, COVERAGE_ITEM: 0.7550689, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1753113, SHANNON_ENTROPY: 11.0218355, 
SearchBayesianSkoptObject: Config 19 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 32, 'USER_CBF_CF': 0.22444975613781343, 'ITEM_CBF_CF': 0.4214328380237212, 'RP3BETA_SIDE': 0.6063774069702951, 'ITEM_CBF_FW': 0.3100375410609742, 'PURE_SVD_SIDE': 0.5080464822466857, 'IALS_SIDE': 0.8560105384776622} - results: ROC_AUC: 0.0756308, PRECISION: 0.0107076, PRECISION_RECALL_MIN_DEN: 0.1070764, RECALL: 0.1070764, MAP: 0.0539974, MRR: 0.0539974, NDCG: 0.0664788, F1: 0.0194684, HIT_RATE: 0.1070764, ARHR: 0.0539974, RMSE: 0.0000000, NOVELTY: 0.0061167, AVERAGE_POPULARITY: 0.2869821, DIVERSITY_MEAN_INTER_LIST: 0.9852965, DIVERSITY_HERFINDAHL: 0.9985253, COVERAGE_ITEM: 0.7013788, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1685825, SHANNON_ENTROPY: 10.8906326, 
SearchBayesianSkoptObject: Config 20 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 25, 'USER_CBF_CF': 0.4900764829171095, 'ITEM_CBF_CF': 0.9417988093774347, 'RP3BETA_SIDE': 0.16187912749398184, 'ITEM_CBF_FW': 0.41758495703752196, 'PURE_SVD_SIDE': 0.06126899504607598, 'IALS_SIDE': 0.13440935219287023} - results: ROC_AUC: 0.0745667, PRECISION: 0.0105702, PRECISION_RECALL_MIN_DEN: 0.1057019, RECALL: 0.1057019, MAP: 0.0531260, MRR: 0.0531260, NDCG: 0.0654858, F1: 0.0192185, HIT_RATE: 0.1057019, ARHR: 0.0531260, RMSE: 0.0000000, NOVELTY: 0.0061082, AVERAGE_POPULARITY: 0.2931151, DIVERSITY_MEAN_INTER_LIST: 0.9846501, DIVERSITY_HERFINDAHL: 0.9984606, COVERAGE_ITEM: 0.7054880, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1693549, SHANNON_ENTROPY: 10.8820008, 
SearchBayesianSkoptObject: Config 21 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 11, 'USER_CBF_CF': 0.7610393614144846, 'ITEM_CBF_CF': 0.3572520785625047, 'RP3BETA_SIDE': 0.8983682079052429, 'ITEM_CBF_FW': 0.8843733227287868, 'PURE_SVD_SIDE': 0.10777885099107468, 'IALS_SIDE': 0.10927488655044396} - results: ROC_AUC: 0.0750249, PRECISION: 0.0107298, PRECISION_RECALL_MIN_DEN: 0.1072980, RECALL: 0.1072980, MAP: 0.0535247, MRR: 0.0535247, NDCG: 0.0661357, F1: 0.0195087, HIT_RATE: 0.1072980, ARHR: 0.0535247, RMSE: 0.0000000, NOVELTY: 0.0061398, AVERAGE_POPULARITY: 0.2826768, DIVERSITY_MEAN_INTER_LIST: 0.9855017, DIVERSITY_HERFINDAHL: 0.9985458, COVERAGE_ITEM: 0.7361990, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1785065, SHANNON_ENTROPY: 11.0012395, 
SearchBayesianSkoptObject: Config 22 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 38, 'USER_CBF_CF': 0.8335311100305851, 'ITEM_CBF_CF': 0.2433061124538713, 'RP3BETA_SIDE': 0.4731850147627057, 'ITEM_CBF_FW': 0.8240089393836273, 'PURE_SVD_SIDE': 0.7021737247502661, 'IALS_SIDE': 0.8145489456417545} - results: ROC_AUC: 0.0744534, PRECISION: 0.0105037, PRECISION_RECALL_MIN_DEN: 0.1050368, RECALL: 0.1050368, MAP: 0.0532561, MRR: 0.0532561, NDCG: 0.0654348, F1: 0.0190976, HIT_RATE: 0.1050368, ARHR: 0.0532561, RMSE: 0.0000000, NOVELTY: 0.0060760, AVERAGE_POPULARITY: 0.2991279, DIVERSITY_MEAN_INTER_LIST: 0.9841162, DIVERSITY_HERFINDAHL: 0.9984073, COVERAGE_ITEM: 0.6738037, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1600375, SHANNON_ENTROPY: 10.7577706, 
SearchBayesianSkoptObject: Config 23 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 39, 'USER_CBF_CF': 0.9640232898719231, 'ITEM_CBF_CF': 0.5700985633699551, 'RP3BETA_SIDE': 0.3180749861259254, 'ITEM_CBF_FW': 0.12018222479546084, 'PURE_SVD_SIDE': 0.8408880973224665, 'IALS_SIDE': 0.3773325591867155} - results: ROC_AUC: 0.0741283, PRECISION: 0.0104992, PRECISION_RECALL_MIN_DEN: 0.1049925, RECALL: 0.1049925, MAP: 0.0528776, MRR: 0.0528776, NDCG: 0.0651304, F1: 0.0190895, HIT_RATE: 0.1049925, ARHR: 0.0528776, RMSE: 0.0000000, NOVELTY: 0.0060709, AVERAGE_POPULARITY: 0.2999283, DIVERSITY_MEAN_INTER_LIST: 0.9841285, DIVERSITY_HERFINDAHL: 0.9984085, COVERAGE_ITEM: 0.6833739, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1613901, SHANNON_ENTROPY: 10.7771535, 
SearchBayesianSkoptObject: Config 24 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 46, 'USER_CBF_CF': 0.3616714687406128, 'ITEM_CBF_CF': 0.5189370404451847, 'RP3BETA_SIDE': 0.7178287707442054, 'ITEM_CBF_FW': 0.5645477988119325, 'PURE_SVD_SIDE': 0.8723679817999794, 'IALS_SIDE': 0.5452916007411284} - results: ROC_AUC: 0.0753550, PRECISION: 0.0105968, PRECISION_RECALL_MIN_DEN: 0.1059679, RECALL: 0.1059679, MAP: 0.0537534, MRR: 0.0537534, NDCG: 0.0660469, F1: 0.0192669, HIT_RATE: 0.1059679, ARHR: 0.0537534, RMSE: 0.0000000, NOVELTY: 0.0060918, AVERAGE_POPULARITY: 0.2931412, DIVERSITY_MEAN_INTER_LIST: 0.9847567, DIVERSITY_HERFINDAHL: 0.9984713, COVERAGE_ITEM: 0.6881319, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1637727, SHANNON_ENTROPY: 10.8203093, 
