CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 26, 'shrink': 1826, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.3541614777281572, 'tversky_beta': 1.8367479743127013} - results: ROC_AUC: 0.068751±0.0012, PRECISION: 0.009347±0.0001, PRECISION_RECALL_MIN_DEN: 0.093473±0.0010, RECALL: 0.093473±0.0010, MAP: 0.050576±0.0012, MRR: 0.050576±0.0012, NDCG: 0.060707±0.0012, F1: 0.016995±0.0002, HIT_RATE: 0.093473±0.0010, ARHR: 0.050576±0.0012, RMSE: 0.967066±0.0004, NOVELTY: 0.005821±0.0000, AVERAGE_POPULARITY: 0.395123±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.970369±0.0001, DIVERSITY_HERFINDAHL: 0.997031±0.0000, COVERAGE_ITEM: 0.503769±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140686±0.0003, SHANNON_ENTROPY: 10.016048±0.0023, 
CrossSearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 83, 'shrink': 1156, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.029435627359878, 'tversky_beta': 0.0008568491066509589} - results: ROC_AUC: 0.079326±0.0010, PRECISION: 0.010645±0.0001, PRECISION_RECALL_MIN_DEN: 0.106447±0.0009, RECALL: 0.106447±0.0009, MAP: 0.058247±0.0008, MRR: 0.058247±0.0008, NDCG: 0.069675±0.0008, F1: 0.019354±0.0002, HIT_RATE: 0.106447±0.0009, ARHR: 0.058247±0.0008, RMSE: 0.986729±0.0001, NOVELTY: 0.006425±0.0000, AVERAGE_POPULARITY: 0.274890±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.986042±0.0001, DIVERSITY_HERFINDAHL: 0.998599±0.0000, COVERAGE_ITEM: 0.731917±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246274±0.0006, SHANNON_ENTROPY: 11.420339±0.0010, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 75, 'shrink': 438, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.446625273002388, 'tversky_beta': 1.789075272540579} - results: ROC_AUC: 0.073778±0.0009, PRECISION: 0.009961±0.0001, PRECISION_RECALL_MIN_DEN: 0.099613±0.0010, RECALL: 0.099613±0.0010, MAP: 0.053898±0.0010, MRR: 0.053898±0.0010, NDCG: 0.064729±0.0010, F1: 0.018111±0.0002, HIT_RATE: 0.099613±0.0010, ARHR: 0.053898±0.0010, RMSE: 0.927512±0.0008, NOVELTY: 0.005801±0.0000, AVERAGE_POPULARITY: 0.402371±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.968946±0.0002, DIVERSITY_HERFINDAHL: 0.996889±0.0000, COVERAGE_ITEM: 0.489408±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131970±0.0004, SHANNON_ENTROPY: 9.893371±0.0069, 
CrossSearchBayesianSkopt: New best config found. Config 13: {'topK': 16, 'shrink': 1603, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.7177733004017984, 'tversky_beta': 1.0752029897727335} - results: ROC_AUC: 0.079990±0.0009, PRECISION: 0.010498±0.0001, PRECISION_RECALL_MIN_DEN: 0.104978±0.0010, RECALL: 0.104978±0.0010, MAP: 0.058857±0.0008, MRR: 0.058857±0.0008, NDCG: 0.069844±0.0008, F1: 0.019087±0.0002, HIT_RATE: 0.104978±0.0010, ARHR: 0.058857±0.0008, RMSE: 0.993498±0.0001, NOVELTY: 0.006719±0.0000, AVERAGE_POPULARITY: 0.198556±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.992751±0.0000, DIVERSITY_HERFINDAHL: 0.999269±0.0000, COVERAGE_ITEM: 0.774469±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.305938±0.0010, SHANNON_ENTROPY: 12.058714±0.0039, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 79, 'shrink': 904, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.185861188705697, 'tversky_beta': 1.9470819942624948} - results: ROC_AUC: 0.070175±0.0011, PRECISION: 0.009501±0.0001, PRECISION_RECALL_MIN_DEN: 0.095011±0.0010, RECALL: 0.095011±0.0010, MAP: 0.051384±0.0012, MRR: 0.051384±0.0012, NDCG: 0.061709±0.0011, F1: 0.017275±0.0002, HIT_RATE: 0.095011±0.0010, ARHR: 0.051384±0.0012, RMSE: 0.940372±0.0007, NOVELTY: 0.005680±0.0000, AVERAGE_POPULARITY: 0.451901±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.956529±0.0004, DIVERSITY_HERFINDAHL: 0.995647±0.0000, COVERAGE_ITEM: 0.465456±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118125±0.0004, SHANNON_ENTROPY: 9.489972±0.0079, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 180, 'shrink': 1888, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.2058365495029244, 'tversky_beta': 0.4278719734084181} - results: ROC_AUC: 0.064035±0.0012, PRECISION: 0.008714±0.0001, PRECISION_RECALL_MIN_DEN: 0.087140±0.0012, RECALL: 0.087140±0.0012, MAP: 0.047103±0.0011, MRR: 0.047103±0.0011, NDCG: 0.056561±0.0011, F1: 0.015844±0.0002, HIT_RATE: 0.087140±0.0012, ARHR: 0.047103±0.0011, RMSE: 0.937094±0.0006, NOVELTY: 0.005511±0.0000, AVERAGE_POPULARITY: 0.536194±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.920605±0.0005, DIVERSITY_HERFINDAHL: 0.992055±0.0001, COVERAGE_ITEM: 0.453009±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.099322±0.0005, SHANNON_ENTROPY: 8.745048±0.0086, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 87, 'shrink': 106, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.31267914191630514, 'tversky_beta': 1.3956541978828356} - results: ROC_AUC: 0.076120±0.0013, PRECISION: 0.010371±0.0001, PRECISION_RECALL_MIN_DEN: 0.103713±0.0005, RECALL: 0.103713±0.0005, MAP: 0.055411±0.0012, MRR: 0.055411±0.0012, NDCG: 0.066836±0.0010, F1: 0.018857±0.0001, HIT_RATE: 0.103713±0.0005, ARHR: 0.055411±0.0012, RMSE: 0.975992±0.0001, NOVELTY: 0.005765±0.0000, AVERAGE_POPULARITY: 0.437162±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.960688±0.0002, DIVERSITY_HERFINDAHL: 0.996063±0.0000, COVERAGE_ITEM: 0.521665±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127646±0.0004, SHANNON_ENTROPY: 9.692387±0.0069, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 141, 'shrink': 1643, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.10672734982020507, 'tversky_beta': 0.7900087604169872} - results: ROC_AUC: 0.061513±0.0011, PRECISION: 0.008459±0.0001, PRECISION_RECALL_MIN_DEN: 0.084588±0.0014, RECALL: 0.084588±0.0014, MAP: 0.045164±0.0010, MRR: 0.045164±0.0010, NDCG: 0.054454±0.0010, F1: 0.015380±0.0002, HIT_RATE: 0.084588±0.0014, ARHR: 0.045164±0.0010, RMSE: 0.930573±0.0007, NOVELTY: 0.005480±0.0000, AVERAGE_POPULARITY: 0.560347±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.904748±0.0008, DIVERSITY_HERFINDAHL: 0.990470±0.0001, COVERAGE_ITEM: 0.457388±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.099149±0.0005, SHANNON_ENTROPY: 8.586115±0.0083, 
CrossSearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 109, 'shrink': 176, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.7419592086995518, 'tversky_beta': 0.401863499959478} - results: ROC_AUC: 0.072410±0.0009, PRECISION: 0.009814±0.0001, PRECISION_RECALL_MIN_DEN: 0.098143±0.0011, RECALL: 0.098143±0.0011, MAP: 0.052934±0.0010, MRR: 0.052934±0.0010, NDCG: 0.063637±0.0009, F1: 0.017844±0.0002, HIT_RATE: 0.098143±0.0011, ARHR: 0.052934±0.0010, RMSE: 0.966666±0.0003, NOVELTY: 0.005849±0.0000, AVERAGE_POPULARITY: 0.379139±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.972652±0.0002, DIVERSITY_HERFINDAHL: 0.997260±0.0000, COVERAGE_ITEM: 0.492998±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137699±0.0006, SHANNON_ENTROPY: 10.033870±0.0076, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 78, 'shrink': 853, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.9249580178851204, 'tversky_beta': 1.1911146305590534} - results: ROC_AUC: 0.070929±0.0012, PRECISION: 0.009646±0.0001, PRECISION_RECALL_MIN_DEN: 0.096457±0.0006, RECALL: 0.096457±0.0006, MAP: 0.051822±0.0013, MRR: 0.051822±0.0013, NDCG: 0.062381±0.0011, F1: 0.017538±0.0001, HIT_RATE: 0.096457±0.0006, ARHR: 0.051822±0.0013, RMSE: 0.935758±0.0007, NOVELTY: 0.005771±0.0000, AVERAGE_POPULARITY: 0.409384±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.967022±0.0003, DIVERSITY_HERFINDAHL: 0.996697±0.0000, COVERAGE_ITEM: 0.477134±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.128793±0.0004, SHANNON_ENTROPY: 9.806801±0.0093, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 13, 'shrink': 647, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.9977253171542435, 'tversky_beta': 0.6293320658606568} - results: ROC_AUC: 0.070513±0.0014, PRECISION: 0.009560±0.0001, PRECISION_RECALL_MIN_DEN: 0.095603±0.0010, RECALL: 0.095603±0.0010, MAP: 0.051575±0.0014, MRR: 0.051575±0.0014, NDCG: 0.061990±0.0013, F1: 0.017382±0.0002, HIT_RATE: 0.095603±0.0010, ARHR: 0.051575±0.0014, RMSE: 0.990836±0.0001, NOVELTY: 0.005994±0.0000, AVERAGE_POPULARITY: 0.330188±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.980911±0.0001, DIVERSITY_HERFINDAHL: 0.998085±0.0000, COVERAGE_ITEM: 0.520768±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.159485±0.0008, SHANNON_ENTROPY: 10.453173±0.0072, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 194, 'shrink': 1920, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.5186058496994201, 'tversky_beta': 1.2407431833223241} - results: ROC_AUC: 0.076772±0.0007, PRECISION: 0.010270±0.0001, PRECISION_RECALL_MIN_DEN: 0.102700±0.0007, RECALL: 0.102700±0.0007, MAP: 0.056205±0.0005, MRR: 0.056205±0.0005, NDCG: 0.067236±0.0006, F1: 0.018673±0.0001, HIT_RATE: 0.102700±0.0007, ARHR: 0.056205±0.0005, RMSE: 0.990703±0.0000, NOVELTY: 0.006231±0.0000, AVERAGE_POPULARITY: 0.340744±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.975974±0.0001, DIVERSITY_HERFINDAHL: 0.997592±0.0000, COVERAGE_ITEM: 0.705326±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.216995±0.0008, SHANNON_ENTROPY: 10.887126±0.0061, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 12, 'shrink': 1790, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.0380638564539602, 'tversky_beta': 1.9239694893149444} - results: ROC_AUC: 0.069789±0.0014, PRECISION: 0.009481±0.0001, PRECISION_RECALL_MIN_DEN: 0.094806±0.0008, RECALL: 0.094806±0.0008, MAP: 0.050948±0.0013, MRR: 0.050948±0.0013, NDCG: 0.061320±0.0012, F1: 0.017237±0.0001, HIT_RATE: 0.094806±0.0008, ARHR: 0.050948±0.0013, RMSE: 0.996159±0.0000, NOVELTY: 0.005943±0.0000, AVERAGE_POPULARITY: 0.353817±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.977608±0.0002, DIVERSITY_HERFINDAHL: 0.997755±0.0000, COVERAGE_ITEM: 0.512355±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153566±0.0006, SHANNON_ENTROPY: 10.301111±0.0079, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 57, 'shrink': 1437, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.9192961434418208, 'tversky_beta': 0.27766614009190677} - results: ROC_AUC: 0.067851±0.0015, PRECISION: 0.009191±0.0001, PRECISION_RECALL_MIN_DEN: 0.091913±0.0006, RECALL: 0.091913±0.0006, MAP: 0.049831±0.0014, MRR: 0.049831±0.0014, NDCG: 0.059786±0.0012, F1: 0.016711±0.0001, HIT_RATE: 0.091913±0.0006, ARHR: 0.049831±0.0014, RMSE: 0.945841±0.0006, NOVELTY: 0.005784±0.0000, AVERAGE_POPULARITY: 0.407186±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.966906±0.0001, DIVERSITY_HERFINDAHL: 0.996685±0.0000, COVERAGE_ITEM: 0.494426±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134199±0.0004, SHANNON_ENTROPY: 9.872221±0.0039, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 183, 'shrink': 437, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.838687343405594, 'tversky_beta': 0.47692605103670316} - results: ROC_AUC: 0.073866±0.0010, PRECISION: 0.009763±0.0000, PRECISION_RECALL_MIN_DEN: 0.097631±0.0003, RECALL: 0.097631±0.0003, MAP: 0.054453±0.0011, MRR: 0.054453±0.0011, NDCG: 0.064717±0.0009, F1: 0.017751±0.0001, HIT_RATE: 0.097631±0.0003, ARHR: 0.054453±0.0011, RMSE: 0.974107±0.0002, NOVELTY: 0.006893±0.0000, AVERAGE_POPULARITY: 0.169934±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.994739±0.0000, DIVERSITY_HERFINDAHL: 0.999468±0.0000, COVERAGE_ITEM: 0.784763±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.341184±0.0006, SHANNON_ENTROPY: 12.352986±0.0018, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 132, 'shrink': 809, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.8319511551628838, 'tversky_beta': 1.9402125783369877} - results: ROC_AUC: 0.076251±0.0008, PRECISION: 0.010199±0.0001, PRECISION_RECALL_MIN_DEN: 0.101993±0.0010, RECALL: 0.101993±0.0010, MAP: 0.056335±0.0007, MRR: 0.056335±0.0007, NDCG: 0.067155±0.0008, F1: 0.018544±0.0002, HIT_RATE: 0.101993±0.0010, ARHR: 0.056335±0.0007, RMSE: 0.984709±0.0001, NOVELTY: 0.006536±0.0000, AVERAGE_POPULARITY: 0.262306±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.987542±0.0000, DIVERSITY_HERFINDAHL: 0.998749±0.0000, COVERAGE_ITEM: 0.752982±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.273492±0.0007, SHANNON_ENTROPY: 11.640718±0.0036, 
