CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 26, 'shrink': 1826, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.067079±0.0014, PRECISION: 0.009093±0.0001, PRECISION_RECALL_MIN_DEN: 0.090933±0.0011, RECALL: 0.090933±0.0011, MAP: 0.049468±0.0013, MRR: 0.049468±0.0013, NDCG: 0.059264±0.0013, F1: 0.016533±0.0002, HIT_RATE: 0.090933±0.0011, ARHR: 0.049468±0.0013, RMSE: 0.963358±0.0005, NOVELTY: 0.005828±0.0000, AVERAGE_POPULARITY: 0.396305±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.969320±0.0002, DIVERSITY_HERFINDAHL: 0.996927±0.0000, COVERAGE_ITEM: 0.520443±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143937±0.0005, SHANNON_ENTROPY: 10.040493±0.0038, 
CrossSearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 134, 'shrink': 615, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.076075±0.0010, PRECISION: 0.010151±0.0001, PRECISION_RECALL_MIN_DEN: 0.101515±0.0007, RECALL: 0.101515±0.0007, MAP: 0.056035±0.0009, MRR: 0.056035±0.0009, NDCG: 0.066825±0.0008, F1: 0.018457±0.0001, HIT_RATE: 0.101515±0.0007, ARHR: 0.056035±0.0009, RMSE: 0.980368±0.0001, NOVELTY: 0.006627±0.0000, AVERAGE_POPULARITY: 0.235438±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.990249±0.0001, DIVERSITY_HERFINDAHL: 0.999019±0.0000, COVERAGE_ITEM: 0.762163±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.289868±0.0009, SHANNON_ENTROPY: 11.850345±0.0058, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 191, 'shrink': 1508, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.064302±0.0011, PRECISION: 0.008741±0.0001, PRECISION_RECALL_MIN_DEN: 0.087413±0.0011, RECALL: 0.087413±0.0011, MAP: 0.047157±0.0011, MRR: 0.047157±0.0011, NDCG: 0.056672±0.0011, F1: 0.015893±0.0002, HIT_RATE: 0.087413±0.0011, ARHR: 0.047157±0.0011, RMSE: 0.990482±0.0001, NOVELTY: 0.005502±0.0000, AVERAGE_POPULARITY: 0.541226±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.918408±0.0005, DIVERSITY_HERFINDAHL: 0.991836±0.0000, COVERAGE_ITEM: 0.450554±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.097840±0.0005, SHANNON_ENTROPY: 8.699649±0.0095, 
CrossSearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 183, 'shrink': 1304, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.076491±0.0007, PRECISION: 0.010244±0.0001, PRECISION_RECALL_MIN_DEN: 0.102438±0.0007, RECALL: 0.102438±0.0007, MAP: 0.055993±0.0006, MRR: 0.055993±0.0006, NDCG: 0.067010±0.0006, F1: 0.018625±0.0001, HIT_RATE: 0.102438±0.0007, ARHR: 0.055993±0.0006, RMSE: 0.987084±0.0001, NOVELTY: 0.006264±0.0000, AVERAGE_POPULARITY: 0.332243±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.977511±0.0002, DIVERSITY_HERFINDAHL: 0.997746±0.0000, COVERAGE_ITEM: 0.711479±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.223292±0.0007, SHANNON_ENTROPY: 10.976396±0.0059, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 63, 'shrink': 1516, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.066873±0.0014, PRECISION: 0.009077±0.0001, PRECISION_RECALL_MIN_DEN: 0.090773±0.0011, RECALL: 0.090773±0.0011, MAP: 0.049164±0.0012, MRR: 0.049164±0.0012, NDCG: 0.058999±0.0012, F1: 0.016504±0.0002, HIT_RATE: 0.090773±0.0011, ARHR: 0.049164±0.0012, RMSE: 0.992823±0.0001, NOVELTY: 0.005686±0.0000, AVERAGE_POPULARITY: 0.454763±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.954165±0.0003, DIVERSITY_HERFINDAHL: 0.995411±0.0000, COVERAGE_ITEM: 0.481060±0.0044, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122734±0.0005, SHANNON_ENTROPY: 9.518154±0.0078, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 145, 'shrink': 195, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.066090±0.0010, PRECISION: 0.008721±0.0001, PRECISION_RECALL_MIN_DEN: 0.087208±0.0011, RECALL: 0.087208±0.0011, MAP: 0.048830±0.0010, MRR: 0.048830±0.0010, NDCG: 0.057952±0.0010, F1: 0.015856±0.0002, HIT_RATE: 0.087208±0.0011, ARHR: 0.048830±0.0010, RMSE: 0.963584±0.0002, NOVELTY: 0.007122±0.0000, AVERAGE_POPULARITY: 0.138708±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.996514±0.0000, DIVERSITY_HERFINDAHL: 0.999646±0.0000, COVERAGE_ITEM: 0.825109±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.397728±0.0009, SHANNON_ENTROPY: 12.753968±0.0021, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 105, 'shrink': 403, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.071205±0.0010, PRECISION: 0.009621±0.0001, PRECISION_RECALL_MIN_DEN: 0.096207±0.0009, RECALL: 0.096207±0.0009, MAP: 0.052169±0.0012, MRR: 0.052169±0.0012, NDCG: 0.062597±0.0011, F1: 0.017492±0.0002, HIT_RATE: 0.096207±0.0009, ARHR: 0.052169±0.0012, RMSE: 0.983749±0.0001, NOVELTY: 0.005732±0.0000, AVERAGE_POPULARITY: 0.428878±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.962323±0.0002, DIVERSITY_HERFINDAHL: 0.996227±0.0000, COVERAGE_ITEM: 0.472593±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123548±0.0004, SHANNON_ENTROPY: 9.658809±0.0065, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 45, 'shrink': 652, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.070214±0.0012, PRECISION: 0.009553±0.0001, PRECISION_RECALL_MIN_DEN: 0.095535±0.0011, RECALL: 0.095535±0.0011, MAP: 0.051484±0.0012, MRR: 0.051484±0.0012, NDCG: 0.061897±0.0011, F1: 0.017370±0.0002, HIT_RATE: 0.095535±0.0011, ARHR: 0.051484±0.0012, RMSE: 0.989427±0.0001, NOVELTY: 0.005787±0.0000, AVERAGE_POPULARITY: 0.403703±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.968942±0.0002, DIVERSITY_HERFINDAHL: 0.996889±0.0000, COVERAGE_ITEM: 0.481806±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132883±0.0004, SHANNON_ENTROPY: 9.891421±0.0050, 
CrossSearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 179, 'shrink': 152, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.073791±0.0013, PRECISION: 0.009878±0.0001, PRECISION_RECALL_MIN_DEN: 0.098781±0.0007, RECALL: 0.098781±0.0007, MAP: 0.053801±0.0011, MRR: 0.053801±0.0011, NDCG: 0.064481±0.0010, F1: 0.017960±0.0001, HIT_RATE: 0.098781±0.0007, ARHR: 0.053801±0.0011, RMSE: 0.975290±0.0002, NOVELTY: 0.005868±0.0000, AVERAGE_POPULARITY: 0.392414±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.968876±0.0002, DIVERSITY_HERFINDAHL: 0.996882±0.0000, COVERAGE_ITEM: 0.539865±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143216±0.0006, SHANNON_ENTROPY: 10.043219±0.0064, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 26, 'shrink': 718, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.077654±0.0007, PRECISION: 0.010213±0.0001, PRECISION_RECALL_MIN_DEN: 0.102130±0.0006, RECALL: 0.102130±0.0006, MAP: 0.057047±0.0007, MRR: 0.057047±0.0007, NDCG: 0.067782±0.0006, F1: 0.018569±0.0001, HIT_RATE: 0.102130±0.0006, ARHR: 0.057047±0.0007, RMSE: 0.987748±0.0001, NOVELTY: 0.006889±0.0000, AVERAGE_POPULARITY: 0.165422±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.995004±0.0000, DIVERSITY_HERFINDAHL: 0.999495±0.0000, COVERAGE_ITEM: 0.793090±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.337943±0.0007, SHANNON_ENTROPY: 12.377656±0.0027, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 51, 'shrink': 1402, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.079381±0.0010, PRECISION: 0.010511±0.0001, PRECISION_RECALL_MIN_DEN: 0.105114±0.0007, RECALL: 0.105114±0.0007, MAP: 0.058320±0.0008, MRR: 0.058320±0.0008, NDCG: 0.069446±0.0007, F1: 0.019112±0.0001, HIT_RATE: 0.105114±0.0007, ARHR: 0.058320±0.0008, RMSE: 0.991330±0.0001, NOVELTY: 0.006589±0.0000, AVERAGE_POPULARITY: 0.237273±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.989954±0.0001, DIVERSITY_HERFINDAHL: 0.998990±0.0000, COVERAGE_ITEM: 0.759265±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.278238±0.0004, SHANNON_ENTROPY: 11.786268±0.0040, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 180, 'shrink': 1888, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.063770±0.0011, PRECISION: 0.008699±0.0001, PRECISION_RECALL_MIN_DEN: 0.086992±0.0011, RECALL: 0.086992±0.0011, MAP: 0.046882±0.0011, MRR: 0.046882±0.0011, NDCG: 0.056352±0.0010, F1: 0.015817±0.0002, HIT_RATE: 0.086992±0.0011, ARHR: 0.046882±0.0011, RMSE: 0.941088±0.0005, NOVELTY: 0.005496±0.0000, AVERAGE_POPULARITY: 0.545650±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.915520±0.0005, DIVERSITY_HERFINDAHL: 0.991547±0.0001, COVERAGE_ITEM: 0.452425±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.097983±0.0005, SHANNON_ENTROPY: 8.671579±0.0082, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 121, 'shrink': 428, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.070686±0.0011, PRECISION: 0.009547±0.0001, PRECISION_RECALL_MIN_DEN: 0.095466±0.0007, RECALL: 0.095466±0.0007, MAP: 0.051779±0.0010, MRR: 0.051779±0.0010, NDCG: 0.062123±0.0009, F1: 0.017358±0.0001, HIT_RATE: 0.095466±0.0007, ARHR: 0.051779±0.0010, RMSE: 0.983524±0.0001, NOVELTY: 0.005706±0.0000, AVERAGE_POPULARITY: 0.440581±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.959007±0.0003, DIVERSITY_HERFINDAHL: 0.995895±0.0000, COVERAGE_ITEM: 0.469121±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120214±0.0005, SHANNON_ENTROPY: 9.559514±0.0081, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 23, 'shrink': 688, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.070715±0.0013, PRECISION: 0.009605±0.0001, PRECISION_RECALL_MIN_DEN: 0.096047±0.0008, RECALL: 0.096047±0.0008, MAP: 0.051826±0.0012, MRR: 0.051826±0.0012, NDCG: 0.062282±0.0011, F1: 0.017463±0.0001, HIT_RATE: 0.096047±0.0008, ARHR: 0.051826±0.0012, RMSE: 0.942990±0.0010, NOVELTY: 0.005877±0.0000, AVERAGE_POPULARITY: 0.368236±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.975994±0.0001, DIVERSITY_HERFINDAHL: 0.997594±0.0000, COVERAGE_ITEM: 0.499400±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145897±0.0005, SHANNON_ENTROPY: 10.188656±0.0019, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 164, 'shrink': 502, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.074616±0.0010, PRECISION: 0.009969±0.0001, PRECISION_RECALL_MIN_DEN: 0.099692±0.0007, RECALL: 0.099692±0.0007, MAP: 0.054848±0.0010, MRR: 0.054848±0.0010, NDCG: 0.065486±0.0008, F1: 0.018126±0.0001, HIT_RATE: 0.099692±0.0007, ARHR: 0.054848±0.0010, RMSE: 0.976500±0.0001, NOVELTY: 0.006668±0.0000, AVERAGE_POPULARITY: 0.228835±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.990785±0.0000, DIVERSITY_HERFINDAHL: 0.999073±0.0000, COVERAGE_ITEM: 0.764477±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.299906±0.0008, SHANNON_ENTROPY: 11.924189±0.0032, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 80, 'shrink': 1089, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.067742±0.0012, PRECISION: 0.009198±0.0001, PRECISION_RECALL_MIN_DEN: 0.091981±0.0008, RECALL: 0.091981±0.0008, MAP: 0.049687±0.0011, MRR: 0.049687±0.0011, NDCG: 0.059688±0.0009, F1: 0.016724±0.0001, HIT_RATE: 0.091981±0.0008, ARHR: 0.049687±0.0011, RMSE: 0.990607±0.0001, NOVELTY: 0.005666±0.0000, AVERAGE_POPULARITY: 0.460807±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.952819±0.0004, DIVERSITY_HERFINDAHL: 0.995276±0.0000, COVERAGE_ITEM: 0.471630±0.0044, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118305±0.0004, SHANNON_ENTROPY: 9.437750±0.0088, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 182, 'shrink': 742, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.075989±0.0008, PRECISION: 0.010155±0.0000, PRECISION_RECALL_MIN_DEN: 0.101549±0.0005, RECALL: 0.101549±0.0005, MAP: 0.055794±0.0008, MRR: 0.055794±0.0008, NDCG: 0.066647±0.0007, F1: 0.018463±0.0001, HIT_RATE: 0.101549±0.0005, ARHR: 0.055794±0.0008, RMSE: 0.980955±0.0001, NOVELTY: 0.006471±0.0000, AVERAGE_POPULARITY: 0.277090±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.985750±0.0001, DIVERSITY_HERFINDAHL: 0.998569±0.0000, COVERAGE_ITEM: 0.739324±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261419±0.0005, SHANNON_ENTROPY: 11.487153±0.0030, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 56, 'shrink': 1655, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.066773±0.0012, PRECISION: 0.009061±0.0001, PRECISION_RECALL_MIN_DEN: 0.090614±0.0008, RECALL: 0.090614±0.0008, MAP: 0.049183±0.0012, MRR: 0.049183±0.0012, NDCG: 0.058975±0.0011, F1: 0.016475±0.0001, HIT_RATE: 0.090614±0.0008, ARHR: 0.049183±0.0012, RMSE: 0.952204±0.0005, NOVELTY: 0.005702±0.0000, AVERAGE_POPULARITY: 0.448476±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.955892±0.0003, DIVERSITY_HERFINDAHL: 0.995584±0.0000, COVERAGE_ITEM: 0.486575±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125590±0.0005, SHANNON_ENTROPY: 9.583090±0.0061, 
