SearchBayesianSkopt: New best config found. Config 0: {'topK': 295, 'shrink': 1005, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6345770998124147, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0171848, PRECISION: 0.0028405, PRECISION_RECALL_MIN_DEN: 0.0094684, RECALL: 0.0094684, MAP: 0.0038849, MRR: 0.0115539, NDCG: 0.0072682, F1: 0.0043700, HIT_RATE: 0.0284053, ARHR: 0.0116042, RMSE: 0.8745202, NOVELTY: 0.0045080, AVERAGE_POPULARITY: 0.0059398, DIVERSITY_MEAN_INTER_LIST: 0.9987050, DIVERSITY_HERFINDAHL: 0.9998482, COVERAGE_ITEM: 0.6360638, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5682127, SHANNON_ENTROPY: 13.0686926, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 997, 'shrink': 814, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5717334170724447, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0664769, PRECISION: 0.0108253, PRECISION_RECALL_MIN_DEN: 0.0360844, RECALL: 0.0360844, MAP: 0.0155639, MRR: 0.0447928, NDCG: 0.0282926, F1: 0.0166543, HIT_RATE: 0.1082532, ARHR: 0.0457199, RMSE: 0.5893334, NOVELTY: 0.0066422, AVERAGE_POPULARITY: 0.1725217, DIVERSITY_MEAN_INTER_LIST: 0.9930323, DIVERSITY_HERFINDAHL: 0.9992810, COVERAGE_ITEM: 0.5528521, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4011335, SHANNON_ENTROPY: 12.0835736, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 612, 'shrink': 1391, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.032676364746223, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0502498, PRECISION: 0.0086558, PRECISION_RECALL_MIN_DEN: 0.0288526, RECALL: 0.0288526, MAP: 0.0117490, MRR: 0.0342591, NDCG: 0.0219097, F1: 0.0133166, HIT_RATE: 0.0865578, ARHR: 0.0347530, RMSE: 0.5963446, NOVELTY: 0.0049536, AVERAGE_POPULARITY: 0.8158856, DIVERSITY_MEAN_INTER_LIST: 0.6148523, DIVERSITY_HERFINDAHL: 0.9614715, COVERAGE_ITEM: 0.0124899, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1244030, SHANNON_ENTROPY: 5.2043014, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 305, 'shrink': 23, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6980223791343404, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0083998, PRECISION: 0.0014091, PRECISION_RECALL_MIN_DEN: 0.0046969, RECALL: 0.0046969, MAP: 0.0017039, MRR: 0.0051118, NDCG: 0.0033772, F1: 0.0021678, HIT_RATE: 0.0140908, ARHR: 0.0051118, RMSE: 0.8356722, NOVELTY: 0.0027735, AVERAGE_POPULARITY: 0.0038063, DIVERSITY_MEAN_INTER_LIST: 0.9975471, DIVERSITY_HERFINDAHL: 0.9997324, COVERAGE_ITEM: 0.4910516, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4857290, SHANNON_ENTROPY: 12.4670749, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 422, 'shrink': 1125, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07405860223397177, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0262680, PRECISION: 0.0043614, PRECISION_RECALL_MIN_DEN: 0.0145381, RECALL: 0.0145381, MAP: 0.0059648, MRR: 0.0177552, NDCG: 0.0111583, F1: 0.0067099, HIT_RATE: 0.0436144, ARHR: 0.0178247, RMSE: 0.8728370, NOVELTY: 0.0060449, AVERAGE_POPULARITY: 0.0127393, DIVERSITY_MEAN_INTER_LIST: 0.9990852, DIVERSITY_HERFINDAHL: 0.9998862, COVERAGE_ITEM: 0.7677210, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.6166170, SHANNON_ENTROPY: 13.4337079, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 624, 'shrink': 375, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9999067436501559, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0505138, PRECISION: 0.0081861, PRECISION_RECALL_MIN_DEN: 0.0272870, RECALL: 0.0272870, MAP: 0.0117763, MRR: 0.0338256, NDCG: 0.0214127, F1: 0.0125940, HIT_RATE: 0.0818609, ARHR: 0.0345772, RMSE: 10.3866174, NOVELTY: 0.0056111, AVERAGE_POPULARITY: 0.3614901, DIVERSITY_MEAN_INTER_LIST: 0.9404003, DIVERSITY_HERFINDAHL: 0.9940190, COVERAGE_ITEM: 0.0448770, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2365292, SHANNON_ENTROPY: 8.0219918, 
SearchBayesianSkopt: New best config found. Config 16: {'topK': 683, 'shrink': 1090, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4985111887365842, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0934765, PRECISION: 0.0154775, PRECISION_RECALL_MIN_DEN: 0.0515917, RECALL: 0.0515917, MAP: 0.0231516, MRR: 0.0652145, NDCG: 0.0411411, F1: 0.0238116, HIT_RATE: 0.1547752, ARHR: 0.0672963, RMSE: 1.1156102, NOVELTY: 0.0052761, AVERAGE_POPULARITY: 0.6186146, DIVERSITY_MEAN_INTER_LIST: 0.8602451, DIVERSITY_HERFINDAHL: 0.9860053, COVERAGE_ITEM: 0.0770479, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1179368, SHANNON_ENTROPY: 7.3558832, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 379, 'shrink': 799, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.11115206790002977, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0908032, PRECISION: 0.0153657, PRECISION_RECALL_MIN_DEN: 0.0512190, RECALL: 0.0512190, MAP: 0.0222143, MRR: 0.0612904, NDCG: 0.0398288, F1: 0.0236395, HIT_RATE: 0.1536569, ARHR: 0.0639107, RMSE: 0.9360756, NOVELTY: 0.0060423, AVERAGE_POPULARITY: 0.2159257, DIVERSITY_MEAN_INTER_LIST: 0.9874002, DIVERSITY_HERFINDAHL: 0.9987179, COVERAGE_ITEM: 0.5316031, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3348418, SHANNON_ENTROPY: 11.4626093, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 42, 'shrink': 1056, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8779814885052641, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0544679, PRECISION: 0.0089913, PRECISION_RECALL_MIN_DEN: 0.0299709, RECALL: 0.0299709, MAP: 0.0132703, MRR: 0.0381464, NDCG: 0.0238291, F1: 0.0138327, HIT_RATE: 0.0899128, ARHR: 0.0389441, RMSE: 0.8934464, NOVELTY: 0.0065487, AVERAGE_POPULARITY: 0.0318629, DIVERSITY_MEAN_INTER_LIST: 0.9981065, DIVERSITY_HERFINDAHL: 0.9997883, COVERAGE_ITEM: 0.6866180, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5213376, SHANNON_ENTROPY: 12.9807660, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 675, 'shrink': 1463, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1041008367960754, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0225481, PRECISION: 0.0034668, PRECISION_RECALL_MIN_DEN: 0.0115560, RECALL: 0.0115560, MAP: 0.0051512, MRR: 0.0153592, NDCG: 0.0093384, F1: 0.0053335, HIT_RATE: 0.0346679, ARHR: 0.0154064, RMSE: 0.8471160, NOVELTY: 0.0052745, AVERAGE_POPULARITY: 0.0110301, DIVERSITY_MEAN_INTER_LIST: 0.9989459, DIVERSITY_HERFINDAHL: 0.9998722, COVERAGE_ITEM: 0.7200865, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5915314, SHANNON_ENTROPY: 13.2940767, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0885073, PRECISION: 0.0148065, PRECISION_RECALL_MIN_DEN: 0.0493551, RECALL: 0.0493551, MAP: 0.0213158, MRR: 0.0597667, NDCG: 0.0384531, F1: 0.0227793, HIT_RATE: 0.1480653, ARHR: 0.0618179, RMSE: 0.6263351, NOVELTY: 0.0063598, AVERAGE_POPULARITY: 0.2076449, DIVERSITY_MEAN_INTER_LIST: 0.9883699, DIVERSITY_HERFINDAHL: 0.9988149, COVERAGE_ITEM: 0.4262774, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3050724, SHANNON_ENTROPY: 11.2250517, 
SearchBayesianSkopt: New best config found. Config 21: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1296699, PRECISION: 0.0221651, PRECISION_RECALL_MIN_DEN: 0.0738835, RECALL: 0.0738835, MAP: 0.0316750, MRR: 0.0871614, NDCG: 0.0570235, F1: 0.0341001, HIT_RATE: 0.2216506, ARHR: 0.0910097, RMSE: 0.9565076, NOVELTY: 0.0059660, AVERAGE_POPULARITY: 0.3107943, DIVERSITY_MEAN_INTER_LIST: 0.9759543, DIVERSITY_HERFINDAHL: 0.9975736, COVERAGE_ITEM: 0.1516085, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2355313, SHANNON_ENTROPY: 9.6489863, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 958, 'shrink': 1376, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9973628480265224, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0385214, PRECISION: 0.0058600, PRECISION_RECALL_MIN_DEN: 0.0195333, RECALL: 0.0195333, MAP: 0.0093378, MRR: 0.0269728, NDCG: 0.0163262, F1: 0.0090154, HIT_RATE: 0.0585999, ARHR: 0.0274931, RMSE: 2.6473840, NOVELTY: 0.0065239, AVERAGE_POPULARITY: 0.1158098, DIVERSITY_MEAN_INTER_LIST: 0.9589157, DIVERSITY_HERFINDAHL: 0.9958701, COVERAGE_ITEM: 0.1079211, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2197534, SHANNON_ENTROPY: 9.0217878, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 38, 'shrink': 1429, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.006014185291679077, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.1191621, PRECISION: 0.0201297, PRECISION_RECALL_MIN_DEN: 0.0670991, RECALL: 0.0670991, MAP: 0.0290650, MRR: 0.0805967, NDCG: 0.0522026, F1: 0.0309688, HIT_RATE: 0.2012972, ARHR: 0.0838371, RMSE: 0.9632873, NOVELTY: 0.0057612, AVERAGE_POPULARITY: 0.3877118, DIVERSITY_MEAN_INTER_LIST: 0.9660530, DIVERSITY_HERFINDAHL: 0.9965837, COVERAGE_ITEM: 0.1332252, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2022107, SHANNON_ENTROPY: 9.1932680, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 58, 'shrink': 1462, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.997862334228038, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0683474, PRECISION: 0.0109819, PRECISION_RECALL_MIN_DEN: 0.0366063, RECALL: 0.0366063, MAP: 0.0168417, MRR: 0.0477469, NDCG: 0.0296906, F1: 0.0168952, HIT_RATE: 0.1098188, ARHR: 0.0490856, RMSE: 0.9088717, NOVELTY: 0.0053385, AVERAGE_POPULARITY: 0.0639871, DIVERSITY_MEAN_INTER_LIST: 0.9969394, DIVERSITY_HERFINDAHL: 0.9996716, COVERAGE_ITEM: 0.6008110, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4716600, SHANNON_ENTROPY: 12.5961457, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 981, 'shrink': 1497, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0745193717868431, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0637293, PRECISION: 0.0111384, PRECISION_RECALL_MIN_DEN: 0.0371282, RECALL: 0.0371282, MAP: 0.0152575, MRR: 0.0437713, NDCG: 0.0282099, F1: 0.0171361, HIT_RATE: 0.1113845, ARHR: 0.0447608, RMSE: 1.1801808, NOVELTY: 0.0050154, AVERAGE_POPULARITY: 0.7678544, DIVERSITY_MEAN_INTER_LIST: 0.7203323, DIVERSITY_HERFINDAHL: 0.9720171, COVERAGE_ITEM: 0.0228710, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1079737, SHANNON_ENTROPY: 5.8147541, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0859123, PRECISION: 0.0148289, PRECISION_RECALL_MIN_DEN: 0.0494297, RECALL: 0.0494297, MAP: 0.0208649, MRR: 0.0586441, NDCG: 0.0379574, F1: 0.0228137, HIT_RATE: 0.1482890, ARHR: 0.0605634, RMSE: 0.9914142, NOVELTY: 0.0066496, AVERAGE_POPULARITY: 0.0801933, DIVERSITY_MEAN_INTER_LIST: 0.9956357, DIVERSITY_HERFINDAHL: 0.9995413, COVERAGE_ITEM: 0.5510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4291563, SHANNON_ENTROPY: 12.2633676, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 105, 'shrink': 125, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04099747666060028, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1027082, PRECISION: 0.0160143, PRECISION_RECALL_MIN_DEN: 0.0533810, RECALL: 0.0533810, MAP: 0.0256911, MRR: 0.0728266, NDCG: 0.0445253, F1: 0.0246374, HIT_RATE: 0.1601431, ARHR: 0.0749108, RMSE: 0.9883770, NOVELTY: 0.0065788, AVERAGE_POPULARITY: 0.1737227, DIVERSITY_MEAN_INTER_LIST: 0.9912835, DIVERSITY_HERFINDAHL: 0.9991062, COVERAGE_ITEM: 0.5811841, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3863685, SHANNON_ENTROPY: 11.9389591, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 26, 'shrink': 98, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.019885493509811395, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0911105, PRECISION: 0.0134422, PRECISION_RECALL_MIN_DEN: 0.0448073, RECALL: 0.0448073, MAP: 0.0223200, MRR: 0.0636661, NDCG: 0.0383198, F1: 0.0206803, HIT_RATE: 0.1344218, ARHR: 0.0652851, RMSE: 0.9802423, NOVELTY: 0.0067881, AVERAGE_POPULARITY: 0.1253238, DIVERSITY_MEAN_INTER_LIST: 0.9934823, DIVERSITY_HERFINDAHL: 0.9993260, COVERAGE_ITEM: 0.6290889, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4391273, SHANNON_ENTROPY: 12.3005616, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0859123, PRECISION: 0.0148289, PRECISION_RECALL_MIN_DEN: 0.0494297, RECALL: 0.0494297, MAP: 0.0208649, MRR: 0.0586441, NDCG: 0.0379574, F1: 0.0228137, HIT_RATE: 0.1482890, ARHR: 0.0605634, RMSE: 0.9914142, NOVELTY: 0.0066496, AVERAGE_POPULARITY: 0.0801933, DIVERSITY_MEAN_INTER_LIST: 0.9956357, DIVERSITY_HERFINDAHL: 0.9995413, COVERAGE_ITEM: 0.5510679, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4291563, SHANNON_ENTROPY: 12.2633676, 
