SearchBayesianSkopt: New best config found. Config 0: {'topK': 292, 'shrink': 15, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5869552193439884, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0005517, PRECISION: 0.0000820, PRECISION_RECALL_MIN_DEN: 0.0002732, RECALL: 0.0002732, MAP: 0.0001222, MRR: 0.0003666, NDCG: 0.0002221, F1: 0.0001261, HIT_RATE: 0.0008196, ARHR: 0.0003666, RMSE: 0.8866297, NOVELTY: 0.0067434, AVERAGE_POPULARITY: 0.0046822, DIVERSITY_MEAN_INTER_LIST: 0.9471042, DIVERSITY_HERFINDAHL: 0.9947059, COVERAGE_ITEM: 0.5014328, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2732421, SHANNON_ENTROPY: 10.7435078, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 499, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0459940, PRECISION: 0.0069276, PRECISION_RECALL_MIN_DEN: 0.0230921, RECALL: 0.0230921, MAP: 0.0121154, MRR: 0.0338162, NDCG: 0.0202355, F1: 0.0106579, HIT_RATE: 0.0692764, ARHR: 0.0350479, RMSE: 0.9852559, NOVELTY: 0.0062647, AVERAGE_POPULARITY: 0.0329054, DIVERSITY_MEAN_INTER_LIST: 0.9508864, DIVERSITY_HERFINDAHL: 0.9950841, COVERAGE_ITEM: 0.8860773, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4347888, SHANNON_ENTROPY: 12.0063391, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 1000, 'shrink': 391, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0639335, PRECISION: 0.0103746, PRECISION_RECALL_MIN_DEN: 0.0345819, RECALL: 0.0345819, MAP: 0.0165230, MRR: 0.0462608, NDCG: 0.0285790, F1: 0.0159609, HIT_RATE: 0.1037458, ARHR: 0.0478842, RMSE: 0.9640768, NOVELTY: 0.0052439, AVERAGE_POPULARITY: 0.5846216, DIVERSITY_MEAN_INTER_LIST: 0.7697655, DIVERSITY_HERFINDAHL: 0.9769728, COVERAGE_ITEM: 0.1747499, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0383400, SHANNON_ENTROPY: 6.3347110, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1000, 'shrink': 409, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0410335, PRECISION: 0.0064022, PRECISION_RECALL_MIN_DEN: 0.0213405, RECALL: 0.0213405, MAP: 0.0107102, MRR: 0.0297904, NDCG: 0.0181630, F1: 0.0098495, HIT_RATE: 0.0640216, ARHR: 0.0309410, RMSE: 0.9644976, NOVELTY: 0.0052743, AVERAGE_POPULARITY: 0.0587639, DIVERSITY_MEAN_INTER_LIST: 0.9500492, DIVERSITY_HERFINDAHL: 0.9950003, COVERAGE_ITEM: 0.7427954, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3894413, SHANNON_ENTROPY: 11.6387035, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 924, 'shrink': 991, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03129452961783886, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0738792, PRECISION: 0.0124138, PRECISION_RECALL_MIN_DEN: 0.0413794, RECALL: 0.0413794, MAP: 0.0189935, MRR: 0.0525607, NDCG: 0.0332615, F1: 0.0190982, HIT_RATE: 0.1241383, ARHR: 0.0547297, RMSE: 0.9421290, NOVELTY: 0.0053620, AVERAGE_POPULARITY: 0.5067554, DIVERSITY_MEAN_INTER_LIST: 0.8667073, DIVERSITY_HERFINDAHL: 0.9866666, COVERAGE_ITEM: 0.2165450, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0533149, SHANNON_ENTROPY: 7.2711125, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1000, 'shrink': 645, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0290168, PRECISION: 0.0045750, PRECISION_RECALL_MIN_DEN: 0.0152501, RECALL: 0.0152501, MAP: 0.0071359, MRR: 0.0205423, NDCG: 0.0125521, F1: 0.0070385, HIT_RATE: 0.0457504, ARHR: 0.0209710, RMSE: 0.8396563, NOVELTY: 0.0066662, AVERAGE_POPULARITY: 0.0619827, DIVERSITY_MEAN_INTER_LIST: 0.9438613, DIVERSITY_HERFINDAHL: 0.9943816, COVERAGE_ITEM: 0.5883212, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1566142, SHANNON_ENTROPY: 10.1310377, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 1000, 'shrink': 191, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0638427, PRECISION: 0.0104132, PRECISION_RECALL_MIN_DEN: 0.0347105, RECALL: 0.0347105, MAP: 0.0164750, MRR: 0.0461487, NDCG: 0.0285714, F1: 0.0160202, HIT_RATE: 0.1041315, ARHR: 0.0477588, RMSE: 0.9483305, NOVELTY: 0.0052488, AVERAGE_POPULARITY: 0.5805793, DIVERSITY_MEAN_INTER_LIST: 0.7793245, DIVERSITY_HERFINDAHL: 0.9779287, COVERAGE_ITEM: 0.1736145, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0389787, SHANNON_ENTROPY: 6.3924304, 
SearchBayesianSkopt: New best config found. Config 17: {'topK': 5, 'shrink': 825, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0844018, PRECISION: 0.0134455, PRECISION_RECALL_MIN_DEN: 0.0448183, RECALL: 0.0448183, MAP: 0.0221855, MRR: 0.0607101, NDCG: 0.0376562, F1: 0.0206854, HIT_RATE: 0.1344550, ARHR: 0.0635872, RMSE: 0.9965585, NOVELTY: 0.0058828, AVERAGE_POPULARITY: 0.2835046, DIVERSITY_MEAN_INTER_LIST: 0.9263118, DIVERSITY_HERFINDAHL: 0.9926267, COVERAGE_ITEM: 0.4262233, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1203766, SHANNON_ENTROPY: 9.2442575, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 996, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04277583403318431, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0592030, PRECISION: 0.0089813, PRECISION_RECALL_MIN_DEN: 0.0299378, RECALL: 0.0299378, MAP: 0.0154087, MRR: 0.0428504, NDCG: 0.0259021, F1: 0.0138175, HIT_RATE: 0.0898134, ARHR: 0.0445058, RMSE: 0.9756703, NOVELTY: 0.0068490, AVERAGE_POPULARITY: 0.0419700, DIVERSITY_MEAN_INTER_LIST: 0.9505338, DIVERSITY_HERFINDAHL: 0.9950488, COVERAGE_ITEM: 0.9122466, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3594501, SHANNON_ENTROPY: 11.8081172, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 206, 'shrink': 998, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.015838514503773164, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0711831, PRECISION: 0.0115316, PRECISION_RECALL_MIN_DEN: 0.0384387, RECALL: 0.0384387, MAP: 0.0185445, MRR: 0.0513659, NDCG: 0.0318736, F1: 0.0177409, HIT_RATE: 0.1153160, ARHR: 0.0534691, RMSE: 0.9869483, NOVELTY: 0.0053651, AVERAGE_POPULARITY: 0.5094278, DIVERSITY_MEAN_INTER_LIST: 0.8512396, DIVERSITY_HERFINDAHL: 0.9851199, COVERAGE_ITEM: 0.3121384, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0565766, SHANNON_ENTROPY: 7.3155556, 
SearchBayesianSkopt: New best config found. Config 20: {'topK': 120, 'shrink': 993, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.12858056306407487, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0981145, PRECISION: 0.0160777, PRECISION_RECALL_MIN_DEN: 0.0535924, RECALL: 0.0535924, MAP: 0.0255698, MRR: 0.0693053, NDCG: 0.0438961, F1: 0.0247349, HIT_RATE: 0.1607771, ARHR: 0.0729282, RMSE: 0.9767679, NOVELTY: 0.0057555, AVERAGE_POPULARITY: 0.3305937, DIVERSITY_MEAN_INTER_LIST: 0.9292330, DIVERSITY_HERFINDAHL: 0.9929188, COVERAGE_ITEM: 0.4096783, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0993468, SHANNON_ENTROPY: 8.9720660, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0832791, PRECISION: 0.0132237, PRECISION_RECALL_MIN_DEN: 0.0440791, RECALL: 0.0440791, MAP: 0.0219395, MRR: 0.0601578, NDCG: 0.0371770, F1: 0.0203442, HIT_RATE: 0.1322374, ARHR: 0.0629427, RMSE: 0.9970147, NOVELTY: 0.0058863, AVERAGE_POPULARITY: 0.2841395, DIVERSITY_MEAN_INTER_LIST: 0.9257046, DIVERSITY_HERFINDAHL: 0.9925660, COVERAGE_ITEM: 0.4279535, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1209149, SHANNON_ENTROPY: 9.2393038, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 172, 'shrink': 890, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2110588485375618, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0967023, PRECISION: 0.0157836, PRECISION_RECALL_MIN_DEN: 0.0526121, RECALL: 0.0526121, MAP: 0.0251404, MRR: 0.0685409, NDCG: 0.0431966, F1: 0.0242825, HIT_RATE: 0.1578364, ARHR: 0.0719072, RMSE: 0.9718661, NOVELTY: 0.0057246, AVERAGE_POPULARITY: 0.3497709, DIVERSITY_MEAN_INTER_LIST: 0.9241703, DIVERSITY_HERFINDAHL: 0.9924126, COVERAGE_ITEM: 0.4414166, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0960417, SHANNON_ENTROPY: 8.8636227, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 82, 'shrink': 889, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.29338869279805607, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0548936, PRECISION: 0.0083209, PRECISION_RECALL_MIN_DEN: 0.0277363, RECALL: 0.0277363, MAP: 0.0145063, MRR: 0.0402548, NDCG: 0.0242236, F1: 0.0128014, HIT_RATE: 0.0832088, ARHR: 0.0418481, RMSE: 0.9918795, NOVELTY: 0.0062310, AVERAGE_POPULARITY: 0.0337055, DIVERSITY_MEAN_INTER_LIST: 0.9508226, DIVERSITY_HERFINDAHL: 0.9950777, COVERAGE_ITEM: 0.9224115, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4407916, SHANNON_ENTROPY: 12.0442806, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0029568, PRECISION: 0.0003616, PRECISION_RECALL_MIN_DEN: 0.0012052, RECALL: 0.0012052, MAP: 0.0008024, MRR: 0.0023591, NDCG: 0.0012582, F1: 0.0005563, HIT_RATE: 0.0036157, ARHR: 0.0023832, RMSE: 0.9995743, NOVELTY: 0.0057720, AVERAGE_POPULARITY: 0.0072104, DIVERSITY_MEAN_INTER_LIST: 0.5503706, DIVERSITY_HERFINDAHL: 0.9550344, COVERAGE_ITEM: 0.3941606, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0890266, SHANNON_ENTROPY: 6.5697448, 
SearchBayesianSkopt: New best config found. Config 25: {'topK': 5, 'shrink': 890, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1000188, PRECISION: 0.0152582, PRECISION_RECALL_MIN_DEN: 0.0508605, RECALL: 0.0508605, MAP: 0.0267500, MRR: 0.0725488, NDCG: 0.0443094, F1: 0.0234741, HIT_RATE: 0.1525816, ARHR: 0.0763223, RMSE: 0.9886434, NOVELTY: 0.0062858, AVERAGE_POPULARITY: 0.1398392, DIVERSITY_MEAN_INTER_LIST: 0.8700795, DIVERSITY_HERFINDAHL: 0.9870038, COVERAGE_ITEM: 0.5660989, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1527981, SHANNON_ENTROPY: 9.4007676, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 44, 'shrink': 135, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.13868200367601993, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0646702, PRECISION: 0.0099311, PRECISION_RECALL_MIN_DEN: 0.0331035, RECALL: 0.0331035, MAP: 0.0171727, MRR: 0.0471664, NDCG: 0.0286727, F1: 0.0152786, HIT_RATE: 0.0993106, ARHR: 0.0492828, RMSE: 0.9827095, NOVELTY: 0.0057695, AVERAGE_POPULARITY: 0.0585832, DIVERSITY_MEAN_INTER_LIST: 0.9502021, DIVERSITY_HERFINDAHL: 0.9950156, COVERAGE_ITEM: 0.8664504, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3879996, SHANNON_ENTROPY: 11.7818806, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 5, 'shrink': 890, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1000188, PRECISION: 0.0152582, PRECISION_RECALL_MIN_DEN: 0.0508605, RECALL: 0.0508605, MAP: 0.0267500, MRR: 0.0725488, NDCG: 0.0443094, F1: 0.0234741, HIT_RATE: 0.1525816, ARHR: 0.0763223, RMSE: 0.9886434, NOVELTY: 0.0062858, AVERAGE_POPULARITY: 0.1398392, DIVERSITY_MEAN_INTER_LIST: 0.8700795, DIVERSITY_HERFINDAHL: 0.9870038, COVERAGE_ITEM: 0.5660989, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1527981, SHANNON_ENTROPY: 9.4007676, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0365715, PRECISION: 0.0055199, PRECISION_RECALL_MIN_DEN: 0.0183998, RECALL: 0.0183998, MAP: 0.0091204, MRR: 0.0260634, NDCG: 0.0156807, F1: 0.0084922, HIT_RATE: 0.0551993, ARHR: 0.0267083, RMSE: 0.9736469, NOVELTY: 0.0065291, AVERAGE_POPULARITY: 0.0784597, DIVERSITY_MEAN_INTER_LIST: 0.9366877, DIVERSITY_HERFINDAHL: 0.9936643, COVERAGE_ITEM: 0.5978373, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1732473, SHANNON_ENTROPY: 10.2550734, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0832791, PRECISION: 0.0132237, PRECISION_RECALL_MIN_DEN: 0.0440791, RECALL: 0.0440791, MAP: 0.0219395, MRR: 0.0601578, NDCG: 0.0371770, F1: 0.0203442, HIT_RATE: 0.1322374, ARHR: 0.0629427, RMSE: 0.9970147, NOVELTY: 0.0058863, AVERAGE_POPULARITY: 0.2841395, DIVERSITY_MEAN_INTER_LIST: 0.9257046, DIVERSITY_HERFINDAHL: 0.9925660, COVERAGE_ITEM: 0.4279535, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1209149, SHANNON_ENTROPY: 9.2393038, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 815, 'shrink': 578, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.015136604775628951, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0817690, PRECISION: 0.0137348, PRECISION_RECALL_MIN_DEN: 0.0457825, RECALL: 0.0457825, MAP: 0.0207723, MRR: 0.0572241, NDCG: 0.0365272, F1: 0.0211304, HIT_RATE: 0.1373475, ARHR: 0.0597256, RMSE: 0.9492964, NOVELTY: 0.0054823, AVERAGE_POPULARITY: 0.4479520, DIVERSITY_MEAN_INTER_LIST: 0.8949668, DIVERSITY_HERFINDAHL: 0.9894924, COVERAGE_ITEM: 0.2909976, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0673352, SHANNON_ENTROPY: 7.8928305, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0832791, PRECISION: 0.0132237, PRECISION_RECALL_MIN_DEN: 0.0440791, RECALL: 0.0440791, MAP: 0.0219395, MRR: 0.0601578, NDCG: 0.0371770, F1: 0.0203442, HIT_RATE: 0.1322374, ARHR: 0.0629427, RMSE: 0.9970147, NOVELTY: 0.0058863, AVERAGE_POPULARITY: 0.2841395, DIVERSITY_MEAN_INTER_LIST: 0.9257046, DIVERSITY_HERFINDAHL: 0.9925660, COVERAGE_ITEM: 0.4279535, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1209149, SHANNON_ENTROPY: 9.2393038, 
