SearchBayesianSkopt: New best config found. Config 0: {'topK': 263, 'shrink': 368, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6483116455812844, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1054301, PRECISION: 0.0160756, PRECISION_RECALL_MIN_DEN: 0.0535854, RECALL: 0.0535854, MAP: 0.0282005, MRR: 0.0774497, NDCG: 0.0468442, F1: 0.0247317, HIT_RATE: 0.1607562, ARHR: 0.0809695, RMSE: 0.8554758, NOVELTY: 0.0070679, AVERAGE_POPULARITY: 0.2256648, DIVERSITY_MEAN_INTER_LIST: 0.9870001, DIVERSITY_HERFINDAHL: 0.9986939, COVERAGE_ITEM: 0.9395838, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.3421754, SHANNON_ENTROPY: 11.8472496, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 1000, 'shrink': 508, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0799155, PRECISION: 0.0129247, PRECISION_RECALL_MIN_DEN: 0.0430825, RECALL: 0.0430825, MAP: 0.0205319, MRR: 0.0575668, NDCG: 0.0355678, F1: 0.0198842, HIT_RATE: 0.1292475, ARHR: 0.0595420, RMSE: 0.9608872, NOVELTY: 0.0050732, AVERAGE_POPULARITY: 0.7512052, DIVERSITY_MEAN_INTER_LIST: 0.6949117, DIVERSITY_HERFINDAHL: 0.9694869, COVERAGE_ITEM: 0.1918981, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.0435907, SHANNON_ENTROPY: 6.1453332, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 363, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0857153, PRECISION: 0.0140615, PRECISION_RECALL_MIN_DEN: 0.0468718, RECALL: 0.0468718, MAP: 0.0222577, MRR: 0.0619319, NDCG: 0.0385202, F1: 0.0216331, HIT_RATE: 0.1406153, ARHR: 0.0643125, RMSE: 0.9804177, NOVELTY: 0.0051736, AVERAGE_POPULARITY: 0.6978496, DIVERSITY_MEAN_INTER_LIST: 0.7800590, DIVERSITY_HERFINDAHL: 0.9780011, COVERAGE_ITEM: 0.2760493, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.0580433, SHANNON_ENTROPY: 6.8699424, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1120082137368243, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0914179, PRECISION: 0.0144569, PRECISION_RECALL_MIN_DEN: 0.0481898, RECALL: 0.0481898, MAP: 0.0239858, MRR: 0.0667995, NDCG: 0.0408029, F1: 0.0222414, HIT_RATE: 0.1445694, ARHR: 0.0693418, RMSE: 0.9745290, NOVELTY: 0.0052037, AVERAGE_POPULARITY: 0.6784943, DIVERSITY_MEAN_INTER_LIST: 0.7939761, DIVERSITY_HERFINDAHL: 0.9793927, COVERAGE_ITEM: 0.2924758, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.0543495, SHANNON_ENTROPY: 6.9586794, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 877, 'shrink': 882, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8571682189283172, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0457080, PRECISION: 0.0069566, PRECISION_RECALL_MIN_DEN: 0.0231888, RECALL: 0.0231888, MAP: 0.0113169, MRR: 0.0321542, NDCG: 0.0195410, F1: 0.0107025, HIT_RATE: 0.0695663, ARHR: 0.0330411, RMSE: 1.3403025, NOVELTY: 0.0068806, AVERAGE_POPULARITY: 0.0876269, DIVERSITY_MEAN_INTER_LIST: 0.9870541, DIVERSITY_HERFINDAHL: 0.9986993, COVERAGE_ITEM: 0.6810747, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.2049001, SHANNON_ENTROPY: 11.0057420, 
SearchBayesianSkopt: New best config found. Config 15: {'topK': 5, 'shrink': 247, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1154857, PRECISION: 0.0184851, PRECISION_RECALL_MIN_DEN: 0.0616170, RECALL: 0.0616170, MAP: 0.0301916, MRR: 0.0825332, NDCG: 0.0514259, F1: 0.0284386, HIT_RATE: 0.1848511, ARHR: 0.0864761, RMSE: 0.9913066, NOVELTY: 0.0059512, AVERAGE_POPULARITY: 0.3524180, DIVERSITY_MEAN_INTER_LIST: 0.9790496, DIVERSITY_HERFINDAHL: 0.9978989, COVERAGE_ITEM: 0.5207072, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1499282, SHANNON_ENTROPY: 10.1111264, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 1000, 'shrink': 187, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0800829, PRECISION: 0.0131348, PRECISION_RECALL_MIN_DEN: 0.0437827, RECALL: 0.0437827, MAP: 0.0206427, MRR: 0.0578545, NDCG: 0.0358912, F1: 0.0202074, HIT_RATE: 0.1313481, ARHR: 0.0598560, RMSE: 0.9331875, NOVELTY: 0.0050808, AVERAGE_POPULARITY: 0.7448922, DIVERSITY_MEAN_INTER_LIST: 0.7146065, DIVERSITY_HERFINDAHL: 0.9714562, COVERAGE_ITEM: 0.1901580, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.0446490, SHANNON_ENTROPY: 6.2342691, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1396379193437034, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1000071, PRECISION: 0.0152477, PRECISION_RECALL_MIN_DEN: 0.0508258, RECALL: 0.0508258, MAP: 0.0262679, MRR: 0.0724655, NDCG: 0.0439945, F1: 0.0234581, HIT_RATE: 0.1524774, ARHR: 0.0755848, RMSE: 0.9959329, NOVELTY: 0.0062192, AVERAGE_POPULARITY: 0.3266745, DIVERSITY_MEAN_INTER_LIST: 0.9760248, DIVERSITY_HERFINDAHL: 0.9975964, COVERAGE_ITEM: 0.4270899, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1824150, SHANNON_ENTROPY: 10.0430130, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0459227, PRECISION: 0.0083529, PRECISION_RECALL_MIN_DEN: 0.0278430, RECALL: 0.0278430, MAP: 0.0108032, MRR: 0.0295910, NDCG: 0.0202542, F1: 0.0128506, HIT_RATE: 0.0835290, ARHR: 0.0309754, RMSE: 0.9899367, NOVELTY: 0.0084447, AVERAGE_POPULARITY: 0.0887785, DIVERSITY_MEAN_INTER_LIST: 0.9478714, DIVERSITY_HERFINDAHL: 0.9947813, COVERAGE_ITEM: 0.6103571, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.2650278, SHANNON_ENTROPY: 10.6748149, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 88, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9558372178426657, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1000808, PRECISION: 0.0154146, PRECISION_RECALL_MIN_DEN: 0.0513819, RECALL: 0.0513819, MAP: 0.0263893, MRR: 0.0725462, NDCG: 0.0442417, F1: 0.0237147, HIT_RATE: 0.1541456, ARHR: 0.0757902, RMSE: 0.9856948, NOVELTY: 0.0056703, AVERAGE_POPULARITY: 0.4627900, DIVERSITY_MEAN_INTER_LIST: 0.9473342, DIVERSITY_HERFINDAHL: 0.9947276, COVERAGE_ITEM: 0.5215424, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1096015, SHANNON_ENTROPY: 9.1354749, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 5, 'shrink': 560, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5738641797072943, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1055899, PRECISION: 0.0163722, PRECISION_RECALL_MIN_DEN: 0.0545739, RECALL: 0.0545739, MAP: 0.0277713, MRR: 0.0765479, NDCG: 0.0467479, F1: 0.0251880, HIT_RATE: 0.1637217, ARHR: 0.0798777, RMSE: 0.9939507, NOVELTY: 0.0061021, AVERAGE_POPULARITY: 0.3344636, DIVERSITY_MEAN_INTER_LIST: 0.9792147, DIVERSITY_HERFINDAHL: 0.9979154, COVERAGE_ITEM: 0.5819587, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1657915, SHANNON_ENTROPY: 10.2885220, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 5, 'shrink': 539, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5756287507523172, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1058074, PRECISION: 0.0163907, PRECISION_RECALL_MIN_DEN: 0.0546357, RECALL: 0.0546357, MAP: 0.0278061, MRR: 0.0766351, NDCG: 0.0468050, F1: 0.0252165, HIT_RATE: 0.1639071, ARHR: 0.0799730, RMSE: 0.9937926, NOVELTY: 0.0061031, AVERAGE_POPULARITY: 0.3336708, DIVERSITY_MEAN_INTER_LIST: 0.9793160, DIVERSITY_HERFINDAHL: 0.9979255, COVERAGE_ITEM: 0.5817498, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1658159, SHANNON_ENTROPY: 10.2913561, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 5, 'shrink': 548, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5846648281001282, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1055899, PRECISION: 0.0163845, PRECISION_RECALL_MIN_DEN: 0.0546151, RECALL: 0.0546151, MAP: 0.0277787, MRR: 0.0765733, NDCG: 0.0467682, F1: 0.0252070, HIT_RATE: 0.1638453, ARHR: 0.0799014, RMSE: 0.9938561, NOVELTY: 0.0061041, AVERAGE_POPULARITY: 0.3335872, DIVERSITY_MEAN_INTER_LIST: 0.9793121, DIVERSITY_HERFINDAHL: 0.9979252, COVERAGE_ITEM: 0.5815410, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1660931, SHANNON_ENTROPY: 10.2926977, 
SearchBayesianSkopt: New best config found. Config 23: {'topK': 37, 'shrink': 647, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.010346791881271635, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1248631, PRECISION: 0.0193439, PRECISION_RECALL_MIN_DEN: 0.0644796, RECALL: 0.0644796, MAP: 0.0332334, MRR: 0.0904465, NDCG: 0.0554940, F1: 0.0297598, HIT_RATE: 0.1934388, ARHR: 0.0949801, RMSE: 0.9866180, NOVELTY: 0.0063784, AVERAGE_POPULARITY: 0.2736409, DIVERSITY_MEAN_INTER_LIST: 0.9860980, DIVERSITY_HERFINDAHL: 0.9986037, COVERAGE_ITEM: 0.7445535, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.2117905, SHANNON_ENTROPY: 11.0267916, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 471, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1097188, PRECISION: 0.0174410, PRECISION_RECALL_MIN_DEN: 0.0581367, RECALL: 0.0581367, MAP: 0.0286967, MRR: 0.0785535, NDCG: 0.0487672, F1: 0.0268323, HIT_RATE: 0.1744100, ARHR: 0.0822554, RMSE: 0.9937729, NOVELTY: 0.0059616, AVERAGE_POPULARITY: 0.3613875, DIVERSITY_MEAN_INTER_LIST: 0.9770975, DIVERSITY_HERFINDAHL: 0.9977037, COVERAGE_ITEM: 0.5467391, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1493674, SHANNON_ENTROPY: 10.0794093, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 5, 'shrink': 471, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1097188, PRECISION: 0.0174410, PRECISION_RECALL_MIN_DEN: 0.0581367, RECALL: 0.0581367, MAP: 0.0286967, MRR: 0.0785535, NDCG: 0.0487672, F1: 0.0268323, HIT_RATE: 0.1744100, ARHR: 0.0822554, RMSE: 0.9937729, NOVELTY: 0.0059616, AVERAGE_POPULARITY: 0.3613875, DIVERSITY_MEAN_INTER_LIST: 0.9770975, DIVERSITY_HERFINDAHL: 0.9977037, COVERAGE_ITEM: 0.5467391, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1493674, SHANNON_ENTROPY: 10.0794093, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 94, 'shrink': 992, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.011637674423121915, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1220213, PRECISION: 0.0199493, PRECISION_RECALL_MIN_DEN: 0.0664978, RECALL: 0.0664978, MAP: 0.0320805, MRR: 0.0870744, NDCG: 0.0548405, F1: 0.0306913, HIT_RATE: 0.1994934, ARHR: 0.0915578, RMSE: 0.9596992, NOVELTY: 0.0057660, AVERAGE_POPULARITY: 0.4127163, DIVERSITY_MEAN_INTER_LIST: 0.9668585, DIVERSITY_HERFINDAHL: 0.9966799, COVERAGE_ITEM: 0.4574372, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1301866, SHANNON_ENTROPY: 9.6045354, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 5, 'shrink': 539, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1086527, PRECISION: 0.0172371, PRECISION_RECALL_MIN_DEN: 0.0574571, RECALL: 0.0574571, MAP: 0.0284611, MRR: 0.0779491, NDCG: 0.0483118, F1: 0.0265186, HIT_RATE: 0.1723712, ARHR: 0.0816055, RMSE: 0.9942500, NOVELTY: 0.0059654, AVERAGE_POPULARITY: 0.3629966, DIVERSITY_MEAN_INTER_LIST: 0.9767668, DIVERSITY_HERFINDAHL: 0.9976706, COVERAGE_ITEM: 0.5534210, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1492607, SHANNON_ENTROPY: 10.0766864, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 5, 'shrink': 554, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1085196, PRECISION: 0.0171939, PRECISION_RECALL_MIN_DEN: 0.0573129, RECALL: 0.0573129, MAP: 0.0284998, MRR: 0.0780261, NDCG: 0.0482993, F1: 0.0264521, HIT_RATE: 0.1719387, ARHR: 0.0817020, RMSE: 0.9943508, NOVELTY: 0.0059673, AVERAGE_POPULARITY: 0.3628721, DIVERSITY_MEAN_INTER_LIST: 0.9767275, DIVERSITY_HERFINDAHL: 0.9976667, COVERAGE_ITEM: 0.5539779, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1496467, SHANNON_ENTROPY: 10.0781669, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 43, 'shrink': 36, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.008863846273950317, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0262210, PRECISION: 0.0031323, PRECISION_RECALL_MIN_DEN: 0.0104411, RECALL: 0.0104411, MAP: 0.0076590, MRR: 0.0221667, NDCG: 0.0115893, F1: 0.0048190, HIT_RATE: 0.0313234, ARHR: 0.0225657, RMSE: 1.0103107, NOVELTY: 0.0083622, AVERAGE_POPULARITY: 0.0226241, DIVERSITY_MEAN_INTER_LIST: 0.9989841, DIVERSITY_HERFINDAHL: 0.9998922, COVERAGE_ITEM: 0.9853832, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.6286677, SHANNON_ENTROPY: 13.4577954, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 822, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4230239630595816, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1042771, PRECISION: 0.0162857, PRECISION_RECALL_MIN_DEN: 0.0542856, RECALL: 0.0542856, MAP: 0.0273966, MRR: 0.0754642, NDCG: 0.0462493, F1: 0.0250549, HIT_RATE: 0.1628568, ARHR: 0.0787756, RMSE: 0.9954600, NOVELTY: 0.0060759, AVERAGE_POPULARITY: 0.3456946, DIVERSITY_MEAN_INTER_LIST: 0.9776990, DIVERSITY_HERFINDAHL: 0.9977639, COVERAGE_ITEM: 0.5809842, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1629325, SHANNON_ENTROPY: 10.2224060, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 791, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4277249166040403, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1042899, PRECISION: 0.0162919, PRECISION_RECALL_MIN_DEN: 0.0543062, RECALL: 0.0543062, MAP: 0.0274455, MRR: 0.0755774, NDCG: 0.0463018, F1: 0.0250644, HIT_RATE: 0.1629186, ARHR: 0.0789051, RMSE: 0.9953275, NOVELTY: 0.0060767, AVERAGE_POPULARITY: 0.3451032, DIVERSITY_MEAN_INTER_LIST: 0.9777938, DIVERSITY_HERFINDAHL: 0.9977733, COVERAGE_ITEM: 0.5806362, COVERAGE_USER: 0.9999382, DIVERSITY_GINI: 0.1630939, SHANNON_ENTROPY: 10.2262168, 
