SearchBayesianSkopt: New best config found. Config 0: {'topK': 487, 'shrink': 50, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9585582367405048, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0205378, PRECISION: 0.0033216, PRECISION_RECALL_MIN_DEN: 0.0110720, RECALL: 0.0110720, MAP: 0.0051373, MRR: 0.0146230, NDCG: 0.0090328, F1: 0.0051102, HIT_RATE: 0.0332160, ARHR: 0.0150144, RMSE: 0.8817258, NOVELTY: 0.0096343, AVERAGE_POPULARITY: 0.0322237, DIVERSITY_MEAN_INTER_LIST: 0.9504841, DIVERSITY_HERFINDAHL: 0.9950438, COVERAGE_ITEM: 0.7867382, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4158987, SHANNON_ENTROPY: 11.6488953, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 999, 'shrink': 932, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.98095719499238, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0589027, PRECISION: 0.0094393, PRECISION_RECALL_MIN_DEN: 0.0314644, RECALL: 0.0314644, MAP: 0.0148799, MRR: 0.0421465, NDCG: 0.0259360, F1: 0.0145220, HIT_RATE: 0.0943933, ARHR: 0.0433848, RMSE: 1.8866718, NOVELTY: 0.0076288, AVERAGE_POPULARITY: 0.4011363, DIVERSITY_MEAN_INTER_LIST: 0.9029875, DIVERSITY_HERFINDAHL: 0.9902944, COVERAGE_ITEM: 0.3740263, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0971135, SHANNON_ENTROPY: 8.3374134, 
SearchBayesianSkopt: New best config found. Config 12: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0706255, PRECISION: 0.0114979, PRECISION_RECALL_MIN_DEN: 0.0383262, RECALL: 0.0383262, MAP: 0.0181972, MRR: 0.0510865, NDCG: 0.0315800, F1: 0.0176890, HIT_RATE: 0.1149785, ARHR: 0.0528192, RMSE: 7.0694190, NOVELTY: 0.0072254, AVERAGE_POPULARITY: 0.5311505, DIVERSITY_MEAN_INTER_LIST: 0.8430585, DIVERSITY_HERFINDAHL: 0.9843018, COVERAGE_ITEM: 0.1425018, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0525947, SHANNON_ENTROPY: 6.8414924, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0678649, PRECISION: 0.0111459, PRECISION_RECALL_MIN_DEN: 0.0371531, RECALL: 0.0371531, MAP: 0.0173338, MRR: 0.0488606, NDCG: 0.0303212, F1: 0.0171476, HIT_RATE: 0.1114593, ARHR: 0.0504191, RMSE: 1.7479291, NOVELTY: 0.0072304, AVERAGE_POPULARITY: 0.5284295, DIVERSITY_MEAN_INTER_LIST: 0.8418909, DIVERSITY_HERFINDAHL: 0.9841850, COVERAGE_ITEM: 0.1374615, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0558407, SHANNON_ENTROPY: 6.8749005, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 993, 'shrink': 986, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03322193909990823, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0702390, PRECISION: 0.0114448, PRECISION_RECALL_MIN_DEN: 0.0381494, RECALL: 0.0381494, MAP: 0.0180949, MRR: 0.0503765, NDCG: 0.0313572, F1: 0.0176074, HIT_RATE: 0.1144482, ARHR: 0.0523103, RMSE: 0.9883408, NOVELTY: 0.0072539, AVERAGE_POPULARITY: 0.5204395, DIVERSITY_MEAN_INTER_LIST: 0.8515779, DIVERSITY_HERFINDAHL: 0.9851537, COVERAGE_ITEM: 0.1812529, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0519403, SHANNON_ENTROPY: 6.9926657, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 653, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0708884, PRECISION: 0.0115702, PRECISION_RECALL_MIN_DEN: 0.0385672, RECALL: 0.0385672, MAP: 0.0180511, MRR: 0.0504651, NDCG: 0.0314816, F1: 0.0178003, HIT_RATE: 0.1157017, ARHR: 0.0522904, RMSE: 6.0698180, NOVELTY: 0.0073224, AVERAGE_POPULARITY: 0.4842512, DIVERSITY_MEAN_INTER_LIST: 0.8766096, DIVERSITY_HERFINDAHL: 0.9876567, COVERAGE_ITEM: 0.1713033, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0674402, SHANNON_ENTROPY: 7.3825623, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 663, 'shrink': 949, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.911336247047248, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0506891, PRECISION: 0.0081425, PRECISION_RECALL_MIN_DEN: 0.0271417, RECALL: 0.0271417, MAP: 0.0124354, MRR: 0.0355725, NDCG: 0.0220193, F1: 0.0125269, HIT_RATE: 0.0814251, ARHR: 0.0364367, RMSE: 0.9922814, NOVELTY: 0.0078453, AVERAGE_POPULARITY: 0.3384662, DIVERSITY_MEAN_INTER_LIST: 0.9213651, DIVERSITY_HERFINDAHL: 0.9921321, COVERAGE_ITEM: 0.4898213, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1232855, SHANNON_ENTROPY: 9.0474332, 
SearchBayesianSkopt: New best config found. Config 17: {'topK': 628, 'shrink': 61, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.004328093372676812, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0719513, PRECISION: 0.0117341, PRECISION_RECALL_MIN_DEN: 0.0391136, RECALL: 0.0391136, MAP: 0.0182669, MRR: 0.0510786, NDCG: 0.0318885, F1: 0.0180524, HIT_RATE: 0.1173408, ARHR: 0.0529178, RMSE: 4.6945671, NOVELTY: 0.0073225, AVERAGE_POPULARITY: 0.4840464, DIVERSITY_MEAN_INTER_LIST: 0.8770665, DIVERSITY_HERFINDAHL: 0.9877024, COVERAGE_ITEM: 0.1722851, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0671945, SHANNON_ENTROPY: 7.3846747, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 684, 'shrink': 23, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9955569136480023, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0326851, PRECISION: 0.0054235, PRECISION_RECALL_MIN_DEN: 0.0180784, RECALL: 0.0180784, MAP: 0.0078094, MRR: 0.0224704, NDCG: 0.0141756, F1: 0.0083439, HIT_RATE: 0.0542352, ARHR: 0.0229494, RMSE: 4.5570445, NOVELTY: 0.0081491, AVERAGE_POPULARITY: 0.2647269, DIVERSITY_MEAN_INTER_LIST: 0.9323977, DIVERSITY_HERFINDAHL: 0.9932353, COVERAGE_ITEM: 0.3799830, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1599305, SHANNON_ENTROPY: 9.3981017, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0678649, PRECISION: 0.0111459, PRECISION_RECALL_MIN_DEN: 0.0371531, RECALL: 0.0371531, MAP: 0.0173338, MRR: 0.0488606, NDCG: 0.0303212, F1: 0.0171476, HIT_RATE: 0.1114593, ARHR: 0.0504191, RMSE: 1.7479291, NOVELTY: 0.0072304, AVERAGE_POPULARITY: 0.5284295, DIVERSITY_MEAN_INTER_LIST: 0.8418909, DIVERSITY_HERFINDAHL: 0.9841850, COVERAGE_ITEM: 0.1374615, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0558407, SHANNON_ENTROPY: 6.8749005, 
SearchBayesianSkopt: New best config found. Config 20: {'topK': 989, 'shrink': 956, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03423793789545516, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0713878, PRECISION: 0.0117534, PRECISION_RECALL_MIN_DEN: 0.0391779, RECALL: 0.0391779, MAP: 0.0183715, MRR: 0.0513342, NDCG: 0.0319958, F1: 0.0180821, HIT_RATE: 0.1175336, ARHR: 0.0532004, RMSE: 1.9716655, NOVELTY: 0.0072175, AVERAGE_POPULARITY: 0.5367492, DIVERSITY_MEAN_INTER_LIST: 0.8379919, DIVERSITY_HERFINDAHL: 0.9837952, COVERAGE_ITEM: 0.1520587, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0493669, SHANNON_ENTROPY: 6.7805045, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 589, 'shrink': 970, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.009482211486614435, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0700885, PRECISION: 0.0114255, PRECISION_RECALL_MIN_DEN: 0.0380851, RECALL: 0.0380851, MAP: 0.0181176, MRR: 0.0504061, NDCG: 0.0313550, F1: 0.0175778, HIT_RATE: 0.1142554, ARHR: 0.0523680, RMSE: 0.9916994, NOVELTY: 0.0073453, AVERAGE_POPULARITY: 0.4754597, DIVERSITY_MEAN_INTER_LIST: 0.8837430, DIVERSITY_HERFINDAHL: 0.9883700, COVERAGE_ITEM: 0.2126726, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0618363, SHANNON_ENTROPY: 7.4765321, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 684, 'shrink': 988, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.01147505977518293, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0708761, PRECISION: 0.0115702, PRECISION_RECALL_MIN_DEN: 0.0385672, RECALL: 0.0385672, MAP: 0.0182930, MRR: 0.0509387, NDCG: 0.0316994, F1: 0.0178003, HIT_RATE: 0.1157017, ARHR: 0.0528949, RMSE: 0.9909346, NOVELTY: 0.0073172, AVERAGE_POPULARITY: 0.4888255, DIVERSITY_MEAN_INTER_LIST: 0.8755408, DIVERSITY_HERFINDAHL: 0.9875499, COVERAGE_ITEM: 0.2021994, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0588195, SHANNON_ENTROPY: 7.3353172, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0700238, PRECISION: 0.0113050, PRECISION_RECALL_MIN_DEN: 0.0376834, RECALL: 0.0376834, MAP: 0.0179959, MRR: 0.0501586, NDCG: 0.0311205, F1: 0.0173923, HIT_RATE: 0.1130502, ARHR: 0.0520525, RMSE: 0.9884394, NOVELTY: 0.0072552, AVERAGE_POPULARITY: 0.5195978, DIVERSITY_MEAN_INTER_LIST: 0.8519552, DIVERSITY_HERFINDAHL: 0.9851914, COVERAGE_ITEM: 0.1790928, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0526529, SHANNON_ENTROPY: 7.0025965, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0700238, PRECISION: 0.0113050, PRECISION_RECALL_MIN_DEN: 0.0376834, RECALL: 0.0376834, MAP: 0.0179959, MRR: 0.0501586, NDCG: 0.0311205, F1: 0.0173923, HIT_RATE: 0.1130502, ARHR: 0.0520525, RMSE: 0.9884394, NOVELTY: 0.0072552, AVERAGE_POPULARITY: 0.5195978, DIVERSITY_MEAN_INTER_LIST: 0.8519552, DIVERSITY_HERFINDAHL: 0.9851914, COVERAGE_ITEM: 0.1790928, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0526529, SHANNON_ENTROPY: 7.0025965, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 981, 'shrink': 47, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9324761803038453, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0583898, PRECISION: 0.0092851, PRECISION_RECALL_MIN_DEN: 0.0309502, RECALL: 0.0309502, MAP: 0.0148225, MRR: 0.0420484, NDCG: 0.0257180, F1: 0.0142847, HIT_RATE: 0.0928506, ARHR: 0.0432414, RMSE: 0.9767483, NOVELTY: 0.0076958, AVERAGE_POPULARITY: 0.3719528, DIVERSITY_MEAN_INTER_LIST: 0.9144997, DIVERSITY_HERFINDAHL: 0.9914456, COVERAGE_ITEM: 0.3877070, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1051120, SHANNON_ENTROPY: 8.6335380, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0678649, PRECISION: 0.0111459, PRECISION_RECALL_MIN_DEN: 0.0371531, RECALL: 0.0371531, MAP: 0.0173338, MRR: 0.0488606, NDCG: 0.0303212, F1: 0.0171476, HIT_RATE: 0.1114593, ARHR: 0.0504191, RMSE: 1.7479291, NOVELTY: 0.0072304, AVERAGE_POPULARITY: 0.5284295, DIVERSITY_MEAN_INTER_LIST: 0.8418909, DIVERSITY_HERFINDAHL: 0.9841850, COVERAGE_ITEM: 0.1374615, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0558407, SHANNON_ENTROPY: 6.8749005, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 629, 'shrink': 59, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.008308095752781243, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0700386, PRECISION: 0.0114689, PRECISION_RECALL_MIN_DEN: 0.0382298, RECALL: 0.0382298, MAP: 0.0182285, MRR: 0.0507626, NDCG: 0.0315159, F1: 0.0176445, HIT_RATE: 0.1146893, ARHR: 0.0527078, RMSE: 0.9256108, NOVELTY: 0.0073082, AVERAGE_POPULARITY: 0.4924884, DIVERSITY_MEAN_INTER_LIST: 0.8733303, DIVERSITY_HERFINDAHL: 0.9873288, COVERAGE_ITEM: 0.1972246, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0581900, SHANNON_ENTROPY: 7.2951252, 
SearchBayesianSkopt: New best config found. Config 28: {'topK': 732, 'shrink': 996, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.017280748707839026, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0722354, PRECISION: 0.0118594, PRECISION_RECALL_MIN_DEN: 0.0395314, RECALL: 0.0395314, MAP: 0.0186330, MRR: 0.0519683, NDCG: 0.0323734, F1: 0.0182453, HIT_RATE: 0.1185942, ARHR: 0.0539103, RMSE: 1.6659176, NOVELTY: 0.0072524, AVERAGE_POPULARITY: 0.5171799, DIVERSITY_MEAN_INTER_LIST: 0.8566308, DIVERSITY_HERFINDAHL: 0.9856589, COVERAGE_ITEM: 0.1582771, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0540132, SHANNON_ENTROPY: 6.9948297, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 991, 'shrink': 189, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.007809171573252229, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0289938, PRECISION: 0.0042617, PRECISION_RECALL_MIN_DEN: 0.0142056, RECALL: 0.0142056, MAP: 0.0076440, MRR: 0.0214740, NDCG: 0.0126793, F1: 0.0065564, HIT_RATE: 0.0426168, ARHR: 0.0221940, RMSE: 0.8436085, NOVELTY: 0.0099624, AVERAGE_POPULARITY: 0.0233677, DIVERSITY_MEAN_INTER_LIST: 0.9506386, DIVERSITY_HERFINDAHL: 0.9950593, COVERAGE_ITEM: 0.9009622, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4920295, SHANNON_ENTROPY: 11.9479964, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0713605, PRECISION: 0.0116473, PRECISION_RECALL_MIN_DEN: 0.0388243, RECALL: 0.0388243, MAP: 0.0182697, MRR: 0.0510534, NDCG: 0.0317859, F1: 0.0179189, HIT_RATE: 0.1164730, ARHR: 0.0529096, RMSE: 1.9436156, NOVELTY: 0.0072165, AVERAGE_POPULARITY: 0.5373929, DIVERSITY_MEAN_INTER_LIST: 0.8371891, DIVERSITY_HERFINDAHL: 0.9837149, COVERAGE_ITEM: 0.1526478, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0491615, SHANNON_ENTROPY: 6.7741301, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 812, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0699947, PRECISION: 0.0114014, PRECISION_RECALL_MIN_DEN: 0.0380048, RECALL: 0.0380048, MAP: 0.0180757, MRR: 0.0504584, NDCG: 0.0313089, F1: 0.0175407, HIT_RATE: 0.1140144, ARHR: 0.0523268, RMSE: 0.9899162, NOVELTY: 0.0072908, AVERAGE_POPULARITY: 0.5016492, DIVERSITY_MEAN_INTER_LIST: 0.8663272, DIVERSITY_HERFINDAHL: 0.9866285, COVERAGE_ITEM: 0.1898933, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0568682, SHANNON_ENTROPY: 7.2008140, 
