CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 232, 'n_oversamples': 28, 'n_iter': 14, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036011±0.0008, PRECISION: 0.004901±0.0001, PRECISION_RECALL_MIN_DEN: 0.049011±0.0008, RECALL: 0.049011±0.0008, MAP: 0.026052±0.0008, MRR: 0.026052±0.0008, NDCG: 0.031489±0.0007, F1: 0.008911±0.0001, HIT_RATE: 0.049011±0.0008, ARHR: 0.026052±0.0008, RMSE: 0.952762±0.0003, NOVELTY: 0.005952±0.0000, AVERAGE_POPULARITY: 0.261076±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.974472±0.0002, DIVERSITY_HERFINDAHL: 0.997443±0.0000, COVERAGE_ITEM: 0.061303±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.349489±0.0031, SHANNON_ENTROPY: 9.044959±0.0109, 
CrossSearchBayesianSkopt: New best config found. Config 11: {'num_factors': 314, 'n_oversamples': 10, 'n_iter': 12, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.044923±0.0006, PRECISION: 0.006081±0.0000, PRECISION_RECALL_MIN_DEN: 0.060814±0.0005, RECALL: 0.060814±0.0005, MAP: 0.032433±0.0007, MRR: 0.032433±0.0007, NDCG: 0.039166±0.0006, F1: 0.011057±0.0001, HIT_RATE: 0.060814±0.0005, ARHR: 0.032433±0.0007, RMSE: 0.933988±0.0009, NOVELTY: 0.005952±0.0000, AVERAGE_POPULARITY: 0.272076±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.980232±0.0000, DIVERSITY_HERFINDAHL: 0.998019±0.0000, COVERAGE_ITEM: 0.096350±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.304093±0.0026, SHANNON_ENTROPY: 9.478393±0.0021, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'num_factors': 537, 'n_oversamples': 10, 'n_iter': 16, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.044139±0.0008, PRECISION: 0.005781±0.0001, PRECISION_RECALL_MIN_DEN: 0.057808±0.0009, RECALL: 0.057808±0.0009, MAP: 0.032232±0.0008, MRR: 0.032232±0.0008, NDCG: 0.038337±0.0008, F1: 0.010511±0.0002, HIT_RATE: 0.057808±0.0009, ARHR: 0.032232±0.0008, RMSE: 0.939468±0.0011, NOVELTY: 0.006204±0.0000, AVERAGE_POPULARITY: 0.192923±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.985667±0.0000, DIVERSITY_HERFINDAHL: 0.998562±0.0000, COVERAGE_ITEM: 0.139021±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.334610±0.0022, SHANNON_ENTROPY: 10.108719±0.0021, 
CrossSearchBayesianSkopt: New best config found. Config 13: {'num_factors': 542, 'n_oversamples': 12, 'n_iter': 7, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.044494±0.0006, PRECISION: 0.005832±0.0001, PRECISION_RECALL_MIN_DEN: 0.058322±0.0008, RECALL: 0.058322±0.0008, MAP: 0.032612±0.0006, MRR: 0.032612±0.0006, NDCG: 0.038744±0.0005, F1: 0.010604±0.0001, HIT_RATE: 0.058322±0.0008, ARHR: 0.032612±0.0006, RMSE: 0.938379±0.0011, NOVELTY: 0.006195±0.0000, AVERAGE_POPULARITY: 0.195566±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.985605±0.0000, DIVERSITY_HERFINDAHL: 0.998556±0.0000, COVERAGE_ITEM: 0.139259±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.332076±0.0020, SHANNON_ENTROPY: 10.101389±0.0037, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'num_factors': 351, 'n_oversamples': 22, 'n_iter': 6, 'feature_weighting': 'none'} - results: ROC_AUC: 0.032816±0.0010, PRECISION: 0.004355±0.0001, PRECISION_RECALL_MIN_DEN: 0.043549±0.0010, RECALL: 0.043549±0.0010, MAP: 0.024282±0.0007, MRR: 0.024282±0.0007, NDCG: 0.028855±0.0007, F1: 0.007918±0.0002, HIT_RATE: 0.043549±0.0010, ARHR: 0.024282±0.0007, RMSE: 0.988461±0.0002, NOVELTY: 0.006085±0.0000, AVERAGE_POPULARITY: 0.209867±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.977926±0.0001, DIVERSITY_HERFINDAHL: 0.997788±0.0000, COVERAGE_ITEM: 0.074799±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.340643±0.0028, SHANNON_ENTROPY: 9.287752±0.0025, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'num_factors': 584, 'n_oversamples': 3, 'n_iter': 3, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036917±0.0008, PRECISION: 0.004815±0.0001, PRECISION_RECALL_MIN_DEN: 0.048151±0.0010, RECALL: 0.048151±0.0010, MAP: 0.027545±0.0008, MRR: 0.027545±0.0008, NDCG: 0.032453±0.0008, F1: 0.008755±0.0002, HIT_RATE: 0.048151±0.0010, ARHR: 0.027545±0.0008, RMSE: 0.951558±0.0004, NOVELTY: 0.006278±0.0000, AVERAGE_POPULARITY: 0.169017±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.985210±0.0000, DIVERSITY_HERFINDAHL: 0.998517±0.0000, COVERAGE_ITEM: 0.126834±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.346161±0.0009, SHANNON_ENTROPY: 10.027475±0.0062, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'num_factors': 249, 'n_oversamples': 27, 'n_iter': 11, 'feature_weighting': 'none'} - results: ROC_AUC: 0.031676±0.0005, PRECISION: 0.004326±0.0000, PRECISION_RECALL_MIN_DEN: 0.043256±0.0004, RECALL: 0.043256±0.0004, MAP: 0.023293±0.0005, MRR: 0.023293±0.0005, NDCG: 0.028007±0.0004, F1: 0.007865±0.0001, HIT_RATE: 0.043256±0.0004, ARHR: 0.023293±0.0005, RMSE: 0.988023±0.0002, NOVELTY: 0.005960±0.0000, AVERAGE_POPULARITY: 0.249914±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.972424±0.0001, DIVERSITY_HERFINDAHL: 0.997238±0.0000, COVERAGE_ITEM: 0.059140±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.332905±0.0022, SHANNON_ENTROPY: 8.932204±0.0052, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'num_factors': 586, 'n_oversamples': 16, 'n_iter': 18, 'feature_weighting': 'none'} - results: ROC_AUC: 0.032659±0.0007, PRECISION: 0.004219±0.0001, PRECISION_RECALL_MIN_DEN: 0.042192±0.0007, RECALL: 0.042192±0.0007, MAP: 0.024460±0.0005, MRR: 0.024460±0.0005, NDCG: 0.028691±0.0005, F1: 0.007671±0.0001, HIT_RATE: 0.042192±0.0007, ARHR: 0.024460±0.0005, RMSE: 0.990028±0.0002, NOVELTY: 0.006334±0.0000, AVERAGE_POPULARITY: 0.149780±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.984056±0.0000, DIVERSITY_HERFINDAHL: 0.998401±0.0000, COVERAGE_ITEM: 0.113858±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.348134±0.0019, SHANNON_ENTROPY: 9.896095±0.0046, 
CrossSearchBayesianSkopt: Config 18 is suboptimal. Config: {'num_factors': 756, 'n_oversamples': 27, 'n_iter': 20, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.042641±0.0006, PRECISION: 0.005515±0.0001, PRECISION_RECALL_MIN_DEN: 0.055148±0.0008, RECALL: 0.055148±0.0008, MAP: 0.031504±0.0005, MRR: 0.031504±0.0005, NDCG: 0.037157±0.0005, F1: 0.010027±0.0001, HIT_RATE: 0.055148±0.0008, ARHR: 0.031504±0.0005, RMSE: 0.943753±0.0009, NOVELTY: 0.006394±0.0000, AVERAGE_POPULARITY: 0.149421±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.988189±0.0000, DIVERSITY_HERFINDAHL: 0.998814±0.0000, COVERAGE_ITEM: 0.181703±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.350649±0.0016, SHANNON_ENTROPY: 10.535754±0.0032, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'num_factors': 692, 'n_oversamples': 14, 'n_iter': 11, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.033470±0.0008, PRECISION: 0.004369±0.0001, PRECISION_RECALL_MIN_DEN: 0.043691±0.0008, RECALL: 0.043691±0.0008, MAP: 0.024935±0.0007, MRR: 0.024935±0.0007, NDCG: 0.029402±0.0007, F1: 0.007944±0.0001, HIT_RATE: 0.043691±0.0008, ARHR: 0.024935±0.0007, RMSE: 0.959673±0.0006, NOVELTY: 0.006463±0.0000, AVERAGE_POPULARITY: 0.131393±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.986847±0.0000, DIVERSITY_HERFINDAHL: 0.998680±0.0000, COVERAGE_ITEM: 0.162714±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.331019±0.0029, SHANNON_ENTROPY: 10.320668±0.0043, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'num_factors': 434, 'n_oversamples': 20, 'n_iter': 16, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.044620±0.0007, PRECISION: 0.005924±0.0001, PRECISION_RECALL_MIN_DEN: 0.059244±0.0007, RECALL: 0.059244±0.0007, MAP: 0.032517±0.0006, MRR: 0.032517±0.0006, NDCG: 0.038876±0.0006, F1: 0.010772±0.0001, HIT_RATE: 0.059244±0.0007, ARHR: 0.032517±0.0006, RMSE: 0.936938±0.0011, NOVELTY: 0.006100±0.0000, AVERAGE_POPULARITY: 0.222268±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.983820±0.0000, DIVERSITY_HERFINDAHL: 0.998378±0.0000, COVERAGE_ITEM: 0.119535±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.323607±0.0026, SHANNON_ENTROPY: 9.857333±0.0030, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'num_factors': 200, 'n_oversamples': 16, 'n_iter': 18, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.043984±0.0006, PRECISION: 0.006096±0.0000, PRECISION_RECALL_MIN_DEN: 0.060956±0.0005, RECALL: 0.060956±0.0005, MAP: 0.031444±0.0007, MRR: 0.031444±0.0007, NDCG: 0.038417±0.0006, F1: 0.011083±0.0001, HIT_RATE: 0.060956±0.0005, ARHR: 0.031444±0.0007, RMSE: 0.934223±0.0008, NOVELTY: 0.005782±0.0000, AVERAGE_POPULARITY: 0.342644±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.972930±0.0001, DIVERSITY_HERFINDAHL: 0.997289±0.0000, COVERAGE_ITEM: 0.074085±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.271627±0.0019, SHANNON_ENTROPY: 8.964532±0.0037, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'num_factors': 312, 'n_oversamples': 17, 'n_iter': 4, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.044182±0.0006, PRECISION: 0.005983±0.0001, PRECISION_RECALL_MIN_DEN: 0.059830±0.0006, RECALL: 0.059830±0.0006, MAP: 0.031942±0.0008, MRR: 0.031942±0.0008, NDCG: 0.038555±0.0007, F1: 0.010878±0.0001, HIT_RATE: 0.059830±0.0006, ARHR: 0.031942±0.0008, RMSE: 0.933710±0.0008, NOVELTY: 0.005905±0.0000, AVERAGE_POPULARITY: 0.291503±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.979261±0.0000, DIVERSITY_HERFINDAHL: 0.997922±0.0000, COVERAGE_ITEM: 0.092436±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.298652±0.0013, SHANNON_ENTROPY: 9.398860±0.0032, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'num_factors': 179, 'n_oversamples': 24, 'n_iter': 17, 'feature_weighting': 'none'} - results: ROC_AUC: 0.030626±0.0006, PRECISION: 0.004258±0.0001, PRECISION_RECALL_MIN_DEN: 0.042582±0.0006, RECALL: 0.042582±0.0006, MAP: 0.022114±0.0004, MRR: 0.022114±0.0004, NDCG: 0.026940±0.0004, F1: 0.007742±0.0001, HIT_RATE: 0.042582±0.0006, ARHR: 0.022114±0.0004, RMSE: 0.987968±0.0001, NOVELTY: 0.005834±0.0000, AVERAGE_POPULARITY: 0.298438±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.965416±0.0002, DIVERSITY_HERFINDAHL: 0.996537±0.0000, COVERAGE_ITEM: 0.047883±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.321578±0.0041, SHANNON_ENTROPY: 8.584583±0.0074, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'num_factors': 327, 'n_oversamples': 6, 'n_iter': 4, 'feature_weighting': 'none'} - results: ROC_AUC: 0.032693±0.0009, PRECISION: 0.004369±0.0001, PRECISION_RECALL_MIN_DEN: 0.043691±0.0007, RECALL: 0.043691±0.0007, MAP: 0.024146±0.0009, MRR: 0.024146±0.0009, NDCG: 0.028779±0.0009, F1: 0.007944±0.0001, HIT_RATE: 0.043691±0.0007, ARHR: 0.024146±0.0009, RMSE: 0.988371±0.0003, NOVELTY: 0.006035±0.0000, AVERAGE_POPULARITY: 0.224779±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.976587±0.0001, DIVERSITY_HERFINDAHL: 0.997654±0.0000, COVERAGE_ITEM: 0.068862±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.341789±0.0039, SHANNON_ENTROPY: 9.174545±0.0051, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'num_factors': 439, 'n_oversamples': 5, 'n_iter': 11, 'feature_weighting': 'none'} - results: ROC_AUC: 0.033062±0.0006, PRECISION: 0.004347±0.0001, PRECISION_RECALL_MIN_DEN: 0.043469±0.0007, RECALL: 0.043469±0.0007, MAP: 0.024558±0.0007, MRR: 0.024558±0.0007, NDCG: 0.029056±0.0006, F1: 0.007903±0.0001, HIT_RATE: 0.043469±0.0007, ARHR: 0.024558±0.0007, RMSE: 0.988976±0.0003, NOVELTY: 0.006190±0.0000, AVERAGE_POPULARITY: 0.181985±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.980867±0.0000, DIVERSITY_HERFINDAHL: 0.998082±0.0000, COVERAGE_ITEM: 0.090241±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.340959±0.0014, SHANNON_ENTROPY: 9.549073±0.0020, 
CrossSearchBayesianSkopt: Config 26 is suboptimal. Config: {'num_factors': 232, 'n_oversamples': 14, 'n_iter': 13, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.044535±0.0006, PRECISION: 0.006117±0.0001, PRECISION_RECALL_MIN_DEN: 0.061169±0.0007, RECALL: 0.061169±0.0007, MAP: 0.031914±0.0008, MRR: 0.031914±0.0008, NDCG: 0.038836±0.0006, F1: 0.011122±0.0001, HIT_RATE: 0.061169±0.0007, ARHR: 0.031914±0.0008, RMSE: 0.933878±0.0009, NOVELTY: 0.005833±0.0000, AVERAGE_POPULARITY: 0.319866±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.975719±0.0001, DIVERSITY_HERFINDAHL: 0.997568±0.0000, COVERAGE_ITEM: 0.079557±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.285920±0.0013, SHANNON_ENTROPY: 9.133115±0.0037, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'num_factors': 707, 'n_oversamples': 23, 'n_iter': 13, 'feature_weighting': 'none'} - results: ROC_AUC: 0.032058±0.0007, PRECISION: 0.004117±0.0000, PRECISION_RECALL_MIN_DEN: 0.041172±0.0004, RECALL: 0.041172±0.0004, MAP: 0.024143±0.0006, MRR: 0.024143±0.0006, NDCG: 0.028210±0.0006, F1: 0.007486±0.0001, HIT_RATE: 0.041172±0.0004, ARHR: 0.024143±0.0006, RMSE: 0.990761±0.0002, NOVELTY: 0.006434±0.0000, AVERAGE_POPULARITY: 0.130662±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.985731±0.0000, DIVERSITY_HERFINDAHL: 0.998569±0.0000, COVERAGE_ITEM: 0.131787±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.353724±0.0026, SHANNON_ENTROPY: 10.117293±0.0045, 
