SearchBayesianSkopt: New best config found. Config 0: {'topK': 54, 'shrink': 894, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4310527997074456, 'tversky_beta': 1.4992979308205205} - results: ROC_AUC: 0.3033784, PRECISION: 0.0132575, PRECISION_RECALL_MIN_DEN: 0.0441916, RECALL: 0.0441916, MAP: 0.0218734, MRR: 0.0605063, NDCG: 0.0372342, F1: 0.0203961, HIT_RATE: 0.1325748, ARHR: 0.0630246, RMSE: nan, NOVELTY: 0.0053061, AVERAGE_POPULARITY: 0.3576215, DIVERSITY_MEAN_INTER_LIST: 0.9672978, DIVERSITY_HERFINDAHL: 0.9946222, COVERAGE_ITEM: 0.4690057, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.1067104, SHANNON_ENTROPY: 9.0828303, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 46, 'shrink': 985, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.08542920453516013, 'tversky_beta': 1.9668738814988957} - results: ROC_AUC: 0.2995764, PRECISION: 0.0127561, PRECISION_RECALL_MIN_DEN: 0.0425204, RECALL: 0.0425204, MAP: 0.0205922, MRR: 0.0571079, NDCG: 0.0353753, F1: 0.0196248, HIT_RATE: 0.1275611, ARHR: 0.0594083, RMSE: nan, NOVELTY: 0.0052372, AVERAGE_POPULARITY: 0.3862119, DIVERSITY_MEAN_INTER_LIST: 0.9586680, DIVERSITY_HERFINDAHL: 0.9932051, COVERAGE_ITEM: 0.4646855, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.0992415, SHANNON_ENTROPY: 8.7904994, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 918, 'shrink': 999, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.924142857040344, 'tversky_beta': 0.11306502837840762} - results: ROC_AUC: 0.2935670, PRECISION: 0.0116521, PRECISION_RECALL_MIN_DEN: 0.0388404, RECALL: 0.0388404, MAP: 0.0194907, MRR: 0.0539553, NDCG: 0.0330078, F1: 0.0179263, HIT_RATE: 0.1165212, ARHR: 0.0561818, RMSE: nan, NOVELTY: 0.0049687, AVERAGE_POPULARITY: 0.4722235, DIVERSITY_MEAN_INTER_LIST: 0.9011005, DIVERSITY_HERFINDAHL: 0.9837522, COVERAGE_ITEM: 0.2679846, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.0629147, SHANNON_ENTROPY: 7.3491875, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 999, 'shrink': 50, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.046180934250211976, 'tversky_beta': 0.10260564968136301} - results: ROC_AUC: 0.2819405, PRECISION: 0.0103167, PRECISION_RECALL_MIN_DEN: 0.0343891, RECALL: 0.0343891, MAP: 0.0160686, MRR: 0.0446924, NDCG: 0.0279865, F1: 0.0158719, HIT_RATE: 0.1031673, ARHR: 0.0464297, RMSE: nan, NOVELTY: 0.0048644, AVERAGE_POPULARITY: 0.5255208, DIVERSITY_MEAN_INTER_LIST: 0.8540959, DIVERSITY_HERFINDAHL: 0.9760337, COVERAGE_ITEM: 0.2477581, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.0499560, SHANNON_ENTROPY: 6.6576153, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 16, 'shrink': 957, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.888271722359782, 'tversky_beta': 0.047495487963639796} - results: ROC_AUC: 0.3027178, PRECISION: 0.0128284, PRECISION_RECALL_MIN_DEN: 0.0427614, RECALL: 0.0427614, MAP: 0.0217132, MRR: 0.0602687, NDCG: 0.0366678, F1: 0.0197360, HIT_RATE: 0.1282842, ARHR: 0.0626779, RMSE: nan, NOVELTY: 0.0056034, AVERAGE_POPULARITY: 0.2753972, DIVERSITY_MEAN_INTER_LIST: 0.9841873, DIVERSITY_HERFINDAHL: 0.9973955, COVERAGE_ITEM: 0.5890554, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.1454049, SHANNON_ENTROPY: 10.0636232, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 980, 'shrink': 241, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9959851371357407, 'tversky_beta': 1.9704666277123692} - results: ROC_AUC: 0.3048318, PRECISION: 0.0131225, PRECISION_RECALL_MIN_DEN: 0.0437417, RECALL: 0.0437417, MAP: 0.0226888, MRR: 0.0624760, NDCG: 0.0379117, F1: 0.0201885, HIT_RATE: 0.1312250, ARHR: 0.0652249, RMSE: nan, NOVELTY: 0.0051611, AVERAGE_POPULARITY: 0.4005405, DIVERSITY_MEAN_INTER_LIST: 0.9387365, DIVERSITY_HERFINDAHL: 0.9899322, COVERAGE_ITEM: 0.3555017, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.0919977, SHANNON_ENTROPY: 8.3320373, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 10, 'shrink': 22, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.053104137416438504, 'tversky_beta': 1.934087270095152} - results: ROC_AUC: 0.3181630, PRECISION: 0.0146507, PRECISION_RECALL_MIN_DEN: 0.0488358, RECALL: 0.0488358, MAP: 0.0260510, MRR: 0.0715151, NDCG: 0.0431048, F1: 0.0225396, HIT_RATE: 0.1465073, ARHR: 0.0748015, RMSE: nan, NOVELTY: 0.0066146, AVERAGE_POPULARITY: 0.1499104, DIVERSITY_MEAN_INTER_LIST: 0.9922457, DIVERSITY_HERFINDAHL: 0.9987188, COVERAGE_ITEM: 0.7339792, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.2465358, SHANNON_ENTROPY: 11.3533557, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 18, 'shrink': 962, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.03790607647141587, 'tversky_beta': 1.6480745657391027} - results: ROC_AUC: 0.3034097, PRECISION: 0.0131273, PRECISION_RECALL_MIN_DEN: 0.0437577, RECALL: 0.0437577, MAP: 0.0218400, MRR: 0.0606806, NDCG: 0.0371045, F1: 0.0201959, HIT_RATE: 0.1312732, ARHR: 0.0630721, RMSE: nan, NOVELTY: 0.0054063, AVERAGE_POPULARITY: 0.3341988, DIVERSITY_MEAN_INTER_LIST: 0.9742453, DIVERSITY_HERFINDAHL: 0.9957630, COVERAGE_ITEM: 0.5427767, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.1200550, SHANNON_ENTROPY: 9.4499168, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.3020438, PRECISION: 0.0134262, PRECISION_RECALL_MIN_DEN: 0.0447541, RECALL: 0.0447541, MAP: 0.0209211, MRR: 0.0572372, NDCG: 0.0363266, F1: 0.0206557, HIT_RATE: 0.1342622, ARHR: 0.0599595, RMSE: nan, NOVELTY: 0.0069736, AVERAGE_POPULARITY: 0.1164942, DIVERSITY_MEAN_INTER_LIST: 0.9938025, DIVERSITY_HERFINDAHL: 0.9989744, COVERAGE_ITEM: 0.8067683, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3604714, SHANNON_ENTROPY: 11.9963688, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 13, 'shrink': 18, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.17850288605908585, 'tversky_beta': 0.08531715622676984} - results: ROC_AUC: 0.3087534, PRECISION: 0.0139710, PRECISION_RECALL_MIN_DEN: 0.0465699, RECALL: 0.0465699, MAP: 0.0233554, MRR: 0.0643462, NDCG: 0.0395426, F1: 0.0214938, HIT_RATE: 0.1397098, ARHR: 0.0671842, RMSE: nan, NOVELTY: 0.0057309, AVERAGE_POPULARITY: 0.2231433, DIVERSITY_MEAN_INTER_LIST: 0.9907332, DIVERSITY_HERFINDAHL: 0.9984704, COVERAGE_ITEM: 0.5377365, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.1648903, SHANNON_ENTROPY: 10.4969023, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 981, 'shrink': 38, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0003592904798817021, 'tversky_beta': 1.8884724145736873} - results: ROC_AUC: 0.2886387, PRECISION: 0.0115943, PRECISION_RECALL_MIN_DEN: 0.0386476, RECALL: 0.0386476, MAP: 0.0174542, MRR: 0.0481026, NDCG: 0.0307496, F1: 0.0178373, HIT_RATE: 0.1159427, ARHR: 0.0502076, RMSE: nan, NOVELTY: 0.0049245, AVERAGE_POPULARITY: 0.4857438, DIVERSITY_MEAN_INTER_LIST: 0.9134475, DIVERSITY_HERFINDAHL: 0.9857796, COVERAGE_ITEM: 0.2186948, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.0593538, SHANNON_ENTROPY: 7.2369614, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.3020438, PRECISION: 0.0134262, PRECISION_RECALL_MIN_DEN: 0.0447541, RECALL: 0.0447541, MAP: 0.0209211, MRR: 0.0572372, NDCG: 0.0363266, F1: 0.0206557, HIT_RATE: 0.1342622, ARHR: 0.0599595, RMSE: nan, NOVELTY: 0.0069736, AVERAGE_POPULARITY: 0.1164942, DIVERSITY_MEAN_INTER_LIST: 0.9938025, DIVERSITY_HERFINDAHL: 0.9989744, COVERAGE_ITEM: 0.8067683, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3604714, SHANNON_ENTROPY: 11.9963688, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.3020438, PRECISION: 0.0134262, PRECISION_RECALL_MIN_DEN: 0.0447541, RECALL: 0.0447541, MAP: 0.0209211, MRR: 0.0572372, NDCG: 0.0363266, F1: 0.0206557, HIT_RATE: 0.1342622, ARHR: 0.0599595, RMSE: nan, NOVELTY: 0.0069736, AVERAGE_POPULARITY: 0.1164942, DIVERSITY_MEAN_INTER_LIST: 0.9938025, DIVERSITY_HERFINDAHL: 0.9989744, COVERAGE_ITEM: 0.8067683, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.3604714, SHANNON_ENTROPY: 11.9963688, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.3092703, PRECISION: 0.0139324, PRECISION_RECALL_MIN_DEN: 0.0464414, RECALL: 0.0464414, MAP: 0.0235593, MRR: 0.0650116, NDCG: 0.0397246, F1: 0.0214345, HIT_RATE: 0.1393241, ARHR: 0.0678081, RMSE: nan, NOVELTY: 0.0057261, AVERAGE_POPULARITY: 0.2462522, DIVERSITY_MEAN_INTER_LIST: 0.9880016, DIVERSITY_HERFINDAHL: 0.9980219, COVERAGE_ITEM: 0.5323035, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.1573192, SHANNON_ENTROPY: 10.2559289, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 985, 'shrink': 979, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9747786622510408, 'tversky_beta': 0.07808710167545098} - results: ROC_AUC: 0.2941349, PRECISION: 0.0116425, PRECISION_RECALL_MIN_DEN: 0.0388083, RECALL: 0.0388083, MAP: 0.0195028, MRR: 0.0540880, NDCG: 0.0330384, F1: 0.0179115, HIT_RATE: 0.1164248, ARHR: 0.0562689, RMSE: nan, NOVELTY: 0.0049724, AVERAGE_POPULARITY: 0.4698865, DIVERSITY_MEAN_INTER_LIST: 0.9019558, DIVERSITY_HERFINDAHL: 0.9838926, COVERAGE_ITEM: 0.2663481, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.0634517, SHANNON_ENTROPY: 7.3692028, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 23, 'shrink': 944, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.045206427385832366, 'tversky_beta': 0.035313195710088736} - results: ROC_AUC: 0.2968968, PRECISION: 0.0119655, PRECISION_RECALL_MIN_DEN: 0.0398849, RECALL: 0.0398849, MAP: 0.0201971, MRR: 0.0564650, NDCG: 0.0341904, F1: 0.0184084, HIT_RATE: 0.1196548, ARHR: 0.0585108, RMSE: nan, NOVELTY: 0.0054145, AVERAGE_POPULARITY: 0.3441696, DIVERSITY_MEAN_INTER_LIST: 0.9692074, DIVERSITY_HERFINDAHL: 0.9949357, COVERAGE_ITEM: 0.5679780, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.1272654, SHANNON_ENTROPY: 9.4216916, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 996, 'shrink': 972, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2494293390986218, 'tversky_beta': 1.892600066494417} - results: ROC_AUC: 0.2830449, PRECISION: 0.0102541, PRECISION_RECALL_MIN_DEN: 0.0341802, RECALL: 0.0341802, MAP: 0.0165712, MRR: 0.0461800, NDCG: 0.0284636, F1: 0.0157755, HIT_RATE: 0.1025406, ARHR: 0.0479273, RMSE: nan, NOVELTY: 0.0048287, AVERAGE_POPULARITY: 0.5457127, DIVERSITY_MEAN_INTER_LIST: 0.8255698, DIVERSITY_HERFINDAHL: 0.9713496, COVERAGE_ITEM: 0.2408850, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.0452834, SHANNON_ENTROPY: 6.3439020, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 21, 'shrink': 957, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.14113406557001465, 'tversky_beta': 0.07317850457062793} - results: ROC_AUC: 0.2980520, PRECISION: 0.0122692, PRECISION_RECALL_MIN_DEN: 0.0408973, RECALL: 0.0408973, MAP: 0.0204946, MRR: 0.0572283, NDCG: 0.0348141, F1: 0.0188757, HIT_RATE: 0.1226920, ARHR: 0.0593381, RMSE: nan, NOVELTY: 0.0054411, AVERAGE_POPULARITY: 0.3354649, DIVERSITY_MEAN_INTER_LIST: 0.9716264, DIVERSITY_HERFINDAHL: 0.9953330, COVERAGE_ITEM: 0.5774039, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.1294636, SHANNON_ENTROPY: 9.5159796, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 21, 'shrink': 921, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8966134331791145, 'tversky_beta': 0.021023290711266632} - results: ROC_AUC: 0.3031082, PRECISION: 0.0128332, PRECISION_RECALL_MIN_DEN: 0.0427775, RECALL: 0.0427775, MAP: 0.0217192, MRR: 0.0601994, NDCG: 0.0366725, F1: 0.0197435, HIT_RATE: 0.1283324, ARHR: 0.0626491, RMSE: nan, NOVELTY: 0.0055554, AVERAGE_POPULARITY: 0.2863990, DIVERSITY_MEAN_INTER_LIST: 0.9823967, DIVERSITY_HERFINDAHL: 0.9971015, COVERAGE_ITEM: 0.5763566, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.1389576, SHANNON_ENTROPY: 9.9304841, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 975, 'shrink': 25, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9743934335683726, 'tversky_beta': 0.24015771990312046} - results: ROC_AUC: 0.3004633, PRECISION: 0.0122788, PRECISION_RECALL_MIN_DEN: 0.0409295, RECALL: 0.0409295, MAP: 0.0216255, MRR: 0.0595091, NDCG: 0.0358996, F1: 0.0188905, HIT_RATE: 0.1227884, ARHR: 0.0621718, RMSE: nan, NOVELTY: 0.0063525, AVERAGE_POPULARITY: 0.1265206, DIVERSITY_MEAN_INTER_LIST: 0.9931785, DIVERSITY_HERFINDAHL: 0.9988720, COVERAGE_ITEM: 0.6937226, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.2236239, SHANNON_ENTROPY: 11.2212742, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 29, 'shrink': 48, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.09054551079835728, 'tversky_beta': 0.04974337514759021} - results: ROC_AUC: 0.3003467, PRECISION: 0.0128140, PRECISION_RECALL_MIN_DEN: 0.0427132, RECALL: 0.0427132, MAP: 0.0209915, MRR: 0.0580407, NDCG: 0.0358355, F1: 0.0197138, HIT_RATE: 0.1281396, ARHR: 0.0604818, RMSE: nan, NOVELTY: 0.0054812, AVERAGE_POPULARITY: 0.3025188, DIVERSITY_MEAN_INTER_LIST: 0.9808368, DIVERSITY_HERFINDAHL: 0.9968454, COVERAGE_ITEM: 0.5408784, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.1297399, SHANNON_ENTROPY: 9.7683863, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 53, 'shrink': 72, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9591429862351846, 'tversky_beta': 0.023812053849111788} - results: ROC_AUC: 0.2999463, PRECISION: 0.0120378, PRECISION_RECALL_MIN_DEN: 0.0401260, RECALL: 0.0401260, MAP: 0.0212570, MRR: 0.0587141, NDCG: 0.0353132, F1: 0.0185197, HIT_RATE: 0.1203780, ARHR: 0.0612299, RMSE: nan, NOVELTY: 0.0062051, AVERAGE_POPULARITY: 0.1244602, DIVERSITY_MEAN_INTER_LIST: 0.9947497, DIVERSITY_HERFINDAHL: 0.9991299, COVERAGE_ITEM: 0.6112457, COVERAGE_USER: 0.7803596, DIVERSITY_GINI: 0.2290703, SHANNON_ENTROPY: 11.2741890, 
