SearchBayesianSkopt: New best config found. Config 0: {'topK': 730, 'shrink': 1798, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.789351849873612, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0104380, PRECISION: 0.0017340, PRECISION_RECALL_MIN_DEN: 0.0057799, RECALL: 0.0057799, MAP: 0.0021120, MRR: 0.0062044, NDCG: 0.0041590, F1: 0.0026677, HIT_RATE: 0.0173398, ARHR: 0.0062703, RMSE: 0.9973106, NOVELTY: 0.0065974, AVERAGE_POPULARITY: 0.1514157, DIVERSITY_MEAN_INTER_LIST: 0.9623621, DIVERSITY_HERFINDAHL: 0.9962151, COVERAGE_ITEM: 0.0317383, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5040316, SHANNON_ENTROPY: 8.5567302, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0442320, PRECISION: 0.0085601, PRECISION_RECALL_MIN_DEN: 0.0285338, RECALL: 0.0285338, MAP: 0.0097152, MRR: 0.0283358, NDCG: 0.0195813, F1: 0.0131694, HIT_RATE: 0.0856014, ARHR: 0.0287407, RMSE: 17.7115462, NOVELTY: 0.0049083, AVERAGE_POPULARITY: 0.8576730, DIVERSITY_MEAN_INTER_LIST: 0.4465822, DIVERSITY_HERFINDAHL: 0.9446484, COVERAGE_ITEM: 0.0029738, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3190299, SHANNON_ENTROPY: 4.4906770, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 2000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0383835, PRECISION: 0.0072871, PRECISION_RECALL_MIN_DEN: 0.0242903, RECALL: 0.0242903, MAP: 0.0081464, MRR: 0.0235740, NDCG: 0.0165507, F1: 0.0112109, HIT_RATE: 0.0728709, ARHR: 0.0240065, RMSE: 0.9975246, NOVELTY: 0.0052716, AVERAGE_POPULARITY: 0.6608802, DIVERSITY_MEAN_INTER_LIST: 0.7529220, DIVERSITY_HERFINDAHL: 0.9752757, COVERAGE_ITEM: 0.0541768, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1078936, SHANNON_ENTROPY: 6.5436485, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 1998, 'shrink': 483, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.845915230479397, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0162987, PRECISION: 0.0028753, PRECISION_RECALL_MIN_DEN: 0.0095844, RECALL: 0.0095844, MAP: 0.0034206, MRR: 0.0101521, NDCG: 0.0068007, F1: 0.0044236, HIT_RATE: 0.0287533, ARHR: 0.0102069, RMSE: 0.9858355, NOVELTY: 0.0060327, AVERAGE_POPULARITY: 0.2969339, DIVERSITY_MEAN_INTER_LIST: 0.9146401, DIVERSITY_HERFINDAHL: 0.9914439, COVERAGE_ITEM: 0.0567721, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2301278, SHANNON_ENTROPY: 8.0616478, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 2000, 'shrink': 1859, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.09389492027086702, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0313293, PRECISION: 0.0055312, PRECISION_RECALL_MIN_DEN: 0.0184372, RECALL: 0.0184372, MAP: 0.0067712, MRR: 0.0196436, NDCG: 0.0132178, F1: 0.0085095, HIT_RATE: 0.0553117, ARHR: 0.0199785, RMSE: 0.9799536, NOVELTY: 0.0058571, AVERAGE_POPULARITY: 0.4233197, DIVERSITY_MEAN_INTER_LIST: 0.9308137, DIVERSITY_HERFINDAHL: 0.9930609, COVERAGE_ITEM: 0.0230333, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4153879, SHANNON_ENTROPY: 7.8291048, 
SearchBayesianSkopt: New best config found. Config 16: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0485120, PRECISION: 0.0091528, PRECISION_RECALL_MIN_DEN: 0.0305092, RECALL: 0.0305092, MAP: 0.0103974, MRR: 0.0297609, NDCG: 0.0209021, F1: 0.0140812, HIT_RATE: 0.0915277, ARHR: 0.0304766, RMSE: 7.0220832, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299571, DIVERSITY_MEAN_INTER_LIST: 0.5298628, DIVERSITY_HERFINDAHL: 0.9529746, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4283565, SHANNON_ENTROPY: 4.7749807, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 1991, 'shrink': 42, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.928006847586626, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0106941, PRECISION: 0.0017998, PRECISION_RECALL_MIN_DEN: 0.0059994, RECALL: 0.0059994, MAP: 0.0022374, MRR: 0.0065030, NDCG: 0.0043527, F1: 0.0027690, HIT_RATE: 0.0179982, ARHR: 0.0066075, RMSE: 0.9981593, NOVELTY: 0.0057832, AVERAGE_POPULARITY: 0.1956941, DIVERSITY_MEAN_INTER_LIST: 0.5866931, DIVERSITY_HERFINDAHL: 0.9586564, COVERAGE_ITEM: 0.0092998, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2534220, SHANNON_ENTROPY: 5.5252366, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 43, 'shrink': 1942, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.044324498408885755, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0029509, PRECISION: 0.0005268, PRECISION_RECALL_MIN_DEN: 0.0017559, RECALL: 0.0017559, MAP: 0.0007125, MRR: 0.0021374, NDCG: 0.0013355, F1: 0.0008104, HIT_RATE: 0.0052678, ARHR: 0.0021374, RMSE: 0.9999845, NOVELTY: 0.0065217, AVERAGE_POPULARITY: 0.0865015, DIVERSITY_MEAN_INTER_LIST: 0.8548167, DIVERSITY_HERFINDAHL: 0.9854629, COVERAGE_ITEM: 0.0886726, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3441089, SHANNON_ENTROPY: 8.5300466, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 2000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0406119, PRECISION: 0.0078358, PRECISION_RECALL_MIN_DEN: 0.0261194, RECALL: 0.0261194, MAP: 0.0089632, MRR: 0.0251888, NDCG: 0.0178777, F1: 0.0120551, HIT_RATE: 0.0783582, ARHR: 0.0260392, RMSE: 0.9345899, NOVELTY: 0.0052659, AVERAGE_POPULARITY: 0.6113332, DIVERSITY_MEAN_INTER_LIST: 0.8518066, DIVERSITY_HERFINDAHL: 0.9851620, COVERAGE_ITEM: 0.0095161, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4074947, SHANNON_ENTROPY: 6.5661559, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 1951, 'shrink': 153, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.059163696989434925, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0473948, PRECISION: 0.0092186, PRECISION_RECALL_MIN_DEN: 0.0307287, RECALL: 0.0307287, MAP: 0.0103018, MRR: 0.0294522, NDCG: 0.0208435, F1: 0.0141825, HIT_RATE: 0.0921861, ARHR: 0.0301788, RMSE: 1.6538724, NOVELTY: 0.0050298, AVERAGE_POPULARITY: 0.7505596, DIVERSITY_MEAN_INTER_LIST: 0.7002158, DIVERSITY_HERFINDAHL: 0.9700062, COVERAGE_ITEM: 0.0044336, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4072580, SHANNON_ENTROPY: 5.4555586, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1980, 'shrink': 304, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03925020185405859, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0445825, PRECISION: 0.0086040, PRECISION_RECALL_MIN_DEN: 0.0286801, RECALL: 0.0286801, MAP: 0.0094934, MRR: 0.0269550, NDCG: 0.0193142, F1: 0.0132370, HIT_RATE: 0.0860404, ARHR: 0.0277176, RMSE: 0.7870138, NOVELTY: 0.0051359, AVERAGE_POPULARITY: 0.6855923, DIVERSITY_MEAN_INTER_LIST: 0.7897257, DIVERSITY_HERFINDAHL: 0.9789552, COVERAGE_ITEM: 0.0072993, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3771988, SHANNON_ENTROPY: 6.0724924, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 1943, 'shrink': 1924, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.029082303950050077, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0316463, PRECISION: 0.0062774, PRECISION_RECALL_MIN_DEN: 0.0209248, RECALL: 0.0209248, MAP: 0.0068742, MRR: 0.0196979, NDCG: 0.0140425, F1: 0.0096576, HIT_RATE: 0.0627744, ARHR: 0.0201602, RMSE: 0.9849094, NOVELTY: 0.0055868, AVERAGE_POPULARITY: 0.5599818, DIVERSITY_MEAN_INTER_LIST: 0.8229566, DIVERSITY_HERFINDAHL: 0.9822776, COVERAGE_ITEM: 0.0453636, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1927442, SHANNON_ENTROPY: 7.1854792, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1997, 'shrink': 91, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07409365134377556, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0473216, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0103388, MRR: 0.0295728, NDCG: 0.0207874, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0302946, RMSE: 2.1610190, NOVELTY: 0.0050138, AVERAGE_POPULARITY: 0.7624274, DIVERSITY_MEAN_INTER_LIST: 0.7078095, DIVERSITY_HERFINDAHL: 0.9707654, COVERAGE_ITEM: 0.0041092, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4430310, SHANNON_ENTROPY: 5.4643425, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 12, 'shrink': 262, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.05789080937758252, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0005365, PRECISION: 0.0001317, PRECISION_RECALL_MIN_DEN: 0.0004390, RECALL: 0.0004390, MAP: 0.0001240, MRR: 0.0003719, NDCG: 0.0002724, F1: 0.0002026, HIT_RATE: 0.0013169, ARHR: 0.0003719, RMSE: 0.9994699, NOVELTY: 0.0062045, AVERAGE_POPULARITY: 0.0201244, DIVERSITY_MEAN_INTER_LIST: 0.2830483, DIVERSITY_HERFINDAHL: 0.9282986, COVERAGE_ITEM: 0.0643417, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0973885, SHANNON_ENTROPY: 4.8924631, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 1962, 'shrink': 100, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.045124451194995314, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0482270, PRECISION: 0.0091967, PRECISION_RECALL_MIN_DEN: 0.0306555, RECALL: 0.0306555, MAP: 0.0103295, MRR: 0.0296980, NDCG: 0.0208884, F1: 0.0141487, HIT_RATE: 0.0919666, ARHR: 0.0303433, RMSE: 0.7786208, NOVELTY: 0.0049677, AVERAGE_POPULARITY: 0.8011956, DIVERSITY_MEAN_INTER_LIST: 0.6328700, DIVERSITY_HERFINDAHL: 0.9632731, COVERAGE_ITEM: 0.0032441, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4431447, SHANNON_ENTROPY: 5.1216046, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0485120, PRECISION: 0.0091528, PRECISION_RECALL_MIN_DEN: 0.0305092, RECALL: 0.0305092, MAP: 0.0103974, MRR: 0.0297609, NDCG: 0.0209021, F1: 0.0140812, HIT_RATE: 0.0915277, ARHR: 0.0304766, RMSE: 7.0220832, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299571, DIVERSITY_MEAN_INTER_LIST: 0.5298628, DIVERSITY_HERFINDAHL: 0.9529746, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4283565, SHANNON_ENTROPY: 4.7749807, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1990, 'shrink': 1833, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0004482365329181449, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0440430, PRECISION: 0.0085821, PRECISION_RECALL_MIN_DEN: 0.0286070, RECALL: 0.0286070, MAP: 0.0096635, MRR: 0.0271695, NDCG: 0.0194051, F1: 0.0132032, HIT_RATE: 0.0858209, ARHR: 0.0280799, RMSE: 0.9837655, NOVELTY: 0.0050866, AVERAGE_POPULARITY: 0.7127162, DIVERSITY_MEAN_INTER_LIST: 0.7730324, DIVERSITY_HERFINDAHL: 0.9772863, COVERAGE_ITEM: 0.0061638, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3940650, SHANNON_ENTROPY: 5.8957559, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1975, 'shrink': 1976, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.050233669509859094, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0408710, PRECISION: 0.0078797, PRECISION_RECALL_MIN_DEN: 0.0262657, RECALL: 0.0262657, MAP: 0.0089697, MRR: 0.0253919, NDCG: 0.0179568, F1: 0.0121226, HIT_RATE: 0.0787972, ARHR: 0.0261506, RMSE: 0.9347490, NOVELTY: 0.0052785, AVERAGE_POPULARITY: 0.6058051, DIVERSITY_MEAN_INTER_LIST: 0.8545026, DIVERSITY_HERFINDAHL: 0.9854315, COVERAGE_ITEM: 0.0098946, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4009734, SHANNON_ENTROPY: 6.6002570, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0485120, PRECISION: 0.0091528, PRECISION_RECALL_MIN_DEN: 0.0305092, RECALL: 0.0305092, MAP: 0.0103974, MRR: 0.0297609, NDCG: 0.0209021, F1: 0.0140812, HIT_RATE: 0.0915277, ARHR: 0.0304766, RMSE: 7.0220832, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299571, DIVERSITY_MEAN_INTER_LIST: 0.5298628, DIVERSITY_HERFINDAHL: 0.9529746, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4283565, SHANNON_ENTROPY: 4.7749807, 
