SearchBayesianSkopt: New best config found. Config 0: {'topK': 1787, 'shrink': 787, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8318857498659686, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0842823, PRECISION: 0.0144252, PRECISION_RECALL_MIN_DEN: 0.0480839, RECALL: 0.0480839, MAP: 0.0207823, MRR: 0.0582627, NDCG: 0.0374298, F1: 0.0221925, HIT_RATE: 0.1442516, ARHR: 0.0602768, RMSE: 1.0075842, NOVELTY: 0.0053565, AVERAGE_POPULARITY: 0.5429629, DIVERSITY_MEAN_INTER_LIST: 0.9179021, DIVERSITY_HERFINDAHL: 0.9917845, COVERAGE_ITEM: 0.1191133, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1039355, SHANNON_ENTROPY: 7.9732448, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 1706, 'shrink': 1479, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.025909740775514452, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0820277, PRECISION: 0.0140421, PRECISION_RECALL_MIN_DEN: 0.0468071, RECALL: 0.0468071, MAP: 0.0201239, MRR: 0.0564973, NDCG: 0.0363376, F1: 0.0216033, HIT_RATE: 0.1404213, ARHR: 0.0584121, RMSE: 0.9128998, NOVELTY: 0.0053645, AVERAGE_POPULARITY: 0.5349621, DIVERSITY_MEAN_INTER_LIST: 0.9215022, DIVERSITY_HERFINDAHL: 0.9921445, COVERAGE_ITEM: 0.1042444, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1132283, SHANNON_ENTROPY: 7.9652385, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0954641, PRECISION: 0.0159696, PRECISION_RECALL_MIN_DEN: 0.0532320, RECALL: 0.0532320, MAP: 0.0240653, MRR: 0.0667369, NDCG: 0.0424463, F1: 0.0245686, HIT_RATE: 0.1596961, ARHR: 0.0694219, RMSE: 1.1255290, NOVELTY: 0.0051843, AVERAGE_POPULARITY: 0.6531155, DIVERSITY_MEAN_INTER_LIST: 0.8300414, DIVERSITY_HERFINDAHL: 0.9829990, COVERAGE_ITEM: 0.1450122, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0635408, SHANNON_ENTROPY: 7.0775311, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1991, 'shrink': 1925, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0695056222039523, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1077769, PRECISION: 0.0179280, PRECISION_RECALL_MIN_DEN: 0.0597599, RECALL: 0.0597599, MAP: 0.0269955, MRR: 0.0746153, NDCG: 0.0476226, F1: 0.0275815, HIT_RATE: 0.1792797, ARHR: 0.0777687, RMSE: 0.8168630, NOVELTY: 0.0054274, AVERAGE_POPULARITY: 0.5445643, DIVERSITY_MEAN_INTER_LIST: 0.9056795, DIVERSITY_HERFINDAHL: 0.9905624, COVERAGE_ITEM: 0.2381725, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0963464, SHANNON_ENTROPY: 8.2775179, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 18, 'shrink': 1997, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4983653698962773, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0401752, PRECISION: 0.0065361, PRECISION_RECALL_MIN_DEN: 0.0217870, RECALL: 0.0217870, MAP: 0.0098497, MRR: 0.0281068, NDCG: 0.0175067, F1: 0.0100556, HIT_RATE: 0.0653611, ARHR: 0.0288035, RMSE: 0.9946808, NOVELTY: 0.0060712, AVERAGE_POPULARITY: 0.3146294, DIVERSITY_MEAN_INTER_LIST: 0.9834130, DIVERSITY_HERFINDAHL: 0.9983352, COVERAGE_ITEM: 0.4604488, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1955552, SHANNON_ENTROPY: 10.6652335, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1225, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0910072, PRECISION: 0.0146290, PRECISION_RECALL_MIN_DEN: 0.0487634, RECALL: 0.0487634, MAP: 0.0236389, MRR: 0.0653016, NDCG: 0.0405265, F1: 0.0225062, HIT_RATE: 0.1462902, ARHR: 0.0680382, RMSE: 2.5701757, NOVELTY: 0.0059653, AVERAGE_POPULARITY: 0.3888717, DIVERSITY_MEAN_INTER_LIST: 0.9659828, DIVERSITY_HERFINDAHL: 0.9965923, COVERAGE_ITEM: 0.5420384, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1757214, SHANNON_ENTROPY: 10.2225369, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 22, 'shrink': 899, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.039382788121596346, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0344306, PRECISION: 0.0054550, PRECISION_RECALL_MIN_DEN: 0.0181833, RECALL: 0.0181833, MAP: 0.0087850, MRR: 0.0247520, NDCG: 0.0151541, F1: 0.0083923, HIT_RATE: 0.0545499, ARHR: 0.0255215, RMSE: 0.9581838, NOVELTY: 0.0072845, AVERAGE_POPULARITY: 0.1254540, DIVERSITY_MEAN_INTER_LIST: 0.9975082, DIVERSITY_HERFINDAHL: 0.9997447, COVERAGE_ITEM: 0.7194918, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4944183, SHANNON_ENTROPY: 12.9217424, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 1227, 'shrink': 43, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.945880487069914, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0872354, PRECISION: 0.0147155, PRECISION_RECALL_MIN_DEN: 0.0490517, RECALL: 0.0490517, MAP: 0.0219343, MRR: 0.0610596, NDCG: 0.0389024, F1: 0.0226392, HIT_RATE: 0.1471551, ARHR: 0.0634118, RMSE: 2.6939815, NOVELTY: 0.0055073, AVERAGE_POPULARITY: 0.4867010, DIVERSITY_MEAN_INTER_LIST: 0.9359330, DIVERSITY_HERFINDAHL: 0.9935875, COVERAGE_ITEM: 0.1773452, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1182379, SHANNON_ENTROPY: 8.5656419, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 1992, 'shrink': 275, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1232832535096782, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1079795, PRECISION: 0.0179033, PRECISION_RECALL_MIN_DEN: 0.0596775, RECALL: 0.0596775, MAP: 0.0273185, MRR: 0.0756526, NDCG: 0.0479458, F1: 0.0275435, HIT_RATE: 0.1790326, ARHR: 0.0787678, RMSE: 2.3118403, NOVELTY: 0.0053545, AVERAGE_POPULARITY: 0.5773358, DIVERSITY_MEAN_INTER_LIST: 0.8853916, DIVERSITY_HERFINDAHL: 0.9885337, COVERAGE_ITEM: 0.2156799, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0879375, SHANNON_ENTROPY: 7.9609145, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 2000, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1076225, PRECISION: 0.0179033, PRECISION_RECALL_MIN_DEN: 0.0596775, RECALL: 0.0596775, MAP: 0.0270075, MRR: 0.0746632, NDCG: 0.0476110, F1: 0.0275435, HIT_RATE: 0.1790326, ARHR: 0.0778107, RMSE: 0.8117363, NOVELTY: 0.0054269, AVERAGE_POPULARITY: 0.5448890, DIVERSITY_MEAN_INTER_LIST: 0.9054774, DIVERSITY_HERFINDAHL: 0.9905421, COVERAGE_ITEM: 0.2379562, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0963101, SHANNON_ENTROPY: 8.2745673, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 1994, 'shrink': 471, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9641403377457212, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0916669, PRECISION: 0.0148761, PRECISION_RECALL_MIN_DEN: 0.0495871, RECALL: 0.0495871, MAP: 0.0230028, MRR: 0.0641901, NDCG: 0.0402612, F1: 0.0228864, HIT_RATE: 0.1487614, ARHR: 0.0665768, RMSE: 3.2216726, NOVELTY: 0.0056586, AVERAGE_POPULARITY: 0.4692042, DIVERSITY_MEAN_INTER_LIST: 0.9363459, DIVERSITY_HERFINDAHL: 0.9936288, COVERAGE_ITEM: 0.3193836, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1356408, SHANNON_ENTROPY: 9.0989223, 
SearchBayesianSkopt: New best config found. Config 21: {'topK': 1546, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1093718, PRECISION: 0.0182492, PRECISION_RECALL_MIN_DEN: 0.0608307, RECALL: 0.0608307, MAP: 0.0279485, MRR: 0.0771594, NDCG: 0.0489241, F1: 0.0280757, HIT_RATE: 0.1824921, ARHR: 0.0804633, RMSE: 0.8036168, NOVELTY: 0.0054619, AVERAGE_POPULARITY: 0.5339352, DIVERSITY_MEAN_INTER_LIST: 0.9118553, DIVERSITY_HERFINDAHL: 0.9911799, COVERAGE_ITEM: 0.2662882, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0972117, SHANNON_ENTROPY: 8.4032915, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 1973, 'shrink': 1806, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.957842490296794, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0969838, PRECISION: 0.0159078, PRECISION_RECALL_MIN_DEN: 0.0530261, RECALL: 0.0530261, MAP: 0.0244940, MRR: 0.0680089, NDCG: 0.0428770, F1: 0.0244736, HIT_RATE: 0.1590783, ARHR: 0.0707210, RMSE: 1.2903639, NOVELTY: 0.0056491, AVERAGE_POPULARITY: 0.4755683, DIVERSITY_MEAN_INTER_LIST: 0.9344146, DIVERSITY_HERFINDAHL: 0.9934357, COVERAGE_ITEM: 0.3413355, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1292779, SHANNON_ENTROPY: 9.0634752, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1993, 'shrink': 56, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.12231026523702762, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0950888, PRECISION: 0.0157225, PRECISION_RECALL_MIN_DEN: 0.0524083, RECALL: 0.0524083, MAP: 0.0239070, MRR: 0.0668284, NDCG: 0.0421143, F1: 0.0241885, HIT_RATE: 0.1572249, ARHR: 0.0692511, RMSE: 1.0196245, NOVELTY: 0.0051166, AVERAGE_POPULARITY: 0.6931801, DIVERSITY_MEAN_INTER_LIST: 0.7730982, DIVERSITY_HERFINDAHL: 0.9773050, COVERAGE_ITEM: 0.1194377, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0568246, SHANNON_ENTROPY: 6.5947363, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 1992, 'shrink': 1926, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.89890803961232, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1066282, PRECISION: 0.0177426, PRECISION_RECALL_MIN_DEN: 0.0591421, RECALL: 0.0591421, MAP: 0.0271160, MRR: 0.0748643, NDCG: 0.0475161, F1: 0.0272964, HIT_RATE: 0.1774263, ARHR: 0.0780621, RMSE: 0.9251110, NOVELTY: 0.0053121, AVERAGE_POPULARITY: 0.5922580, DIVERSITY_MEAN_INTER_LIST: 0.8772722, DIVERSITY_HERFINDAHL: 0.9877218, COVERAGE_ITEM: 0.1968640, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0812057, SHANNON_ENTROPY: 7.7746669, 
SearchBayesianSkopt: New best config found. Config 25: {'topK': 1317, 'shrink': 1991, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.17527101905148126, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1119869, PRECISION: 0.0183110, PRECISION_RECALL_MIN_DEN: 0.0610366, RECALL: 0.0610366, MAP: 0.0287340, MRR: 0.0793444, NDCG: 0.0498326, F1: 0.0281708, HIT_RATE: 0.1831099, ARHR: 0.0827192, RMSE: 0.8370431, NOVELTY: 0.0053770, AVERAGE_POPULARITY: 0.5700944, DIVERSITY_MEAN_INTER_LIST: 0.8918313, DIVERSITY_HERFINDAHL: 0.9891776, COVERAGE_ITEM: 0.2469857, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0844631, SHANNON_ENTROPY: 8.0441982, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1381, 'shrink': 1990, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9298557225174249, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0968542, PRECISION: 0.0159078, PRECISION_RECALL_MIN_DEN: 0.0530261, RECALL: 0.0530261, MAP: 0.0243873, MRR: 0.0680804, NDCG: 0.0428123, F1: 0.0244736, HIT_RATE: 0.1590783, ARHR: 0.0705845, RMSE: 0.8905617, NOVELTY: 0.0051339, AVERAGE_POPULARITY: 0.6778342, DIVERSITY_MEAN_INTER_LIST: 0.8000095, DIVERSITY_HERFINDAHL: 0.9799960, COVERAGE_ITEM: 0.1115977, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0629815, SHANNON_ENTROPY: 6.7691089, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1540, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.1092349, PRECISION: 0.0182430, PRECISION_RECALL_MIN_DEN: 0.0608101, RECALL: 0.0608101, MAP: 0.0279148, MRR: 0.0771394, NDCG: 0.0488928, F1: 0.0280662, HIT_RATE: 0.1824303, ARHR: 0.0804027, RMSE: 0.8035718, NOVELTY: 0.0054622, AVERAGE_POPULARITY: 0.5338484, DIVERSITY_MEAN_INTER_LIST: 0.9119187, DIVERSITY_HERFINDAHL: 0.9911862, COVERAGE_ITEM: 0.2666667, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0972676, SHANNON_ENTROPY: 8.4047131, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1759, 'shrink': 1961, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07167167154977518, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1051139, PRECISION: 0.0173658, PRECISION_RECALL_MIN_DEN: 0.0578860, RECALL: 0.0578860, MAP: 0.0271745, MRR: 0.0749702, NDCG: 0.0471444, F1: 0.0267166, HIT_RATE: 0.1736579, ARHR: 0.0781966, RMSE: 1.5006117, NOVELTY: 0.0053403, AVERAGE_POPULARITY: 0.5885380, DIVERSITY_MEAN_INTER_LIST: 0.8730760, DIVERSITY_HERFINDAHL: 0.9873022, COVERAGE_ITEM: 0.2568262, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0786613, SHANNON_ENTROPY: 7.8766854, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1599, 'shrink': 1983, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.00559530838559752, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0922260, PRECISION: 0.0152777, PRECISION_RECALL_MIN_DEN: 0.0509256, RECALL: 0.0509256, MAP: 0.0232629, MRR: 0.0648897, NDCG: 0.0409271, F1: 0.0235041, HIT_RATE: 0.1527769, ARHR: 0.0673082, RMSE: 0.8653608, NOVELTY: 0.0051178, AVERAGE_POPULARITY: 0.6882897, DIVERSITY_MEAN_INTER_LIST: 0.7818213, DIVERSITY_HERFINDAHL: 0.9781773, COVERAGE_ITEM: 0.1151122, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0582823, SHANNON_ENTROPY: 6.6568397, 
