SearchBayesianSkopt: New best config found. Config 0: {'topK': 829, 'shrink': 1705, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.760771535622452, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0050818, PRECISION: 0.0008999, PRECISION_RECALL_MIN_DEN: 0.0029997, RECALL: 0.0029997, MAP: 0.0010966, MRR: 0.0032410, NDCG: 0.0021523, F1: 0.0013845, HIT_RATE: 0.0089991, ARHR: 0.0032654, RMSE: 0.9976290, NOVELTY: 0.0078327, AVERAGE_POPULARITY: 0.0739207, DIVERSITY_MEAN_INTER_LIST: 0.9771309, DIVERSITY_HERFINDAHL: 0.9976916, COVERAGE_ITEM: 0.0477426, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4764607, SHANNON_ENTROPY: 9.1148047, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 1640, 'shrink': 1845, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0342802005545402, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0209659, PRECISION: 0.0040825, PRECISION_RECALL_MIN_DEN: 0.0136084, RECALL: 0.0136084, MAP: 0.0044015, MRR: 0.0129703, NDCG: 0.0091199, F1: 0.0062808, HIT_RATE: 0.0408253, ARHR: 0.0130874, RMSE: 0.9995056, NOVELTY: 0.0056448, AVERAGE_POPULARITY: 0.3731756, DIVERSITY_MEAN_INTER_LIST: 0.8702115, DIVERSITY_HERFINDAHL: 0.9870020, COVERAGE_ITEM: 0.0476886, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1668537, SHANNON_ENTROPY: 7.3309798, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 1924, 'shrink': 1260, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9719996229344345, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0222265, PRECISION: 0.0040606, PRECISION_RECALL_MIN_DEN: 0.0135353, RECALL: 0.0135353, MAP: 0.0046719, MRR: 0.0135202, NDCG: 0.0093767, F1: 0.0062470, HIT_RATE: 0.0406058, ARHR: 0.0137680, RMSE: 0.9918592, NOVELTY: 0.0059048, AVERAGE_POPULARITY: 0.3313503, DIVERSITY_MEAN_INTER_LIST: 0.9412969, DIVERSITY_HERFINDAHL: 0.9941090, COVERAGE_ITEM: 0.0175723, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5233158, SHANNON_ENTROPY: 7.7860400, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 470, 'shrink': 1368, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.442143694613674, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0052724, PRECISION: 0.0009877, PRECISION_RECALL_MIN_DEN: 0.0032924, RECALL: 0.0032924, MAP: 0.0011586, MRR: 0.0034025, NDCG: 0.0023048, F1: 0.0015196, HIT_RATE: 0.0098771, ARHR: 0.0034391, RMSE: 0.9990213, NOVELTY: 0.0064384, AVERAGE_POPULARITY: 0.1079924, DIVERSITY_MEAN_INTER_LIST: 0.7907914, DIVERSITY_HERFINDAHL: 0.9790618, COVERAGE_ITEM: 0.0507705, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2570136, SHANNON_ENTROPY: 7.4889645, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 1570, 'shrink': 1444, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1728871691720604, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0197496, PRECISION: 0.0037972, PRECISION_RECALL_MIN_DEN: 0.0126573, RECALL: 0.0126573, MAP: 0.0040425, MRR: 0.0120054, NDCG: 0.0084454, F1: 0.0058418, HIT_RATE: 0.0379719, ARHR: 0.0120664, RMSE: 0.9994072, NOVELTY: 0.0056470, AVERAGE_POPULARITY: 0.3654030, DIVERSITY_MEAN_INTER_LIST: 0.8641462, DIVERSITY_HERFINDAHL: 0.9863957, COVERAGE_ITEM: 0.0458502, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1650234, SHANNON_ENTROPY: 7.2705719, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1094, 'shrink': 71, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7960084983487179, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0350697, PRECISION: 0.0067823, PRECISION_RECALL_MIN_DEN: 0.0226076, RECALL: 0.0226076, MAP: 0.0075025, MRR: 0.0214014, NDCG: 0.0152599, F1: 0.0104343, HIT_RATE: 0.0678227, ARHR: 0.0219544, RMSE: 0.8407410, NOVELTY: 0.0054133, AVERAGE_POPULARITY: 0.5467470, DIVERSITY_MEAN_INTER_LIST: 0.8890896, DIVERSITY_HERFINDAHL: 0.9888894, COVERAGE_ITEM: 0.0127602, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4018578, SHANNON_ENTROPY: 6.9735181, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 325, 'shrink': 633, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3103214961645134, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0118220, PRECISION: 0.0019974, PRECISION_RECALL_MIN_DEN: 0.0066579, RECALL: 0.0066579, MAP: 0.0027238, MRR: 0.0080836, NDCG: 0.0050941, F1: 0.0030729, HIT_RATE: 0.0199737, ARHR: 0.0081275, RMSE: 0.9726133, NOVELTY: 0.0072019, AVERAGE_POPULARITY: 0.1636885, DIVERSITY_MEAN_INTER_LIST: 0.9739876, DIVERSITY_HERFINDAHL: 0.9973774, COVERAGE_ITEM: 0.0468235, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4477563, SHANNON_ENTROPY: 8.9998401, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 459, 'shrink': 875, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.227814783232579, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0170944, PRECISION: 0.0028534, PRECISION_RECALL_MIN_DEN: 0.0095113, RECALL: 0.0095113, MAP: 0.0035191, MRR: 0.0103853, NDCG: 0.0068936, F1: 0.0043898, HIT_RATE: 0.0285338, ARHR: 0.0104713, RMSE: 0.9989187, NOVELTY: 0.0057865, AVERAGE_POPULARITY: 0.3071651, DIVERSITY_MEAN_INTER_LIST: 0.9399439, DIVERSITY_HERFINDAHL: 0.9939738, COVERAGE_ITEM: 0.0264396, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4232551, SHANNON_ENTROPY: 8.0373346, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 742, 'shrink': 75, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5373973601071156, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0022437, PRECISION: 0.0003073, PRECISION_RECALL_MIN_DEN: 0.0010243, RECALL: 0.0010243, MAP: 0.0004475, MRR: 0.0013426, NDCG: 0.0008250, F1: 0.0004727, HIT_RATE: 0.0030729, ARHR: 0.0013426, RMSE: 0.9995268, NOVELTY: 0.0060621, AVERAGE_POPULARITY: 0.0388034, DIVERSITY_MEAN_INTER_LIST: 0.3399209, DIVERSITY_HERFINDAHL: 0.9339846, COVERAGE_ITEM: 0.0099486, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1662672, SHANNON_ENTROPY: 4.7133833, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 1543, 'shrink': 432, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2681007090769565, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0112916, PRECISION: 0.0020413, PRECISION_RECALL_MIN_DEN: 0.0068042, RECALL: 0.0068042, MAP: 0.0022984, MRR: 0.0068953, NDCG: 0.0046964, F1: 0.0031404, HIT_RATE: 0.0204126, ARHR: 0.0068953, RMSE: 0.9927880, NOVELTY: 0.0069357, AVERAGE_POPULARITY: 0.1423768, DIVERSITY_MEAN_INTER_LIST: 0.9599728, DIVERSITY_HERFINDAHL: 0.9959762, COVERAGE_ITEM: 0.0278454, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4950889, SHANNON_ENTROPY: 8.3710545, 
SearchBayesianSkopt: New best config found. Config 20: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0484876, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0103399, MRR: 0.0295884, NDCG: 0.0208196, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0303041, RMSE: 7.0196135, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299766, DIVERSITY_MEAN_INTER_LIST: 0.5297825, DIVERSITY_HERFINDAHL: 0.9529666, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4282853, SHANNON_ENTROPY: 4.7747620, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1944, 'shrink': 1486, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03205378491055911, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0411682, PRECISION: 0.0081431, PRECISION_RECALL_MIN_DEN: 0.0271437, RECALL: 0.0271437, MAP: 0.0087927, MRR: 0.0248945, NDCG: 0.0180553, F1: 0.0125279, HIT_RATE: 0.0814311, ARHR: 0.0256363, RMSE: 0.8979652, NOVELTY: 0.0052545, AVERAGE_POPULARITY: 0.6184116, DIVERSITY_MEAN_INTER_LIST: 0.8430809, DIVERSITY_HERFINDAHL: 0.9842896, COVERAGE_ITEM: 0.0090835, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4012699, SHANNON_ENTROPY: 6.4798912, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 1951, 'shrink': 1752, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0017381746310234374, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0422535, PRECISION: 0.0077919, PRECISION_RECALL_MIN_DEN: 0.0259731, RECALL: 0.0259731, MAP: 0.0095044, MRR: 0.0272763, NDCG: 0.0184895, F1: 0.0119876, HIT_RATE: 0.0779192, ARHR: 0.0278948, RMSE: 0.9951227, NOVELTY: 0.0052547, AVERAGE_POPULARITY: 0.6194677, DIVERSITY_MEAN_INTER_LIST: 0.8537946, DIVERSITY_HERFINDAHL: 0.9853607, COVERAGE_ITEM: 0.0127061, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3594344, SHANNON_ENTROPY: 6.7658273, 
SearchBayesianSkopt: New best config found. Config 23: {'topK': 1990, 'shrink': 54, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.07612147075232724, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0497177, PRECISION: 0.0095040, PRECISION_RECALL_MIN_DEN: 0.0316798, RECALL: 0.0316798, MAP: 0.0107157, MRR: 0.0307885, NDCG: 0.0216215, F1: 0.0146215, HIT_RATE: 0.0950395, ARHR: 0.0314678, RMSE: 5.1360425, NOVELTY: 0.0049988, AVERAGE_POPULARITY: 0.7749669, DIVERSITY_MEAN_INTER_LIST: 0.6564446, DIVERSITY_HERFINDAHL: 0.9656301, COVERAGE_ITEM: 0.0038929, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4092493, SHANNON_ENTROPY: 5.2706434, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 1938, 'shrink': 1672, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.023336785123543095, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0406607, PRECISION: 0.0077700, PRECISION_RECALL_MIN_DEN: 0.0258999, RECALL: 0.0258999, MAP: 0.0088595, MRR: 0.0249156, NDCG: 0.0177072, F1: 0.0119538, HIT_RATE: 0.0776997, ARHR: 0.0257471, RMSE: 0.9226511, NOVELTY: 0.0052679, AVERAGE_POPULARITY: 0.6108435, DIVERSITY_MEAN_INTER_LIST: 0.8516651, DIVERSITY_HERFINDAHL: 0.9851478, COVERAGE_ITEM: 0.0094079, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4134015, SHANNON_ENTROPY: 6.5677191, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0440933, PRECISION: 0.0085162, PRECISION_RECALL_MIN_DEN: 0.0283875, RECALL: 0.0283875, MAP: 0.0094288, MRR: 0.0274737, NDCG: 0.0192447, F1: 0.0131019, HIT_RATE: 0.0851624, ARHR: 0.0278800, RMSE: 17.6972836, NOVELTY: 0.0049086, AVERAGE_POPULARITY: 0.8574335, DIVERSITY_MEAN_INTER_LIST: 0.4483469, DIVERSITY_HERFINDAHL: 0.9448248, COVERAGE_ITEM: 0.0029197, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3256996, SHANNON_ENTROPY: 4.4932397, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0484876, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0103399, MRR: 0.0295884, NDCG: 0.0208196, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0303041, RMSE: 7.0196135, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299766, DIVERSITY_MEAN_INTER_LIST: 0.5297825, DIVERSITY_HERFINDAHL: 0.9529666, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4282853, SHANNON_ENTROPY: 4.7747620, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0484876, PRECISION: 0.0091308, PRECISION_RECALL_MIN_DEN: 0.0304361, RECALL: 0.0304361, MAP: 0.0103399, MRR: 0.0295884, NDCG: 0.0208196, F1: 0.0140474, HIT_RATE: 0.0913082, ARHR: 0.0303041, RMSE: 7.0196135, NOVELTY: 0.0049375, AVERAGE_POPULARITY: 0.8299766, DIVERSITY_MEAN_INTER_LIST: 0.5297825, DIVERSITY_HERFINDAHL: 0.9529666, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4282853, SHANNON_ENTROPY: 4.7747620, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1981, 'shrink': 1880, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.011069765169075653, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0403436, PRECISION: 0.0078139, PRECISION_RECALL_MIN_DEN: 0.0260462, RECALL: 0.0260462, MAP: 0.0088951, MRR: 0.0250310, NDCG: 0.0177821, F1: 0.0120213, HIT_RATE: 0.0781387, ARHR: 0.0258582, RMSE: 0.9305547, NOVELTY: 0.0052652, AVERAGE_POPULARITY: 0.6117955, DIVERSITY_MEAN_INTER_LIST: 0.8514554, DIVERSITY_HERFINDAHL: 0.9851268, COVERAGE_ITEM: 0.0094079, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4116797, SHANNON_ENTROPY: 6.5626541, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1997, 'shrink': 7, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8729930427203083, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0066091, PRECISION: 0.0010536, PRECISION_RECALL_MIN_DEN: 0.0035119, RECALL: 0.0035119, MAP: 0.0014343, MRR: 0.0043028, NDCG: 0.0026973, F1: 0.0016209, HIT_RATE: 0.0105356, ARHR: 0.0043028, RMSE: 0.9959343, NOVELTY: 0.0059762, AVERAGE_POPULARITY: 0.1195676, DIVERSITY_MEAN_INTER_LIST: 0.5434379, DIVERSITY_HERFINDAHL: 0.9543319, COVERAGE_ITEM: 0.0099486, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2458672, SHANNON_ENTROPY: 5.4443421, 
