SearchBayesianSkopt: New best config found. Config 0: {'topK': 829, 'shrink': 1705, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0090479, PRECISION: 0.0014486, PRECISION_RECALL_MIN_DEN: 0.0048288, RECALL: 0.0048288, MAP: 0.0018774, MRR: 0.0056322, NDCG: 0.0036126, F1: 0.0022287, HIT_RATE: 0.0144864, ARHR: 0.0056322, RMSE: 0.9999059, NOVELTY: 0.0060210, AVERAGE_POPULARITY: 0.1728381, DIVERSITY_MEAN_INTER_LIST: 0.8075203, DIVERSITY_HERFINDAHL: 0.9807343, COVERAGE_ITEM: 0.0478508, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2230592, SHANNON_ENTROPY: 7.3989585, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1887, 'shrink': 1633, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0178352, PRECISION: 0.0033802, PRECISION_RECALL_MIN_DEN: 0.0112672, RECALL: 0.0112672, MAP: 0.0036296, MRR: 0.0107899, NDCG: 0.0075596, F1: 0.0052002, HIT_RATE: 0.0338016, ARHR: 0.0108393, RMSE: 0.9996558, NOVELTY: 0.0057624, AVERAGE_POPULARITY: 0.3084958, DIVERSITY_MEAN_INTER_LIST: 0.8708469, DIVERSITY_HERFINDAHL: 0.9870656, COVERAGE_ITEM: 0.0435793, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2058754, SHANNON_ENTROPY: 7.4891732, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 554, 'shrink': 290, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0060482, PRECISION: 0.0009219, PRECISION_RECALL_MIN_DEN: 0.0030729, RECALL: 0.0030729, MAP: 0.0013617, MRR: 0.0040850, NDCG: 0.0024811, F1: 0.0014182, HIT_RATE: 0.0092186, ARHR: 0.0040850, RMSE: 0.9997434, NOVELTY: 0.0062444, AVERAGE_POPULARITY: 0.1135800, DIVERSITY_MEAN_INTER_LIST: 0.7960173, DIVERSITY_HERFINDAHL: 0.9795843, COVERAGE_ITEM: 0.0576372, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2926295, SHANNON_ENTROPY: 7.7088909, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 40, 'shrink': 1819, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0000000, PRECISION: 0.0000000, PRECISION_RECALL_MIN_DEN: 0.0000000, RECALL: 0.0000000, MAP: 0.0000000, MRR: 0.0000000, NDCG: 0.0000000, F1: 0.0000000, HIT_RATE: 0.0000000, ARHR: 0.0000000, RMSE: 1.0000000, NOVELTY: 0.0058638, AVERAGE_POPULARITY: 0.0087205, DIVERSITY_MEAN_INTER_LIST: 0.0236155, DIVERSITY_HERFINDAHL: 0.9023610, COVERAGE_ITEM: 0.0043796, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1403071, SHANNON_ENTROPY: 3.4408715, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 457, 'shrink': 749, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0046825, PRECISION: 0.0006804, PRECISION_RECALL_MIN_DEN: 0.0022681, RECALL: 0.0022681, MAP: 0.0010534, MRR: 0.0031603, NDCG: 0.0018862, F1: 0.0010468, HIT_RATE: 0.0068042, ARHR: 0.0031603, RMSE: 0.9999485, NOVELTY: 0.0064355, AVERAGE_POPULARITY: 0.0833471, DIVERSITY_MEAN_INTER_LIST: 0.7888235, DIVERSITY_HERFINDAHL: 0.9788650, COVERAGE_ITEM: 0.0542309, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3114914, SHANNON_ENTROPY: 7.6670786, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 12, 'shrink': 1460, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0000000, PRECISION: 0.0000000, PRECISION_RECALL_MIN_DEN: 0.0000000, RECALL: 0.0000000, MAP: 0.0000000, MRR: 0.0000000, NDCG: 0.0000000, F1: 0.0000000, HIT_RATE: 0.0000000, ARHR: 0.0000000, RMSE: 1.0000000, NOVELTY: 0.0058176, AVERAGE_POPULARITY: 0.0084704, DIVERSITY_MEAN_INTER_LIST: 0.0013146, DIVERSITY_HERFINDAHL: 0.9001314, COVERAGE_ITEM: 0.0010273, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5502436, SHANNON_ENTROPY: 3.3294218, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 1149, 'shrink': 1876, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0151083, PRECISION: 0.0025241, PRECISION_RECALL_MIN_DEN: 0.0084138, RECALL: 0.0084138, MAP: 0.0033540, MRR: 0.0099006, NDCG: 0.0063443, F1: 0.0038833, HIT_RATE: 0.0252414, ARHR: 0.0099813, RMSE: 0.9998396, NOVELTY: 0.0058793, AVERAGE_POPULARITY: 0.2284378, DIVERSITY_MEAN_INTER_LIST: 0.8159893, DIVERSITY_HERFINDAHL: 0.9815810, COVERAGE_ITEM: 0.0365504, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2253593, SHANNON_ENTROPY: 7.2063809, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 1931, 'shrink': 1639, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0177986, PRECISION: 0.0034021, PRECISION_RECALL_MIN_DEN: 0.0113404, RECALL: 0.0113404, MAP: 0.0036419, MRR: 0.0107780, NDCG: 0.0075898, F1: 0.0052340, HIT_RATE: 0.0340211, ARHR: 0.0108518, RMSE: 0.9996465, NOVELTY: 0.0057513, AVERAGE_POPULARITY: 0.3128900, DIVERSITY_MEAN_INTER_LIST: 0.8731472, DIVERSITY_HERFINDAHL: 0.9872956, COVERAGE_ITEM: 0.0448770, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2018903, SHANNON_ENTROPY: 7.5045736, 
SearchBayesianSkopt: New best config found. Config 20: {'topK': 2000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0367967, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0078921, MRR: 0.0230283, NDCG: 0.0159075, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0233523, RMSE: 0.8785983, NOVELTY: 0.0052463, AVERAGE_POPULARITY: 0.6214896, DIVERSITY_MEAN_INTER_LIST: 0.8136116, DIVERSITY_HERFINDAHL: 0.9813433, COVERAGE_ITEM: 0.0296837, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1653442, SHANNON_ENTROPY: 6.6973723, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0367967, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0078921, MRR: 0.0230283, NDCG: 0.0159075, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0233523, RMSE: 0.8785983, NOVELTY: 0.0052463, AVERAGE_POPULARITY: 0.6214896, DIVERSITY_MEAN_INTER_LIST: 0.8136116, DIVERSITY_HERFINDAHL: 0.9813433, COVERAGE_ITEM: 0.0296837, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1653442, SHANNON_ENTROPY: 6.6973723, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0367967, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0078921, MRR: 0.0230283, NDCG: 0.0159075, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0233523, RMSE: 0.8785983, NOVELTY: 0.0052463, AVERAGE_POPULARITY: 0.6214896, DIVERSITY_MEAN_INTER_LIST: 0.8136116, DIVERSITY_HERFINDAHL: 0.9813433, COVERAGE_ITEM: 0.0296837, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1653442, SHANNON_ENTROPY: 6.6973723, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1962, 'shrink': 1969, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0173108, PRECISION: 0.0032046, PRECISION_RECALL_MIN_DEN: 0.0106819, RECALL: 0.0106819, MAP: 0.0035650, MRR: 0.0105473, NDCG: 0.0073017, F1: 0.0049301, HIT_RATE: 0.0320457, ARHR: 0.0106211, RMSE: 0.9997000, NOVELTY: 0.0057481, AVERAGE_POPULARITY: 0.3160867, DIVERSITY_MEAN_INTER_LIST: 0.8752475, DIVERSITY_HERFINDAHL: 0.9875055, COVERAGE_ITEM: 0.0448229, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1995642, SHANNON_ENTROPY: 7.5055453, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 1980, 'shrink': 1986, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0177498, PRECISION: 0.0032924, PRECISION_RECALL_MIN_DEN: 0.0109745, RECALL: 0.0109745, MAP: 0.0035647, MRR: 0.0105465, NDCG: 0.0074002, F1: 0.0050652, HIT_RATE: 0.0329236, ARHR: 0.0106203, RMSE: 0.9996995, NOVELTY: 0.0057432, AVERAGE_POPULARITY: 0.3182581, DIVERSITY_MEAN_INTER_LIST: 0.8760771, DIVERSITY_HERFINDAHL: 0.9875885, COVERAGE_ITEM: 0.0449311, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1993597, SHANNON_ENTROPY: 7.5089872, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 2000, 'shrink': 70, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0195347, PRECISION: 0.0036874, PRECISION_RECALL_MIN_DEN: 0.0122915, RECALL: 0.0122915, MAP: 0.0039349, MRR: 0.0116730, NDCG: 0.0082208, F1: 0.0056730, HIT_RATE: 0.0368745, ARHR: 0.0117388, RMSE: 0.9902767, NOVELTY: 0.0056494, AVERAGE_POPULARITY: 0.3714509, DIVERSITY_MEAN_INTER_LIST: 0.8762108, DIVERSITY_HERFINDAHL: 0.9876019, COVERAGE_ITEM: 0.0450392, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1720194, SHANNON_ENTROPY: 7.3520670, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0367967, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0078921, MRR: 0.0230283, NDCG: 0.0159075, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0233523, RMSE: 0.8785983, NOVELTY: 0.0052463, AVERAGE_POPULARITY: 0.6214896, DIVERSITY_MEAN_INTER_LIST: 0.8136116, DIVERSITY_HERFINDAHL: 0.9813433, COVERAGE_ITEM: 0.0296837, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1653442, SHANNON_ENTROPY: 6.6973723, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1990, 'shrink': 1999, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0173596, PRECISION: 0.0031826, PRECISION_RECALL_MIN_DEN: 0.0106087, RECALL: 0.0106087, MAP: 0.0034979, MRR: 0.0103460, NDCG: 0.0072116, F1: 0.0048963, HIT_RATE: 0.0318262, ARHR: 0.0104198, RMSE: 0.9997000, NOVELTY: 0.0057434, AVERAGE_POPULARITY: 0.3190148, DIVERSITY_MEAN_INTER_LIST: 0.8763628, DIVERSITY_HERFINDAHL: 0.9876170, COVERAGE_ITEM: 0.0451473, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1980989, SHANNON_ENTROPY: 7.5092452, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 2000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0367967, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0078921, MRR: 0.0230283, NDCG: 0.0159075, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0233523, RMSE: 0.8785983, NOVELTY: 0.0052463, AVERAGE_POPULARITY: 0.6214896, DIVERSITY_MEAN_INTER_LIST: 0.8136116, DIVERSITY_HERFINDAHL: 0.9813433, COVERAGE_ITEM: 0.0296837, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1653442, SHANNON_ENTROPY: 6.6973723, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1999, 'shrink': 12, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0276878, PRECISION: 0.0053117, PRECISION_RECALL_MIN_DEN: 0.0177056, RECALL: 0.0177056, MAP: 0.0059167, MRR: 0.0172525, NDCG: 0.0120409, F1: 0.0081718, HIT_RATE: 0.0531168, ARHR: 0.0175013, RMSE: 0.9490419, NOVELTY: 0.0054708, AVERAGE_POPULARITY: 0.5101608, DIVERSITY_MEAN_INTER_LIST: 0.9012424, DIVERSITY_HERFINDAHL: 0.9901045, COVERAGE_ITEM: 0.0408218, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2157754, SHANNON_ENTROPY: 7.6211846, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1999, 'shrink': 18, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0240099, PRECISION: 0.0043459, PRECISION_RECALL_MIN_DEN: 0.0144864, RECALL: 0.0144864, MAP: 0.0051194, MRR: 0.0150656, NDCG: 0.0101890, F1: 0.0066860, HIT_RATE: 0.0434592, ARHR: 0.0152119, RMSE: 0.9657147, NOVELTY: 0.0056952, AVERAGE_POPULARITY: 0.4592350, DIVERSITY_MEAN_INTER_LIST: 0.9220724, DIVERSITY_HERFINDAHL: 0.9921870, COVERAGE_ITEM: 0.0533117, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2316937, SHANNON_ENTROPY: 8.0600636, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1985, 'shrink': 1969, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0171889, PRECISION: 0.0032924, PRECISION_RECALL_MIN_DEN: 0.0109745, RECALL: 0.0109745, MAP: 0.0034997, MRR: 0.0103517, NDCG: 0.0073195, F1: 0.0050652, HIT_RATE: 0.0329236, ARHR: 0.0104255, RMSE: 0.9996968, NOVELTY: 0.0057419, AVERAGE_POPULARITY: 0.3189189, DIVERSITY_MEAN_INTER_LIST: 0.8762421, DIVERSITY_HERFINDAHL: 0.9876050, COVERAGE_ITEM: 0.0449851, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1986940, SHANNON_ENTROPY: 7.5083519, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 1993, 'shrink': 1994, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0173596, PRECISION: 0.0032046, PRECISION_RECALL_MIN_DEN: 0.0106819, RECALL: 0.0106819, MAP: 0.0035044, MRR: 0.0103656, NDCG: 0.0072404, F1: 0.0049301, HIT_RATE: 0.0320457, ARHR: 0.0104394, RMSE: 0.9996985, NOVELTY: 0.0057424, AVERAGE_POPULARITY: 0.3193751, DIVERSITY_MEAN_INTER_LIST: 0.8763944, DIVERSITY_HERFINDAHL: 0.9876202, COVERAGE_ITEM: 0.0449851, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1985995, SHANNON_ENTROPY: 7.5082504, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1961, 'shrink': 16, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0240266, PRECISION: 0.0044337, PRECISION_RECALL_MIN_DEN: 0.0147790, RECALL: 0.0147790, MAP: 0.0050945, MRR: 0.0149526, NDCG: 0.0102422, F1: 0.0068211, HIT_RATE: 0.0443371, ARHR: 0.0151181, RMSE: 0.9626508, NOVELTY: 0.0056363, AVERAGE_POPULARITY: 0.4687666, DIVERSITY_MEAN_INTER_LIST: 0.9200488, DIVERSITY_HERFINDAHL: 0.9919847, COVERAGE_ITEM: 0.0532036, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2241049, SHANNON_ENTROPY: 8.0145586, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 19, 'shrink': 16, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0000000, PRECISION: 0.0000000, PRECISION_RECALL_MIN_DEN: 0.0000000, RECALL: 0.0000000, MAP: 0.0000000, MRR: 0.0000000, NDCG: 0.0000000, F1: 0.0000000, HIT_RATE: 0.0000000, ARHR: 0.0000000, RMSE: 1.0000000, NOVELTY: 0.0058506, AVERAGE_POPULARITY: 0.0090422, DIVERSITY_MEAN_INTER_LIST: 0.0230493, DIVERSITY_HERFINDAHL: 0.9023044, COVERAGE_ITEM: 0.0064342, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0979364, SHANNON_ENTROPY: 3.4460107, 
