CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 144, 'shrink': 1909, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7066832631994028, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063400±0.0013, PRECISION: 0.008792±0.0002, PRECISION_RECALL_MIN_DEN: 0.087922±0.0020, RECALL: 0.087922±0.0020, MAP: 0.045624±0.0012, MRR: 0.045624±0.0012, NDCG: 0.055601±0.0010, F1: 0.015986±0.0004, HIT_RATE: 0.087922±0.0020, ARHR: 0.045624±0.0012, RMSE: 0.789976±0.0058, NOVELTY: 0.006034±0.0000, AVERAGE_POPULARITY: 0.264208±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.986001±0.0001, DIVERSITY_HERFINDAHL: 0.998580±0.0000, COVERAGE_ITEM: 0.401049±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261335±0.0006, SHANNON_ENTROPY: 10.853521±0.0039, 
CrossSearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 85, 'shrink': 1490, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.028992302705376678, 'feature_weighting': 'none'} - results: ROC_AUC: 0.057786±0.0018, PRECISION: 0.007930±0.0003, PRECISION_RECALL_MIN_DEN: 0.079300±0.0030, RECALL: 0.079300±0.0030, MAP: 0.041290±0.0016, MRR: 0.041290±0.0016, NDCG: 0.050284±0.0017, F1: 0.014418±0.0005, HIT_RATE: 0.079300±0.0030, ARHR: 0.041290±0.0016, RMSE: 0.986999±0.0003, NOVELTY: 0.006439±0.0000, AVERAGE_POPULARITY: 0.273314±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.982889±0.0001, DIVERSITY_HERFINDAHL: 0.998268±0.0000, COVERAGE_ITEM: 0.567775±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.347800±0.0008, SHANNON_ENTROPY: 11.447638±0.0055, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 107, 'shrink': 279, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.1888134943025795, 'feature_weighting': 'none'} - results: ROC_AUC: 0.054561±0.0015, PRECISION: 0.007747±0.0002, PRECISION_RECALL_MIN_DEN: 0.077468±0.0020, RECALL: 0.077468±0.0020, MAP: 0.038622±0.0006, MRR: 0.038622±0.0006, NDCG: 0.047759±0.0008, F1: 0.014085±0.0004, HIT_RATE: 0.077468±0.0020, ARHR: 0.038622±0.0006, RMSE: 0.966826±0.0010, NOVELTY: 0.005490±0.0000, AVERAGE_POPULARITY: 0.522080±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.930334±0.0004, DIVERSITY_HERFINDAHL: 0.993014±0.0000, COVERAGE_ITEM: 0.242184±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145140±0.0003, SHANNON_ENTROPY: 8.711242±0.0073, 
CrossSearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 154, 'shrink': 478, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8042328040393532, 'feature_weighting': 'none'} - results: ROC_AUC: 0.054857±0.0012, PRECISION: 0.007676±0.0002, PRECISION_RECALL_MIN_DEN: 0.076760±0.0021, RECALL: 0.076760±0.0021, MAP: 0.039301±0.0009, MRR: 0.039301±0.0009, NDCG: 0.048125±0.0010, F1: 0.013956±0.0004, HIT_RATE: 0.076760±0.0021, ARHR: 0.039301±0.0009, RMSE: 0.965369±0.0007, NOVELTY: 0.005566±0.0000, AVERAGE_POPULARITY: 0.478459±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.943306±0.0004, DIVERSITY_HERFINDAHL: 0.994311±0.0000, COVERAGE_ITEM: 0.262363±0.0040, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.159832±0.0003, SHANNON_ENTROPY: 9.046157±0.0044, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 168, 'shrink': 328, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5902848849810628, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.048369±0.0018, PRECISION: 0.006939±0.0004, PRECISION_RECALL_MIN_DEN: 0.069388±0.0039, RECALL: 0.069388±0.0039, MAP: 0.034896±0.0008, MRR: 0.034896±0.0008, NDCG: 0.042976±0.0014, F1: 0.012616±0.0007, HIT_RATE: 0.069388±0.0039, ARHR: 0.034896±0.0008, RMSE: 21.688948±0.5926, NOVELTY: 0.005329±0.0000, AVERAGE_POPULARITY: 0.617989±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.866998±0.0007, DIVERSITY_HERFINDAHL: 0.986682±0.0001, COVERAGE_ITEM: 0.193652±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.117727±0.0007, SHANNON_ENTROPY: 7.815542±0.0092, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 66, 'shrink': 951, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8311242115032436, 'feature_weighting': 'none'} - results: ROC_AUC: 0.049516±0.0016, PRECISION: 0.006964±0.0004, PRECISION_RECALL_MIN_DEN: 0.069638±0.0036, RECALL: 0.069638±0.0036, MAP: 0.035296±0.0007, MRR: 0.035296±0.0007, NDCG: 0.043379±0.0013, F1: 0.012661±0.0007, HIT_RATE: 0.069638±0.0036, ARHR: 0.035296±0.0007, RMSE: 0.890615±0.0019, NOVELTY: 0.005499±0.0000, AVERAGE_POPULARITY: 0.533892±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.915855±0.0004, DIVERSITY_HERFINDAHL: 0.991566±0.0000, COVERAGE_ITEM: 0.258091±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153760±0.0002, SHANNON_ENTROPY: 8.694338±0.0083, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 151, 'shrink': 136, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1870988229757018, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.048642±0.0022, PRECISION: 0.006822±0.0001, PRECISION_RECALL_MIN_DEN: 0.068222±0.0014, RECALL: 0.068222±0.0014, MAP: 0.034528±0.0019, MRR: 0.034528±0.0019, NDCG: 0.042472±0.0018, F1: 0.012404±0.0003, HIT_RATE: 0.068222±0.0014, ARHR: 0.034528±0.0019, RMSE: 0.888530±0.0051, NOVELTY: 0.006519±0.0000, AVERAGE_POPULARITY: 0.059759±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.998051±0.0000, DIVERSITY_HERFINDAHL: 0.999784±0.0000, COVERAGE_ITEM: 0.718659±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.506378±0.0007, SHANNON_ENTROPY: 12.994545±0.0019, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 188, 'shrink': 473, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.41100493054399856, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062742±0.0016, PRECISION: 0.008846±0.0003, PRECISION_RECALL_MIN_DEN: 0.088463±0.0033, RECALL: 0.088463±0.0033, MAP: 0.045065±0.0008, MRR: 0.045065±0.0008, NDCG: 0.055271±0.0011, F1: 0.016084±0.0006, HIT_RATE: 0.088463±0.0033, ARHR: 0.045065±0.0008, RMSE: 0.940709±0.0012, NOVELTY: 0.005669±0.0000, AVERAGE_POPULARITY: 0.314214±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.977092±0.0001, DIVERSITY_HERFINDAHL: 0.997689±0.0000, COVERAGE_ITEM: 0.534469±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.302072±0.0006, SHANNON_ENTROPY: 10.973534±0.0050, 
CrossSearchBayesianSkopt: New best config found. Config 18: {'topK': 29, 'shrink': 1959, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6529420277009391, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.068416±0.0028, PRECISION: 0.009650±0.0004, PRECISION_RECALL_MIN_DEN: 0.096501±0.0042, RECALL: 0.096501±0.0042, MAP: 0.048598±0.0015, MRR: 0.048598±0.0015, NDCG: 0.059875±0.0020, F1: 0.017546±0.0008, HIT_RATE: 0.096501±0.0042, ARHR: 0.048598±0.0015, RMSE: 0.914875±0.0041, NOVELTY: 0.006175±0.0000, AVERAGE_POPULARITY: 0.301702±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.981419±0.0002, DIVERSITY_HERFINDAHL: 0.998122±0.0000, COVERAGE_ITEM: 0.460276±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.271823±0.0007, SHANNON_ENTROPY: 10.860787±0.0097, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 78, 'shrink': 1399, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9350422387018824, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.046309±0.0017, PRECISION: 0.006401±0.0003, PRECISION_RECALL_MIN_DEN: 0.064015±0.0026, RECALL: 0.064015±0.0026, MAP: 0.033262±0.0013, MRR: 0.033262±0.0013, NDCG: 0.040523±0.0015, F1: 0.011639±0.0005, HIT_RATE: 0.064015±0.0026, ARHR: 0.033262±0.0013, RMSE: 0.908892±0.0020, NOVELTY: 0.005517±0.0000, AVERAGE_POPULARITY: 0.059214±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.998137±0.0000, DIVERSITY_HERFINDAHL: 0.999793±0.0000, COVERAGE_ITEM: 0.688078±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.518623±0.0010, SHANNON_ENTROPY: 12.989319±0.0054, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 144, 'shrink': 1804, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9470714414408996, 'feature_weighting': 'none'} - results: ROC_AUC: 0.052219±0.0017, PRECISION: 0.007197±0.0002, PRECISION_RECALL_MIN_DEN: 0.071970±0.0024, RECALL: 0.071970±0.0024, MAP: 0.037704±0.0007, MRR: 0.037704±0.0007, NDCG: 0.045791±0.0011, F1: 0.013085±0.0004, HIT_RATE: 0.071970±0.0024, ARHR: 0.037704±0.0007, RMSE: 0.986930±0.0003, NOVELTY: 0.005561±0.0000, AVERAGE_POPULARITY: 0.475683±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.941841±0.0005, DIVERSITY_HERFINDAHL: 0.994165±0.0000, COVERAGE_ITEM: 0.256686±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.157929±0.0004, SHANNON_ENTROPY: 9.005673±0.0053, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 53, 'shrink': 887, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.27896797351959807, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.051446±0.0019, PRECISION: 0.007305±0.0003, PRECISION_RECALL_MIN_DEN: 0.073053±0.0031, RECALL: 0.073053±0.0031, MAP: 0.036638±0.0017, MRR: 0.036638±0.0017, NDCG: 0.045199±0.0020, F1: 0.013282±0.0006, HIT_RATE: 0.073053±0.0031, ARHR: 0.036638±0.0017, RMSE: 0.980378±0.0004, NOVELTY: 0.006158±0.0000, AVERAGE_POPULARITY: 0.078548±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.997610±0.0000, DIVERSITY_HERFINDAHL: 0.999740±0.0000, COVERAGE_ITEM: 0.700752±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.497294±0.0008, SHANNON_ENTROPY: 12.890499±0.0032, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 66, 'shrink': 1466, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9460750910237903, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.035735±0.0017, PRECISION: 0.005006±0.0002, PRECISION_RECALL_MIN_DEN: 0.050062±0.0023, RECALL: 0.050062±0.0023, MAP: 0.025015±0.0020, MRR: 0.025015±0.0020, NDCG: 0.030933±0.0020, F1: 0.009102±0.0004, HIT_RATE: 0.050062±0.0023, ARHR: 0.025015±0.0020, RMSE: 0.875830±0.0010, NOVELTY: 0.006583±0.0000, AVERAGE_POPULARITY: 0.102541±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.990693±0.0001, DIVERSITY_HERFINDAHL: 0.999049±0.0000, COVERAGE_ITEM: 0.396561±0.0040, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.292311±0.0011, SHANNON_ENTROPY: 11.200282±0.0016, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 133, 'shrink': 111, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1626513342237308, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.023934±0.0008, PRECISION: 0.003636±0.0001, PRECISION_RECALL_MIN_DEN: 0.036360±0.0008, RECALL: 0.036360±0.0008, MAP: 0.016687±0.0010, MRR: 0.016687±0.0010, NDCG: 0.021271±0.0010, F1: 0.006611±0.0002, HIT_RATE: 0.036360±0.0008, ARHR: 0.016687±0.0010, RMSE: 0.914109±0.0048, NOVELTY: 0.002401±0.0000, AVERAGE_POPULARITY: 0.042522±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.996830±0.0000, DIVERSITY_HERFINDAHL: 0.999662±0.0000, COVERAGE_ITEM: 0.427467±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.441897±0.0012, SHANNON_ENTROPY: 12.147979±0.0073, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 54, 'shrink': 400, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3031988825285628, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.051585±0.0021, PRECISION: 0.007359±0.0003, PRECISION_RECALL_MIN_DEN: 0.073594±0.0030, RECALL: 0.073594±0.0030, MAP: 0.036848±0.0009, MRR: 0.036848±0.0009, NDCG: 0.045474±0.0014, F1: 0.013381±0.0005, HIT_RATE: 0.073594±0.0030, ARHR: 0.036848±0.0009, RMSE: 12.986704±0.3979, NOVELTY: 0.005531±0.0000, AVERAGE_POPULARITY: 0.518008±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.927746±0.0004, DIVERSITY_HERFINDAHL: 0.992755±0.0000, COVERAGE_ITEM: 0.245893±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156241±0.0004, SHANNON_ENTROPY: 8.819012±0.0069, 
