CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 195, 'shrink': 161, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.2594949699655607, 'tversky_beta': 1.8796558071589524} - results: ROC_AUC: 0.053529±0.0007, PRECISION: 0.007530±0.0002, PRECISION_RECALL_MIN_DEN: 0.075302±0.0024, RECALL: 0.075302±0.0024, MAP: 0.038184±0.0010, MRR: 0.038184±0.0010, NDCG: 0.046929±0.0010, F1: 0.013691±0.0004, HIT_RATE: 0.075302±0.0024, ARHR: 0.038184±0.0010, RMSE: 0.946386±0.0011, NOVELTY: 0.006811±0.0000, AVERAGE_POPULARITY: 0.231272±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.989697±0.0001, DIVERSITY_HERFINDAHL: 0.998949±0.0000, COVERAGE_ITEM: 0.564996±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.377207±0.0010, SHANNON_ENTROPY: 11.804890±0.0061, 
CrossSearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 45, 'shrink': 653, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.3128266211118984, 'tversky_beta': 0.5700041075663068} - results: ROC_AUC: 0.056620±0.0021, PRECISION: 0.007901±0.0004, PRECISION_RECALL_MIN_DEN: 0.079009±0.0040, RECALL: 0.079009±0.0040, MAP: 0.040920±0.0011, MRR: 0.040920±0.0011, NDCG: 0.049891±0.0018, F1: 0.014365±0.0007, HIT_RATE: 0.079009±0.0040, ARHR: 0.040920±0.0011, RMSE: 0.985710±0.0004, NOVELTY: 0.005745±0.0000, AVERAGE_POPULARITY: 0.406336±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.967361±0.0002, DIVERSITY_HERFINDAHL: 0.996716±0.0000, COVERAGE_ITEM: 0.241849±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.186237±0.0003, SHANNON_ENTROPY: 9.582055±0.0082, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 27, 'shrink': 718, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.6607588030923253, 'tversky_beta': 1.6665858508164784} - results: ROC_AUC: 0.058971±0.0023, PRECISION: 0.008359±0.0004, PRECISION_RECALL_MIN_DEN: 0.083590±0.0035, RECALL: 0.083590±0.0035, MAP: 0.042701±0.0013, MRR: 0.042701±0.0013, NDCG: 0.052300±0.0018, F1: 0.015198±0.0006, HIT_RATE: 0.083590±0.0035, ARHR: 0.042701±0.0013, RMSE: 0.947532±0.0016, NOVELTY: 0.005797±0.0000, AVERAGE_POPULARITY: 0.384813±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.972420±0.0001, DIVERSITY_HERFINDAHL: 0.997222±0.0000, COVERAGE_ITEM: 0.242649±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.195814±0.0007, SHANNON_ENTROPY: 9.747257±0.0047, 
CrossSearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 19, 'shrink': 1972, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.4286626579680962, 'tversky_beta': 0.888952990248115} - results: ROC_AUC: 0.053209±0.0022, PRECISION: 0.007568±0.0003, PRECISION_RECALL_MIN_DEN: 0.075677±0.0033, RECALL: 0.075677±0.0033, MAP: 0.038122±0.0010, MRR: 0.038122±0.0010, NDCG: 0.046941±0.0015, F1: 0.013759±0.0006, HIT_RATE: 0.075677±0.0033, ARHR: 0.038122±0.0010, RMSE: 0.994650±0.0002, NOVELTY: 0.005740±0.0000, AVERAGE_POPULARITY: 0.422134±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.963291±0.0005, DIVERSITY_HERFINDAHL: 0.996309±0.0000, COVERAGE_ITEM: 0.268397±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.187637±0.0010, SHANNON_ENTROPY: 9.574734±0.0121, 
CrossSearchBayesianSkopt: New best config found. Config 14: {'topK': 59, 'shrink': 1742, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9115610349599705, 'tversky_beta': 0.0360352125178749} - results: ROC_AUC: 0.065084±0.0019, PRECISION: 0.009150±0.0003, PRECISION_RECALL_MIN_DEN: 0.091504±0.0033, RECALL: 0.091504±0.0033, MAP: 0.046977±0.0017, MRR: 0.046977±0.0017, NDCG: 0.057452±0.0018, F1: 0.016637±0.0006, HIT_RATE: 0.091504±0.0033, ARHR: 0.046977±0.0017, RMSE: 0.991434±0.0002, NOVELTY: 0.006457±0.0000, AVERAGE_POPULARITY: 0.255964±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.987104±0.0000, DIVERSITY_HERFINDAHL: 0.998690±0.0000, COVERAGE_ITEM: 0.468948±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.301611±0.0005, SHANNON_ENTROPY: 11.207096±0.0056, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 63, 'shrink': 1589, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.4303700613021143, 'tversky_beta': 1.4066719771179055} - results: ROC_AUC: 0.051793±0.0016, PRECISION: 0.007230±0.0003, PRECISION_RECALL_MIN_DEN: 0.072303±0.0032, RECALL: 0.072303±0.0032, MAP: 0.036863±0.0006, MRR: 0.036863±0.0006, NDCG: 0.045224±0.0012, F1: 0.013146±0.0006, HIT_RATE: 0.072303±0.0032, ARHR: 0.036863±0.0006, RMSE: 0.943100±0.0015, NOVELTY: 0.005534±0.0000, AVERAGE_POPULARITY: 0.514213±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.932466±0.0006, DIVERSITY_HERFINDAHL: 0.993227±0.0001, COVERAGE_ITEM: 0.221627±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151143±0.0004, SHANNON_ENTROPY: 8.780626±0.0111, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 112, 'shrink': 1824, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.8458910312201153, 'tversky_beta': 0.8894784005829641} - results: ROC_AUC: 0.052464±0.0018, PRECISION: 0.007318±0.0003, PRECISION_RECALL_MIN_DEN: 0.073178±0.0027, RECALL: 0.073178±0.0027, MAP: 0.037786±0.0008, MRR: 0.037786±0.0008, NDCG: 0.046130±0.0011, F1: 0.013305±0.0005, HIT_RATE: 0.073178±0.0027, ARHR: 0.037786±0.0008, RMSE: 0.990915±0.0002, NOVELTY: 0.005528±0.0000, AVERAGE_POPULARITY: 0.512306±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.932680±0.0005, DIVERSITY_HERFINDAHL: 0.993249±0.0001, COVERAGE_ITEM: 0.215020±0.0046, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.147235±0.0005, SHANNON_ENTROPY: 8.730837±0.0092, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 14, 'shrink': 1042, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.2867711315809594, 'tversky_beta': 1.0098111574772186} - results: ROC_AUC: 0.055731±0.0027, PRECISION: 0.007897±0.0004, PRECISION_RECALL_MIN_DEN: 0.078967±0.0035, RECALL: 0.078967±0.0035, MAP: 0.039886±0.0015, MRR: 0.039886±0.0015, NDCG: 0.049068±0.0019, F1: 0.014358±0.0006, HIT_RATE: 0.078967±0.0035, ARHR: 0.039886±0.0015, RMSE: 0.953212±0.0018, NOVELTY: 0.005782±0.0000, AVERAGE_POPULARITY: 0.400363±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.969045±0.0001, DIVERSITY_HERFINDAHL: 0.996884±0.0000, COVERAGE_ITEM: 0.261217±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.192379±0.0008, SHANNON_ENTROPY: 9.697162±0.0069, 
CrossSearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 14, 'shrink': 471, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.33315311765399175, 'tversky_beta': 1.1915175430291072} - results: ROC_AUC: 0.059244±0.0024, PRECISION: 0.008446±0.0003, PRECISION_RECALL_MIN_DEN: 0.084465±0.0034, RECALL: 0.084465±0.0034, MAP: 0.042648±0.0011, MRR: 0.042648±0.0011, NDCG: 0.052453±0.0016, F1: 0.015357±0.0006, HIT_RATE: 0.084465±0.0034, ARHR: 0.042648±0.0011, RMSE: 0.939702±0.0027, NOVELTY: 0.005791±0.0000, AVERAGE_POPULARITY: 0.387524±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.972540±0.0002, DIVERSITY_HERFINDAHL: 0.997234±0.0000, COVERAGE_ITEM: 0.243655±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.195153±0.0007, SHANNON_ENTROPY: 9.745672±0.0101, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 127, 'shrink': 1118, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.7877304402777949, 'tversky_beta': 0.7723420603199924} - results: ROC_AUC: 0.051853±0.0015, PRECISION: 0.007259±0.0003, PRECISION_RECALL_MIN_DEN: 0.072595±0.0026, RECALL: 0.072595±0.0026, MAP: 0.037158±0.0007, MRR: 0.037158±0.0007, NDCG: 0.045512±0.0010, F1: 0.013199±0.0005, HIT_RATE: 0.072595±0.0026, ARHR: 0.037158±0.0007, RMSE: 0.906065±0.0014, NOVELTY: 0.005471±0.0000, AVERAGE_POPULARITY: 0.543560±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.917638±0.0006, DIVERSITY_HERFINDAHL: 0.991745±0.0001, COVERAGE_ITEM: 0.209008±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137612±0.0004, SHANNON_ENTROPY: 8.472280±0.0099, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 83, 'shrink': 1155, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.2344374511510994, 'tversky_beta': 1.3750487633122424} - results: ROC_AUC: 0.063645±0.0014, PRECISION: 0.008938±0.0003, PRECISION_RECALL_MIN_DEN: 0.089379±0.0026, RECALL: 0.089379±0.0026, MAP: 0.045470±0.0012, MRR: 0.045470±0.0012, NDCG: 0.055815±0.0013, F1: 0.016251±0.0005, HIT_RATE: 0.089379±0.0026, ARHR: 0.045470±0.0012, RMSE: 0.988023±0.0003, NOVELTY: 0.006481±0.0000, AVERAGE_POPULARITY: 0.260582±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.986577±0.0000, DIVERSITY_HERFINDAHL: 0.998637±0.0000, COVERAGE_ITEM: 0.478400±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.308444±0.0006, SHANNON_ENTROPY: 11.244590±0.0049, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 60, 'shrink': 1514, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.18015334411912456, 'tversky_beta': 0.42944035256451507} - results: ROC_AUC: 0.050109±0.0018, PRECISION: 0.007060±0.0004, PRECISION_RECALL_MIN_DEN: 0.070596±0.0036, RECALL: 0.070596±0.0036, MAP: 0.035945±0.0007, MRR: 0.035945±0.0007, NDCG: 0.044092±0.0013, F1: 0.012836±0.0006, HIT_RATE: 0.070596±0.0036, ARHR: 0.035945±0.0007, RMSE: 0.929589±0.0016, NOVELTY: 0.005534±0.0000, AVERAGE_POPULARITY: 0.520486±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.926819±0.0007, DIVERSITY_HERFINDAHL: 0.992663±0.0001, COVERAGE_ITEM: 0.231554±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.154215±0.0005, SHANNON_ENTROPY: 8.765402±0.0103, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 104, 'shrink': 1276, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.7163267083621208, 'tversky_beta': 1.8745036904219416} - results: ROC_AUC: 0.063284±0.0011, PRECISION: 0.008930±0.0002, PRECISION_RECALL_MIN_DEN: 0.089296±0.0024, RECALL: 0.089296±0.0024, MAP: 0.045447±0.0013, MRR: 0.045447±0.0013, NDCG: 0.055763±0.0014, F1: 0.016236±0.0004, HIT_RATE: 0.089296±0.0024, ARHR: 0.045447±0.0013, RMSE: 0.988999±0.0002, NOVELTY: 0.006500±0.0000, AVERAGE_POPULARITY: 0.258746±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.986681±0.0001, DIVERSITY_HERFINDAHL: 0.998648±0.0000, COVERAGE_ITEM: 0.485591±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.312484±0.0009, SHANNON_ENTROPY: 11.278965±0.0077, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 51, 'shrink': 1799, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.7093587608233497, 'tversky_beta': 0.3118713006156891} - results: ROC_AUC: 0.051275±0.0022, PRECISION: 0.007201±0.0004, PRECISION_RECALL_MIN_DEN: 0.072012±0.0038, RECALL: 0.072012±0.0038, MAP: 0.037124±0.0011, MRR: 0.037124±0.0011, NDCG: 0.045331±0.0017, F1: 0.013093±0.0007, HIT_RATE: 0.072012±0.0038, ARHR: 0.037124±0.0011, RMSE: 0.991200±0.0003, NOVELTY: 0.005596±0.0000, AVERAGE_POPULARITY: 0.487125±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.941828±0.0004, DIVERSITY_HERFINDAHL: 0.994163±0.0000, COVERAGE_ITEM: 0.240887±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.164297±0.0004, SHANNON_ENTROPY: 9.038668±0.0040, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 30, 'shrink': 962, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.0024825647999673355, 'tversky_beta': 1.7124710260253233} - results: ROC_AUC: 0.054214±0.0022, PRECISION: 0.007763±0.0003, PRECISION_RECALL_MIN_DEN: 0.077634±0.0034, RECALL: 0.077634±0.0034, MAP: 0.038927±0.0012, MRR: 0.038927±0.0012, NDCG: 0.048002±0.0016, F1: 0.014115±0.0006, HIT_RATE: 0.077634±0.0034, ARHR: 0.038927±0.0012, RMSE: 0.990961±0.0004, NOVELTY: 0.005617±0.0000, AVERAGE_POPULARITY: 0.467207±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.953167±0.0003, DIVERSITY_HERFINDAHL: 0.995297±0.0000, COVERAGE_ITEM: 0.227780±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.165178±0.0006, SHANNON_ENTROPY: 9.158402±0.0036, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 178, 'shrink': 326, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.8768319483008604, 'tversky_beta': 0.774266003257492} - results: ROC_AUC: 0.061377±0.0013, PRECISION: 0.008546±0.0002, PRECISION_RECALL_MIN_DEN: 0.085464±0.0019, RECALL: 0.085464±0.0019, MAP: 0.043700±0.0015, MRR: 0.043700±0.0015, NDCG: 0.053557±0.0012, F1: 0.015539±0.0003, HIT_RATE: 0.085464±0.0019, ARHR: 0.043700±0.0015, RMSE: 0.959172±0.0008, NOVELTY: 0.006674±0.0000, AVERAGE_POPULARITY: 0.226293±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.989949±0.0001, DIVERSITY_HERFINDAHL: 0.998974±0.0000, COVERAGE_ITEM: 0.525818±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.348460±0.0009, SHANNON_ENTROPY: 11.632180±0.0030, 
