SearchBayesianSkopt: New best config found. Config 0: {'topK': 269, 'shrink': 704, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5219817694647201, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0902799, PRECISION: 0.0141725, PRECISION_RECALL_MIN_DEN: 0.0472417, RECALL: 0.0472417, MAP: 0.0238796, MRR: 0.0664994, NDCG: 0.0403912, F1: 0.0218039, HIT_RATE: 0.1417251, ARHR: 0.0690691, RMSE: 1.2660657, NOVELTY: 0.0055094, AVERAGE_POPULARITY: 0.4975307, DIVERSITY_MEAN_INTER_LIST: 0.9385803, DIVERSITY_HERFINDAHL: 0.9938294, COVERAGE_ITEM: 0.1472290, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1749166, SHANNON_ENTROPY: 8.7202891, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 18, 'shrink': 269, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.991092166283817, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0000339, PRECISION: 0.0000305, PRECISION_RECALL_MIN_DEN: 0.0001016, RECALL: 0.0001016, MAP: 0.0000113, MRR: 0.0000339, NDCG: 0.0000431, F1: 0.0000469, HIT_RATE: 0.0003048, ARHR: 0.0000339, RMSE: 1.0000000, NOVELTY: 0.0077194, AVERAGE_POPULARITY: 0.0094117, DIVERSITY_MEAN_INTER_LIST: 0.1469620, DIVERSITY_HERFINDAHL: 0.9146917, COVERAGE_ITEM: 0.0048662, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1304306, SHANNON_ENTROPY: 3.6710803, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5417610904010093, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0932050, PRECISION: 0.0150869, PRECISION_RECALL_MIN_DEN: 0.0502895, RECALL: 0.0502895, MAP: 0.0237207, MRR: 0.0660131, NDCG: 0.0412134, F1: 0.0232106, HIT_RATE: 0.1508686, ARHR: 0.0685875, RMSE: 1.0637597, NOVELTY: 0.0053760, AVERAGE_POPULARITY: 0.5741668, DIVERSITY_MEAN_INTER_LIST: 0.8901765, DIVERSITY_HERFINDAHL: 0.9889905, COVERAGE_ITEM: 0.1375507, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1442583, SHANNON_ENTROPY: 8.0184380, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 439, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0841579, PRECISION: 0.0128619, PRECISION_RECALL_MIN_DEN: 0.0428731, RECALL: 0.0428731, MAP: 0.0216997, MRR: 0.0612943, NDCG: 0.0368548, F1: 0.0197876, HIT_RATE: 0.1286193, ARHR: 0.0631776, RMSE: 0.9988524, NOVELTY: 0.0057083, AVERAGE_POPULARITY: 0.4200721, DIVERSITY_MEAN_INTER_LIST: 0.9620844, DIVERSITY_HERFINDAHL: 0.9961791, COVERAGE_ITEM: 0.1851311, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2129638, SHANNON_ENTROPY: 9.4321018, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 530, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0903730, PRECISION: 0.0145078, PRECISION_RECALL_MIN_DEN: 0.0483592, RECALL: 0.0483592, MAP: 0.0233420, MRR: 0.0652488, NDCG: 0.0402315, F1: 0.0223196, HIT_RATE: 0.1450777, ARHR: 0.0676374, RMSE: 15.5707207, NOVELTY: 0.0052879, AVERAGE_POPULARITY: 0.6097144, DIVERSITY_MEAN_INTER_LIST: 0.8616784, DIVERSITY_HERFINDAHL: 0.9861416, COVERAGE_ITEM: 0.1118681, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1273153, SHANNON_ENTROPY: 7.5932444, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0921869, PRECISION: 0.0153916, PRECISION_RECALL_MIN_DEN: 0.0513055, RECALL: 0.0513055, MAP: 0.0241287, MRR: 0.0673193, NDCG: 0.0419313, F1: 0.0236795, HIT_RATE: 0.1539165, ARHR: 0.0698526, RMSE: 1.7529122, NOVELTY: 0.0053302, AVERAGE_POPULARITY: 0.5878592, DIVERSITY_MEAN_INTER_LIST: 0.8823184, DIVERSITY_HERFINDAHL: 0.9882049, COVERAGE_ITEM: 0.1187348, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1365288, SHANNON_ENTROPY: 7.8341407, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0921869, PRECISION: 0.0153916, PRECISION_RECALL_MIN_DEN: 0.0513055, RECALL: 0.0513055, MAP: 0.0241287, MRR: 0.0673193, NDCG: 0.0419313, F1: 0.0236795, HIT_RATE: 0.1539165, ARHR: 0.0698526, RMSE: 1.7529122, NOVELTY: 0.0053302, AVERAGE_POPULARITY: 0.5878592, DIVERSITY_MEAN_INTER_LIST: 0.8823184, DIVERSITY_HERFINDAHL: 0.9882049, COVERAGE_ITEM: 0.1187348, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1365288, SHANNON_ENTROPY: 7.8341407, 
SearchBayesianSkopt: New best config found. Config 17: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3066654336084226, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0928452, PRECISION: 0.0151478, PRECISION_RECALL_MIN_DEN: 0.0504927, RECALL: 0.0504927, MAP: 0.0241497, MRR: 0.0673793, NDCG: 0.0417276, F1: 0.0233043, HIT_RATE: 0.1514782, ARHR: 0.0699142, RMSE: 1.5839220, NOVELTY: 0.0053422, AVERAGE_POPULARITY: 0.5810016, DIVERSITY_MEAN_INTER_LIST: 0.8890585, DIVERSITY_HERFINDAHL: 0.9888788, COVERAGE_ITEM: 0.1206813, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1393385, SHANNON_ENTROPY: 7.9080031, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 507, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0907138, PRECISION: 0.0144468, PRECISION_RECALL_MIN_DEN: 0.0481560, RECALL: 0.0481560, MAP: 0.0232762, MRR: 0.0651193, NDCG: 0.0401184, F1: 0.0222259, HIT_RATE: 0.1444681, ARHR: 0.0674740, RMSE: 15.5554707, NOVELTY: 0.0052881, AVERAGE_POPULARITY: 0.6096299, DIVERSITY_MEAN_INTER_LIST: 0.8616690, DIVERSITY_HERFINDAHL: 0.9861406, COVERAGE_ITEM: 0.1119221, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1273768, SHANNON_ENTROPY: 7.5944182, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 997, 'shrink': 561, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.02173586253424609, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0402876, PRECISION: 0.0053642, PRECISION_RECALL_MIN_DEN: 0.0178807, RECALL: 0.0178807, MAP: 0.0111215, MRR: 0.0308551, NDCG: 0.0175145, F1: 0.0082526, HIT_RATE: 0.0536422, ARHR: 0.0320907, RMSE: 0.9655221, NOVELTY: 0.0082494, AVERAGE_POPULARITY: 0.0240464, DIVERSITY_MEAN_INTER_LIST: 0.9989780, DIVERSITY_HERFINDAHL: 0.9998674, COVERAGE_ITEM: 0.6041633, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.6434265, SHANNON_ENTROPY: 13.1438074, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 689, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0924832, PRECISION: 0.0149649, PRECISION_RECALL_MIN_DEN: 0.0498832, RECALL: 0.0498832, MAP: 0.0237711, MRR: 0.0659680, NDCG: 0.0411009, F1: 0.0230230, HIT_RATE: 0.1496495, ARHR: 0.0686406, RMSE: 1.6489630, NOVELTY: 0.0053545, AVERAGE_POPULARITY: 0.5739734, DIVERSITY_MEAN_INTER_LIST: 0.8943731, DIVERSITY_HERFINDAHL: 0.9894100, COVERAGE_ITEM: 0.1214923, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1423653, SHANNON_ENTROPY: 7.9787318, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 997, 'shrink': 52, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.639324812557179, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0917636, PRECISION: 0.0149040, PRECISION_RECALL_MIN_DEN: 0.0496800, RECALL: 0.0496800, MAP: 0.0235084, MRR: 0.0654596, NDCG: 0.0407858, F1: 0.0229292, HIT_RATE: 0.1490399, ARHR: 0.0679925, RMSE: 3.2974283, NOVELTY: 0.0054417, AVERAGE_POPULARITY: 0.5478264, DIVERSITY_MEAN_INTER_LIST: 0.9075319, DIVERSITY_HERFINDAHL: 0.9907255, COVERAGE_ITEM: 0.1562584, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1564938, SHANNON_ENTROPY: 8.3114073, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 747, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0900344, PRECISION: 0.0144163, PRECISION_RECALL_MIN_DEN: 0.0480545, RECALL: 0.0480545, MAP: 0.0231511, MRR: 0.0646761, NDCG: 0.0399351, F1: 0.0221790, HIT_RATE: 0.1441634, ARHR: 0.0670647, RMSE: 15.6543242, NOVELTY: 0.0052860, AVERAGE_POPULARITY: 0.6107946, DIVERSITY_MEAN_INTER_LIST: 0.8606420, DIVERSITY_HERFINDAHL: 0.9860380, COVERAGE_ITEM: 0.1116518, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1268773, SHANNON_ENTROPY: 7.5809285, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 15, 'shrink': 520, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.011143197047900124, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0149475, PRECISION: 0.0022859, PRECISION_RECALL_MIN_DEN: 0.0076196, RECALL: 0.0076196, MAP: 0.0035747, MRR: 0.0102771, NDCG: 0.0062828, F1: 0.0035168, HIT_RATE: 0.0228589, ARHR: 0.0104853, RMSE: 0.9903416, NOVELTY: 0.0079518, AVERAGE_POPULARITY: 0.0597157, DIVERSITY_MEAN_INTER_LIST: 0.9689470, DIVERSITY_HERFINDAHL: 0.9968652, COVERAGE_ITEM: 0.5756150, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5184075, SHANNON_ENTROPY: 11.9870178, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3150981877608422, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0925404, PRECISION: 0.0152393, PRECISION_RECALL_MIN_DEN: 0.0507975, RECALL: 0.0507975, MAP: 0.0240917, MRR: 0.0672052, NDCG: 0.0417512, F1: 0.0234450, HIT_RATE: 0.1523926, ARHR: 0.0697402, RMSE: 1.5787743, NOVELTY: 0.0053424, AVERAGE_POPULARITY: 0.5809084, DIVERSITY_MEAN_INTER_LIST: 0.8891001, DIVERSITY_HERFINDAHL: 0.9888829, COVERAGE_ITEM: 0.1205191, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1393664, SHANNON_ENTROPY: 7.9082562, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 989, 'shrink': 12, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.022475750646699936, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0895772, PRECISION: 0.0146906, PRECISION_RECALL_MIN_DEN: 0.0489688, RECALL: 0.0489688, MAP: 0.0230369, MRR: 0.0641128, NDCG: 0.0400404, F1: 0.0226010, HIT_RATE: 0.1469064, ARHR: 0.0666118, RMSE: 0.9274213, NOVELTY: 0.0053088, AVERAGE_POPULARITY: 0.5993556, DIVERSITY_MEAN_INTER_LIST: 0.8704038, DIVERSITY_HERFINDAHL: 0.9870139, COVERAGE_ITEM: 0.1160854, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1317301, SHANNON_ENTROPY: 7.7086985, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 690, 'shrink': 973, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0006977341757303802, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0890985, PRECISION: 0.0140811, PRECISION_RECALL_MIN_DEN: 0.0469369, RECALL: 0.0469369, MAP: 0.0233346, MRR: 0.0650194, NDCG: 0.0397300, F1: 0.0216632, HIT_RATE: 0.1408107, ARHR: 0.0674964, RMSE: 0.9980934, NOVELTY: 0.0055418, AVERAGE_POPULARITY: 0.4860429, DIVERSITY_MEAN_INTER_LIST: 0.9427598, DIVERSITY_HERFINDAHL: 0.9942472, COVERAGE_ITEM: 0.1557178, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1799147, SHANNON_ENTROPY: 8.8302882, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 986, 'shrink': 113, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.996706111292451, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0208545, PRECISION: 0.0035355, PRECISION_RECALL_MIN_DEN: 0.0117850, RECALL: 0.0117850, MAP: 0.0049120, MRR: 0.0138810, NDCG: 0.0089896, F1: 0.0054392, HIT_RATE: 0.0353551, ARHR: 0.0142578, RMSE: 0.9908670, NOVELTY: 0.0070436, AVERAGE_POPULARITY: 0.0971234, DIVERSITY_MEAN_INTER_LIST: 0.9975615, DIVERSITY_HERFINDAHL: 0.9997257, COVERAGE_ITEM: 0.4211408, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5029121, SHANNON_ENTROPY: 12.3119882, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 355, 'shrink': 884, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.000926897695287199, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0797618, PRECISION: 0.0121914, PRECISION_RECALL_MIN_DEN: 0.0406380, RECALL: 0.0406380, MAP: 0.0197249, MRR: 0.0561472, NDCG: 0.0341601, F1: 0.0187560, HIT_RATE: 0.1219141, ARHR: 0.0576441, RMSE: 0.9989898, NOVELTY: 0.0057356, AVERAGE_POPULARITY: 0.4087513, DIVERSITY_MEAN_INTER_LIST: 0.9652765, DIVERSITY_HERFINDAHL: 0.9964982, COVERAGE_ITEM: 0.1908624, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2179842, SHANNON_ENTROPY: 9.5292802, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 764, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0899815, PRECISION: 0.0143859, PRECISION_RECALL_MIN_DEN: 0.0479529, RECALL: 0.0479529, MAP: 0.0231296, MRR: 0.0646423, NDCG: 0.0398858, F1: 0.0221321, HIT_RATE: 0.1438586, ARHR: 0.0670156, RMSE: 15.6561686, NOVELTY: 0.0052860, AVERAGE_POPULARITY: 0.6108169, DIVERSITY_MEAN_INTER_LIST: 0.8606193, DIVERSITY_HERFINDAHL: 0.9860357, COVERAGE_ITEM: 0.1115977, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1269049, SHANNON_ENTROPY: 7.5806862, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 990, 'shrink': 221, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.012634929853062807, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0909403, PRECISION: 0.0145383, PRECISION_RECALL_MIN_DEN: 0.0484608, RECALL: 0.0484608, MAP: 0.0237699, MRR: 0.0662026, NDCG: 0.0406569, F1: 0.0223665, HIT_RATE: 0.1453825, ARHR: 0.0687561, RMSE: 0.9887828, NOVELTY: 0.0054624, AVERAGE_POPULARITY: 0.5207088, DIVERSITY_MEAN_INTER_LIST: 0.9280690, DIVERSITY_HERFINDAHL: 0.9927786, COVERAGE_ITEM: 0.1414977, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1635543, SHANNON_ENTROPY: 8.4968952, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0898926, PRECISION: 0.0144163, PRECISION_RECALL_MIN_DEN: 0.0480545, RECALL: 0.0480545, MAP: 0.0231610, MRR: 0.0647188, NDCG: 0.0399465, F1: 0.0221790, HIT_RATE: 0.1441634, ARHR: 0.0671010, RMSE: 15.6947976, NOVELTY: 0.0052851, AVERAGE_POPULARITY: 0.6113714, DIVERSITY_MEAN_INTER_LIST: 0.8598137, DIVERSITY_HERFINDAHL: 0.9859552, COVERAGE_ITEM: 0.1115437, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1267128, SHANNON_ENTROPY: 7.5745384, 
