SearchBayesianSkopt: New best config found. Config 0: {'topK': 746, 'shrink': 921, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1105888687179275, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0447025, PRECISION: 0.0067453, PRECISION_RECALL_MIN_DEN: 0.0674530, RECALL: 0.0674530, MAP: 0.0292931, MRR: 0.0292931, NDCG: 0.0382386, F1: 0.0122642, HIT_RATE: 0.0674530, ARHR: 0.0292931, RMSE: 0.4779432, NOVELTY: 0.0162693, AVERAGE_POPULARITY: 0.5089275, DIVERSITY_MEAN_INTER_LIST: 0.9197790, DIVERSITY_HERFINDAHL: 0.9919609, COVERAGE_ITEM: 0.4626626, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1459854, SHANNON_ENTROPY: 8.4952586, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 476, 'shrink': 138, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5130334426412942, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0278494, PRECISION: 0.0046259, PRECISION_RECALL_MIN_DEN: 0.0462588, RECALL: 0.0462588, MAP: 0.0181472, MRR: 0.0181472, NDCG: 0.0246522, F1: 0.0084107, HIT_RATE: 0.0462588, ARHR: 0.0181472, RMSE: 0.7874347, NOVELTY: 0.0147866, AVERAGE_POPULARITY: 0.7520423, DIVERSITY_MEAN_INTER_LIST: 0.7234315, DIVERSITY_HERFINDAHL: 0.9723298, COVERAGE_ITEM: 0.0666453, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1150233, SHANNON_ENTROPY: 5.8877207, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 874, 'shrink': 789, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6425590431435769, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0402384, PRECISION: 0.0061924, PRECISION_RECALL_MIN_DEN: 0.0619241, RECALL: 0.0619241, MAP: 0.0269816, MRR: 0.0269816, NDCG: 0.0351446, F1: 0.0112589, HIT_RATE: 0.0619241, ARHR: 0.0269816, RMSE: 0.5295198, NOVELTY: 0.0155675, AVERAGE_POPULARITY: 0.6124568, DIVERSITY_MEAN_INTER_LIST: 0.8717152, DIVERSITY_HERFINDAHL: 0.9871555, COVERAGE_ITEM: 0.2819978, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1154132, SHANNON_ENTROPY: 7.5405874, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 955, 'shrink': 724, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.499116667721842, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0455420, PRECISION: 0.0070586, PRECISION_RECALL_MIN_DEN: 0.0705861, RECALL: 0.0705861, MAP: 0.0304709, MRR: 0.0304709, NDCG: 0.0398324, F1: 0.0128338, HIT_RATE: 0.0705861, ARHR: 0.0304709, RMSE: 0.5066034, NOVELTY: 0.0176268, AVERAGE_POPULARITY: 0.3305089, DIVERSITY_MEAN_INTER_LIST: 0.9683532, DIVERSITY_HERFINDAHL: 0.9968175, COVERAGE_ITEM: 0.6646860, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2286801, SHANNON_ENTROPY: 9.8715479, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 21, 'shrink': 155, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5652498410705712, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0476717, PRECISION: 0.0072982, PRECISION_RECALL_MIN_DEN: 0.0729819, RECALL: 0.0729819, MAP: 0.0309751, MRR: 0.0309751, NDCG: 0.0408206, F1: 0.0132694, HIT_RATE: 0.0729819, ARHR: 0.0309751, RMSE: 0.8249253, NOVELTY: 0.0191163, AVERAGE_POPULARITY: 0.2204738, DIVERSITY_MEAN_INTER_LIST: 0.9876265, DIVERSITY_HERFINDAHL: 0.9987445, COVERAGE_ITEM: 0.8214228, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3059290, SHANNON_ENTROPY: 10.7898450, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 548, 'shrink': 600, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2949002851519917, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0434124, PRECISION: 0.0067822, PRECISION_RECALL_MIN_DEN: 0.0678216, RECALL: 0.0678216, MAP: 0.0291272, MRR: 0.0291272, NDCG: 0.0381438, F1: 0.0123312, HIT_RATE: 0.0678216, ARHR: 0.0291272, RMSE: 0.4857108, NOVELTY: 0.0178893, AVERAGE_POPULARITY: 0.3270280, DIVERSITY_MEAN_INTER_LIST: 0.9703346, DIVERSITY_HERFINDAHL: 0.9970156, COVERAGE_ITEM: 0.8040790, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2468664, SHANNON_ENTROPY: 10.1191338, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 432, 'shrink': 412, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.442745989196638, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0352214, PRECISION: 0.0053262, PRECISION_RECALL_MIN_DEN: 0.0532621, RECALL: 0.0532621, MAP: 0.0232530, MRR: 0.0232530, NDCG: 0.0302901, F1: 0.0096840, HIT_RATE: 0.0532621, ARHR: 0.0232530, RMSE: 0.5161278, NOVELTY: 0.0198286, AVERAGE_POPULARITY: 0.1674850, DIVERSITY_MEAN_INTER_LIST: 0.9899243, DIVERSITY_HERFINDAHL: 0.9989742, COVERAGE_ITEM: 0.9132809, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4017339, SHANNON_ENTROPY: 11.2838427, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 409, 'shrink': 270, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9255605122952675, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0385387, PRECISION: 0.0058054, PRECISION_RECALL_MIN_DEN: 0.0580538, RECALL: 0.0580538, MAP: 0.0255535, MRR: 0.0255535, NDCG: 0.0331819, F1: 0.0105552, HIT_RATE: 0.0580538, ARHR: 0.0255535, RMSE: 0.5336274, NOVELTY: 0.0186957, AVERAGE_POPULARITY: 0.3021483, DIVERSITY_MEAN_INTER_LIST: 0.9739875, DIVERSITY_HERFINDAHL: 0.9973808, COVERAGE_ITEM: 0.8822868, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3171263, SHANNON_ENTROPY: 10.5385109, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 129, 'shrink': 464, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.646343327124738, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0330712, PRECISION: 0.0051419, PRECISION_RECALL_MIN_DEN: 0.0514191, RECALL: 0.0514191, MAP: 0.0217230, MRR: 0.0217230, NDCG: 0.0286630, F1: 0.0093489, HIT_RATE: 0.0514191, ARHR: 0.0217230, RMSE: 0.5156151, NOVELTY: 0.0202497, AVERAGE_POPULARITY: 0.1325080, DIVERSITY_MEAN_INTER_LIST: 0.9918767, DIVERSITY_HERFINDAHL: 0.9991694, COVERAGE_ITEM: 0.9211498, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4164567, SHANNON_ENTROPY: 11.4062408, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 649, 'shrink': 557, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8476418746926973, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0256379, PRECISION: 0.0042020, PRECISION_RECALL_MIN_DEN: 0.0420199, RECALL: 0.0420199, MAP: 0.0169225, MRR: 0.0169225, NDCG: 0.0227282, F1: 0.0076400, HIT_RATE: 0.0420199, ARHR: 0.0169225, RMSE: 0.9001965, NOVELTY: 0.0146339, AVERAGE_POPULARITY: 0.7925034, DIVERSITY_MEAN_INTER_LIST: 0.6246131, DIVERSITY_HERFINDAHL: 0.9624498, COVERAGE_ITEM: 0.0411113, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1243348, SHANNON_ENTROPY: 5.3418420, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 563, 'shrink': 272, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.43052023434805886, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0362043, PRECISION: 0.0057501, PRECISION_RECALL_MIN_DEN: 0.0575009, RECALL: 0.0575009, MAP: 0.0235582, MRR: 0.0235582, NDCG: 0.0314725, F1: 0.0104547, HIT_RATE: 0.0575009, ARHR: 0.0235582, RMSE: 0.8164165, NOVELTY: 0.0158700, AVERAGE_POPULARITY: 0.5829651, DIVERSITY_MEAN_INTER_LIST: 0.8833224, DIVERSITY_HERFINDAHL: 0.9883160, COVERAGE_ITEM: 0.4188213, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1189632, SHANNON_ENTROPY: 7.8726542, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 438, 'shrink': 119, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7360705945095005, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0018635, PRECISION: 0.0003870, PRECISION_RECALL_MIN_DEN: 0.0038703, RECALL: 0.0038703, MAP: 0.0011663, MRR: 0.0011663, NDCG: 0.0017781, F1: 0.0007037, HIT_RATE: 0.0038703, ARHR: 0.0011663, RMSE: 1.5744914, NOVELTY: 0.0235733, AVERAGE_POPULARITY: 0.0184145, DIVERSITY_MEAN_INTER_LIST: 0.9636017, DIVERSITY_HERFINDAHL: 0.9963424, COVERAGE_ITEM: 0.4213907, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2306296, SHANNON_ENTROPY: 9.4014380, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 608, 'shrink': 593, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5542921177188944, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0295900, PRECISION: 0.0047917, PRECISION_RECALL_MIN_DEN: 0.0479174, RECALL: 0.0479174, MAP: 0.0202413, MRR: 0.0202413, NDCG: 0.0266390, F1: 0.0087123, HIT_RATE: 0.0479174, ARHR: 0.0202413, RMSE: 0.9026694, NOVELTY: 0.0149989, AVERAGE_POPULARITY: 0.6904713, DIVERSITY_MEAN_INTER_LIST: 0.7919049, DIVERSITY_HERFINDAHL: 0.9791759, COVERAGE_ITEM: 0.0680906, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1438274, SHANNON_ENTROPY: 6.2860146, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 993, 'shrink': 787, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7164706445878273, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0296924, PRECISION: 0.0046443, PRECISION_RECALL_MIN_DEN: 0.0464431, RECALL: 0.0464431, MAP: 0.0197433, MRR: 0.0197433, NDCG: 0.0259694, F1: 0.0084442, HIT_RATE: 0.0464431, ARHR: 0.0197433, RMSE: 0.9177947, NOVELTY: 0.0149432, AVERAGE_POPULARITY: 0.7034903, DIVERSITY_MEAN_INTER_LIST: 0.7689628, DIVERSITY_HERFINDAHL: 0.9768821, COVERAGE_ITEM: 0.0599004, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1437739, SHANNON_ENTROPY: 6.1090595, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 654, 'shrink': 175, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6813346169368144, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0349347, PRECISION: 0.0052893, PRECISION_RECALL_MIN_DEN: 0.0528935, RECALL: 0.0528935, MAP: 0.0235857, MRR: 0.0235857, NDCG: 0.0304436, F1: 0.0096170, HIT_RATE: 0.0528935, ARHR: 0.0235857, RMSE: 0.7651723, NOVELTY: 0.0163930, AVERAGE_POPULARITY: 0.3942135, DIVERSITY_MEAN_INTER_LIST: 0.9295314, DIVERSITY_HERFINDAHL: 0.9929360, COVERAGE_ITEM: 0.1519191, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2071861, SHANNON_ENTROPY: 7.9673076, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 121, 'shrink': 478, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5057051883986027, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0459721, PRECISION: 0.0070217, PRECISION_RECALL_MIN_DEN: 0.0702175, RECALL: 0.0702175, MAP: 0.0306312, MRR: 0.0306312, NDCG: 0.0398823, F1: 0.0127668, HIT_RATE: 0.0702175, ARHR: 0.0306312, RMSE: 0.6927885, NOVELTY: 0.0174468, AVERAGE_POPULARITY: 0.3838716, DIVERSITY_MEAN_INTER_LIST: 0.9661047, DIVERSITY_HERFINDAHL: 0.9965927, COVERAGE_ITEM: 0.7467480, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2046440, SHANNON_ENTROPY: 9.7102880, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 986, 'shrink': 427, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6720469092703028, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0186960, PRECISION: 0.0030409, PRECISION_RECALL_MIN_DEN: 0.0304091, RECALL: 0.0304091, MAP: 0.0118663, MRR: 0.0118663, NDCG: 0.0161747, F1: 0.0055289, HIT_RATE: 0.0304091, ARHR: 0.0118663, RMSE: 1.2199010, NOVELTY: 0.0213109, AVERAGE_POPULARITY: 0.0766523, DIVERSITY_MEAN_INTER_LIST: 0.9670994, DIVERSITY_HERFINDAHL: 0.9966921, COVERAGE_ITEM: 0.5037739, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2341600, SHANNON_ENTROPY: 9.6523135, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 128, 'shrink': 740, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2816480751208643, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0459925, PRECISION: 0.0069112, PRECISION_RECALL_MIN_DEN: 0.0691117, RECALL: 0.0691117, MAP: 0.0301542, MRR: 0.0301542, NDCG: 0.0393005, F1: 0.0125658, HIT_RATE: 0.0691117, ARHR: 0.0301542, RMSE: 0.5787151, NOVELTY: 0.0183757, AVERAGE_POPULARITY: 0.2713189, DIVERSITY_MEAN_INTER_LIST: 0.9821168, DIVERSITY_HERFINDAHL: 0.9981936, COVERAGE_ITEM: 0.8410149, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2690135, SHANNON_ENTROPY: 10.4792515, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 885, 'shrink': 103, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.05071014956545984, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0319450, PRECISION: 0.0052525, PRECISION_RECALL_MIN_DEN: 0.0525249, RECALL: 0.0525249, MAP: 0.0202042, MRR: 0.0202042, NDCG: 0.0277132, F1: 0.0095500, HIT_RATE: 0.0525249, ARHR: 0.0202042, RMSE: 0.9799310, NOVELTY: 0.0155257, AVERAGE_POPULARITY: 0.6106274, DIVERSITY_MEAN_INTER_LIST: 0.8834012, DIVERSITY_HERFINDAHL: 0.9883238, COVERAGE_ITEM: 0.3014293, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1101382, SHANNON_ENTROPY: 7.5720568, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 196, 'shrink': 355, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5620169138181008, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0251055, PRECISION: 0.0039993, PRECISION_RECALL_MIN_DEN: 0.0399926, RECALL: 0.0399926, MAP: 0.0155206, MRR: 0.0155206, NDCG: 0.0212506, F1: 0.0072714, HIT_RATE: 0.0399926, ARHR: 0.0155206, RMSE: 0.6998411, NOVELTY: 0.0207371, AVERAGE_POPULARITY: 0.1014408, DIVERSITY_MEAN_INTER_LIST: 0.9886785, DIVERSITY_HERFINDAHL: 0.9988496, COVERAGE_ITEM: 0.7830416, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3317857, SHANNON_ENTROPY: 10.9041526, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 158, 'shrink': 210, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.678594143452508, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0359176, PRECISION: 0.0056211, PRECISION_RECALL_MIN_DEN: 0.0562108, RECALL: 0.0562108, MAP: 0.0235681, MRR: 0.0235681, NDCG: 0.0311854, F1: 0.0102202, HIT_RATE: 0.0562108, ARHR: 0.0235681, RMSE: 0.8469680, NOVELTY: 0.0162158, AVERAGE_POPULARITY: 0.4318187, DIVERSITY_MEAN_INTER_LIST: 0.9408719, DIVERSITY_HERFINDAHL: 0.9940699, COVERAGE_ITEM: 0.1744018, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2077462, SHANNON_ENTROPY: 8.1767889, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 683, 'shrink': 453, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5951894310199607, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0240406, PRECISION: 0.0039071, PRECISION_RECALL_MIN_DEN: 0.0390711, RECALL: 0.0390711, MAP: 0.0162663, MRR: 0.0162663, NDCG: 0.0215354, F1: 0.0071038, HIT_RATE: 0.0390711, ARHR: 0.0162663, RMSE: 0.8827577, NOVELTY: 0.0145856, AVERAGE_POPULARITY: 0.8064178, DIVERSITY_MEAN_INTER_LIST: 0.5903956, DIVERSITY_HERFINDAHL: 0.9590287, COVERAGE_ITEM: 0.0361330, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1257420, SHANNON_ENTROPY: 5.1750784, 
