SearchBayesianSkopt: New best config found. Config 0: {'topK': 861, 'shrink': 286, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6007595560928287, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0745332, PRECISION: 0.0122246, PRECISION_RECALL_MIN_DEN: 0.0407486, RECALL: 0.0407486, MAP: 0.0187102, MRR: 0.0535486, NDCG: 0.0330586, F1: 0.0188070, HIT_RATE: 0.1222458, ARHR: 0.0548295, RMSE: 4.4221510, NOVELTY: 0.0051698, AVERAGE_POPULARITY: 0.6759392, DIVERSITY_MEAN_INTER_LIST: 0.8271325, DIVERSITY_HERFINDAHL: 0.9826997, COVERAGE_ITEM: 0.0673155, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0932069, SHANNON_ENTROPY: 6.8682267, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 309, 'shrink': 131, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.004394030483620749, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0734504, PRECISION: 0.0122735, PRECISION_RECALL_MIN_DEN: 0.0409118, RECALL: 0.0409118, MAP: 0.0182361, MRR: 0.0523811, NDCG: 0.0326296, F1: 0.0188824, HIT_RATE: 0.1227354, ARHR: 0.0535345, RMSE: 2.6511809, NOVELTY: 0.0051743, AVERAGE_POPULARITY: 0.6685870, DIVERSITY_MEAN_INTER_LIST: 0.8464709, DIVERSITY_HERFINDAHL: 0.9846333, COVERAGE_ITEM: 0.0599622, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1008901, SHANNON_ENTROPY: 6.9583459, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 682, 'shrink': 439, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9895372732107726, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0774726, PRECISION: 0.0127632, PRECISION_RECALL_MIN_DEN: 0.0425439, RECALL: 0.0425439, MAP: 0.0192112, MRR: 0.0550146, NDCG: 0.0341851, F1: 0.0196357, HIT_RATE: 0.1276318, ARHR: 0.0563160, RMSE: 3.1377920, NOVELTY: 0.0050758, AVERAGE_POPULARITY: 0.7309974, DIVERSITY_MEAN_INTER_LIST: 0.7722053, DIVERSITY_HERFINDAHL: 0.9772079, COVERAGE_ITEM: 0.0243850, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1238019, SHANNON_ENTROPY: 6.1363213, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 701, 'shrink': 183, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7288642442952658, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0135659, PRECISION: 0.0022034, PRECISION_RECALL_MIN_DEN: 0.0073445, RECALL: 0.0073445, MAP: 0.0033463, MRR: 0.0097614, NDCG: 0.0059597, F1: 0.0033898, HIT_RATE: 0.0220336, ARHR: 0.0099001, RMSE: 0.8143750, NOVELTY: 0.0078279, AVERAGE_POPULARITY: 0.0320933, DIVERSITY_MEAN_INTER_LIST: 0.9982613, DIVERSITY_HERFINDAHL: 0.9998098, COVERAGE_ITEM: 0.4947283, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5541098, SHANNON_ENTROPY: 12.6876693, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 504, 'shrink': 330, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.900311155518221, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0699556, PRECISION: 0.0112616, PRECISION_RECALL_MIN_DEN: 0.0375388, RECALL: 0.0375388, MAP: 0.0173934, MRR: 0.0497797, NDCG: 0.0306466, F1: 0.0173256, HIT_RATE: 0.1126163, ARHR: 0.0509799, RMSE: 3.4554215, NOVELTY: 0.0053034, AVERAGE_POPULARITY: 0.6048636, DIVERSITY_MEAN_INTER_LIST: 0.8885465, DIVERSITY_HERFINDAHL: 0.9888401, COVERAGE_ITEM: 0.1179238, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1084343, SHANNON_ENTROPY: 7.7102496, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 845, 'shrink': 134, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8889548360413391, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0776572, PRECISION: 0.0125673, PRECISION_RECALL_MIN_DEN: 0.0418911, RECALL: 0.0418911, MAP: 0.0191905, MRR: 0.0551333, NDCG: 0.0339979, F1: 0.0193343, HIT_RATE: 0.1256732, ARHR: 0.0563523, RMSE: 4.4771415, NOVELTY: 0.0050503, AVERAGE_POPULARITY: 0.7501486, DIVERSITY_MEAN_INTER_LIST: 0.7396217, DIVERSITY_HERFINDAHL: 0.9739501, COVERAGE_ITEM: 0.0198973, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1259627, SHANNON_ENTROPY: 5.8844968, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 236, 'shrink': 172, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.424120529198461, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0164889, PRECISION: 0.0024645, PRECISION_RECALL_MIN_DEN: 0.0082150, RECALL: 0.0082150, MAP: 0.0041876, MRR: 0.0121983, NDCG: 0.0071499, F1: 0.0037915, HIT_RATE: 0.0246450, ARHR: 0.0123806, RMSE: 0.8544784, NOVELTY: 0.0081928, AVERAGE_POPULARITY: 0.0199761, DIVERSITY_MEAN_INTER_LIST: 0.9988954, DIVERSITY_HERFINDAHL: 0.9998732, COVERAGE_ITEM: 0.6325493, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.6334530, SHANNON_ENTROPY: 13.1946751, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0734443, PRECISION: 0.0118165, PRECISION_RECALL_MIN_DEN: 0.0393885, RECALL: 0.0393885, MAP: 0.0179192, MRR: 0.0520538, NDCG: 0.0319360, F1: 0.0181793, HIT_RATE: 0.1181655, ARHR: 0.0529057, RMSE: 0.9686197, NOVELTY: 0.0050231, AVERAGE_POPULARITY: 0.7730797, DIVERSITY_MEAN_INTER_LIST: 0.6881497, DIVERSITY_HERFINDAHL: 0.9688037, COVERAGE_ITEM: 0.0178967, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1183602, SHANNON_ENTROPY: 5.6292354, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0751999, PRECISION: 0.0120287, PRECISION_RECALL_MIN_DEN: 0.0400958, RECALL: 0.0400958, MAP: 0.0184202, MRR: 0.0534843, NDCG: 0.0326939, F1: 0.0185057, HIT_RATE: 0.1202873, ARHR: 0.0543725, RMSE: 3.2783068, NOVELTY: 0.0050182, AVERAGE_POPULARITY: 0.7767989, DIVERSITY_MEAN_INTER_LIST: 0.6823474, DIVERSITY_HERFINDAHL: 0.9682236, COVERAGE_ITEM: 0.0163828, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1228109, SHANNON_ENTROPY: 5.5685484, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 989, 'shrink': 39, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.04951854310514171, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0729558, PRECISION: 0.0117186, PRECISION_RECALL_MIN_DEN: 0.0390621, RECALL: 0.0390621, MAP: 0.0176694, MRR: 0.0514589, NDCG: 0.0315834, F1: 0.0180286, HIT_RATE: 0.1171862, ARHR: 0.0522336, RMSE: 0.8040376, NOVELTY: 0.0050178, AVERAGE_POPULARITY: 0.7772644, DIVERSITY_MEAN_INTER_LIST: 0.6780476, DIVERSITY_HERFINDAHL: 0.9677937, COVERAGE_ITEM: 0.0168154, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1199158, SHANNON_ENTROPY: 5.5656297, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0745437, PRECISION: 0.0118492, PRECISION_RECALL_MIN_DEN: 0.0394973, RECALL: 0.0394973, MAP: 0.0184754, MRR: 0.0536367, NDCG: 0.0325560, F1: 0.0182295, HIT_RATE: 0.1184919, ARHR: 0.0545314, RMSE: 6.6870797, NOVELTY: 0.0050221, AVERAGE_POPULARITY: 0.7739882, DIVERSITY_MEAN_INTER_LIST: 0.6864600, DIVERSITY_HERFINDAHL: 0.9686348, COVERAGE_ITEM: 0.0181671, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1157842, SHANNON_ENTROPY: 5.6197244, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 980, 'shrink': 7, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9988714949739217, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0721891, PRECISION: 0.0114412, PRECISION_RECALL_MIN_DEN: 0.0381372, RECALL: 0.0381372, MAP: 0.0181982, MRR: 0.0522682, NDCG: 0.0317205, F1: 0.0176018, HIT_RATE: 0.1144116, ARHR: 0.0534198, RMSE: 1.3673451, NOVELTY: 0.0052243, AVERAGE_POPULARITY: 0.6472280, DIVERSITY_MEAN_INTER_LIST: 0.8450035, DIVERSITY_HERFINDAHL: 0.9844866, COVERAGE_ITEM: 0.0834820, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1021372, SHANNON_ENTROPY: 7.1831163, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0751999, PRECISION: 0.0120287, PRECISION_RECALL_MIN_DEN: 0.0400958, RECALL: 0.0400958, MAP: 0.0184202, MRR: 0.0534843, NDCG: 0.0326939, F1: 0.0185057, HIT_RATE: 0.1202873, ARHR: 0.0543725, RMSE: 3.2783068, NOVELTY: 0.0050182, AVERAGE_POPULARITY: 0.7767989, DIVERSITY_MEAN_INTER_LIST: 0.6823474, DIVERSITY_HERFINDAHL: 0.9682236, COVERAGE_ITEM: 0.0163828, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1228109, SHANNON_ENTROPY: 5.5685484, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0745437, PRECISION: 0.0118492, PRECISION_RECALL_MIN_DEN: 0.0394973, RECALL: 0.0394973, MAP: 0.0184754, MRR: 0.0536367, NDCG: 0.0325560, F1: 0.0182295, HIT_RATE: 0.1184919, ARHR: 0.0545314, RMSE: 6.6870797, NOVELTY: 0.0050221, AVERAGE_POPULARITY: 0.7739882, DIVERSITY_MEAN_INTER_LIST: 0.6864600, DIVERSITY_HERFINDAHL: 0.9686348, COVERAGE_ITEM: 0.0181671, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1157842, SHANNON_ENTROPY: 5.6197244, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 44, 'shrink': 64, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.013640922483866062, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0529929, PRECISION: 0.0092704, PRECISION_RECALL_MIN_DEN: 0.0309015, RECALL: 0.0309015, MAP: 0.0121900, MRR: 0.0348077, NDCG: 0.0229460, F1: 0.0142622, HIT_RATE: 0.0927044, ARHR: 0.0356889, RMSE: 0.9712988, NOVELTY: 0.0056463, AVERAGE_POPULARITY: 0.4407857, DIVERSITY_MEAN_INTER_LIST: 0.9657637, DIVERSITY_HERFINDAHL: 0.9965606, COVERAGE_ITEM: 0.2050284, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1788218, SHANNON_ENTROPY: 9.4309561, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 993, 'shrink': 856, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9670373488770942, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0746748, PRECISION: 0.0121430, PRECISION_RECALL_MIN_DEN: 0.0404766, RECALL: 0.0404766, MAP: 0.0186805, MRR: 0.0535031, NDCG: 0.0329486, F1: 0.0186815, HIT_RATE: 0.1214297, ARHR: 0.0547620, RMSE: 0.9691666, NOVELTY: 0.0051088, AVERAGE_POPULARITY: 0.7157382, DIVERSITY_MEAN_INTER_LIST: 0.7782702, DIVERSITY_HERFINDAHL: 0.9778143, COVERAGE_ITEM: 0.0483374, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0913260, SHANNON_ENTROPY: 6.4423189, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 28, 'shrink': 981, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9991382398998419, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0162283, PRECISION: 0.0029215, PRECISION_RECALL_MIN_DEN: 0.0097383, RECALL: 0.0097383, MAP: 0.0037223, MRR: 0.0107851, NDCG: 0.0071231, F1: 0.0044946, HIT_RATE: 0.0292150, ARHR: 0.0109759, RMSE: 1.1229482, NOVELTY: 0.0063386, AVERAGE_POPULARITY: 0.1812340, DIVERSITY_MEAN_INTER_LIST: 0.9319742, DIVERSITY_HERFINDAHL: 0.9931822, COVERAGE_ITEM: 0.3636659, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2556335, SHANNON_ENTROPY: 10.0636682, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 655, 'shrink': 966, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03237169075798075, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0747751, PRECISION: 0.0123878, PRECISION_RECALL_MIN_DEN: 0.0412926, RECALL: 0.0412926, MAP: 0.0187417, MRR: 0.0536876, NDCG: 0.0332655, F1: 0.0190581, HIT_RATE: 0.1238779, ARHR: 0.0549360, RMSE: 0.9752876, NOVELTY: 0.0050727, AVERAGE_POPULARITY: 0.7349459, DIVERSITY_MEAN_INTER_LIST: 0.7634860, DIVERSITY_HERFINDAHL: 0.9763361, COVERAGE_ITEM: 0.0260611, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1183482, SHANNON_ENTROPY: 6.1380645, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 614, 'shrink': 954, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.00751371102740084, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0746849, PRECISION: 0.0122409, PRECISION_RECALL_MIN_DEN: 0.0408030, RECALL: 0.0408030, MAP: 0.0186175, MRR: 0.0532545, NDCG: 0.0329809, F1: 0.0188322, HIT_RATE: 0.1224090, ARHR: 0.0545372, RMSE: 0.9760434, NOVELTY: 0.0050824, AVERAGE_POPULARITY: 0.7278621, DIVERSITY_MEAN_INTER_LIST: 0.7747822, DIVERSITY_HERFINDAHL: 0.9774656, COVERAGE_ITEM: 0.0283861, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1164147, SHANNON_ENTROPY: 6.2286684, 
