SearchBayesianSkopt: New best config found. Config 0: {'topK': 371, 'shrink': 327, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6238001664572302, 'tversky_beta': 1.2078730293600313} - results: ROC_AUC: 0.1250648, PRECISION: 0.0064899, PRECISION_RECALL_MIN_DEN: 0.0648989, RECALL: 0.0648989, MAP: 0.0336264, MRR: 0.0336264, NDCG: 0.0409927, F1: 0.0117998, HIT_RATE: 0.0648989, ARHR: 0.0336264, RMSE: nan, NOVELTY: 0.0059678, AVERAGE_POPULARITY: 0.5381787, DIVERSITY_MEAN_INTER_LIST: 0.9036263, DIVERSITY_HERFINDAHL: 0.9886458, COVERAGE_ITEM: 0.3955620, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.0685559, SHANNON_ENTROPY: 7.9729294, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1305299, PRECISION: 0.0075825, PRECISION_RECALL_MIN_DEN: 0.0758245, RECALL: 0.0758245, MAP: 0.0363337, MRR: 0.0363337, NDCG: 0.0455943, F1: 0.0137863, HIT_RATE: 0.0758245, ARHR: 0.0363337, RMSE: nan, NOVELTY: 0.0081050, AVERAGE_POPULARITY: 0.1529308, DIVERSITY_MEAN_INTER_LIST: 0.9909646, DIVERSITY_HERFINDAHL: 0.9989311, COVERAGE_ITEM: 0.8684951, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.3222951, SHANNON_ENTROPY: 11.8968104, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 969, 'shrink': 14, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9571046543235162, 'tversky_beta': 0.027818843898317132} - results: ROC_AUC: 0.1074420, PRECISION: 0.0038178, PRECISION_RECALL_MIN_DEN: 0.0381782, RECALL: 0.0381782, MAP: 0.0208666, MRR: 0.0208666, NDCG: 0.0250028, F1: 0.0069415, HIT_RATE: 0.0381782, ARHR: 0.0208666, RMSE: nan, NOVELTY: 0.0090663, AVERAGE_POPULARITY: 0.0436490, DIVERSITY_MEAN_INTER_LIST: 0.9869459, DIVERSITY_HERFINDAHL: 0.9984579, COVERAGE_ITEM: 0.7634352, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.2355187, SHANNON_ENTROPY: 11.2983768, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 5, 'shrink': 1000, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1293887, PRECISION: 0.0073247, PRECISION_RECALL_MIN_DEN: 0.0732466, RECALL: 0.0732466, MAP: 0.0362709, MRR: 0.0362709, NDCG: 0.0449320, F1: 0.0133176, HIT_RATE: 0.0732466, ARHR: 0.0362709, RMSE: nan, NOVELTY: 0.0067061, AVERAGE_POPULARITY: 0.3135085, DIVERSITY_MEAN_INTER_LIST: 0.9823278, DIVERSITY_HERFINDAHL: 0.9979140, COVERAGE_ITEM: 0.5882699, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1431858, SHANNON_ENTROPY: 10.2160786, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 919, 'shrink': 857, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.018670571685921015, 'tversky_beta': 1.9748696896012152} - results: ROC_AUC: 0.1160215, PRECISION: 0.0054260, PRECISION_RECALL_MIN_DEN: 0.0542598, RECALL: 0.0542598, MAP: 0.0273112, MRR: 0.0273112, NDCG: 0.0336043, F1: 0.0098654, HIT_RATE: 0.0542598, ARHR: 0.0273112, RMSE: nan, NOVELTY: 0.0056975, AVERAGE_POPULARITY: 0.6627700, DIVERSITY_MEAN_INTER_LIST: 0.7747109, DIVERSITY_HERFINDAHL: 0.9734641, COVERAGE_ITEM: 0.2984225, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.0417400, SHANNON_ENTROPY: 6.4597481, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 974, 'shrink': 938, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9215595960840488, 'tversky_beta': 1.9421048108270802} - results: ROC_AUC: 0.1238099, PRECISION: 0.0063180, PRECISION_RECALL_MIN_DEN: 0.0631803, RECALL: 0.0631803, MAP: 0.0329943, MRR: 0.0329943, NDCG: 0.0400981, F1: 0.0114873, HIT_RATE: 0.0631803, ARHR: 0.0329943, RMSE: nan, NOVELTY: 0.0058889, AVERAGE_POPULARITY: 0.5661405, DIVERSITY_MEAN_INTER_LIST: 0.8746802, DIVERSITY_HERFINDAHL: 0.9852369, COVERAGE_ITEM: 0.3371735, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.0610409, SHANNON_ENTROPY: 7.5682431, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 41, 'shrink': 30, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8698603773678875, 'tversky_beta': 0.05979554190869109} - results: ROC_AUC: 0.1225005, PRECISION: 0.0059866, PRECISION_RECALL_MIN_DEN: 0.0598658, RECALL: 0.0598658, MAP: 0.0312637, MRR: 0.0312637, NDCG: 0.0380508, F1: 0.0108847, HIT_RATE: 0.0598658, ARHR: 0.0312637, RMSE: nan, NOVELTY: 0.0078039, AVERAGE_POPULARITY: 0.1098090, DIVERSITY_MEAN_INTER_LIST: 0.9947223, DIVERSITY_HERFINDAHL: 0.9993736, COVERAGE_ITEM: 0.8112195, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.2636710, SHANNON_ENTROPY: 11.8620758, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 66, 'shrink': 72, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.011836561808526772, 'tversky_beta': 1.9694582089603152} - results: ROC_AUC: 0.1342763, PRECISION: 0.0080858, PRECISION_RECALL_MIN_DEN: 0.0808577, RECALL: 0.0808577, MAP: 0.0393471, MRR: 0.0393471, NDCG: 0.0490712, F1: 0.0147014, HIT_RATE: 0.0808577, ARHR: 0.0393471, RMSE: nan, NOVELTY: 0.0064032, AVERAGE_POPULARITY: 0.3828093, DIVERSITY_MEAN_INTER_LIST: 0.9702114, DIVERSITY_HERFINDAHL: 0.9964871, COVERAGE_ITEM: 0.4846501, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1103949, SHANNON_ENTROPY: 9.5055417, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 13, 'shrink': 195, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.007787132089283279, 'tversky_beta': 1.9062550004547945} - results: ROC_AUC: 0.1347355, PRECISION: 0.0079998, PRECISION_RECALL_MIN_DEN: 0.0799984, RECALL: 0.0799984, MAP: 0.0399161, MRR: 0.0399161, NDCG: 0.0493301, F1: 0.0145452, HIT_RATE: 0.0799984, ARHR: 0.0399161, RMSE: nan, NOVELTY: 0.0065813, AVERAGE_POPULARITY: 0.3275840, DIVERSITY_MEAN_INTER_LIST: 0.9808552, DIVERSITY_HERFINDAHL: 0.9977406, COVERAGE_ITEM: 0.5651633, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1276728, SHANNON_ENTROPY: 10.0426585, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 14, 'shrink': 974, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4692461111998147, 'tversky_beta': 1.9999648475886722} - results: ROC_AUC: 0.1292795, PRECISION: 0.0071651, PRECISION_RECALL_MIN_DEN: 0.0716507, RECALL: 0.0716507, MAP: 0.0362609, MRR: 0.0362609, NDCG: 0.0445870, F1: 0.0130274, HIT_RATE: 0.0716507, ARHR: 0.0362609, RMSE: nan, NOVELTY: 0.0065525, AVERAGE_POPULARITY: 0.3450705, DIVERSITY_MEAN_INTER_LIST: 0.9776679, DIVERSITY_HERFINDAHL: 0.9973652, COVERAGE_ITEM: 0.6195588, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1247375, SHANNON_ENTROPY: 9.9632826, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 990, 'shrink': 62, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0021480307972605588, 'tversky_beta': 1.9521124116944053} - results: ROC_AUC: 0.1192951, PRECISION: 0.0059129, PRECISION_RECALL_MIN_DEN: 0.0591292, RECALL: 0.0591292, MAP: 0.0295282, MRR: 0.0295282, NDCG: 0.0364437, F1: 0.0107508, HIT_RATE: 0.0591292, ARHR: 0.0295282, RMSE: nan, NOVELTY: 0.0057723, AVERAGE_POPULARITY: 0.6127603, DIVERSITY_MEAN_INTER_LIST: 0.8600282, DIVERSITY_HERFINDAHL: 0.9835114, COVERAGE_ITEM: 0.2574458, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.0496613, SHANNON_ENTROPY: 7.0850377, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 33, 'shrink': 984, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2652722679207414, 'tversky_beta': 0.04700037772868361} - results: ROC_AUC: 0.1234780, PRECISION: 0.0063630, PRECISION_RECALL_MIN_DEN: 0.0636304, RECALL: 0.0636304, MAP: 0.0324607, MRR: 0.0324607, NDCG: 0.0397778, F1: 0.0115692, HIT_RATE: 0.0636304, ARHR: 0.0324607, RMSE: nan, NOVELTY: 0.0063741, AVERAGE_POPULARITY: 0.4237828, DIVERSITY_MEAN_INTER_LIST: 0.9557919, DIVERSITY_HERFINDAHL: 0.9947890, COVERAGE_ITEM: 0.6321922, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1161701, SHANNON_ENTROPY: 9.3969060, 
SearchBayesianSkopt: New best config found. Config 22: {'topK': 16, 'shrink': 17, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8529385615978384, 'tversky_beta': 1.9949666393456704} - results: ROC_AUC: 0.1366724, PRECISION: 0.0080980, PRECISION_RECALL_MIN_DEN: 0.0809804, RECALL: 0.0809804, MAP: 0.0407546, MRR: 0.0407546, NDCG: 0.0502668, F1: 0.0147237, HIT_RATE: 0.0809804, ARHR: 0.0407546, RMSE: nan, NOVELTY: 0.0075141, AVERAGE_POPULARITY: 0.2116225, DIVERSITY_MEAN_INTER_LIST: 0.9910460, DIVERSITY_HERFINDAHL: 0.9989407, COVERAGE_ITEM: 0.8876088, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.2640314, SHANNON_ENTROPY: 11.5828224, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 14, 'shrink': 6, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9984223896314557, 'tversky_beta': 0.011288228803322921} - results: ROC_AUC: 0.0993898, PRECISION: 0.0027989, PRECISION_RECALL_MIN_DEN: 0.0279892, RECALL: 0.0279892, MAP: 0.0148463, MRR: 0.0148463, NDCG: 0.0179740, F1: 0.0050889, HIT_RATE: 0.0279892, ARHR: 0.0148463, RMSE: nan, NOVELTY: 0.0095204, AVERAGE_POPULARITY: 0.0297590, DIVERSITY_MEAN_INTER_LIST: 0.9961244, DIVERSITY_HERFINDAHL: 0.9995388, COVERAGE_ITEM: 0.7525692, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.3154363, SHANNON_ENTROPY: 12.1072294, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 53, 'shrink': 464, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6849397623915472, 'tversky_beta': 1.9775160932688183} - results: ROC_AUC: 0.1311982, PRECISION: 0.0074679, PRECISION_RECALL_MIN_DEN: 0.0746788, RECALL: 0.0746788, MAP: 0.0373991, MRR: 0.0373991, NDCG: 0.0461703, F1: 0.0135780, HIT_RATE: 0.0746788, ARHR: 0.0373991, RMSE: nan, NOVELTY: 0.0063754, AVERAGE_POPULARITY: 0.3865745, DIVERSITY_MEAN_INTER_LIST: 0.9691689, DIVERSITY_HERFINDAHL: 0.9963644, COVERAGE_ITEM: 0.5131243, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1091142, SHANNON_ENTROPY: 9.5144164, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 5, 'shrink': 353, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1342263, PRECISION: 0.0078321, PRECISION_RECALL_MIN_DEN: 0.0783206, RECALL: 0.0783206, MAP: 0.0392444, MRR: 0.0392444, NDCG: 0.0484612, F1: 0.0142401, HIT_RATE: 0.0783206, ARHR: 0.0392444, RMSE: nan, NOVELTY: 0.0068429, AVERAGE_POPULARITY: 0.2676926, DIVERSITY_MEAN_INTER_LIST: 0.9870451, DIVERSITY_HERFINDAHL: 0.9984696, COVERAGE_ITEM: 0.5862408, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1586036, SHANNON_ENTROPY: 10.5306885, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 31, 'shrink': 994, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.010461524000580093, 'tversky_beta': 1.0447780672573834} - results: ROC_AUC: 0.1252012, PRECISION: 0.0066290, PRECISION_RECALL_MIN_DEN: 0.0662902, RECALL: 0.0662902, MAP: 0.0335222, MRR: 0.0335222, NDCG: 0.0412130, F1: 0.0120528, HIT_RATE: 0.0662902, ARHR: 0.0335222, RMSE: nan, NOVELTY: 0.0063110, AVERAGE_POPULARITY: 0.4351212, DIVERSITY_MEAN_INTER_LIST: 0.9547722, DIVERSITY_HERFINDAHL: 0.9946689, COVERAGE_ITEM: 0.6054199, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1063216, SHANNON_ENTROPY: 9.2447303, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 990, 'shrink': 960, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6205894341764553, 'tversky_beta': 1.9812000966687628} - results: ROC_AUC: 0.1229642, PRECISION: 0.0061707, PRECISION_RECALL_MIN_DEN: 0.0617072, RECALL: 0.0617072, MAP: 0.0324635, MRR: 0.0324635, NDCG: 0.0393487, F1: 0.0112195, HIT_RATE: 0.0617072, ARHR: 0.0324635, RMSE: nan, NOVELTY: 0.0058527, AVERAGE_POPULARITY: 0.5830063, DIVERSITY_MEAN_INTER_LIST: 0.8611577, DIVERSITY_HERFINDAHL: 0.9836444, COVERAGE_ITEM: 0.3270276, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.0572228, SHANNON_ENTROPY: 7.3853195, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 981, 'shrink': 990, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.34154974791004783, 'tversky_beta': 1.9829773712274883} - results: ROC_AUC: 0.1177356, PRECISION: 0.0056060, PRECISION_RECALL_MIN_DEN: 0.0560602, RECALL: 0.0560602, MAP: 0.0286710, MRR: 0.0286710, NDCG: 0.0350802, F1: 0.0101928, HIT_RATE: 0.0560602, ARHR: 0.0286710, RMSE: nan, NOVELTY: 0.0057199, AVERAGE_POPULARITY: 0.6506991, DIVERSITY_MEAN_INTER_LIST: 0.7900044, DIVERSITY_HERFINDAHL: 0.9752651, COVERAGE_ITEM: 0.3056883, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.0435213, SHANNON_ENTROPY: 6.6040586, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 5, 'shrink': 383, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1340944, PRECISION: 0.0078075, PRECISION_RECALL_MIN_DEN: 0.0780751, RECALL: 0.0780751, MAP: 0.0392142, MRR: 0.0392142, NDCG: 0.0483782, F1: 0.0141955, HIT_RATE: 0.0780751, ARHR: 0.0392142, RMSE: nan, NOVELTY: 0.0068354, AVERAGE_POPULARITY: 0.2696077, DIVERSITY_MEAN_INTER_LIST: 0.9868885, DIVERSITY_HERFINDAHL: 0.9984511, COVERAGE_ITEM: 0.5839497, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1582619, SHANNON_ENTROPY: 10.5171128, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 17, 'shrink': 995, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8469226053280723, 'tversky_beta': 0.07097644662949289} - results: ROC_AUC: 0.1269517, PRECISION: 0.0067968, PRECISION_RECALL_MIN_DEN: 0.0679679, RECALL: 0.0679679, MAP: 0.0345534, MRR: 0.0345534, NDCG: 0.0424237, F1: 0.0123578, HIT_RATE: 0.0679679, ARHR: 0.0345534, RMSE: nan, NOVELTY: 0.0066643, AVERAGE_POPULARITY: 0.3233640, DIVERSITY_MEAN_INTER_LIST: 0.9797458, DIVERSITY_HERFINDAHL: 0.9976100, COVERAGE_ITEM: 0.6735616, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1396125, SHANNON_ENTROPY: 10.1910214, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 376, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1341308, PRECISION: 0.0078157, PRECISION_RECALL_MIN_DEN: 0.0781570, RECALL: 0.0781570, MAP: 0.0392091, MRR: 0.0392091, NDCG: 0.0483936, F1: 0.0142104, HIT_RATE: 0.0781570, ARHR: 0.0392091, RMSE: nan, NOVELTY: 0.0068374, AVERAGE_POPULARITY: 0.2691360, DIVERSITY_MEAN_INTER_LIST: 0.9869188, DIVERSITY_HERFINDAHL: 0.9984547, COVERAGE_ITEM: 0.5847352, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1582424, SHANNON_ENTROPY: 10.5200543, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 5, 'shrink': 369, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1340853, PRECISION: 0.0078116, PRECISION_RECALL_MIN_DEN: 0.0781160, RECALL: 0.0781160, MAP: 0.0391930, MRR: 0.0391930, NDCG: 0.0483709, F1: 0.0142029, HIT_RATE: 0.0781160, ARHR: 0.0391930, RMSE: nan, NOVELTY: 0.0068391, AVERAGE_POPULARITY: 0.2686821, DIVERSITY_MEAN_INTER_LIST: 0.9869585, DIVERSITY_HERFINDAHL: 0.9984593, COVERAGE_ITEM: 0.5851934, COVERAGE_USER: 0.9214748, DIVERSITY_GINI: 0.1583595, SHANNON_ENTROPY: 10.5232649, 
