CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 11, 'shrink': 1812, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.062068±0.0011, PRECISION: 0.008572±0.0001, PRECISION_RECALL_MIN_DEN: 0.085723±0.0012, RECALL: 0.085723±0.0012, MAP: 0.044824±0.0009, MRR: 0.044824±0.0009, NDCG: 0.054475±0.0009, F1: 0.015586±0.0002, HIT_RATE: 0.085723±0.0012, ARHR: 0.044824±0.0009, RMSE: 0.966751±0.0003, NOVELTY: 0.005870±0.0000, AVERAGE_POPULARITY: 0.376652±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.973165±0.0002, DIVERSITY_HERFINDAHL: 0.997312±0.0000, COVERAGE_ITEM: 0.529862±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130154±0.0007, SHANNON_ENTROPY: 10.018964±0.0075, 
CrossSearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 37, 'shrink': 900, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.062803±0.0010, PRECISION: 0.008696±0.0001, PRECISION_RECALL_MIN_DEN: 0.086965±0.0010, RECALL: 0.086965±0.0010, MAP: 0.045581±0.0011, MRR: 0.045581±0.0011, NDCG: 0.055339±0.0010, F1: 0.015812±0.0002, HIT_RATE: 0.086965±0.0010, ARHR: 0.045581±0.0011, RMSE: 0.989094±0.0001, NOVELTY: 0.005694±0.0000, AVERAGE_POPULARITY: 0.435943±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.961325±0.0001, DIVERSITY_HERFINDAHL: 0.996128±0.0000, COVERAGE_ITEM: 0.491938±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.110923±0.0003, SHANNON_ENTROPY: 9.558328±0.0025, 
CrossSearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 188, 'shrink': 1382, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.057571±0.0010, PRECISION: 0.007955±0.0001, PRECISION_RECALL_MIN_DEN: 0.079551±0.0012, RECALL: 0.079551±0.0012, MAP: 0.041920±0.0009, MRR: 0.041920±0.0009, NDCG: 0.050792±0.0009, F1: 0.014464±0.0002, HIT_RATE: 0.079551±0.0012, ARHR: 0.041920±0.0009, RMSE: 0.985604±0.0001, NOVELTY: 0.005414±0.0000, AVERAGE_POPULARITY: 0.575953±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.898855±0.0005, DIVERSITY_HERFINDAHL: 0.989882±0.0000, COVERAGE_ITEM: 0.451387±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.078972±0.0004, SHANNON_ENTROPY: 8.303718±0.0087, 
CrossSearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 36, 'shrink': 147, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.056564±0.0009, PRECISION: 0.007588±0.0001, PRECISION_RECALL_MIN_DEN: 0.075880±0.0013, RECALL: 0.075880±0.0013, MAP: 0.041204±0.0008, MRR: 0.041204±0.0008, NDCG: 0.049430±0.0009, F1: 0.013796±0.0002, HIT_RATE: 0.075880±0.0013, ARHR: 0.041204±0.0008, RMSE: 0.966509±0.0003, NOVELTY: 0.007323±0.0000, AVERAGE_POPULARITY: 0.094348±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.997661±0.0000, DIVERSITY_HERFINDAHL: 0.999762±0.0000, COVERAGE_ITEM: 0.872192±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.415240±0.0012, SHANNON_ENTROPY: 12.995764±0.0022, 
CrossSearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 97, 'shrink': 406, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.067971±0.0011, PRECISION: 0.009262±0.0001, PRECISION_RECALL_MIN_DEN: 0.092622±0.0013, RECALL: 0.092622±0.0013, MAP: 0.049279±0.0010, MRR: 0.049279±0.0010, NDCG: 0.059532±0.0010, F1: 0.016840±0.0002, HIT_RATE: 0.092622±0.0013, ARHR: 0.049279±0.0010, RMSE: 0.972652±0.0002, NOVELTY: 0.006764±0.0000, AVERAGE_POPULARITY: 0.196401±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.992783±0.0000, DIVERSITY_HERFINDAHL: 0.999274±0.0000, COVERAGE_ITEM: 0.807440±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.296656±0.0004, SHANNON_ENTROPY: 12.079270±0.0027, 
CrossSearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 102, 'shrink': 1989, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.071179±0.0009, PRECISION: 0.009761±0.0001, PRECISION_RECALL_MIN_DEN: 0.097606±0.0010, RECALL: 0.097606±0.0010, MAP: 0.051499±0.0008, MRR: 0.051499±0.0008, NDCG: 0.062398±0.0008, F1: 0.017746±0.0002, HIT_RATE: 0.097606±0.0010, ARHR: 0.051499±0.0008, RMSE: 0.990458±0.0001, NOVELTY: 0.006181±0.0000, AVERAGE_POPULARITY: 0.345537±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.974545±0.0001, DIVERSITY_HERFINDAHL: 0.997450±0.0000, COVERAGE_ITEM: 0.728846±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.193030±0.0002, SHANNON_ENTROPY: 10.747814±0.0013, 
CrossSearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 17, 'shrink': 910, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.063868±0.0010, PRECISION: 0.008844±0.0001, PRECISION_RECALL_MIN_DEN: 0.088437±0.0009, RECALL: 0.088437±0.0009, MAP: 0.046058±0.0010, MRR: 0.046058±0.0010, NDCG: 0.056057±0.0009, F1: 0.016079±0.0002, HIT_RATE: 0.088437±0.0009, ARHR: 0.046058±0.0010, RMSE: 0.991568±0.0001, NOVELTY: 0.005810±0.0000, AVERAGE_POPULARITY: 0.387775±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.972186±0.0002, DIVERSITY_HERFINDAHL: 0.997214±0.0000, COVERAGE_ITEM: 0.513371±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124444±0.0005, SHANNON_ENTROPY: 9.935559±0.0087, 
CrossSearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 83, 'shrink': 988, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.071650±0.0009, PRECISION: 0.009825±0.0001, PRECISION_RECALL_MIN_DEN: 0.098253±0.0013, RECALL: 0.098253±0.0013, MAP: 0.051849±0.0009, MRR: 0.051849±0.0009, NDCG: 0.062816±0.0009, F1: 0.017864±0.0002, HIT_RATE: 0.098253±0.0013, ARHR: 0.051849±0.0009, RMSE: 0.985012±0.0001, NOVELTY: 0.006440±0.0000, AVERAGE_POPULARITY: 0.270236±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.986094±0.0001, DIVERSITY_HERFINDAHL: 0.998605±0.0000, COVERAGE_ITEM: 0.763006±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.234413±0.0004, SHANNON_ENTROPY: 11.398253±0.0017, 
CrossSearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 175, 'shrink': 142, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.066882±0.0009, PRECISION: 0.009125±0.0000, PRECISION_RECALL_MIN_DEN: 0.091248±0.0004, RECALL: 0.091248±0.0004, MAP: 0.048352±0.0008, MRR: 0.048352±0.0008, NDCG: 0.058506±0.0007, F1: 0.016590±0.0001, HIT_RATE: 0.091248±0.0004, ARHR: 0.048352±0.0008, RMSE: 0.832071±0.0013, NOVELTY: 0.005767±0.0000, AVERAGE_POPULARITY: 0.424894±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.960247±0.0002, DIVERSITY_HERFINDAHL: 0.996020±0.0000, COVERAGE_ITEM: 0.549143±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118834±0.0004, SHANNON_ENTROPY: 9.686175±0.0054, 
CrossSearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 31, 'shrink': 118, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.070142±0.0006, PRECISION: 0.009652±0.0001, PRECISION_RECALL_MIN_DEN: 0.096515±0.0012, RECALL: 0.096515±0.0012, MAP: 0.050365±0.0006, MRR: 0.050365±0.0006, NDCG: 0.061280±0.0007, F1: 0.017548±0.0002, HIT_RATE: 0.096515±0.0012, ARHR: 0.050365±0.0006, RMSE: 0.979497±0.0001, NOVELTY: 0.005990±0.0000, AVERAGE_POPULARITY: 0.338420±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.979736±0.0001, DIVERSITY_HERFINDAHL: 0.997969±0.0000, COVERAGE_ITEM: 0.582839±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143621±0.0002, SHANNON_ENTROPY: 10.386727±0.0040, 
CrossSearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 148, 'shrink': 1580, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.069745±0.0007, PRECISION: 0.009569±0.0001, PRECISION_RECALL_MIN_DEN: 0.095690±0.0010, RECALL: 0.095690±0.0010, MAP: 0.050640±0.0006, MRR: 0.050640±0.0006, NDCG: 0.061281±0.0007, F1: 0.017398±0.0002, HIT_RATE: 0.095690±0.0010, ARHR: 0.050640±0.0006, RMSE: 0.986966±0.0001, NOVELTY: 0.006120±0.0000, AVERAGE_POPULARITY: 0.367252±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.970143±0.0001, DIVERSITY_HERFINDAHL: 0.997010±0.0000, COVERAGE_ITEM: 0.720984±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.185690±0.0006, SHANNON_ENTROPY: 10.571797±0.0046, 
CrossSearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 161, 'shrink': 1530, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.057868±0.0010, PRECISION: 0.007985±0.0001, PRECISION_RECALL_MIN_DEN: 0.079853±0.0011, RECALL: 0.079853±0.0011, MAP: 0.042113±0.0008, MRR: 0.042113±0.0008, NDCG: 0.051014±0.0008, F1: 0.014519±0.0002, HIT_RATE: 0.079853±0.0011, ARHR: 0.042113±0.0008, RMSE: 0.916020±0.0005, NOVELTY: 0.005429±0.0000, AVERAGE_POPULARITY: 0.568508±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.903841±0.0005, DIVERSITY_HERFINDAHL: 0.990380±0.0001, COVERAGE_ITEM: 0.455550±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.081087±0.0004, SHANNON_ENTROPY: 8.387707±0.0081, 
CrossSearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 96, 'shrink': 560, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.069711±0.0009, PRECISION: 0.009585±0.0001, PRECISION_RECALL_MIN_DEN: 0.095850±0.0011, RECALL: 0.095850±0.0011, MAP: 0.050545±0.0009, MRR: 0.050545±0.0009, NDCG: 0.061243±0.0009, F1: 0.017427±0.0002, HIT_RATE: 0.095850±0.0011, ARHR: 0.050545±0.0009, RMSE: 0.977309±0.0002, NOVELTY: 0.006621±0.0000, AVERAGE_POPULARITY: 0.227322±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.990404±0.0000, DIVERSITY_HERFINDAHL: 0.999036±0.0000, COVERAGE_ITEM: 0.788516±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.268646±0.0004, SHANNON_ENTROPY: 11.795274±0.0007, 
CrossSearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 110, 'shrink': 130, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.055145±0.0010, PRECISION: 0.007503±0.0001, PRECISION_RECALL_MIN_DEN: 0.075029±0.0014, RECALL: 0.075029±0.0014, MAP: 0.040178±0.0009, MRR: 0.040178±0.0009, NDCG: 0.048421±0.0010, F1: 0.013642±0.0003, HIT_RATE: 0.075029±0.0014, ARHR: 0.040178±0.0009, RMSE: 0.952838±0.0004, NOVELTY: 0.007298±0.0000, AVERAGE_POPULARITY: 0.108713±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.997333±0.0000, DIVERSITY_HERFINDAHL: 0.999729±0.0000, COVERAGE_ITEM: 0.875339±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.415605±0.0009, SHANNON_ENTROPY: 12.958371±0.0011, 
CrossSearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 156, 'shrink': 231, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.062462±0.0012, PRECISION: 0.008470±0.0001, PRECISION_RECALL_MIN_DEN: 0.084703±0.0013, RECALL: 0.084703±0.0013, MAP: 0.045408±0.0011, MRR: 0.045408±0.0011, NDCG: 0.054709±0.0011, F1: 0.015401±0.0002, HIT_RATE: 0.084703±0.0013, ARHR: 0.045408±0.0011, RMSE: 0.957737±0.0003, NOVELTY: 0.006965±0.0000, AVERAGE_POPULARITY: 0.167056±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.994653±0.0000, DIVERSITY_HERFINDAHL: 0.999461±0.0000, COVERAGE_ITEM: 0.826158±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.345369±0.0008, SHANNON_ENTROPY: 12.424081±0.0029, 
CrossSearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 177, 'shrink': 819, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.060086±0.0010, PRECISION: 0.008285±0.0001, PRECISION_RECALL_MIN_DEN: 0.082850±0.0010, RECALL: 0.082850±0.0010, MAP: 0.043739±0.0009, MRR: 0.043739±0.0009, NDCG: 0.052965±0.0009, F1: 0.015064±0.0002, HIT_RATE: 0.082850±0.0010, ARHR: 0.043739±0.0009, RMSE: 0.883684±0.0009, NOVELTY: 0.005472±0.0000, AVERAGE_POPULARITY: 0.543444±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.918388±0.0005, DIVERSITY_HERFINDAHL: 0.991835±0.0001, COVERAGE_ITEM: 0.455009±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.083968±0.0004, SHANNON_ENTROPY: 8.589778±0.0062, 
CrossSearchBayesianSkopt: New best config found. Config 26: {'topK': 20, 'shrink': 1924, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.073286±0.0008, PRECISION: 0.009922±0.0001, PRECISION_RECALL_MIN_DEN: 0.099220±0.0007, RECALL: 0.099220±0.0007, MAP: 0.053024±0.0007, MRR: 0.053024±0.0007, NDCG: 0.063972±0.0007, F1: 0.018040±0.0001, HIT_RATE: 0.099220±0.0007, ARHR: 0.053024±0.0007, RMSE: 0.993903±0.0000, NOVELTY: 0.006583±0.0000, AVERAGE_POPULARITY: 0.222677±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.990541±0.0000, DIVERSITY_HERFINDAHL: 0.999050±0.0000, COVERAGE_ITEM: 0.783660±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.256222±0.0007, SHANNON_ENTROPY: 11.720908±0.0028, 
CrossSearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 51, 'shrink': 1437, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.060552±0.0009, PRECISION: 0.008370±0.0000, PRECISION_RECALL_MIN_DEN: 0.083701±0.0005, RECALL: 0.083701±0.0005, MAP: 0.044102±0.0008, MRR: 0.044102±0.0008, NDCG: 0.053437±0.0007, F1: 0.015218±0.0001, HIT_RATE: 0.083701±0.0005, ARHR: 0.044102±0.0008, RMSE: 0.938470±0.0004, NOVELTY: 0.005617±0.0000, AVERAGE_POPULARITY: 0.474989±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.948689±0.0002, DIVERSITY_HERFINDAHL: 0.994865±0.0000, COVERAGE_ITEM: 0.489138±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.103513±0.0003, SHANNON_ENTROPY: 9.263170±0.0051, 
