SearchBayesianSkopt: New best config found. Config 0: {'topK': 331, 'shrink': 734, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0301184, PRECISION: 0.0062994, PRECISION_RECALL_MIN_DEN: 0.0209980, RECALL: 0.0209980, MAP: 0.0071542, MRR: 0.0191969, NDCG: 0.0141211, F1: 0.0096914, HIT_RATE: 0.0629939, ARHR: 0.0203031, RMSE: 0.9975215, NOVELTY: 0.0051569, AVERAGE_POPULARITY: 0.6005007, DIVERSITY_MEAN_INTER_LIST: 0.6806450, DIVERSITY_HERFINDAHL: 0.9680496, COVERAGE_ITEM: 0.0068667, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3089545, SHANNON_ENTROPY: 5.6431722, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 700, 'shrink': 1000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0309898, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0079032, MRR: 0.0203273, NDCG: 0.0153879, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0219516, RMSE: 0.9957198, NOVELTY: 0.0051523, AVERAGE_POPULARITY: 0.6545316, DIVERSITY_MEAN_INTER_LIST: 0.5531402, DIVERSITY_HERFINDAHL: 0.9553019, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3212163, SHANNON_ENTROPY: 4.9589819, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 700, 'shrink': 0, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0334732, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0079466, MRR: 0.0207504, NDCG: 0.0155276, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0222315, RMSE: 0.8537924, NOVELTY: 0.0051889, AVERAGE_POPULARITY: 0.6329690, DIVERSITY_MEAN_INTER_LIST: 0.5833171, DIVERSITY_HERFINDAHL: 0.9583189, COVERAGE_ITEM: 0.0050284, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3031135, SHANNON_ENTROPY: 5.1817971, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 700, 'shrink': 1000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0309898, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0079032, MRR: 0.0203273, NDCG: 0.0153879, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0219516, RMSE: 0.9957198, NOVELTY: 0.0051523, AVERAGE_POPULARITY: 0.6545316, DIVERSITY_MEAN_INTER_LIST: 0.5531402, DIVERSITY_HERFINDAHL: 0.9553019, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3212163, SHANNON_ENTROPY: 4.9589819, 
SearchBayesianSkopt: New best config found. Config 14: {'topK': 697, 'shrink': 13, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0341313, PRECISION: 0.0070237, PRECISION_RECALL_MIN_DEN: 0.0234124, RECALL: 0.0234124, MAP: 0.0081339, MRR: 0.0209577, NDCG: 0.0157753, F1: 0.0108057, HIT_RATE: 0.0702371, ARHR: 0.0226163, RMSE: 0.8952860, NOVELTY: 0.0051573, AVERAGE_POPULARITY: 0.6492504, DIVERSITY_MEAN_INTER_LIST: 0.5681780, DIVERSITY_HERFINDAHL: 0.9568053, COVERAGE_ITEM: 0.0045958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2940360, SHANNON_ENTROPY: 5.0317701, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 695, 'shrink': 2, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0331492, PRECISION: 0.0071993, PRECISION_RECALL_MIN_DEN: 0.0239977, RECALL: 0.0239977, MAP: 0.0079728, MRR: 0.0208001, NDCG: 0.0158165, F1: 0.0110758, HIT_RATE: 0.0719930, ARHR: 0.0223032, RMSE: 0.8645348, NOVELTY: 0.0051803, AVERAGE_POPULARITY: 0.6372984, DIVERSITY_MEAN_INTER_LIST: 0.5847572, DIVERSITY_HERFINDAHL: 0.9584629, COVERAGE_ITEM: 0.0046499, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3242822, SHANNON_ENTROPY: 5.1696845, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 8, 'shrink': 18, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0091866, PRECISION: 0.0015584, PRECISION_RECALL_MIN_DEN: 0.0051946, RECALL: 0.0051946, MAP: 0.0020785, MRR: 0.0059172, NDCG: 0.0038902, F1: 0.0023975, HIT_RATE: 0.0155838, ARHR: 0.0060763, RMSE: 0.9993541, NOVELTY: 0.0061245, AVERAGE_POPULARITY: 0.1879692, DIVERSITY_MEAN_INTER_LIST: 0.9835648, DIVERSITY_HERFINDAHL: 0.9983349, COVERAGE_ITEM: 0.0775345, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4561669, SHANNON_ENTROPY: 9.7365024, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 699, 'shrink': 994, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0309227, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0079001, MRR: 0.0203056, NDCG: 0.0153809, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0219360, RMSE: 0.9957022, NOVELTY: 0.0051517, AVERAGE_POPULARITY: 0.6549265, DIVERSITY_MEAN_INTER_LIST: 0.5530437, DIVERSITY_HERFINDAHL: 0.9552922, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3208229, SHANNON_ENTROPY: 4.9572349, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 700, 'shrink': 1000, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0309898, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0079032, MRR: 0.0203273, NDCG: 0.0153879, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0219516, RMSE: 0.9957198, NOVELTY: 0.0051523, AVERAGE_POPULARITY: 0.6545316, DIVERSITY_MEAN_INTER_LIST: 0.5531402, DIVERSITY_HERFINDAHL: 0.9553019, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3212163, SHANNON_ENTROPY: 4.9589819, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 698, 'shrink': 4, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0337609, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0080044, MRR: 0.0208374, NDCG: 0.0155822, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0223482, RMSE: 0.8719887, NOVELTY: 0.0051874, AVERAGE_POPULARITY: 0.6318678, DIVERSITY_MEAN_INTER_LIST: 0.5890383, DIVERSITY_HERFINDAHL: 0.9588909, COVERAGE_ITEM: 0.0045418, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3279079, SHANNON_ENTROPY: 5.1605706, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 6, 'shrink': 981, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0080236, PRECISION: 0.0013169, PRECISION_RECALL_MIN_DEN: 0.0043898, RECALL: 0.0043898, MAP: 0.0014448, MRR: 0.0043343, NDCG: 0.0030082, F1: 0.0020261, HIT_RATE: 0.0131694, ARHR: 0.0043343, RMSE: 0.9999883, NOVELTY: 0.0061734, AVERAGE_POPULARITY: 0.1579256, DIVERSITY_MEAN_INTER_LIST: 0.9875256, DIVERSITY_HERFINDAHL: 0.9987309, COVERAGE_ITEM: 0.1054880, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4441886, SHANNON_ENTROPY: 10.1462436, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 700, 'shrink': 1000, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0309898, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0079032, MRR: 0.0203273, NDCG: 0.0153879, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0219516, RMSE: 0.9957198, NOVELTY: 0.0051523, AVERAGE_POPULARITY: 0.6545316, DIVERSITY_MEAN_INTER_LIST: 0.5531402, DIVERSITY_HERFINDAHL: 0.9553019, COVERAGE_ITEM: 0.0040011, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3212163, SHANNON_ENTROPY: 4.9589819, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 700, 'shrink': 0, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0334732, PRECISION: 0.0069359, PRECISION_RECALL_MIN_DEN: 0.0231197, RECALL: 0.0231197, MAP: 0.0079466, MRR: 0.0207504, NDCG: 0.0155276, F1: 0.0106706, HIT_RATE: 0.0693591, ARHR: 0.0222315, RMSE: 0.8537924, NOVELTY: 0.0051889, AVERAGE_POPULARITY: 0.6329690, DIVERSITY_MEAN_INTER_LIST: 0.5833171, DIVERSITY_HERFINDAHL: 0.9583189, COVERAGE_ITEM: 0.0050284, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3031135, SHANNON_ENTROPY: 5.1817971, 
