SearchBayesianSkopt: New best config found. Config 0: {'topK': 412, 'shrink': 1797, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3677941832883396, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0371084, PRECISION: 0.0061531, PRECISION_RECALL_MIN_DEN: 0.0205103, RECALL: 0.0205103, MAP: 0.0083926, MRR: 0.0242980, NDCG: 0.0156250, F1: 0.0094663, HIT_RATE: 0.0615309, ARHR: 0.0247380, RMSE: 0.9886345, NOVELTY: 0.0050406, AVERAGE_POPULARITY: 0.1798508, DIVERSITY_MEAN_INTER_LIST: 0.9935695, DIVERSITY_HERFINDAHL: 0.9993508, COVERAGE_ITEM: 0.6283320, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2526106, SHANNON_ENTROPY: 11.6965114, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 500, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0395104, PRECISION: 0.0066658, PRECISION_RECALL_MIN_DEN: 0.0222195, RECALL: 0.0222195, MAP: 0.0090777, MRR: 0.0260773, NDCG: 0.0168667, F1: 0.0102551, HIT_RATE: 0.0666584, ARHR: 0.0266553, RMSE: 0.9890573, NOVELTY: 0.0058210, AVERAGE_POPULARITY: 0.1888128, DIVERSITY_MEAN_INTER_LIST: 0.9932692, DIVERSITY_HERFINDAHL: 0.9993208, COVERAGE_ITEM: 0.7062990, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2382955, SHANNON_ENTROPY: 11.6985071, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0318573, PRECISION: 0.0053561, PRECISION_RECALL_MIN_DEN: 0.0178538, RECALL: 0.0178538, MAP: 0.0072981, MRR: 0.0212685, NDCG: 0.0136022, F1: 0.0082402, HIT_RATE: 0.0535615, ARHR: 0.0215814, RMSE: 0.9984724, NOVELTY: 0.0051185, AVERAGE_POPULARITY: 0.1763406, DIVERSITY_MEAN_INTER_LIST: 0.9805012, DIVERSITY_HERFINDAHL: 0.9980441, COVERAGE_ITEM: 0.4826169, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2438052, SHANNON_ENTROPY: 10.9662692, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 464, 'shrink': 1027, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.060431650656910044, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0378055, PRECISION: 0.0063693, PRECISION_RECALL_MIN_DEN: 0.0212310, RECALL: 0.0212310, MAP: 0.0087267, MRR: 0.0252401, NDCG: 0.0161939, F1: 0.0097989, HIT_RATE: 0.0636931, ARHR: 0.0257101, RMSE: 0.9803525, NOVELTY: 0.0050744, AVERAGE_POPULARITY: 0.1787448, DIVERSITY_MEAN_INTER_LIST: 0.9937133, DIVERSITY_HERFINDAHL: 0.9993652, COVERAGE_ITEM: 0.6263314, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2535320, SHANNON_ENTROPY: 11.7063218, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 493, 'shrink': 1974, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9520668858747716, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0232924, PRECISION: 0.0041700, PRECISION_RECALL_MIN_DEN: 0.0139000, RECALL: 0.0139000, MAP: 0.0050025, MRR: 0.0144253, NDCG: 0.0098365, F1: 0.0064154, HIT_RATE: 0.0417001, ARHR: 0.0147163, RMSE: 0.9984427, NOVELTY: 0.0059965, AVERAGE_POPULARITY: 0.1208140, DIVERSITY_MEAN_INTER_LIST: 0.9926739, DIVERSITY_HERFINDAHL: 0.9992613, COVERAGE_ITEM: 0.6896459, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2413348, SHANNON_ENTROPY: 11.6713663, 
SearchBayesianSkopt: New best config found. Config 15: {'topK': 500, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0419554, PRECISION: 0.0071539, PRECISION_RECALL_MIN_DEN: 0.0238463, RECALL: 0.0238463, MAP: 0.0095023, MRR: 0.0273903, NDCG: 0.0178592, F1: 0.0110060, HIT_RATE: 0.0715389, ARHR: 0.0279486, RMSE: 0.9890611, NOVELTY: 0.0060893, AVERAGE_POPULARITY: 0.1970754, DIVERSITY_MEAN_INTER_LIST: 0.9932755, DIVERSITY_HERFINDAHL: 0.9993214, COVERAGE_ITEM: 0.6946202, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2359144, SHANNON_ENTROPY: 11.6653207, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 22, 'shrink': 1018, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06823053342591147, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0292858, PRECISION: 0.0050225, PRECISION_RECALL_MIN_DEN: 0.0167418, RECALL: 0.0167418, MAP: 0.0068396, MRR: 0.0199879, NDCG: 0.0127470, F1: 0.0077270, HIT_RATE: 0.0502255, ARHR: 0.0202534, RMSE: 0.9935086, NOVELTY: 0.0046429, AVERAGE_POPULARITY: 0.1809127, DIVERSITY_MEAN_INTER_LIST: 0.9919072, DIVERSITY_HERFINDAHL: 0.9991846, COVERAGE_ITEM: 0.6882941, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2651997, SHANNON_ENTROPY: 11.7560854, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 12, 'shrink': 1011, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9521452514059896, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0318444, PRECISION: 0.0052017, PRECISION_RECALL_MIN_DEN: 0.0173390, RECALL: 0.0173390, MAP: 0.0076299, MRR: 0.0221823, NDCG: 0.0137822, F1: 0.0080026, HIT_RATE: 0.0520171, ARHR: 0.0225360, RMSE: 0.9925087, NOVELTY: 0.0050505, AVERAGE_POPULARITY: 0.1660524, DIVERSITY_MEAN_INTER_LIST: 0.9933477, DIVERSITY_HERFINDAHL: 0.9993286, COVERAGE_ITEM: 0.7364693, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2967543, SHANNON_ENTROPY: 12.0738954, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 500, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0419554, PRECISION: 0.0071539, PRECISION_RECALL_MIN_DEN: 0.0238463, RECALL: 0.0238463, MAP: 0.0095023, MRR: 0.0273903, NDCG: 0.0178592, F1: 0.0110060, HIT_RATE: 0.0715389, ARHR: 0.0279486, RMSE: 0.9890611, NOVELTY: 0.0060893, AVERAGE_POPULARITY: 0.1970754, DIVERSITY_MEAN_INTER_LIST: 0.9932755, DIVERSITY_HERFINDAHL: 0.9993214, COVERAGE_ITEM: 0.6946202, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2359144, SHANNON_ENTROPY: 11.6653207, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 500, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0419554, PRECISION: 0.0071539, PRECISION_RECALL_MIN_DEN: 0.0238463, RECALL: 0.0238463, MAP: 0.0095023, MRR: 0.0273903, NDCG: 0.0178592, F1: 0.0110060, HIT_RATE: 0.0715389, ARHR: 0.0279486, RMSE: 0.9890611, NOVELTY: 0.0060893, AVERAGE_POPULARITY: 0.1970754, DIVERSITY_MEAN_INTER_LIST: 0.9932755, DIVERSITY_HERFINDAHL: 0.9993214, COVERAGE_ITEM: 0.6946202, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2359144, SHANNON_ENTROPY: 11.6653207, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 35, 'shrink': 1974, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9501228300361588, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0323360, PRECISION: 0.0053314, PRECISION_RECALL_MIN_DEN: 0.0177715, RECALL: 0.0177715, MAP: 0.0077579, MRR: 0.0224702, NDCG: 0.0140385, F1: 0.0082022, HIT_RATE: 0.0533144, ARHR: 0.0228719, RMSE: 0.9949379, NOVELTY: 0.0042357, AVERAGE_POPULARITY: 0.1726505, DIVERSITY_MEAN_INTER_LIST: 0.9932044, DIVERSITY_HERFINDAHL: 0.9993143, COVERAGE_ITEM: 0.7031630, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2769931, SHANNON_ENTROPY: 11.9172329, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 500, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0419554, PRECISION: 0.0071539, PRECISION_RECALL_MIN_DEN: 0.0238463, RECALL: 0.0238463, MAP: 0.0095023, MRR: 0.0273903, NDCG: 0.0178592, F1: 0.0110060, HIT_RATE: 0.0715389, ARHR: 0.0279486, RMSE: 0.9890611, NOVELTY: 0.0060893, AVERAGE_POPULARITY: 0.1970754, DIVERSITY_MEAN_INTER_LIST: 0.9932755, DIVERSITY_HERFINDAHL: 0.9993214, COVERAGE_ITEM: 0.6946202, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2359144, SHANNON_ENTROPY: 11.6653207, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 500, 'shrink': 1000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0414320, PRECISION: 0.0070427, PRECISION_RECALL_MIN_DEN: 0.0234756, RECALL: 0.0234756, MAP: 0.0093170, MRR: 0.0268545, NDCG: 0.0175447, F1: 0.0108349, HIT_RATE: 0.0704269, ARHR: 0.0274028, RMSE: 0.9789661, NOVELTY: 0.0061027, AVERAGE_POPULARITY: 0.1942143, DIVERSITY_MEAN_INTER_LIST: 0.9934145, DIVERSITY_HERFINDAHL: 0.9993353, COVERAGE_ITEM: 0.6965126, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2378231, SHANNON_ENTROPY: 11.6874947, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 465, 'shrink': 1020, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.029640574886445677, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0232465, PRECISION: 0.0041144, PRECISION_RECALL_MIN_DEN: 0.0137147, RECALL: 0.0137147, MAP: 0.0051241, MRR: 0.0149279, NDCG: 0.0099241, F1: 0.0063299, HIT_RATE: 0.0411441, ARHR: 0.0151501, RMSE: 0.9971863, NOVELTY: 0.0060839, AVERAGE_POPULARITY: 0.1176295, DIVERSITY_MEAN_INTER_LIST: 0.9930143, DIVERSITY_HERFINDAHL: 0.9992953, COVERAGE_ITEM: 0.6932144, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2508195, SHANNON_ENTROPY: 11.7447043, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 485, 'shrink': 1031, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9687190385690625, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0368806, PRECISION: 0.0062087, PRECISION_RECALL_MIN_DEN: 0.0206956, RECALL: 0.0206956, MAP: 0.0084937, MRR: 0.0245654, NDCG: 0.0157757, F1: 0.0095518, HIT_RATE: 0.0620869, ARHR: 0.0250233, RMSE: 0.9803613, NOVELTY: 0.0050899, AVERAGE_POPULARITY: 0.1720850, DIVERSITY_MEAN_INTER_LIST: 0.9937861, DIVERSITY_HERFINDAHL: 0.9993725, COVERAGE_ITEM: 0.6282779, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2525319, SHANNON_ENTROPY: 11.7127463, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 499, 'shrink': 1999, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06811497703033266, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0375885, PRECISION: 0.0063137, PRECISION_RECALL_MIN_DEN: 0.0210457, RECALL: 0.0210457, MAP: 0.0086132, MRR: 0.0248904, NDCG: 0.0160129, F1: 0.0097134, HIT_RATE: 0.0631371, ARHR: 0.0253650, RMSE: 0.9894488, NOVELTY: 0.0050804, AVERAGE_POPULARITY: 0.1805973, DIVERSITY_MEAN_INTER_LIST: 0.9936348, DIVERSITY_HERFINDAHL: 0.9993573, COVERAGE_ITEM: 0.6229792, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2521339, SHANNON_ENTROPY: 11.6896970, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 500, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0395104, PRECISION: 0.0066658, PRECISION_RECALL_MIN_DEN: 0.0222195, RECALL: 0.0222195, MAP: 0.0090777, MRR: 0.0260773, NDCG: 0.0168667, F1: 0.0102551, HIT_RATE: 0.0666584, ARHR: 0.0266553, RMSE: 0.9890573, NOVELTY: 0.0058210, AVERAGE_POPULARITY: 0.1888128, DIVERSITY_MEAN_INTER_LIST: 0.9932692, DIVERSITY_HERFINDAHL: 0.9993208, COVERAGE_ITEM: 0.7062990, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2382955, SHANNON_ENTROPY: 11.6985071, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 500, 'shrink': 2000, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0419554, PRECISION: 0.0071539, PRECISION_RECALL_MIN_DEN: 0.0238463, RECALL: 0.0238463, MAP: 0.0095023, MRR: 0.0273903, NDCG: 0.0178592, F1: 0.0110060, HIT_RATE: 0.0715389, ARHR: 0.0279486, RMSE: 0.9890611, NOVELTY: 0.0060893, AVERAGE_POPULARITY: 0.1970754, DIVERSITY_MEAN_INTER_LIST: 0.9932755, DIVERSITY_HERFINDAHL: 0.9993214, COVERAGE_ITEM: 0.6946202, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2359144, SHANNON_ENTROPY: 11.6653207, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 23, 'shrink': 1989, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9394671165581296, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0212623, PRECISION: 0.0036573, PRECISION_RECALL_MIN_DEN: 0.0121909, RECALL: 0.0121909, MAP: 0.0047945, MRR: 0.0139960, NDCG: 0.0090834, F1: 0.0056265, HIT_RATE: 0.0365726, ARHR: 0.0141898, RMSE: 0.9996995, NOVELTY: 0.0051352, AVERAGE_POPULARITY: 0.0970712, DIVERSITY_MEAN_INTER_LIST: 0.9970158, DIVERSITY_HERFINDAHL: 0.9996954, COVERAGE_ITEM: 0.7514463, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3801885, SHANNON_ENTROPY: 12.6429272, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 10, 'shrink': 1001, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.945778671712101, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0306796, PRECISION: 0.0050967, PRECISION_RECALL_MIN_DEN: 0.0169889, RECALL: 0.0169889, MAP: 0.0075171, MRR: 0.0218588, NDCG: 0.0135356, F1: 0.0078411, HIT_RATE: 0.0509668, ARHR: 0.0222051, RMSE: 0.9930002, NOVELTY: 0.0050003, AVERAGE_POPULARITY: 0.1638109, DIVERSITY_MEAN_INTER_LIST: 0.9932326, DIVERSITY_HERFINDAHL: 0.9993171, COVERAGE_ITEM: 0.7268992, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2955582, SHANNON_ENTROPY: 12.0521342, 
